author_id,text,class
2938835816,"RT @PDKIenglish: Demonstrators raise the Kurdish flag in Mahabad and chant “Ghassmlou, Ghassmlou (#PDKI leader that was assassinated by Ira…",0
2938835816,"RT @PDKIenglish: Demonstrations continue in the Kurdish city of Kamyaran. Demonstrators chant ""death to the dictator"". According to prelimi…",0
2938835816,"RT @PDKIenglish: Demonstrations tonight in the Kurdish city of #Saqez . 

#JinaAmini #KurdistanProtests #IranProtests2022 #IranRevoIution #…",0
2938835816,RT @PDKIenglish: General strike in the Kurdish town of Sardasht. #Kurdistan #Iran #IranRevolution #TwitterKurds  #JinaAmini #JinJiyanAzadi…,0
2938835816,"RT @AdamBandt: The Aus Gov must do more than 'condemn' the killing of protestors in Iran.

We should impose sanctions and send the stronges…",0
2938835816,"RT @PDKIenglish: People in Ilam have also taking to the streets and chant ""death to the dictator""
#JinaAmini #KurdistanProtests #IranProtes…",0
2938835816,"RT @Hengaw_English: The legal team of Hengaw emphasises that, in violation of all restrictions of international law, the government forces…",0
2938835816,"RT @PDKIenglish: More videos from tonight's demonstrations in the Kurdish city of Saqez. 

#JinaAmini #KurdistanProtests #IranProtests #Roj…",0
2938835816,"RT @NahayatT: This officially makes senior Iranian officials inadmissible to Canada. 
That includes, but not limited to: head of state, amb…",0
2938835816,"RT @NahayatT: BREAKING

Canada's Public Safety Minister says that as of tomorrow, border agents will be able to ensure that Iranian regime…",0
2938835816,"RT @EmmanuelMacron: Au nom de toutes les femmes qui se battent pour la vie et la liberté en Iran et partout dans le monde.

On behalf of al…",0
2938835816,RT @beehnam: حمله امروز سپاه به اقلیم کردستان ناشی از سوختگی ماتحت نظام از این دیدار است که معتقد است یک گروه کرد واسطه این دیدار بوده است.…,0
2938835816,RT @vahid_y1: How on earth can this happen? An Iranian official who promoted death sentence for Iranian protesters sits comfortably at a @U…,0
2938835816,"@Javanmardi75 Slaw Kak Ali, we’ve sent you a DM. Could you please check? Thank you!",0
2938835816,"RT @altvni: kurdish student meşîd muşe'şe'î, daughter of yarsanî artist mêhrdad muşe'şe'î, singing the kurdish anthem “oh martyrs” with her…",0
2938835816,"RT @altvni: rêbwar ebdî, from the city of seqiz and aso twana, from the city of bokan, were both martyred in today’s attacks by the IRGC on…",0
2938835816,RT @PDKIenglish: Statement by the Cooperation Center of Iranian Kurdistan's Political Parties on Iran’s attacks https://t.co/e9OGfXcV2P,0
2938835816,RT @PDKIenglish: Statement by the Democratic Party of Iranian Kurdistan (PDKI) on Iran’s missile attacks.  https://t.co/vzZU5ecGq7,0
2938835816,RT @babakazar: صحبت‌های رویا پیرایی، دختر مینو مجیدی پس از دیدار با امانوئل مکرون، رئیس جمهوری فرانسه در توضیح کشته شدن مادرش و عکسی که جها…,0
2938835816,RT @Birmo: News of a death sentence for a protester highlights the Iranian regime’s depravity against those fighting for human rights. The…,0
2938835816,"RT @DoubleDownNews: “The West can save women, but when women are saving themselves they criminalise it”

@elifxeyal on the Kurdish Story be…",0
2938835816,"RT @PDKIenglish: ""The regime knows very well that the main base of the Kurdish political parties are located in the heart of the people of…",0
2938835816,"RT @narinology: Read @zdfstudios ‘s recent article on the ongoing movement in Iran. 

Written by Narîn Sevin. 
Includes words by Narîn Alxa…",0
2938835816,@Hengaw_English !! https://t.co/GCkhczj1io,0
2938835816,RT @PDKIenglish: Demonstrators gathered today next to Metin Nesri’s grave in Sanandaj. Metin was a soldier in the Iranian army who refused…,0
2938835816,RT @loghmanahmedi: The regime in #Iran attempts to provoke a response from the #Peshmerga forces in order to be able to use military means…,0
2938835816,"RT @FazelHawramy: This is what happens to you if you find yourself in the detention of IRGC, Basij or the police in the Kurdish areas in we…",0
2938835816,"RT @PDKIenglish: Teachers, engineers, doctors and business owners gathered in Saqez to send their support to Perham Perweri, a Kurdish engi…",0
2938835816,"RT @Hengaw_English: According to the Kurdistan Regional Ministry of Health, one person has died and eight others have been injured as a res…",0
2938835816,"RT @PDKIenglish: Unfortunately, a number of #Peshmergas have being wounded in this morning's attack by the terrorist Islamic Revolutionary…",0
2938835816,"RT @PDKIfarsi: از دیار سقز انقلابی؛
ریبوار عبدی پیشمرگە حزب دمکرات اهل شهر سقز، امروز  23 آبان در موشکباران رژیم تروریستی تهران بە شهادت رس…",0
2938835816,"RT @Hengaw_English: The IRGC artillery in Oshnavieh and Piranshahr has begun shelling the border heights of Kurdistan of Iraq's borders.

F…",0
2938835816,RT @Hengaw_English: The IRGC launched suicide drones toward the civil camps of the Komala Party of Iranian Kurdistan at 9:00 a.m. on Monday…,0
2938835816,RT @FazelHawramy: |#Iran #IRGC missiles and drones targeted the bases of the KDPI and Komala opposition parties in the Kurdistan region in…,0
2938835816,"RT @Hengaw_English: #BREAKING
The IRGC launched rockets towards the Democratic Party of Iranian Kurdistan's civil camps and headquarters in…",0
2938835816,"RT @AgnesCallamard: We @Amnesty have recorded the names of at least 100 persons, including 16 children, killed by security forces in Sistan…",0
2938835816,Iran is now actively bombing Kurdish Opposition Parties outside of their borders. @SenatorWong. #JinaAmini #JinJiyanAzadi https://t.co/wrgHPxU2Y2,0
2938835816,"RT @PDKIenglish: #URGENT In the morning of Monday, November 14,2022, the terrorist Islamic Revolutionary Guard Corps (IRGC) attacked the he…",0
2938835816,RT @RudawEnglish: #BREAKING: At least three missiles hit the headquarters of the Kurdistan Democratic Party of Iran (KDPI) on Monday mornin…,0
2938835816,"RT @PDKIenglish: Demonstrators in Kurdish city of #Sardasht chant ""Martyrs don't die"". 
#JinaAmini #KurdistanProtests #Rojhelat #TwitterKur…",0
2938835816,"RT @PDKIenglish: Kurdish students demonstrate in the city of Sanandaj, chanting “canons, tanks, firecrackers, the Mullahs must disappear!”…",0
2938835816,RT @Halmatkurd: The Kurds stood against Khomeini’s government from its inception.  #Khomeini feared the #Kurds so much that in his 1st week…,0
2938835816,"RT @Hengaw_English: Kurdistan, Baluchistan, etc. aren't represented among a number of meetings with Western leaders. What process is used t…",0
2938835816,"RT @Hengaw_English: #BREAKING

While writing slogans in Kermanshah (Kermashan), a Kurdish civilian was killed by direct government forces'…",0
2938835816,RT @Hengaw_English: Despite the fact that Kurdistan and Baluchistan have experienced the most bloodshed and repression during the past two…,0
2938835816,"RT @TheorePhysics: Iranians are sadly about to learn certain facts about Turkey that Kurds have known for too long.

I hope that Iranians i…",0
2938835816,"RT @BeriShalmashi: Hemin Hamzeh got killed in Boyuran, near the Kurdish city of Sardasht. With all border guards around, fear and anger are…",0
2938835816,"RT @BeriShalmashi: ‘Jin, jiyan, azadî’ is changing how we look at freedom of women in the Middle East and from there worldwide. @elifxeyal…",0
2938835816,RT @GretaThunberg: School strike week 221. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/0fxqg6MQQQ,0
2938835816,"RT @Hengaw_English: On the seventh day of the anniversary of Momen Zand Karimi's death, one of Sanandaj's teachers, Fatima Zand Karimi, sai…",0
2938835816,RT @HillelNeuer: This is a very good sign. It means momentum has gathered and a UNHRC special session on human rights violations in Iran is…,0
2938835816,"RT @HillelNeuer: BREAKING: For the first time ever, the Tehran regime publicly warned the UN not to hold a session on Iran. Foreign Ministe…",0
2938835816,RT @BehrouzBoochani: Saman Yasin petition signed by thousands as rapper faces execution in Iran https://t.co/LEhBlvLzbF,0
2938835816,"RT @FazelHawramy: In two hours, IRGC and Basij militia killed around 100 Baluchis on Sep 30 in Zahedan. A huge protest is expected today to…",0
2938835816,"RT @jiyargol: #Saman_Yassin , a Kurdish rapper who has been arrested is facing a serious accusation, ""War against God"" by Iran revolutionar…",0
2938835816,RT @KavehGhoreishi: به طرز عجیبی در پوشش خبری پُستِ اینستاگرامیِ ترانه علیدوستی، شعار کُردی «ژن، ژیان، ئازادی» سانسور می‌شود؛ شعار گویایی ک…,0
2938835816,RT @jiyargol: جلال محمودزاده نماینده مهاباد در مجلس  بیانه ۲۲۷ نماینده مجلس را که خواهان اعدام معترضان شده اند را محکوم کرده. او گفته نگذاش…,0
1407775806,@az_rww Quiverfull movement. Logan building his own army of Christian warriors.,1
1407775806,"@mjs_DC @DrJenGunter The idea that Planned Parenthood, which has been providing women’s healthcare since before the pill existed, hasn’t “look[ed] into this topic even the tiniest bit” is laughable.",1
1407775806,RT @RealLyndaCarter: It’s the series finale of Twitter. Do you remember how to touch grass? We hope so. https://t.co/jxpcMdpwN2,1
1407775806,"RT @DnDeej: In a bold move to make Twitter 2.0 more profitable, Elon has decided to change the culture and working conditions at Twitter HQ…",1
1407775806,"@Lofoir @tcani Not a very good track record, there.",1
1407775806,"@ErrataRob @WontBeSilent2 @Victord36798241 @Y0L0McSwagger @TomiLahren The Census Bureau number is a major underestimate. It comes from self-reported information on the American Community Survey, which samples about 3.5 million households. The Election Assistance Commission obtains actual voter registration numbers from the states. 209m reg. in 2020 https://t.co/SO7yPS4p81",1
1407775806,"@ArizLib @TheRunUp2024 @kathyhoffman_az There is no source because that’s completely wrong. A recall campaign can be started after he’s been in office for 6 months. Other than being the filing officer for such a campaign, the SOS has no role.",1
1407775806,@sdsteeler @Garrett_Archer Undervotes,1
1407775806,"@kaiser36287482 @RinoLivesMatter So, do you think he’ll stick with the General moniker as SPI?  Like how you address a retired person by their highest rank?  

(NB, it drives me crazy that Horne, then Brno called themselves General. In AG, the general is not a military rank, it’s the opposite of specific).",1
1407775806,RT @JeffDubner: I keep thinking about this quote. One of our most prominent news organizations views its operations as backing candidates.…,1
1407775806,"@CollinYourbs @JasonSCampbell Which is even funnier, because it was their idea in AZ. Then Dems figured it out and had success starting with Kate Gallego’s first City Council race. All of a sudden, it became a bad thing.",1
1407775806,RT @CamCox12: DETAILS: the sideline displays the word “suns” in each of the 22 Tribal Nations of Arizona’s language. @12SportsAZ https://t.…,1
1407775806,@LisaMarra You should be trending for your defense of AZ election law.,1
1407775806,@LisaMarra The right and just result here. Thank you for holding the line. #IStandWithLisaMarra,1
1407775806,"@az_rww But it says she’s smart, right there on the tin.",1
1407775806,"@JasonSCampbell He’ll soon find out that it’s the same few thousand people at all of his rallies. They can only vote once, in one state. That box will soon be empty.",1
1407775806,"RT @stevanzetti: “I would say they’re not being ‘trained’ on anything. They’re being exposed to extremist ideology,” said @egavactip, an An…",1
1407775806,@patcamunez @JulieFlesch2 @valleymetro That adding a new holiday (or holidays) faces stiff opposition (“why should we pay those lazy state employees to take a day off”).,1
1407775806,"@patcamunez @JulieFlesch2 @valleymetro I’m 100% on board with finding new and innovative ways to increase the vote/access to voting, but we clearly part ways on whether Election Day holidays will do that. Do you recall the AZ debate over MLK Day?",1
1407775806,"@patcamunez @JulieFlesch2 Most people who work in lower-wage, private industry jobs do not get holidays off. There are 4 election days a year in AZ, all holidays?  Those who rely on public transit deal with reduced holiday schedules. I could go on, but Grace hit all of these and more in her 🧵.",1
1407775806,RT @rickhasen: #ELB: “How did Gascón end up launching a criminal probe sparked by far-right election conspiracy theories?” https://t.co/tV1…,1
1407775806,"@patcamunez @JulieFlesch2 Making Election Day a holiday will not help voters, in particular those who face the most obstacles to voting. It’s why election administrators are almost universally opposed to the idea. https://t.co/zYr4Idcgbr",1
1407775806,"@magamuslim1 @John_iwas_ @Joe__312 @deusxmach1na @MDYankeefan1 @RogerRa09234150 @PatJoe11111 @wastrel09 @notasoreloser @BeColorblind @AngryFleas @dulcieburt @WCSmith50952576 @JimlikesBB @NHSouthernGirl @a_bar411 @Tonycbk0 @DimensioT @JonRFleming @InfoGuru16 @YellowstoneRan1 @RobHembree @SeptRose70 @seleln1 @rudysballots @NickDone8 @PamelaEdwards @ArtysHouse @FighterTh @teamphil @WarTornTrump @McDonnellMJ @CChampion_Z06 @jvangent1001 @TomDoubting @VirtualGStorm @mecapitulate @TheCenterStripe @FuarFearg @Mcsjr454Mikey @RochelleCabirac @melissa5053 @grammar_kitten @rgspol @battle_bullshit @CPT_Cosmosis @ystly @YouTube Dude, you live in New York. You don’t know what you’re talking about when it comes to AZ.",1
1407775806,@AustinGWalters @tylerbowyer You’re comparing turnout numbers using eligible voters to those using registered voters. That’s why your argument fails.,1
1407775806,"@flyybyme @arizonaslaw @LisaMarra Appointed to the bench by Ducey. Former prosecutor. Been a featured guest at Fed Soc events. But sure, he’s from Tucson, he’s a liberal.",1
1407775806,@AZ_KDP @TinPhx 2018 was before they acquired the current equipment and the leg unanimously approved electronic adjudication.,1
1407775806,@BizarroManchin @fuelcanister @JoePostingg She’s well under 40 (was 31 when first elected).,1
1407775806,@katiegipson @jam7x @RelaxItsFunny You’re going to put me out of business @katiegipson.,1
1407775806,@ThePolitiKat 🔥,1
1407775806,@az_rww @kennyjacobs Couldn’t happen to a nicer guy.,1
1407775806,"@DarPhx @BarnettforAZ Biden got 1,672,143 votes in AZ in 2020. Hobbs has 1,211,595 with about 160,000 votes left to count statewide. You might want to check your math.",1
1407775806,"@JillWes04010708 @JenAFifield Just because you aren’t familiar with the processes in place doesn’t mean it’s fishy. The Election Director is following state law to the letter in overseeing the statutorily-governed hand count, which occurs with the participation of the political parties.",1
1407775806,"RT @ACS_Arizona: 🏁Election season is over!🏁 (Unless you’re an election lawyer, in which case, we’re grateful for you.) So, come, grab a bee…",1
1407775806,RT @JimSwiftDC: Sad about the red wave? Ask your doctor about Maracopium.,1
1407775806,"RT @C_C_Krebs: As chatter heats up around AZ as a stolen election, keep an eye on how AZ could jump from step 3/4 on the #WarOnPineapple #d…",1
1407775806,@Annette_mont @JenAFifield Maricopa County prints ballots on demand. This allows a voter to go to any vote center in the county and obtain the correct ballot style (of 1000s in a county with 2.4 million registered voters).,1
1407775806,"RT @JenAFifield: This is it. 

This right here is what caused problems at more than one in three voting locations in Maricopa County on Ele…",1
1407775806,"For all the whiners on Twitter who are mewling about “FL has all the ballots counted on election night, what’s wrong with AZ,” this whole thread by the @ElectionBabe is great. But this one in particular jumped out at me about the differences between AZ and FL law. https://t.co/Ujy0btyfm6",1
1407775806,@StovexKlmnel @Garrett_Archer BuT aLl tHe BaLloTs wErE AlWaYs CoUnTEd bY EleCtIoN NiGhT BeFoRe 2020!!!,1
1407775806,"The account posting as Lake here has already been suspended, but it was clear to most Arizonans that it was parody because we could actually read the fake Lake tweet, unlike the real ones we’re blocked from. https://t.co/3hi44Bged5",1
1407775806,@JessicaHuseman It was obviously fake because half of AZ wasn’t blocked from seeing it!,1
1407775806,"RT @beckerdavidj: Disinformation on social media is spreading, aided by members of Congress and others who should know better. These are th…",1
1407775806,"RT @SeanTrende: The back-and-forth over the likely fate of races in CO-03, NV-Sen, AZ-Gov, etc., is why I generally stay out of the back-an…",1
1407775806,RT @StovexKlmnel: @Garrett_Archer https://t.co/kPz2c8xgrD https://t.co/xN9IyFyNJY,1
1407775806,RT @albones520: Beyond tired of the disrespect from certain people towards those working 18-hour days to follow laws/procedures that exist…,1
1407775806,"@CarlsbadDodger @vinpo58 @GabriellaCKelly County Recorders in AZ handle voter registration and verification of early ballots. BOS (through an election director) handles Election Day voting, tabulation, and reporting of vote counts.",1
1407775806,RT @RottenInDenmark: Congratulations to my mom,1
1407775806,"RT @badachie: Every time a blue check with a high follower count tweets about making Election Day a holiday, all my election admins on here…",1
1407775806,"@FGTRTD__ @IPreferPi314 @Garrett_Archer Florida has 67 counties, AZ has 15.",1
1407775806,@fouledup @Garrett_Archer AZ law has changed. Counties can start tabulating EVs as soon as logic &amp; accuracy tests are complete (which happens before or in the first week of early voting).,1
1407775806,@vinpo58 @GabriellaCKelly The County Recorder does not have any responsibility for ballot tabulation. That’s the Board of Supervisors’ job.,1
1407775806,@arizonaslaw @OrcishLaw Pretty sure it’s like everyone else who won’t be serving another term. December 31.,1
1407775806,"@GraceBannasch This bunching up of holidays is one reason the effort to replace a state holiday in early October with MLK day in the 1980s failed in AZ (not the only reason, but one of them). 2/2",1
1407775806,"@GraceBannasch Here’s another reason. Federal law sets the general election for federal offices (Congress, Prez &amp; VP) for the first Tuesday after the first Monday in November (so November 2-8).  There is already a federal holiday on November 11 and then Thanksgiving. 1/2",1
1407775806,"RT @GraceBannasch: Before Twitter becomes completely unusable, throwing this idea out into the void one last time…

@maddow one western mas…",1
1407775806,RT @JoeDanaReports: 1/ 🧵Misinformation experts have this warning: We have no idea which direction the remaining 400K + votes in Maricopa wi…,1
1407775806,"@LaBrownAZ @JenAFifield @SlayerAZ The Cochise County BOS (well a majority of it, not all 3) and Recorder are trying to do an additional, extra-legal, 100% hand count. Even though the superior court ordered them not to on Monday. https://t.co/UutG4LfBXW",1
1407775806,"@rhondabannard @Garrett_Archer The largest group of registered, but not the largest group who voted.",1
1407775806,@whereskeri @Garrett_Archer They’ve already been counted and the results were released Tuesday night/early Wednesday.,1
1407775806,@atk825 @cigarguy52 @Garrett_Archer Right?  The polls closed 42 hours ago. It hasn’t even been two days yet.,1
1407775806,RT @robertanglen: AG candidate @AbrahamHamadeh declared victory after a vote drop gave him a minuscule lead over @krismayes. Guess he forgo…,1
1407775806,RT @seanritzler: @noturtlesoup17 Welcome to $8chan,1
1407775806,"@merissahamilton @GarrickMcF Please explain which provisions of the Election Procedures Manual (a) caused the perceived problems, and are (b) different from the 2014 EPM approved by Ken Bennett. The SOS doesn’t start from scratch every time the EPM is revised.",1
1407775806,@NealRey50128337 @PootDibou @John_iwas_ @bradsum64 Yes. All those people from Seattle who are trying to steal the election by … checks notes … voting in California.,1
1407775806,RT @deusxmach1na: I just realized they have a link to see the number of ballots left to count in AZ. https://t.co/Zckl9GtMG8 https://t.co/q…,1
1407775806,"RT @MaricopaVote: The hand count audit has begun! Today the @MaricopaCounty Republican, Democratic, and Libertarian party chairs drew the r…",1
1407775806,@_Vida_Boheme_ @jmg492 @EfrenBlackjack @Garrett_Archer That’s without the latest from Maricopa.,1
1407775806,"RT @NicoleSGrigg: @Garrett_Archer will get back to Twitter soon with updates, he has to do TV with updates right now. 

SO STANDBY. 😂 https…",1
1407775806,@ThePolitiKat @Garrett_Archer My money is on Santa Cruz,1
1407775806,@NaniWaialeale @JenAFifield @markos Thank you for working to get information out and help voters.,1
1407775806,"RT @VotebeatUS: Maricopa County has a plan to count the 17,000 “door 3” ballots https://t.co/U0zGNoaOKq",1
1407775806,"@Popehat @SteptoeLLP As a @SteptoeLLP alum and recovering media lawyer, this makes me happy. Glad to know it’s carrying on the tradition of media/first amendment work.",1
1407775806,"@NaniWaialeale @JenAFifield @markos Not a federal elections hotline. That is the Election Protection #. EP is a non-partisan voter assistance project staffed by volunteers. I ran the AZ EP hotline in 2008, and recommend listening to Jen, who is reporting information directly from AZ election officials.",1
1407775806,@brett_jv @guppybets @stephen_richer @ElectionWiz I think Stephen might beg to differ about being a Dem.,1
1407775806,"RT @ddale8: Low bar for sure, but it really does make the post-election period a whole lot easier when the losing candidates say ""yeah I lo…",1
1407775806,RT @socialistdogmom: TPUSA paid a quarter million dollars to arizona state rep jake hoffman’s company the day before the election to send p…,1
1407775806,RT @AZCCEC: It's the day after the Election but what comes next?  First all ballots are verified and provisional ballots are processed and…,1
1407775806,@bmaz It drives me nuts that people give that guy any airtime. It just goes to show that lack of critical thinking skills crosses party lines.,1
1407775806,"@katiegipson Once the County knows the answers to questions 1 and 2, the numbers will be posted here:  https://t.co/CKua9JDx6T",1
1407775806,"@LisaMarra @CTrevorNelson Lisa, these are amazing. And you are amazing. The work you’ve done under extreme pressure, while keeping your cool, your sense of humor, and your respect and care for your community is inspiring. Hope you get some rest soon!",1
1407775806,"RT @oneunderscore__: Before the next election, you might want to find a better way to poll anyone under the age of 30 since they would rath…",1
1407775806,RT @JessicaHuseman: Shout out to election administrators.,1
1407775806,@rachelleingang https://t.co/NyuhfkrZQk,1
1407775806,"RT @JenAFifield: THIS IS FALSE.

If you already checked in at a site having issues, go to a poll worker and have them check you out before…",1
1407775806,RT @DoctorRhetorica: To add to the chorus of people saying this tabulation machine stuff isn’t a scandal: I’ve worked in polling locations…,1
1407775806,"RT @DoctorRhetorica: And I’m talking especially to the press who, if you are making a big deal out of this without *also* emphasizing how c…",1
1407775806,RT @JocelynBenson: We ready. https://t.co/ozp80meJvI,1
1407775806,RT @MaricopaVote: Happy General Election Day! We're opening 223 Vote Centers across @MaricopaCounty at 6 a.m. Voters may choose from any of…,1
1407775806,RT @RecordersOffice: The early voting and emergency voting periods have ended. Election Day is upon us! Here are a few helpful reminders fo…,1
1407775806,@AdamsssRobert @eturleye @RetiredVet556 @ElizLanders This is Michigan. And there were observers from both political parties inside the room.,1
1407775806,"@EverythingHomeT @ElizLanders Nope, not even close. Ballot counting in AZ has gotten faster, not slower. https://t.co/hmOKMOt1Ev",1
1407775806,"RT @maricopacounty: Myth: I saw this wild story on Twitter!...

Fact: Don't get caught up in sensationalized headlines and one-off anecdote…",1
1407775806,@LisbethMA @JenAFifield That was a Nevada County.,1
1407775806,RT @stephanieinnes: The #Arizona Center for #Disability Law has an #electionday help line 2morrow 6 a.m. to 7 p.m. for disability-related p…,1
1407775806,RT @JenAFifield: Breaking: Judge blocks full hand count of ballots in Cochise County. Says they can't do full count of those cast in-person…,1
1407775806,RT @electionline: Happy #ElectionDay to the Guam Election Commission! Polls opened more than two hours ago! Happy voting everyone!,1
1407775806,"@LegalRobert @crconnelly @krismayes So cool, indeed!",1
