,user_id,location
1327,"[""21795443',""]","Fred Vegas, VA',"
1328,"[""285369233',""]",
1329,"[""1479469874200129538',""]",
1330,"[""1586054974085206020',""]","Muskogee, Oklahoma"
1331,"[""801428836738953216',""]",
1332,"[""284662974',""]","Federal Capital Territory, Nig',"
1333,"[""1033148036120305665',""]","Georgia, USA',"
1334,"[""1350081903127216129',""]",
1335,"[""14122481',""]",
1336,"[""1126011618',""]",
1337,"[""490413140',""]",
1338,"[""2909443215',""]","In that deplorables basket',"
1339,"[""70658199',""]","London',"
1340,"[""1008533506123804672',""]","the KOF 2000 Discord server (l',"
1341,"[""29552203',""]","Trinidad & Tobago',"
1342,"[""419983075',""]","Florida, USA',"
1343,"[""1369728465851674624',""]","19',"
1344,"[""1449827242943684613',""]","Uganda',"
1345,"[""4181080761',""]","Texas, USA',"
1346,"[""1572345663106465792',""]",
1347,"[""1511101432778395655',""]",
1348,"[""939901806074912770',""]",📍Islamabad /Chilas /Gilgit
1349,"[""1151460551048007681',""]",
1350,"[""2964250636',""]",
1351,"[""277997449',""]","kenya',"
1352,"[""15018425',""]","Hyderabad, Telangana, India',"
1353,"[""1133617192832970753',""]","Wiradjuri Country. NSW.',"
1354,"[""1028922013',""]",kevs. 23! black! she/her!
1355,"[""253180602',""]","calgary',"
1356,"[""836066127419604992',""]","San Francisco, CA',"
1357,"[""2850879477',""]","Barcelone, Espagne',"
1358,"[""1670989826',""]","New Albany, MS',"
1359,"[""1593342974196342787',""]","Mombasa, Kenya',"
1360,"[""404670731',""]","Australia',"
1361,"[""1582967685368774661',""]",
1362,"[""107360105',""]","Norge',"
1363,"[""1464460025389326337',""]",
1364,"[""981946248834904065',""]",
1365,"[""15927181',""]","Baltimore, MD',"
1366,"[""1469632044863045632',""]","Sahiwal, Pakistan',"
1367,"[""1573245900478193664',""]",
1368,"[""1216158144029585411',""]","St George, Utah',"
1369,"[""4805682378',""]",Vegas.
1370,"[""103383073',""]","Portugal',"
1371,"[""1581622949538398211',""]",
1372,"[""133746865',""]",
1373,"[""964213097304068096',""]",
1374,"[""751625462',""]",
1375,"[""3161045149',""]","Nigeria',"
1376,"[""1508818604917248002',""]",
1377,"[""294514865',""]","Lagos',"
1378,"[""4089296830',""]","Westerville, OH',"
1379,"[""347826181',""]",
1380,"[""1573057158404608000',""]",
1381,"[""1254154782044049410',""]","Ocean',"
1382,"[""1588850301519405056',""]",
1383,"[""1041598632',""]","Springs, South Africa',"
1384,"[""1276222856775503872',""]",
1385,"[""2637754340',""]",
1386,"[""1497825889329229824',""]","Sydney, New South Wales',"
1387,"[""296371809',""]","The Heart ♥ of the #GirlChild!',"
1388,"[""1509360552249896968',""]",
1389,"[""608694463',""]",Rez/Ghetto fab
1390,"[""1383156161503928324',""]",
1391,"[""1383740398519001090',""]",
1392,"[""2297719729',""]","DEMOCRATIC REVOLUTION OF RSA',"
1393,"[""1265743857016176640',""]",
1394,"[""1577008538362302464',""]",
1395,"[""1586483861470552064',""]",
1396,"[""300021496',""]","JerseyShore',"
1397,"[""83058708',""]",
1398,"[""151465988',""]","Chicago',"
1399,"[""39755514',""]","Nebraska',"
1400,"[""1512914695484854273',""]","Maryland, USA',"
1401,"[""864569452951740418',""]",
1402,"[""287594979',""]","Kenya',"
1403,"[""1183761443533082624',""]",
1404,"[""596016620',""]","Miami, FL',"
1405,"[""1564691477862785024',""]","Fishers, IN',"
1406,"[""3636387382',""]",
1407,"[""1217970494747508736',""]","Jacksonville fl',"
1408,"[""1015730719862198273',""]",
1409,"[""1596953490235998217'}""]",
1410,"[""106883083'}""]",Oklahoma
1411,"[""1588012573579960320'}""]",
1412,"[""1491483364867596295'}""]",
1413,"[""1736108306'}""]","Toledo, Oh.',"
1414,"[""2984134097'}""]","In motion',"
1415,"[""1453487763127422977'}""]","public_metrics': {'followers_count': 93,"
1416,"[""19711691'}""]","07945',"
1417,"[""49708595'}""]","martinsville',"
1418,"[""1420832723405393921'}""]","बंकुरा, भारत',"
1419,"[""1530843686451695616'}""]",
1420,"[""54498400'}""]","United Kingdom; My Imagination',"
1421,"[""1587522170594508800'}""]",
1422,"[""738049219634823168'}""]",
1423,"[""267698050'}""]",
1424,"[""771368542281142273'}""]","Scottsdale AZ',"
1425,"[""1552783848500609024'}""]",
1426,"[""14338338'}""]","Austin, TX',"
1427,"[""962245890'}""]",
1428,"[""388602710'}""]","http://bit.ly/ovxWZA',"
1429,"[""1587467928886190081'}""]","London, England',"
1430,"[""1418540347295211524'}""]",
1431,"[""901085360750505988'}""]",
1432,"[""1550416635240058880'}""]","0x90',"
1433,"[""1069355548120895488'}""]",
1434,"[""2357187444'}""]","Jamaica made - Toronto raised',"
1435,"[""1570101311026102273'}""]",
1436,"[""426264429'}""]",
1437,"[""1381248046705618949'}""]","the color yellow/pink',"
1438,"[""940705970451288067'}""]","Ealing, London',"
1439,"[""1468606058163748869'}""]",
1440,"[""1569531425371881484'}""]",
1441,"[""1121081233'}""]","Vancouver, B.C., Canada',"
1442,"[""1316460536561905665'}""]",
1443,"[""606144772'}""]",UK
1444,"[""1246195619334676481'}""]","Wukro',"
1445,"[""2243473344'}""]",
1446,"[""1346192320635441152'}""]","NW',"
1447,"[""342515741'}""]","Greensboro, NC',"
1448,"[""1455625305494798339'}""]","The Real World',"
1449,"[""185377172'}""]","Georgia, USA',"
1450,"[""1207857696'}""]","Nigeria',"
1451,"[""1048046954'}""]","Where Peace of Mind Exists',"
1452,"[""282312233'}""]","Texas, USA',"
1453,"[""1037078604893626374'}""]",
1454,"[""1136257255773528064'}""]",
1455,"[""1350309541439819776'}""]",
1456,"[""1405884552803987457'}""]","Nairobi',"
1457,"[""1594125644472123392'}""]",
1458,"[""368866165'}""]",
1459,"[""778266046125965313'}""]","Scottish Borders',"
1460,"[""1557089356682301442'}""]","she/her. . .bts paved the way.',"
1461,"[""1583120985829642246'}""]","New York, USA',"
1462,"[""2218505628'}""]","Newcastle, New South Wales',"
1463,"[""1528776610018512896'}""]","Oregon, USA',"
1464,"[""1351200728430350343'}""]","New Delhi, India',"
1465,"[""1410358188671655945'}""]",
1466,"[""1375915811479638018'}""]",
1467,"[""1578365097793441793'}""]",
1468,"[""1453006858730545171'}""]","blockchain',"
1469,"[""1531068673187782658'}""]","注册就颂88网址：kyty1334.com首存复存每天颂',"
1470,"[""1318979205418373120'}""]",
1471,"[""186558617'}""]",
1472,"[""1356601718579077123'}""]","Federal Capital Territory, Nig',"
1473,"[""2758043233'}""]",
1474,"[""37489774'}""]","Studland, England',"
1475,"[""1327327094456553472'}""]","turn on post notifs • she/her',"
1476,"[""21835026'}""]","In the TRENCHES!',"
1477,"[""1594338721293340673'}""]",
1478,"[""1216917663496015872'}""]",
1479,"[""1269614808351092736'}""]",
1480,"[""3748292295'}""]","lagos-nigeria',"
1481,"[""1305764497542479873'}""]",
1482,"[""33622656'}""]","Gateshead, England',"
1483,"[""2547762242'}""]","Grittleton',"
1484,"[""246835720'}""]","Dunya',"
1485,"[""47207737'}""]","Wellington, New Zealand',"
1486,"[""1473894205483364353'}""]",
1487,"[""20075759'}""]","Northern California',"
1488,"[""448285977'}""]","Haymarket, Virginia',"
1489,"[""1028600358459899904'}""]","Stirling',"
1490,"[""1689236964'}""]","Monty Python Land!',"
1491,"[""1531604809668861955'}""]",
1492,"[""1247427307'}""]","United States',"
1493,"[""175496023'}""]",
1494,"[""1265503723079467008'}""]",
1495,"[""1542844749131829249'}""]","Grand Lake, CO',"
1496,"[""1097291938125021184'}""]","— she her 20 ☆',"
1497,"[""1556579346525179904'}""]",Tlgray @Tdf
1498,"[""487292934'}""]",
1499,"[""1103569408893415425'}""]","Melbourne, Victoria',"
1500,"[""847869575677050881'}""]","Rio de Janeiro, Brasil',"
1501,"[""1000818739984650243'}""]","Glasgow, Scotland',"
1502,"[""1594037427991109634'}""]",
1503,"[""1341741332394618882'}""]","Earthbound, for the time being',"
1504,"[""1584222579996377095'}""]",
1505,"[""1578055119995867136'}""]",
1506,"[""1538284490304409600'}""]","Lagos, Nigeria.',"
1507,"[""1578196533971148801',""]","Kolkata, India',"
1508,"[""1585725524458237952',""]","Bathurst NSW.',"
1509,"[""1520044333734318080',""]",
1510,"[""1587712759378382848',""]",
1511,"[""1590240784816930818',""]",
1512,"[""1322991669889933313',""]","👨\u200d🍳',"
1513,"[""136332919',""]","Jos, Nigeria',"
1514,"[""981035680854929408',""]","Europe',"
1515,"[""1296644845000302592',""]","Santa Clara, CA',"
1516,"[""1567455630339850240',""]","Somwhere in trenches',"
1517,"[""612397643',""]","Salem, OR',"
1518,"[""1329093520787849219',""]","milania’s bday party',"
1519,"[""1410259788710166536',""]",
1520,"[""1408421143011381257',""]","Connecticut, USA',"
1521,"[""2320221343',""]",225
1522,"[""458216319',""]","kano',"
1523,"[""3858390852',""]","Texas, USA',"
1524,"[""1515666962025693186',""]","Virginia, USA',"
1525,"[""1300816926755688457',""]",
1526,"[""1585929453330436096',""]",
1527,"[""244241131',""]",
1528,"[""1013570805840666624',""]","Florida, USA',"
1529,"[""482338494',""]","Canada',"
1530,"[""1202868422633238528',""]",
1531,"[""1283472868123312135',""]",
1532,"[""1024508293',""]","Texas, USA',"
1533,"[""972645219995922433',""]","New Port Richey, FL',"
1534,"[""887707490',""]","Franklin, NJ',"
1535,"[""948972248437870593',""]",Michigan
1536,"[""1262817944620457984',""]","17 ella',"
1537,"[""1542266808241213440',""]",
1538,"[""3309010818',""]","chum bucket',"
1539,"[""1430807656705531906',""]",
1540,"[""1543035674902896641',""]","12k?',"
1541,"[""1586843382202175489',""]",
1542,"[""1323432580910321664',""]",
1543,"[""2387942455',""]",
1544,"[""1354469494987472898',""]",
1545,"[""1386655237180739584',""]","Eyin Adugbo',"
1546,"[""62691445',""]","Miami,FL',"
1547,"[""721367070923890689',""]",
1548,"[""1039173071318462466',""]","they/them || 22 🏳️\u200d🌈🇲🇽',"
1549,"[""161523735',""]",Buffalo ny
1550,"[""1583809873313046528',""]",Thailand
1551,"[""706357192220405760',""]",
1552,"[""18247597',""]","San Diego, CA',"
1553,"[""1594507721369440260',""]",
1554,"[""1568691766286553089',""]","evolving⚔️',"
1555,"[""1499541297102999552',""]",
1556,"[""1247271730076438529',""]",In your head and your heart.
1557,"[""1583288825589256195',""]","Chicagoland 🇺🇲',"
1558,"[""965726831847424002',""]",
1559,"[""1279904196469362688',""]",
1560,"[""1501763880254840834',""]",
1561,"[""231206271',""]","CA',"
1562,"[""1391382584974741510',""]",
1563,"[""834928611744440321',""]","Delaware, USA',"
1564,"[""1292829245840990211',""]","New York, NY',"
1565,"[""1326337184106950656',""]","Central, PA',"
1566,"[""875294427601928192',""]","Nigeria',"
1567,"[""832650064942264320',""]",
1568,"[""771791833',""]","¯\\_(ツ)_/¯',"
1569,"[""3302121211',""]",
1570,"[""1481669526114738180',""]", PK
1571,"[""1449052510652706823',""]","un lugar',"
1572,"[""1211778248520028160',""]",
1573,"[""87584526',""]","Centralia, IL',"
1574,"[""36411664',""]","Strathcona County, Alberta',"
1575,"[""1427629144339324934',""]",
1576,"[""1570038675060260864',""]","Ur Mom',"
1577,"[""172092089',""]","CBE',"
1578,"[""908366476285014016',""]",
1579,"[""213425222',""]",Astewarthockey@gmail.com
1580,"[""2149223948',""]","Ibadan, Nigeria',"
1581,"[""1430555600098926592',""]","Florida, USA',"
1582,"[""19601059',""]","Cyprus',"
1583,"[""1418606902573940750',""]","USA, Midwest',"
1584,"[""2369715174',""]","St Petersburg, FL',"
1585,"[""14082108',""]",
1586,"[""900407226011049984',""]","San Francisco, CA',"
1587,"[""1402824173832048640',""]",
1588,"[""1881598274',""]",
1589,"[""1102896475481300992',""]","Oswestry, England',"
1590,"[""945380469188759552',""]","Tema, Ghana',"
1591,"[""1250259428701548544',""]","Greenbelt, MD',"
1592,"[""1576964717440106496',""]",
1593,"[""825795703351894017',""]","Las Vegas, NV',"
1594,"[""1030196056343097345',""]",
1595,"[""186582233',""]","New York City',"
1596,"[""1431521138182660096',""]",
1597,"[""826224919',""]","Lagos',"
1598,"[""1440726853300342786',""]","The United States 🇺🇸',"
1599,"[""736357273',""]",
1600,"[""1516607068618166275',""]","Alberta, Canada',"
1601,"[""747208563605413888',""]",
1602,"[""1294726008269144064',""]","world citizen',"
1603,"[""3993244154',""]",
1604,"[""1304029332491235328',""]",
1605,"[""1498820580283494400',""]",
1606,"[""900681875718647808',""]","Turquie',"
1607,"[""1397897307539001345',""]",
1608,"[""1516220869403889666',""]",
1609,"[""700808737162833920',""]",
1610,"[""1497527749535272961',""]",
1611,"[""146743963',""]","Düsseldorf, Deutschland',"
1612,"[""1318406722185097218',""]",
1613,"[""1582367752588873728',""]",
1614,"[""1481063886065393668',""]","she/her l 18 | blk',"
1615,"[""1552435243449487361',""]",
1616,"[""1276343532702142464',""]",
1617,"[""1552581284803014656',""]",
1618,"[""1561895576815693827',""]",
1619,"[""1171747422780964865',""]",
1620,"[""1461204518968823808',""]","Bhutan',"
1621,"[""1584203737085591552',""]",
1622,"[""1092307903820705793',""]",
1623,"[""1528535062450384896',""]","she/they, 24, white',"
1624,"[""1584162734156947457',""]",
1625,"[""1077455690522902528',""]","İstanbul, Türkiye',"
1626,"[""1587301780584529921',""]",
1627,"[""1595668588991434753',""]",
1628,"[""414540699',""]","Nashville, TN',"
1629,"[""1515912333180440579',""]",
1630,"[""525211081',""]",
1631,"[""1587809550052298755',""]",
1632,"[""272476744',""]","Vancouver, British Columbia',"
1633,"[""1594395131465146368',""]",
1634,"[""2556212418',""]",
1635,"[""1587542964322041857',""]",
1636,"[""1549176259229499395',""]","Portsmouth, England',"
1637,"[""1198622870966018054',""]","Thaïlande',"
1638,"[""998349490049507330',""]","Hell',"
1639,"[""727129682043277315',""]","🇵🇭 ; 18 ; she/her',"
1640,"[""1359330375634472960',""]",
1641,"[""183551697',""]",Enjeni aka South Africa
1642,"[""504725987',""]","Florida, USA',"
1643,"[""1587725569663406081',""]",
1644,"[""1408871646933495813',""]",
1645,"[""1519524484528582656',""]",
1646,"[""1596916957252620295',""]",
1647,"[""1517225826739441664',""]",
1648,"[""1259816940844937217',""]","Australia',"
1649,"[""1515011451366301705',""]",
1650,"[""1138885168150790153',""]","Salt Lake City, UT',"
1651,"[""1527023028252692484',""]",
1652,"[""1590741574157312002',""]",
1653,"[""1587087082140286976',""]",
1654,"[""1552599898393960448',""]",
1655,"[""381440196',""]","United Kingdom',"
1656,"[""1510095195274354693',""]",
1657,"[""1489496836972978180',""]",
1658,"[""3170426002',""]","Kimberley, South Africa',"
1659,"[""1594970906127892480',""]",
1660,"[""1363524470699220995',""]",
1661,"[""1596886470148636676',""]",
1662,"[""1587708226464002054',""]",
1663,"[""1584164917241864192',""]",
1664,"[""1587740533220597761',""]",
1665,"[""1593559134682628101',""]",
1666,"[""2457356596',""]",
1667,"[""1437544680519081987',""]",
1668,"[""1133633795687632896',""]","Ratanda, South Africa',"
1669,"[""795862274',""]",
1670,"[""188927054',""]",
1671,"[""1516120197773824000',""]",
1672,"[""1556891779416432641',""]","seoul,Korea"
1673,"[""1352288380529369088',""]",
1674,"[""1584130625300316161',""]",
1675,"[""1277613121411125249',""]",
1676,"[""249975744',""]",
1677,"[""947605809596334080',""]",
1678,"[""1578671795200311296',""]",
1679,"[""888159350455386115',""]",
1680,"[""1241100921607602181',""]",
1681,"[""1558147142476513282',""]",
1682,"[""3197149114',""]","Europe',"
1683,"[""122530496',""]",
1684,"[""1587151422361051136',""]",
1685,"[""1553508307822071808',""]",
1686,"[""1592522947427995649',""]",
1687,"[""1211522401965469696',""]","im the lucash',"
1688,"[""964231513096228864',""]",
1689,"[""835149095593361408',""]","Surat,Gujarat',"
1690,"[""549533741',""]","London',"
1691,"[""24139207',""]",
1692,"[""1543670516069924871',""]","Ekpoma, Nigeria',"
1693,"[""33319259',""]","ÜT: 39.478239,-119.80716',"
1694,"[""132275425',""]","Dublin',"
1695,"[""1084600193658568705',""]","官方网站→',"
1696,"[""3565750753',""]","Dirt n Shit',"
1697,"[""18361825',""]","MIAMI',"
1698,"[""1299036991284228097',""]","ctf_2fort',"
1699,"[""1585725524458237952',""]","Bathurst NSW.',"
1700,"[""502369381',""]","CANADA • ao3 linked below ⬇️',"
1701,"[""3364185674',""]","Butte, America"
1702,"[""748341276043579394',""]","Los Angeles, CA',"
1703,"[""1556592741186179072',""]",
1704,"[""1586744142956224519',""]",
1705,"[""1426712461',""]","Lamar Jacksonville',"
1706,"[""883861315',""]","Grand Rapids, MI',"
1707,"[""2724551533',""]","England, United Kingdom',"
1708,"[""992071788237590530',""]","Raleigh, NC',"
1709,"[""1580738863047200768',""]","naz • 20',"
1710,"[""880353528602009600',""]","TAMAGOTCHI 🎏',"
1711,"[""137816509',""]","Potteries, England',"
1712,"[""1388605582865743876',""]","— say “hi @“ for a lyric :)',"
1713,"[""158802626',""]","Roggen, Colorado',"
1714,"[""104490861',""]","Manchester, England',"
1715,"[""763077777797029889',""]","At my desk.',"
1716,"[""885351485785202688',""]","Crowley Tx',"
1717,"[""2422451808',""]","Norman, OK',"
1718,"[""83889685',""]",Europe
1719,"[""3378739617',""]","Massachusetts',"
1720,"[""1438508619381673997',""]","1',"
1721,"[""1490022243358982148',""]","The ether',"
1722,"[""1505785639710576648',""]","Rainbow, CA',"
1723,"[""379977569',""]",Sweden Stockholm
1724,"[""1583331646798954498',""]",
1725,"[""276198138',""]","Brooklyn, NY',"
1726,"[""208375283',""]","Miami Beach, FL',"
1727,"[""1477122735474192393',""]",
1728,"[""1576612876843995137',""]",
1729,"[""1576304313852387329',""]","Murder Mitten',"
1730,"[""1596962302959710208',""]",
1731,"[""1562212922641620992',""]","she/they | 25.',"
1732,"[""1404465945087778817',""]","bootwt (ﾉ◕ヮ◕)ﾉ*:･ﾟ✧',"
1733,"[""1573377503242117120',""]","123',"
1734,"[""72124337',""]",
1735,"[""121823371',""]","Rocky Mountain High...Colorado',"
1736,"[""1250613695706804226',""]","Ninja Gaiden is cool',"
1737,"[""1178237346204016640',""]",
1738,"[""1369751530610561024',""]","THEY!HE  ⚢  22 (18+)',"
1739,"[""337971443',""]","Scotland, United Kingdom',"
1740,"[""970513809046679552',""]",
1741,"[""1593756662543880192',""]","中国',"
1742,"[""956884777398923269',""]",
1743,"[""1076562283407593473',""]","Los Angeles, CA',"
1744,"[""334920737',""]","🇺🇸',"
1745,"[""814529184',""]","Pound Town',"
1746,"[""404329451',""]",
1747,"[""800457783220924416',""]","Montana & Pennsylvania',"
1748,"[""1148343997888417792',""]",
1749,"[""1444650182767902724',""]","BC Canada',"
1750,"[""1345434355498409984',""]",
1751,"[""1527343415691603968',""]","US',"
1752,"[""1586432903860428800',""]",
1753,"[""1212068083155652610',""]",
1754,"[""249756171',""]","Section 516',"
1755,"[""1433039953001422860',""]",
1756,"[""2565644791',""]","Las Vegas, NV',"
1757,"[""1586530218759651328',""]",
1758,"[""1352248772504543234',""]","Texas, USA',"
1759,"[""1074283326020771840',""]",Eating Haggis
1760,"[""1461903140702326785',""]",
1761,"[""903381804765388800',""]",
1762,"[""845701356',""]","Ottawa, Ontario',"
1763,"[""1576775887697379333',""]",
1764,"[""1109946008673251328',""]","Oakland, CA',"
1765,"[""977993981354225664',""]","Ontario',"
1766,"[""1469004287682482179',""]",
1767,"[""64769036',""]","Charlotte, NC',"
1768,"[""1512093721818509314',""]","Princeton, NJ',"
1769,"[""22960629',""]","State of Indiana',"
1770,"[""1430677036536827912',""]","Hamilton, Ontario',"
1771,"[""942172087191506945',""]","US Veteran in Germany',"
1772,"[""802634756',""]",
1773,"[""1447107326515814404',""]","West Midlands, England',"
1774,"[""3318229109',""]",
1775,"[""29194471',""]","Cheshire, UK',"
1776,"[""1497042647864815618',""]",
1777,"[""1375641807506264065',""]",
1778,"[""1217587743284314113',""]","Drake',"
1779,"[""716578857659269121',""]","20',"
1780,"[""1576774497621114881',""]",
1781,"[""1020832553736048640',""]","New York, USA',"
1782,"[""1113904650107932673',""]","Ohio, USA',"
1783,"[""371788218',""]",
1784,"[""30198595',""]","Baltimore,MD',"
1785,"[""1008622574140579840',""]",
1786,"[""1223635236543696901',""]",
1787,"[""2260675556',""]","Philadelphia',"
1788,"[""1518932490899046403',""]",
1789,"[""850140788',""]",
1790,"[""251056368',""]","Fresno, CA',"
1791,"[""1549208434352050176',""]",
1792,"[""944883215147212800',""]",
1793,"[""33319259',""]","ÜT: 39.478239,-119.80716',"
1794,"[""492673884',""]","🤘🏻',"
1795,"[""1553337521672708096',""]",
1796,"[""273248888',""]","7Cities || Gboro || Arkansas',"
1797,"[""1521794283510149121',""]","United Kingdom',"
1798,"[""1203360196443148288',""]","SW Pennsylvania',"
1799,"[""1317399969108758528',""]",
1800,"[""100301557',""]",
1801,"[""794265910257319940',""]",
1802,"[""1160686704942039042',""]","NY, USA',"
1803,"[""1120417620325482498',""]","Oberhausen',"
1804,"[""269525401',""]","Costa Rica',"
1805,"[""1129532332380082176',""]","United States',"
1806,"[""835149536356155392',""]",
1807,"[""773593286917365760',""]","Cusco, Peru',"
1808,"[""1427795258193100807',""]",
1809,"[""2214547088',""]","San Diego, Ca',"
1810,"[""1242520876999999488',""]",
1811,"[""1259586590663475203',""]","Cinnamon land',"
1812,"[""1437953233964601345',""]",
1813,"[""2969348595',""]","Youkai Mountain',"
1814,"[""2901948432',""]",
1815,"[""3091535204',""]",
1816,"[""873124590',""]",In a pineapple under the sea
1817,"[""150466730',""]","Salisbury, MD',"
1818,"[""938929297',""]","Nairobi, Kenya',"
1819,"[""1473003838021853185',""]",
1820,"[""1961534329',""]","Chicago, IL',"
1821,"[""1462614892331114500',""]",
1822,"[""1584516595027697664',""]",
1823,"[""1587518239072043008',""]","Mississippi',"
1824,"[""152167722',""]",
1825,"[""1195923641256558597',""]","Nekoland',"
1826,"[""1019296309',""]","Atlanta, Georgia',"
1827,"[""1584063682140831746',""]","日本',"
1828,"[""43326457',""]","Austin, TX',"
1829,"[""1520063709061734401',""]",
1830,"[""53622291',""]","New Whiteland, IN',"
1831,"[""45596436',""]","Santa Barbara, CA',"
1832,"[""1305246742967971840',""]",
1833,"[""1421397347909529600',""]","洋画という名のマルチバース',"
1834,"[""1579788462928154626',""]",
1835,"[""294379644',""]",
1836,"[""959827176588800000',""]","Mexico',"
1837,"[""1030902291908501506',""]",
1838,"[""519146954',""]","Baltimore',"
1839,"[""2669683729',""]",
1840,"[""1363188676948328450',""]","no location found',"
1841,"[""2388969617',""]","le sud',"
1842,"[""2786134888',""]","Luxembourg',"
1843,"[""2367069331',""]","Eldoret, Kenya',"
1844,"[""1376528816408039427',""]","Maybe Pakistan?',"
1845,"[""1593609873421377536',""]",
1846,"[""1134907050',""]","England, United Kingdom',"
1847,"[""82639651',""]","Boulogne-Billancourt, France',"
1848,"[""1527118883421057025',""]",
1849,"[""389716925',""]","Virginia Beach, VA',"
1850,"[""1325828574805417986',""]","Konoha',"
1851,"[""2867091382',""]","A pa lòt bò an té ké lé mò',"
1852,"[""1582832931835637760',""]","Hertogenbosch, Netherland"
1853,"[""3422622495',""]",
1854,"[""1579940361467731970',""]",
1855,"[""704298890',""]",
1856,"[""1566122359',""]",
1857,"[""4778411172',""]","Texas, USA',"
1858,"[""1405904535042904068',""]","Nantes, France',"
1859,"[""1283174348141088768',""]","Michigan',"
1860,"[""1569967422853218304',""]",
1861,"[""23117492',""]","Columbus, USA',"
1862,"[""1200093537594949638',""]",
1863,"[""780569790515585025',""]","Grand Blanc, MI',"
1864,"[""754387372171722752',""]",
1865,"[""2984529507',""]",
1866,"[""900758321216585729',""]","Orlando, FL',"
1867,"[""2860090079',""]",
1868,"[""720365641216098307',""]","Arizona, USA',"
1869,"[""30606171',""]","no',"
1870,"[""382490306',""]",
1871,"[""52012432',""]","Wiradjuri country',"
1872,"[""1088507121262620674',""]","Clarksville, TN',"
1873,"[""18178388',""]","San Diego, CA',"
1874,"[""2716561885',""]","Any Time Any Place',"
1875,"[""861380265037508608',""]",
1876,"[""18788783',""]",
1877,"[""1497638654868664335',""]",
1878,"[""30590930',""]","NYC',"
1879,"[""1416853664661127170',""]","Brentwood, NY',"
1880,"[""1567511049879932930',""]",
1881,"[""1292258485854449664',""]",
1882,"[""1451669321218990080',""]","Karachi, Pakistan',"
1883,"[""18445181',""]","Seattle, WA',"
1884,"[""3284505955',""]",
1885,"[""120285980',""]",
1886,"[""3016068787',""]",
1887,"[""1490950387435991042',""]",
1888,"[""2192204858',""]","Brindleton Bay',"
1889,"[""814770191930458112',""]","Kenya',"
1890,"[""3272146002',""]","Texas, USA',"
1891,"[""1513085437778272261',""]",
1892,"[""718239356083904513',""]","Castle of Infinity',"
1893,"[""1314726791207059457',""]","New York, NY',"
1894,"[""67343155',""]","Carmel, CA',"
1895,"[""864272400',""]","Azad Kashmir',"
1896,"[""364246876',""]","No.Extradition..🌍',"
1897,"[""166802501',""]","Rio Vista',"
1898,"[""5864232',""]","Lancaster, PA',"
1899,"[""1307407841242877952',""]","kuwait',"
1900,"[""1517261573248536576',""]","in your house',"
1901,"[""614817844',""]","Lancaster, PA',"
1902,"[""1009084924786298880',""]","Middle earth',"
1903,"[""1165572223',""]","london',"
1904,"[""1509601807',""]",
1905,"[""1585956067942580225',""]",
1906,"[""1042488270108667904',""]","A gym near you',"
1907,"[""1181605723219927042',""]",
1908,"[""1586054799954518017',""]","iran',"
1909,"[""784077574540554244',""]",
1910,"[""1028672285010526209',""]",
1911,"[""956553371250511872',""]",
1912,"[""1161142582690213888',""]",Flyover Country
1913,"[""945071712135237633',""]",
1914,"[""1213734725799407617',""]","Naarm',"
1915,"[""1255152542532562948',""]","Tuscaloosa/Northport',"
1916,"[""2942683306',""]","Αthens, Greece',"
1917,"[""45856430',""]",
1918,"[""58541926',""]","Fort Collins, CO',"
1919,"[""1069502078',""]",
1920,"[""1405763703711027202',""]","Philippines',"
1921,"[""1304537175539814400',""]",
1922,"[""48900053',""]","Chico - Redding CA',"
1923,"[""353078797',""]","Right here, right now',"
1924,"[""1442615304060739587',""]",
1925,"[""134340234',""]","Hyderabad, Pakistan',"
1926,"[""20333606',""]","Los Angeles',"
1927,"[""367005345',""]",
1928,"[""979399941469728768',""]","Lutherville, MD',"
1929,"[""833150701211623424',""]","Utah, USA',"
1930,"[""1580545366373580802',""]","North East, England',"
1931,"[""922038294',""]",
1932,"[""1096566492',""]",Bharat
1933,"[""993454242',""]","Karchi sindh',"
1934,"[""1358189717771014144',""]","Tucson, AZ',"
1935,"[""10451462',""]","Melbourne / Naarm',"
1936,"[""767558981208334336',""]","United States',"
1937,"[""1189344925927776257',""]",
1938,"[""2582681095',""]","United Kingdom',"
1939,"[""1268420712',""]",
1940,"[""113380026',""]","Lehigh Valley, PA',"
1941,"[""1054427261862998016',""]","#FortniteParadise',"
1942,"[""30662589',""]","California, USA',"
1943,"[""28190020',""]"," Buenos Aires',"
1944,"[""771198799670751232',""]","NY',"
1945,"[""824488792916578304',""]","Chandler, AZ',"
1946,"[""2782364440',""]",
1947,"[""3092855416',""]","Midrand, South Africa',"
1948,"[""1496118616705671172',""]","Maidenhead, South East, UK',"
1949,"[""1440039518610944014',""]","Extertal',"
1950,"[""768664173744103424',""]","Multan, Pakistan',"
1951,"[""1365133571917307908',""]","mod uses they / pqrt = okay',"
1952,"[""4074998777',""]","Multan, Pakistan',"
1953,"[""561029198',""]","Middle Wallop',"
1954,"[""1018242338278256640',""]","Manchester, England',"
1955,"[""97375251',""]","North Bay, On Canada',"
1956,"[""1550212670703472642',""]",
1957,"[""1243780145116151813',""]","minor  🇲🇽  any prns',"
1958,"[""409488227',""]","Dublin City, Ireland',"
1959,"[""1548841152547147777',""]",
1960,"[""1359651961168084993',""]",
1961,"[""336896451',""]",
