author_id,lang,id,created_at,edit_history_tweet_ids,text,withheld
1327988253840920576,en,1567070170321162240,2022-09-06T08:40:18.000Z,['1567070170321162240'],RT @ThickAndGirthy: He only worships XL cocks https://t.co/16xV1mGPpV,
1327988253840920576,en,1566729772595482624,2022-09-05T10:07:40.000Z,['1566729772595482624'],"RT @RhyheimX: The Mulitverse
@ElijahZaynexxx @kriokrio22 @wolfmarkin @lucasdiasxxx @jhoownas @RhyheimX 
🎥@AlternativaX_ https://t.co/MYnMoY…","{'copyright': False, 'country_codes': ['ID']}"
1327988253840920576,en,1566388181880422400,2022-09-04T11:30:19.000Z,['1566388181880422400'],RT @ExhibitionistsK: Interview #teamexhib  https://t.co/U5KfFqxphq,
1327988253840920576,und,1565762059471814656,2022-09-02T18:02:20.000Z,['1565762059471814656'],RT @KingOfMuscleCom: 💪 https://t.co/zHM8366jh5 https://t.co/eFzWcIodZ4,
1327988253840920576,en,1565734217501118464,2022-09-02T16:11:42.000Z,['1565734217501118464'],RT @unwrittenslut: TFW a man *that* hot... fucks you *that* well... and pisses inside you while still rock hard against your prostate... an…,
1327988253840920576,hi,1562311675155726339,2022-08-24T05:31:44.000Z,['1562311675155726339'],RT @naughtynehaw0: Baarish Me Baarish Ki Taiyaari🫦 With @yashmumbai_ https://t.co/F8qg8QA5cT,
1327988253840920576,en,1559584237023420416,2022-08-16T16:53:52.000Z,['1559584237023420416'],"RT @Olivercolt97: Good morning baby!!😈

What are you waiting for to subscribe to the best content, just for today 60% discount for the firs…",
1327988253840920576,en,1559235176143945728,2022-08-15T17:46:49.000Z,['1559235176143945728'],"RT @SAMM_FITNESS: really the heat in Europe is hellish 😈💦🔥
@JoshMooreXXX @igormillerof https://t.co/IBKzEgvceV",
1327988253840920576,en,1558070685334835201,2022-08-12T12:39:33.000Z,['1558070685334835201'],"RT @kristenbjorn: SNAPSHOT

@AugustoArias_Mx   @BastianKarimxxx
Direction  @ncr_art

https://t.co/vymYaFqbRS https://t.co/JGYupqhoED",
1327988253840920576,en,1558035378803601408,2022-08-12T10:19:15.000Z,['1558035378803601408'],RT @SagarrSiingh: Taste the cum https://t.co/rH4odV8jhR,
1327988253840920576,en,1557349279190040577,2022-08-10T12:52:56.000Z,['1557349279190040577'],"RT @parkerwoodsx: $3 sale still going (: 
https://t.co/hXrZCZR0qr https://t.co/AWts3a0b3K",
1327988253840920576,en,1557349258474295296,2022-08-10T12:52:52.000Z,['1557349258474295296'],RT @parkerwoodsx: do you think my dick is big? 🤔 https://t.co/LKvi3e807X,
1327988253840920576,und,1557305582880600065,2022-08-10T09:59:18.000Z,['1557305582880600065'],@EkbarMilkar @poundcakeguy @AllTypesOfPorno @thakur_ka_chora @AddictToGayPorn @ThePornhubgay_ @DESIMANNUDE @DesiGayMumbai @Sexxymundaa @gay_dick_slave @Lustybottomboy @IndianGaySlut @GaySexGang @gay_footslave @indiangaysnaps @IndianGayPornz Hot 🔥,
1327988253840920576,en,1556321618619576320,2022-08-07T16:49:23.000Z,['1556321618619576320'],"RT @ManniYacine: Retweet if you want to be next ! 🔥💦💦
#nsfw #gayporn #gay #pissing https://t.co/y0Y23YlRTS",
1327988253840920576,en,1556216226686283776,2022-08-07T09:50:36.000Z,['1556216226686283776'],"RT @alphakingtyler: Hot muscle worship w @MostlyBottom 
You know where to find the rest 😈 https://t.co/1O67Y1gm8q",
1327988253840920576,en,1556177355873193984,2022-08-07T07:16:08.000Z,['1556177355873193984'],RT @FelipinhoSouzao: Aql deepthroat do @of_safadinho https://t.co/r02CjQS9mg,
1327988253840920576,es,1556177241460985856,2022-08-07T07:15:41.000Z,['1556177241460985856'],RT @FelipinhoSouzao: Engoliria tmb? https://t.co/0mRDayHz7X,
1327988253840920576,zxx,1555455836217954304,2022-08-05T07:29:04.000Z,['1555455836217954304'],RT @pigsbr: https://t.co/42rsNB22mw,
1327988253840920576,zxx,1554033530291646464,2022-08-01T09:17:20.000Z,['1554033530291646464'],RT @Vamil18: https://t.co/Kwu8HgliYa,
1327988253840920576,zxx,1553425912422547456,2022-07-30T17:02:53.000Z,['1553425912422547456'],RT @Montaje100: https://t.co/nHE4cjkxb7,"{'copyright': False, 'country_codes': ['ID']}"
1327988253840920576,zxx,1552697514502918144,2022-07-28T16:48:29.000Z,['1552697514502918144'],RT @theporntrip: https://t.co/YMuwC5IMUs,
1327988253840920576,en,1552682376559374339,2022-07-28T15:48:20.000Z,['1552682376559374339'],RT @Allgoodstuff2: Candy 🍭 of the day https://t.co/vQxRZGBgKe,
1327988253840920576,en,1552680183785672704,2022-07-28T15:39:37.000Z,['1552680183785672704'],RT @FFSP13: My dream  https://t.co/rufDKq3lng,
1327988253840920576,en,1552679818142969856,2022-07-28T15:38:10.000Z,['1552679818142969856'],RT @FFSP13: I love it https://t.co/FuX0Quq7iD,
1327988253840920576,und,1552679067924586498,2022-07-28T15:35:11.000Z,['1552679067924586498'],RT @FFSP13: 🤤 https://t.co/pdcZoQcBNy,
1327988253840920576,zxx,1552677417017176064,2022-07-28T15:28:38.000Z,['1552677417017176064'],RT @FFSP13: https://t.co/9HjX8LrKgi,
1327988253840920576,und,1552590709781250048,2022-07-28T09:44:05.000Z,['1552590709781250048'],RT @camilofist: Ufffffffff https://t.co/rZUMfJtR3w,
1327988253840920576,und,1552542556344369152,2022-07-28T06:32:44.000Z,['1552542556344369152'],RT @FFSP13: Wow https://t.co/gXsZdKT1O1,
1327988253840920576,en,1552315683945324544,2022-07-27T15:31:14.000Z,['1552315683945324544'],RT @Thickmenlovers: What about dick down like this for breakfast https://t.co/IEIIIsvso8,
1327988253840920576,en,1552314300974305280,2022-07-27T15:25:44.000Z,['1552314300974305280'],RT @boymarcopolo: i love being the office slut https://t.co/v4VopItyfw,
1327988253840920576,und,1552311432074522624,2022-07-27T15:14:20.000Z,['1552311432074522624'],RT @h0rnyslvvtt: Zammmmm😍🥵🤤😋💦💦 @boymarcopolo  https://t.co/71xFLEtrnZ,
1327988253840920576,und,1552283124406489089,2022-07-27T13:21:51.000Z,['1552283124406489089'],RT @boymarcopolo: 10 vs 1 https://t.co/H5pfGm6Ggs,
1327988253840920576,zxx,1552198223841751040,2022-07-27T07:44:29.000Z,['1552198223841751040'],RT @califbro23: https://t.co/xRnCXqVqIQ,
1327988253840920576,en,1551958132708020225,2022-07-26T15:50:27.000Z,['1551958132708020225'],"RT @RhyheimX: No Holes Barred
@brett_bottoms @seanxavierxxx @RhyheimX 
🎥@EyeFilmzX https://t.co/IEmz86zk2g","{'copyright': False, 'country_codes': ['ID']}"
1327988253840920576,en,1551210508602118144,2022-07-24T14:19:40.000Z,['1551210508602118144'],"RT @mylifeasaslutt: I haven't stopped thinking about this video, so today I asked a guy to do that cigarette thing to me. It was amazingly…",
1327988253840920576,en,1550719885402992645,2022-07-23T05:50:06.000Z,['1550719885402992645'],Hello everyone......kinky n dirty fag here......any master here with plc?,
1327988253840920576,en,1550719630817210369,2022-07-23T05:49:05.000Z,['1550719630817210369'],My dream 😍😍🤤🤤 https://t.co/MGVOAV3w0Q,
1327988253840920576,zxx,1550719339845677057,2022-07-23T05:47:56.000Z,['1550719339845677057'],https://t.co/aR6fa7meSk,
1327988253840920576,en,1550510566686351362,2022-07-22T15:58:20.000Z,['1550510566686351362'],"RT @thexxlmen: OMG 😱 WOULD YOU BE ABLE TO TAKE IT ALL? 😏🍆🔥 Join Us and watch over 500 Real XXL men in action💦😈🍆
.
.
https://t.co/Rp1mDTJrbe…",
1327988253840920576,en,1550510244618387457,2022-07-22T15:57:04.000Z,['1550510244618387457'],"RT @thexxlmen: OMG 😱 WOULD YOU BE ABLE TO TAKE SUCH A BIG DICK? 🍆🔥😍 Join Us and watch Real XXXL men in action💦😈🍆
.
+500 XXL MEN 🍆+900 Full…",
1327988253840920576,en,1550509960865296385,2022-07-22T15:55:56.000Z,['1550509960865296385'],"RT @thexxlmen: OMG 😱 WOULD YOU BE ABLE TO TAKE SUCH A BIG DICK? 🍆🔥😍 Join Us and watch Real XXXL men in action💦😈🍆
.
Full Videos on👇🏻
https:/…",
1327988253840920576,en,1549938887232876544,2022-07-21T02:06:41.000Z,['1549938887232876544'],"RT @Aditya250327251: His expression are something to die for!!! 🙈🙈🙈
.
.
.
He can truelly set fire on water as well. 💦🔥
#CuteBoy #Expression…",
1327988253840920576,pt,1549784042903482370,2022-07-20T15:51:24.000Z,['1549784042903482370'],"RT @PowerBoysss: Quase não aguento o pauzao 🥵🥰

 https://t.co/8zQ6heLFiB",
