author_id,text,created_at,lang,edit_history_tweet_ids,id,geo
395646798,RT @xejbxyd: saying go piss girl when someone needs to pee is just as respectful and important as saying bless u when someone sneezes and i…,2022-11-15T01:55:08.000Z,en,['1592335360922877952'],1592335360922877952,
395646798,@tiredx100 Cambridge!,2022-11-14T16:24:09.000Z,en,['1592191665850429441'],1592191665850429441,{'place_id': '8193d87541f11dfb'}
395646798,My first day at Luckys and I took an uber to the wrong address 🥲,2022-11-14T15:50:37.000Z,en,['1592183229448335360'],1592183229448335360,{'place_id': '67b98f17fdcf20be'}
395646798,boston ass achussetts https://t.co/6DND6hSf6R,2022-11-14T13:31:24.000Z,en,['1592148191616671745'],1592148191616671745,{'place_id': '8193d87541f11dfb'}
395646798,@androgelic Same to you!,2022-11-14T05:34:11.000Z,en,['1592028095652978688'],1592028095652978688,{'place_id': '8193d87541f11dfb'}
395646798,@misscale I am! I just finished at your old stomping ground. Now I’m doing a Luckys in Cambridge.,2022-11-14T05:33:31.000Z,en,['1592027928472465408'],1592027928472465408,{'place_id': '8193d87541f11dfb'}
395646798,@1goldslut I would never ignore you!! I love you!,2022-11-14T05:28:43.000Z,en,['1592026719560540162'],1592026719560540162,{'place_id': '8193d87541f11dfb'}
395646798,It’s so annoying how often I think of how much I love and miss Gooby. I’ve never been in love/ loved by someone so hard and consistently. It sounds like I’m complaining but I consider myself the luckiest person in the world. 🤮,2022-11-14T05:27:52.000Z,en,['1592026508247584769'],1592026508247584769,{'place_id': '8193d87541f11dfb'}
395646798,RT @PanginaHeals: The Philippines has some of the best drag performers in the world @theonlymanza https://t.co/5yYBnE6YNl,2022-11-14T05:16:16.000Z,en,['1592023586449281024'],1592023586449281024,
395646798,@1goldslut I think I meant that with a particular someone. But yeah hard agree I’m presentable 35% of the time.,2022-11-14T05:14:08.000Z,en,['1592023053080604672'],1592023053080604672,
395646798,Do you ever just feel like talking on the phone?,2022-11-14T05:04:15.000Z,en,['1592020565862551553'],1592020565862551553,{'place_id': '8193d87541f11dfb'}
395646798,@misscale I need to visit you!,2022-11-14T04:32:28.000Z,en,['1592012567081553921'],1592012567081553921,{'place_id': '8193d87541f11dfb'}
395646798,@KATHERINEALKA Ya did great!!,2022-11-13T22:50:23.000Z,en,['1591926477825744898'],1591926477825744898,{'place_id': '8193d87541f11dfb'}
395646798,Shout out to @KATHERINEALKA for driving me everywhere she’s a real one. 🖤,2022-11-13T22:49:35.000Z,en,['1591926276667092993'],1591926276667092993,{'place_id': '8193d87541f11dfb'}
395646798,I just made it into boston.,2022-11-13T22:40:31.000Z,en,['1591923995196248064'],1591923995196248064,{'place_id': '8193d87541f11dfb'}
395646798,@mrskitten The way the gem faced and how the ring opened was essentially the reason why!,2022-11-13T18:20:33.000Z,en,['1591858572941574144'],1591858572941574144,{'place_id': '28db2dbc4240f0b2'}
395646798,https://t.co/xmQsQseFDk,2022-11-13T14:00:14.000Z,zxx,['1591793059561447424'],1591793059561447424,{'place_id': '28db2dbc4240f0b2'}
395646798,@yayduh Im left handed you nerd.,2022-11-13T13:59:24.000Z,en,['1591792853331869696'],1591792853331869696,{'place_id': '28db2dbc4240f0b2'}
395646798,Caught reaching coin https://t.co/DofzSxmYGA,2022-11-13T06:50:05.000Z,en,['1591684810719858692'],1591684810719858692,
395646798,I pierced a septum in front of the owner of piercing emporium with my right hand which I’ve literally never done before and nailed it. 😅,2022-11-13T06:24:54.000Z,en,['1591678471100669952'],1591678471100669952,{'place_id': '28db2dbc4240f0b2'}
395646798,Listened to HIM in a car with 4 people and everybody vibed,2022-11-13T04:56:59.000Z,en,['1591656348948873216'],1591656348948873216,{'place_id': '28db2dbc4240f0b2'}
395646798,@AstmemeF136 Shake shake shake pat pat pat,2022-11-12T16:24:27.000Z,hi,['1591466965813858304'],1591466965813858304,
395646798,RT @kickeep: sorry I can’t go out tonight I’ve gotta lay in my bed and rub my feet together like a freaky little cricket,2022-11-12T05:24:33.000Z,en,['1591300895207485441'],1591300895207485441,
395646798,I like balloons. https://t.co/FSnrZscvXS,2022-11-11T16:18:10.000Z,en,['1591102996753960961'],1591102996753960961,{'place_id': '28db2dbc4240f0b2'}
395646798,@TheWokeTop My favorite Batman ☹️ such a bummer.,2022-11-11T16:16:36.000Z,en,['1591102604972822528'],1591102604972822528,{'place_id': '28db2dbc4240f0b2'}
395646798,I think I’m going to paint my face tonight,2022-11-11T01:35:39.000Z,en,['1590880905522212864'],1590880905522212864,{'place_id': '28db2dbc4240f0b2'}
395646798,Fix your ass bro,2022-11-10T16:26:22.000Z,en,['1590742675195514880'],1590742675195514880,{'place_id': '28db2dbc4240f0b2'}
395646798,RT @hateupton: Jon The Rock Bon Jovi,2022-11-10T15:38:20.000Z,en,['1590730584846118912'],1590730584846118912,
395646798,Hi Vegetables 🖤 https://t.co/GVTgnuNIiN,2022-11-09T05:59:29.000Z,ca,['1590222524415037446'],1590222524415037446,{'place_id': '28db2dbc4240f0b2'}
395646798,@_spinkit I appreciate it. Thank you.,2022-11-09T04:44:15.000Z,en,['1590203591138357248'],1590203591138357248,{'place_id': '28db2dbc4240f0b2'}
395646798,"@_spinkit Heck yea they did. It’s ok, I just wanted to vent vaguely into the internet.",2022-11-09T04:28:15.000Z,en,['1590199563339829248'],1590199563339829248,{'place_id': '28db2dbc4240f0b2'}
395646798,@KATHERINEALKA So mad.,2022-11-09T01:24:49.000Z,en,['1590153404638433281'],1590153404638433281,{'place_id': '28db2dbc4240f0b2'}
395646798,@yayduh No 🖤,2022-11-07T11:44:54.000Z,und,['1589584677765283841'],1589584677765283841,
395646798,@WindsorBeaver Or hire movers. But still. Ugh,2022-11-07T05:36:14.000Z,en,['1589491896547934208'],1589491896547934208,{'place_id': 'a592bd6ceb1319f7'}
395646798,@WindsorBeaver BIG SAME,2022-11-07T05:26:09.000Z,en,['1589489360382332929'],1589489360382332929,{'place_id': 'a592bd6ceb1319f7'}
395646798,RT @timheidecker: I have died. Badly.,2022-11-07T04:44:39.000Z,en,['1589478915915288577'],1589478915915288577,
395646798,RT @majamojablast: @elonmusk https://t.co/k6C9Dezu34,2022-11-07T02:28:17.000Z,qme,['1589444600196124672'],1589444600196124672,
395646798,@Puredowner That thread is only full of violence viscera and gore,2022-11-07T01:49:39.000Z,en,['1589434876000079873'],1589434876000079873,{'place_id': 'a592bd6ceb1319f7'}
395646798,@poppunksucks Terrible,2022-11-06T22:38:06.000Z,en,['1589386669748555776'],1589386669748555776,{'place_id': 'a592bd6ceb1319f7'}
395646798,I have a sinking feeling this air mattress has a hole in it,2022-11-06T20:29:44.000Z,en,['1589354367597305856'],1589354367597305856,{'place_id': 'a592bd6ceb1319f7'}
395646798,@poppunksucks HOGS,2022-11-06T19:13:52.000Z,en,['1589335275523952640'],1589335275523952640,
395646798,RT @good_faces_bot: https://t.co/0v26NIUBu1,2022-11-06T19:11:57.000Z,zxx,['1589334791572586497'],1589334791572586497,
395646798,@CaptainNippers Sound off in the comments,2022-11-06T18:46:32.000Z,en,['1589328395984596992'],1589328395984596992,{'place_id': 'a592bd6ceb1319f7'}
395646798,"RT @numetal_moment: Mudvayne performing ""Not Falling"" at the MTV Ghost Ship Premiere Party Special in New York City (2002)
https://t.co/8hg…",2022-11-06T18:11:36.000Z,en,['1589319602777227265'],1589319602777227265,
395646798,@LoheideLynn More painful than backing out a needle apparently,2022-11-06T18:10:56.000Z,en,['1589319435021869056'],1589319435021869056,{'place_id': 'a592bd6ceb1319f7'}
395646798,The taper thread in the learning forum makes me want to retire from piercing.,2022-11-06T17:50:18.000Z,en,['1589314244906201090'],1589314244906201090,{'place_id': 'a592bd6ceb1319f7'}
395646798,@normienathan Thanks there’s an m&amp;m underneath you just can’t see it.,2022-11-06T17:49:13.000Z,en,['1589313972645564417'],1589313972645564417,{'place_id': 'a592bd6ceb1319f7'}
395646798,Whenever I do a piercing and the client asks “is that it?!” Im like hell yea that’s it.,2022-11-06T17:31:29.000Z,en,['1589309508496814080'],1589309508496814080,{'place_id': 'a592bd6ceb1319f7'}
395646798,Check out this sweet floating naval https://t.co/yLHJ4KO84u,2022-11-06T17:22:09.000Z,en,['1589307160441552896'],1589307160441552896,{'place_id': '07d9c9c03a881001'}
395646798,@shirtsthtgohard @pantysweat69,2022-11-06T16:35:53.000Z,qam,['1589295515581419522'],1589295515581419522,
395646798,I did dis triple with @NeoMetalJewelry on halloween. https://t.co/5LjzvW3tty,2022-11-05T16:57:24.000Z,en,['1588938541840863232'],1588938541840863232,{'place_id': 'a592bd6ceb1319f7'}
395646798,Let’s start packing.,2022-11-05T06:02:00.000Z,en,['1588773605495930882'],1588773605495930882,{'place_id': 'a592bd6ceb1319f7'}
395646798,I just ate a ton of lasagna and now I’m off to the bar lol,2022-11-05T03:02:12.000Z,en,['1588728357549936641'],1588728357549936641,{'place_id': 'a592bd6ceb1319f7'}
395646798,"RT @numetal_moment: Joey Jordison performing ""People = Shit"" with Slipknot in London (2002)
https://t.co/EVWsAs2bpK",2022-11-04T23:54:02.000Z,en,['1588681003304120321'],1588681003304120321,
395646798,I’m sitting alone in this little outside area and a random man sits directly across from me like sir are we on a date?,2022-11-04T19:42:06.000Z,en,['1588617605753212928'],1588617605753212928,{'place_id': 'a592bd6ceb1319f7'}
395646798,@normienathan I think I’ll adapt this as well. In that case Gabby is my number 2.,2022-11-03T22:32:08.000Z,en,['1588298008252141568'],1588298008252141568,{'place_id': 'a592bd6ceb1319f7'}
395646798,@poppunksucks Poopin in out attic 😒,2022-11-03T19:53:00.000Z,en,['1588257960446201856'],1588257960446201856,{'place_id': 'a592bd6ceb1319f7'}
395646798,Dude my wife is the funniest person I’ve ever met but don’t tell her that,2022-11-03T18:48:19.000Z,en,['1588241682352328704'],1588241682352328704,{'place_id': 'a592bd6ceb1319f7'}
395646798,A troogus https://t.co/TSaXTaAALY,2022-11-03T18:45:27.000Z,et,['1588240958260273152'],1588240958260273152,{'place_id': 'a592bd6ceb1319f7'}
395646798,@Cozmoxvx I love the little gentleman.,2022-11-02T21:55:02.000Z,en,['1587926283261861890'],1587926283261861890,{'place_id': 'a592bd6ceb1319f7'}
395646798,Have you ever done a chemical peel on your tongue? All you need is one warhead candy.,2022-11-02T05:39:01.000Z,en,['1587680657211158528'],1587680657211158528,{'place_id': 'a592bd6ceb1319f7'}
395646798,"Felt nostalgic and looked at jeffree star and davey havoks little fling photos, 2007 was a wild year.",2022-11-02T04:17:04.000Z,en,['1587660037568110593'],1587660037568110593,{'place_id': 'a592bd6ceb1319f7'}
395646798,"RT @numetal_moment: ""96 quite bitter beings"" by cky (1999)
https://t.co/XpakyT0W9D",2022-11-02T03:54:34.000Z,en,['1587654375295504384'],1587654375295504384,
