created_at,id,text,author_id,edit_history_tweet_ids,lang,withheld
2022-11-22T09:16:53.000Z,1594983242951794689,"RT @Las_Fro: A gold mine is still a CRT TV.  Connect the electricity from 
the solar panel 📺

Solar panels cost $500〜$1,000

🎫 Fair launch…",983613072785813505,['1594983242951794689'],en,
2022-11-22T06:46:19.000Z,1594945354868281344,"RT @Desire04540897: you want to play with water
 💦💦💦💦💦💦💦💦
#无锡线下 #无锡 https://t.co/sLXdGMijoJ",983613072785813505,['1594945354868281344'],en,
2022-11-22T05:34:59.000Z,1594927400692744192,RT @yule886: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票   No pains， no gains。 https://t.co/lhggUEGCo6,983613072785813505,['1594927400692744192'],en,
2022-11-22T04:39:00.000Z,1594913314219622401,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",983613072785813505,['1594913314219622401'],en,
2022-11-22T03:45:44.000Z,1594899909878202370,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/jM2…,983613072785813505,['1594899909878202370'],en,
2022-11-22T01:56:10.000Z,1594872333113532418,"RT @thekubieth: 🎁 OG GIVEAWAY 🎁

Giveaway 100 OG roles! 🔮

To enter 🎫 

1️⃣ Register https://t.co/9nBQhjHIZg
2️⃣ Follow me &amp; @lines_communi…",983613072785813505,['1594872333113532418'],en,
2022-11-22T01:07:41.000Z,1594860132847915008,"RT @realJohnACastro: Like any group of people, professions are susceptible to group thought. Their minds and ways of thinking become instit…",983613072785813505,['1594860132847915008'],en,
2022-11-21T22:14:21.000Z,1594816511541026817,"RT @TheshopNFT: Secure your #whitelist  spots

#MintingSoon #TheShopNFT #NFT #OpenSeaNFT #cryptocurrecy https://t.co/zxv0l0k2O6",983613072785813505,['1594816511541026817'],en,
2022-11-21T20:02:44.000Z,1594783391584604160,"RT @OkcashCrypto: Time to conquer, time to be excited! ⚽️🎉
#WorldCup2022 is here! 👀
Enjoy the games, support your favorite teams.
Put your…",983613072785813505,['1594783391584604160'],en,
2022-11-21T17:17:35.000Z,1594741827088707585,"RT @ETXInfinity: ETXFINANCIAL LTD✅has successfully created an account on binance live. In the future, it will exclusively broadcast the lat…",983613072785813505,['1594741827088707585'],en,
2022-11-21T16:08:23.000Z,1594724415564308480,"RT @TheifMonkey: My name is Doctor Oleefyer, I'll tell you a little about our goal

Those who are active enough will get a decent role to p…",983613072785813505,['1594724415564308480'],en,
2022-11-21T13:43:11.000Z,1594687872782606337,"RT @KimEdie6: w2 ""Have the rabbits, all of them,""😩🐬🍛 #寸止 #聊骚 #恋足 #视频 #肉丝 #磕炮 #女S #反差 #裸聊 https://t.co/c7ZepWZ7JW",983613072785813505,['1594687872782606337'],en,
2022-11-21T12:30:36.000Z,1594669608170295296,"RT @Babatoni10: 🏆Dünya Kupası Tüm Hızıyla Devam Ediyor #Marsbahis’e gel Dünya Kupası Heyecanına Katıl

✅https://t.co/KYGL8X4GjV

#MarsBet h…",983613072785813505,['1594669608170295296'],tr,
2022-11-21T11:40:36.000Z,1594657025807781888,"RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Sorry,I have been used to the things which I'm not supposed to. https://t.co/pzhozbXrt4",983613072785813505,['1594657025807781888'],en,
2022-11-21T10:50:45.000Z,1594644478102568962,"RT @ryandcrypto: 🎉 @Bedtime Whitelist Raffle! 🎉

To enter:
- Follow @Bedtime &amp; @VinlandOfficial 
- Like + RT
- Tag your friends!

Good luck…",983613072785813505,['1594644478102568962'],en,
2022-11-21T09:57:43.000Z,1594631131210878977,RT @yule886: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 Sometimes you have to smile and act like everything…,983613072785813505,['1594631131210878977'],en,
2022-11-21T09:08:04.000Z,1594618636248850432,RT @kaiyun830: #2022世界杯预测冠军 #英格兰 #伊朗 #开云体育 #世界杯 #足球 #亚博 #游戏 Sometimes，forgotten，is the best of liberation．And sometimes，silence，is the best…,983613072785813505,['1594618636248850432'],en,
2022-11-21T08:17:05.000Z,1594605806040875008,"RT @iBeReviewin: Good morning my friends and my family.

⚪ C U X 7 2 1 3 ⚪

⚪ C U X 7 2 1 3 ⚪

.
iBeReviewin https://t.co/i64NjOzOT5",983613072785813505,['1594605806040875008'],en,
2022-11-21T05:01:29.000Z,1594556581479297024,"RT @AnphatCAPITAL: The biggest gift is coming.  To celebrate our private partnership with #HBIT, we are donating 10,000 USD equivalent to 1…",983613072785813505,['1594556581479297024'],en,
2022-11-21T03:53:53.000Z,1594539570598924290,RT @jiaoshouli4781: 前进还是后退呢，还是一边前进一边后退呢。能把我干到高潮吗 https://t.co/4xkAcHucfB,983613072785813505,['1594539570598924290'],zh,
2022-11-21T03:08:03.000Z,1594528035620982784,RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  The best way to make someone strong is to have someo…,983613072785813505,['1594528035620982784'],en,
2022-11-21T01:51:22.000Z,1594508739234521088,RT @Derrick23462665: boredok thanks 🥕🍊🥒 #精厕 #裸聊 #精盆 #视频裸聊 #母狗 #反差 https://t.co/PaDIDhPcjh,983613072785813505,['1594508739234521088'],en,
2022-11-20T22:55:20.000Z,1594464437804888065,"RT @stablekwon: HUAHUA supported

Woof",983613072785813505,['1594464437804888065'],en,
2022-11-20T19:48:46.000Z,1594417487948517377,"RT @FWCInu: @elonmusk FifaWorldCupInu just started! 100k Mcap at #WorldCup2022 opening!

https://t.co/XbIapoE5hd

https://t.co/iR7m46sifs…",983613072785813505,['1594417487948517377'],en,
2022-11-20T18:12:34.000Z,1594393279235342341,RT @TendermintTimmy: https://t.co/wjmS3iSHkg,983613072785813505,['1594393279235342341'],zxx,
2022-11-20T16:59:35.000Z,1594374910993788928,"RT @Weed_Genics: In honor of Twitter still being a thing, we’re gonna light up one of our wonderful strains… 
🌿
#Mmemberville #420Life #IAm…",983613072785813505,['1594374910993788928'],en,"{'copyright': False, 'country_codes': ['AE']}"
2022-11-20T14:35:51.000Z,1594338740297670656,RT @kaiyun830: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Thinking too much of others makes you nothing in their eyes. https://t.co/0XPEdmjQMX,983613072785813505,['1594338740297670656'],en,
2022-11-20T13:40:56.000Z,1594324920879620096,RT @HaleyBe20487896: happy hour  so cute #裸聊  #盯射 #语爱  #福利姬 #连麦 #强奸 #后入 #文爱 https://t.co/uJEP8auckV,983613072785813505,['1594324920879620096'],en,
2022-11-20T12:34:43.000Z,1594308256775766016,"RT @ShenyRosmaia: Hati kecilku berkata : JANGAN SAMPAI KSAD Dudung yang jadi Panglima TNI. Siapa yg setuju? 
https://t.co/NMTtBnPzBG https:…",983613072785813505,['1594308256775766016'],in,
2022-11-20T10:56:32.000Z,1594283544729223168,RT @2Rare_Official: So true. We love #NFTs. https://t.co/1cC2HR16Ip,983613072785813505,['1594283544729223168'],en,
2022-11-20T10:02:41.000Z,1594269995839750145,"RT @therealpunt: https://t.co/D8sq3nxaAW is doing a $100,000 Giveaway! 🔥
$10,000 to 10 different Punters! 🤑💸💰

(1) Create Punt account; ✅
(…",983613072785813505,['1594269995839750145'],en,
2022-11-20T09:10:22.000Z,1594256829663559680,"RT @daPang70456438: #塔卡尔世界杯开幕式 #世界杯冠军预测 #足球 #开云 #真人百家乐When life give you a hundred reasons to cry, show life that you have a thousand reaso…",983613072785813505,['1594256829663559680'],en,
2022-11-20T06:28:03.000Z,1594215981613826048,RT @kaiyun830: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Warmness is luxury—which is reflected by deep cold and hurt. https://t.co/602iSrrvkE,983613072785813505,['1594215981613826048'],en,
2022-11-20T05:31:50.000Z,1594201834528378880,"RT @ryandcrypto: 🎉 @DreamBeatzNFT Whitelist Raffle! 🎉

To enter:
- Follow @DreamBeatzNFT &amp; @VinlandOfficial 
- Like + RT
- Tag your friends…",983613072785813505,['1594201834528378880'],en,
2022-11-20T03:48:39.000Z,1594175866283646977,"RT @bigdaddykane: 💰Giveaway $500 (in $ETH or $SOL)💰

➡️ To win:

1⃣• Follow @Million_DolIar⚜️
2⃣• Like &amp; RT this post 💫
3️⃣• Follow @bigdad…",983613072785813505,['1594175866283646977'],en,
2022-11-20T01:42:40.000Z,1594144159845478401,"RT @kana_goldfxea: ミリゴ2オリジナル設定
1週間目も順調

🔹今回のコンセプト
　短期回収の1択

🔹今週の結果
　ミリゴ2XXX①
　+220,652円

　ミリゴ2XXX②
　+477,341円

　※マイクロ口座も可能
👇にて無料配布中
https:/…",983613072785813505,['1594144159845478401'],ja,
2022-11-19T21:58:44.000Z,1594087807714086912,"RT @thekubieth: 🎁 AMAZING AIRDROP GIVEAWAY 🎁

🏆 2x Winner Ocat Batch NFT

This is airdrop of the fifth batch Ocat 🔥

To Join 🎫
1️⃣ RT + Lik…",983613072785813505,['1594087807714086912'],en,
2022-11-19T20:35:46.000Z,1594066926959218688,"RT @NeoFilmsNFT: 🎉WHITELIST GIVEAWAY🎉

🏆3x NeoFilmsNFT Whitelist

To Enter:
1️⃣ Like &amp; Retweet
2️⃣ Follow @NeoFilmsNFT
3️⃣ Tag 2 Friends

⏳…",983613072785813505,['1594066926959218688'],en,
2022-11-19T17:48:17.000Z,1594024777404092422,"RT @Eric_249161: 🎁 GIVEAWAY 🎁

🏆1x  $200 in $ETH or $SOL

To Enter:
1⃣ Follow @Million_DolIar ⚜️
2⃣ Like &amp; RT this post 💫
3️⃣ Follow @EVAN_…",983613072785813505,['1594024777404092422'],en,
2022-11-19T15:11:17.000Z,1593985268318863360,"RT @OpheliaAnn7: while it imported little from

⭐#北京
⭐#北京线下
⭐#丰台区 https://t.co/GrB6o4fqKk",983613072785813505,['1593985268318863360'],en,
2022-11-19T14:09:15.000Z,1593969658549239808,"RT @Ahmad_Gogel: The Kano State APC support groups cordially invites the general public to attend 1 million PVC show for Asiwaju, Shettima,…",983613072785813505,['1593969658549239808'],en,
2022-11-19T13:11:38.000Z,1593955158249062404,RT @AlanJoh06708383: i  can  #裸聊 #视频裸聊 #母狗 #反差婊 https://t.co/W8D7HGt22R,983613072785813505,['1593955158249062404'],en,
2022-11-19T10:26:25.000Z,1593913581002801153,"RT @AlraqeebNews: خذينا شاعر المعنى وأخذنا شاعر المليون 

ولا فيها غرابة لاخذينا 

( #شاعر_الرايه ) 
 
@saleh_neshaira 
#صالح_النشيرا_شاعر_…",983613072785813505,['1593913581002801153'],ar,
2022-11-19T09:36:30.000Z,1593901017887756288,"RT @kaiyun830: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  You are my first, my last, my everything. https://t.co/7lpobVfP7C",983613072785813505,['1593901017887756288'],en,
2022-11-19T06:36:58.000Z,1593855836182712321,"RT @MirGamefi: 🍻Happy weekend, #Crypto fighters 

💸More exciting news is coming soon. Only ONE Day left to the release of #MIR Invitation R…",983613072785813505,['1593855836182712321'],en,
2022-11-19T04:20:59.000Z,1593821614789263361,"RT @marcella_416: Storms make trees take deeper roots.
#北京 https://t.co/6dPkaLLH5c",983613072785813505,['1593821614789263361'],en,
2022-11-19T02:49:59.000Z,1593798716019933185,RT @Alexand62489559: @rsumen @canal13 @TVN @CHVNoticias @CNNChile @meganoticiascl @Mega @thecliniccl @Emol @Cooperativa @gabrielboric @Gobi…,983613072785813505,['1593798716019933185'],es,
2022-11-18T23:52:28.000Z,1593754041946963968,"RT @RealAlakai: ETA PRESENTS: INSIDE THE BRAND - SIBLING LOVE PT. I

AVAILABLE ON MY CHANNEL! ⚖️ https://t.co/L6fCkdHi7L",983613072785813505,['1593754041946963968'],en,
2022-11-18T20:01:25.000Z,1593695893487771649,RT @TreasureHuntDAO: The treasure hunt token whitepaper! https://t.co/jEQa5anhLl,983613072785813505,['1593695893487771649'],en,
2022-11-18T18:10:12.000Z,1593667906646077440,"RT @MetakaWars: Kunio Okawara’s first interview after entering the NFT market, discussing about his design concepts on Metaka Wars⚔️ https:…",983613072785813505,['1593667906646077440'],en,
2022-11-18T16:25:44.000Z,1593641617570816003,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 5x WL

Join the underground 🦾

1️⃣ RT + Like
2️⃣ Follow me &amp; @Machina_NFT 
3️⃣ Tag frens
4️⃣ Joi…",983613072785813505,['1593641617570816003'],en,
2022-11-18T14:53:21.000Z,1593618365867859969,"RT @babyyouxia: Just leave the future to time. Now you can sleep on a light couch and have a dream of lightness and tranquility, accompanie…",983613072785813505,['1593618365867859969'],en,
2022-11-18T10:40:20.000Z,1593554692835258368,RT @yule886: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  You can hurt with your words but sometimes you can hurt more with your silence. https://t.co/…,983613072785813505,['1593554692835258368'],en,
2022-11-18T09:15:41.000Z,1593533391705710593,"RT @LeayDoDee: ขอบคุณทุกกระแสตอบรับจากแฟนๆชาว #ดุงจัง ที่ทำให้ #JoongDunkFMinPP SOLD OUT ภายใน 15 นาที!

ใครมีบัตรอยู่ในมือ เตรียมตัวให้พร้…",983613072785813505,['1593533391705710593'],th,
2022-11-18T08:21:42.000Z,1593519806980018181,"RT @choeeun59510597: #토토판매점
#토토프로토
#토토픽공유 https://t.co/pfCOS22TJv",983613072785813505,['1593519806980018181'],qme,
2022-11-18T06:11:30.000Z,1593487039265226753,RT @daPang70456438: Inside of every problem lies an opportunity. #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 https://t.co/StlfpStr6k,983613072785813505,['1593487039265226753'],en,
2022-11-18T03:40:20.000Z,1593448996936110080,"RT @xy1586: shine 
#支付宝
✔
支付宝购买
♥
 https://t.co/8mO1RugLoI",983613072785813505,['1593448996936110080'],zh,
2022-11-17T23:45:38.000Z,1593389933401554945,"RT @ATMrank: If all twitter users make part of the story, they should all be rewarded accordingly.

Bring @Twitter to web3 @elonmusk so all…",983613072785813505,['1593389933401554945'],en,
2022-11-17T19:48:16.000Z,1593330198899933184,"RT @liga09117882: Hello everyone in hotel now
https://t.co/gOxdjpbaIe
#massge_in_hawally
#massage_in_salmiya
كل ما هو متاح الآن يترجم بشكل…",983613072785813505,['1593330198899933184'],und,
2022-11-17T18:06:28.000Z,1593304579369668609,"RT @Eric_249161: 🎁#Solana #NFTGiveaway 🎁

🔥 Project @RoyalTiesNFTs

Prize
 💸  1 x 1 $SOL
🔹 10 x WL

1️⃣RT + Like
2️⃣Follow @RoyalTiesNFTs @…",983613072785813505,['1593304579369668609'],en,
2022-11-17T16:10:53.000Z,1593275491192295424,"RT @LeayDoDee: ❗️พรุ่งนี้เปิดขายบัตร แล้วน้า~❗️

ซื้อบัตรพร้อมกัน ศุกร์ที่ 18 พ.ย. เวลา 10:00 น. เป็นต้นไป(เวลาประเทศไทย)
 ที่ 👉https://t.c…",983613072785813505,['1593275491192295424'],th,
2022-11-17T14:33:14.000Z,1593250919163998210,"RT @LandofConquest: 🤔 What's going on at #LandOfConquest? 

🎯 Check it on our November 7 - November 13 Weekly Buzz https://t.co/Q8apFOiDxj",983613072785813505,['1593250919163998210'],en,
2022-11-17T12:56:29.000Z,1593226569421561857,RT @daPang70456438: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  Adversity does teach who your real friends are. https://t.co/FU8ZyErpIb,983613072785813505,['1593226569421561857'],en,
2022-11-17T11:39:50.000Z,1593207280257957888,"RT @shann0nrivera: NEW SINGLE “Know Better” OUT NOW!! ✨❤️  #LinkinBio 
#ShannonRivera #WorldPowerMusic #musicvideobts #Miamisinger #miami #…",983613072785813505,['1593207280257957888'],en,
2022-11-17T08:31:33.000Z,1593159898363301889,RT @lahlahbean: Fashion Women Denim Bucket Cartoon Toy Decoration Handbags and Purses https://t.co/wAPRsZbsqg,983613072785813505,['1593159898363301889'],en,
2022-11-17T04:57:11.000Z,1593105949807366144,RT @yule886: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  Trust is like an eraser. It gets smaller and smaller after every mistake. https://t.co/qSxf0H…,983613072785813505,['1593105949807366144'],en,
2022-11-17T03:58:42.000Z,1593091233509158912,"RT @NcraftsC: Design Cut Basswood Quality Crafted Earrings
https://t.co/At7TyWsltd
##woodcrafted #woodcraftstudio #earrings #earrings  #ear…",983613072785813505,['1593091233509158912'],en,
2022-11-17T02:10:20.000Z,1593063958738767872,RT @exratedfytb: Chrisean &amp; her new man after blueface get sentenced https://t.co/l6biIY7UCi,983613072785813505,['1593063958738767872'],en,
2022-11-16T22:12:26.000Z,1593004092128903169,RT @stopspectrum: Betty Thomas was brutally murdered and robbed by a Spectrum tech in December 2019.  Not only does Spectrum refuse to take…,983613072785813505,['1593004092128903169'],en,
2022-11-16T16:50:11.000Z,1592922994548305920,"RT @Koujud: @amyklobuchar can we go ahead &amp; set up your presidential campaign? Please. It’s time, girl. I’m here to hype you up &amp; we can ge…",983613072785813505,['1592922994548305920'],en,
2022-11-16T12:57:01.000Z,1592864316386349056,RT @kindtoken_io: What can you do with the new $Kind Token? 👇🧵 https://t.co/r5mTUgKZBR,983613072785813505,['1592864316386349056'],en,
2022-11-16T09:03:27.000Z,1592805538529673217,RT @daPang70456438: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  You are as warm as the sunset glow. https://t.co/mgubZXnNR5,983613072785813505,['1592805538529673217'],en,
2022-11-16T07:39:21.000Z,1592784372545249281,RT @RealAlakai: ETAProjects Live in the Lab Presents: HOURS OF THE NIGHT https://t.co/ZH4V5lgyDj,983613072785813505,['1592784372545249281'],en,
2022-11-16T03:40:58.000Z,1592724382610251778,RT @meetinshanghai: #food Dosage's pastries are all top-notch treats! We recommend the Matcha Basque— rich and perfectly bitter. The pumpki…,983613072785813505,['1592724382610251778'],en,
2022-11-16T01:24:59.000Z,1592690157727420416,RT @kaiyun830: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   From small beginning come great things. https://t…,983613072785813505,['1592690157727420416'],en,
2022-11-15T20:50:56.000Z,1592621191927189504,RT @cramercoin: @elonmusk You should bring in @JohnLegere like @jimcramer suggested while you're at it! https://t.co/zO1COqPNHr,983613072785813505,['1592621191927189504'],en,
2022-11-15T17:59:51.000Z,1592578139405836288,"RT @ape280: Another $MATIC scam pump

Another opportunity to short the shit out of it and take Sandeeps money https://t.co/E8ZjxUMFHH",983613072785813505,['1592578139405836288'],en,
2022-11-15T16:44:30.000Z,1592559175795499008,"RT @frgottenlands: We're doing a @GrandpaApeCC giveaway, this sick DMT stoned Gramps is up for grabs 🥳
 
Follow @frgottenlands &amp; join disco…",983613072785813505,['1592559175795499008'],en,
2022-11-15T14:34:12.000Z,1592526386425696256,RT @UtilityNet_: Will lay a solid AI computing foundation for the industrial revolution of human society and the leap of civilization https…,983613072785813505,['1592526386425696256'],en,
2022-11-15T12:29:11.000Z,1592494923663626240,"RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐Sometime ever, sometime never. https://t.co/ncP3aDzPZs",983613072785813505,['1592494923663626240'],en,
2022-11-15T10:50:39.000Z,1592470126334742529,RT @_kurolabs: Hello #Blockchain world :),983613072785813505,['1592470126334742529'],en,
2022-11-15T09:00:02.000Z,1592442288709554178,RT @daPang70456438: A man is not old until regrets take the place of dreams.#足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双…,983613072785813505,['1592442288709554178'],en,
2022-11-15T06:35:02.000Z,1592405797061160960,RT @Sandwichscience: Sandwich Bot has updated the problem of inviting friends across chains. Invitation links from any chain can be hosted…,983613072785813505,['1592405797061160960'],en,
2022-11-15T03:32:41.000Z,1592359909248495617,RT @RealAlakai: WHO WOULD SOUND GOOD AS A FEATURE ON THIS? https://t.co/g719qdoOrP,983613072785813505,['1592359909248495617'],en,
2022-11-15T02:29:50.000Z,1592344091257290752,"RT @0xRamb: 💰Giveaway $100 (in $ETH or $SOL)💰

➡️ To win:

1⃣ • Follow @Million_DolIar &amp; @0xRamb 
2⃣ • Like &amp; RT this post 💫
3️⃣ • tag 3 fr…",983613072785813505,['1592344091257290752'],en,
2022-11-14T21:32:17.000Z,1592269212474802176,"RT @UpOnlyOfficial: UpOnly returns with another tournament🏆

64 players, 3000 $NAKA, 32 prizes up for grabs 💰
 
Plus great rewards for spec…",983613072785813505,['1592269212474802176'],en,
2022-11-14T16:51:04.000Z,1592198442285162497,"RT @nj_ayuk: I want to thank Prince Abdulaziz bin Salman, the kingdom's Minister of Energy for inviting me to speak on Clean Fuel Solutions…",983613072785813505,['1592198442285162497'],en,
2022-11-14T13:26:27.000Z,1592146945589579777,"RT @Babatoni10: 🇹🇷Kazananların ve Winnerların adresi #Marsbahis’e davetlisin

✅https://t.co/KYGL8X4GjV

#MarsBet https://t.co/H3gmwZhwrn",983613072785813505,['1592146945589579777'],tr,
2022-11-14T11:06:49.000Z,1592111805601546240,RT @nj_ayuk: Africa cannot be deprived of this long-awaited opportunity for economic growth. While the consensus opinion of the western eli…,983613072785813505,['1592111805601546240'],en,
2022-11-14T09:47:05.000Z,1592091740562923520,RT @AlisaApps: Skills https://t.co/Zxe4wzdrip,983613072785813505,['1592091740562923520'],en,
