author_id,text,created_at,lang,edit_history_tweet_ids,id,withheld
931361748719824897,RT @daPang70456438: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 f   #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    May there be enough clouds in your…,2022-11-22T03:44:06.000Z,en,['1594899496181399552'],1594899496181399552,
931361748719824897,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",2022-11-22T01:55:47.000Z,en,['1594872238721077248'],1594872238721077248,
931361748719824897,RT @Brazy617: Roddy Ricch &amp; Lil Durk | Twin @JerryPHD https://t.co/LgYzLvkZDT,2022-11-22T01:06:08.000Z,en,['1594859743897591808'],1594859743897591808,
931361748719824897,"RT @novels_books: بأسلوب يطغى عليه عنصر التشويق، وغموض متدفق حتى الصفحات الأخيرة ..
يصحبنا ((سعد السمرمد))؛ وبطريقة «الفلاش باك» في رواية ت…",2022-11-21T22:08:31.000Z,ar,['1594815045489369088'],1594815045489369088,
931361748719824897,RT @CynthiaVeblen3: i can #磕炮 #视频爱爱 #母狗 #反差女 #女高中生 https://t.co/tyB4FCHtLs,2022-11-21T19:47:13.000Z,en,['1594779486956195840'],1594779486956195840,
931361748719824897,"RT @CryptoWhalEth: I see bright future for $GULF, it increased more than 2X in one month and still maintaining the price , plus it was rank…",2022-11-21T17:13:42.000Z,en,['1594740852773236736'],1594740852773236736,
931361748719824897,"RT @TheifMonkey: My name is Doctor Oleefyer, I'll tell you a little about our goal

Those who are active enough will get a decent role to p…",2022-11-21T16:04:24.000Z,en,['1594723410621472769'],1594723410621472769,
931361748719824897,"RT @TawandaZindi: A little deep, a little frequent

🎈🎈🎈🎈🎈🎈🎈🎈🎈

#西安 https://t.co/xkpxNBUzAI",2022-11-21T13:35:35.000Z,en,['1594685959727030272'],1594685959727030272,
931361748719824897,"RT @MalanFernando5: Grab Your $10,000 Now! https://t.co/n3jO496Tkd
#giveaway #chance #win #christmas #gift#holiday 
 #video #ends #giftcard…",2022-11-21T12:24:36.000Z,en,['1594668096757067776'],1594668096757067776,
931361748719824897,RT @NicoleKrohn7: i can #裸聊 #视频裸聊 #母狗 #反差女 https://t.co/omJTcPmy8T,2022-11-21T11:34:37.000Z,en,['1594655517431021576'],1594655517431021576,
931361748719824897,"RT @JohnyBNFT: 📍Project: 
@OracleRacers

Prize🎁:
🏅10x #FreeMint NFTs of OracleRacers
🏆 1x $5 $USDT 💵

🎲Enter:
☑️Follow 
@OracleRacers &amp; @Jo…",2022-11-21T10:44:56.000Z,en,['1594643014533926912'],1594643014533926912,
931361748719824897,"RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Some people succeed because they are destined to, but most people succeed because they are det…",2022-11-21T09:53:57.000Z,en,['1594630183742423041'],1594630183742423041,
931361748719824897,RT @KimEdie6: i  can  #裸聊 #视频裸聊 #母狗 #反差婊 https://t.co/4PEJwvie5p,2022-11-21T09:05:47.000Z,en,['1594618063604908032'],1594618063604908032,
931361748719824897,RT @ZonaJuliana6: i can #磕炮 #视频爱爱 #母狗 #反差女 #女高中生 https://t.co/Y6Ou3T8HNJ,2022-11-21T08:12:45.000Z,en,['1594604715249369089'],1594604715249369089,
931361748719824897,"RT @AnphatCAPITAL: The biggest gift is coming.  To celebrate our private partnership with #HBIT, we are donating 10,000 USD equivalent to 1…",2022-11-21T05:00:46.000Z,en,['1594556404794368003'],1594556404794368003,
931361748719824897,"RT @kaiyun830: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 There is no rehearsal in the life , once missing…",2022-11-21T03:52:24.000Z,en,['1594539198354186240'],1594539198354186240,
931361748719824897,"RT @yule886: Work hard, have fun, no drama. #世界杯投注平台 #世界杯倒计时 #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 https://t.co/…",2022-11-21T03:06:16.000Z,en,['1594527587044409346'],1594527587044409346,
931361748719824897,"RT @ZonaJuliana6: Do one thing at a time, and do well.              #连麦 #裸聊 #文爱 https://t.co/aknJdFiuUF",2022-11-21T01:50:04.000Z,en,['1594508410040463361'],1594508410040463361,
931361748719824897,RT @bitbroscrypto: All #FTX investors rekt besides @binance @cz_binance https://t.co/Tihzv5encr,2022-11-20T23:04:55.000Z,no,['1594466851698135041'],1594466851698135041,
931361748719824897,"RT @EnjayMultimedia: Karibu @BillGates @gatesfoundation 

@WilliamsRuto #GatesFoundation #EnjayMultimedia

https://t.co/BuBBhwENqU https://…",2022-11-20T20:38:29.000Z,in,['1594429999922442240'],1594429999922442240,
931361748719824897,RT @GamblingLabs: ETH Gambling Labs coming to bring real passion.The first revenue-sharing project with 0% flip FEE and own affiliate progr…,2022-11-20T18:55:30.000Z,en,['1594404083192012807'],1594404083192012807,
931361748719824897,"RT @A4Finance: Very 🔜 we will present you our P2E game with M2E and L2E mechanics. Tie your shoelaces tighter and stretch your brain, it's…",2022-11-20T17:20:02.000Z,en,['1594380056671162369'],1594380056671162369,
931361748719824897,"RT @CuddlyKids_NFT: A COPA DO MUNDO CHEGOU! 🏆

#NFTGiveaway #NFTsales #NFTs #NFTCommuntiy #NFTMarketplace https://t.co/Ms216piJWY",2022-11-20T15:52:17.000Z,pt,['1594357974624980992'],1594357974624980992,
931361748719824897,RT @daPang70456438: #2022世界杯开幕式 #开云体育 #世界杯 #足球 #亚博 #游戏  Time heals almost everything. Give time time. https://t.co/WDFHOhCUb4,2022-11-20T13:57:50.000Z,en,['1594329171429593088'],1594329171429593088,
931361748719824897,"RT @bangcan12: Dukungan juga banyak untuk Panglima @Puspen_TNI  usut intervensi tambang ilegal bro, harusnya kan si KASAD Dudung yg usut, a…",2022-11-20T12:50:21.000Z,in,['1594312190198177797'],1594312190198177797,
931361748719824897,"RT @winwinbank: 🏆Dünya Kupası Bugün Başlyor . Senin Favori Takımın Kim ? #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/wSafe…",2022-11-20T11:22:37.000Z,tr,['1594290112552222722'],1594290112552222722,
931361748719824897,"RT @2Rare_Official: #JPEGs + #Blockchain = #NFTs = #Art + #Utilities 

The future of NFTs is here. We believe in building utilities for NFT…",2022-11-20T10:25:33.000Z,en,['1594275750923980802'],1594275750923980802,
931361748719824897,"RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  When u have a crush on someone, u notice ever…",2022-11-20T09:30:26.000Z,en,['1594261877768728576'],1594261877768728576,
931361748719824897,"RT @ryandcrypto: 🎉 @kaizendesu Whitelist Raffle! 🎉

To enter:
- Follow @kaizendesu &amp; @VinlandOfficial 
- Like + RT
- Tag your friends!

Goo…",2022-11-20T07:57:55.000Z,en,['1594238595954798592'],1594238595954798592,
931361748719824897,"RT @kaiyun830: #塔卡尔世界杯开幕式 #世界杯冠军预测 #足球 #开云 #真人百家乐Why I have never catched the happiness? Whenever I want you ,I will be accompanyed by the…",2022-11-20T06:08:16.000Z,en,['1594211003314540544'],1594211003314540544,
931361748719824897,RT @TheFelixKay: https://t.co/P6wQg6QKxU https://t.co/x1vwDQcYVF,2022-11-20T05:03:13.000Z,zxx,['1594194630022774790'],1594194630022774790,
931361748719824897,"RT @cramercoin: HES BACK AND HES WASTING NO TIME!

@jimcramer @realDonaldTrump @elonmusk https://t.co/MTiz1nayC5",2022-11-20T03:27:43.000Z,en,['1594170598250500096'],1594170598250500096,
931361748719824897,"RT @VerronHaynes: SO PROUD of U kiddo @justicehaynes6 We enjoyed watchin every game. U, earned everything that u have gotten. Our family ha…",2022-11-20T00:46:15.000Z,en,['1594129963636199425'],1594129963636199425,
931361748719824897,RT @nj_ayuk: There are so many young people in Africa with ambitions and hopes for better lives. We must provide the change and solutions t…,2022-11-19T21:32:16.000Z,en,['1594081144470994944'],1594081144470994944,
931361748719824897,RT @cryptoma67: I understand why it his become so favorite in this call space. I asked and said building million projects with Iphone 🤷‍♂️…,2022-11-19T19:43:32.000Z,en,['1594053784078278656'],1594053784078278656,
931361748719824897,"RT @KamilleXX: So lucky to have a loving big sister. It’s like having a best friend for life who gives you mum energy, truly never judged y…",2022-11-19T17:03:39.000Z,en,['1594013545238528000'],1594013545238528000,
931361748719824897,RT @copy3456: #萬華蚊子 #c2m蚊蚊 🇦🇷#阿根廷足球寶貝「❤️就喜歡在哥哥上面搖，哥哥也把我檯起來幹穴，加雙頭龍震動雙叉幹屁眼😘😘」 https://t.co/trMQLBPitz,2022-11-19T14:38:56.000Z,zh,['1593977126105276416'],1593977126105276416,
931361748719824897,"RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  What is adhere to? Is day, and one day, you tell yourself, insist again one day. https…",2022-11-19T13:41:17.000Z,en,['1593962619886800897'],1593962619886800897,
931361748719824897,"RT @beijingspa2: The dream is light, and the beautiful scenery on a beautiful day is in [Flower Charm], which coincides with the midsummer.…",2022-11-19T12:22:01.000Z,en,['1593942669830619136'],1593942669830619136,
931361748719824897,"RT @daPang70456438: You just have to be happy. If you are, everything else will fall into place.#塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 https://t.c…",2022-11-19T10:14:15.000Z,en,['1593910518233931777'],1593910518233931777,
931361748719824897,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  You never lose by loving. You always lose by…,2022-11-19T09:19:34.000Z,en,['1593896758098427905'],1593896758098427905,
931361748719824897,"RT @thekubieth: 🎁 AMAZING AIRDROP GIVEAWAY 🎁

🏆 2x Winner Ocat Batch NFT

This is airdrop of the fifth batch Ocat 🔥

To Join 🎫
1️⃣ RT + Lik…",2022-11-19T05:32:16.000Z,en,['1593839554380849152'],1593839554380849152,
931361748719824897,"RT @GitwaiJunior: BREAKING: Elon Musk just let Andrew Tate back on Twitter
#上海线下    #上海同城 https://t.co/cOjxy8z2YM",2022-11-19T04:04:48.000Z,en,['1593817541020991488'],1593817541020991488,
931361748719824897,RT @ZoeJoe53728730: And  i  make love？ #裸聊  #视频裸聊 #反差婊 #婊子 #母狗 https://t.co/LQypclLUCH,2022-11-19T02:39:13.000Z,en,['1593796005312749569'],1593796005312749569,
931361748719824897,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 5x WL

Join the underground 🦾

1️⃣ RT + Like
2️⃣ Follow me &amp; @Machina_NFT 
3️⃣ Tag frens
4️⃣ Joi…",2022-11-18T23:16:16.000Z,en,['1593744929582465024'],1593744929582465024,
931361748719824897,"RT @RealAlakai: ETAProjects Presents: Live in the Lab - 
YOU’LL BE ALRIGHT 💎

Now available on my Youtube Channel! https://t.co/GBMnaIh02y",2022-11-18T18:57:10.000Z,en,['1593679728086749185'],1593679728086749185,
931361748719824897,"RT @ForeverBurn_BSC: Operation Phoenix is 10 #NFTs away 

$FBURN about to make history rising while everything else is down 

Stay tuned fo…",2022-11-18T14:38:25.000Z,en,['1593614611604971520'],1593614611604971520,
931361748719824897,"RT @realJohnACastro: Stay calm. If it was Russia, we should retaliate. But some analysts have said the missile debris were from the Ukraini…",2022-11-18T10:35:58.000Z,en,['1593553594615316480'],1593553594615316480,
931361748719824897,"RT @LeayDoDee: ขอบคุณทุกกระแสตอบรับจากแฟนๆชาว #ดุงจัง ที่ทำให้ #JoongDunkFMinPP SOLD OUT ภายใน 15 นาที!

ใครมีบัตรอยู่ในมือ เตรียมตัวให้พร้…",2022-11-18T09:10:01.000Z,th,['1593531964925136896'],1593531964925136896,
931361748719824897,"RT @RealAlakai: ETAProjects Presents: Live in the Lab - 
ALL WE EVER SHARED 💎

Now available on my Youtube Channel! https://t.co/WzdXnneaHb",2022-11-18T08:17:42.000Z,en,['1593518798509813760'],1593518798509813760,
931361748719824897,"RT @daPang70456438: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  As long as it is a comedy, I’d rather cry during the process. https://t.co/QUWYDZYoc2",2022-11-18T06:05:55.000Z,en,['1593485633556725763'],1593485633556725763,
931361748719824897,RT @VerronHaynes: Definitely one of my favorites. Great insight. @mrsdegensoul #DaFam # https://t.co/Ltt8HV9EoT,2022-11-18T02:22:31.000Z,en,['1593429412745252864'],1593429412745252864,
931361748719824897,"RT @moneymaverick: BOMB PLAY TODAY!!!

RETWEET THIS AND WE WILL RANDOMLY PICK 1 PERSONTO GET IT FREE!!

#GOOOOO
#BOMBPLAY

https://t.co/T76…",2022-11-17T23:38:12.000Z,en,['1593388063618904064'],1593388063618904064,
931361748719824897,"RT @liga09117882: Hello everyone in hotel now
https://t.co/gOxdjpbaIe
#massge_in_hawally
#massage_in_salmiya
كل ما هو متاح الآن يترجم بشكل…",2022-11-17T19:40:03.000Z,und,['1593328128755060737'],1593328128755060737,
931361748719824897,RT @PrinceZombieTV: Second backing for this awesome company. Wallet hurts a little but Christmas will be a bit sweeter this year @AYANEO__…,2022-11-17T17:50:33.000Z,en,['1593300574006497281'],1593300574006497281,
931361748719824897,"RT @LeayDoDee: ❗️พรุ่งนี้เปิดขายบัตร แล้วน้า~❗️

ซื้อบัตรพร้อมกัน ศุกร์ที่ 18 พ.ย. เวลา 10:00 น. เป็นต้นไป(เวลาประเทศไทย)
 ที่ 👉https://t.c…",2022-11-17T16:00:16.000Z,th,['1593272818103246848'],1593272818103246848,
931361748719824897,RT @qingdaospa1: fdezrsf,2022-11-17T14:06:40.000Z,da,['1593244233217232902'],1593244233217232902,
931361748719824897,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  Age wrinkles the body. Quitting wrinkles the…,2022-11-17T12:45:37.000Z,en,['1593223835095924736'],1593223835095924736,
931361748719824897,"RT @cum_shiba: NEW TOKEN SHIBACUM IS HERE!!

I would like to inform you about our new SHIBACUM

Be the first to buy as soon as possible thr…",2022-11-17T11:27:18.000Z,en,['1593204123528093696'],1593204123528093696,
931361748719824897,"RT @kindtoken_io: 2/ Kindness Kampaigns
As a holder of the $Kind token, you can start a fundraiser at anytime (aka Kindness Kampaign) 
👉 Re…",2022-11-17T07:47:28.000Z,en,['1593148804013826048'],1593148804013826048,
931361748719824897,RT @kaiyun830: #足球 #盘口 #开云体育 #2022塔卡尔世界杯开幕式  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   Acting as if nothing borne in mind is the best…,2022-11-17T04:48:21.000Z,en,['1593103725140254722'],1593103725140254722,
931361748719824897,"RT @NcraftsC: Design Cut Basswood Quality Crafted Earrings
https://t.co/At7TyWsltd
##woodcrafted #woodcraftstudio #earrings #earrings  #ear…",2022-11-17T03:49:42.000Z,en,['1593088967653531648'],1593088967653531648,
931361748719824897,"RT @RVsmtown: 레드벨벳 Red Velvet 'The ReVe Festival 2022 - Birthday' - ODD RECIPE IRENE

🎧 2022.11.28. 6PM KST

#The_ReVe_Festival_2022
#Birth…",2022-11-17T02:01:01.000Z,en,['1593061613879410689'],1593061613879410689,
931361748719824897,"RT @robinholdings: Short-term interest rates increased rapidly in 2022. This makes loans and lines of credit with variable interest rates,…",2022-11-16T20:07:50.000Z,en,['1592972732798537736'],1592972732798537736,
931361748719824897,"RT @robinholdings: The best way to withstand a bout of financial hardship, is to budget for it in advance.

#Inflation #Economy #Finance #E…",2022-11-16T16:20:29.000Z,en,['1592915520042721280'],1592915520042721280,
931361748719824897,"RT @AssetMantle: ▬▬▬.◙.▬▬▬
═▂▄▄▓▄▄▂ 
◢◤ █▀▀████▄▄▄▄◢◤ 
█▄ █ █▄ ███▀▀▀▀▀▀▀
◥█████◤
══╩══╩═
╬═╬
╬═╬
╬═╬
╬═╬ 
╬═╬   Just dropped down to say
╬…",2022-11-16T12:44:18.000Z,en,['1592861116698628098'],1592861116698628098,
931361748719824897,"RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Do not have to who give sunshine, is our own sun https://t.co/yQ98yOkKvA",2022-11-16T08:53:59.000Z,en,['1592803152830820352'],1592803152830820352,
931361748719824897,"RT @adingbaby789: #萬華蚊子 #c2m蚊蚊 #自慰到恍神連續潮吹還有滿滿白液淫水流出💦
🔥11/20群組會抽兩名免料，
順便提醒大家世足⚽️開打後11/22抽阿根廷與沙烏地阿拉伯幹蚊免料喔🔥 https://t.co/0blROVX96K",2022-11-16T07:32:46.000Z,zh,['1592782715551727617'],1592782715551727617,
931361748719824897,"RT @ardysboy_19: @mamalaunchpad @BTannadi My original entry sir, creativity drawing on cake, I worked hard to make this, hope you like my w…",2022-11-16T02:39:15.000Z,en,['1592708850091556865'],1592708850091556865,
931361748719824897,RT @daPang70456438: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  There are so many beautiful reasons to be happy. https://t.co/BWqgUXj8Qg,2022-11-16T01:17:27.000Z,en,['1592688265416433664'],1592688265416433664,
931361748719824897,"RT @novels_books: في القدر مفترقاتٌ لا نملك التعرُّف بها لحظة ظهورها. ولكن إن عاش المرء طويلًا بقدر ما عشتُ أنا، تمكن من رؤيتها بوضوح

هناك…",2022-11-15T20:21:59.000Z,ar,['1592613907369263108'],1592613907369263108,
931361748719824897,"RT @popular_domains: BLOCKCHAIN NFT's on @OpenSea
 
Thank you for stopping by! Invest in 15x - 100x Projects

https://t.co/6y8rxM8cjD

#NFT…",2022-11-15T17:50:05.000Z,en,['1592575682076631041'],1592575682076631041,
931361748719824897,"RT @golteum: Our $10,000 Private Sale Airdrop is live! To enter, follow the link below to sign up for our waitlist. Earn additional entries…",2022-11-15T16:24:55.000Z,en,['1592554248356892672'],1592554248356892672,
931361748719824897,"RT @cripco_official: 🟣 GM

Solana #NFT's are really cOOl 🌊🧸 https://t.co/zIUU5yhl6v",2022-11-15T14:33:39.000Z,en,['1592526245757353984'],1592526245757353984,
931361748719824897,RT @kaiyun830: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  There are so many beautiful reasons to be happy. https://t.co/WiMBIQJsLW,2022-11-15T12:26:58.000Z,en,['1592494364730982401'],1592494364730982401,
931361748719824897,"RT @nj_ayuk: I am pleased to announce the upcoming release of my book, A Just Transition: Making Energy Poverty History with All Natural Re…",2022-11-15T10:21:27.000Z,en,['1592462778874613760'],1592462778874613760,
931361748719824897,RT @daPang70456438: A man is not old until regrets take the place of dreams.#足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双…,2022-11-15T08:58:03.000Z,en,['1592441789826277376'],1592441789826277376,
931361748719824897,"RT @Miguellaress: Listen to my new song 💕✨🥺 
Blue eyes 💕✨ https://t.co/iXuLFEYK6N",2022-11-15T06:30:58.000Z,en,['1592404773692592134'],1592404773692592134,
931361748719824897,"RT @miyao98344724: sHonitoringe🐻🐻🐻🐻🐻
​
#迷药 #学生 #迷玩 #萝莉 #三件套 #听话水 #迷药 #舔奶 #调教 #春药 #催情药 #颜射 #口爆 #校花 #福利 #性生活 #学校 #人妻婊 #力水 #喷射 #大奶 #嫩b #奶子 #鸡巴…",2022-11-15T03:23:35.000Z,en,['1592357617384697856'],1592357617384697856,
931361748719824897,"RT @cramercoin: The @FTX_Official @SBF_FTX @carolinecapital saga, abridged version.

Goodnight, sweet caroline. I hope they have beanbags f…",2022-11-15T02:05:28.000Z,en,['1592337959319404545'],1592337959319404545,
931361748719824897,RT @Weed_Genics: 🗞️This week in #CannabisNews: Global Alliance for Cannabis Commerce Discusses Federal and State Cannabis Policy Ahead of C…,2022-11-14T21:10:50.000Z,en,['1592263812908199938'],1592263812908199938,"{'copyright': False, 'country_codes': ['AE']}"
931361748719824897,"RT @Phi_Boutique: Want to join the #sustainablefashion movement ? Try our 100% recycled t-shirt.

Get now: https://t.co/tNSVgCv2Or

#recycl…",2022-11-14T18:03:36.000Z,en,['1592216692914098176'],1592216692914098176,
931361748719824897,RT @Sndmbaobao: 飞机又晚点了   等下有人约嘛 https://t.co/0SWxD0Gu5i,2022-11-14T16:20:09.000Z,zh,['1592190659183620096'],1592190659183620096,
931361748719824897,"RT @Babatoni10: 🇹🇷Kazananların ve Winnerların adresi #Marsbahis’e davetlisin

✅https://t.co/KYGL8X4GjV

#MarsBet https://t.co/H3gmwZhwrn",2022-11-14T13:23:38.000Z,tr,['1592146238232793089'],1592146238232793089,
931361748719824897,"RT @transition57: 🏆 Competition Alert 🏆

Prize 🎁
- 20x NFT’s 
- 10x Rental Licenses 

To Enter👇
1️⃣ Follow @Millionairemog &amp; @millionairemo…",2022-11-14T11:02:54.000Z,en,['1592110823127687168'],1592110823127687168,
