text,lang,id,author_id,edit_history_tweet_ids,created_at,geo
"@GaRepublicans ⚠️IMAGINE SUPPORTING A MAN LIKE THIS FOR THE U.S. SENATE❗️CAN YOU IMAGINE❓  ""...pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.”https://t.co/sAGMs9M57O",en,1595142760562298882,454939194,['1595142760562298882'],2022-11-22T19:50:45.000Z,
"@patriottakes ⚠️@HerschelWalker IS GEORGIA'S REPUBLICAN CANDIDATE FOR U.S. SENATE⚠️""...pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.”https://t.co/sAGMs9M57O",en,1595141597746065409,454939194,['1595141597746065409'],2022-11-22T19:46:07.000Z,
"@TeamHerschel ⚠️@HerschelWalker IS GEORGIA'S REPUBLICAN CANDIDATE FOR U.S. SENATE⚠️""...pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.” https://t.co/sAGMs9M57O",en,1595141297987522560,454939194,['1595141297987522560'],2022-11-22T19:44:56.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa that is a GIF, Tabby,",en,1595137955219111941,454939194,['1595137955219111941'],2022-11-22T19:31:39.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa Your upset people you disagree with participated in democracy and you call them fascist? It seems someone doesn’t know the meaning of words, like democracy and fascist",en,1595137870137741312,454939194,['1595137870137741312'],2022-11-22T19:31:19.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa ""Hence you posted a propaganda."" https://t.co/5d0oPZmtOr",en,1595137645692485632,454939194,['1595137645692485632'],2022-11-22T19:30:25.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa Um ... ""Biden Campaign staff donates to organization"" is not the same as ""Biden bailed out people"".....   *maybe do some critical thinking, Tabitha.  ✌️",en,1595137481200242689,454939194,['1595137481200242689'],2022-11-22T19:29:46.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa Please tell us all what this has to do with your previous tweet: ""Your upset people you disagree with participated in democracy and you call them fascist? It seems someone doesn’t know the meaning of words, like democracy and fascist""",en,1595136976361250817,454939194,['1595136976361250817'],2022-11-22T19:27:46.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa Please tell us all what this has to do with your previous tweet: ""Your upset people you disagree with participated in democracy and you call them fascist? It seems someone doesn’t know the meaning of words, like democracy and fascist"" https://t.co/ixbdQPYBVf",en,1595136821046173696,454939194,['1595136821046173696'],2022-11-22T19:27:09.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa Please tell us all what this has to do with your previous tweet: ""Your upset people you disagree with participated in democracy and you call them fascist? It seems someone doesn’t know the meaning of words, like democracy and fascist"" https://t.co/HXm90Jfl8d",en,1595136346167070722,454939194,['1595136346167070722'],2022-11-22T19:25:15.000Z,
"@eddsmitty @NReveillee @HerschelWalker TO WIT: ""...one point during their marriage, her husband [ @HerschelWalker ] pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.” https://t.co/sAGMs9M57O",en,1595135930733842432,454939194,['1595135930733842432'],2022-11-22T19:23:36.000Z,
@ThatEricAlper https://t.co/6fM3pTPYXm,qme,1595135484711555072,454939194,['1595135484711555072'],2022-11-22T19:21:50.000Z,
"@tamaratjr @Twutter23873096 @gregkellyusa Aw.  Cool tweet, Tamara.  Please, tell us all about ""democracy"" and ""fascist(s)"".         Also, ""Supporters of former President Donald Trump stormed Congress on 6 January 2021 in a bid to thwart the certification of Joe Biden's election victory."" https://t.co/DSNlPsAkQo",en,1595135188048437248,454939194,['1595135188048437248'],2022-11-22T19:20:39.000Z,
"@IngrahamAngle This Thanksgiving, I am most shocked at the price of ""Supporters of former President Donald Trump stormed Congress on 6 January 2021 in a bid to thwart the certification of Joe Biden's election victory."" https://t.co/DSNlPsAkQo",en,1595134405613613057,454939194,['1595134405613613057'],2022-11-22T19:17:33.000Z,
"@NancyMace @TeamHerschel Imagine being proud to endorse @HerschelWalker ?   Can you imagine that?  👀""...pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.”https://t.co/sAGMs9M57O",en,1595132452884074497,454939194,['1595132452884074497'],2022-11-22T19:09:47.000Z,
"@EliseStefanik ""Jack Smith, a former war crimes prosecutor, was named special counsel by Attorney General Merrick Garland in a news conference.  He will lead inquiries into how Mr Trump handled classified documents and his alleged role in the Capitol riot.""https://t.co/kfleNtBvBy",en,1595130813544554501,454939194,['1595130813544554501'],2022-11-22T19:03:16.000Z,
@SenJohnKennedy @SenJohnKennedy represents the good people of the great state of #Louisiana in the U.S. Senate. https://t.co/BQtkDP78Gi https://t.co/QKTkNbmPoc,en,1595129645976145920,454939194,['1595129645976145920'],2022-11-22T18:58:38.000Z,
RT @TwitterLive: https://t.co/QGSkP8rVSP,zxx,1595128877969739776,454939194,['1595128877969739776'],2022-11-22T18:55:35.000Z,
@mattgaetz https://t.co/unlVf3KeWE,qme,1595117808274505728,454939194,['1595117808274505728'],2022-11-22T18:11:36.000Z,
"@IngrahamAngle 👀""Jack Smith, a former war crimes prosecutor, was named special counsel by Attorney General Merrick Garland in a news conference.
He will lead inquiries into how Mr Trump handled classified documents and his alleged role in the Capitol riot."" https://t.co/kfleNtBvBy",en,1595114256139444224,454939194,['1595114256139444224'],2022-11-22T17:57:29.000Z,
"@Jim_Jordan Oh?  Do tell, Congressman. https://t.co/GFhQBJajha",en,1595109366709243905,454939194,['1595109366709243905'],2022-11-22T17:38:03.000Z,
"RT @firefang78: @1980Dorothy @daniellex213 What kind of CEO, businessman, or mature person talks like this?  His tweets are something that…",en,1595082138512244738,454939194,['1595082138512244738'],2022-11-22T15:49:51.000Z,
@GOPChairwoman @HerschelWalker #TeamHerschel https://t.co/ohfnyu9k4b,qme,1595081916545376257,454939194,['1595081916545376257'],2022-11-22T15:48:58.000Z,
"@gregkellyusa 👀""Jack Smith, a former war crimes prosecutor, was named special counsel by Attorney General Merrick Garland in a news conference.
He will lead inquiries into how Mr Trump handled classified documents and his alleged role in the Capitol riot."" https://t.co/kfleNtBvBy",en,1595079894123577344,454939194,['1595079894123577344'],2022-11-22T15:40:56.000Z,
@Jim_Jordan https://t.co/FNXbF6Lllf,qme,1595079474189672451,454939194,['1595079474189672451'],2022-11-22T15:39:16.000Z,
"RT @Steve_Gallardo: All ballots counted and the results are available. Congratulations to @CaptMarkKelly, @katiehobbs, @Adrian_Fontes and @…",en,1595067378010042371,454939194,['1595067378010042371'],2022-11-22T14:51:12.000Z,
@RonFilipkowski https://t.co/eCsC19tseb,qme,1595066857085702146,454939194,['1595066857085702146'],2022-11-22T14:49:08.000Z,
"@RepMTG Cool story, Congresswoman. https://t.co/pl60ankZ4F",en,1595066515552100352,454939194,['1595066515552100352'],2022-11-22T14:47:46.000Z,
@Jim_Jordan https://t.co/mv5Y3U0lLY,qme,1595066092447203330,454939194,['1595066092447203330'],2022-11-22T14:46:05.000Z,
Unbelievable.     🇸🇦2️⃣   🇦🇷1️⃣  53:00,en,1595013583544483841,454939194,['1595013583544483841'],2022-11-22T11:17:26.000Z,{'place_id': '0019b30073d7f767'}
WOW!    🇸🇦1️⃣ 🇦🇷1️⃣ 48:00,und,1595012289861943296,454939194,['1595012289861943296'],2022-11-22T11:12:18.000Z,{'place_id': '0019b30073d7f767'}
"@ZaleskiLuke @RonFilipkowski “Marjorie Taylor Greene (Republican Party) is a member of the U.S. House, representing Georgia's 14th Congressional District. She assumed office on January 3, 2021.” https://t.co/CblLl8vy8D",en,1595007353664970755,454939194,['1595007353664970755'],2022-11-22T10:52:41.000Z,{'place_id': '0019b30073d7f767'}
@bankrollbob14 👀 https://t.co/biVPxEwhOM,und,1595005725448994816,454939194,['1595005725448994816'],2022-11-22T10:46:13.000Z,{'place_id': '0019b30073d7f767'}
"@ZaleskiLuke “Marjorie Taylor Greene called President Joe Biden “a piece of shit” in a video she posted on the far-right Twitter alternative, Gettr.
The video, which was not posted to Greene’s other social media accounts, such as Facebook, Twitter or even Telegram,…”https://t.co/OtTsZvxVDB",en,1595004599898865665,454939194,['1595004599898865665'],2022-11-22T10:41:45.000Z,{'place_id': '0019b30073d7f767'}
CORRECTION:  🇦🇷,en,1595001785965772801,454939194,['1595001785965772801'],2022-11-22T10:30:34.000Z,{'place_id': '0019b30073d7f767'}
🇦🇷🇦🇷,art,1595001350848679937,454939194,['1595001350848679937'],2022-11-22T10:28:50.000Z,{'place_id': '0019b30073d7f767'}
"RT @mmpadellan: It seems like since Elon Musk took over Twitter, he's encouraged legions of accounts to be their worst selves.

Where have…",en,1594868805104447488,454939194,['1594868805104447488'],2022-11-22T01:42:09.000Z,
@AmoneyResists #FIFA sucks. https://t.co/aQJx5nXUUd,en,1594864632740585473,454939194,['1594864632740585473'],2022-11-22T01:25:34.000Z,{'place_id': '0019b30073d7f767'}
@ACTBrigitte Neat story. https://t.co/1SAX0y8UaK,en,1594863833616637953,454939194,['1594863833616637953'],2022-11-22T01:22:23.000Z,{'place_id': '0019b30073d7f767'}
@Jim_Jordan https://t.co/owYhcHusLv,qme,1594744684395757568,454939194,['1594744684395757568'],2022-11-21T17:28:56.000Z,
"@patriottakes ⚠️@HerschelWalker IS GEORGIA'S REPUBLICAN CANDIDATE FOR U.S. SENATE⚠️""...pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.” https://t.co/sAGMs9Lxig",en,1594744288004407296,454939194,['1594744288004407296'],2022-11-21T17:27:21.000Z,
"@TeamHerschel @HerschelWalker @BrianKempGA ⚠️@HerschelWalker IS GEORGIA'S REPUBLICAN CANDIDATE FOR U.S. SENATE⚠️ ""...pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.” https://t.co/sAGMs9Lxig",en,1594743754992324610,454939194,['1594743754992324610'],2022-11-21T17:25:14.000Z,
"RT @USMNT: Plan accordingly, America. 🇺🇸

All matches on FOX + Telemundo 📺 https://t.co/7W1fN9xvIu",en,1594642337342590977,454939194,['1594642337342590977'],2022-11-21T10:42:14.000Z,
"RT @PitchWeb3: ⚽️ #FIFAWorldCup Match day 2: 

#England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 vs 🇮🇷 #Iran 
#Senegal 🇸🇳 vs 🇳🇱 #Netherlands
#USA  vs 🏴󠁧󠁢󠁷󠁬󠁳󠁿 #Wales 

Comme…",en,1594641592559730688,454939194,['1594641592559730688'],2022-11-21T10:39:17.000Z,
@Itsuki81K @UnitedSpaceCats This cat is definitely named “Quentin Tarentino”.,en,1594641116133048320,454939194,['1594641116133048320'],2022-11-21T10:37:23.000Z,{'place_id': '0019b30073d7f767'}
"@ScottPresler ⚠️ @HerschelWalker is GEORGIA’S REPUBLICAN CANDIDATE FOR U.S. SENATE⚠️ “…pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.” 🇺🇸 https://t.co/sAGMs9Lxig",en,1594640304086437889,454939194,['1594640304086437889'],2022-11-21T10:34:10.000Z,{'place_id': '0019b30073d7f767'}
"@ScottPresler @HerschelWalker ⚠️ @HerschelWalker IS GEORGIA’S REPUBLICAN CANDIDATE FOR U.S. SENATE⚠️ “…pointed a pistol at her head and said, “I’m going to blow your f’ing brains out.” She filed for divorce in 2001, citing “physically abusive and extremely threatening behavior.” https://t.co/sAGMs9Lxig",en,1594638478708457472,454939194,['1594638478708457472'],2022-11-21T10:26:54.000Z,{'place_id': '0019b30073d7f767'}
@ACTBrigitte ok. https://t.co/iE4oZhjnUy,und,1594637669165826048,454939194,['1594637669165826048'],2022-11-21T10:23:41.000Z,{'place_id': '0019b30073d7f767'}
@EricLyonsTV https://t.co/YRqyeaAWRc,qme,1594636036033970176,454939194,['1594636036033970176'],2022-11-21T10:17:12.000Z,{'place_id': '0019b30073d7f767'}
@ACTBrigitte “You lost.  Get over it” -2016 https://t.co/kaXFTXlGC6,en,1594635620793581569,454939194,['1594635620793581569'],2022-11-21T10:15:33.000Z,{'place_id': '0019b30073d7f767'}
"RT @RexHuppke: Dear Twitter advertisers and Republicans:

Please share your thoughts on the following post.

Thanks.

- Rex https://t.co/Pi…",en,1594634776358825989,454939194,['1594634776358825989'],2022-11-21T10:12:12.000Z,
@TFSF_ “The Free Speech Forum” . . . https://t.co/AT3shHfHI6,en,1594634048218996736,454939194,['1594634048218996736'],2022-11-21T10:09:18.000Z,{'place_id': '0019b30073d7f767'}
"@shay3322 @jgb00m @adownie Beat me to it.   Since THAT is claimed, I’ll take “Worms”, I guess https://t.co/dIpbDofycC",en,1594633351171801089,454939194,['1594633351171801089'],2022-11-21T10:06:32.000Z,{'place_id': '0019b30073d7f767'}
@jgb00m “Bit with a mad dog” https://t.co/6wLcZoZnyo,en,1594632794608738304,454939194,['1594632794608738304'],2022-11-21T10:04:19.000Z,{'place_id': '0019b30073d7f767'}
@LawrenceForbe16 @AbrahamHamadeh Good read. Thank you for adding this to the discussion. 👍🏼 https://t.co/DO6t3QBBjc,en,1594631644304097280,454939194,['1594631644304097280'],2022-11-21T09:59:45.000Z,{'place_id': '0019b30073d7f767'}
RT @LawrenceForbe16: @AbrahamHamadeh https://t.co/6En0iPkuAX,qme,1594631410668769281,454939194,['1594631410668769281'],2022-11-21T09:58:49.000Z,
"RT @OwlAthletics: Vote for Dale!
https://t.co/0Co885XlTp",en,1594512473670959104,454939194,['1594512473670959104'],2022-11-21T02:06:12.000Z,
@BaddCompani @cmodowd TO WIT: “Supporters of former President Donald Trump stormed Congress on 6 January 2021 in a bid to thwart the certification of Joe Biden's election victory.” https://t.co/dzZqPHwZc6,en,1594492376474689539,454939194,['1594492376474689539'],2022-11-21T00:46:21.000Z,{'place_id': '0019b30073d7f767'}
RT @_midori_me_: @ellskc @NoContextBrits “Several” back then meant more like “various.”  So various accidents causing death.,en,1594482709052653569,454939194,['1594482709052653569'],2022-11-21T00:07:56.000Z,
RT @KEITHB2_: 🦉!!! https://t.co/VVasYAzyaQ,und,1594481917206097920,454939194,['1594481917206097920'],2022-11-21T00:04:47.000Z,
"RT @TonyPannWBAL: After a chilly day, it will likely end up being the coldest night of the season so far! Temps may drop into the Teens in…",en,1594481760406237185,454939194,['1594481760406237185'],2022-11-21T00:04:10.000Z,
@AmoneyResists TO WIT: “…Kushner created his investment firm the day after Trump left the White House in January 2021 and the Saudi government gave it the $2 billion six months later.” https://t.co/N1NJLLHYDS,en,1594481726578823168,454939194,['1594481726578823168'],2022-11-21T00:04:02.000Z,{'place_id': '0019b30073d7f767'}
@Pickswise https://t.co/EVTh3xrseD,qme,1594481141893005318,454939194,['1594481141893005318'],2022-11-21T00:01:42.000Z,{'place_id': '0019b30073d7f767'}
"RT @3forsixxx: great team win, 260+ and 3tds onna ground! @CoachSpeedy1 https://t.co/fyN2TRtcSn",en,1594480941245911040,454939194,['1594480941245911040'],2022-11-21T00:00:55.000Z,
RT @MollyJongFast: It’s basically just 4chan now https://t.co/mytYD8J7gJ,en,1594480549007081472,454939194,['1594480549007081472'],2022-11-20T23:59:21.000Z,
@Reuters @Reuters https://t.co/n7jpiyRTeV,qme,1594480150607196161,454939194,['1594480150607196161'],2022-11-20T23:57:46.000Z,{'place_id': '0019b30073d7f767'}
"RT @JustinWeather: 🏆 🌡 🥶 RECORD COLD
We DID IT! 
Well it was BWI… the weather station reached 38°F at 3:31 PM tying the COLDEST Nov 20th hi…",en,1594479131512770561,454939194,['1594479131512770561'],2022-11-20T23:53:43.000Z,
RT @jimrosecircus1: Robert DuGrenier has been making glass crab shells for more than 15 years. You can actually see what a hermit crab does…,en,1594455410785804295,454939194,['1594455410785804295'],2022-11-20T22:19:28.000Z,
"RT @OwlAthletics: Watch “#4: Dundalk WR Kamari Brathwaite catches game’s only TD” on #Vimeo https://t.co/sHl792Ccir 

Play of the year!  Vo…",en,1594440674656473089,454939194,['1594440674656473089'],2022-11-20T21:20:54.000Z,
"RT @runSue19: Philadelphia you hold a special place in my heart.  Thanks for the run. Until next time. 🔔❤️🏃‍♀️🍻
#loveyourrun #teamultra #ma…",en,1594436197924970499,454939194,['1594436197924970499'],2022-11-20T21:03:07.000Z,
"UPDATE:  He got up and the Ravens scored!    Now, he is back. https://t.co/E507jGnIVS",en,1594434259334619136,454939194,['1594434259334619136'],2022-11-20T20:55:25.000Z,{'place_id': '0019b30073d7f767'}
He’s not missing much of a game here. https://t.co/Ni8x5clKIQ,en,1594428722228215809,454939194,['1594428722228215809'],2022-11-20T20:33:25.000Z,{'place_id': 'c0b8e8dc81930292'}
@MollyJongFast https://t.co/yPRNfKVVDt,qme,1594381234817204225,454939194,['1594381234817204225'],2022-11-20T17:24:43.000Z,{'place_id': '0019b30073d7f767'}
@kande202 I am hopeful.   This may be the best group of players we’ve ever had. https://t.co/LKDVRYZ5di,en,1594380524314890243,454939194,['1594380524314890243'],2022-11-20T17:21:53.000Z,{'place_id': '0019b30073d7f767'}
"RT @RBReich: Do I have this right.. the same people spouting “vox populi, vox dei” don’t believe the president should be elected via a popu…",en,1594368011003375616,454939194,['1594368011003375616'],2022-11-20T16:32:10.000Z,
#QATECU               $2 😳 https://t.co/PvssZgA1T8,und,1594358170754945025,454939194,['1594358170754945025'],2022-11-20T15:53:04.000Z,
@laurenboebert https://t.co/pB407YN0FT,qme,1594356333976748037,454939194,['1594356333976748037'],2022-11-20T15:45:46.000Z,{'place_id': '0019b30073d7f767'}
"RT @si_soccer: The XIs are out for the opening match of the #FIFAWorldCup! Qatar and Ecuador kick off at 11 a.m. ET

https://t.co/m8sstyzxg8",en,1594347706587160576,454939194,['1594347706587160576'],2022-11-20T15:11:29.000Z,
RT @AP: FIFA president Gianni Infantino lectured Europeans for criticizing Qatar’s human rights record and defended the World Cup host coun…,en,1594347157787934721,454939194,['1594347157787934721'],2022-11-20T15:09:18.000Z,
RT @AP: Qatar is preparing to open the Middle East’s first FIFA World Cup before global leaders and fans now pouring into this energy-rich…,en,1594347117887524865,454939194,['1594347117887524865'],2022-11-20T15:09:09.000Z,
RT @TonyPannWBAL: Since it's World Cup Soccer season: Thanksgiving Weekend Storm? Right now it's the Canadians and Europeans vs the USA! Th…,en,1594345716377337858,454939194,['1594345716377337858'],2022-11-20T15:03:34.000Z,
"RT @AdictosMx: El lado oscuro de la Copa del Mundo en Qatar. 
⚽️🇶🇦🏆👀 https://t.co/vzH7WCYk8W",es,1594342639771742209,454939194,['1594342639771742209'],2022-11-20T14:51:21.000Z,
🇶🇦 v 🇬🇶 https://t.co/dVzeT9imLi,und,1594338234846580736,454939194,['1594338234846580736'],2022-11-20T14:33:51.000Z,{'place_id': '0019b30073d7f767'}
"RT @TonyPannWBAL: Not only did Lake Erie produce 6 feet of snow in some areas, but a small asteroid burned up just before impact on the Can…",en,1594327445636775937,454939194,['1594327445636775937'],2022-11-20T13:50:58.000Z,
@MollyJongFast TO WIT “Supporters of former President Donald Trump stormed Congress on 6 January 2021 in a bid to thwart the certification of Joe Biden's election victory.” https://t.co/dzZqPHwZc6,en,1594318764325175296,454939194,['1594318764325175296'],2022-11-20T13:16:29.000Z,{'place_id': '0019b30073d7f767'}
RT @AmoneyResists: These two tweets were issued 22 days apart. This guy’s word is as worthless as he is. And it’s another reason advertiser…,en,1594278421416316930,454939194,['1594278421416316930'],2022-11-20T10:36:10.000Z,
@altNOAA 👀 “…Kushner created his investment firm the day after Trump left the White House in January 2021 and the Saudi government gave it the $2 billion six months later.” https://t.co/N1NJLM07S0,en,1594275165051170817,454939194,['1594275165051170817'],2022-11-20T10:23:14.000Z,{'place_id': '0019b30073d7f767'}
"RT @donwinslow: Twitter is a very special place. It's a community. 

It is a place where your voice can be heard and your voice matters. I…",en,1594273580761628672,454939194,['1594273580761628672'],2022-11-20T10:16:56.000Z,
@SunTzuTech @Sophia_Nyx https://t.co/qRiWB3ubD4,qme,1594273309264420864,454939194,['1594273309264420864'],2022-11-20T10:15:51.000Z,{'place_id': '0019b30073d7f767'}
