created_at,geo,id,author_id,lang,text,edit_history_tweet_ids
2022-11-08T02:24:44.000Z,{'place_id': 'd66ca907ceb62690'},1589806094062583808,58628774,en,"Everald, as a young man, did you ever mention this insurmountable obstacle to one Edward Seaga? https://t.co/2SwLzj88hK",['1589806094062583808']
2022-11-07T00:49:30.000Z,{'place_id': 'd66ca907ceb62690'},1589419737934888960,58628774,en,"Bet you didn't know Kentucky Fried Chicken had a poor relative. Things didn't work out for him after school, so he took to..., well, you can see it. [Gordon Town Square, St Andrew] https://t.co/WExk5hlOpz",['1589419737934888960']
2022-11-05T19:29:42.000Z,{'place_id': 'd66ca907ceb62690'},1588976872800780288,58628774,en,"@rickomargen This is why regular people should ask questions respectfully of intellectuals.

A sensible person recommends only what a policy-maker can be change. Makes no sense to ""recommend"" a market outcome. And the wage level in the country is an outcome.",['1588976872800780288']
2022-11-05T15:50:35.000Z,{'place_id': 'd66ca907ceb62690'},1588921728193167360,58628774,en,"@RTRowe The author of the article doesn't understand what he's observing. The phenomenon is a result of too many jobs for too few workers. Clearly a good thing.

Because of his misunderstanding, the first sentence is nonsensical. To begin with, it should be ""Because of"" not ""Despite"".",['1588921728193167360']
2022-11-05T13:35:00.000Z,,1588887607278288896,58628774,en,"Workers are jumping from company to company because companies are competing fiercly for scarce labour. This is how record low unemployment is manifest. Or, effectively, ""full employment"".

Jamaica needs a more facilitative labour immigration policy so as not to constrain growth. https://t.co/h1PzqPRkrm",['1588887607278288896']
2022-11-04T23:58:27.000Z,{'place_id': 'd66ca907ceb62690'},1588682116681805824,58628774,en,Follow up: Visited Fish Pot again and asked how much for the box of fish nuggets pictured with the $690 price. The response? They do not sell a box with that many fish nuggets at all. That menu item pictured does not exist. The sole purpose of the picture is to fool the customer. https://t.co/U1aKLjoGdE,['1588682116681805824']
2022-11-04T12:38:58.000Z,,1588511117319737347,58628774,en,"Ahem. Women make up as much as 40% of all journalists but only 11% of those killed. And you conclude that it is the WOMEN who are being TARGETED?

Try saying this out loud: If the data contradicts a false narrative you really want to propagate, then DON'T PRESENT THE DATA. https://t.co/H1iM8Gviz8",['1588511117319737347']
2022-11-03T13:19:20.000Z,{'place_id': 'd66ca907ceb62690'},1588158891040247809,58628774,en,Several roads in Kingston that are without any street name sign at all are complaining quietly about manifest unfairness in the distribution of such signs. But they're not calling any road names.  #StreetJustice #AvenuesForEquality #RoadCode https://t.co/6rDRJNxNRD,['1588158891040247809']
2022-11-02T12:31:00.000Z,,1587784337335848960,58628774,en,"This is deceptive. The picture implies that you're getting what looks like at least a dozen fish nuggets for the price shown beside it, $690. Actually, you get only six for that price. In that case, they should show a box with only six! Fishy. [Fish Pot, Sovereign Centre] https://t.co/XZahr5xvpf",['1587784337335848960']
2022-11-01T18:40:56.000Z,,1587515047688953863,58628774,en,RT @keenanfalconer: The goods (visible trade) account is only one of many in the entire balance of payments. So trade deficit is balanced b…,['1587515047688953863']
2022-11-01T14:15:36.000Z,{'place_id': 'd66ca907ceb62690'},1587448274029608964,58628774,und,@graphsareprty Yes.,['1587448274029608964']
2022-11-01T14:15:15.000Z,{'place_id': 'd66ca907ceb62690'},1587448185148121088,58628774,en,"@dennisgjones @Petchary @RecyclingJA @dmccaulay @BostonGlobe @thereselmm American data and experience, which I keep being quoted, is not relevant to Jamaica. All of Jamaica's collected plastic is recycled.",['1587448185148121088']
2022-11-01T14:13:19.000Z,{'place_id': 'd66ca907ceb62690'},1587447698868776960,58628774,en,Comparing only goods exports to goods imports (a large deficit) leads to erroneous conclusions about the country's economic performance. Total FX inflows and outflows are roughly equal (the magic of a flexible exch rate) as earnings exceed expenditure for the other categories. https://t.co/VcywfOCpGx,['1587447698868776960']
2022-10-31T17:34:06.000Z,,1587135839464820736,58628774,en,RT @MalawiUNICEF: Does social cash transfer lead to dependency? Research actually shows that it leads to reduction in casual wage labour &amp;…,['1587135839464820736']
2022-10-31T12:03:31.000Z,{'place_id': 'd66ca907ceb62690'},1587052644530528256,58628774,en,"Business pro tip: If you add the add the word ""gourmet"", you can charge three times the price for a commodity food product. https://t.co/HeDE20LjXa",['1587052644530528256']
2022-10-30T00:38:30.000Z,{'place_id': 'd66ca907ceb62690'},1586517867779878912,58628774,en,"Well, well. I didn't even know this existed. I'd like to buy some, please. https://t.co/1gk7hiA8uz",['1586517867779878912']
2022-10-28T20:09:03.000Z,{'place_id': 'd66ca907ceb62690'},1586087672870674432,58628774,en,"As Prime Minister, Liz Truss ""ignored the stark warnings from economists"" [The Guardian], deriding it as ""abacus economics"" and ""textbook economics"". The actual economy, unsurprisingly, obeyed the textbook. https://t.co/PxNBcvUgyi",['1586087672870674432']
2022-10-27T13:38:50.000Z,{'place_id': 'd66ca907ceb62690'},1585627081613910021,58628774,en,"100% of RPJ's collected plastic is recycled.

New plastic is ""cheaper"" only if you ignore the massive environmental damage. (#MissingThePoint) https://t.co/ORzByZqJmW",['1585627081613910021']
2022-10-27T12:35:00.000Z,,1585611017052094464,58628774,en,"Q: Do economists shy away from the environment?

A: Economics is about exposing decision-makers to the real costs and benefits of their actions. So economists want you to include environmental costs in economic decisions.

https://t.co/1ZWrFskzqB",['1585611017052094464']
2022-10-27T12:34:00.000Z,,1585610765322653697,58628774,en,"Over the last 5 months, the inflation rate, which a year ago had busted out of its target range of 4-6%, has started to moderate. This is due to more favourable global circumstances as well as the aggresive policy rate hikes of central banks around the world, including Jamaica's. https://t.co/GukOeCBiLe",['1585610765322653697']
2022-10-26T12:33:00.000Z,,1585248125756661761,58628774,en,"No, it didn't. https://t.co/rM8gTLpqVt",['1585248125756661761']
2022-10-25T12:32:25.000Z,{'place_id': 'd66ca907ceb62690'},1584885591778656257,58628774,en,"Walking man, who has been confined for the last decade, has escaped thru a breach in his circular cell. He's of very dark complexion and approximately 9 inches tall. Last seen in the vicinity of Lakes Pen, St Catherine. https://t.co/qYYiFADwZW",['1584885591778656257']
2022-10-24T12:32:00.000Z,,1584523098476359680,58628774,en,"Whew! Good thing it says ""this way"", otherwise, everyone would surely be wondering what the arrow was pointing to. 🙄 https://t.co/PnmpN0JMbl",['1584523098476359680']
2022-10-23T15:03:21.000Z,{'place_id': 'd66ca907ceb62690'},1584198801791025152,58628774,en,"Investment in education required MORE resources to go into it, whereas making it free actually resulted in LESS resources available to schools since the govt could not sustainably afford to replace the loss of private tuition.

Free had a benefit but more resources wasn't one. https://t.co/DSVcOfS741",['1584198801791025152']
2022-10-23T13:49:07.000Z,{'place_id': 'd66ca907ceb62690'},1584180120331296768,58628774,en,@suezeecue This is profound and brilliant.,['1584180120331296768']
2022-10-23T10:32:47.000Z,,1584130711266594816,58628774,en,RT @glassmanamanda: We’ve just added @DamienWKing to this excellent set of speakers on challenges facing #LatinAmerica &amp; #Caribbean and rol…,['1584130711266594816']
2022-10-22T13:43:19.000Z,{'place_id': 'd66ca907ceb62690'},1583816271237304320,58628774,en,"The trade imbalance has nothing to do with Jamaica being poor. It's a market determined exchange rate so FX inflows are equal to outflows.

Jamaica is poor because for decades govts ran fiscal deficits and invested insufficiently in education, infrastructure, and security. https://t.co/ZnR5PGkZTM",['1583816271237304320']
2022-10-21T18:16:53.000Z,{'place_id': 'd66ca907ceb62690'},1583522730208817152,58628774,en,"'Not only do I not want your covid germs, I don't even want to see your ugly face.' [Sizzlin' Grill, Sovereign Centre, Kingston] https://t.co/a98TNBQ2H5",['1583522730208817152']
2022-10-20T13:15:00.000Z,,1583084367793922048,58628774,en,"""The [US] dollar has [appreciated] by around 20% over the past year against a basket of global currencies."" Since the Ja. currency has maintained its parity with the US$ over that time, then it too has appreciated against the other major world currencies. https://t.co/nn8ccMaMaF",['1583084367793922048']
2022-10-20T01:48:58.000Z,{'place_id': 'd66ca907ceb62690'},1582911723245228032,58628774,en,"@kevinobriencha1 You misunderstand so often, I wonder if it's a reading problem.

The question is not whether BOJ should have raised rates at all (yes, for the reason you quoted from me) but whether the extent of the increases are ""excessive"" (I don't know since I've haven't done the math).",['1582911723245228032']
2022-10-20T00:45:37.000Z,{'place_id': 'd66ca907ceb62690'},1582895781303881729,58628774,en,Are the Bank of Jamaica's recent interest rate hikes to fight inflation excessive? How the hell would I know? But the same is true of all of the pundits who are criticizing it off the top of their heads. https://t.co/8hXXOKGTKo,['1582895781303881729']
2022-10-18T12:31:00.000Z,,1582348519322652673,58628774,en,"However, domesticated animals are all yours. 🤨. [Woodford to Holywell road] https://t.co/pQnepcSzOu",['1582348519322652673']
2022-10-17T17:38:26.000Z,{'place_id': 'd66ca907ceb62690'},1582063502000156672,58628774,en,"That opinion is based a view of financial inclusion having to be thru ""banks"", ie, thru our currently structured retail financial system based on commercial banks. Financial inclusion is achieved by allowing new kinds of suppliers geared towards the poor. https://t.co/GQJQ3zMJmv https://t.co/cb0dV9p67s",['1582063502000156672']
2022-10-16T14:02:00.000Z,,1581646644889542657,58628774,en,The rule of law is easily trampled underfoot on the way to the theatre of politics. https://t.co/KGviiNj4BV,['1581646644889542657']
2022-10-15T13:45:12.000Z,,1581280030147358721,58628774,en,"RT @ChinaEmbJA: 1/3 Guest speakers from various circles in #Jamaica, including Ms. Irena Cousins, President of the JCFA, @sandreafalconer,…",['1581280030147358721']
2022-10-15T02:12:18.000Z,{'place_id': 'd66ca907ceb62690'},1581105653841821696,58628774,en,One sure sign that there's a world cup coming up. https://t.co/hLHCPiAgXA,['1581105653841821696']
2022-10-13T12:32:00.000Z,,1580536831715823617,58628774,en,"Bahamas announces a plan to create shortages of chicken, eggs, bread. https://t.co/IZSbxJmdC2",['1580536831715823617']
2022-10-12T14:50:30.000Z,{'place_id': 'd66ca907ceb62690'},1580209300383084544,58628774,en,"They're following me on Twitter, then. https://t.co/k4V0Ib0Sgq",['1580209300383084544']
2022-10-12T12:35:00.000Z,,1580175198694920193,58628774,en,"Last month, when I attempted to renew my GK Insurance  online auto insurance policy, the portal asked me for two references.

This was a renewal! And I have been a customer of GK insurance for 30 years!

I refused.",['1580175198694920193']
2022-10-11T12:34:00.000Z,,1579812559275712512,58628774,en,"S&amp;P: ""Sovereign credit quality for the Latin American &amp; Caribbean region has declined over the last seven years.""

It is a considerable fiscal achievement, in that context, that of pandemic spending, &amp; skyrocketing global and local interest rates, for Ja to have a B+ debt rating. https://t.co/ada6oYkLpx",['1579812559275712512']
2022-10-11T12:32:36.000Z,{'place_id': 'd66ca907ceb62690'},1579812206430285824,58628774,en,"@876Yaad That is exactly my point. But we are not going to do a fleet-maintening order of 20 per year after that. We're going to wait till the 100 ah dem bruk down, the garbage is not being collected, and then place another big order for 100, with fanfare like it isn't a sign of neglect.",['1579812206430285824']
2022-10-10T22:40:00.000Z,,1579602676211503117,58628774,en,"The 1st rule of Jamaican twitter: every tweet, no matter how universal or mundane, will be used to make a partisan point.

""Good morning, twittersphere.""

""See, this is because our mornings have not been good under this govt so the suffering ppl desperately need better mornings."" https://t.co/Extu0kjuXC",['1579602676211503117']
2022-10-10T14:43:54.000Z,{'place_id': 'd66ca907ceb62690'},1579482864231809026,58628774,en,This is typical of management in the public sector. Little maintenance on a regular basis. And then a big re-equiping or renovation or refurbishment to make up for years of neglect. Rinse and repeat. Pick any area of public management. Why not 20 trucks per year every year? https://t.co/4fNiq3UKaE,['1579482864231809026']
2022-10-09T15:05:24.000Z,{'place_id': 'd66ca907ceb62690'},1579125883469561856,58628774,en,This should be fun when the fire breaks out. [Manchester Shopping Centre] https://t.co/G4gKEdsqJM,['1579125883469561856']
2022-10-08T10:47:42.000Z,{'place_id': 'd66ca907ceb62690'},1578698645808955394,58628774,en,@h_asq The area was in use. The ppl who came ahead of me were sitting there and I was directed to it.,['1578698645808955394']
2022-10-07T17:51:50.000Z,{'place_id': 'd66ca907ceb62690'},1578442994491228160,58628774,en,And then the exit doorway is blocked by a sign. And this is the actual exit doorway. The only one. I asked. https://t.co/UZq3GyYeCI https://t.co/WX6yavQRxR,['1578442994491228160']
2022-10-07T12:54:53.000Z,{'place_id': 'd66ca907ceb62690'},1578368262576156672,58628774,en,@876_zeus No security. You have to bend down low.,['1578368262576156672']
2022-10-07T12:48:22.000Z,{'place_id': 'd66ca907ceb62690'},1578366624981479424,58628774,en,"At the Constant Spring Tax Office, in order to get to the seating area (top left) reserved for SENIOR CITIZENS, they have to be limber enough to do the limbo under these ribbon barriers. https://t.co/bq6DhUquFm",['1578366624981479424']
2022-10-06T12:30:00.000Z,,1577999615017725955,58628774,en,"Everything happens for a reason.

But nowhere in that does it claim that it's for a good reason.",['1577999615017725955']
2022-10-05T12:35:00.000Z,,1577638483874684928,58628774,en,"""Let's just give those who are not here yet 10 more minutes to arrive.""

No! Do not disrespect the people who are punctual by asking them to waste their time so as to accommodate latecomers.",['1577638483874684928']
2022-10-04T12:34:00.000Z,,1577275844359204866,58628774,en,"In case anyone is wondering why most of the so-called ""indisciplined"" Jamaican drivers magically discover discipline once they pass thru the gates of the UWI campus, here's a hint. (A yellow curb means 'no parking'.) I bet you he won't ever try that at UWI again. #Enforcement https://t.co/mZlhO0cOOI",['1577275844359204866']
2022-10-03T12:32:00.000Z,,1576912952866717696,58628774,en,"So, what is the arrow good for? Am I to understand that, without the arrow, no one would know that the lottery agent is in the shop to which the sign is actually attached? Would people stand in front of the sign and wonder if the lottery agent was in the shop across the street? https://t.co/ZMZXIbcChT",['1576912952866717696']
2022-10-02T15:28:56.000Z,{'place_id': 'd66ca907ceb62690'},1576595091938217984,58628774,en,Courts!!! What the baxide are you doing? (And that's the polite version.) It's October 1st!!! It's not Christmas. You're ruining it. Let me try to get through to you. No es navidad. Ce n'est pas Noël. Akuwona uKhisimusi. यह क्रिसमस नहीं है. Ah nuh Chrismus. https://t.co/wTMkdoMKHv,['1576595091938217984']
2022-10-01T19:09:11.000Z,{'place_id': 'd66ca907ceb62690'},1576288132781465600,58628774,en,"@suett29 Happy to. ""Doing your job"" involves just meeting the requirements in the job description. Some teachers just go thru the syllabus. But think of your best teacher -- think of her interest, dedication, and imparting of motivation that went beyond her job description. Mek sense now?",['1576288132781465600']
2022-10-01T15:22:01.000Z,{'place_id': 'd66ca907ceb62690'},1576230963667165186,58628774,en,"This woman is a national hero -- Auditor General, Pamela Munro Ellis, with repetetive courage and diligence. https://t.co/pAP5GqFWhn",['1576230963667165186']
2022-09-30T13:36:51.000Z,{'place_id': 'd66ca907ceb62690'},1575842108291698688,58628774,en,"Another hike, to 6.5%, in the Bank of Jamaica benchmark interest rate which underlies interest rates at the retail level. The aim is to disincentivize borrowing and spending so as to reduce inflation. Bawl about either prices or interest rates rising, but not both. https://t.co/PV1NGLKnHf",['1575842108291698688']
2022-09-29T20:50:22.000Z,,1575588821642911744,58628774,en,"If you struggle with making decisions, this washroom in Bogota will paralyse you. You could be stuck standing there with your dirty hands for weeks. https://t.co/wjyNCRxFR9",['1575588821642911744']
2022-09-29T12:31:00.000Z,,1575463149955739648,58628774,en,A political party has made a costly promise while simultaneously indicating how it will be paid for. 👏 https://t.co/28hovDN7jF,['1575463149955739648']
2022-09-28T16:27:48.000Z,{'place_id': '0161be1b3f98d6c3'},1575160355034202115,58628774,en,That must be one important backpack! https://t.co/2v0krqNMKx,['1575160355034202115']
2022-09-27T23:28:50.000Z,{'place_id': '0161be1b3f98d6c3'},1574903924477370380,58628774,en,"In front of my hotel, in the middle of the city, is a scrimmage football (actually futsal) field. @MayorWilliamsJA, can we build some of these (especially in dense, inner city neighbourhoods)? It would be begin to reverse Kingston's long-standing failure to provide public spaces. https://t.co/z2lLsKkuOm",['1574903924477370380']
2022-09-27T16:35:22.000Z,{'place_id': '0161be1b3f98d6c3'},1574799869985832960,58628774,en,"No, I'm not about to have lunch at a rustic restaurant. I'm in Bogotá (at a trade show) looking at possible uses for recycled plastic, and so took a seat at a bench and table made entirely from recycled plastic ""wood"". Cool, eh? https://t.co/c9AvaW25dI",['1574799869985832960']
2022-09-26T21:10:41.000Z,{'place_id': '0161be1b3f98d6c3'},1574506771556708353,58628774,en,"For some reason, the police in Colombia are dressed like race car drivers. https://t.co/9CoWcmy0tm",['1574506771556708353']
2022-09-26T13:48:10.000Z,,1574395407240683520,58628774,en,RT @TheDiscFather: Superman Is Doing what https://t.co/HvgicJpjEg,['1574395407240683520']
2022-09-25T18:50:55.000Z,{'place_id': 'd66ca907ceb62690'},1574109209523761153,58628774,en,"People don't prefer ""foreign"" things. What consumers the world over demand is quality. But in many countries, that is mostly found with foreign brands. When a local brand delivers quality, it thrives. Witness the respective lines for Island Grill and Burger King at the airport. https://t.co/Ml0xHOtwpD",['1574109209523761153']
2022-09-25T14:55:09.000Z,{'place_id': 'd66ca907ceb62690'},1574049873812389897,58628774,en,"Much progress with recycling, but the effort is constrained by the difficulty of getting land to open more recycling depots. https://t.co/oAjdCnYCVe https://t.co/QuntkpwmRK",['1574049873812389897']
2022-09-23T21:39:37.000Z,{'place_id': 'd66ca907ceb62690'},1573426887019356171,58628774,en,"@DamionA28932922 @kevinobriencha1 Again, which is the fallacious statement that you claim I made.?",['1573426887019356171']
2022-09-23T20:38:11.000Z,,1573411425350991872,58628774,en,RT @JamaicaObserver: The Tourism Product Development Company Limited (TPDCO) and Recycling Partners of Jamaica (RPJ) have expanded their jo…,['1573411425350991872']
2022-09-23T20:10:02.000Z,{'place_id': 'd66ca907ceb62690'},1573404343289757718,58628774,en,"@DamionA28932922 @kevinobriencha1 Sheath your sword and put on your glasses. You seem to have had difficulty understanding the words.

I stated that the state has an obligation to provide medical care because justice demands due process. So which is my fallacious statement?

Now go ahead and ""school"" me. Please.",['1573404343289757718']
2022-09-23T18:46:12.000Z,{'place_id': 'd66ca907ceb62690'},1573383245764362244,58628774,en,"How do you know the man bleeding on the ground fired on the police, Mr Smart Citizen? Oh, the policeman said so, did he? Well that settles that, then, since the police never lie, plant weapons, or try to cover up their misdeeds. We can now disband INDECOM and save that money. 🙄 https://t.co/5xCdplzDcL",['1573383245764362244']
2022-09-23T18:37:57.000Z,,1573381168808050692,58628774,en,RT @CambieMark: @DamienWKing IF an unlicensed gun is being fired at the police then the presumption of guilt is evident Mr. Nutty Professor…,['1573381168808050692']
2022-09-23T16:27:16.000Z,{'place_id': 'd66ca907ceb62690'},1573348280360222722,58628774,en,This is the problem with the Minister's stance right here. For him to choose not to provide medical care rests upon the presumption of guilt on the basis of only the policeman's word. And we have learned that we cannot rely on the word of every policeman. That is not due process. https://t.co/4ivGErntNC,['1573348280360222722']
2022-09-23T00:36:06.000Z,,1573108914874470401,58628774,en,"RT @NationwideRadio: Chairman of Recycling Partners of Jamaica, RPJ, Dr Damien King, says efforts to recycle and manage the country’s waste…",['1573108914874470401']
2022-09-21T18:09:01.000Z,{'place_id': 'd66ca907ceb62690'},1572649111798808576,58628774,en,"@JCStrachan876 In that case, you become eligible for a government privilege by self-identification. I know what I'll be identifying as, then. *Checks spelling of ""rastafarian"".",['1572649111798808576']
2022-09-21T12:30:00.000Z,,1572563795091902464,58628774,en,"Yes! The decisions of (A) where to live, and (B) what is a good investment, should be independent. Eg, you may need only a studio (so, rent) but think a 3-bdrm is a good investment (so, buy). There is no good reason to tie your personal needs to your investment decision. https://t.co/56TIEAhU7z",['1572563795091902464']
2022-09-21T03:13:07.000Z,{'place_id': 'd66ca907ceb62690'},1572423653383622658,58628774,en,"@OnPointPress_ I changed ""who"" to ""what"" deliberately to emphasize that this is a legal/definitional point, not a personal one, as in, ""what is the definition of a 'rasta'"". Please check your pre-judgements at the door before entering this conversation and come in with an enquiring mind.",['1572423653383622658']
2022-09-21T01:25:43.000Z,{'place_id': 'd66ca907ceb62690'},1572396625745649673,58628774,en,"What is a ""Rasta""? https://t.co/qLJzSyxcxW",['1572396625745649673']
2022-09-20T12:31:00.000Z,,1572201659010359298,58628774,en,"Jamaica needs a comprehensive, transparent welfare programe, built around PATH, that targets the neediest regardless industry, religion, and maroon status. But that  doesn't reasonate with identifiable groups who will vote for you. So this is just surreptitious vote-buying. https://t.co/EewxR2NurV",['1572201659010359298']
