created_at,id,author_id,lang,text,edit_history_tweet_ids,geo
2022-10-22T04:46:10.000Z,1583681093701541888,3010712156,en,@CitizenPlain @Pixar @EladRichardson @yuvalalaluf top right looks like brandon wardell,['1583681093701541888'],
2022-10-22T04:37:44.000Z,1583678970410979329,3010712156,en,@AnimeSerbia “birthday gift most welcome by kids and best gifts for them” is some of the best ad copy i’ve ever read,['1583678970410979329'],
2022-10-20T23:43:32.000Z,1583242543021449216,3010712156,en,@Rainmaker1973 this dude moves like a chuck e cheese animatronic,['1583242543021449216'],
2022-10-20T23:40:06.000Z,1583241679691485184,3010712156,en,@WeirdDreamBooth @wildtiktokss i see no difference,['1583241679691485184'],
2022-10-19T20:06:57.000Z,1582825652717486080,3010712156,en,sword fights in movies and tv shows instantly become like five times cooler when one of the guys uses his off hand to punch the other guy in the face,['1582825652717486080'],
2022-10-05T20:05:24.000Z,1577751831412981790,3010712156,en,probably the most unappetizing name for a food product i’ve ever seen but i’m gonna try it anyway https://t.co/roXTwIlEoB,['1577751831412981790'],
2022-10-01T03:34:49.000Z,1576052993551568896,3010712156,en,@Hegelbon these just look like anime girls,['1576052993551568896'],
2022-09-23T04:55:50.000Z,1573174278257778689,3010712156,en,RT @chefmaeda: the oldest man alive https://t.co/6SaId6Oytx,['1573174278257778689'],
2022-09-22T00:30:19.000Z,1572745069438074881,3010712156,en,there’s a commonly held opinion out there that i never really understood before but have recently come around to and it’s that dominos is kinda gross,['1572745069438074881'],
2022-09-15T19:24:47.000Z,1570493852641009664,3010712156,en,what if it was called Meme-ento and he keeps tattooing wojaks and pepes all over his body,['1570493852641009664'],
2022-09-13T21:22:30.000Z,1569798702960623619,3010712156,en,@SmilingObject hey now that’s not the only thing that changed. the kingsguard armor was different too.,['1569798702960623619'],
2022-09-13T20:35:05.000Z,1569786767775072256,3010712156,en,"they talk differently in house of the dragon than in game of thrones, it’s more shakespearean, they’re always saying like “by mine own hand” and shit like that",['1569786767775072256'],
2022-09-07T18:18:32.000Z,1567578079006015489,3010712156,en,explaining to my therapist what a NPC is and that she is one,['1567578079006015489'],
2022-09-06T21:44:04.000Z,1567267413908938754,3010712156,en,@insanepplYT i bet he doesn’t even study medicine,['1567267413908938754'],
2022-08-30T20:19:43.000Z,1564709473263943682,3010712156,en,drinking pumpkin spice latte. going basic bitchmode. live laugh lovemaxxing.,['1564709473263943682'],
2022-08-24T16:39:35.000Z,1562479745924988928,3010712156,und,@methodmode lol,['1562479745924988928'],
2022-08-24T00:36:38.000Z,1562237410339069953,3010712156,en,"lucky strike toastmogs everybody else’s cigarettes, making them look like poisoncels",['1562237410339069953'],
2022-08-22T03:56:37.000Z,1561562962174922752,3010712156,en,should’ve known there’d be house of the dragon spoilers on the game of thrones wiki lol,['1561562962174922752'],
2022-08-22T03:54:58.000Z,1561562546959781889,3010712156,qst,yup,['1561562546959781889'],
2022-08-21T03:55:37.000Z,1561200325285105665,3010712156,en,probably gonna start watching the new game of thrones show and probably gonna start posting about it too,['1561200325285105665'],
2022-08-12T01:12:12.000Z,1557897709524221960,3010712156,ja,RT @07tarou09: 一応拒否犬たろちゃんも www https://t.co/clmM3tBWyX,['1557897709524221960'],
2022-08-08T05:36:44.000Z,1556514728050049024,3010712156,en,@methodmode swag,['1556514728050049024'],
2022-08-03T20:33:59.000Z,1554928590420066305,3010712156,en,ugh that regular coke be hittin different,['1554928590420066305'],
2022-07-26T22:36:49.000Z,1552060398374895617,3010712156,en,@methodmode WHAZAAAAAAAAAA,['1552060398374895617'],
2022-07-26T21:27:58.000Z,1552043070400626689,3010712156,en,@methodmode flamed so hard they deleted,['1552043070400626689'],
2022-07-13T01:27:17.000Z,1547029866796748800,3010712156,en,playing skyrim is a great way to blow an entire day doing nothing,['1547029866796748800'],
2022-07-12T22:17:14.000Z,1546982041845104641,3010712156,en,@GoodReddit i wouldn’t have guessed that a thousand sodas even exist in the world,['1546982041845104641'],
2022-06-28T12:26:49.000Z,1541760026964103168,3010712156,en,RT @methodmode: no way https://t.co/d1pIKMOtg4,['1541760026964103168'],
2022-06-24T14:10:51.000Z,1540336655642542080,3010712156,en,@methodmode i knew you were gonna say dialectics as soon as i started reading this tweet,['1540336655642542080'],
2022-06-21T14:16:16.000Z,1539250856989806593,3010712156,zxx,RT @methodmode: https://t.co/a5LdvZQAZH,['1539250856989806593'],
2022-06-04T06:40:10.000Z,1532975479321415680,3010712156,en,oof too cringe for my blood,['1532975479321415680'],
2022-06-04T03:00:53.000Z,1532920296709275649,3010712156,en,i need a comfier gaming chair,['1532920296709275649'],
2022-06-02T01:24:51.000Z,1532171351112433670,3010712156,en,@methodmode what did you do,['1532171351112433670'],
2022-05-30T03:52:41.000Z,1531121390967050240,3010712156,en,watched everything everywhere all at once a couple days ago. the fanny pack fight scene was good.,['1531121390967050240'],
2022-05-29T06:12:11.000Z,1530794109581025281,3010712156,en,"they were out of hot cheeto fries at 7 eleven so i thought i’d try a bag of spicy pork rinds instead and man, these things are gross",['1530794109581025281'],
2022-05-28T23:42:20.000Z,1530696001509523458,3010712156,en,the banana pudding they serve where i work is mostly crushed up nilla wafers again. this day sucks.,['1530696001509523458'],
2022-05-28T23:35:30.000Z,1530694280771252231,3010712156,en,"“Nice of the Princess to invite us over for a picnic, eh Luigi?” https://t.co/zERIZjxhrm",['1530694280771252231'],
2022-05-26T21:56:01.000Z,1529944472322293762,3010712156,en,@met_ancientart @met_greekroman they look like chicken tenders,['1529944472322293762'],
2022-05-11T22:50:31.000Z,1524522370182045696,3010712156,en,i love to have another coffee,['1524522370182045696'],
2022-05-09T20:42:56.000Z,1523765485091049473,3010712156,en,@generalslug is that a snake with other snakes for scales,['1523765485091049473'],
2022-04-25T05:10:56.000Z,1518457509626920962,3010712156,en,there’s a new show on HBO now that’s just called “the baby” look it up if you don’t believe me,['1518457509626920962'],
2022-04-20T21:34:25.000Z,1516893070444609536,3010712156,en,i decided earlier today that i was gonna watch tv this afternoon but i keep procrastinating it with other shit,['1516893070444609536'],
2022-04-20T00:11:22.000Z,1516570180851318785,3010712156,en,@neko_girl92 Major Jordan B. Peterson vibe from this,['1516570180851318785'],
2022-04-19T04:50:14.000Z,1516277973921550337,3010712156,en,"(me washing my hands at the sink) two pumps, soap up with the gang (“the gang” = me and my two hands)",['1516277973921550337'],
2022-04-14T23:48:15.000Z,1514752423344095233,3010712156,en,@pilltoledo thanks to the setup from the first part the second part of this really hit me from out of nowhere,['1514752423344095233'],
2022-04-07T23:12:00.000Z,1512206588303581186,3010712156,en,@thatsgoodweb he sure is,['1512206588303581186'],
2022-03-31T03:38:31.000Z,1509374557056032773,3010712156,en,some of the best content since that guy proposed to his girlfriend with an NFT instead of an engagement ring a couple months back https://t.co/30r1Y8YKm0,['1509374557056032773'],
2022-03-14T03:08:54.000Z,1503206509781692417,3010712156,en,@neko_girl92 finally,['1503206509781692417'],
2022-03-14T00:32:42.000Z,1503167198063480832,3010712156,en,@neko_girl92 thought this was stav and nick from cum town at first glance,['1503167198063480832'],
2022-03-06T03:08:44.000Z,1500307362476961794,3010712156,en,(Pim from smiling friends voice) i love online charlie!! i love onliiiiiiiiiine!!!!!,['1500307362476961794'],
2022-02-22T01:26:29.000Z,1495932976898744322,3010712156,en,maybe there should be a band called “i have it” that’s popular in the spanish-speaking world,['1495932976898744322'],
2022-02-19T08:36:31.000Z,1494954033513181186,3010712156,zxx,RT @westernunion2k: https://t.co/JGCdlTnMqH,['1494954033513181186'],
2022-02-18T05:07:40.000Z,1494539088770347008,3010712156,en,RT @TimAllenItalian: What the fuck do I press https://t.co/ZE9wJXN6AV,['1494539088770347008'],
2022-02-16T07:30:21.000Z,1493850221423566852,3010712156,en,@westernunion2k damn,['1493850221423566852'],
2022-02-16T07:17:47.000Z,1493847058826072067,3010712156,en,been playing inscryption and i’m really bad at it,['1493847058826072067'],
2022-02-12T02:29:37.000Z,1492324986379505665,3010712156,en,@WaystarCorncob this begs the idea of the guy barfing through the eyes of the chunky costume,['1492324986379505665'],
2022-02-10T22:30:24.000Z,1491902397802709004,3010712156,en,@methodmode i would probably say something like “its michel foucault!! omg!!!! what an honor to meet you sir”,['1491902397802709004'],
2022-02-10T01:48:30.000Z,1491589864827011074,3010712156,en,"been thinking about good wordle opening words, for me “pious” is a pretty reliable one",['1491589864827011074'],
2022-02-10T01:42:35.000Z,1491588374557302786,3010712156,und,@HOSTAGEKILLER hbd,['1491588374557302786'],
2022-02-07T07:33:11.000Z,1490589441634836482,3010712156,und,@westernunion2k no,['1490589441634836482'],
2022-02-03T08:11:45.000Z,1489149595305353216,3010712156,en,@generalslug this looks like they made it using bitmoji,['1489149595305353216'],
2022-01-27T05:02:02.000Z,1486565139310690306,3010712156,en,@dril bullshit,['1486565139310690306'],
2022-01-26T23:14:10.000Z,1486477594207866883,3010712156,en,my new year’s resolution was to gain zero followers on twitter and so far i’m crushing it 😎,['1486477594207866883'],
2022-01-19T07:39:06.000Z,1483705560025473030,3010712156,en,@floridamanaustn good pick,['1483705560025473030'],
2022-01-18T22:59:41.000Z,1483574845329846273,3010712156,en,i wonder what it would be like if they started doing NFTs for music,['1483574845329846273'],
2022-01-18T08:55:38.000Z,1483362435138560000,3010712156,en,sitting watching season 2 of euphoria wondering when they’re gonna bring back daniel,['1483362435138560000'],
2022-01-18T08:28:52.000Z,1483355700147507200,3010712156,en,for every tweet i post i save like ten others to drafts,['1483355700147507200'],
2022-01-18T08:11:09.000Z,1483351240012701700,3010712156,en,i miss the “show fewer tweets from this user” button,['1483351240012701700'],
2022-01-17T02:28:30.000Z,1482902620813594625,3010712156,en,all apps just talk like this now. no one is safe https://t.co/84ItwZi1ND,['1482902620813594625'],
2022-01-16T08:15:16.000Z,1482627498143883264,3010712156,en,he’s lucky to have a pretty woman like elizabeth holmes as a gf though,['1482627498143883264'],
2022-01-16T08:14:24.000Z,1482627282678263811,3010712156,en,probably the scariest thing about theranos is the way he killed half of all life in the universe by snapping his finger 😰,['1482627282678263811'],
2022-01-16T07:45:32.000Z,1482620018735124483,3010712156,en,@ilovetopiss i need a noise amplifying toilet,['1482620018735124483'],
2022-01-13T23:30:19.000Z,1481770615501733893,3010712156,en,i leave so many reminders and alarms for myself on my phone i feel like the guy from memento,['1481770615501733893'],
2022-01-08T07:24:23.000Z,1479715591703474181,3010712156,en,breaking bad and squid game give me a weirdly similar vibe but i can’t explain what it is,['1479715591703474181'],{'place_id': '1d9a5370a355ab0c'}
2022-01-08T02:56:32.000Z,1479648187002634243,3010712156,en,@ShapedInternet just 4 normal guys,['1479648187002634243'],
2022-01-08T02:54:54.000Z,1479647773167398912,3010712156,en,@ilovetopiss you should eat something,['1479647773167398912'],
2022-01-07T23:51:59.000Z,1479601743029751815,3010712156,en,i’m shy about posting like literally anything these days and i don’t know why. i almost didn’t even post this,['1479601743029751815'],{'place_id': '1d9a5370a355ab0c'}
2021-12-30T06:14:48.000Z,1476436588028739584,3010712156,en,"RT @jayleophillips: Fuck, my chagrin! What you just did is much to it!",['1476436588028739584'],
2021-12-29T08:43:35.000Z,1476111645277671425,3010712156,en,not retiring the festive display name till after new years AT LEAST,['1476111645277671425'],{'place_id': '1d9a5370a355ab0c'}
2021-12-29T08:41:54.000Z,1476111221132828673,3010712156,en,@viperwave @HOSTAGEKILLER what is this?,['1476111221132828673'],
2021-12-29T08:36:21.000Z,1476109822164676623,3010712156,en,@HOSTAGEKILLER nice save,['1476109822164676623'],
2021-12-29T02:05:57.000Z,1476011578726227974,3010712156,en,when future said “mask on fuck it mask off” he was talking about covid!!!!!!!!🤣,['1476011578726227974'],{'place_id': '1d9a5370a355ab0c'}
2021-12-29T02:03:16.000Z,1476010901438410756,3010712156,en,someone make a mod to put bitcoin in skyrim please,['1476010901438410756'],{'place_id': '1d9a5370a355ab0c'}
2021-12-29T01:29:56.000Z,1476002514189307907,3010712156,en,@robinhatch that’s not the words,['1476002514189307907'],
