author_id,text,created_at,lang,edit_history_tweet_ids,id,geo
1331061149417107456,RT @DashDobrofsky: Ron DeSantis spoke to a crowd in Florida and said “someone needs to grab that little elf and chuck him across the Potoma…,2022-11-22T21:57:16.000Z,en,['1595174602757447681'],1595174602757447681,
1331061149417107456,Speaks for itself. https://t.co/oJjfbPfWcl,2022-11-22T21:56:55.000Z,en,['1595174515071295488'],1595174515071295488,{'place_id': '07d9e9d76e484000'}
1331061149417107456,"RT @RTheatheist: @jasonllevin NO

I'd rather see Trump's tax returns. I wanna how to hide my real estate incomes too.",2022-11-22T21:16:19.000Z,en,['1595164295784206337'],1595164295784206337,
1331061149417107456,RT @Annette_mont: @jasonllevin Nope - it's so far down the list that it's invisible to human eye/brain,2022-11-22T21:16:12.000Z,en,['1595164266877026304'],1595164266877026304,
1331061149417107456,RT @CaseysSthnBlue: @jasonllevin Not at all. If there’s things on it against the law charge him but not before they throw trump in jail for…,2022-11-22T21:16:05.000Z,en,['1595164238162821123'],1595164238162821123,
1331061149417107456,RT @JSRodZ77: @jasonllevin No!…there’s nothing special there…not even jared’s $2 billion Saudi investment or trump’s tax returns…,2022-11-22T21:15:57.000Z,en,['1595164202066333696'],1595164202066333696,
1331061149417107456,RT @LynnS056: @jasonllevin https://t.co/9V9RuHyIFV,2022-11-22T21:15:36.000Z,qme,['1595164117215502337'],1595164117215502337,
1331061149417107456,RT @HillBeverlyhill: @jasonllevin No - he was not a federal employee. I want to know what is on ivanka’s and Jared’s lap tops. They were fe…,2022-11-22T21:15:26.000Z,en,['1595164072344838144'],1595164072344838144,
1331061149417107456,RT @RitaJ2011: @jasonllevin No. It’s basically Rudy Guiliani’s laptop at this point.  I think he had it longer than Hunter did.,2022-11-22T21:15:10.000Z,en,['1595164006645657601'],1595164006645657601,
1331061149417107456,RT @StevijoPayne: @jasonllevin I don't even care what's on yours.,2022-11-22T21:15:03.000Z,en,['1595163976064593920'],1595163976064593920,
1331061149417107456,"RT @Finn_McCoo: @jasonllevin No, I admire Hunter Biden. But I would like to know what the Saudis paid Jared Kushner for.",2022-11-22T21:14:59.000Z,en,['1595163960684470272'],1595163960684470272,
1331061149417107456,RT @MoLulkowski: @jasonllevin https://t.co/6KLYUa8RMP,2022-11-22T21:14:38.000Z,qme,['1595163873144844288'],1595163873144844288,
1331061149417107456,"RT @Leslieoo7: @Jim_Jordan Blessed be the fruit, Jim. Whilst my Thanksgiving table may be barren, I shall hold out knowing that thou art in…",2022-11-22T21:14:08.000Z,en,['1595163747735126017'],1595163747735126017,
1331061149417107456,RT @Claire_V0ltaire: You cannot sincerely tell me that changing of geography magically makes the oppression of minorities in your society a…,2022-11-22T21:13:32.000Z,en,['1595163596501422080'],1595163596501422080,
1331061149417107456,@DamCou Waste of a shiny shirt?,2022-11-22T21:13:13.000Z,en,['1595163515379019776'],1595163515379019776,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,RT @ThinkingAtheist: Apologetics on any subject (especially religion) in 3...2...1...,2022-11-22T21:12:34.000Z,en,['1595163350031138816'],1595163350031138816,
1331061149417107456,"&lt;&lt;Lab leak is&gt;&gt;, in effect, accusing virologists of working with bioweapons.

But I don't expect apologies or even the conspiracy nonsense and politically motivated misinformation to end.

Thank you, @angie_rasmussen, for the recent comprehensive thread.",2022-11-22T21:11:54.000Z,en,['1595163185085968384'],1595163185085968384,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,"RT @angie_rasmussen: Also an EXCELLENT thread on the ""but their emails"" topic du jour.",2022-11-22T21:08:45.000Z,en,['1595162391527886849'],1595162391527886849,
1331061149417107456,"RT @angie_rasmussen: Goddammit, what the emails literally *say*. Penultimate tweet is not the place for a typo.",2022-11-22T21:08:37.000Z,en,['1595162359667957760'],1595162359667957760,
1331061149417107456,"RT @angie_rasmussen: Where did the pandemic begin?

Was it from nature or a lab?

Since the start, this fundamental question has gone unans…",2022-11-22T21:08:31.000Z,en,['1595162332287885312'],1595162332287885312,
1331061149417107456,"@angie_rasmussen as always, good stuff. thank you.",2022-11-22T21:08:18.000Z,en,['1595162279477391360'],1595162279477391360,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,"RT @angie_rasmussen: But this is an imperfect world, and there will be no apologies, and there will be yet more lies as the liars scramble…",2022-11-22T21:07:19.000Z,en,['1595162029396226048'],1595162029396226048,
1331061149417107456,"RT @angie_rasmussen: She's even QTing this very thread, calling it gaslighting that I'm describing what the emails literally.

This is why…",2022-11-22T21:06:36.000Z,en,['1595161851532554241'],1595161851532554241,
1331061149417107456,"RT @angie_rasmussen: But that assumes these lab leak promoters actually care about the truth, much less the consequences of their lies for…",2022-11-22T21:06:28.000Z,en,['1595161816954327040'],1595161816954327040,
1331061149417107456,"RT @angie_rasmussen: In a perfect world, these people would apologize to the scientists who were doing their jobs, addressing a crucial sci…",2022-11-22T21:05:44.000Z,en,['1595161632082395136'],1595161632082395136,
1331061149417107456,"RT @angie_rasmussen: I fail to see how black redaction boxes supported this claim that the ""teleconference conveyed clear message"" to cover…",2022-11-22T21:05:22.000Z,en,['1595161539522150400'],1595161539522150400,
1331061149417107456,"RT @angie_rasmussen: Or ""conspiring to bury lab leak."" https://t.co/9uUvYxvGdT",2022-11-22T21:05:06.000Z,en,['1595161474892079104'],1595161474892079104,
1331061149417107456,"RT @angie_rasmussen: Or that the participants here were ""piece(s) of shit"" for 
saying that the speculative, fact-free mischaracterization…",2022-11-22T21:05:02.000Z,en,['1595161454851723265'],1595161454851723265,
1331061149417107456,"RT @angie_rasmussen: Pretty removed from what some others have suggested:
that the teleconference that started this all was essentially mis…",2022-11-22T21:04:46.000Z,en,['1595161390074843137'],1595161390074843137,
1331061149417107456,"RT @angie_rasmussen: And other than some more drafts of Proximal Origin, that's what was in these extremely revealing emails. 

Not evidenc…",2022-11-22T21:03:50.000Z,en,['1595161155613315072'],1595161155613315072,
1331061149417107456,"RT @angie_rasmussen: However, Marion Koopmans felt that perhaps a publication would be useful if it were more broad and balanced, addressin…",2022-11-22T21:03:20.000Z,en,['1595161027783852033'],1595161027783852033,
1331061149417107456,"RT @angie_rasmussen: And take it from Kristian Andersen, Dr. Why-Did-You-Change-Your-Mind-So-Fast himself: this was the scientific process…",2022-11-22T21:02:37.000Z,en,['1595160848158273536'],1595160848158273536,
1331061149417107456,"RT @angie_rasmussen: Jeremy Farrar is even more explicit about their aims:

""to bring a neutral, respected, scientific group together to lo…",2022-11-22T21:02:18.000Z,en,['1595160767426220032'],1595160767426220032,
1331061149417107456,RT @angie_rasmussen: Christian Drosten then wondered why this was still going on. So Eddie Holmes posed a key question that speaks to their…,2022-11-22T21:01:56.000Z,en,['1595160674103357440'],1595160674103357440,
1331061149417107456,"RT @angie_rasmussen: And here's what the ""glycan point"" refers to: it's suggestive of evolution in the presence of an immune system, so not…",2022-11-22T21:01:40.000Z,en,['1595160609322303489'],1595160609322303489,
1331061149417107456,RT @angie_rasmussen: Sir Patrick Vallance thought it was useful and balanced. He suggested looking into whether pangolin viruses might have…,2022-11-22T21:01:18.000Z,en,['1595160517902970881'],1595160517902970881,
1331061149417107456,"RT @angie_rasmussen: By February 8th, the pangolin studies came out and also the draft summary was starting to look like a paper. Kristian,…",2022-11-22T21:01:05.000Z,en,['1595160461800255489'],1595160461800255489,
1331061149417107456,"RT @angie_rasmussen: And then Fauci suggested some names for the WHO committee.

My only complaint is that he only nominated one woman, who…",2022-11-22T21:00:44.000Z,en,['1595160372192739328'],1595160372192739328,
1331061149417107456,"RT @angie_rasmussen: Meanwhile, also on Feb 5th, the WHO sent along an update and Jeremy Farrar passed it on to Fauci &amp; Collins.

The draft…",2022-11-22T21:00:09.000Z,en,['1595160225535119360'],1595160225535119360,
1331061149417107456,RT @angie_rasmussen: Kristian &amp; Bob turned out to be wrong re: the FCS. We know now that if you grow SARS-CoV-2 in Vero cells (most commonl…,2022-11-22T20:59:55.000Z,en,['1595160166701273088'],1595160166701273088,
1331061149417107456,"RT @angie_rasmussen: By Feb 5th, the conversation had moved on to whether a FCS could be acquired through cell culture passage. At the time…",2022-11-22T20:59:37.000Z,en,['1595160093787496448'],1595160093787496448,
1331061149417107456,"RT @angie_rasmussen: (BTW, attention all conspiracists: if you're looking for early drafts of Proximal Origin, you will find a rich vein to…",2022-11-22T20:58:51.000Z,en,['1595159898383212545'],1595159898383212545,
1331061149417107456,"RT @angie_rasmussen: And...uh...about the claims that NIH doesn't care about biosafety, I give you the NIH Director aghast at working with…",2022-11-22T20:58:35.000Z,en,['1595159834201968640'],1595159834201968640,
1331061149417107456,"RT @angie_rasmussen: Why was Tony Fauci in such a hurry to investigate? He had his own lab origin hypothesis!

Rushing to get an independen…",2022-11-22T20:58:19.000Z,en,['1595159764635639808'],1595159764635639808,
1331061149417107456,"RT @angie_rasmussen: But that said, they didn't really change their minds completely! Not yet.

They still considered lab passage in animal…",2022-11-22T20:57:59.000Z,en,['1595159681990656001'],1595159681990656001,
1331061149417107456,"RT @angie_rasmussen: And why did they change their minds from the hypotheses they were batting around on the teleconference?

It's right he…",2022-11-22T20:57:36.000Z,en,['1595159587438489600'],1595159587438489600,
1331061149417107456,"RT @angie_rasmussen: Another thing worth pointing out:

A common refrain from lab leak people is ""how did they change their minds so fast?""…",2022-11-22T20:56:58.000Z,en,['1595159426750521346'],1595159426750521346,
1331061149417107456,"RT @angie_rasmussen: By Feb 4th, Eddie Holmes shared a 1st draft of what became the Proximal Origin paper. It covers their subsequent analy…",2022-11-22T19:25:11.000Z,en,['1595136326289870850'],1595136326289870850,
1331061149417107456,RT @angie_rasmussen: Jeremy Farrar reports again that he's heard from WHO and they are going to work out an approach for a working group. H…,2022-11-22T19:24:42.000Z,en,['1595136204823212033'],1595136204823212033,
1331061149417107456,RT @mommajessiec: I want to be rich enough where I’m not offended by the price of beef jerky.,2022-11-22T19:17:22.000Z,en,['1595134360466124800'],1595134360466124800,
1331061149417107456,"RT @angie_rasmussen: While WHO deliberates, the conspiracymongers are already hard at work spinning their HIV-hybrid bioweapon bullshit.…",2022-11-22T19:16:52.000Z,en,['1595134235995619328'],1595134235995619328,
1331061149417107456,"RT @angie_rasmussen: Finally Tony Fauci himself weighs in. He agrees the ""concerns"" (about lab origin) need to be taken seriously and addre…",2022-11-22T19:16:38.000Z,en,['1595134174804856833'],1595134174804856833,
1331061149417107456,RT @Claire_V0ltaire: The westerners enjoying this homophobia 🤢,2022-11-22T19:15:29.000Z,en,['1595133885762789376'],1595133885762789376,
1331061149417107456,RT @Claire_V0ltaire: Some values are universal whether you like it or not.,2022-11-22T19:15:25.000Z,en,['1595133871540297730'],1595133871540297730,
1331061149417107456,RT @Claire_V0ltaire: I hope people will remember all their fifa Qatar tweets next time Al Jazeera pretends to be a progressive outlet spewi…,2022-11-22T19:15:04.000Z,en,['1595133780624551936'],1595133780624551936,
1331061149417107456,RT @Claire_V0ltaire: Hahahahaha spit out my coffee,2022-11-22T19:14:54.000Z,tl,['1595133741164531712'],1595133741164531712,
1331061149417107456,"@Claire_V0ltaire Extremely sorry, what is IOF?",2022-11-22T19:12:39.000Z,en,['1595133173482270721'],1595133173482270721,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,"RT @Claire_V0ltaire: The world has forgiven Germany for an industrial scale genocide against Jews, but will never forgive Israel for winnin…",2022-11-22T19:12:13.000Z,en,['1595133064304160769'],1595133064304160769,
1331061149417107456,RT @Claire_V0ltaire: The irony in all of this is that the Jizzer collective is merely repeating the incitement that took place across MENA…,2022-11-22T19:10:59.000Z,en,['1595132754727153665'],1595132754727153665,
1331061149417107456,"RT @angie_rasmussen: And Bob Garry, with his infamous pre-ball alignment and his concerns that this just doesn't seem natural. He also offe…",2022-11-22T19:09:48.000Z,en,['1595132454775697412'],1595132454775697412,
1331061149417107456,"RT @Aaron_Sparrow: Random fact: I’ve never seen FAST TIMES AT RIDGEMONT HIGH and although aware of it, have never seen “that scene.” 

All…",2022-11-22T19:09:12.000Z,en,['1595132306385084417'],1595132306385084417,
1331061149417107456,"RT @thebritishertwi: Because why would we seek to deter people from heckling a funeral cortège, right?  🙄",2022-11-22T19:08:38.000Z,en,['1595132162721820672'],1595132162721820672,
1331061149417107456,RT @Zelda_Deals: Zelda Ocarina 12 Hole Alto C with Song Book (Songs From the Legend of Zelda) with Display Stand Protective Bag is 30% off…,2022-11-22T19:07:53.000Z,en,['1595131976591151104'],1595131976591151104,
1331061149417107456,RT @PossumEveryHour: https://t.co/TBJl9VD1S4,2022-11-22T19:07:28.000Z,zxx,['1595131870785982466'],1595131870785982466,
1331061149417107456,"This ball game is really boring. Also the fake injuries are really obvious.

The whole world likes this game? 😳🤦",2022-11-22T19:07:20.000Z,en,['1595131836656558080'],1595131836656558080,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,Stop for the love of Pete. https://t.co/yU2YGrYOO5,2022-11-22T19:06:09.000Z,en,['1595131538588327936'],1595131538588327936,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,I do not remember this. https://t.co/3st3pGLm50,2022-11-22T19:05:52.000Z,en,['1595131466819653632'],1595131466819653632,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,RT @hourlyFox: https://t.co/50R0svgBJ2,2022-11-22T19:05:31.000Z,zxx,['1595131380542808064'],1595131380542808064,
1331061149417107456,"RT @angie_rasmussen: Jeremy also brought some other experts to the discussion. Here's more evidence-driven analysis from Michael Farzan, wh…",2022-11-22T19:05:13.000Z,en,['1595131303833128963'],1595131303833128963,
1331061149417107456,RT @angie_rasmussen: Jeremy Farrar is back to say he is still unswayed by either hypothesis. He is famously 50/50 on the question but still…,2022-11-22T19:04:39.000Z,en,['1595131160396324864'],1595131160396324864,
1331061149417107456,"RT @MetaLawMan: First FTX Bankruptcy Hearing starts now!

I will be threading live updates and key takeaways.

Follow along below 👇 👇 👇",2022-11-22T19:03:47.000Z,en,['1595130941428871169'],1595130941428871169,
1331061149417107456,"RT @FlagsMashupBot: Palau (🇵🇼)
+
Portugal (🇵🇹)
=
Partugal: https://t.co/3gXjXITGf3",2022-11-22T19:03:36.000Z,pt,['1595130896452968448'],1595130896452968448,
1331061149417107456,"RT @Feederwatch: The bird species from today's earlier post in a Hairy Woodpecker. In addition to a longer bill and body, the Hairy Woodpec…",2022-11-22T19:03:29.000Z,en,['1595130868862836737'],1595130868862836737,
1331061149417107456,"RT @ThinkingAtheist: The terrorist state of #Iran uses rape as ""punishment."" 

https://t.co/Nm3p2Frx2k",2022-11-22T19:03:02.000Z,en,['1595130754518089728'],1595130754518089728,
1331061149417107456,"RT @Suntimes: It’s unusual to see such a large haul associated with someone in the crosshairs of federal prosecutors, someone who no longer…",2022-11-22T19:02:53.000Z,en,['1595130717725683712'],1595130717725683712,
1331061149417107456,RT @bea_dnd: Good morning BeaDnDers https://t.co/PHW9rfYI0i,2022-11-22T19:02:22.000Z,en,['1595130586716250112'],1595130586716250112,
1331061149417107456,"What? What's this? None. Stop. Stop this. JFC. I know you have a contract, but just do normal ads! https://t.co/xsMuxEYGRZ",2022-11-22T19:02:16.000Z,en,['1595130559562276864'],1595130559562276864,{'place_id': '80eb17ffe368fc9a'}
1331061149417107456,RT @CaitlinPacific: BINGO,2022-11-22T19:01:24.000Z,es,['1595130343845003264'],1595130343845003264,
1331061149417107456,"RT @PatrickDowns: @CaitlinPacific @CNN Hero. The killer is 300 lb, and the hero had his hands full trying to subdue him. At that point it w…",2022-11-22T19:00:34.000Z,en,['1595130132745682944'],1595130132745682944,
1331061149417107456,"RT @angie_rasmussen: I'll note that we just saw Ron Fouchier's notes on the topic, which was entirely based on evidence rather than his pri…",2022-11-22T19:00:14.000Z,en,['1595130047240601600'],1595130047240601600,
1331061149417107456,RT @angie_rasmussen: Hello NIH Director Francis Collins! He thinks Fouchier &amp; Drosten came on a little too strong for natural origin for hi…,2022-11-22T18:59:57.000Z,en,['1595129977040941057'],1595129977040941057,
1331061149417107456,"RT @angie_rasmussen: And Jeremy Farrar reiterates the need to convene a group of international experts to ""ask the neutral question, 'To un…",2022-11-22T18:59:34.000Z,en,['1595129880655822848'],1595129880655822848,
