created_at,author_id,geo,edit_history_tweet_ids,lang,text,id
2022-11-22T14:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.051341, 42.2874504]}}",['1595058533652869120'],fr,"69 Pierce Avenue, Boston https://t.co/2TOr4dapIy",1595058533652869120
2022-11-22T13:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0515106, 42.2874216]}}",['1595050985831174144'],fr,"65 Pierce Avenue, Boston https://t.co/qV7J7cC0wp",1595050985831174144
2022-11-22T13:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0517133, 42.2873868]}}",['1595043434624073730'],fr,"61 Pierce Avenue, Boston https://t.co/yr1DC1hPLZ",1595043434624073730
2022-11-22T12:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.05193, 42.2873561]}}",['1595035882033410048'],fr,"53 Pierce Avenue, Boston https://t.co/KnPmTDGmg0",1595035882033410048
2022-11-22T12:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0521078, 42.2873285]}}",['1595028333053419520'],fr,"49 Pierce Avenue, Boston https://t.co/XTXXVDYIvX",1595028333053419520
2022-11-22T11:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0522841, 42.2873042]}}",['1595020785156239360'],fr,"45 Pierce Avenue, Boston https://t.co/NsrqQ9XsJl",1595020785156239360
2022-11-22T11:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0524424, 42.2872825]}}",['1595013234817630211'],fr,"41 Pierce Avenue, Boston https://t.co/8Ow2IcvbNa",1595013234817630211
2022-11-22T10:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0525827, 42.2872621]}}",['1595005686705815553'],fr,"Pierce Avenue, Boston https://t.co/GDpqRlDQVk",1595005686705815553
2022-11-22T10:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0527364, 42.2872364]}}",['1594998137621737474'],fr,"35 Pierce Avenue, Boston https://t.co/jWkZlurEck",1594998137621737474
2022-11-22T09:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0528827, 42.2872081]}}",['1594990586486206464'],fr,"33 Pierce Avenue, Boston https://t.co/edstLX8vk3",1594990586486206464
2022-11-22T09:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.053023, 42.2871821]}}",['1594983034914217985'],fr,"31 Pierce Avenue, Boston https://t.co/8oCtLDjhGG",1594983034914217985
2022-11-22T08:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0533239, 42.2871338]}}",['1594975488245915648'],fr,"27 Pierce Avenue, Boston https://t.co/K8mCvSy7WK",1594975488245915648
2022-11-22T08:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0536225, 42.2870734]}}",['1594967938146373632'],fr,"19 Pierce Avenue, Boston https://t.co/INM40H1AiI",1594967938146373632
2022-11-22T07:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0537598, 42.2870476]}}",['1594960388780613633'],fr,"15 Pierce Avenue, Boston https://t.co/3T46KitcyX",1594960388780613633
2022-11-22T07:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0538999, 42.2870223]}}",['1594952836944728064'],fr,"11 Pierce Avenue, Boston https://t.co/B3RHSWB1kq",1594952836944728064
2022-11-22T06:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.054046, 42.2869964]}}",['1594945287352639489'],fr,"9 Pierce Avenue, Boston https://t.co/gVjUj0oYhb",1594945287352639489
2022-11-22T06:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0542808, 42.2870071]}}",['1594937739291525126'],en,"668 Adams Street, Boston https://t.co/QHexDJWCDl",1594937739291525126
2022-11-22T05:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0548645, 42.2851039]}}",['1594930188437291011'],en,"718 Adams Street, Boston https://t.co/32lBmwddis",1594930188437291011
2022-11-22T05:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0549119, 42.2849802]}}",['1594922638941503488'],en,"722 Adams Street, Boston https://t.co/MO4lDdSEzL",1594922638941503488
2022-11-22T04:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0546363, 42.2849729]}}",['1594915086920982528'],en,"10 Chelmsford Street, Boston https://t.co/356oqYMqRV",1594915086920982528
2022-11-22T04:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0544461, 42.2849537]}}",['1594907540596592640'],en,"12 Chelmsford Street, Boston https://t.co/kpdzV8ZTgq",1594907540596592640
2022-11-22T03:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0542549, 42.2849449]}}",['1594899988391366656'],en,"14 Chelmsford Street, Boston https://t.co/AZZgiATRm7",1594899988391366656
2022-11-22T03:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0540587, 42.2849417]}}",['1594892438144950272'],en,"16 Chelmsford Street, Boston https://t.co/gJem3tyzaZ",1594892438144950272
2022-11-22T02:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.053865, 42.2849478]}}",['1594884890142527488'],en,"24 Chelmsford Street, Boston https://t.co/8b9oyruIhK",1594884890142527488
2022-11-22T02:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0536897, 42.284962]}}",['1594877339326115841'],en,"28 Chelmsford Street, Boston https://t.co/wLZ1Wx8F3p",1594877339326115841
2022-11-22T01:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0535314, 42.2849768]}}",['1594869792112082951'],en,"30 Chelmsford Street, Boston https://t.co/8T0eBcPhWJ",1594869792112082951
2022-11-22T01:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0533748, 42.2849962]}}",['1594862239344955393'],en,"34 Chelmsford Street, Boston https://t.co/jGr6bhsavI",1594862239344955393
2022-11-22T00:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0532189, 42.2850232]}}",['1594854691598667777'],en,"38 Chelmsford Street, Boston https://t.co/GxQQNZ3dgV",1594854691598667777
2022-11-22T00:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0530757, 42.2850607]}}",['1594847139779072001'],en,"40 Chelmsford Street, Boston https://t.co/DcDlfRq8C5",1594847139779072001
2022-11-21T23:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0529318, 42.285096]}}",['1594839589553934338'],en,"42 Chelmsford Street, Boston https://t.co/PCiBaQIeU9",1594839589553934338
2022-11-21T23:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.052789, 42.2851348]}}",['1594832041979179008'],en,"46 Chelmsford Street, Boston https://t.co/REphmzLClg",1594832041979179008
2022-11-21T22:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0526523, 42.2851697]}}",['1594824492957712384'],en,"Chelmsford Street, Boston https://t.co/wflzI4prlr",1594824492957712384
2022-11-21T22:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0524903, 42.2852129]}}",['1594816942115889167'],en,"56 Chelmsford Street, Boston https://t.co/4iyctrOIul",1594816942115889167
2022-11-21T21:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0523051, 42.2852609]}}",['1594809392645414928'],en,"62 Chelmsford Street, Boston https://t.co/tCKCVTWRrF",1594809392645414928
2022-11-21T21:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.052121, 42.2853117]}}",['1594801844177477643'],en,"64 Chelmsford Street, Boston https://t.co/DVswltzi2K",1594801844177477643
2022-11-21T20:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0522185, 42.2855518]}}",['1594794291486158848'],en,"67 Franconia Street, Boston https://t.co/3ncrD49O2T",1594794291486158848
2022-11-21T20:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0523885, 42.2855072]}}",['1594786741109415936'],en,"63 Franconia Street, Boston https://t.co/kPkU53MmSz",1594786741109415936
2022-11-21T19:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0525508, 42.285465]}}",['1594779191916040226'],en,"59 Franconia Street, Boston https://t.co/OSUVqdDcGT",1594779191916040226
2022-11-21T19:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0527141, 42.2854208]}}",['1594771643649257472'],en,"51 Franconia Street, Boston https://t.co/LQwcXgFdXY",1594771643649257472
2022-11-21T18:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0528839, 42.2853752]}}",['1594764091335196672'],en,"47 Franconia Street, Boston https://t.co/uHQdO6WXSQ",1594764091335196672
2022-11-21T18:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0530438, 42.2853333]}}",['1594756545392222208'],en,"43 Franconia Street, Boston https://t.co/5Lt4Ribbwz",1594756545392222208
2022-11-21T17:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0531843, 42.2852957]}}",['1594748994361511936'],en,"39 Franconia Street, Boston https://t.co/fRYgALWnER",1594748994361511936
2022-11-21T17:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0533272, 42.2852589]}}",['1594741446124486658'],en,"35 Franconia Street, Boston https://t.co/oG6dY0FZMY",1594741446124486658
2022-11-21T16:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0534763, 42.2852249]}}",['1594733894594887687'],en,"31 Franconia Street, Boston https://t.co/c3RVlzR81M",1594733894594887687
2022-11-21T16:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0535585, 42.2852125]}}",['1594726344738357250'],en,"Franconia Street, Boston https://t.co/jCYqFiy38U",1594726344738357250
2022-11-21T15:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0536266, 42.2852036]}}",['1594718797398671360'],en,"27 Franconia Street, Boston https://t.co/MuCHi8LUpx",1594718797398671360
2022-11-21T15:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0537764, 42.2851882]}}",['1594711244136919041'],en,"23 Franconia Street, Boston https://t.co/L0HLqnlpqz",1594711244136919041
2022-11-21T14:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0539386, 42.2851728]}}",['1594703696163741699'],en,"Franconia Street, Boston https://t.co/c1HLC7LP9o",1594703696163741699
2022-11-21T14:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.054097, 42.2851668]}}",['1594696145766260736'],en,"15 Franconia Street, Boston https://t.co/yX1UxgxsrT",1594696145766260736
2022-11-21T13:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0542511, 42.2851676]}}",['1594688594492301312'],en,"9 Franconia Street, Boston https://t.co/0bfIM4NOIM",1594688594492301312
2022-11-21T13:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0544049, 42.285174]}}",['1594681048524521472'],en,"7 Franconia Street, Boston https://t.co/OqV5OxbkPH",1594681048524521472
2022-11-21T12:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0545708, 42.2851841]}}",['1594673495744839680'],en,"5 Franconia Street, Boston https://t.co/Jd2610Ho5i",1594673495744839680
2022-11-21T12:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.054808, 42.2852458]}}",['1594665947289489408'],en,"714 Adams Street, Boston https://t.co/CITUJxPq5I",1594665947289489408
2022-11-21T11:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0548477, 42.2844428]}}",['1594658397357748225'],und,"8 Saranac Street, Boston https://t.co/Au2siMkm4b",1594658397357748225
2022-11-21T11:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0546818, 42.2844154]}}",['1594650849875496960'],und,"12 Saranac Street, Boston https://t.co/HIWfCUBcjX",1594650849875496960
2022-11-21T10:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0545222, 42.2843881]}}",['1594643298794209284'],und,"16 Saranac Street, Boston https://t.co/TWzVUsLmpp",1594643298794209284
2022-11-21T10:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0543659, 42.2843599]}}",['1594635748652699648'],und,"20 Saranac Street, Boston https://t.co/2orywDzWU9",1594635748652699648
2022-11-21T09:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0542012, 42.2843417]}}",['1594628199069229057'],und,"22 Saranac Street, Boston https://t.co/BLHB6NH9h6",1594628199069229057
2022-11-21T09:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0540416, 42.2843251]}}",['1594620645878407170'],und,"24 Saranac Street, Boston https://t.co/zvgf1aSsEy",1594620645878407170
2022-11-21T08:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0538889, 42.2843133]}}",['1594613098593353728'],und,"26 Saranac Street, Boston https://t.co/o984KhimW9",1594613098593353728
2022-11-21T08:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0537536, 42.2842905]}}",['1594605547482931200'],und,"28 Saranac Street, Boston https://t.co/Hp7R7XsdJT",1594605547482931200
2022-11-21T07:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0536814, 42.2842999]}}",['1594597999744720897'],und,"Saranac Street, Boston https://t.co/atrsCrQ8EB",1594597999744720897
2022-11-21T07:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0536102, 42.2842859]}}",['1594590449972518914'],und,"32 Saranac Street, Boston https://t.co/aSxY7KAOp9",1594590449972518914
2022-11-21T06:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.053473, 42.2842847]}}",['1594582901575884800'],und,"34 Saranac Street, Boston https://t.co/FcpL7hERsi",1594582901575884800
2022-11-21T06:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0533356, 42.2842884]}}",['1594575348263538690'],und,"36 Saranac Street, Boston https://t.co/QzcLu8rKpx",1594575348263538690
2022-11-21T05:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0532032, 42.2843165]}}",['1594567801527746560'],en,"155 Minot Street, Boston https://t.co/5i2ntGGtpb",1594567801527746560
2022-11-21T05:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0530696, 42.2843533]}}",['1594560251423911936'],en,"151 Minot Street, Boston https://t.co/8mEpTkqZHQ",1594560251423911936
2022-11-21T04:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0529191, 42.2843791]}}",['1594552701236510720'],en,"147 Minot Street, Boston https://t.co/cGf7L3LTW2",1594552701236510720
2022-11-21T04:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0527667, 42.2844195]}}",['1594545151854006272'],en,"143 Minot Street, Boston https://t.co/jDhxiswoJ3",1594545151854006272
2022-11-21T03:46:02.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0526149, 42.2844585]}}",['1594537597438550018'],en,"139 Minot Street, Boston https://t.co/0QfBLFuySK",1594537597438550018
2022-11-21T03:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.052465, 42.2844981]}}",['1594530049775935489'],en,"135 Minot Street, Boston https://t.co/LUMejmtLBw",1594530049775935489
2022-11-21T02:46:13.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0523206, 42.2845345]}}",['1594522540528963584'],en,"131 Minot Street, Boston https://t.co/Dd1dtebnOB",1594522540528963584
2022-11-21T02:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0521708, 42.2845723]}}",['1594514950168403968'],en,"127 Minot Street, Boston https://t.co/MD7nlrfPwR",1594514950168403968
2022-11-21T01:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0519912, 42.2845913]}}",['1594507400010145793'],en,"123 Minot Street, Boston https://t.co/HQyTt2ATT2",1594507400010145793
2022-11-21T01:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0518146, 42.2846394]}}",['1594499853064802306'],en,"119 Minot Street, Boston https://t.co/MYAj9gEMO0",1594499853064802306
2022-11-21T00:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0519762, 42.2847807]}}",['1594492300763467778'],en,"10 Charlemont Street, Boston https://t.co/K0D5Sjw0yS",1594492300763467778
2022-11-21T00:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0519625, 42.2849715]}}",['1594484752324648960'],en,"73 Chelmsford Street, Boston https://t.co/72WKQLurzv",1594484752324648960
2022-11-20T23:46:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0521357, 42.2849251]}}",['1594477203919716353'],en,"69 Chelmsford Street, Boston https://t.co/uNcArja4Ni",1594477203919716353
2022-11-20T23:16:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0522794, 42.2848562]}}",['1594469651811270657'],en,"65 Chelmsford Street, Boston https://t.co/bTDGzObJAT",1594469651811270657
2022-11-20T22:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0524299, 42.2848174]}}",['1594462102084804608'],en,"61 Chelmsford Street, Boston https://t.co/B05QMXAvm8",1594462102084804608
2022-11-20T22:16:04.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0525805, 42.2847775]}}",['1594454556494397440'],en,"57 Chelmsford Street, Boston https://t.co/wicELYLZMs",1594454556494397440
2022-11-20T21:46:03.000Z,1130296729453117441,"{'place_id': '67b98f17fdcf20be', 'coordinates': {'type': 'Point', 'coordinates': [-71.0527297, 42.2847385]}}",['1594447001743421440'],en,"53 Chelmsford Street, Boston https://t.co/F4SXcRMVI5",1594447001743421440
