created_at,text,author_id,lang,edit_history_tweet_ids,id,geo
2022-11-22T19:48:33.000Z,"RT @kylegriffin1: Sen. Whitehouse and Rep. Johnson release a letter sent privately in Sept. to Chief Justice Roberts:

""One of the nation's…",949146217711263744,en,['1595142209544024065'],1595142209544024065,
2022-11-22T19:40:52.000Z,RT @Treasure530: @kylegriffin1 Why would you not do everything in your power to make it convenient for people to vote? I mean I know why bu…,949146217711263744,en,['1595140276603195392'],1595140276603195392,
2022-11-22T19:39:47.000Z,RT @TruWordsRSpoken: @kylegriffin1 Early in-person voting in the runoff election will officially begin Tuesday in at least one of Georgia’s…,949146217711263744,en,['1595140000546402304'],1595140000546402304,
2022-11-22T19:37:48.000Z,RT @kylegriffin1: The Georgia Court of Appeals has denied an attempt to stop early voting on Saturday for the Senate runoff — a ruling that…,949146217711263744,en,['1595139502619492352'],1595139502619492352,
2022-11-22T19:37:20.000Z,"RT @AndroidDev: #Android13 brings per-app language preferences, one of our most-requested features!

Switch app languages from System setti…",949146217711263744,en,['1595139386261508099'],1595139386261508099,
2022-11-22T19:36:36.000Z,"RT @USPS: The United States Postal Service is actively recruiting for many positions that may be perfect for you. Whether full time, part t…",949146217711263744,en,['1595139199749206016'],1595139199749206016,
2022-11-22T19:36:04.000Z,"RT @LGAairport: #AviationHistoryMonth Trivia: Seaplanes, or flying boats, are mostly obsolete now, but were widely used by the military in…",949146217711263744,en,['1595139068492275712'],1595139068492275712,
2022-11-22T19:32:35.000Z,RT @raleighkeegan: Thanksgiving is the the time of year where you eat 7000 calories in one meal and if that doesn’t say America then what e…,949146217711263744,en,['1595138191681814528'],1595138191681814528,
2022-11-22T19:31:14.000Z,"RT @AP: The 5.6 magnitude earthquake that shook Indonesia would typically be expected to cause light damage. Experts, however, say proximit…",949146217711263744,en,['1595137851557310466'],1595137851557310466,
2022-11-22T19:30:44.000Z,RT @AP: Authorities have raised the death toll of a 5.6 magnitude earthquake that shook Indonesia’s main island of Java to at least 268 peo…,949146217711263744,en,['1595137724155318272'],1595137724155318272,
2022-11-22T19:30:22.000Z,"RT @POTUS: Because of our Administration's historic investment in supporting America’s veterans, we're expanding benefits to more than 5 mi…",949146217711263744,en,['1595137633986187264'],1595137633986187264,
2022-11-22T19:29:45.000Z,RT @BarackObama: I’m inspired by the next generation of leaders—especially those who joined us last week at our @ObamaFoundation Democracy…,949146217711263744,en,['1595137478297473024'],1595137478297473024,
2022-11-22T19:29:08.000Z,"RT @DisneyD23: 🚨SHOPPING ALERT🚨 There are 4 — yes, FOUR, new limited edition pins on sale now for D23 Gold Members. Let's see what we've go…",949146217711263744,en,['1595137324224253952'],1595137324224253952,
2022-11-22T19:28:47.000Z,RT @DisneyD23: Christmas came early with these *TWO* exclusive The Muppet Christmas Carol pins: https://t.co/h3z0IXHnCP https://t.co/eRq6cD…,949146217711263744,en,['1595137234055106560'],1595137234055106560,
2022-11-22T19:27:23.000Z,RT @DisneyMusicEmp: It's almost time to unwrap a little holiday cheer... ✨🎁  No peeking until November 25! 👀 https://t.co/XhnXv7EtC4 https:…,949146217711263744,en,['1595136881091825664'],1595136881091825664,
2022-11-22T19:26:02.000Z,RT @DisneyParks: Let the festivities begin! Check out all the holiday cheer happening at EPCOT International Festival of the Holidays begin…,949146217711263744,en,['1595136543546826752'],1595136543546826752,
2022-11-22T19:24:56.000Z,"RT @NYCParks: This is Shoelace Park at the Bronx River! As the name implies, it's a strip of park, but packed with much to do — from trails…",949146217711263744,en,['1595136266651082754'],1595136266651082754,
2022-11-22T19:22:43.000Z,"Season, was to damn short for my liking. What's up with that!
:/
#ElBaulDeLurod https://t.co/jod6aKNQVU",949146217711263744,en,['1595135707181637633'],1595135707181637633,{'place_id': '002e24c6736f069d'}
2022-11-22T19:17:55.000Z,"RT @Tom_Winter: NBC News: Armed Michigan man arrested for threatening FBI Director Wray, member of Congress.

According to the criminal com…",949146217711263744,en,['1595134498987204610'],1595134498987204610,
2022-11-22T19:17:30.000Z,"RT @NYPDPBBronx: Your PBBX Community Affairs team, alongside Police Officers John Hernandez and Erica Estrada from the  @NYPD42Pct partnere…",949146217711263744,en,['1595134395811516416'],1595134395811516416,
2022-11-22T19:16:46.000Z,RT @NYPDPBMS: @NYPDPBMS wants to thank Fox News for inviting first responders of the NYPD &amp; FDNY/EMS to the Fox News All-American Christmas…,949146217711263744,en,['1595134211295694850'],1595134211295694850,
2022-11-22T19:15:54.000Z,"RT @cityblimp: One of NYC's 683,788 trees: A London Planetree in Fort Hamilton, Brooklyn. 🌳

Visit 92nd Street and say hello! 👋

Trees help…",949146217711263744,en,['1595133993514860544'],1595133993514860544,
2022-11-22T19:15:10.000Z,RT @fangraphs: What Will the Yankees Do To Help Junior Fernández? https://t.co/TAmi9iFozz,949146217711263744,en,['1595133809179389952'],1595133809179389952,
2022-11-22T19:14:51.000Z,"RT @DisneyAnimation: Get ready for- SPLAT! #StrangeWorld is al- SPLAT!

Grab your family and see Disney's #StrangeWorld, only in theaters b…",949146217711263744,en,['1595133728677720065'],1595133728677720065,
2022-11-22T19:14:01.000Z,RT @NatGeoTV: Sometimes you have to be a little crazy just to overcome the challenges the Spring thaw brings. Catch a new episode of #LifeB…,949146217711263744,en,['1595133517956251648'],1595133517956251648,
2022-11-22T19:12:59.000Z,"RT @MetroNorth: We're holding a poster design contest to help us create Metro-Man's new costume!

The contest runs through the end of the y…",949146217711263744,en,['1595133258886696960'],1595133258886696960,
2022-11-22T19:11:44.000Z,"RT @NYCSanitation: The cold has arrived, NYC!

We’ll soon need to employ Emergency Snow Laborers when winter weather strikes! Register to w…",949146217711263744,en,['1595132942426476544'],1595132942426476544,
2022-11-22T19:11:22.000Z,RT @HipHipJose5: What an event @play24Sports has planned out! We are a few days out! We are now looking for some of the best food trucks an…,949146217711263744,en,['1595132849459712001'],1595132849459712001,
2022-11-22T19:11:10.000Z,"RT @earthskyscience: @NASA and @SpaceX have picked a time and date for the CRS-26, the next resupply mission to the @Space_Station. The fir…",949146217711263744,en,['1595132799631384576'],1595132799631384576,
2022-11-22T19:10:52.000Z,RT @DisneyMusic: Get ready to rock...around the Christmas Tree! 🎄 Music from Marvel Studios’ Special Presentation: The @Guardians of the Ga…,949146217711263744,en,['1595132726780514304'],1595132726780514304,
2022-11-22T19:10:41.000Z,RT @DisneyMusic: Marvel Studios’ Special Presentation: The Guardians of the Galaxy Holiday Special is streaming only on @DisneyPlus Novembe…,949146217711263744,en,['1595132678827016193'],1595132678827016193,
2022-11-22T19:10:03.000Z,"RT @CamelotBway: .@McDrewBur, @Phillipasoo, and Jordan Donica lead a cast of 27 actors in @LCTheater's new production of Lerner &amp; Loewe’s C…",949146217711263744,en,['1595132521171521537'],1595132521171521537,
2022-11-22T19:09:31.000Z,RT @25Days: get ready to jingle all the way to your couch. #25daysofchristmas is almost here! watch dec 1-25 on @freeformtv.,949146217711263744,en,['1595132385934594048'],1595132385934594048,
2022-11-22T19:06:15.000Z,RT @gunsnroses: Brisbane! Who’s coming out tonight? https://t.co/C53rC50d8W,949146217711263744,en,['1595131563825852416'],1595131563825852416,
2022-11-22T19:06:07.000Z,RT @MetOpera: Soprano @kelliohara and mezzo-soprano @JoyceDiDonato sing an excerpt from Act I of @kevin_puts and librettist Greg Pierce’s T…,949146217711263744,en,['1595131528430129152'],1595131528430129152,
2022-11-22T19:03:59.000Z,RT @NYPDPBBronx: We are thankful to be able to sit down and enjoy a nice Thanksgiving meal provided by ‘Olivia’s Restaurant’ alongside fami…,949146217711263744,en,['1595130992930742272'],1595130992930742272,
2022-11-22T19:03:31.000Z,"RT @BronxPinstripes: Beltran, Ellsbury, new candidates among #Yankees on BBWAA 2023 Hall of Fame Ballot

✍️By: @MikeGwizdala

📲Read:

https…",949146217711263744,en,['1595130876673028096'],1595130876673028096,
2022-11-22T19:02:53.000Z,"RT @BronxZooNYY: “For more than 14 years, Lou Gehrig did the same thing every day—he got up and went to work. But unlike others, Gehrig nev…",949146217711263744,en,['1595130714412154880'],1595130714412154880,
2022-11-22T19:02:36.000Z,"RT @DisneyStudios: Disenchanted is ""magical from start to finish."" ✨
 
#Disenchanted is now streaming on @DisneyPlus. https://t.co/PPsuqeQQ…",949146217711263744,en,['1595130645160026112'],1595130645160026112,
2022-11-22T18:59:42.000Z,"RT @POTUS: Folks, meet this year’s National Thanksgiving Turkeys: Chocolate and Chip. https://t.co/bXJIVPmJZ6",949146217711263744,en,['1595129916286468096'],1595129916286468096,
2022-11-22T18:58:55.000Z,"RT @MLB: Olivia Pichardo, a Brown University freshman, is making history as the first female baseball player to be on an active NCAA Divisi…",949146217711263744,en,['1595129719825248256'],1595129719825248256,
2022-11-22T18:58:39.000Z,RT @TimeOutNewYork: This year's tree features amazing insects. See it at @amnh until January 9. https://t.co/ytrhlviuln,949146217711263744,en,['1595129650602479617'],1595129650602479617,
2022-11-22T18:58:04.000Z,"RT @HolocaustMuseum: When Adolf Eichmann, a pivotal perpetrator of the Holocaust, was tried in Israel in 1961, the proceedings were televis…",949146217711263744,en,['1595129505160769537'],1595129505160769537,
2022-11-22T18:57:44.000Z,RT @FBI: Birmingham Woman Found Guilty of Kidnapping Resulting in Death @FBIBirmingham https://t.co/XZ024cQ9qu,949146217711263744,en,['1595129418699411456'],1595129418699411456,
2022-11-22T18:57:31.000Z,RT @USFWSFisheries: Today we celebrate the fish! The small colorful fish fighting their way through the hidden valleys of Appalachia.  #Wor…,949146217711263744,en,['1595129366706782209'],1595129366706782209,
2022-11-22T18:56:42.000Z,RT @randallsisland: #BREAKING: The Randall's Island Park Alliance has a TikTok account! Follow us to see short videos that feature environm…,949146217711263744,en,['1595129161458544641'],1595129161458544641,
2022-11-22T18:56:27.000Z,"RT @Disney: Travel back to the incredible world of Wakanda in Marvel Studios' Black Panther: #WakandaForever, only in theaters. https://t.c…",949146217711263744,en,['1595129098585919488'],1595129098585919488,
2022-11-22T18:56:08.000Z,"RT @NASA: Earthset. 🌎

@NASA_Orion captured this shot of Earth “setting” while the spacecraft passed close to the Moon. Nearly 270,000 mile…",949146217711263744,en,['1595129015626764289'],1595129015626764289,
2022-11-22T18:55:51.000Z,"RT @COPSOffice: In conjunction with the National Indian Nations Conference, @OJPOVC &amp; Coordinated Tribal Assistance Solicitation Representa…",949146217711263744,en,['1595128944831131649'],1595128944831131649,
2022-11-22T18:55:22.000Z,RT @COPSOffice: The focus of these discussions will be on solutions and promising practices to help inform federal-tribal partnerships and…,949146217711263744,en,['1595128823515078657'],1595128823515078657,
2022-11-22T18:30:40.000Z,https://t.co/WuJJOybJ6j,949146217711263744,zxx,['1595122609322360832'],1595122609322360832,{'place_id': '002e24c6736f069d'}
2022-11-22T18:30:12.000Z,https://t.co/UnGYAhPj2B,949146217711263744,zxx,['1595122490539286528'],1595122490539286528,{'place_id': '002e24c6736f069d'}
2022-11-22T18:28:24.000Z,https://t.co/2TkunwbVVQ,949146217711263744,zxx,['1595122036707250177'],1595122036707250177,{'place_id': '002e24c6736f069d'}
2022-11-22T18:26:59.000Z,https://t.co/C3GvHBAOXg,949146217711263744,zxx,['1595121683412619264'],1595121683412619264,{'place_id': '002e24c6736f069d'}
2022-11-22T18:25:59.000Z,https://t.co/CblR3ypsjC,949146217711263744,zxx,['1595121431259779073'],1595121431259779073,{'place_id': '002e24c6736f069d'}
2022-11-22T18:25:27.000Z,https://t.co/6iOAfyWJ6f,949146217711263744,zxx,['1595121294063726592'],1595121294063726592,{'place_id': '002e24c6736f069d'}
2022-11-22T18:24:46.000Z,https://t.co/QjuP7ou78K,949146217711263744,zxx,['1595121125687586816'],1595121125687586816,{'place_id': '002e24c6736f069d'}
2022-11-22T18:24:25.000Z,https://t.co/xl6XSDMkKq,949146217711263744,zxx,['1595121036457963522'],1595121036457963522,{'place_id': '002e24c6736f069d'}
2022-11-22T18:22:54.000Z,https://t.co/OS3aeq8x6P,949146217711263744,zxx,['1595120655418429440'],1595120655418429440,{'place_id': '002e24c6736f069d'}
2022-11-22T18:22:09.000Z,"Terri Lyons &amp; Brooklyn Decent - At Last (Sunrise Riddim) | Soca 2023
https://t.co/GRJoJJCPAS",949146217711263744,en,['1595120466988974080'],1595120466988974080,{'place_id': '002e24c6736f069d'}
2022-11-22T18:21:39.000Z,https://t.co/19nPXVS3Uf,949146217711263744,zxx,['1595120340359073792'],1595120340359073792,{'place_id': '002e24c6736f069d'}
2022-11-22T18:21:18.000Z,https://t.co/p4F4RzcnUH,949146217711263744,zxx,['1595120252010233858'],1595120252010233858,{'place_id': '002e24c6736f069d'}
2022-11-22T18:20:39.000Z,https://t.co/y3uoXsIwJd,949146217711263744,zxx,['1595120086578515969'],1595120086578515969,{'place_id': '002e24c6736f069d'}
2022-11-22T18:19:18.000Z,https://t.co/TDhU9EXBhk,949146217711263744,zxx,['1595119746512740354'],1595119746512740354,{'place_id': '002e24c6736f069d'}
2022-11-22T18:15:58.000Z,https://t.co/l64jl5WO14,949146217711263744,zxx,['1595118907287040000'],1595118907287040000,{'place_id': '002e24c6736f069d'}
2022-11-22T17:57:46.000Z,"Benjaminz &amp; Los Tercermundistas Backingband - Jamdung [Official Video 2022]
https://t.co/rr052DCg0c",949146217711263744,en,['1595114327266451456'],1595114327266451456,{'place_id': '002e24c6736f069d'}
2022-11-22T17:38:14.000Z,"Sister Julie feat. Lady Ann - Suffering People [Official Video 2022]
https://t.co/Gfz3d9Lhbk",949146217711263744,en,['1595109415358992384'],1595109415358992384,{'place_id': '002e24c6736f069d'}
2022-11-22T17:35:00.000Z,RT @NYPDnews: Watch live as we recognize the hard work of members of the NYPD at today’s promotion ceremony. https://t.co/OhszdfFuJ3,949146217711263744,en,['1595108598883155969'],1595108598883155969,
2022-11-22T17:34:07.000Z,"Peter Hunnigale Songs We Love | The Best Of Reggae
https://t.co/nTcjsTbZtY",949146217711263744,en,['1595108375821717506'],1595108375821717506,{'place_id': '002e24c6736f069d'}
2022-11-22T17:30:57.000Z,https://t.co/y3Z21U6CAx,949146217711263744,zxx,['1595107581848068097'],1595107581848068097,{'place_id': '002e24c6736f069d'}
2022-11-22T04:07:00.000Z,"Entrevista reveladora a Pedro Camacho - Desnudo en la playa!! #WatatahPodcast
https://t.co/CDCWf4JGHs",949146217711263744,es,['1594905260052684800'],1594905260052684800,{'place_id': '002e24c6736f069d'}
2022-11-22T04:06:02.000Z,"Notable free agent shortstops
https://t.co/th2GqDkQqP",949146217711263744,en,['1594905017907118080'],1594905017907118080,{'place_id': '002e24c6736f069d'}
2022-11-21T23:26:57.000Z,"Harry Potter: Magic Caster Wand | Heroic Design - Wand and App Tutorial | Warner Bros. Entertainment
https://t.co/Zm5JdUIdrB",949146217711263744,en,['1594834781912682498'],1594834781912682498,{'place_id': '002e24c6736f069d'}
2022-11-21T22:20:26.000Z,"A Mouse Looked Through The Crack In The Wall:
#ElBaulDeLurod
#Mouse
#Crack
#Wall

#Blog
https://t.co/VAB5vwH19L",949146217711263744,en,['1594818042005184512'],1594818042005184512,{'place_id': '002e24c6736f069d'}
2022-11-21T21:55:06.000Z,"Yes, please! https://t.co/I6YzDOmo6P",949146217711263744,en,['1594811667837329420'],1594811667837329420,{'place_id': '002e24c6736f069d'}
2022-11-21T21:40:28.000Z,"RT @Yankees: Along with last week's food voucher distribution, we also teamed up with Legends Hospitality &amp; the Supportive Children's Advoc…",949146217711263744,en,['1594807985850687514'],1594807985850687514,
2022-11-21T21:35:39.000Z,"That sucks!
:(
#ElBaulDeLurod https://t.co/pwf6ijCmfd",949146217711263744,en,['1594806775315832847'],1594806775315832847,{'place_id': '002e24c6736f069d'}
2022-11-21T21:32:23.000Z,RT @DisneyCruise: Teams across Disney Cruise Line joined forces to remove nearly two tons of trash from beaches in Florida and in The Baham…,949146217711263744,en,['1594805952867344401'],1594805952867344401,
2022-11-21T21:30:49.000Z,"Wow, cool!:
#ElBaulDeLurod
:) https://t.co/EWBJz9SK48",949146217711263744,en,['1594805556098768915'],1594805556098768915,{'place_id': '002e24c6736f069d'}
2022-11-21T21:24:29.000Z,"RT @GMSField: Take me out to the ball game
Take me out with the crowd
We’ve got you and friends/family covered this Spring
Don’t miss the o…",949146217711263744,en,['1594803961516662797'],1594803961516662797,
2022-11-21T21:24:03.000Z,RT @Disney: Experience your favorite Disney stories and create unforgettable memories with the whole family at @DisneyOnIce! Get tickets no…,949146217711263744,en,['1594803853030989835'],1594803853030989835,
2022-11-21T21:20:54.000Z,RT @JesseRoyal1: Are you ready for new music?!?,949146217711263744,en,['1594803059519004685'],1594803059519004685,
2022-11-21T21:20:16.000Z,RT @DisneyD23: The Guardians of the Galaxy are now one degree of separation away from Kevin Bacon! Kevin Bacon unwraps his role in the @Gua…,949146217711263744,en,['1594802903302418433'],1594802903302418433,
2022-11-21T21:14:31.000Z,"RT @MLBPAA: It's never too late to join the Alumni family.🥳

Be part of our 40th Anniversary celebration by becoming a fan member today! #M…",949146217711263744,en,['1594801454883151887'],1594801454883151887,
2022-11-21T21:14:01.000Z,"RT @TimesSquareNYC: OPENING NIGHT of A Christmas Carol at Nederlander Theatre in #TimesSquare 🎟🎭

#broadway #achristmascarol #achristmascar…",949146217711263744,en,['1594801328878161921'],1594801328878161921,
2022-11-21T21:13:28.000Z,RT @rockcenternyc: It takes a whole lot of sparkle to stand out in this city 🌟 Meet the @swarovski  Rockefeller Center Tree Topper. https:/…,949146217711263744,en,['1594801190759718912'],1594801190759718912,
