created_at,author_id,edit_history_tweet_ids,lang,text,id,geo
2022-08-25T20:42:56.000Z,1243870687,['1562903374848110592'],en,"All with love ❤️ from the YOBANTE EXPRESS Senegal 🇸🇳 team !
YOBANTE EXPRESS Senegal 
#yes #yobante #express #happy #team https://t.co/KbopwPugwC",1562903374848110592,
2022-08-24T17:27:39.000Z,1243870687,['1562491842003755008'],fr,"RT @yobanteYES: 🛣 Direction Tambacounda - Grâce à @yobanteyes, envoyez et recevez vos colis 📦 depuis et vers toutes les regions du Sénégal…",1562491842003755008,
2022-08-23T14:08:05.000Z,1243870687,['1562079231294816256'],en,"@yobantenaija1 With over 200+ Courier partners in Lagos, Nigeria, What are you waiting for? Book us for your next deliveries today!

We are twice as fast and 40% cheaper than other existing solutions. To book a delivery, Kindly log on to our website www.…https://t.co/KUmgozbjaU",1562079231294816256,
2022-08-20T22:42:05.000Z,1243870687,['1561121418988896257'],fr,"RT @yobanteYES: Vous exercez une activité commerciale, rejoignez notre réseau de partenaires business. En un clic, livrez rapidement et eff…",1561121418988896257,
2022-08-20T14:55:23.000Z,1243870687,['1561003973192155136'],es,@yobanteYES YOBANTE EXPRESS https://t.co/cUF13Z395C,1561003973192155136,
2022-08-20T06:23:12.000Z,1243870687,['1560875075590660096'],en,"RT @yobantenaija1: Just like Asake, let's help you terminate your pending deliveries this week 🫡",1560875075590660096,
2022-08-20T03:34:54.000Z,1243870687,['1560832721626304512'],en,"RT @yobantenaija1: We already know the two things we need 😀 What about you?

Tell us in the comment section. We might just surprise you 😙 h…",1560832721626304512,
2022-08-19T09:39:25.000Z,1243870687,['1560562067395919873'],fr,"RT @yobanteYES: Vous avez un véhicule 🛻🚙🚚, gagnez des revenus supplémentaires allant jusqu’à 30 000 par jour en devant transporteur indepen…",1560562067395919873,
2022-08-18T10:33:02.000Z,1243870687,['1560213175210999809'],qme,@yobantenaija1 @yobanteYES https://t.co/FBQSde7dem,1560213175210999809,
2022-08-16T14:48:11.000Z,1243870687,['1559552608800571395'],en,"RT @yobantenaija1: This should be fun 😄

We'll be waiting for you in the comment section.

#yesyobantenaija #yobanteexpress #yobante https:…",1559552608800571395,
2022-08-15T10:33:38.000Z,1243870687,['1559126161216749569'],en,"Last Saturday, I landed in my home market Senegal 🇸🇳 after have been based in Italy 🇮🇹, Europe for about a year now! The same day I was at the House of Culture Douta Seck to participate in Kokùtana 2022. This event organized by Volkeno allowed, throug…https://t.co/nPoKWLJcdv",1559126161216749569,
2022-08-10T15:44:18.000Z,1243870687,['1557392401567711232'],en,We are excited to announce 📣 that now @YobanteZambia 🇿🇲 has a notional wide coverage of main provinces with a resilient mesh network of Hub agents! @yobanteYES 👉🏾 https://t.co/Zj1vhFQSin,1557392401567711232,{'place_id': 'b087a59629f7df29'}
2022-08-09T10:50:22.000Z,1243870687,['1556956043116220418'],fr,"Une victoire face à Sunu Assurance et un match nul face à la SOBOA, le bilan de YOBANTE EXPRESS (@yobanteYES) après les deux premières journées du tournoi Eldera Challenge Cup. Un grand Bravo aux initiateurs pour avoir réussi à regrouper toutes ces grande…https://t.co/9l7uL0Qr82",1556956043116220418,
2022-08-04T19:39:12.000Z,1243870687,['1555277190367002624'],fr,"RT @yobanteYES: Velo, Scooter, voiture ou à pied, livrez simplement nos colis et gagnez de l’argent. Devenez transporteur YES tout de suite…",1555277190367002624,
2022-08-04T11:19:21.000Z,1243870687,['1555151398710411264'],en,"I am humbled, honored and more importantly extremely happy reading so many messages &amp; happy birthday wishes from YOBANTE EXPRESS  team accros the continent: Nigeria 🇳🇬, South Africa 🇿🇦, Ghana 🇬🇭, Zambia 🇿🇲, Senegal 🇸🇳, Côte d’Ivoire 🇨🇮, Mali ?…https://t.co/xx8S4IBfpe",1555151398710411264,
2022-08-04T09:00:50.000Z,1243870687,['1555116541351428097'],en,"@yobantenaija1 Thanks team Yobante Naija !
I am humbled, honored and extremely happy about this ! Let’s keep on rocking it !",1555116541351428097,{'place_id': 'b087a59629f7df29'}
2022-08-04T09:00:01.000Z,1243870687,['1555116333469163520'],en,RT @yobantenaija1: You are not just a regular boss. You are the person that inspires us every day to keep pushing on for success. Happy bir…,1555116333469163520,
2022-08-02T12:46:06.000Z,1243870687,['1554448454298075137'],en,I am excited to see the huge progress that YOBANTE EXPRESS Zambia 🇿🇲 team is achieving on the ground building the leading logistics tech venture in that sub-region of Africa with a resilient mesh network of Trusted &amp; Signed Yobante Express Hub agents an…https://t.co/ou6zheh9Xj,1554448454298075137,
2022-08-02T12:16:43.000Z,1243870687,['1554441059882729473'],en,RT @yobantenaija1: Wishing you a happy new month and also using this medium to tell you we take the safety of our parcels very seriously. K…,1554441059882729473,
2022-08-01T12:50:01.000Z,1243870687,['1554087052244910082'],en,"HAPPY NEW MONTH FROM ALL OF US AT YOBANTE EXPRESS  Nigeria 🇳🇬 . 

#yesyobantenaija #yobantenaija #YES #delivery #smallbusinessowners #smallbusiness #logistics #lagos #Ikeja #logisticsinajah #joy #love #peace #explore #transportation #road #bike #busines…https://t.co/cfzQXMCLGB",1554087052244910082,
2022-07-31T11:06:09.000Z,1243870687,['1553698524256260096'],en,RT @yobanteYES: Team YES 🤎💛 https://t.co/Q8Smb5JrNp,1553698524256260096,
2022-07-27T19:27:20.000Z,1243870687,['1552375102574043136'],fr,"RT @yobanteYES: Enlèvement gratuit, livraison jusqu’au dernier km à 40% moins cher et 2x plus rapidement que les solutions existantes parto…",1552375102574043136,
2022-07-26T18:27:47.000Z,1243870687,['1551997728963678210'],fr,"RT @yobanteYES: Velo, Scooter, voiture ou à pied, livrez simplement nos colis et gagnez de l’argent. Devenez transporteur YES tout de suite…",1551997728963678210,
2022-07-25T12:19:06.000Z,1243870687,['1551542558786035712'],fr,"RT @yobanteYES: Gagnez de l'argent en fonction de votre emploi du temps et de votre temps libre : avec Yobante Express, vous choisissez tou…",1551542558786035712,
2022-07-18T18:36:18.000Z,1243870687,['1549100767285547015'],en,We are humbled and honored to see @yobanteYES  ranked in just over 3 years on #Top5 of best Senegalese Startups &amp; more importantly being the first #1 Transportation and Logistics company to be listed by StartupBlink  after Fintech Companies Wave Mobile … https://t.co/WHIs5ulUJv,1549100767285547015,{'place_id': 'b087a59629f7df29'}
2022-07-17T21:15:49.000Z,1243870687,['1548778523514605568'],en,"@yobanteSA  South Africa Sale team distributing the starter kits to few selected &amp; verified new signee hub agents around Cape Town.

https://t.co/2NWTOy4BeX https://t.co/x4fziLJX0F",1548778523514605568,{'place_id': '17218fe1cbb7dd12'}
2022-07-06T13:29:43.000Z,1243870687,['1544674959032713216'],en,"Discover @yobanteSA South Africa 🇿🇦 team distributing the starter kits to the new signee hub agents around Cape Town, using some of our bike riders to make the delivery faster. @yobanteYES 
👉🏾 https://t.co/STBXYkhBYL https://t.co/z0n7UsiT94",1544674959032713216,{'place_id': 'dd9c0d7d7e07eb49'}
2022-07-06T12:47:08.000Z,1243870687,['1544664242992939015'],en,RT @yobantenaija1: We are partnering with students and individuals who would love to make an extra income while carrying out deliveries for…,1544664242992939015,
2022-07-04T12:18:31.000Z,1243870687,['1543932264203051008'],fr,RT @yobanteYES: Gagnez du temps et de l’argent en livrant vos colis via @yobanteYES. Nous sommes présents partout au Sénégal et à l’étrange…,1543932264203051008,
2022-07-02T16:41:56.000Z,1243870687,['1543273780750983170'],fr,"RT @yobanteYES: Nous recrutons un(e) assistant(e) principal(e) pour le traitement, la gestion et le suivi de la livraison de colis internat…",1543273780750983170,
2022-07-02T16:04:22.000Z,1243870687,['1543264325137309699'],fr,"Si vous recherchez un emploi ou vous en connaissez quelqu’un(e) qui en recherche ?
https://t.co/9bMrcSczQi",1543264325137309699,
2022-06-28T09:05:07.000Z,1243870687,['1541709267530547200'],fr,"RT @yobanteYES: Quels que soient leur volume, nous organisons la collecte et la livraison de vos colis de manière rapide ⚡️ et efficace 🤙 p…",1541709267530547200,
2022-06-20T13:30:58.000Z,1243870687,['1538877067181400066'],en,"RT @UntappedGlobal: 👏🏾 #FeaturedonTheNest @yobanteYES, a Senegalese logistics start-up has partnered with @MpostKE to add a reliable and si…",1538877067181400066,
2022-06-19T16:55:06.000Z,1243870687,['1538566052904312834'],en,"RT @yobantenaija1: Don’t hold back the love, fathers are deserving.

#yesyobantenaija #yobantenaija #yobanteexpress #YES #FathersDay #logis…",1538566052904312834,
2022-06-19T10:22:47.000Z,1243870687,['1538467323006398464'],en,RT @SBCAfriTech: Wonderful news coming in from alumni Twahir Mohamed and @biggiebasse91 ! This partnership between @yobanteYES and @MpostKE…,1538467323006398464,
2022-06-17T15:53:11.000Z,1243870687,['1537825693823803393'],en,"RT @yobantenaija1: What a perfect time to stay home and get your parcels still delivered on the go🚲 

USE YOBANTE EXPRESS TODAY!!

#yesyoba…",1537825693823803393,
2022-06-15T14:27:57.000Z,1243870687,['1537079467780325376'],fr,"RT @yobanteYES: Six semaines après avoir remporté le prix du meilleur entrepreneur émergent à Dakar 🇸🇳, @biggiebasse91, Co-fondateur et CEO…",1537079467780325376,
2022-06-15T14:27:15.000Z,1243870687,['1537079292135452672'],en,"RT @AFRICARENA: Congratulations to @yobanteYES on winning the ""Best Scale From Africa to Europe"" Startup Award at the Viva @AfricArena Summ…",1537079292135452672,
2022-06-11T08:18:25.000Z,1243870687,['1535536921425895427'],en,"I am stoked to share that I will be at Viva Technology  AfricArena  in Paris, France 🇫🇷 over the next few days: after successfully piloting for over 10 months in France, Brussels, Spain 🇪🇸 and Italy 🇮🇹

https://t.co/vmE8lSdqXi",1535536921425895427,
2022-06-08T20:03:08.000Z,1243870687,['1534627106495377408'],fr,RT @Cheiixna: @lili_merveille Deviens partner business chez @yobanteYES et tu n’auras plus de souci.,1534627106495377408,
2022-06-08T20:02:43.000Z,1243870687,['1534627000924704769'],fr,RT @yobanteYES: C’est clair 🤩. Yokal ko si ni colis bi nio key dem dieuli livrer Ko jusqu’au dernier kilomètre 🤎💛. Wa Li nekhoul ? 😆,1534627000924704769,
2022-06-08T20:02:35.000Z,1243870687,['1534626964681674752'],fr,RT @yobanteYES: Réglez vos petits problèmes quotidiens en téléchargeant l’application Yobanté Express. Livrez les colis de nos clients et g…,1534626964681674752,
2022-05-31T11:44:06.000Z,1243870687,['1531602417736900608'],en,RT @yobanteYES: Welcome to YES Family team Zambia 🇿🇲 #lastmile #delivery #yobanteexpress 🤎💛 https://t.co/dBSTu0eOG8,1531602417736900608,
2022-05-30T22:34:31.000Z,1243870687,['1531403709078462464'],fr,"RT @yobanteYES: Gagnez de l'argent en fonction de votre emploi du temps et de votre temps libre : avec Yobante Express, vous choisissez tou…",1531403709078462464,
2022-05-23T10:56:41.000Z,1243870687,['1528691382528917504'],fr,"RT @yobanteYES: Bonjour à toi, j’espère que t’as bien dormi ? Je m’appelle yobanté et je suis un livreur. Si t’as des colis à envoyer ou à…",1528691382528917504,
2022-05-11T10:05:48.000Z,1243870687,['1524329919035191296'],fr,RT @SalySportClub: Les joueurs et membres du staff technique de @SalySportClub ont reçu leurs nouveaux équipements au BB Complex. La cérémo…,1524329919035191296,
2022-05-09T15:09:46.000Z,1243870687,['1523681639305719812'],fr,"RT @fanaka_co: De la #HealthTech à la #FinTech, en passant par l’#ecommerce, les écosystèmes entrepreneuriaux d’#Afrique sont en train d'ém…",1523681639305719812,
2022-05-09T15:09:28.000Z,1243870687,['1523681567264362499'],fr,"RT @fanaka_co: @harleymckenson a effectué dans cet article https://t.co/hWb0HeikSJ, une sélection de jeunes pousses prometteuses qui opèren…",1523681567264362499,
2022-05-09T13:16:02.000Z,1243870687,['1523653020885876743'],fr,RT @yobanteYES: Une équipe jeune et professionnelle pour vous permettre d’envoyer et de recevoir vos colis en toute sécurité partout à Daka…,1523653020885876743,
2022-05-06T15:59:03.000Z,1243870687,['1522606880840900613'],fr,"Dans le cadre d’un after work au complexe BBM à Saly, la team YOBANTE EXPRESS HQ de Dakar, Sénégal 🇸🇳 en a profité pour improviser une petite chorégraphie au rythme de la bande originale de YES. Un petit moment plein de complicité que l’on aimerait part…https://t.co/j4l7KR0T08",1522606880840900613,
2022-05-05T09:24:45.000Z,1243870687,['1522145261388185601'],fr,"RT @yobanteYES: Il est le responsable Yobante Express de la zone sud et il couvre toute la Casamance. Il est dans l’envoi de colis, la réce…",1522145261388185601,
2022-04-28T11:29:55.000Z,1243870687,['1519640049477951488'],en,@VishalsVoice @yobanteYES @rajkool03 @WeAreVRPod @OumarKBa Nice to physically meeting you both V&amp;A !,1519640049477951488,
2022-04-28T11:28:50.000Z,1243870687,['1519639773660520449'],en,RT @VishalsVoice: I finally got to meet our founder Oumar Basse of @yobanteYES in the flesh in Dakar…. On a day he was awarded the Most Pro…,1519639773660520449,
2022-04-27T20:13:17.000Z,1243870687,['1519409368793559045'],fr,"RT @yobanteYES: Vous aussi, faites comme eux. Téléchargez l’application mobile YOBANTE EXPRESS, inscrivez vous et gagnez de l’argent sur vo…",1519409368793559045,
2022-04-27T20:09:49.000Z,1243870687,['1519408495380115457'],fr,RT @yobanteYES: Je suis humblement honoré d'être récompensé 🥇 comme l'Entrepreneur le plus prometteur d'Afrique de l'Ouest à AfricArena 202…,1519408495380115457,
2022-04-27T20:09:15.000Z,1243870687,['1519408354111672322'],en,"RT @AFRICARENA: A massive Congratulations to @yobanteYES, on winning the High Potential Entrepreneur Award🎉

Well deserved🚀

#AfricArena202…",1519408354111672322,
2022-04-22T16:17:33.000Z,1243870687,['1517538106605506560'],fr,RT @yobanteYES: Faites comme Daouda. Devenez transporteur indépendant YES et gagnez jusqu’à 20 000 FCFA par jour en installant l’applicatio…,1517538106605506560,
2022-04-22T16:17:00.000Z,1243870687,['1517537965957914628'],fr,"RT @yobanteYES: 📍Kaolack, Mbour, Dakar … c’est plus d’une centaine de paniers 🧺 ndogou que @yobanteyes a pu livrer pour le compte de son pa…",1517537965957914628,
2022-04-19T21:02:24.000Z,1243870687,['1516522627875184648'],fr,"RT @yobanteYES: 🕤 Livraison à Saly Portudal (Mbour). 
📍Partout où vos colis nous amènent, nous vous livrons en toute sécurité et dans les m…",1516522627875184648,
2022-04-19T11:17:35.000Z,1243870687,['1516375452931309571'],qme,RT @badoubadji1: @yobanteYES https://t.co/CnrBd6U377,1516375452931309571,
2022-04-17T06:52:25.000Z,1243870687,['1515583946628685828'],fr,RT @yobanteYES: Joyeuses fêtes de Pacques à toute la communauté chrétienne du Sénégal et à tous les chrétiens à travers le monde. Très bon…,1515583946628685828,
2022-04-12T13:39:35.000Z,1243870687,['1513874474768207875'],fr,"RT @yobanteYES: Faites confiance à YOBANTE EXPRESS pour des livraisons sécurisées, 40% moins chères et 2X plus rapides que les solutions ex…",1513874474768207875,
2022-04-12T13:39:30.000Z,1243870687,['1513874452169244673'],fr,RT @yobanteYES: La route est pleine d'aléas et les imprévus sont souvent monnaie courante. Mais nous veillons toujours à ce que cela ne bou…,1513874452169244673,
2022-04-11T22:25:58.000Z,1243870687,['1513644556037890051'],fr,"RT @yobanteYES: 17h00: Hamidou, transporteur YES quittant Ouest Foire pour aller livrer un plat salé aux Mamelles. Faites appel à YOBANTE E…",1513644556037890051,
2022-04-05T09:57:17.000Z,1243870687,['1511281814186471430'],en,"RT @yobantenaija1: Yesterday at the HQ, We hosted our second set of carrier partners for an extensive training on how to use our app and al…",1511281814186471430,
2022-04-04T13:12:33.000Z,1243870687,['1510968567273074691'],fr,RT @yobanteYES: Bonne fête de l’indépendance à toutes les sénégalaises et à tous les sénégalais. #IndependanceSN https://t.co/QiLcAhANEm,1510968567273074691,
2022-03-29T14:52:44.000Z,1243870687,['1508819451277422594'],en,"RT @yobanteYES: - App Store : https://t.co/6KNyPkYhdX
- Play Store : https://t.co/9OiaQIfT8W",1508819451277422594,
2022-03-29T14:52:41.000Z,1243870687,['1508819439667535875'],fr,"RT @yobanteYES: Faites comme Kodou — 
Gagnez jusqu’à 10 000 FCFA par jour, en livrant des colis 📦 de nos partenaires pendant vos trajets ou…",1508819439667535875,
2022-03-29T14:52:30.000Z,1243870687,['1508819394524291081'],fr,"RT @yobanteYES: Avec l’application mobile de Yobante Express, Kodou, responsable logistique de YES, à ses heures perdues prend sa voiture d…",1508819394524291081,
2022-03-19T10:28:13.000Z,1243870687,['1505129005913153538'],qme,RT @badoubadji1: @yobanteYES https://t.co/pwmF8XLpRp,1505129005913153538,
2022-03-19T07:59:24.000Z,1243870687,['1505091555987795970'],en,RT @yobantenaija1: Just posted a photo @ Isaac John Street Ikeja Lagos Nigeria https://t.co/kFktsNMpFY,1505091555987795970,
2022-03-18T11:25:04.000Z,1243870687,['1504780924327768070'],fr,"RT @yobanteYES: Parce que votre temps et votre énergie sont précieux, parce que votre activité commerciale exige rapidité et fiabilité, Yob…",1504780924327768070,
2022-03-18T07:54:52.000Z,1243870687,['1504728025375596556'],en,RT @yobantenaija1: Just posted a video https://t.co/iO03uuiSh7,1504728025375596556,
2022-03-11T09:44:43.000Z,1243870687,['1502218955888414721'],en,"RT @yobantenaija1: Mr and Mrs Ugwuede at the office earlier today.

#yobantenaija #yesyobantenaija #delivery #AbujaTwitterCommunity #Match2…",1502218955888414721,
2022-03-04T22:08:23.000Z,1243870687,['1499869389306351625'],fr,"RT @yesfooddakar: Good MOOD 😋Good FOOD 
.
📌Sur place:
Yoff, apexy2 près du centre aéré BCAO 
.
☎️Livraison et à emporter.
78.178.53.53
http…",1499869389306351625,
2022-03-03T07:16:26.000Z,1243870687,['1499282535620165632'],fr,"RT @yobanteYES: Le carême n'est pas qu'une période de jeûne et d'abstinence, c'est aussi un temps de communion, de prières 🤲 et de partage…",1499282535620165632,
2022-02-25T20:52:08.000Z,1243870687,['1497313484081713160'],en,"RT @yobantenaija1: Hello Nigeria 🇳🇬

#Yobantenaija #Nigeria #LogisticsinNigeria",1497313484081713160,
