created_at,geo,id,author_id,lang,text,edit_history_tweet_ids
2022-11-22T18:25:13.000Z,,1595121237210320897,1550670124784427009,und,@LaciMarieKnight Lol. ❤️,['1595121237210320897']
2022-11-22T18:12:05.000Z,,1595117932790833152,1550670124784427009,en,"@EvaFoxU @elonmusk @DineshDSouza It’s way too long. I agree. I was wondering if they did something where like Facebook does where they block the actual ip address. I don’t know if this is true. But, a friend of mine had to many fb accounts and it literally blocked her ip address.",['1595117932790833152']
2022-11-22T18:09:12.000Z,,1595117207385952258,1550670124784427009,en,@EvaFoxU @elonmusk @DineshDSouza Agree.,['1595117207385952258']
2022-11-22T17:58:27.000Z,,1595114500264714240,1550670124784427009,en,@stillgray @elonmusk @kylenabecker @Twitter Every business owner runs their business the same way. They are just doing everything to make him look bad. It’s sad.  They can use their journalism for something more positive.,['1595114500264714240']
2022-11-22T17:56:04.000Z,,1595113901581946880,1550670124784427009,en,"RT @Johnson4Dallas: Thank you @RepEBJ, @RepVeasey, and @Lancegooden!

Proud and honored to have your support — and that of @SenRoyceWest, 4…",['1595113901581946880']
2022-11-22T17:50:02.000Z,,1595112382321528832,1550670124784427009,qme,#NewProfilePic https://t.co/KIIQqH7gtj,['1595112382321528832']
2022-11-22T17:28:32.000Z,,1595106971400769541,1550670124784427009,en,@elonmusk @waitbutwhy This though.❤️,['1595106971400769541']
2022-11-22T16:59:34.000Z,,1595099683034206211,1550670124784427009,und,@SpaceCrystalZ @elonmusk 🤣,['1595099683034206211']
2022-11-22T16:58:20.000Z,,1595099373221838850,1550670124784427009,en,@ToscaMusk @elonmusk @unusual_whales So* I’m so getting twitter blue just for the edit button. 🤣🤦‍♀️ @elonmusk,['1595099373221838850']
2022-11-22T16:41:43.000Z,{'place_id': 'ecdf2813e684c066'},1595095190942924802,1550670124784427009,en,"@bpridgeo @LaciMarieKnight @HeatherFidler2 @Brandonmartine @JohnnaCrider1 @EvaFoxU last one. 🤣🤷‍♀️ 

#Thanksgiving #StarWars #JOKER #jokes https://t.co/OujTF3UN8l",['1595095190942924802']
2022-11-22T16:36:52.000Z,{'place_id': 'ecdf2813e684c066'},1595093970538926081,1550670124784427009,qme,@bpridgeo @Brandonmartine @HeatherFidler2 @SpaceCrystalZ @LaciMarieKnight @DollyCol22 https://t.co/NzhXNpluVO,['1595093970538926081']
2022-11-22T15:48:56.000Z,,1595081909041758208,1550670124784427009,und,@dogeofficialceo 😐,['1595081909041758208']
2022-11-22T15:46:48.000Z,,1595081370233192448,1550670124784427009,en,@kerrikgray @rimmellondonUS thank you. 😍,['1595081370233192448']
2022-11-22T15:40:22.000Z,,1595079752855195649,1550670124784427009,und,@nichegamer @elonmusk 🤣,['1595079752855195649']
2022-11-22T15:40:08.000Z,,1595079692645801984,1550670124784427009,en,RT @EvaFoxU: Twitter continues to hone in on Blue Verified to stop impersonators on the platform. The relaunch of the service has been dela…,['1595079692645801984']
2022-11-22T15:37:20.000Z,{'place_id': 'ecdf2813e684c066'},1595078987222601730,1550670124784427009,und,@LaciMarieKnight @rimmellondonUS ❤️😍,['1595078987222601730']
2022-11-22T15:37:14.000Z,{'place_id': 'ecdf2813e684c066'},1595078962761318403,1550670124784427009,en,@rimmellondonUS Thank you.,['1595078962761318403']
2022-11-22T15:32:13.000Z,{'place_id': 'ecdf2813e684c066'},1595077700716224512,1550670124784427009,en,"@ToscaMusk @elonmusk @unusual_whales Every business does this, do I don’t understand why it’s such a big deal to everyone. Other than to just try to make him look bad. I swear if he sneezed the media would be upset about it. 🙄",['1595077700716224512']
2022-11-22T15:27:19.000Z,,1595076469021200384,1550670124784427009,en,"RT @fasc1nate: An artificial womb that successfully grew a baby lamb. 
https://t.co/fqYG9QLrC9",['1595076469021200384']
2022-11-22T15:27:04.000Z,,1595076402818256896,1550670124784427009,und,@LMikeyJ ❤️❤️❤️,['1595076402818256896']
2022-11-22T15:26:09.000Z,,1595076172026716166,1550670124784427009,qme,RT @Calvinn_Hobbes: #CalvinandHobbes https://t.co/QUIBQCvCiw,['1595076172026716166']
2022-11-22T15:16:15.000Z,{'place_id': 'ecdf2813e684c066'},1595073684116578305,1550670124784427009,und,@LaciMarieKnight @elonmusk @unusual_whales Lol.,['1595073684116578305']
2022-11-22T15:13:36.000Z,,1595073015297232897,1550670124784427009,en,@LaciMarieKnight @elonmusk @unusual_whales Exactly what I was going to say. He’s doing exactly what any business owners would do.,['1595073015297232897']
2022-11-22T15:08:26.000Z,{'place_id': 'ecdf2813e684c066'},1595071714484191232,1550670124784427009,en,I hope all of you have a good morning. The red lipstick is @rimmellondonUS. Playwithfire. I hope all of you have a good Tuesday.  ❤️ https://t.co/WIrODyGQrc,['1595071714484191232']
2022-11-22T15:01:14.000Z,,1595069904881061890,1550670124784427009,en,@mayemusk Exactly!,['1595069904881061890']
2022-11-22T14:47:19.000Z,,1595066402771173377,1550670124784427009,und,@EvaFoxU @elonmusk Lol.  🤣,['1595066402771173377']
2022-11-22T14:46:38.000Z,{'place_id': 'ecdf2813e684c066'},1595066229982887936,1550670124784427009,en,@nichegamer @zerohedge It’s never ending with the bot.,['1595066229982887936']
2022-11-22T10:29:26.000Z,,1595001502459912192,1550670124784427009,en,"RT @NickBrownlow_: Photographers, show me your best trail shot 🌳 

Re-tweeting all ❗️ https://t.co/B2KYmERTZT",['1595001502459912192']
2022-11-22T10:26:14.000Z,,1595000696038096897,1550670124784427009,en,"RT @historydefined: A National Museum employee holding two dueling pistols owned by Andrew Jackson, 1926 https://t.co/jVPD1qotSw",['1595000696038096897']
2022-11-22T10:25:54.000Z,,1595000614936875010,1550670124784427009,en,@EvaFoxU @dogeofficialceo @elonmusk @teslaownersSV I was having a similar issue. It’s weird.,['1595000614936875010']
2022-11-22T10:22:08.000Z,,1594999665111572481,1550670124784427009,en,"RT @historydefined: Aerial view over Edinburgh, c. 1920, by Alfred G. Buckham. https://t.co/bnXzjjh47T",['1594999665111572481']
2022-11-22T10:21:54.000Z,,1594999607624622083,1550670124784427009,qam,@EvaFoxU,['1594999607624622083']
2022-11-22T10:13:40.000Z,,1594997536019857408,1550670124784427009,und,@EvaFoxU @elonmusk @teslaownersSV 👏👏👏,['1594997536019857408']
2022-11-22T09:28:37.000Z,,1594986196111069184,1550670124784427009,en,"RT @Teslarati: Tesla China denies rumor that EV orders are lower than expected after price cuts
https://t.co/5nJugJ7SLH by @ResidentSponge",['1594986196111069184']
2022-11-22T08:28:30.000Z,,1594971069580034050,1550670124784427009,en,@elonmusk @jakeshieldsajj Agree. You’d think metal musicians would be for free speech.,['1594971069580034050']
2022-11-22T08:27:18.000Z,{'place_id': 'ecdf2813e684c066'},1594970768517246982,1550670124784427009,en,Two future projects. Super excited about these two. #galaxy #LordOfTheRings https://t.co/kqFIZ6d31n,['1594970768517246982']
2022-11-22T07:59:26.000Z,{'place_id': 'ecdf2813e684c066'},1594963752713175042,1550670124784427009,und,@TeslaAIBot @elonmusk 🤣,['1594963752713175042']
2022-11-22T07:55:36.000Z,,1594962789939961857,1550670124784427009,en,@teslaownersSV @elonmusk Good question.,['1594962789939961857']
2022-11-22T07:51:42.000Z,,1594961807302688769,1550670124784427009,und,@elonmusk @SirineAti @Anc_Aesthetics 🤣,['1594961807302688769']
2022-11-22T07:50:58.000Z,,1594961624506724352,1550670124784427009,en,@elonmusk @PPathole @Anc_Aesthetics One of my fav games.,['1594961624506724352']
2022-11-22T07:46:15.000Z,{'place_id': 'ecdf2813e684c066'},1594960435765477376,1550670124784427009,en,@teslaownersSV @elonmusk @CSMFHT I don’t either. I think a lot of us are having that issue.,['1594960435765477376']
2022-11-22T07:45:28.000Z,,1594960240356769792,1550670124784427009,en,@JillMarie4155 @teslaownersSV @elonmusk @CSMFHT @elon_alerts Neither. Or most of my notifications from any of the accounts I follow. I’m wonder if it’s slow because the server is overwhelmed.,['1594960240356769792']
2022-11-22T07:42:35.000Z,,1594959511810457601,1550670124784427009,en,"@stillgray @elonmusk Yes, I agree.",['1594959511810457601']
2022-11-22T07:35:49.000Z,,1594957811879919618,1550670124784427009,en,@elonmusk Is there a time during the day where it peaks the highest?,['1594957811879919618']
2022-11-22T07:28:44.000Z,,1594956028806057984,1550670124784427009,en,"@teslaownersSV @elonmusk @CSMFHT I’m having the same issue, I’m not getting any notifications. And if I do it’s 10 mins later sometimes even the next day.",['1594956028806057984']
2022-11-22T07:18:16.000Z,{'place_id': 'ecdf2813e684c066'},1594953392341876737,1550670124784427009,und,@elonmusk @sama ❤️,['1594953392341876737']
2022-11-22T07:17:24.000Z,,1594953177191026688,1550670124784427009,en,"RT @konstructivizm: The Far Side of the Moon - Shot by Artemis 1
Credit: NASA https://t.co/sspp6Qhygi",['1594953177191026688']
2022-11-22T07:06:40.000Z,,1594950474620456962,1550670124784427009,en,RT @fasc1nate: 433 Eros is the second-largest near-Earth object. It has an elongated shape and a mean diameter of approximately 16.8 kilome…,['1594950474620456962']
2022-11-22T07:06:37.000Z,,1594950461051883520,1550670124784427009,en,RT @NFL: Thankful for 🏈. See you on Thanksgiving. #MaddenThanksgiving https://t.co/BODI4j05MB,['1594950461051883520']
2022-11-22T06:48:29.000Z,,1594945896839806976,1550670124784427009,en,@JohnnaCrider1 Exactly!,['1594945896839806976']
2022-11-22T05:53:22.000Z,,1594932029115752448,1550670124784427009,und,@philthatremains 🤣,['1594932029115752448']
2022-11-22T04:37:06.000Z,,1594912836480020480,1550670124784427009,en,RT @MicahhParsons11: Man I don’t even order 6 dollar cokes at restaurant!! Ask any of my closest friends!! I’ve always been cheap as hell!!…,['1594912836480020480']
2022-11-22T04:23:17.000Z,,1594909357174849536,1550670124784427009,en,@LaciMarieKnight Add that with cross stitching. And that’s me.🤣,['1594909357174849536']
2022-11-22T04:22:46.000Z,,1594909227071705088,1550670124784427009,und,@LaciMarieKnight Lol.,['1594909227071705088']
2022-11-22T04:19:07.000Z,{'place_id': 'ecdf2813e684c066'},1594908308917436419,1550670124784427009,en,@StewsSauce @thisgrilllife @HeatherFidler2 @LaciMarieKnight Its better with homemade tortillas.,['1594908308917436419']
2022-11-22T04:01:53.000Z,,1594903973609316355,1550670124784427009,en,"RT @StewsSauce: Nacho Fries, my way!  👊🏼💥
@tacobell @PoppaEarles @melindasfoods https://t.co/mUWkoFNbFf",['1594903973609316355']
2022-11-22T04:01:50.000Z,,1594903961324208128,1550670124784427009,en,@StewsSauce @tacobell @PoppaEarles @melindasfoods Taco Bell is horribly addicting 🤣,['1594903961324208128']
2022-11-22T04:00:02.000Z,{'place_id': 'ecdf2813e684c066'},1594903505558712320,1550670124784427009,en,"Shrimp tacos for dinner tonight @StewsSauce  @thisgrilllife @HeatherFidler2 @LaciMarieKnight 

I hope all of you are having a good night!

sometimes you just need comfort food. 
❤️

#shrimp #taco #FoodieBeauty #Food #cheflife https://t.co/hWz9Uni6nd",['1594903505558712320']
2022-11-22T03:43:20.000Z,,1594899305214922753,1550670124784427009,en,RT @GovofCO: We remember those and hold them close in our hearts. https://t.co/dgNjf1xFCV,['1594899305214922753']
2022-11-22T03:42:35.000Z,,1594899113266774016,1550670124784427009,und,@TeslaAIBot @LaciMarieKnight @elonmusk Lol.,['1594899113266774016']
2022-11-22T03:32:43.000Z,,1594896630066692096,1550670124784427009,en,@JohnnaCrider1 It’s aggravating.,['1594896630066692096']
2022-11-22T02:24:29.000Z,,1594879460922253312,1550670124784427009,en,@ChristinaHend13 No. As long as you have the patience for it b,['1594879460922253312']
2022-11-22T02:04:07.000Z,,1594874334434181121,1550670124784427009,en,"RT @AJamesMcCarthy: I TOOK A PHOTO OF MARS! I stayed up til the wee hours this morning when Mars was directly overhead, and used my 11"" tel…",['1594874334434181121']
2022-11-22T01:58:55.000Z,,1594873028114096132,1550670124784427009,en,"RT @fasc1nate: Reindeer under the northern lights.
https://t.co/zsOQ6SsJUR",['1594873028114096132']
2022-11-22T01:57:27.000Z,,1594872658038083585,1550670124784427009,en,@JohnnaCrider1 @RationalEtienne @elonmusk It’s one of the best. ❤️,['1594872658038083585']
2022-11-22T01:53:45.000Z,,1594871726252474368,1550670124784427009,en,"RT @EvaFoxU: As promised by Elon Musk, Tesla has unlocked the FSD Beta geofence in downtown Toronto, in version 10.69.3. Now testers can dr…",['1594871726252474368']
2022-11-22T01:47:02.000Z,,1594870035012517890,1550670124784427009,en,RT @SpaceX: Standing down from tonight’s launch of the Eutelsat 10B mission to allow for additional pre-flight checkouts; now targeting tom…,['1594870035012517890']
2022-11-22T01:39:14.000Z,,1594868074724921344,1550670124784427009,und,@RationalEtienne @elonmusk 🤣,['1594868074724921344']
2022-11-22T01:37:47.000Z,,1594867709065728000,1550670124784427009,en,RT @Liz_Wheeler: Can we take a moment &amp; thank @elonmusk for ridding Twitter of child pornography &amp; child trafficking hashtags? Of all the b…,['1594867709065728000']
2022-11-22T01:35:00.000Z,,1594867009095102464,1550670124784427009,und,@RationalEtienne @elonmusk 🤣,['1594867009095102464']
2022-11-22T01:33:23.000Z,,1594866602461331461,1550670124784427009,und,@LaciMarieKnight Lol.,['1594866602461331461']
2022-11-22T01:32:56.000Z,,1594866487986200578,1550670124784427009,und,@nichegamer @elonmusk 🤣,['1594866487986200578']
2022-11-22T01:29:51.000Z,,1594865710098006016,1550670124784427009,qme,@elonmusk https://t.co/1evRptRPSK,['1594865710098006016']
2022-11-22T01:29:36.000Z,,1594865647279800322,1550670124784427009,en,"RT @elonmusk: Twitter added 1.6M daily active users this past week, another all-time high https://t.co/Si3cRYnvyD",['1594865647279800322']
2022-11-22T01:27:09.000Z,,1594865032831148033,1550670124784427009,en,@RationalEtienne @elonmusk McClintock for me. :). https://t.co/kffNId1Edw,['1594865032831148033']
2022-11-22T01:18:52.000Z,,1594862947247030273,1550670124784427009,und,@EvaFoxU @elonmusk 🤣,['1594862947247030273']
2022-11-22T01:18:34.000Z,,1594862871267115010,1550670124784427009,en,@LaciMarieKnight @elonmusk Agree.,['1594862871267115010']
2022-11-22T01:17:58.000Z,,1594862721811550210,1550670124784427009,en,"RT @elonmusk: Holding off relaunch of Blue Verified until there is high confidence of stopping impersonation. 

Will probably use different…",['1594862721811550210']
2022-11-22T01:17:50.000Z,,1594862686428614656,1550670124784427009,zxx,RT @EvaFoxU: … https://t.co/JDnoLzyXPP,['1594862686428614656']
2022-11-22T01:11:10.000Z,,1594861009977622528,1550670124784427009,en,@WholeMarsBlog No. Especially with the economy the way it is right now.,['1594861009977622528']
2022-11-22T01:08:32.000Z,,1594860345683853317,1550670124784427009,und,@nichegamer Lol.,['1594860345683853317']
2022-11-22T00:59:22.000Z,{'place_id': 'ecdf2813e684c066'},1594858038581755905,1550670124784427009,und,@EvaFoxU @elonmusk @egoraptor lol.,['1594858038581755905']
2022-11-22T00:56:29.000Z,,1594857312946208773,1550670124784427009,en,@JohnnaCrider1 That’s gorgeous!,['1594857312946208773']
2022-11-22T00:53:24.000Z,,1594856537209593857,1550670124784427009,und,@teslaownersSV @Tesla @elonmusk ❤️,['1594856537209593857']
2022-11-22T00:53:05.000Z,,1594856460034494464,1550670124784427009,en,RT @teslaownersSV: The @tesla Cybertruck looks like it’s straight out of Blade Runner. cGI IRL https://t.co/RkqRi91dDK,['1594856460034494464']
2022-11-22T00:49:57.000Z,,1594855670507261953,1550670124784427009,en,@catturd2 @elonmusk @PPathole I used to love reading that book. The Secret of the Ninth Planet was another favorite during that year. I used to read all 3 with my grandpa.,['1594855670507261953']
2022-11-22T00:46:11.000Z,{'place_id': 'ecdf2813e684c066'},1594854721332072448,1550670124784427009,en,@lazabeem @fahrIehrer @elonmusk They are plenty of good people are maga as well as democrat. Stop being judgmental.,['1594854721332072448']
