text,lang,id,author_id,edit_history_tweet_ids,created_at,withheld
RT @SrdjanPrekovic2: Koliko treba biti poremecen i iscasen da se rodis u Evropi u koji zeli ceo svet i koja je jedno od najboljih svetskih…,und,1595087772477542401,2414872573,['1595087772477542401'],2022-11-22T16:12:14.000Z,
RT @fasc1nate: A house cat who broke into a Lynx's cage: https://t.co/PL5NThvFfx,en,1595087521658331136,2414872573,['1595087521658331136'],2022-11-22T16:11:15.000Z,
"RT @Vladan_KV: Злотвори су опет искористили ноћ да из бројних авиона избаце тоне и тоне смећа, право у наше реке и затрују нам воду. Бандо…",sr,1595087450199687174,2414872573,['1595087450199687174'],2022-11-22T16:10:58.000Z,
RT @ElGrecooos: Zamislite da one nase jajare da imaju bare 1%ovih muda i kritikuje bilo sta u Srbiji... Nase jajare gledaju prvi da se slik…,und,1595087303453597697,2414872573,['1595087303453597697'],2022-11-22T16:10:23.000Z,
RT @SeeOutThere: Prosto fascinantno..Bronzana statua sa prozirnom haljinom. Kako?..🤔 https://t.co/AcFNeV9Kjq,und,1595087177276440577,2414872573,['1595087177276440577'],2022-11-22T16:09:53.000Z,
"RT @vlad_gledalac: Ovog Makrona,narod šamara gde stigne😂😂😂😂 https://t.co/Wy4uKy7pEu",und,1595086804432130054,2414872573,['1595086804432130054'],2022-11-22T16:08:24.000Z,
RT @DrPicvajz: Znači zaplakah😢 https://t.co/alkekhsARV,sl,1595084199916191750,2414872573,['1595084199916191750'],2022-11-22T15:58:03.000Z,
"RT @amfetaminolohie: Danas smo na Institutu za onkologiju i radiologiju Srbije sahranili zdravstvo. Amilj.🙏
https://t.co/0mdLWbgsfM",und,1595083093421039616,2414872573,['1595083093421039616'],2022-11-22T15:53:39.000Z,
"RT @CaptDaedalus: U mestu Bacoli, Italija, raste drvo smokve. I ništa to ne bi bilo čudno, da drvo ne raste naopako.
Niko ne ume da objasni…",und,1595082132871057410,2414872573,['1595082132871057410'],2022-11-22T15:49:50.000Z,
"RT @mojejemoremojje: Nije počela apokalipsa, nego se nije ulagalo u nasipe, drenažu, odvode, održavanje rečnih korita.... . Oće kiša u nove…",und,1595075473322967040,2414872573,['1595075473322967040'],2022-11-22T15:23:22.000Z,
"RT @joovanica88: Marija Prita bila je prva srpska lekarka iz nekadašnje Ugarske, druga u Srpstvu, učesnik albanske golgote i nosilac brojni…",und,1595074883448627202,2414872573,['1595074883448627202'],2022-11-22T15:21:01.000Z,
"RT @joovanica88: Pred kraj Prvog sv.rata preselila u Lozanu gde brine o tamo smeštenoj srpskoj deci.
Umrla je u Beogradu i sahranjena na No…",und,1595074837961379840,2414872573,['1595074837961379840'],2022-11-22T15:20:51.000Z,
"RT @BiljanaLuki: Vanredna obraćanja ušla u antibiotik  fazu, tri puta dnevno. https://t.co/KB4mqwRi8F",und,1595074371286175745,2414872573,['1595074371286175745'],2022-11-22T15:18:59.000Z,
RT @ZeljkoKisa: https://t.co/wdhEyB3wxb,zxx,1595074328990818304,2414872573,['1595074328990818304'],2022-11-22T15:18:49.000Z,
"RT @santicmiroslav: Manastir Tumane da promeni ime u Kliničko-duhovni zdravstveni centar ""Tumane medic"".

Sve leče jbt, rak, sidu, gojaznos…",und,1595073517145432072,2414872573,['1595073517145432072'],2022-11-22T15:15:36.000Z,
RT @Kid_Sandens: Pobednici drugog dana SP su bez sumnje hrabri i časni fudbaleri Irana.🏆 https://t.co/Rsaj6h9U1k,und,1595072792252260352,2414872573,['1595072792252260352'],2022-11-22T15:12:43.000Z,
"RT @SlobPrvano: Интегритет Србије брани велеиздајник.
Државом управља морон.
О буџету брине лопов.
У тужилаштву гомила проданих душа.
У мед…",sr,1595072686040166405,2414872573,['1595072686040166405'],2022-11-22T15:12:18.000Z,
"RT @sofi2022_2023: Utisak dana sa Mundijala je ""gromoglasno"" ćutanje fudbalera Irana kod intoniranja himni, u znak solidarnosti sa svojim n…",und,1595071473290452993,2414872573,['1595071473290452993'],2022-11-22T15:07:28.000Z,
RT @EkoStraza: Na Potpećkom jezeru ostrvo djubreta https://t.co/eytQzyX0Vv,und,1595069504605806593,2414872573,['1595069504605806593'],2022-11-22T14:59:39.000Z,
"RT @AleksicMilicaa: Tužna sam mnogo!😔
Nedostojni smo i zemlje i vode!
#Ibar https://t.co/wuNv2DiNcX",und,1595066536473288705,2414872573,['1595066536473288705'],2022-11-22T14:47:51.000Z,
"RT @duteodor1: Tehnička škola u Trsteniku još uvek nije donela odluku o kazni za ""učenike"" koji su maltretirali i ponižavali svoju profesor…",und,1595062906030268416,2414872573,['1595062906030268416'],2022-11-22T14:33:26.000Z,
"RT @MasinaRS: ▶ Dobrila Petrović, koja je pre 5 godina prinudno iseljena iz svog jedinog doma, dobila je presudu Ustavnog suda u svoju kori…",und,1595061641720250368,2414872573,['1595061641720250368'],2022-11-22T14:28:24.000Z,
"RT @21sSchizoidMan: ...""Slobodni ste 
da odaberete mogućnosti 
     koje želite, 
ali ste zarobljenik 
      njihovih posledica.""...…",und,1595061124831248384,2414872573,['1595061124831248384'],2022-11-22T14:26:21.000Z,
"RT @savski_nasip: Nelegalan objekat u koritu reke, nadležni štite kriminalce, ne poštuju zakon i struku zbog čega nam preti katastrofa. htt…",und,1595058706869538817,2414872573,['1595058706869538817'],2022-11-22T14:16:45.000Z,
RT @PatogeniP: 🎯 https://t.co/hqDCzM7D0f,und,1595054846063050754,2414872573,['1595054846063050754'],2022-11-22T14:01:24.000Z,
"RT @redfishstream: The bloodshed behind the World Cup in Qatar is widely known, but did you know about FIFA's other blood-money collaborati…",en,1595036320845504516,2414872573,['1595036320845504516'],2022-11-22T12:47:47.000Z,"{'copyright': False, 'country_codes': ['IN']}"
"RT @ArysPan: Mycenae, one of the most important centers of #BronzeAge Greece. At its peak in 1350 BCE, the citadel and lower town had a pop…",en,1595034298490527745,2414872573,['1595034298490527745'],2022-11-22T12:39:45.000Z,
RT @buitengebieden: Freezing of soap bubble.. ❄️ https://t.co/zV03WKhbjt,en,1595034015098363904,2414872573,['1595034015098363904'],2022-11-22T12:38:38.000Z,
"RT @_andjelkovic: Epilog bi morao biti ovakav:

1. Poziv odgovornog projektanta na javnu odbranu projekta, pred tročlanom komisijom u Inžen…",und,1595033765713424386,2414872573,['1595033765713424386'],2022-11-22T12:37:38.000Z,
"RT @_andjelkovic: 5. Uklanjanje objekta, vraćanje korita reke u prvobitno stanje, nadoknada štete svima koji su štetu pretrpeli, oduzimanje…",und,1595032813996331008,2414872573,['1595032813996331008'],2022-11-22T12:33:51.000Z,
"RT @HillelNeuer: ⚡️ BREAKING: #Iran football team captain defies regime, backs protests: “We have to accept that conditions in our country…",en,1595032596282757121,2414872573,['1595032596282757121'],2022-11-22T12:32:59.000Z,
"RT @GradascevicEmin: Oni šute, znajući da time rizikuju ne samo svoj život, već i živote svojih najbližih. Oni šute kamenih lica, dok njiho…",und,1595032077593968641,2414872573,['1595032077593968641'],2022-11-22T12:30:56.000Z,
RT @Tales_of_Iran: The historic Shazdeh Garden that lies deep in the heart of the desert https://t.co/XrUhRdfEAh,en,1595031481973608449,2414872573,['1595031481973608449'],2022-11-22T12:28:34.000Z,
"RT @KalemegdanMeca: @V_MadnessMaster Hajde Doco ,Perna sirup,i Zglobomedik kremu,Pravi Bios fitomedik.Jedino sto mi je pomoglo.Imam70 god.3…",und,1595008154982617089,2414872573,['1595008154982617089'],2022-11-22T10:55:52.000Z,
"RT @dartvejder: Fun fact-za cenu po kojoj se iPhone prodaje u srpiji mozete da:
1. kupite povratnu kartu do Njujorka (59.000 rsd)
2. taksij…",und,1595007631663546373,2414872573,['1595007631663546373'],2022-11-22T10:53:47.000Z,
"RT @culturaltutor: This is the Cadaver Tomb of René de Chalon, created nearly 500 years ago.

But why would somebody make something like th…",en,1595007367527206914,2414872573,['1595007367527206914'],2022-11-22T10:52:44.000Z,
"RT @wikileaks: Football Legend Eric Cantona reminds football fans: ""Let's not forget Julian Assange. A journalist jailed in England for pub…",en,1594973022989189120,2414872573,['1594973022989189120'],2022-11-22T08:36:16.000Z,
RT @fmMaestro1: #corax https://t.co/DbIsm5UPnd,qme,1594972832886411265,2414872573,['1594972832886411265'],2022-11-22T08:35:31.000Z,
RT @miodrag_bebic: Nezaboravni Miodrag Andrić. https://t.co/RyIGuTSbO6,und,1594972678800154624,2414872573,['1594972678800154624'],2022-11-22T08:34:54.000Z,
RT @ZeljkoKisa: https://t.co/xm97nd852S,zxx,1594674813108617217,2414872573,['1594674813108617217'],2022-11-21T12:51:17.000Z,
RT @paratzelzius: Kakav tzar.. 👏👏👏 https://t.co/oYvqOTEoWa,und,1594673543337361408,2414872573,['1594673543337361408'],2022-11-21T12:46:14.000Z,
"RT @PevacPresretac: Ljudi, jel ima neki posao za rad od kuće, nešto da sklapam, pravim, radim, (da NE Zovem, dahćem, i lažem o bilo kom pro…",und,1594661764662263808,2414872573,['1594661764662263808'],2022-11-21T11:59:26.000Z,
RT @rgpoulussen: Concentration of castles in Europe. https://t.co/UXXoNOAX4h,en,1594641652865536000,2414872573,['1594641652865536000'],2022-11-21T10:39:31.000Z,
RT @sremac_: Kakva je ovo banda suncetijebem😡 https://t.co/Coo6p69P2p,und,1594641595395346433,2414872573,['1594641595395346433'],2022-11-21T10:39:18.000Z,
"RT @21sSchizoidMan: ...„Many a book is like a key to unknown chambers within the castle of one’s own self.”...😉🤫

          ...🖊️ Franz Kaf…",en,1594640947136045061,2414872573,['1594640947136045061'],2022-11-21T10:36:43.000Z,
"RT @ElliottBlackwe3: I love ""arbotecture"" which was inspired by landscape engineer Arthur Wiechula exploration of arboreal landscapes in ar…",en,1594640683217952771,2414872573,['1594640683217952771'],2022-11-21T10:35:40.000Z,
"RT @VeljkoJozic: Muzej grada Novog Sada je muzej kompleksnog tipa posvećen prikupljanju, zaštiti, prezentaciji i interpretaciji višeslojne…",und,1594640595502657537,2414872573,['1594640595502657537'],2022-11-21T10:35:19.000Z,
"RT @Digitalna_Ist: #NaDanasnjiDan 20. novembar 1914. – Na Vrapčеm brdu, nеdalеko od Lazarеvca, u borbi protiv austrougarskе vojskе u Koluba…",und,1594637428534435841,2414872573,['1594637428534435841'],2022-11-21T10:22:44.000Z,
RT @natasha_crimson: ovo moram da probam! https://t.co/9DRZo0Vk40,und,1594637112191623170,2414872573,['1594637112191623170'],2022-11-21T10:21:29.000Z,
"RT @culturaltutor: Why did René Magritte paint a man with his face hidden by an apple in 1946?

And why did he call it The Son of Man? 

We…",en,1594633922213724160,2414872573,['1594633922213724160'],2022-11-21T10:08:48.000Z,
"RT @culturaltutor: A brief history of football, from its origins in the Middle Ages to the 2022 World Cup in Qatar:

(including why some pe…",en,1594298924629913600,2414872573,['1594298924629913600'],2022-11-20T11:57:38.000Z,
"RT @fmMaestro1: ""Neko odiše neskrivenim lopovlukom dok maržom kao mrežom od bednog uzima sve više. Umesto da narod izađe na ulice i da se p…",und,1594295549037101057,2414872573,['1594295549037101057'],2022-11-20T11:44:14.000Z,
"RT @BiljanaLuki: Glupanderi, mogli su da izgrade bar deset kulčina u staklu, da svetle u mraku. https://t.co/jwlgYKtpVJ",und,1594295236570025989,2414872573,['1594295236570025989'],2022-11-20T11:42:59.000Z,
RT @21sSchizoidMan: Prave devojke više vole one muškarce koji nisu depilirani.. 😉🫣🤷🤗 https://t.co/VXLEEJz6Bn,und,1594294713599004673,2414872573,['1594294713599004673'],2022-11-20T11:40:54.000Z,
"RT @BaytAlFann: Persian design has a long history, with the greatest contribution to the world’s culture. The quintessential characteristic…",en,1594294642303852545,2414872573,['1594294642303852545'],2022-11-20T11:40:37.000Z,
"RT @MickoLjubicic: “MONODRAMA O GAĆAMA”. 
Uz reč-dve i o zagađenju, opozicionim česticama, košavi iz Kine i puštanju vetrova (da rade svoj…",und,1594293621590745090,2414872573,['1594293621590745090'],2022-11-20T11:36:34.000Z,
"RT @culturaltutor: 11 pieces of advice about how to learn, improve, and find ideas.

From the genius that was Leonardo da Vinci, in his own…",en,1594010248150401024,2414872573,['1594010248150401024'],2022-11-19T16:50:33.000Z,
RT @safir_mala: Namerno nerviraju predsednika... https://t.co/SmV39IVF82,sl,1594008187518296064,2414872573,['1594008187518296064'],2022-11-19T16:42:21.000Z,
"RT @PajticBojan: Što se mene tiče, dok decu iz Pećinaca ne vrate u vrtić - sve su druge teme nevažne. Ni najkrvaviji mafijaši se nisu iživl…",und,1594008130312093696,2414872573,['1594008130312093696'],2022-11-19T16:42:08.000Z,
"RT @VeljkoJozic: Berlinski zid napravljen je 1961. a srušen je 1989. godine.

Izgradnja je imala četiri faze.

Najpre je napravljena žičana…",und,1593954073774006272,2414872573,['1593954073774006272'],2022-11-19T13:07:20.000Z,
"RT @VeljkoJozic: Da je u Srbiji zaista izvršena tranzicija, umesto pljačke i grabeža, mi bismo bili na putu na kojem su Češka, Poljska i Sl…",und,1593954052458553345,2414872573,['1593954052458553345'],2022-11-19T13:07:14.000Z,
"RT @womensart1: ""Everything changes, nothing is lost"" (2014) 
by artist Katie Griesar #WomensArt1 https://t.co/MiNBKGMj4m",en,1593953788628504576,2414872573,['1593953788628504576'],2022-11-19T13:06:12.000Z,
"RT @wonderofscience: Strong winds create a reverse waterfall in Maharashtra, India.
https://t.co/4C8hyhzeJ2",en,1593953679832408064,2414872573,['1593953679832408064'],2022-11-19T13:05:46.000Z,
RT @fmMaestro1: #corax https://t.co/jKou815eIV,qme,1593953476735864833,2414872573,['1593953476735864833'],2022-11-19T13:04:57.000Z,
RT @ShawnKe14214556: 21.02.1980 Mirza Delibašić je postigao 44 poena protiv Reala u Madridu u okviru druge faze Champions Cup.Real je pobij…,und,1593952886261678080,2414872573,['1593952886261678080'],2022-11-19T13:02:36.000Z,
"RT @Fermantwiit: Fabrika kineskih vakcina propo, 50 mil. eura niz vetar.

* Šta da radimo šefe sa onom fabrikom...raspituju se novinari!?
-…",und,1593951347136659456,2414872573,['1593951347136659456'],2022-11-19T12:56:29.000Z,
"RT @Paula_graffiti: #StreetArt by Nameoner &amp; Michael Wisniewsi in Slagelse, Denmark 🇩🇰 https://t.co/O6nIDvl5DK",en,1593950702136705024,2414872573,['1593950702136705024'],2022-11-19T12:53:56.000Z,
RT @2Frais1976: 👀.. #StreetArt #graffiti by César Malfi.(la turbie 06) https://t.co/JRVQGPvAOw,es,1593950627192881154,2414872573,['1593950627192881154'],2022-11-19T12:53:38.000Z,
RT @DesertedPIaces_: France 🇫🇷 https://t.co/mZzFAdu0Fh,fr,1593950384732921856,2414872573,['1593950384732921856'],2022-11-19T12:52:40.000Z,
RT @ZoranLutovac: Sami sebi dodelili solidarnu pomoć da prebrode energetsku krizu!!,und,1593939736736956416,2414872573,['1593939736736956416'],2022-11-19T12:10:21.000Z,
"@21sSchizoidMan Prelepa ilustacija, bravo !!",und,1593939400127401986,2414872573,['1593939400127401986'],2022-11-19T12:09:01.000Z,
"RT @21sSchizoidMan: ...„Meditacija je 
rastvaranje misli 
u Večnoj svesti 
ili Čistoj svesti 
bez objektivizacije, saznanje bez razmišljanj…",und,1593939170417954818,2414872573,['1593939170417954818'],2022-11-19T12:08:06.000Z,
"RT @MissBowie7: Dragan Gaga Nikolić i Miša Janketić u mjuziklu ""Kosa"" (1969)

Autori Džeromi Ragni i Džejms Rad izjavili su da je ova verzi…",und,1593938783044620289,2414872573,['1593938783044620289'],2022-11-19T12:06:34.000Z,
RT @ShamsiaHassani: Earth/ زمین https://t.co/hftEfSxGj9,und,1593938376629129217,2414872573,['1593938376629129217'],2022-11-19T12:04:57.000Z,
RT @fraveris: Art Nouveau à Bruxelles https://t.co/c3IZ5jVOpa,fr,1593938329732632576,2414872573,['1593938329732632576'],2022-11-19T12:04:46.000Z,
"RT @Banacan: @jerrybeg1970 Izvinjavam se na prosirenju teme, smatram da treba pomenuti, podsetio bih i na pesmu '' Ruse kose curo imas'', o…",und,1593937732115521536,2414872573,['1593937732115521536'],2022-11-19T12:02:23.000Z,
"RT @nedamojadar: I zemlja i voda i vazduh, i život 👇👇👇 Sad do kraja👇👇👇 https://t.co/7GrQd88AHk",und,1593937484110598149,2414872573,['1593937484110598149'],2022-11-19T12:01:24.000Z,
"RT @StosicMiroljub: Rajko Topic istaknuti clan Vracarskog ganga na standu vladajuce stranke u predizbornoj kampanji!
I sad su on i njegovi…",und,1593937449709080576,2414872573,['1593937449709080576'],2022-11-19T12:01:16.000Z,
"RT @historydefined: Fossil of 37 million years old Whale Skeleton (65ft+ long) found in Wadi Al Hitan, Egyptian desert. https://t.co/UF4RfS…",en,1593937397451923457,2414872573,['1593937397451923457'],2022-11-19T12:01:04.000Z,
"RT @21sSchizoidMan: The Raw Vision of
🎬 Akira Kurosawa

Kurosawa painted with a panache and energy that, despite its roughness, produced se…",en,1593937253856051214,2414872573,['1593937253856051214'],2022-11-19T12:00:29.000Z,
"RT @IzgubljenaDaki: Kradu od beba😳
Danas u NS🤦‍♀️ https://t.co/sXfPoRENpS",und,1593937185018974209,2414872573,['1593937185018974209'],2022-11-19T12:00:13.000Z,
"RT @srdjanmil037: Posle jučerašnje konferencije za novinare koju sam održao u Skupštini Srbije, Srpska napredna stranka je skinula fotograf…",und,1593937095604715522,2414872573,['1593937095604715522'],2022-11-19T11:59:52.000Z,
RT @fmMaestro1: Peglanje... https://t.co/GkfPDgLYx4,und,1593937017913708548,2414872573,['1593937017913708548'],2022-11-19T11:59:33.000Z,
RT @zorz_papadub: Molim vas da izađemo svi 🙏 https://t.co/a6n8txrxHt,und,1593935408332955648,2414872573,['1593935408332955648'],2022-11-19T11:53:09.000Z,
RT @lui_stelko: Nokia N91 je imala hard disk https://t.co/hCBdrEhrSO,und,1593934871012990977,2414872573,['1593934871012990977'],2022-11-19T11:51:01.000Z,
"RT @StreetArtDream: ... never rob a child of his dreams, never!  ❤️
#StreetArt #Art #Tears #hope #Humanity #nowar  #Future #Sadness #UrbanA…",en,1593934710207500288,2414872573,['1593934710207500288'],2022-11-19T11:50:23.000Z,
