lang,id,withheld,author_id,edit_history_tweet_ids,created_at,text
en,1564711599277068288,,66338988,['1564711599277068288'],2022-08-30T20:28:10.000Z,"RT @iihtishamm: Have you donated? Those who have, non of them asked this. They know who they’ve given their money to. https://t.co/YvwzoUCF…"
en,1564678987816882179,"{'copyright': False, 'country_codes': ['IN']}",66338988,['1564678987816882179'],2022-08-30T18:18:35.000Z,"RT @ZaidZamanHamid: Macron currently visiting Algeria, he approaches crowds thinking they're greeting him, Algerian police know better as t…"
ur,1564678815133097988,,66338988,['1564678815133097988'],2022-08-30T18:17:54.000Z,RT @ImranRiazKhan: گھڑی چور اور دہشت گرد نے 2 گھنٹے میں520 کروڑ  اکٹھے کر لیے۔ ہن آرام اے
en,1564678785580007424,,66338988,['1564678785580007424'],2022-08-30T18:17:47.000Z,RT @ShireenMazari1: When people trust you they donate. In just 3 hours  #TelethonByImranKhan for flood relief crossed Rs. 500 Crore or Rs.…
en,1564669843718258693,,66338988,['1564669843718258693'],2022-08-30T17:42:15.000Z,@WasimAlayari i hardly doubt they are going to do anything more than simple exercise
ur,1564669711064997888,,66338988,['1564669711064997888'],2022-08-30T17:41:43.000Z,RT @WasimAlayari: سر آپ ابھی تک اماراتی اسلامی افغانستان کے وزیر دفاع ملا یعقوب مجاہد کی پریس کانفرنس جس میں انہوں نے امریکی ڈرون کے لیے پا…
en,1564669529774559232,,66338988,['1564669529774559232'],2022-08-30T17:41:00.000Z,RT @ShireenMazari1: Shameful how bail was denied to Shahbaz Gill today. State is hellbent on torturing Gill to try and get to IK. His tortu…
en,1564669349553750023,,66338988,['1564669349553750023'],2022-08-30T17:40:17.000Z,"RT @Jemima_Khan: One third of Pakistan is underwater. 

33 MILLION PEOPLE (1 in 7 Pakistanis) are affected. 

 2,000 + people so far killed…"
en,1564654172443709442,,66338988,['1564654172443709442'],2022-08-30T16:39:59.000Z,Justine #Trudeau makes announcement on #Floods affected areas in all over #Pakistan August 30 (Affordable Housing statement) https://t.co/Z9h1TOCSSn
en,1563901332616003584,,66338988,['1563901332616003584'],2022-08-28T14:48:28.000Z,"RT @Maham0fficial_2: Hands On The Heart.
Stand Up For National Anthem Of Pakistan.
Goosebumps 🇵🇰
#INDvsPAK https://t.co/hJaNeMV2MH"
en,1563900526756040705,,66338988,['1563900526756040705'],2022-08-28T14:45:16.000Z,"RT @Jemima_Khan: 🙏🏼 for the 33 million in Pakistan affected by the devastating floods.
 
1000+ killed. 
200K+  homes destroyed
 
Pakistan p…"
ur,1563291392461647872,,66338988,['1563291392461647872'],2022-08-26T22:24:47.000Z,"RT @siasatpk: کلام کا سب سے بڑا ہوٹل "" نیو ہنی مون "" زمین بوس ہو گیا 

#FloodsInPakistan https://t.co/TdGFZU3WV8"
en,1563280329921572864,,66338988,['1563280329921572864'],2022-08-26T21:40:49.000Z,"RT @MoeedNj: Dear Twitter team, this man is openly inciting hatred &amp; encouraging person specific violence across Pakistan; this is a clear…"
en,1563277050810552322,,66338988,['1563277050810552322'],2022-08-26T21:27:47.000Z,"More Army tries to box Imran more popular he becomes says #Bloomberg
https://t.co/rfltN7Jjg6"
en,1563276362420404225,,66338988,['1563276362420404225'],2022-08-26T21:25:03.000Z,RT @siasatpk: PM in action https://t.co/rJyd7N8JrT
en,1563275953026936835,,66338988,['1563275953026936835'],2022-08-26T21:23:26.000Z,"RT @PTIofficial: “I’ll personally work on floods, and will also mobilise our Imran Tigers volunteers in these areas”-@ImranKhanPTI https://…"
en,1549952724493635585,,66338988,['1549952724493635585'],2022-07-21T03:01:40.000Z,RT @ImranKhanPTI: I want to first thank our PTI workers &amp; voters of Punjab for defeating not just PMLN candidates but the entire state mach…
ur,1542710823751221248,,66338988,['1542710823751221248'],2022-07-01T03:24:57.000Z,RT @Naya__Pakistan_: کتنا ظلم کرو گے ؟ ایک صحافی کو ڈرانے کے لیے کیا کیا کر رہے ہو لیکن ایک بات یاد رکھنا اس کا نام @ImranRiazKhan  ہے یہ ک…
en,1542710763181187073,,66338988,['1542710763181187073'],2022-07-01T03:24:42.000Z,"RT @Salman_ARY: As promised, we continue to work for the progress of  sports in our country. Even against all odds, we have achieved anothe…"
en,1542710658562760704,,66338988,['1542710658562760704'],2022-07-01T03:24:17.000Z,RT @Jemima_Khan: What the hell is wrong with these people @pmln_org  ? Another mass demonstration announced outside my 88 year old mother’s…
en,1542710627382222850,,66338988,['1542710627382222850'],2022-07-01T03:24:10.000Z,RT @ShireenMazari1: Imported govt brought in thru US regime change conspiracy to destroy a stable &amp; rising sovereign Pak. Now Pak facing de…
en,1542710461531045888,,66338988,['1542710461531045888'],2022-07-01T03:23:30.000Z,"RT @PTIofficial: ""If they were Daaku and Traitor yesterday, how can you Salute them today"" #ImranRiazKhan asks an important question! https…"
