id,created_at,text,geo,lang,author_id,edit_history_tweet_ids
1595041366719057921,2022-11-22T13:07:50.000Z,@Ayush_luv @Ahmadnasidi8 @Elsadeeque_sk @Amgsharifai @bb_khamees @Ayshaattu @HaleematourS @HalimaBashir01 @Idrisowner @babynshattima1 Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1595041366719057921']
1595039803510501376,2022-11-22T13:01:38.000Z,"RT @AloyEjimakor: Yesterday, I served on AGF Malami a Legal Notice (as required by law), notifying him of my intention to take legal action…",,en,1509538072588865536,['1595039803510501376']
1595039581291814913,2022-11-22T13:00:45.000Z,RT @DelegatedOnyema: I struggled to hold back tears when I saw gory pictures of corpses in Enugu. Over 10 people mvrdered in coldblood by F…,,en,1509538072588865536,['1595039581291814913']
1595034783356260352,2022-11-22T12:41:41.000Z,@Mbahdeyforyou Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1595034783356260352']
1595034617064595456,2022-11-22T12:41:01.000Z,@ASAMOAH_GYAN3 Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1595034617064595456']
1595034386956943360,2022-11-22T12:40:06.000Z,No other 😂😂😂 https://t.co/PGr1AxHmMK,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1595034386956943360']
1595008541718466560,2022-11-22T10:57:24.000Z,"@bube_chukwu @abazwhyllzz Swears
Especially their Cheating Scandal Movies 😂",{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1595008541718466560']
1595000258819407872,2022-11-22T10:24:30.000Z,@FrankKhalidUK Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1595000258819407872']
1594999986625908736,2022-11-22T10:23:25.000Z,"@Mbahdeyforyou That's to say, he's influencing the Influencers",{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594999986625908736']
1594999528553615363,2022-11-22T10:21:35.000Z,"RT @gospel_harmony: With due respect sir
Do you know that some dealers will buy a naija used cars and unregistered it(pays 50-100k to do it…",,en,1509538072588865536,['1594999528553615363']
1594999417144512513,2022-11-22T10:21:09.000Z,"RT @IamIgboblood: We raised alarm about criminals that were dumped from helicopter in Enugu forest the government did nothing.

UNN student…",,en,1509538072588865536,['1594999417144512513']
1594998953321299971,2022-11-22T10:19:18.000Z,RT @ijele_omambala: #EnuguUnderSeige,,qht,1509538072588865536,['1594998953321299971']
1594998869871689729,2022-11-22T10:18:58.000Z,"RT @iTurgu_Mentat7: #EnuguUnderSeige 
#EnuguUnderSeige 
#EnuguUnderSeige 
#EnuguUnderSeige 
#EnuguUnderSeige 
#EnuguUnderSeige 

Ifeanyi Ug…",,in,1509538072588865536,['1594998869871689729']
1594998836250177539,2022-11-22T10:18:50.000Z,"RT @Maazi_Udoka: My heart bleeds for my dear State, Enugu State and ala IGBO in general for the souls that we loose everyday, May Chukwu ok…",,en,1509538072588865536,['1594998836250177539']
1594968537764106241,2022-11-22T08:18:27.000Z,RT @Chia_gozie: Gọvanọ Ugwanyi is a puppet. He is not even on social media. Onukwu,,en,1509538072588865536,['1594968537764106241']
1594968496936476673,2022-11-22T08:18:17.000Z,RT @EmekaGift100: #FreeNnamdiKanu https://t.co/9a80P2H2Fs,,qme,1509538072588865536,['1594968496936476673']
1594959563731701762,2022-11-22T07:42:47.000Z,RT @Iruka2Iruka: Not only Enugu the whole of Biafra land is Under siege by Nigeria military. https://t.co/wXK3bQ6TZE,,en,1509538072588865536,['1594959563731701762']
1594906975564881927,2022-11-22T04:13:49.000Z,And that's what they should do https://t.co/rnFQsJYzX6,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594906975564881927']
1594906479601283080,2022-11-22T04:11:51.000Z,"@Naija_PR Aporoko Doctor should come and see 😂
Abeg someone should tag him 🤲🏿😂",{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594906479601283080']
1594905801931591680,2022-11-22T04:09:09.000Z,@kclepley What's Wrong with Aviation industry sef 😕,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594905801931591680']
1594905416814706697,2022-11-22T04:07:37.000Z,RT @biafra_daily: https://t.co/avhASSOeaf,,zxx,1509538072588865536,['1594905416814706697']
1594902698217930753,2022-11-22T03:56:49.000Z,"@henneer_k At 23, still a Virgin.",{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594902698217930753']
1594900955497205761,2022-11-22T03:49:54.000Z,At all https://t.co/sXHvNurTth,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594900955497205761']
1594792287204155399,2022-11-21T20:38:05.000Z,@realbaehangie Sperm,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594792287204155399']
1594781495025369088,2022-11-21T19:55:12.000Z,"Top Gun Maverick 2022
✈️
🔥🔥🔥",,en,1509538072588865536,['1594781495025369088']
1594770559275044875,2022-11-21T19:11:45.000Z,@Tyrantkingg Daniel Onye Ara,{'place_id': '00dfa50d5c526a40'},ht,1509538072588865536,['1594770559275044875']
1594734317317627906,2022-11-21T16:47:44.000Z,"RT @anschukwuma: IPOB USA Fundraising for ESN, set for 3rd December 2022.
Guest of honor: Mazi Chika Edoziem (HDOS). https://t.co/QdYXDRm5NY",,en,1509538072588865536,['1594734317317627906']
1594709450434433025,2022-11-21T15:08:55.000Z,@kariimkenny Pepper Spray,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594709450434433025']
1594709009789075457,2022-11-21T15:07:10.000Z,@MafengDanladi @davido Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594709009789075457']
1594707229340766208,2022-11-21T15:00:06.000Z,"RT @ElochukwuOhagi: If he is in charge of ESN &amp; the fundraising for them, why is he crying that ESN Members work for someone? If he is in c…",,en,1509538072588865536,['1594707229340766208']
1594707045407936514,2022-11-21T14:59:22.000Z,Iseeee 🤲🏿 https://t.co/IHSpk6O61O,,und,1509538072588865536,['1594707045407936514']
1594706834580963333,2022-11-21T14:58:32.000Z,Iseeee 🤲🏿 https://t.co/sXi28plnfC,{'place_id': '00dfa50d5c526a40'},und,1509538072588865536,['1594706834580963333']
1594706067912622082,2022-11-21T14:55:29.000Z,@Anarii6 Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594706067912622082']
1594705641964290050,2022-11-21T14:53:47.000Z,@MafengDanladi Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594705641964290050']
1594705486338719745,2022-11-21T14:53:10.000Z,"RT @EmekaGift100: Despite the distractions of Nigerian govt agents and the govt of Nigerian itself , Umuchineke has vowed that they will re…",,en,1509538072588865536,['1594705486338719745']
1594656722932621312,2022-11-21T11:39:24.000Z,@IamSocialMallam Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594656722932621312']
1594656618687389697,2022-11-21T11:38:59.000Z,@FelixMwanret Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594656618687389697']
1594638702244167681,2022-11-21T10:27:48.000Z,@RoyaltieL Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594638702244167681']
1594638185405231104,2022-11-21T10:25:45.000Z,RT @ChinasaNworu: #French miners at Pekoa destroying their vehicles b4 leaving #BurkinaFaso #Africa. This is really a senseless act of wick…,,en,1509538072588865536,['1594638185405231104']
1594637676875218945,2022-11-21T10:23:43.000Z,RT @AloyEjimakor: Ancient &amp; modern History teaches that every violent suppression of self determination never succeeded but it instead boom…,,en,1509538072588865536,['1594637676875218945']
1594621686221078528,2022-11-21T09:20:11.000Z,@Kasham___ Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594621686221078528']
1594621533280174081,2022-11-21T09:19:34.000Z,@hindatuuu Smooth Sailing for over 23yrs,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594621533280174081']
1594619491509493760,2022-11-21T09:11:28.000Z,@Mahmud_wazeeree Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594619491509493760']
1594603933053472768,2022-11-21T08:09:38.000Z,@Hardeshinaisma1 @McPhils__ @iyioladejo @Eedrls @_haliyu Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594603933053472768']
1594570393246916608,2022-11-21T05:56:22.000Z,@aprokonurse1 2yrs and some months,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594570393246916608']
1594569913687068672,2022-11-21T05:54:27.000Z,@Cee_Four_ I make use of Fouad WhatsApp which gives me an Option to listen to my own Voice Note before I even send it. So I listen to my own Voice Note steady,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594569913687068672']
1594569020388376576,2022-11-21T05:50:54.000Z,@petiteonyii Girls that wears Native &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594569020388376576']
1594568838565494784,2022-11-21T05:50:11.000Z,😂😂😂 https://t.co/z8Wq6xNaiy,{'place_id': '00dfa50d5c526a40'},art,1509538072588865536,['1594568838565494784']
1594438940479594497,2022-11-20T21:14:01.000Z,@FredtheeMan Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594438940479594497']
1594437642434682880,2022-11-20T21:08:51.000Z,@the_smallie You get mbah under like the other Gender 😂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594437642434682880']
1594437113675935744,2022-11-20T21:06:45.000Z,@_JessCarter My Crush 🥰 😍 🥰,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594437113675935744']
1594436784091721728,2022-11-20T21:05:27.000Z,@Naija_PR Hmm Hmm Hmm Hmm....... One By One 🎶🎶🎶,,pl,1509538072588865536,['1594436784091721728']
1594425915009896450,2022-11-20T20:22:15.000Z,God Abeg ooh 🤲🏿 https://t.co/uvelJTODnp,{'place_id': '00dfa50d5c526a40'},nl,1509538072588865536,['1594425915009896450']
1594424987347296257,2022-11-20T20:18:34.000Z,@cuppymusic You seave water from ur hair use cook d rice? 🙄,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594424987347296257']
1594424244435390464,2022-11-20T20:15:37.000Z,"RT @EjioforBar: THE MOTHER OF ALL INTERVIEWS

An incisive, explosive, and detailed interview with Sir Barr Ifeanyi Ejiofor on Radio Biafra…",,en,1509538072588865536,['1594424244435390464']
1594422849162182657,2022-11-20T20:10:04.000Z,@Naija_PR India 99 : 0 Nigeria,{'place_id': '00dfa50d5c526a40'},in,1509538072588865536,['1594422849162182657']
1594395218748780544,2022-11-20T18:20:17.000Z,RT @BiafranTweets: https://t.co/UO7G23A6Zl,,zxx,1509538072588865536,['1594395218748780544']
1594395075936718849,2022-11-20T18:19:43.000Z,RT @Naija_PR: Rt if you remember this deep freezer https://t.co/OPKGJ5N8Mj,,en,1509538072588865536,['1594395075936718849']
1594394986841346054,2022-11-20T18:19:21.000Z,@gbolistic_ Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594394986841346054']
1594376873445707777,2022-11-20T17:07:23.000Z,"RT @ThisIsNot1967_: Ekperima fraudster had killed alot of our youths in Biafra 

Barrister Ifeanyi Ejiofor",,sv,1509538072588865536,['1594376873445707777']
1594374894783197184,2022-11-20T16:59:31.000Z,@Girl_is_Maacah Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594374894783197184']
1594373653612924928,2022-11-20T16:54:35.000Z,@raycypherSf God Bless Biafra my Country 🤲🏿,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594373653612924928']
1594371976520691712,2022-11-20T16:47:55.000Z,@BlessingMerit2 Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594371976520691712']
1594365617813204992,2022-11-20T16:22:39.000Z,RT @BiafranTweets: Mazi Nnamdi Kanu said that Biafra is a Sacred &amp; Blessed land. Our land is not for kidnapping nor for killing. ~ Barr Ife…,,en,1509538072588865536,['1594365617813204992']
1594364027009835008,2022-11-20T16:16:20.000Z,RT @Chia_gozie: Anyone that has any affiliation with Simon Ekpa is an enemy of Mazi Nnamdi Kanu and Biafra. He is working against MNK and t…,,en,1509538072588865536,['1594364027009835008']
1594363713087307776,2022-11-20T16:15:05.000Z,@Mbahdeyforyou Asin eeeh,{'place_id': '00dfa50d5c526a40'},tl,1509538072588865536,['1594363713087307776']
1594363419200819204,2022-11-20T16:13:55.000Z,@abdulcardry Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594363419200819204']
1594363349755731971,2022-11-20T16:13:39.000Z,@AOAdebakin Best Wishes 🎂,{'place_id': '00dfa50d5c526a40'},en,1509538072588865536,['1594363349755731971']
