id,created_at,text,lang,author_id,edit_history_tweet_ids,geo
1589002280535064576,2022-11-05T21:10:40.000Z,RT @brightonsnapper: 10 Pump fire in Haywards Heath large multi agency response ⁦@WestSussexFire⁩ ⁦@SurreyFRS⁩ ⁦@EastSussexFRS⁩ ⁦@SECAmbula…,en,307472510,['1589002280535064576'],
1588985445362585601,2022-11-05T20:03:46.000Z,@cheshuntfcscore @EBFCTheSports Happy for you to keep paxman,en,307472510,['1588985445362585601'],{'place_id': '3dc7b71f520e2d15'}
1588611053025624064,2022-11-04T19:16:04.000Z,@SylvMelB @SussexTW @SussexIncidents Road clear 2x veichles to side of road police on scene although debris scattered across roundabout,en,307472510,['1588611053025624064'],
1588607162276016130,2022-11-04T19:00:37.000Z,@SylvMelB @SussexTW @SussexIncidents This is #langney not stone Cross,en,307472510,['1588607162276016130'],
1588596948004929536,2022-11-04T18:20:01.000Z,@SylvMelB @SussexTW @SussexIncidents Road clear single veichle safely out of way in bus stop,en,307472510,['1588596948004929536'],
1588451165238616064,2022-11-04T08:40:44.000Z,@SussexTW @BBCSussex @hailshamfm They was there last night and no about the sheep that are stranded mate,en,307472510,['1588451165238616064'],
1588150728601866241,2022-11-03T12:46:54.000Z,"#Eastbourne larkspur drive outside the turning school road flooded but passable with caution
@SussexTW @StagecoachSE @Eastbournenews https://t.co/Mk4eB9XuyY",en,307472510,['1588150728601866241'],{'place_id': '3dc7b71f520e2d15'}
1588150175813566464,2022-11-03T12:44:42.000Z,@FrankieJPI @SussexTW Please do,en,307472510,['1588150175813566464'],
1588139322372489217,2022-11-03T12:01:35.000Z,B2124 Laughton Road closed due to flooding @SussexTW https://t.co/L4aBOmUcit,en,307472510,['1588139322372489217'],{'place_id': '06168d1feda43857'}
1588133139645349888,2022-11-03T11:37:01.000Z,#Ringmer norlington Lane un passable to green lane road and bridge completely submerged with flood water #flooding   @SussexTW https://t.co/KHgy0JOjLO,en,307472510,['1588133139645349888'],{'place_id': '06168d1feda43857'}
1588094378450554880,2022-11-03T09:02:59.000Z,"#Eastbourne  B2104 langney rise standstill traffic bothways 50 minutes delay heading towards shinewater roundabout/golden jubilee way knock on effect to roads Friday Street and hide hollow 
@SussexTW @StagecoachSE https://t.co/TeWbDfFZ8u",en,307472510,['1588094378450554880'],{'place_id': '3dc7b71f520e2d15'}
1587810375373885440,2022-11-02T14:14:28.000Z,@brightonsnapper Hey Ed fancy asking if they need a window cleaner lol 😆,en,307472510,['1587810375373885440'],
1586444190308741121,2022-10-29T19:45:44.000Z,@Eb_Merc_Boy69 😂😂😂,und,307472510,['1586444190308741121'],
1586373286904184835,2022-10-29T15:03:59.000Z,Halloween always seems to be the worst if your a Potter 😂😂 #BRICHE,en,307472510,['1586373286904184835'],{'place_id': '3dc7b71f520e2d15'}
1586144612292341762,2022-10-28T23:55:19.000Z,"RIP @jerryleelewis
We will never see a rock n roller like you again or someone who plays a piano like that especially when it's on fire 🔥 🤣
https://t.co/8HHJjwogi5",en,307472510,['1586144612292341762'],{'place_id': '3dc7b71f520e2d15'}
1586102640097861635,2022-10-28T21:08:32.000Z,Massive well done guys thanks for all your efforts! https://t.co/L2rwzBf7C4,en,307472510,['1586102640097861635'],{'place_id': '3dc7b71f520e2d15'}
1586088015742439426,2022-10-28T20:10:25.000Z,@thegingerpig @EastbourneScoop The owners of the beacon paid for the extention not the council - the bloke that owns the pier wanted to buy the bandstand and refurbish it buy etc turned him down.,en,307472510,['1586088015742439426'],
1585671376228286465,2022-10-27T16:34:51.000Z,RT @EchoDan11: #a259 - near Friston pond between #eastbourne + #seaford - road was blocked this afternoon due to a RTC car on roof. https:/…,en,307472510,['1585671376228286465'],
1585638825103044610,2022-10-27T14:25:30.000Z,@StagecoachSE No rtc in sight in either road both roads fully open,en,307472510,['1585638825103044610'],
1585001546479468544,2022-10-25T20:13:11.000Z,@brightonsnapper @JackChiverton @WestSussexFire @SECAmbulance @SussexRoadsPol @HIOWAA @sussex_police Why did Hampshire come for?,en,307472510,['1585001546479468544'],
1584937234679025664,2022-10-25T15:57:38.000Z,@katiecain Take no notice of them clearly grew up with no manner or morals few choice words I could call them after what I just saw them doing to each other.,en,307472510,['1584937234679025664'],
1584936483181703169,2022-10-25T15:54:38.000Z,@katiecain Think I've just seen them actually langney/shinewater?,en,307472510,['1584936483181703169'],
1584936128079360000,2022-10-25T15:53:14.000Z,@tjab1425 @SussexRoadsPol Weather or not the accident was cleared still doesn't give you the right to move or go past the sign or cones. Your putting others at danger and yourself come to that but I suppose that doesn't bother you doesn't it!,en,307472510,['1584936128079360000'],
1584821276174340097,2022-10-25T08:16:51.000Z,@Eb_Merc_Boy69 @Tesco I've used windmills for years always found it to produce nice food and service,en,307472510,['1584821276174340097'],
1584684446975856640,2022-10-24T23:13:08.000Z,"Hey @Tesco  your moto is ""every little helps"" but you've raised the price of a meal deal by 90p in 8 months for what reason? That's definitely not ""helping"" is it!!",en,307472510,['1584684446975856640'],{'place_id': '3dc7b71f520e2d15'}
1584538595406512129,2022-10-24T13:33:35.000Z,Go on Larry 😂😂 https://t.co/MA8KEj34N5,en,307472510,['1584538595406512129'],{'place_id': '3dc7b71f520e2d15'}
1584525264234549248,2022-10-24T12:40:36.000Z,"@Tesco what's with meals deals rising nearly a pound in 8 months? Your catchphrase is ""every little helps"" please explain how this is ""helping""!! #greed",en,307472510,['1584525264234549248'],{'place_id': '3dc7b71f520e2d15'}
1584276991619932162,2022-10-23T20:14:03.000Z,So #Boris has backed out so looks like it's #RishiSunak for PM #PrimeMinister #10DowningStreet,en,307472510,['1584276991619932162'],{'place_id': '3dc7b71f520e2d15'}
1584098957919391744,2022-10-23T08:26:37.000Z,@____ir3 Hey @NewhavenFC why didn't you tell us about this man,en,307472510,['1584098957919391744'],
1583914882096713733,2022-10-22T20:15:10.000Z,@brightonsnapper Give it a go mate,en,307472510,['1583914882096713733'],
1583894423192375296,2022-10-22T18:53:52.000Z,@mark36491918 Can't stand those Mancy wanky cnuts,en,307472510,['1583894423192375296'],
1583888416269553665,2022-10-22T18:30:00.000Z,@EchoDan11 Normally ? 😉,en,307472510,['1583888416269553665'],
1583887285619040256,2022-10-22T18:25:30.000Z,Who the fuck are man United? Sad bustards that celebrate a goal like u just won the league 🤣 #sadunited,en,307472510,['1583887285619040256'],{'place_id': '3dc7b71f520e2d15'}
1583753105308778498,2022-10-22T09:32:19.000Z,@StagecoachSE Cleared,en,307472510,['1583753105308778498'],
1583553342919544832,2022-10-21T20:18:32.000Z,RT @EchoDan11: #Eastbourne  - #missing - 70year old male - @Eastbournenews @brightonargus @SussexLive @StagecoachSE https://t.co/mqq9Fwcwf2,en,307472510,['1583553342919544832'],
1583365065318678528,2022-10-21T07:50:23.000Z,#Eastbourne- @EB_Airshow returns next year between 17th - 20th August 2023 https://t.co/KFMp0TkjfF,en,307472510,['1583365065318678528'],{'place_id': '3dc7b71f520e2d15'}
1582739552808341504,2022-10-19T14:24:49.000Z,@SylvMelB @SussexTW @SussexIncidents Is this the same as one earlier?,en,307472510,['1582739552808341504'],
1582685493174898688,2022-10-19T10:50:01.000Z,#Eastbourne the hydneye blocked at just passed Dallington road minor rtc @SussexTW @StagecoachSE https://t.co/SMxOlqSlgh,en,307472510,['1582685493174898688'],{'place_id': '3dc7b71f520e2d15'}
1582466140734820352,2022-10-18T20:18:23.000Z,RT @brightonsnapper: Police at scene #dykeroad https://t.co/3mwWJM81Gi,en,307472510,['1582466140734820352'],
1582451408846352384,2022-10-18T19:19:51.000Z,RT @brightonsnapper: Incident Brighton #dykeroad https://t.co/37QP1tx8TH,en,307472510,['1582451408846352384'],
1582098202266046465,2022-10-17T19:56:20.000Z,@Tuppence68 @emmerdale @JurellCarter No surviving that,en,307472510,['1582098202266046465'],
1582000970011410433,2022-10-17T13:29:58.000Z,Hi @premierinn could you please give contact details of who I can get in touch with regarding carrying out some work at one of your hotels please,en,307472510,['1582000970011410433'],{'place_id': '3dc7b71f520e2d15'}
1581611355802460161,2022-10-16T11:41:46.000Z,@james_bcarter @SussexIncidents @airambulancekss No there won't be any updates unless the family release it on there own behalf.,en,307472510,['1581611355802460161'],{'place_id': '3dc7b71f520e2d15'}
1581285209684615168,2022-10-15T14:05:47.000Z,Possible incident east of cuckmere River coastguard helicopter and RNLI on scene https://t.co/EeVzocOvbY,en,307472510,['1581285209684615168'],{'place_id': '3dc7b71f520e2d15'}
1581280935685021696,2022-10-15T13:48:48.000Z,"@CityFibre sort out your shit roadworks in Eastbourne your ""teams"" buggered off at 3.30pm yesterday and left the road down to not even one lane for the third weekend running at langney roundabout junctions won't princes road and St Anthony's avenue!",en,307472510,['1581280935685021696'],{'place_id': '3dc7b71f520e2d15'}
1581280214486654976,2022-10-15T13:45:56.000Z,@lbdinofilms @SussexTW @BBCSussex @seahavenfm @SussexIncidents @hailshamfm This is due to @CityFibre digging up the road at langney roundabout entrance to St Anthony's avenue and princess road leaving it down to one lane this is the 3rd weekend running they have buggered off on a Friday at 3.30pm and left it like it all weekend shambles of a company,en,307472510,['1581280214486654976'],
1580639908833525760,2022-10-13T19:21:35.000Z,😂😂😂😂 https://t.co/JpshZl1vB8,art,307472510,['1580639908833525760'],{'place_id': '3dc7b71f520e2d15'}
1580635250933186560,2022-10-13T19:03:05.000Z,"RT @EBFCTheSports: Danny speaks ahead of our 4th qualifying round against Maidenhead United.
#UpTheBoro | #EMIRATESFACUP https://t.co/TE0n9…",en,307472510,['1580635250933186560'],
1580613652339912705,2022-10-13T17:37:15.000Z,@EBFCTheSports @LeeWorgan @macronhastings Shots fired 😂😂,en,307472510,['1580613652339912705'],
1580175367607721986,2022-10-12T12:35:40.000Z,@VPikey @CostaCoffee 😂😂😂,und,307472510,['1580175367607721986'],
1579901049426837504,2022-10-11T18:25:37.000Z,When you casually walk round morrisons doing keepy uppies with a lettice 😂😂,en,307472510,['1579901049426837504'],{'place_id': '3dc7b71f520e2d15'}
1579898572119867393,2022-10-11T18:15:47.000Z,@SylvMelB @SussexTW @SussexIncidents Clear,en,307472510,['1579898572119867393'],
1579837127550205954,2022-10-11T14:11:37.000Z,RT @EchoDan11: Man arrested after 16-year-old boy assaulted in town centre https://t.co/Tcz92I2E7E https://t.co/r7v8hqgEgh,en,307472510,['1579837127550205954'],
1579730181585260544,2022-10-11T07:06:39.000Z,RT @EchoDan11: #eastbourne - police incident tonight - reports of a stabbing - seaside rd / Ceylon place - scene now closed - @Eastbournene…,en,307472510,['1579730181585260544'],
1579591309232590849,2022-10-10T21:54:50.000Z,RT @EchoDan11: #heathfield - #blackboys Lewes road - Rtc tonight - minor injuries - road now clear @SussexTW @brightonargus @SussexLive @su…,en,307472510,['1579591309232590849'],
1579106415876395009,2022-10-09T13:48:02.000Z,RT @EchoDan11: #peacehaven - Male found with serious injuries outside a property last night. @brightonargus @SussexLive @sussex_express @it…,en,307472510,['1579106415876395009'],
1579020471525584896,2022-10-09T08:06:31.000Z,@HarryHamishGray @Specsavers any chance you can help Harry at all? @Halfords_uk maybe you could provide him with some lights for when he cycles in the dark 👀,en,307472510,['1579020471525584896'],
1578946571680772096,2022-10-09T03:12:52.000Z,"#Eastbourne ALP and pump attend seaside road flat for a tenant/animal welfare check 
@EchoDan11 @SussexLive @Eastbournenews https://t.co/fcSjwJEmKp",en,307472510,['1578946571680772096'],{'place_id': '3dc7b71f520e2d15'}
1578818399345397760,2022-10-08T18:43:34.000Z,@UB1UB2 @EchoDan11  thought I'd told you to stop wearing that dinosaur suit 😂😂,en,307472510,['1578818399345397760'],
1578476597576749057,2022-10-07T20:05:22.000Z,@apoliticaleye Can it not fly now then?,en,307472510,['1578476597576749057'],
1577742447010058242,2022-10-05T19:28:07.000Z,"RT @ChelseaFC: That was coming! 🤝

Another corner ends up falling to Fofana who finishes calmly! His first for the club! 😁

🔵 1-0 ⚪️ [24] #…",en,307472510,['1577742447010058242'],
1577038717268606978,2022-10-03T20:51:44.000Z,@EvoSportsManage Who'd employ a racist,en,307472510,['1577038717268606978'],
1577004082212261888,2022-10-03T18:34:07.000Z,@Steve_Yorkroad @Acrosby_sl6 @MUFCYorkRoad We will bring a coach load at least #uptheboro,en,307472510,['1577004082212261888'],{'place_id': '3dc7b71f520e2d15'}
1576259801004195840,2022-10-01T17:16:36.000Z,RT @TomWeston89: White Watch Rhyl had the dreaded pump changeover job yesterday… we didn’t mind too much though as it was for our new pump…,en,307472510,['1576259801004195840'],
1576239671889100802,2022-10-01T15:56:37.000Z,@EBFCTheSports @WorthingFC Give that man a bonus,en,307472510,['1576239671889100802'],
1576239497649741824,2022-10-01T15:55:56.000Z,@GCAFCofficial You've just been Steve kinged 🤣🤣,en,307472510,['1576239497649741824'],
1576239241142874112,2022-10-01T15:54:54.000Z,"RT @EBFCTheSports: It’s All over, come on you boro, 

It’s finishes 2-1 to the boys!

We’re in the hat 🎩 

UP THE BUZZAAAAAAAAAA",en,307472510,['1576239241142874112'],
1576185750223142912,2022-10-01T12:22:21.000Z,@SussexTW,qam,307472510,['1576185750223142912'],{'place_id': '3dc7b71f520e2d15'}
1576185407951495170,2022-10-01T12:21:00.000Z,"#Eastbourne Pevensey Bay Road southbound complete gridlock 2 lanes of bumper to bumper traffic caused by temporary traffic lights on princess road. 
Priory Road also has temporary traffic lights which is causing delays on netherfield Road.",en,307472510,['1576185407951495170'],{'place_id': '3dc7b71f520e2d15'}
1576184381584347136,2022-10-01T12:16:55.000Z,@dean_7cox @OfficialBHAFC @leytonorientfc @crawleytown @EBFCTheSports @WorthingFC Wish you All the best deano,en,307472510,['1576184381584347136'],
1575831462536179713,2022-09-30T12:54:32.000Z,🤣🤣🤣🤣 https://t.co/ieBt91gdpy,art,307472510,['1575831462536179713'],{'place_id': '3dc7b71f520e2d15'}
1575831426460975104,2022-09-30T12:54:24.000Z,RT @UB1UB2: Man leaves a mannequin outside a Tesco cashpoint 😭 https://t.co/CgYtG372RK,en,307472510,['1575831426460975104'],
