lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1594037608853561344,1143879645592530944,['1594037608853561344'],2022-11-19T18:39:16.000Z,"RT @mabel_nft: 🎁 GIVEAWAY 🎁

🏆1x  $200 in $ETH or $SOL

To Enter:
1⃣ Follow me &amp; @Million_DolIar ⚜️
2⃣ Like &amp; RT this post 💫

⏰ 24 Hours ❇️…"
ja,1593993201047678977,1143879645592530944,['1593993201047678977'],2022-11-19T15:42:48.000Z,RT @361263aaaaka: 奇怪啦，小哥哥说我黑，明明人家白白的呀 #反差 https://t.co/Xv3IutBbXB
en,1593972075156320258,1143879645592530944,['1593972075156320258'],2022-11-19T14:18:51.000Z,"RT @ZionNFT_: Genotype #4 😼

It is time to go back to where it all began.
@coolcatsnft and @GutterCatGang TURN UP! 🫡

(This one comes with…"
en,1593971221569290240,1143879645592530944,['1593971221569290240'],2022-11-19T14:15:28.000Z,"RT @thomas_fells: The source has been created, and the phase is born from the heart.
🛰️KT31133
#杭州
#杭州学生 https://t.co/wjB5huLzjb"
en,1593956860704366592,1143879645592530944,['1593956860704366592'],2022-11-19T13:18:24.000Z,"RT @vehidabd: Ironic Most blue tick users do not buy #bitcoin themselves, instigating more users to buy it. #blueTick https://t.co/ST8l4X1g…"
en,1593914558422257664,1143879645592530944,['1593914558422257664'],2022-11-19T10:30:18.000Z,"RT @Nugget_WARS: Our NFT is based on the four basic shapes of McDonald's chicken nuggets, including BALL, BELL, BONE and BOOT. https://t.co…"
en,1593901959278342144,1143879645592530944,['1593901959278342144'],2022-11-19T09:40:15.000Z,RT @daPang70456438: #塔卡尔世界杯开幕式 #世界杯冠军预测 #足球 #开云 #真人百家乐  You can hurt with your words but sometimes you can hurt more with your silence. htt…
en,1593901489004548096,1143879645592530944,['1593901489004548096'],2022-11-19T09:38:22.000Z,RT @ATMrank: Smart. But only if you use your investment to connect with fellow holders via our platform and earn passive income income in t…
en,1593860989136486401,1143879645592530944,['1593860989136486401'],2022-11-19T06:57:26.000Z,RT @ZoeJoe53728730: i  can  #裸聊 #视频裸聊 #母狗 #反差婊 https://t.co/P0IW4vvcmR
en,1593830064902135808,1143879645592530944,['1593830064902135808'],2022-11-19T04:54:34.000Z,"RT @MartyDu78320787: Love you love you
🛰️ enen171777
#杭州 
#杭州学生 https://t.co/Z6OTeJMqLs"
en,1593799599914745856,1143879645592530944,['1593799599914745856'],2022-11-19T02:53:30.000Z,"RT @miyao98344724: sHonitoringe🐻🐻🐻🐻🐻
​
#迷药 #学生 #迷玩 #萝莉 #三件套 #听话水 #迷药 #舔奶 #调教 #春药 #催情药 #颜射 #口爆 #校花 #福利 #性生活 #学校 #人妻婊 #力水 #喷射 #大奶 #嫩b #奶子 #鸡巴…"
en,1593758053106536449,1143879645592530944,['1593758053106536449'],2022-11-19T00:08:25.000Z,"RT @_Lovebieberrx: @shirtsthtgohard L I N K    G U Y S
https://t.co/mIBygdR4sn"
en,1593699332154265600,1143879645592530944,['1593699332154265600'],2022-11-18T20:15:04.000Z,RT @AstroMan10x: SUCCESS! Build 28.0 produces 120g in initial tests.
en,1593668919339888640,1143879645592530944,['1593668919339888640'],2022-11-18T18:14:13.000Z,"RT @MetakaWars: Kunio Okawara’s first interview after entering the NFT market, discussing about his design concepts on Metaka Wars⚔️ https:…"
en,1593643064374894592,1143879645592530944,['1593643064374894592'],2022-11-18T16:31:29.000Z,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 5x WL

Join the underground 🦾

1️⃣ RT + Like
2️⃣ Follow me &amp; @Machina_NFT 
3️⃣ Tag frens
4️⃣ Joi…"
en,1593618905909456896,1143879645592530944,['1593618905909456896'],2022-11-18T14:55:29.000Z,RT @daPang70456438: #2022世界杯 #开云体育 #世界杯 #足球 #亚博 #游戏  You can hurt with your words but sometimes you can hurt more with your silence. https:…
en,1593596192155320321,1143879645592530944,['1593596192155320321'],2022-11-18T13:25:14.000Z,"RT @HashBitorg: #HBIT Smart Chain Mainnet and TestNet Running!
ChainID Mainnet: 11119

Mainnet RPC:
https://t.co/IxhVz874rW
Explorer:
https…"
th,1593536241776984065,1143879645592530944,['1593536241776984065'],2022-11-18T09:27:01.000Z,"RT @LeayDoDee: ขอบคุณทุกกระแสตอบรับจากแฟนๆชาว #ดุงจัง ที่ทำให้ #JoongDunkFMinPP SOLD OUT ภายใน 15 นาที!

ใครมีบัตรอยู่ในมือ เตรียมตัวให้พร้…"
en,1593521617539170304,1143879645592530944,['1593521617539170304'],2022-11-18T08:28:54.000Z,"RT @thekubieth: They’ve got the Father of Gundams standing behind, Metaka Wars gonna fly, let’s get busy in the bear market ! 👀 Let's join…"
zh,1593488906300686337,1143879645592530944,['1593488906300686337'],2022-11-18T06:18:55.000Z,"RT @copy3456: #萬華蚊子 #c2m蚊蚊 #雙馬尾 #真理褲 #種草莓 #淫接世足賽
「⚽️足球寶貝蚊蚊太騷，被主人種了草莓，法國🇫🇷是上屆冠軍，這屆也要努力喔❤️」 https://t.co/BAQpNAcaEU"
en,1593469488153866242,1143879645592530944,['1593469488153866242'],2022-11-18T05:01:45.000Z,RT @adiokingeth: Just spent the last couple hours answering all the open tickets on Doge Club’s server. Feels good to be all caught up!
en,1593396640936665088,1143879645592530944,['1593396640936665088'],2022-11-18T00:12:17.000Z,RT @Kinoappxyz: Join us for the WEEKLY WEDNESDAY next week alongside ⁦⁦@AnneWithAnE⁩ ‘s ⁦@cara_ricketts⁩ for all things Anne and the future…
en,1593338358108864512,1143879645592530944,['1593338358108864512'],2022-11-17T20:20:42.000Z,"RT @ZionNFT_: Are you ready to enter the gates of ZION? ⛩️

Like, RT and Comment your wallet address for a chance to win a '🔑'.

#NFTCommun…"
zh,1593311186019266560,1143879645592530944,['1593311186019266560'],2022-11-17T18:32:43.000Z,"RT @zhaocaishijie: 但是情绪又算不上冰点状态，短线接力能选的没几只，明天估计也不会给什么好买点。

十月份行情也差不多了，今天就比较轻松，华东数控，陕西金叶，弘业期货涨停，大港股份盘中两次冲击涨停，南天信息，国脉科技，英飞拓，双成药业都有一定反抽，还没反抽的潜…"
th,1593277613631381504,1143879645592530944,['1593277613631381504'],2022-11-17T16:19:19.000Z,"RT @LeayDoDee: ❗️พรุ่งนี้เปิดขายบัตร แล้วน้า~❗️

ซื้อบัตรพร้อมกัน ศุกร์ที่ 18 พ.ย. เวลา 10:00 น. เป็นต้นไป(เวลาประเทศไทย)
 ที่ 👉https://t.c…"
en,1593254610357010437,1143879645592530944,['1593254610357010437'],2022-11-17T14:47:55.000Z,"RT @ALADDIN_BET: ALADDIN is now launching on the BSC chain.

The World Cup competition, classic poker, blockchain games, thousands of event…"
en,1593231518993768449,1143879645592530944,['1593231518993768449'],2022-11-17T13:16:09.000Z,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   Time heals almost everything. Give time time…
en,1593209029223800832,1143879645592530944,['1593209029223800832'],2022-11-17T11:46:47.000Z,RT @tommychong: Hey man any project that’s donated over $725.000 in only 3 weeks to help @coralcrf save Florida’s amazing Coral reef gets m…
ja,1593167688896897025,1143879645592530944,['1593167688896897025'],2022-11-17T09:02:31.000Z,RT @hdfn615dfda: 库存-1 https://t.co/9rTpnwni9j
en,1593108345098973184,1143879645592530944,['1593108345098973184'],2022-11-17T05:06:42.000Z,RT @kaiyun830: #足球 #盘口 #开云体育 #2022塔卡尔世界杯开幕式  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   Acting as if nothing borne in mind is the best…
en,1593093118068330496,1143879645592530944,['1593093118068330496'],2022-11-17T04:06:12.000Z,"RT @NcraftsC: Design Cut Basswood Quality Crafted Earrings
https://t.co/At7TyWsltd
##woodcrafted #woodcraftstudio #earrings #earrings  #ear…"
en,1593067237983760384,1143879645592530944,['1593067237983760384'],2022-11-17T02:23:21.000Z,"RT @JayroSevenMusic: 2023 will be my year ! 
Are you guys ready 🤠🥳🥳🥳"
en,1593026654187626497,1143879645592530944,['1593026654187626497'],2022-11-16T23:42:06.000Z,"RT @ProjectBubbly: 🫧Bubbly &amp; Friends x✨Phandora

To Enter: 
✅Follow @pandoranfts &amp; @ProjectBubbly &amp; @alpha_hwang 
✅Like &amp; Retweet
✅Tag 3 NF…"
en,1592939159743647744,1143879645592530944,['1592939159743647744'],2022-11-16T17:54:25.000Z,"RT @beijingspa2: The fingertip attracted the young moon white and talked as before. At that time, the flowers were blooming and the eyes we…"
en,1592869780519731201,1143879645592530944,['1592869780519731201'],2022-11-16T13:18:44.000Z,"RT @AssetMantle: ▬▬▬.◙.▬▬▬
═▂▄▄▓▄▄▂ 
◢◤ █▀▀████▄▄▄▄◢◤ 
█▄ █ █▄ ███▀▀▀▀▀▀▀
◥█████◤
══╩══╩═
╬═╬
╬═╬
╬═╬
╬═╬ 
╬═╬   Just dropped down to say
╬…"
es,1592787275150086144,1143879645592530944,['1592787275150086144'],2022-11-16T07:50:53.000Z,"RT @funcionpolitica: Casi el doble de nuevos beneficiados incorporados

https://t.co/LS6ChNhLeJ"
en,1592735112453464064,1143879645592530944,['1592735112453464064'],2022-11-16T04:23:37.000Z,"RT @pumpcoinbets: NFT Sports Zone World Cup Challenge 

Mint an NFT pass for a chance to win $ETH or $USDT weekly by selecting the correct…"
en,1592691887994916865,1143879645592530944,['1592691887994916865'],2022-11-16T01:31:51.000Z,RT @kaiyun830: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   From small beginning come great things. https://t…
en,1592660826946609152,1143879645592530944,['1592660826946609152'],2022-11-15T23:28:26.000Z,"RT @nj_ayuk: If you have been looking for a place to speak up and make your voice heard in terms of entrepreneurial focused initiatives, th…"
en,1592583987133808640,1143879645592530944,['1592583987133808640'],2022-11-15T18:23:05.000Z,"RT @frgottenlands: We're doing a @GrandpaApeCC giveaway, this sick DMT stoned Gramps is up for grabs 🥳
 
Follow @frgottenlands &amp; join disco…"
en,1592567904045711361,1143879645592530944,['1592567904045711361'],2022-11-15T17:19:11.000Z,RT @RonnieBmore: Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/lWQr7Ldh8N
en,1592532826414403584,1143879645592530944,['1592532826414403584'],2022-11-15T14:59:48.000Z,"RT @HaleyBe20487896: 🏉🧍‍♀️🥊🥋hurry loli🧍‍♀️🧍‍♀️
#喷水
#绿帽
#乱伦
#反差婊
#偷拍 #抄底 #聊骚 #娇喘 #后入 #连麦 #文爱 #裸聊 https://t.co/IXeE4oS1TY"
en,1592508052694892545,1143879645592530944,['1592508052694892545'],2022-11-15T13:21:21.000Z,"RT @hangzhouspa8: Collected the solid ice several months ago, and now it has melted into beautiful flower materials, which are handed to th…"
en,1592486385746735105,1143879645592530944,['1592486385746735105'],2022-11-15T11:55:15.000Z,RT @PortiaAntonia: American luxury consumers I’ve noticed many people spread false information about luxury houses and ‘royalty’ which the…
en,1592445681335029760,1143879645592530944,['1592445681335029760'],2022-11-15T09:13:31.000Z,"RT @GoPeanutGames: @brycent_ @SpikeReacts_ Thanks @brycent_  :) 

Fyi.. we got our vengeance build ready for those in need of an outlet to…"
zh,1592423155712212992,1143879645592530944,['1592423155712212992'],2022-11-15T07:44:00.000Z,"RT @OsbornBurke2: 盗QQ密码
查地址
盗QQ 
盗微信
查记录
跑分 盗号
微信找回密码
QQ被盗找回
修改成绩
盗微博
王者荣耀
专业找回密码
专业找回QQ密保
查看微信QQ记录
杳资料
查身份证信息
开房记录盗百度云网盘
人肉各种信息
查名下财立
查名下手…"
en,1592374845140094977,1143879645592530944,['1592374845140094977'],2022-11-15T04:32:02.000Z,"RT @thekubieth: 🎁 $100 CASH GIVEAWAY 🎁

🏆 1x Winner $100 CASH

We’re building the future. The future of Real Estate 🏙️

To Enter 🎫

1⃣ Foll…"
en,1592351986216685568,1143879645592530944,['1592351986216685568'],2022-11-15T03:01:12.000Z,"RT @youngfleedo: FOR ALL MY NIGGAS GETTING MONEY “NEW MONEY” OUT NOW❗️🐐 #wewantfleedo 🎬
@youngfleedo @shotbyahm 🔥🔥
#Youtube #SoundCloud #un…"
en,1592287089332170753,1143879645592530944,['1592287089332170753'],2022-11-14T22:43:20.000Z,RT @AlexasDaddyP0V: This is why @alexapaynexx is the throat 🐐 https://t.co/Ovt8yXuXOm
en,1592237392622391298,1143879645592530944,['1592237392622391298'],2022-11-14T19:25:51.000Z,"RT @cramercoin: The @FTX_Official @SBF_FTX @carolinecapital saga, abridged version.

Goodnight, sweet caroline. I hope they have beanbags f…"
tr,1592201175536836610,1143879645592530944,['1592201175536836610'],2022-11-14T17:01:56.000Z,"RT @thebabamoney: ⛰️Zirvenin Sahibi #marsbahis 

👍🏻https://t.co/IW3b062Re7

#MarsBet https://t.co/bNsDXrq8r6"
en,1592155667451633664,1143879645592530944,['1592155667451633664'],2022-11-14T14:01:06.000Z,"RT @_0nlyfans_Prom0: 🦸‍♂️ Onlyfans Promo Presents:-

🔥 Lea 🔥
 
👇🏽SUB Now for 10.99$ 👇🏻

https://t.co/LL5vaUCg4T

Twitter: @Jaksalea6 https:…"
en,1592119868836392960,1143879645592530944,['1592119868836392960'],2022-11-14T11:38:51.000Z,"RT @transition57: 🏆 Competition Alert 🏆

Prize 🎁
- 20x NFT’s 
- 10x Rental Licenses 

To Enter👇
1️⃣ Follow @Millionairemog &amp; @millionairemo…"
