created_at,id,author_id,lang,text,edit_history_tweet_ids,geo
2022-11-22T21:03:23.000Z,1595161039955320834,17706314,en,Goal for Wythenshawe Town scored by Matthew Bryan on 59:47 Score is now 2 - 1,['1595161039955320834'],
2022-11-22T21:00:52.000Z,1595160407299485696,17706314,en,"The energy injection continues as FC dominate the first 10 minutes of this second half. WT struggling to keep up and frustration is mounting at the officials by WT. 

56’ 1-1",['1595160407299485696'],
2022-11-22T20:53:11.000Z,1595158475273039873,17706314,en,"The second half kicks off and FC look like they’ve been injected by the Duracell bunny as the pace already feels quicker and WT struggling to keep up. Two balls are blasted out of the ground by the WT keeper which has been the only thing slowing this FC team down so far

49’ 1-1",['1595158475273039873'],
2022-11-22T20:48:06.000Z,1595157195435704320,17706314,zxx,https://t.co/gKfe6nT5tE,['1595157195435704320'],
2022-11-22T20:41:26.000Z,1595155516178968577,17706314,en,"Half time and FC struggled to get used to the pitch and the play. The last 15 minutes was more promising and resulted in the injury time goal by Hall. FC will need to take more chances in the second half if they’re to progress to the next round 

1-1",['1595155516178968577'],
2022-11-22T20:34:56.000Z,1595153881583214592,17706314,en,"It’s a goal for FC! Hall puts it in the net to level the score before the ref blows the half time whistle 

1-1 https://t.co/w9CWQGWMoE",['1595153881583214592'],
2022-11-22T20:32:31.000Z,1595153271630745600,17706314,en,Yellow card for Wythenshawe Town's Benito Lowe (45(+01:15)),['1595153271630745600'],
2022-11-22T20:31:36.000Z,1595153043699298304,17706314,en,Goal for FC United of Manchester scored by Guy Hall on 45(+00:11) Score is now 1 - 1,['1595153043699298304'],
2022-11-22T20:30:11.000Z,1595152684482695169,17706314,en,"FC with more possession now and some more chances but nothing comes of them. WT beginning to waste some time as the second half draws to a close 

45’ 0-1",['1595152684482695169'],
2022-11-22T20:24:10.000Z,1595151170607063040,17706314,en,"FC looking better in the last few minutes with more possession at the back but losing it as it’s being taken further up the pitch. Donohue is shown a yellow for glancing into the mountainous keeper and WT gain a free kick from the back line 

38’ 0-1",['1595151170607063040'],
2022-11-22T20:22:12.000Z,1595150677369462784,17706314,en,Yellow card for FC United of Manchester's Michael Donohue (35:56),['1595150677369462784'],
2022-11-22T20:17:37.000Z,1595149525379076096,17706314,en,"FC gain a free kick after a WT challenge but results in an offside and a WT player down. The game is beginning to get niggly as the ref continues to blow for challenges contested by both teams. 

32’ 0-1",['1595149525379076096'],
2022-11-22T20:17:33.000Z,1595149506412449795,17706314,en,"It’s a chance for Gabidon but it’s comfortably dealt with by the WT keeper. FC with some possession but most of the chances straight to the keeper. FC gain a corner but it’s back to the FC defence 

25’ 0-1",['1595149506412449795'],
2022-11-22T20:07:27.000Z,1595146963397513219,17706314,en,"FC get a free kick as Jones is wrestled to the ground by a WT player who proceeds to blast the ball at him from close range but no card is shown. It’s straight into the arms of the WT keeper though and possession goes back to the hosts 

21’ 0-1",['1595146963397513219'],
2022-11-22T20:03:11.000Z,1595145893027926016,17706314,en,"FC getting used to the conditions of the pitch and Regan deflects a clearance from the keeper but the ref sees a handball. The ball is back in the FC half down the right, cut across and into the net past Lavercombe by the WT number 8, FC trail 1-0

15’",['1595145893027926016'],
2022-11-22T20:01:05.000Z,1595145361705910318,17706314,en,Goal for Wythenshawe Town scored by Benito Lowe on 14:40 Score is now 1 - 0,['1595145361705910318'],
2022-11-22T19:52:28.000Z,1595143193460629505,17706314,en,"Kick off here and FC get the first cross in which is too far for Jones to reach. The ball gets up to the FC half and it’s WT with the first chance on goal which is tipped over by Lavercombe 

5’ 0-0",['1595143193460629505'],
2022-11-22T19:47:42.000Z,1595141993466056704,17706314,en,The teams are out! https://t.co/eYhkHu1jfe,['1595141993466056704'],
2022-11-22T19:28:56.000Z,1595137272122597378,17706314,en,Tonight’s teams: https://t.co/jpWWdN2il8,['1595137272122597378'],
2022-11-22T19:17:41.000Z,1595134440522452992,17706314,en,"📹 Wythenshawe Town: Live-stream

Tonight’s game is being live-streamed for you to enjoy at home courtesy of @Manchester_FA 

https://t.co/t1aTPNryeV",['1595134440522452992'],
2022-11-22T19:14:59.000Z,1595133761800503296,17706314,en,"📍 @WTFC1946 

We’ve arrived at Wythenshawe Town for our @Manchester_FA Frank Hannah Manchester Premier Cup Quarter Final game 

Team news shortly https://t.co/1r9JxNewjX",['1595133761800503296'],
2022-11-22T12:52:39.000Z,1595037542310617088,17706314,en,"RT @FCUnitedMcr: ⚽ Matchday : @WTFC1946 

We travel to Wythenshawe Town tonight in the quarter final of the @Manchester_FA Frank Hannah Pre…",['1595037542310617088'],
2022-11-22T12:43:49.000Z,1595035322315931648,17706314,en,"RT @thebigreaper38: Great news, FC United of Manchester has just been paid our free donations from @easyuk! If you’ve not signed up yet, ma…",['1595035322315931648'],
2022-11-22T11:32:55.000Z,1595017478081753092,17706314,en,"RT @The_Maitlands: I've been gigging on and off with different bands for 23 years. I've played massive shows, and I've played in Library's,…",['1595017478081753092'],
2022-11-22T10:30:41.000Z,1595001818186387456,17706314,en,"RT @Manchester_FA: IT'S MATCHDAY! 💥

This evening @WTFC1946 take on @FCUnitedMcr in the quarter final of The Frank Hannah Premier Cup 🤝 

K…",['1595001818186387456'],
2022-11-22T07:53:28.000Z,1594962251613618179,17706314,en,"⚽ Matchday : @WTFC1946 

We travel to Wythenshawe Town tonight in the quarter final of the @Manchester_FA Frank Hannah Premier Cup

🕖 7:45pm
📍 Ericstan Park, M23 9LL
🎟️£6 O18, £4 concessions, £1 kids
💳 cash or card 

It's the only known cure for cup fever!

🟥🟥⬜⬛⬜🟥🟥 https://t.co/6U5VQyGXE6",['1594962251613618179'],
2022-11-21T23:35:15.000Z,1594836871967809537,17706314,qme,@DeclanBebbingt6 @WTFC1946 @Manchester_FA https://t.co/P9nSJuTdE0,['1594836871967809537'],
2022-11-21T23:34:31.000Z,1594836685392691203,17706314,en,"RT @HuwDavies28: Thanks to @The_Maitlands for a great set @malcolmses. @FCUnitedMcr 
https://t.co/8w5Kcw0hc9 via @YouTube",['1594836685392691203'],
2022-11-21T19:23:46.000Z,1594773585633366016,17706314,en,"RT @FCUnitedMcr: 🗨️ Pre-match: Wythenshawe Town

We take on Wythy on Tuesday in the Frank Hannah Manchester Premier Cup, and as they're cap…",['1594773585633366016'],
2022-11-21T19:23:14.000Z,1594773451075735552,17706314,en,"RT @community_wmids: IT'S HAPPENING... Community hits the road!

@AlexOhmmusic &amp; @smokin_eskimo will be heading north in January to join up…",['1594773451075735552'],
2022-11-21T19:17:38.000Z,1594772042209001472,17706314,en,"RT @WTFC1946: Check out our match preview ahead of our @Manchester_FA Premier Cup Quarter Final against @FCUnitedMcr tomorrow night!

https…",['1594772042209001472'],
2022-11-21T18:52:08.000Z,1594765624848560128,17706314,en,"RT @yremogtnomnagol: @FCUnitedMcr @WTFC1946 @Manchester_FA Oh baby it’s back, and it’s even more contagious than ever before https://t.co/q…",['1594765624848560128'],
2022-11-21T18:39:51.000Z,1594762530697904128,17706314,en,"RT @Manchester_FA: Tomorrow, @WTFC1946 take on @FCUnitedMcr in our tie of the round in the #MFAPremierCup with streaming details released p…",['1594762530697904128'],
2022-11-21T17:40:44.000Z,1594747654247940096,17706314,en,"⚽ Next Game: @WTFC1946 

We're in @Manchester_FA Frank Hannah Premier Cup action tomorrow as we travel to Wythenshawe Town

📅 Tuesday 22nd November
🕖 7:45pm
📍 Ericstan Park, M23 9LL
🎟️£6 O18, £4 concessions, £1 kids
💳 cash or card 

I got cup fever...

🟥🟥⬜⬛⬜🟥🟥 https://t.co/QrZk3toFyS",['1594747654247940096'],
2022-11-21T16:05:38.000Z,1594723722342158338,17706314,en,"RT @NorthernPremLge: Stanley in @FCUnitedMcr move from @OfficialBWFC 

@PitchingIn_ 

https://t.co/hf7bniDA3h",['1594723722342158338'],
2022-11-21T13:05:39.000Z,1594678427688357888,17706314,en,"⚠️ We need FC United Member observers for the next board meeting on

📆Monday 21st November (today)
🕕6.30PM

Please apply by emailing viv.ware@fc-utd.net or call 0161 769 2005 before 5pm

Meeting will be online 

Your club - be part of it 

🟥🟥⬜⬛⬜🟥🟥 https://t.co/iS59dgdmv4",['1594678427688357888'],
2022-11-20T18:17:56.000Z,1594394627485810688,17706314,en,@yremogtnomnagol Cup fever?,['1594394627485810688'],
2022-11-20T18:09:27.000Z,1594392492794847233,17706314,en,"🗨️ Pre-match: Wythenshawe Town

We take on Wythy on Tuesday in the Frank Hannah Manchester Premier Cup, and as they're captained by our all time leading appearance holder @Jay10Wright we thought we'd have a chat 

https://t.co/qzeD9esTSN

🟥🟥⬜⬛⬜🟥🟥 https://t.co/qFeZqN709W",['1594392492794847233'],
2022-11-20T09:28:20.000Z,1594261349353213952,17706314,en,"🗨️ ""the beliefs that FC United had are the right ones"" 

@GiuseppeRossi22 was interviewed on the @MAShow_podcast &amp; stated his admiration of FC &amp; was also asked if he'd like to play for us...

Listen to this superb podcast for free here ⤵️
https://t.co/LCryJysgij

🟥🟥⬜⬛⬜🟥🟥 https://t.co/HlhG9zzJCs https://t.co/yc8e0Oeby1",['1594261349353213952'],
2022-11-20T00:15:40.000Z,1594122265410551808,17706314,en,RT @GiuseppeRossi22: Take a listen. You won’t regret it. Too many topics about the state of football at the moment. A lot of disappointed i…,['1594122265410551808'],
2022-11-20T00:15:25.000Z,1594122206107385857,17706314,en,"RT @MAShow_podcast: Episode 152 of @MAShow_podcast with @GiuseppeRossi22 out now. Many things discussed including:

◾️The sad reality of mo…",['1594122206107385857'],
2022-11-19T20:20:16.000Z,1594063028039086085,17706314,en,"@03white Glad she's ok, please pass on our very best wishes and check your DM! 👍",['1594063028039086085'],
2022-11-19T20:09:32.000Z,1594060325992529920,17706314,en,"☺️ We had a very special guest at Broadhurst Park today as Adam 'Doddy' Dodd came to the game today, &amp; he was presented with an FC shirt by manager Neil Reynolds, inscribed with the message

""To Adam, don't ever give up, Christian Eriksen"" and signed

Thank you @ChrisEriksen8 👍 https://t.co/sSON9oHezK",['1594060325992529920'],
2022-11-19T19:50:02.000Z,1594055416492617729,17706314,en,"🍾Man of the Match: @ReganLinney1

The FC #9 was selected once again as the @JosephHolt1849 Man of the Match by @fcumradio for his relentless workrate, leading the line in an attack that created 17 attempts on goal

Congratulations Regan 👏

🟥🟥⬜⬛⬜🟥🟥 https://t.co/CygyANU7RN",['1594055416492617729'],
2022-11-19T17:03:19.000Z,1594013463595974658,17706314,en,"It finished 3-1 to Gainsboro who had 4 attempts on target, clinical finishing in a game where the first half was a sumptuous display from both sides

FC pulled it back to 2-1 and hit the bar and it looked like a famous result was on, but the visitors scored then killed the game https://t.co/paeHbTiS5S",['1594013463595974658'],
2022-11-19T16:53:40.000Z,1594011034833940481,17706314,zxx,https://t.co/mWpoUtldVn,['1594011034833940481'],
2022-11-19T16:52:40.000Z,1594010782769053700,17706314,en,The game ends with the score FC United of Manchester 1-3 Gainsborough Trinity,['1594010782769053700'],
2022-11-19T16:51:43.000Z,1594010542322040832,17706314,en,"A spectator is down on the far side after taking a clearance in the face,the physio is on and tending to them, hope they're ok

FC have a couple of minutes left but it's looking like an absolute mountain in the time left 

'90+3 3-1 to GT",['1594010542322040832'],
2022-11-19T16:48:13.000Z,1594009662508105732,17706314,en,"McCarthy with another chance after a powerful run from Linney but the contact isn't meaty enough to trouble the GK from close range

5 minutes added 

'90+1 3-1 to GT",['1594009662508105732'],
2022-11-19T16:46:23.000Z,1594009199184293888,17706314,en,"What a passage of play from FC to win the ball back, Potts chests it down and passes to Gabidon who carries it and plays to Linney perfectly and he gets a shot in that the GK has to get behind such is the ferocity

'88 3-1 to GT",['1594009199184293888'],
2022-11-19T16:41:54.000Z,1594008072254820352,17706314,en,"10 minutes to go and FC have gone to 3 at the back as they seek another goal, the stats are all with FC except for the goals column - the only one that counts

FC play the ball over the area with men in the box

Stanley elbowed in the head but just a yellow

'84 3-1 to GT",['1594008072254820352'],
2022-11-19T16:41:52.000Z,1594008065019461632,17706314,en,Substitution for Gainsborough Trinity ON Andrew Wright OFF Finlay Shrimpton (84:30),['1594008065019461632'],
2022-11-19T16:40:31.000Z,1594007722814763009,17706314,en,Yellow card for Gainsborough Trinity's Curtis Durose (83:09),['1594007722814763009'],
2022-11-19T16:35:46.000Z,1594006529447186432,17706314,en,"FC with another shot and they're getting through but the GK equal to almost everything so far

15 mins to go here and more goals in it for sure as both sides willing to go forward

'76 3-1 to GT https://t.co/5DovZaF8CA",['1594006529447186432'],
2022-11-19T16:34:24.000Z,1594006187447443456,17706314,en,Substitution for Gainsborough Trinity ON Fraser Preston OFF Harry Lewis (77:03),['1594006187447443456'],
2022-11-19T16:32:00.000Z,1594005579609038852,17706314,en,Replacing #2 Jack Degruchy is #17 Max McCarthy https://t.co/6eXTyBswHK,['1594005579609038852'],
2022-11-19T16:31:21.000Z,1594005420032622593,17706314,en,"Gabidon with another chance on target but the keeper down quickly to gather, FC just have to throw the kitchen sink at this GT defence which is wobbling

'72 3-1 to GT",['1594005420032622593'],
2022-11-19T16:30:51.000Z,1594005293200965632,17706314,en,Substitution for FC United of Manchester ON Max McCarthy OFF Jack Degruchy (73:30),['1594005293200965632'],
2022-11-19T16:27:33.000Z,1594004462661681154,17706314,en,"⚽ Goal for GT and FC are stretched on the left flank, Lavercombe comes out quickly to close the angle but Durose lifts an inch perfect chip up and over then just under the bar 

The FC resurgence stemmed for now, still 20 big minutes to go

'68 3-1 to GT",['1594004462661681154'],
2022-11-19T16:25:25.000Z,1594003923425181697,17706314,en,Replacing #4 Like Griffiths is #14 Michael Potts https://t.co/XFvS2nwhlm,['1594003923425181697'],
2022-11-19T16:24:43.000Z,1594003747008663560,17706314,en,Substitution for FC United of Manchester ON Michael Potts OFF Luke Griffiths (67:22),['1594003747008663560'],
2022-11-19T16:24:07.000Z,1594003596567535616,17706314,en,Goal for Gainsborough Trinity scored by Curtis Durose on 66:39 Score is now 1 - 3,['1594003596567535616'],
2022-11-19T16:24:07.000Z,1594003595707535360,17706314,en,"⚽ Goal for FC and it's @DGabidon who's been on the pitch for all of a minute and slots it home neatly home to give FC a toehold in this game 

Shortly after that it's Gabidon again who pulls a save out of the GK who can only palm it onto the bar but away

'63 2-1 to GT",['1594003595707535360'],
2022-11-19T16:22:46.000Z,1594003255889199104,17706314,en,Substitution for Gainsborough Trinity ON George Hornshaw OFF Cody Collins (65:24),['1594003255889199104'],
2022-11-19T16:21:01.000Z,1594002817420853249,17706314,en,Replacing #10 Wollerton is #15 Dontai Gabidon https://t.co/q8lG2uFpw1,['1594002817420853249'],
2022-11-19T16:19:21.000Z,1594002399915827200,17706314,en,Goal for FC United of Manchester scored by Dontai Gabidon on 61:51 Score is now 1 - 2,['1594002399915827200'],
2022-11-19T16:18:25.000Z,1594002163050708996,17706314,en,Substitution for FC United of Manchester ON Dontai Gabidon OFF Alex Wollerton (61:04),['1594002163050708996'],
2022-11-19T16:17:57.000Z,1594002044054298625,17706314,en,"Linney is being fouled by the defender, it's crazy how long it persists with no censure for the GT player and the FC #9 manages to get a shot away but cleared by defender for a corner, that's deep but caught by the GK

The visitors start to time-waste....

'55 2-0 to GT",['1594002044054298625'],
2022-11-19T16:16:21.000Z,1594001641618882560,17706314,en,Yellow card for Gainsborough Trinity's Dylan Cogill (58:59),['1594001641618882560'],
2022-11-19T16:14:07.000Z,1594001081235038209,17706314,en,Yellow card for Gainsborough Trinity's Finlay Shrimpton (56:46),['1594001081235038209'],
2022-11-19T16:09:57.000Z,1594000033199710208,17706314,en,"⚽ Goal for GT and Lewis is on the left hand side of the area and slams a shot low and hard from a tight old angle back across goal 

Third shot on target and two goals from them, deadly from the visitors and FC now have to work extra hard to get to parity

'52 2-0 to GT",['1594000033199710208'],
2022-11-19T16:08:01.000Z,1593999544718532608,17706314,en,Goal for Gainsborough Trinity scored by Harry Lewis on 50:33 Score is now 0 - 2,['1593999544718532608'],
2022-11-19T16:07:50.000Z,1593999499873116160,17706314,en,"We're back underway here, no changes and FC have a corner, it's cleared the the mountain that is the GT #9 collapses to win a soft fk to clear the danger

FC need to do the same as the first half but get testing the GK

'50 1-0 to GT",['1593999499873116160'],
2022-11-19T16:03:34.000Z,1593998428001906688,17706314,en,"🆕 The Pound for the Ground winning numbers v @GainsTrinityFC  + all the numbers for the season can be found here ⤵️

https://t.co/hI0XXvqB7x

Thank you to everyone who took part by buying or selling tickets, and hearty congratulations to the winners

🟥🟥⬜⬛⬜🟥🟥 https://t.co/YcQMgGa8uk",['1593998428001906688'],
2022-11-19T16:02:44.000Z,1593998216709648384,17706314,zxx,https://t.co/i4StqqZKuO,['1593998216709648384'],
2022-11-19T15:50:00.000Z,1593995012571815940,17706314,en,"The 45 has just whizzed past as both sides have committed to playing the right way and are taking turns to use the ball well, the goal came with a slice of luck after a deflection landed for the GT #10, but FC have had the majority of chances but not had the required accuracy https://t.co/ZqtdWufdYs",['1593995012571815940'],{'place_id': '0fc35d96f6d4d000'}
2022-11-19T15:47:10.000Z,1593994297938001920,17706314,zxx,https://t.co/jFTn4W1HNA,['1593994297938001920'],
2022-11-19T15:45:34.000Z,1593993896853475328,17706314,en,"One minute added 

FC will be frustrated that all their good play hasn't produced a goal

45'+1 1-0 to GT",['1593993896853475328'],
2022-11-19T15:42:40.000Z,1593993164796338178,17706314,en,"GT sitting very deep now making FC play through them, the Reds need to be patient here and be super careful with possession as the balls forward from the visitors are being pinged up to the lone Donaldson who is a presence

Linney pulls another top save from the gk

'42 1-0 to GT",['1593993164796338178'],
2022-11-19T15:36:48.000Z,1593991689831534592,17706314,en,"Gainsborough play a good brand of football which is making this a great spectacle as both sides are willing to keep it on the ground and make it a compelling watch

FC shoot wide again after more good play, Stanley unlucky not to score 

'36 1-0 to GT",['1593991689831534592'],
2022-11-19T15:30:10.000Z,1593990019944808448,17706314,en,"FC with another great spell of possession in the final third, playing it around patiently trying to unpick the defence, a killer ball is slid through to Linney whose intelligent cut back just fails to meet the lurking Red

Gribbin finds Linney who shoots just over

'30 1-0 to GT",['1593990019944808448'],
