text,lang,id,author_id,edit_history_tweet_ids,created_at,withheld
@AnaJVillagran Tiene un viga de prejuicios en los ojos.,es,1594080060595929089,1454732780504424449,['1594080060595929089'],2022-11-19T21:27:57.000Z,
@BioSaura Y se indigna 🤡,es,1594059840313184256,1454732780504424449,['1594059840313184256'],2022-11-19T20:07:36.000Z,
@pablo_majluf Pobre de ti #prayformajluf :(,es,1594058735944716291,1454732780504424449,['1594058735944716291'],2022-11-19T20:03:13.000Z,
"RT @DonKijoteak: Este GIF, gente!!! https://t.co/5D1wSCdDRn",en,1594049555426938880,1454732780504424449,['1594049555426938880'],2022-11-19T19:26:44.000Z,
"RT @TrenMayaMX: #ArqueologíaDelTren 🔍 En el salvamento arqueológico que realiza en la obra del Tren Maya, el @INAHMX ha recuperado cerca de…",es,1594047458526519302,1454732780504424449,['1594047458526519302'],2022-11-19T19:18:24.000Z,
"RT @supercivicosmx: Todo el eje 8 estaba tapizado de lonas contaminantes de vinil con tu cara @STaboadaMx, bajamos más de 50!! Es bestial q…",es,1594046992274948096,1454732780504424449,['1594046992274948096'],2022-11-19T19:16:33.000Z,
"RT @rochaperiodista: Eduardo Verástegui se mete al ""top ten"" de las expresiones más ignorantes de la ultraderecha: afima que AMLO no quiere…",es,1594046701064654850,1454732780504424449,['1594046701064654850'],2022-11-19T19:15:24.000Z,
"@iThinkEmo El amor no basta para sostener una relación. 

Es como cortar 3 patas y tratar sostener una  mesa solo con una esquina.",es,1594046588883705863,1454732780504424449,['1594046588883705863'],2022-11-19T19:14:57.000Z,
RT @Vaz_MX: Los caminos artesanales de la 4T. Hechos por los que siempre estuvieron olvidados. Puro corazón. https://t.co/u4PfldlGoS,es,1594043804566581249,1454732780504424449,['1594043804566581249'],2022-11-19T19:03:53.000Z,
"RT @Anc_Aesthetics: Wooden Cottage, Poland https://t.co/iuYNYCRl9S",en,1594042712298340352,1454732780504424449,['1594042712298340352'],2022-11-19T18:59:33.000Z,
"Que no se acabe esa doble moral 🇺🇸 de llamarlos ""enemigos"" y después ""socios"". 🤡 https://t.co/ytGc8bLQP0",es,1594042681696882688,1454732780504424449,['1594042681696882688'],2022-11-19T18:59:25.000Z,
"RT @arteviajero_com: Sinagoga de Santa María la Blanca (#Toledo), construida a finales del S. XII, está considerada como una de las cotas m…",es,1594042063728922625,1454732780504424449,['1594042063728922625'],2022-11-19T18:56:58.000Z,
"@Arouet_V @Gposiadeoficial Atte. El que ni usa el metro. 

Leo a varios ridículos como si el metro era perfecto antes.",es,1594041801249550336,1454732780504424449,['1594041801249550336'],2022-11-19T18:55:55.000Z,
"@Isra_GuerreroB Trump es más conveniente para México que Biden.

Y quizás para el mundo. Deciamos que iba a empezar la WWIII y Biden salió peor.",es,1594040763901526019,1454732780504424449,['1594040763901526019'],2022-11-19T18:51:48.000Z,
"RT @archeohistories: Ancient Egyptian Amethyst Cat Pendant, belonged to late Ptolemaic period, 305-30 BC.

MET Museum

#archaeohistories ht…",en,1594033911193284609,1454732780504424449,['1594033911193284609'],2022-11-19T18:24:34.000Z,
"RT @ancientorigins: Stone &amp; Man (1992-93) - Qaqortoq, Greenland.⁣
⁣
https://t.co/em60tarFT9 https://t.co/ub0g3uVLKa",fi,1594033438662823938,1454732780504424449,['1594033438662823938'],2022-11-19T18:22:42.000Z,
RT @ReporterosMX_: Ojo: Representantes de los mercados de la Cuauhtémoc piden ayuda a la CDMX para demandar a @SandraCuevas_ por diversos d…,es,1594033215303389185,1454732780504424449,['1594033215303389185'],2022-11-19T18:21:48.000Z,
RT @DesertedPIaces_: A hotel in europe https://t.co/5EVPuGv4eZ,en,1594033004275388416,1454732780504424449,['1594033004275388416'],2022-11-19T18:20:58.000Z,
@FreddyOliviery Que triste personaje se convirtió. Y pensar que tuvo los sueños de alternancia de todo un país.,es,1594032842430091265,1454732780504424449,['1594032842430091265'],2022-11-19T18:20:19.000Z,
RT @InformaCosmos: El lado de la tierra que no estamos acostumbrados a ver. https://t.co/Om1VamKlAU,es,1594032214085234689,1454732780504424449,['1594032214085234689'],2022-11-19T18:17:50.000Z,
RT @DigitalMapsAW: An Overview of the Imperial Roman Legion: https://t.co/mj5HuqAUUb,en,1594026594653605888,1454732780504424449,['1594026594653605888'],2022-11-19T17:55:30.000Z,
RT @StampsBot: https://t.co/l1oAlkQREO,zxx,1594026192637681664,1454732780504424449,['1594026192637681664'],2022-11-19T17:53:54.000Z,
@manolo_kub @pablo_majluf es de los que seguro cree que el Partido Nacional Socialista  (aka nazis) eran comunistas 🤡,es,1594026088866484226,1454732780504424449,['1594026088866484226'],2022-11-19T17:53:29.000Z,
"RT @TxemaVarillas: @Emanuel_mg @leo_poblete @AccionNacional @PRI_Nacional Me recuerdas a una vez una chica tuvo la ""audacia"" de  decirme qu…",es,1594025535583432704,1454732780504424449,['1594025535583432704'],2022-11-19T17:51:17.000Z,
"@LudusPolitikos Ah ya. ¿Y el no tiene convicciones? ¿O cómo? 

¿Si otros lo hacen por que me preguntan a mí?",es,1594013114147647488,1454732780504424449,['1594013114147647488'],2022-11-19T17:01:56.000Z,
"RT @mario_campa: Se calienta el asunto de los derechos humanos en Qatar.

Maluma abandona entrevista tras ser cuestionado por su presencia…",es,1594012630947360769,1454732780504424449,['1594012630947360769'],2022-11-19T17:00:01.000Z,
"RT @Dr_TheHistories: Ghost Apples - It's an unusual phenomenon where freezing rain coats rotting apples before they fall, then when the app…",en,1594012393222569986,1454732780504424449,['1594012393222569986'],2022-11-19T16:59:04.000Z,
"@Nocoba1 No. Por mucho que lo apoye no a la reelección, no al nepotismo. 

Basta de aplaudir prácticas que solo corrompen al país.",es,1594012210245746689,1454732780504424449,['1594012210245746689'],2022-11-19T16:58:20.000Z,
"RT @asudriana: Hoy os traigo el arte hiperrealista de MARCO GRASSI.🖌️

(Os recomiendo abrir las imágenes).
🔻 https://t.co/ayNXVQEuu6",es,1594000334720233472,1454732780504424449,['1594000334720233472'],2022-11-19T16:11:09.000Z,
"RT @tania__rd: Hoy en México se reúnen neofacistas de distintas partes del mundo, que sepan que aquí no son bienvenidos https://t.co/SbGkDp…",es,1593999337373122560,1454732780504424449,['1593999337373122560'],2022-11-19T16:07:11.000Z,
"RT @archeohistories: Ice age people painted these animals 12,600 years ago.

This 8-mile long ""canvas"" discovered in Amazon Rainforest and…",en,1593998806143700992,1454732780504424449,['1593998806143700992'],2022-11-19T16:05:05.000Z,
"RT @Katsuragui: Señor panista, taurino, pro vida, ecologista y que grita ""ecocidio por el tren maya"" resulta le gusta ( matar) caza patos p…",es,1593996712292540416,1454732780504424449,['1593996712292540416'],2022-11-19T15:56:45.000Z,
"RT @ActualidadRT: Infantino a los críticos del Mundial: ""Los europeos deberíamos pedir perdón durante 3.000 años antes de dar lecciones de…",es,1593996301238157313,1454732780504424449,['1593996301238157313'],2022-11-19T15:55:07.000Z,"{'copyright': False, 'country_codes': ['AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HR', 'HU', 'IE', 'IT', 'LT', 'LU', 'LV', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK']}"
"RT @EnMexicoMagico: A ojo de buen cubero, ¿cuántos mexicanos calculan que terminarán en la cárcel en este mundial?

Claro que después van a…",es,1593996020936998922,1454732780504424449,['1593996020936998922'],2022-11-19T15:54:01.000Z,
"RT @ActualidadRT: Se cumplen cien años del nacimiento de Yuri Knórozov, el lingüista ruso que descifró la escritura maya: ¿cómo lo hizo?
ht…",es,1593988941929119748,1454732780504424449,['1593988941929119748'],2022-11-19T15:25:53.000Z,"{'copyright': False, 'country_codes': ['AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HR', 'HU', 'IE', 'IT', 'LT', 'LU', 'LV', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK']}"
"RT @lximenezsarro: Hoy viernes 18 de noviembre de 2022, reto a @RicardoAnayaC a un duelo de compartir nuestra ubicación en tiempo real.",es,1593988320450805760,1454732780504424449,['1593988320450805760'],2022-11-19T15:23:25.000Z,
"RT @JapanTraCul: Frogs in a pond, by Watanabe Shotei, ca. 1930s

#shinhanga https://t.co/u5tjayZ0Wu",en,1593982169105530880,1454732780504424449,['1593982169105530880'],2022-11-19T14:58:58.000Z,
RT @JORDELAS1: https://t.co/jqb4ehhvwM,zxx,1593981631416729606,1454732780504424449,['1593981631416729606'],2022-11-19T14:56:50.000Z,
"RT @DavidBokeh: TWITTER
Before                                After https://t.co/FQsrk35Z8I",en,1593981565473890304,1454732780504424449,['1593981565473890304'],2022-11-19T14:56:34.000Z,
@StevenForti 🤢🤮,und,1593981402995097601,1454732780504424449,['1593981402995097601'],2022-11-19T14:55:55.000Z,
RT @CarlosAJimnez4: #Polonia pidió a #Ucrania que se disculpe por los misiles que cayeron en su territorio y compensaciones para las victim…,es,1593980287796580353,1454732780504424449,['1593980287796580353'],2022-11-19T14:51:29.000Z,
@diaz_manuel Maldito anlo 🤡 https://t.co/u9gz1Qjah4,tl,1593977771356831744,1454732780504424449,['1593977771356831744'],2022-11-19T14:41:30.000Z,
RT @StampsBot: https://t.co/GO4MUK20l7,zxx,1593976638076755970,1454732780504424449,['1593976638076755970'],2022-11-19T14:36:59.000Z,
@CarlosAJimnez4 ¿Dónde?,es,1593974791723155456,1454732780504424449,['1593974791723155456'],2022-11-19T14:29:39.000Z,
"RT @FreddyOliviery: ¿Por qué esos que marcharon para ""defender"" la democracia atacan a otra marcha? 🤔

Otra vez la hipocresía 🤦🏻‍♂️",es,1593974540631252996,1454732780504424449,['1593974540631252996'],2022-11-19T14:28:39.000Z,
"RT @eltemaguillev: El gobierno gringo presenta documentos que prueban que García Luna siempre fue un criminal, protegido por Vicente Fox y…",es,1593974498872770563,1454732780504424449,['1593974498872770563'],2022-11-19T14:28:29.000Z,
"@Pech_Trejo @Emanuel_mg @leo_poblete @AccionNacional @PRI_Nacional El clero no tiene nada que ver. Ellos no legislan al final de cuentas.

Tapar el sol con un dedl dandote palmaditas que se ha dado visibilidad y se esta trabajando. 

Rey... eso es mundial

La iglesia siempre ha estado en contra

Ninguna derecha apoya derechos

Dios es de derecha",es,1593962685015769088,1454732780504424449,['1593962685015769088'],2022-11-19T13:41:33.000Z,
"@MarcoRo19621780 @Hiramtorres Así es como van corriendo y aplaudiendo, para volver a poner en riesgo y perder su única declaratoria UNESCO en la ciudad de GDL. https://t.co/PRiSRn9j83",es,1593849716613292034,1454732780504424449,['1593849716613292034'],2022-11-19T06:12:39.000Z,
"RT @Hiramtorres: Movimiento Ciudadano nos enseña  como darle en la TORRE a un centro histórico con una sola acción. 

Recordar que esta acc…",es,1593847896901910529,1454732780504424449,['1593847896901910529'],2022-11-19T06:05:25.000Z,
RT @AnibalGarzon: La doble moral del imperio. https://t.co/yd5sbywDaB,es,1593847655377018885,1454732780504424449,['1593847655377018885'],2022-11-19T06:04:27.000Z,
@Pech_Trejo Platón parafraseado.,es,1593843463975587840,1454732780504424449,['1593843463975587840'],2022-11-19T05:47:48.000Z,
Estado satélite no.51 🇺🇸 https://t.co/ygVjvYDMGc,pt,1593828701799579648,1454732780504424449,['1593828701799579648'],2022-11-19T04:49:09.000Z,
"@Pech_Trejo @Emanuel_mg @leo_poblete @AccionNacional @PRI_Nacional Wtf... por que apoyaron prohibir ecosigs pero votaron en contra del matrimonio. 

Suena a esposa golpeada que defiende a su golpeador.

Mijo abre periódicos

Son los que retrasaron junto con el PAN 8 años lo que debio suceder antes. Lee. Hazte el favor. 

Amigx date cuenta. https://t.co/rhfRJC3xdI",es,1593827523581845504,1454732780504424449,['1593827523581845504'],2022-11-19T04:44:28.000Z,
"RT @TxemaVarillas: @SergioSarmiento Plazas llenas:

Pro 4T                   // ""defender"" el INE
Es JLP resucitado //          ""éxito"" htt…",es,1593821676311089152,1454732780504424449,['1593821676311089152'],2022-11-19T04:21:14.000Z,
"@SergioSarmiento Plazas llenas:

Pro 4T                   // ""defender"" el INE
Es JLP resucitado //          ""éxito"" https://t.co/3eVWJTTLW8",es,1593821473151635458,1454732780504424449,['1593821473151635458'],2022-11-19T04:20:25.000Z,
@LeonardoCurzio Contra quienes han sido protagonistas  y cómplices del desmadre llamado México que hoy culpan de todo a una persona desde 2018.,es,1593819370685358080,1454732780504424449,['1593819370685358080'],2022-11-19T04:12:04.000Z,
"@danjtorres La inversión en ""outfits""

A sus asesores de imagen ya los hubiera corrido. Lejos de verse natural se ve siempre fingida y frívola.

Pero bueno luego me acuerdo de su egoteca. Digo su oficina y se me pasa.",es,1593814865575284737,1454732780504424449,['1593814865575284737'],2022-11-19T03:54:10.000Z,
"@CarlosAJimnez4 @HoracioValdezG9 Quizás no supo que hacer.
Puede ser.

https://t.co/qJfpKjtfDD",es,1593813776498888707,1454732780504424449,['1593813776498888707'],2022-11-19T03:49:50.000Z,
"@CarlosAJimnez4 Mas bien es protocolo cultural. 🤔

Tengo amigos asiaticos y si bien ellos me dan la mano, también agradecen sonriendo cuando yo hago la flexión. 

Habla de respeto, conocimiento y empatía cultural mutuo.",es,1593813540284076033,1454732780504424449,['1593813540284076033'],2022-11-19T03:48:54.000Z,
"@reyobregon2 @Reforma @lopezobrador_ ¿No es donde la mayoría eligió al que echo para atrás el Monterrey VI y ahora no tienen agua pero si tiktoks?🤔

¿Los que eligieron al bronco?🤔

Ya. https://t.co/8EmfNxDqhB",es,1593811597125885952,1454732780504424449,['1593811597125885952'],2022-11-19T03:41:10.000Z,
@danjtorres Y hay muchos... https://t.co/NpUOP8D4s0,es,1593809794598576129,1454732780504424449,['1593809794598576129'],2022-11-19T03:34:01.000Z,
"@rochaperiodista Hasta la pregunta ofende. 
https://t.co/J7afYLs3q0",es,1593808907008458754,1454732780504424449,['1593808907008458754'],2022-11-19T03:30:29.000Z,
"@CONAPRED @OlaVerdeMx @SoyHomosensual @CNDH @OrgulloLGBT 

Y si me ayudan a denunciar su homofobia y transfobia. 

Basta de este tipo de personas. https://t.co/gYdZNmczwx",es,1593804965662826497,1454732780504424449,['1593804965662826497'],2022-11-19T03:14:49.000Z,
"Zaz! ¿Cuándo va a ser la marcha de la oposición para salvar sus tweets y sus bots que son ""cero agresivos""? https://t.co/lRMdLySuiw",es,1593801829250437120,1454732780504424449,['1593801829250437120'],2022-11-19T03:02:22.000Z,
"RT @JJesusEsquivel: Departamento de Justicia de EU @TheJusticeDept entrega al abogado de Genaro García Luna, amigo, asesor, confidente, man…",es,1593800939730870277,1454732780504424449,['1593800939730870277'],2022-11-19T02:58:50.000Z,
RT @MauricioBravoD: Porque parece que a muchos se les olvida la historia y hasta defienden a @FelipeCalderon.,es,1593797270604075010,1454732780504424449,['1593797270604075010'],2022-11-19T02:44:15.000Z,
Esto defienden 🤡 https://t.co/cbpXDMe5fN,es,1593795561735524354,1454732780504424449,['1593795561735524354'],2022-11-19T02:37:27.000Z,
"@rochaperiodista @jaretos Sí. Despues del 5to golpe de estado de anlo. 

*llora en venezolano norteño y muerde su arepita de queso.",es,1593795322400178180,1454732780504424449,['1593795322400178180'],2022-11-19T02:36:30.000Z,
@SolArriagaV No son genes. Es educación.,es,1593794884607033344,1454732780504424449,['1593794884607033344'],2022-11-19T02:34:46.000Z,
