lang,edit_history_tweet_ids,author_id,created_at,text,id,geo
en,['1595105987538845696'],450555578,2022-11-22T17:24:37.000Z,RT @ShashiTharoor: Enjoyed a wonderful visit to the Hyder Ali Shihab Thangal Academy for Civil Services established by @najibkantapuram in…,1595105987538845696,
en,['1595077975573417985'],450555578,2022-11-22T15:33:19.000Z,RT @ShashiTharoor: The @tatalitlive debate in Mumbai on “Social Media strengthens Democracy” which pitted @JhaSanjay &amp; @AntoinetteNews agai…,1595077975573417985,
en,['1595023761023143937'],450555578,2022-11-22T11:57:53.000Z,RT @ShashiTharoor: Visited the District Congress Committee office in Malappuram &amp; enjoyed interacting with its youthful (34 year old) Presi…,1595023761023143937,
en,['1595022385111240704'],450555578,2022-11-22T11:52:25.000Z,RT @ShashiTharoor: Enjoyed a sumptuous breakfast today at the home of Syed SadiqAli ShihabThangal &amp; joined him and ⁦@PKKunhalikutty⁩ MLA in…,1595022385111240704,
en,['1594963313548574721'],450555578,2022-11-22T07:57:41.000Z,"RT @ShashiTharoor: Amid all the football fever in Qatar, the predicament of the famous British “football hooligan”! https://t.co/dLVClGYpCI",1594963313548574721,
en,['1594963313321967616'],450555578,2022-11-22T07:57:41.000Z,RT @ShashiTharoor: Addressed &amp; interacted with  Kozhikode doctors on public health care issues under the aegis of the Indian Medical Associ…,1594963313321967616,
en,['1594961502649417728'],450555578,2022-11-22T07:50:29.000Z,RT @ShashiTharoor: Called on the remarkable brothers PV Chandran (Managing Editor &amp; Director of ⁦@mathrubhumi⁩) &amp; PV Gangadharan (film-make…,1594961502649417728,
en,['1594959081923543041'],450555578,2022-11-22T07:40:52.000Z,RT @ShashiTharoor: Addressed the CalicutBarAssociation on “Law&amp;the Idea of India”. Spoke of Dr Ambedkar’s immense contributions to our Cons…,1594959081923543041,
en,['1594958847222988802'],450555578,2022-11-22T07:39:56.000Z,RT @ShashiTharoor: Honoured to call on veteran @incindia leader &amp; former Union Minister KP Unnikrishnan at his home &amp; to meet him &amp; his del…,1594958847222988802,
en,['1594958846644060160'],450555578,2022-11-22T07:39:56.000Z,RT @ShashiTharoor: Was also presented this memorable caricature by the well-known cartoonist Ramesh. https://t.co/V9wZNUaONl,1594958846644060160,
en,['1594957326548893696'],450555578,2022-11-22T07:33:54.000Z,RT @ShashiTharoor: Delighted to unveil a world-record-setting football painted by four Kozhikode youth with the flags of all 32 teams in th…,1594957326548893696,
en,['1594957322581073920'],450555578,2022-11-22T07:33:53.000Z,RT @elonmusk: Twitter is fun 🚀 💫 ♥️,1594957322581073920,
en,['1594955073733656577'],450555578,2022-11-22T07:24:57.000Z,RT @ShashiTharoor: Spoke in Mahe of the challenges of the short-fiction form &amp; the greatness of T.Padmanabhan’s achievement. His is a name…,1594955073733656577,
hi,['1594954676541493248'],450555578,2022-11-22T07:23:22.000Z,RT @INCDelhi: बलात्कार के आरोपी कैदी से मसाज कराने वाले कट्टर इमानदार। https://t.co/IJEp1vpNY7,1594954676541493248,
en,['1594954627057061888'],450555578,2022-11-22T07:23:10.000Z,RT @ShashiTharoor: The occasion was also graced by Kerala Legislative Assembly Speaker ⁦@anshamseer⁩ &amp; my ⁦@INCIndia⁩ parliamentary colleag…,1594954627057061888,
en,['1594949722547965953'],450555578,2022-11-22T07:03:41.000Z,"RT @ShashiTharoor: The occasion was graced by the venerable AP Kunhikannan, humanist &amp; philanthropist, who established Malayala Kalagramam…",1594949722547965953,
hi,['1594932394376957952'],450555578,2022-11-22T05:54:49.000Z,"RT @laxmanragho: मुरादाबाद उत्तरप्रदेश में सूदखोरों को जेल में बंद किया जा रहा है,यहां क्यों नहीं।दोनों जगह शासन तो भाजपा का ही है,फिर का…",1594932394376957952,
en,['1594917904428208128'],450555578,2022-11-22T04:57:15.000Z,"RT @ShashiTharoor: An excellent interactive session at the Calicut Chamber of Commerce &amp;Industry on Saturday night, on contemporary challen…",1594917904428208128,
hi,['1594914457276551168'],450555578,2022-11-22T04:43:33.000Z,"RT @INCDelhi: तिहाड़ जेल आधिकारिक सूत्रों के मुताबिक जेल में बंद दिल्ली के मिनिस्टर सत्येंद्र जैन को मसाज देने वाला रिंकू,बलात्कार के मामले…",1594914457276551168,
en,['1594914438628659201'],450555578,2022-11-22T04:43:28.000Z,"RT @AshishSinghLIVE: #BREAKING Man giving massage to Satyendra Jain in jail is namely Rinku, a Rape accused under Section 6 of POCSO &amp; mult…",1594914438628659201,
hi,['1594914360140464128'],450555578,2022-11-22T04:43:10.000Z,"RT @AcharyaPramodk: श्रद्धा “हत्याकांड”
को एक सामान्य घटना बताने वाला @ashokgehlot51 जी का बयान,बेहद अफ़सोस जनक और अमानवीय होने के साथ साथ…",1594914360140464128,
en,['1594914234798075904'],450555578,2022-11-22T04:42:40.000Z,RT @TheFigen_: My heart melted! 💞❤️ https://t.co/85KPjr0owy,1594914234798075904,
en,['1594912273143074816'],450555578,2022-11-22T04:34:52.000Z,"RT @ShashiTharoor: Telephoned Dr Fasal Ghafoor, head of the Muslim Education Society, to pay homage to Prof Kadavanad Mohammed, MES State G…",1594912273143074816,
en,['1594908172539822082'],450555578,2022-11-22T04:18:34.000Z,"@aryandroz @ians_india @ShashiTharoor He's A 3rd Time Winner Since 2014, He's Winning Since The Age Of When All Are Losing Till Yet, But He Never Loses His Base And He Never Would 🙏",1594908172539822082,{'place_id': '317fcc4b21a604d5'}
en,['1594907437739696129'],450555578,2022-11-22T04:15:39.000Z,RT @aryandroz: @ians_india @ShashiTharoor … “a drubbing”? He received more votes than expected. He’s a power centre already — and Kharge sh…,1594907437739696129,
zxx,['1594906932158271488'],450555578,2022-11-22T04:13:39.000Z,RT @ShashiTharoor: https://t.co/jGRUj0mca5,1594906932158271488,
en,['1594863778256285697'],450555578,2022-11-22T01:22:10.000Z,RT @ShashiTharoor: It was wonderful recalling that my first public event in Kerala after leaving the @un was at his invitation — to deliver…,1594863778256285697,
en,['1594863660446670848'],450555578,2022-11-22T01:21:42.000Z,RT @ShashiTharoor: A strong piece by ⁦@nipunmalhotra⁩ on ⁦@Twitter⁩ &amp; #PersonsWithDisabilities : https://t.co/eGmTQ0RpLl,1594863660446670848,
en,['1594863602120654848'],450555578,2022-11-22T01:21:28.000Z,RT @ShashiTharoor: Thanks @JM_Scindia for acceding to my plea &amp; that of thousands of frequent travellers to India! https://t.co/ZEGE79OuWR…,1594863602120654848,
en,['1594863556578914304'],450555578,2022-11-22T01:21:17.000Z,"RT @ShashiTharoor: Delighted that @RijilMakkutty, VicePresident of @IYCKerala, joined the gathering. He will also host an @iyc event with m…",1594863556578914304,
en,['1594732217020080128'],450555578,2022-11-21T16:39:23.000Z,RT @HarmonickaMaini: Good to see a copy of #GoodInnings  in my cousin’s hand &amp;wonderful she met the delightful writer at OCLFNagpur  @Shobh…,1594732217020080128,
hi,['1594732194664448001'],450555578,2022-11-21T16:39:18.000Z,"RT @YIPBharat: तब की प्रधानमंत्री इन्दिरा गांधी ने जब सेना के विषय मे कहा ""हम चाहते हें हमारी सेना मजबूत हो, किस लिए ? किसी पे हमला करने के…",1594732194664448001,
hi,['1594731845555744768'],450555578,2022-11-21T16:37:55.000Z,"RT @ranvijaylive: गुजरात दंगे का पोस्टर बॉय अशोक. जवानी में खूब भक्ति की, आखिर में इस जगह पहुंच गया.

अंध भक्तों को देखना चाहिए, समझना चाहि…",1594731845555744768,
und,['1594730709943717888'],450555578,2022-11-21T16:33:24.000Z,"RT @Ch_AnilKumarINC: Best of luck to all.

दिल जीता है, दिल्ली जीतेंगे। https://t.co/ZFb0aEE7TQ",1594730709943717888,
en,['1594730565730992130'],450555578,2022-11-21T16:32:50.000Z,RT @mosimon29: Unless Cong leadership utilizes it's power bank like @ShashiTharoor to it's fullness it cannot overcome the hurdles created…,1594730565730992130,
hi,['1594730264970022912'],450555578,2022-11-21T16:31:38.000Z,"RT @AbhijitRajINC: इस बार गुजरात की जनता विश्वासघात का बदला लेने जा रही है। जनता ने  BJP की विदाई तय कर दी।

https://t.co/0taxc4Mm22 https:…",1594730264970022912,
ht,['1594730076364763137'],450555578,2022-11-21T16:30:53.000Z,"RT @Unitedd_India: Satyapal Malik on PM Modi

https://t.co/wJDnjfQ7vO https://t.co/D667Bf1ipy",1594730076364763137,
en,['1594729962120318976'],450555578,2022-11-21T16:30:26.000Z,"The Gem Of The The Young India 🇮🇳 .@ShashiTharoor 
#JaiHind https://t.co/KcxitZDZMR",1594729962120318976,{'place_id': '317fcc4b21a604d5'}
en,['1594728806253985792'],450555578,2022-11-21T16:25:50.000Z,RT @ShashiTharoor: Of course the selfies &amp; impromptu book signings &amp; releases followed me to Kozhikode too! Released the annual magazine of…,1594728806253985792,
en,['1594728740927729665'],450555578,2022-11-21T16:25:35.000Z,"RT @ShashiTharoor: An amazing event yesterday on secularism and the Sangh Parivar, under the auspices of the Jawahar Youth Foundation (whic…",1594728740927729665,
en,['1594728575823142912'],450555578,2022-11-21T16:24:55.000Z,RT @ShobhaTharoor: The joy of writing children’s books is the chance to engage with readers. Energised by the exuberance of children at Lyc…,1594728575823142912,
en,['1594728449096437760'],450555578,2022-11-21T16:24:25.000Z,RT @ShashiTharoor: The Jawahar Youth Foundation event went well. Here on the dais &amp; with the Foundation’s Executive Committee https://t.co/…,1594728449096437760,
en,['1594705452490952705'],450555578,2022-11-21T14:53:02.000Z,RT @orfonline: #India will have to continue to navigate its partnerships at a time when trust between #Russia and the West has plummeted to…,1594705452490952705,
hi,['1594704851992449025'],450555578,2022-11-21T14:50:39.000Z,"RT @shubhankrmishra: कुकर बम से मंगलुरु शहर दहलाने निकला संदिग्ध आतंकी, पहले ही फट गया, खुद हो गया शिकार। 

- अगर इस कुकर बम को लोकेशन तक प…",1594704851992449025,
en,['1594704633079169026'],450555578,2022-11-21T14:49:47.000Z,RT @TansuYegen: This simulation shows what happens to an unbelted rear seat passenger in case of a collision. Remembering that usually chil…,1594704633079169026,
en,['1594704595301040128'],450555578,2022-11-21T14:49:38.000Z,RT @Amul_Coop: #Amul Topical: Tribute to the legendary actress and TV show host! https://t.co/d3krXULkVx,1594704595301040128,
en,['1594690045096890370'],450555578,2022-11-21T13:51:49.000Z,"RT @ShashiTharoor: On the occasion of #WorldFisheriesDay, celebrated annually on November 21 by fishing communities, may I remind the gover…",1594690045096890370,
hi,['1594639616677916672'],450555578,2022-11-21T10:31:26.000Z,"RT @shailendraydv12: और अधिक का लालच आपके अंदर की इंसानियत को समाप्त कर देता है...

https://t.co/GmjjRY0UPl https://t.co/MHY3GUrmje",1594639616677916672,
hi,['1594639560889491457'],450555578,2022-11-21T10:31:12.000Z,RT @mudit_aggarwal: दिल्ली नगर निगम चुनाव में  वार्ड नंबर 249-सोनिया विहार  (करावल नगर  विधानसभा) से कांग्रेस उम्मीदवार श्रीमती प्रीति जी…,1594639560889491457,
en,['1594639509580566529'],450555578,2022-11-21T10:31:00.000Z,RT @SharmaSinghR: No doubt a BJP sponsored poll and a BJP supporters endorsement of the poll !!!  https://t.co/h1C5etHb4K,1594639509580566529,
hi,['1594635800050036736'],450555578,2022-11-21T10:16:16.000Z,RT @AwanishSharan: ऐसे ‘स्टार्टअप’ की ज़रूरत क्यों पड़ी होगी ? https://t.co/UekzjZ5o7b,1594635800050036736,
hi,['1594635626653315072'],450555578,2022-11-21T10:15:34.000Z,"RT @ranvijaylive: यूपी । लखीमपुर । सड़क
https://t.co/H3CldW6wBr",1594635626653315072,
en,['1594635563382235136'],450555578,2022-11-21T10:15:19.000Z,"RT @ColoursOfBharat: 10 of the most scenic train journeys in India

1. Neral - Matheran Rail route https://t.co/VvnDMIsjJY",1594635563382235136,
hi,['1594592913723633664'],450555578,2022-11-21T07:25:51.000Z,"RT @Gulzar_sahab: याद आया कुछ?
बचपन में मम्मी ऐसे ही स्कूल छोड़ती थी 🔥😂 https://t.co/trUz2EbCRF",1594592913723633664,
en,['1594592817112059904'],450555578,2022-11-21T07:25:28.000Z,RT @TheFigen_: Winter is coming... https://t.co/QaMAUJgQP2,1594592817112059904,
en,['1594592693447188480'],450555578,2022-11-21T07:24:58.000Z,"RT @DiscoverYantai: Daheishan Island in #Yantai is known for its peculiar marine erosion landforms, with rock formations shaped by tidal de…",1594592693447188480,
und,['1594592627596619778'],450555578,2022-11-21T07:24:43.000Z,@ashrafnehal19 🤣,1594592627596619778,{'place_id': '317fcc4b21a604d5'}
hi,['1594559265909669888'],450555578,2022-11-21T05:12:09.000Z,"RT @Naseeruddin_sh: आज हमारे देश में यही चल रहा है। 

https://t.co/WbOBnTKDRt https://t.co/yCdSoTVCWw",1594559265909669888,
en,['1594558910165569536'],450555578,2022-11-21T05:10:44.000Z,RT @elonmusk: World Cup starts soon! Follow on Twitter for best coverage by far.,1594558910165569536,
zxx,['1594558361865187328'],450555578,2022-11-21T05:08:33.000Z,RT @rautsanjay61: https://t.co/FpaxllR7jk,1594558361865187328,
hi,['1594557726658789376'],450555578,2022-11-21T05:06:02.000Z,"RT @AcharyaPramodk: चंद्रगुप्त की “तलाश”
कर रहा हूँ जो घनानंद के साम्राज्य को ध्वस्त करने का “सामर्थ्य”
रखता हो.",1594557726658789376,
en,['1594557555921268737'],450555578,2022-11-21T05:05:21.000Z,RT @ShashiTharoor: Wonderful welcome by @iyc activists in Kozhikode after some came under pressure not to provide me a platform: https://t.…,1594557555921268737,
hi,['1594557412350267392'],450555578,2022-11-21T05:04:47.000Z,"RT @Jain_Ayushi_: तुम दिल से सुंदर महसूस करना फिर तुम्हें सारी दुनिया भी सुंदर नज़र आएगी।

#GoodMorningTwitterWorld 
 #आयुषी_की_कलम_से",1594557412350267392,
hi,['1594557394864205826'],450555578,2022-11-21T05:04:43.000Z,"अरे वाह यार 🤣🙏
मुझे तो मूह में पानी आ गया 🥴 https://t.co/FJxrN3xVxh",1594557394864205826,{'place_id': '317fcc4b21a604d5'}
en,['1594423404647833600'],450555578,2022-11-20T20:12:17.000Z,"RT @ashwinsanghi: And he’s back! 
https://t.co/43AviBhvna",1594423404647833600,
en,['1594422287398506496'],450555578,2022-11-20T20:07:50.000Z,All the very best @santhalia bhai 🤞 https://t.co/Rq1Vr3SLKe,1594422287398506496,{'place_id': '317fcc4b21a604d5'}
hi,['1594422137141723136'],450555578,2022-11-20T20:07:15.000Z,"RT @news24tvchannel: दिल्ली : मयूर विहार से BJP उम्मीदवार बिपिन बिहारी सिंह के बेटे के साथ TV डिबेट के दौरान मारपीट

◆ इस दौरान बिपिन जब अप…",1594422137141723136,
en,['1594404350381953024'],450555578,2022-11-20T18:56:34.000Z,RT @ANI: A major accident occurred at Navale bridge on the Pune-Bengaluru highway in Pune in which about 48 vehicles got damaged. Rescue te…,1594404350381953024,
en,['1594404269901643778'],450555578,2022-11-20T18:56:15.000Z,"RT @RkMishraEr: Now he knew, the Indian voters need to know the elementary and primary level of the man. https://t.co/YW1cHlwz0F",1594404269901643778,
en,['1594404236879892480'],450555578,2022-11-20T18:56:07.000Z,RT @ShobhaTharoor: This is such a special picture. Thanks for sharing my books @SmitaTharoor Which poems did Arzo &amp; Robert enjoy the most?…,1594404236879892480,
en,['1594398170486042624'],450555578,2022-11-20T18:32:00.000Z,"RT @ashrafnehal19: I write on the strategic relevance of FIFA 2022 in the ongoing ramifications of women's movement in Iran, immigration cr…",1594398170486042624,
zxx,['1594394860005785600'],450555578,2022-11-20T18:18:51.000Z,RT @ShashiTharoor: https://t.co/BeCzxA8KJK,1594394860005785600,
hi,['1594389215709888512'],450555578,2022-11-20T17:56:26.000Z,"RT @B0DH_4: आप पूरी दुनिया को जीत सकते है व्यवहार से, और जीता हुआ भी हार सकते है अहंकार से.💝

https://t.co/wAfXXEP0rE https://t.co/oL6Xvn9H…",1594389215709888512,
hi,['1594385910397009921'],450555578,2022-11-20T17:43:17.000Z,RT @anilkshastri: स्वतंत्रता आंदोलन में शास्त्रीजी जेल में थे.उन्हें खबर आई कि उनकी 1 वर्ष की बेटी बीमार है.शास्त्रीजी ने पैरोल मांगी लेकिन…,1594385910397009921,
hi,['1594327300459429888'],450555578,2022-11-20T13:50:24.000Z,"RT @RahulGandhi: शिवाजी महाराज के साहस, बाबासाहेब के दिए संविधान, महात्मा फुले की शिक्षा, और सभी महाराष्ट्रवासियों के प्रेम को प्रेरणा बना…",1594327300459429888,
en,['1594289294172385282'],450555578,2022-11-20T11:19:22.000Z,RT @ShashiTharoor: Going on now. The overflowing audience has spilled over onto the pavement! Honoured by the enthusiasm of my @incKerala c…,1594289294172385282,
en,['1594278107418349568'],450555578,2022-11-20T10:34:55.000Z,"RT @ShashiTharoor: Paid a visit to the family of my friend &amp;once Parliament colleague @MVShreyamsKumar. Though he’s away in Japan, I expres…",1594278107418349568,
hi,['1594276448323637249'],450555578,2022-11-20T10:28:20.000Z,RT @inc_jpagarwal: दिल्ली नगर निगम चुनाव में  वार्ड नंबर 62  शकूर पूर वार्ड  (त्रीनगर विधानसभा) से कांग्रेस उम्मीदवार श्री मुरारी लाल जी के…,1594276448323637249,
hi,['1594276421035528203'],450555578,2022-11-20T10:28:13.000Z,RT @inc_jpagarwal: दिल्ली नगर निगम चुनाव में रानी बाग (शकूर बस्ती विधानसभा) से कांग्रेस उम्मीदवार श्रीमती अंजू खुराना जी के चुनाव  ऑफिस का…,1594276421035528203,
