text,lang,id,author_id,edit_history_tweet_ids,created_at,geo
"📺 Watch Live Stream

⚽️ Manchester United vs Fulham

▶️Live Link⤵️

⭕Link HD : https://t.co/wpQxlcWjdD

⭕Link SD : https://t.co/wpQxlcWjdD

#FULMUN

English Premier League

⤵️🔺⤵️",en,1591843528207900672,3127449109,['1591843528207900672'],2022-11-13T17:20:46.000Z,
"Watch Live Stream Fight Night UFC 281

🥊 Israel Adesanya vs Alex Pereira

🔗⭕ Link HD: https://t.co/6YGHqoAnH7

🔗⭕ Link SD: https://t.co/6YGHqoAnH7

#UFC281

🥊Adesanya🆚Pereira

➤EN➤",en,1591660269574373376,3127449109,['1591660269574373376'],2022-11-13T05:12:34.000Z,
"📺 Watch Live Stream La Liga

⚽️ Real Madrid vs Cadiz CF

▶️Live Link⤵️

⭕Link HD : https://t.co/Gb0X5D9DSW

⭕Link SD : https://t.co/Gb0X5D9DSW

#RMACAD #RealMadridCádiz

⤵️en1⤵️",en,1590815408629620750,3127449109,['1590815408629620750'],2022-11-10T21:15:23.000Z,
"📺 Watch Live Stream Carabao Cup Man United

⚽️ Manchester United vs Aston Villa

▶️Live Link⤵️

⭕Link HD : https://t.co/2w3hz0k0VW

⭕Link SD : https://t.co/2w3hz0k0VW

#MUFC #CarabaoCup

⤵️🇰🇪⤵️",en,1590802861012688902,3127449109,['1590802861012688902'],2022-11-10T20:25:32.000Z,
@OOCPaire Le ta mer la pute magnifique,fr,1590318788159082498,3127449109,['1590318788159082498'],2022-11-09T12:22:00.000Z,
@moranteyy Un bon guerrier,fr,1575830400177668096,3127449109,['1575830400177668096'],2022-09-30T12:50:19.000Z,
Imaginez un feat entre NAV et Hamza,fr,1564023050365984770,3127449109,['1564023050365984770'],2022-08-28T22:52:08.000Z,
RT @GoPetrelsMSoc: Just posted a photo @ Oglethorpe University https://t.co/v3BcDGm5Al,en,1559346763827486720,3127449109,['1559346763827486720'],2022-08-16T01:10:14.000Z,
https://t.co/FWJza97j9X https://t.co/0hAtWWnded,zxx,1531323230425911297,3127449109,['1531323230425911297'],2022-05-30T17:14:43.000Z,
"RT @realmadrid: Un plan sin fisuras.
#APorLa14 https://t.co/5v5YycDThZ",es,1522087526181265408,3127449109,['1522087526181265408'],2022-05-05T05:35:19.000Z,
Hala Madrid,tl,1521967355378937856,3127449109,['1521967355378937856'],2022-05-04T21:37:48.000Z,
This young child is unaware of doing this https://t.co/2tsT5HQG0D,en,1521736939883409408,3127449109,['1521736939883409408'],2022-05-04T06:22:13.000Z,
@ActuFoot_ https://t.co/NgVXf3UW0N,qme,1509175238415859712,3127449109,['1509175238415859712'],2022-03-30T14:26:30.000Z,
@wrld_mag https://t.co/VW4jLEXtuk,qme,1506732774799163394,3127449109,['1506732774799163394'],2022-03-23T20:41:01.000Z,
RT @OffsetYRN: You miss 100% of shots you don’t take,en,1503538051179597824,3127449109,['1503538051179597824'],2022-03-15T01:06:20.000Z,
"End of a historical season, proud of the players and the staff for this magnificent season, we will come back stronger 🧡🦅🇺🇸 @AUMWarhawksMSOC @AUMathletics https://t.co/SdXhB3Djly",en,1467299620510437380,3127449109,['1467299620510437380'],2021-12-05T01:07:45.000Z,
"RT @AUMWarhawksMSOC: Super Region 2 Championship gameday! Winner to the final four! Let's go, boys!👊 

#WeAreAUM | #UpTheWarhawks 

📍 Young…",en,1467179083234697223,3127449109,['1467179083234697223'],2021-12-04T17:08:46.000Z,
"RT @AUMWarhawksMSOC: ELITE STATUS! Warhawks advance to the NCAA Quarterfinals 5-4 in PK's over #1 Young Harris! 

#WeAreAUM | #UpTheWarhawk…",en,1466599355691925505,3127449109,['1466599355691925505'],2021-12-03T02:45:09.000Z,
"RT @AUMWarhawksMSOC: Here we go! Battling for a spot in the elite eight tonight👊 

#WeAreAUM | #UpTheWarhawks

📍 Young Harris, Ga.
🆚 #1 You…",en,1466599287836626946,3127449109,['1466599287836626946'],2021-12-03T02:44:52.000Z,
"RT @AUMWarhawksMSOC: Monday mood 💪

#WeAreAUM | #UpTheWarhawks https://t.co/OYOfH09NIu",en,1462850420146065408,3127449109,['1462850420146065408'],2021-11-22T18:28:13.000Z,
"RT @AUMWarhawksMSOC: HOW SWEET IT IS! Nate Grant delivers the golden goal in double OT to send us to the sweet 16!

#WeAreAUM | #UpTheWarha…",en,1462551803669749763,3127449109,['1462551803669749763'],2021-11-21T22:41:37.000Z,
"RT @AUMWarhawksMSOC: Here's a look at the starting XI that will take the pitch for us this afternoon!

#WeAreAUM | #UpTheWarhawks https://t…",en,1462551729468325891,3127449109,['1462551729468325891'],2021-11-21T22:41:19.000Z,
"RT @AUMWarhawksMSOC: A gameday and rematch unlike any ever before! It's postseason time!

#WeAreAUM | #UpTheWarhawks

📍 Tampa, Fla.
🆚 #9 Ta…",en,1462459383804219396,3127449109,['1462459383804219396'],2021-11-21T16:34:22.000Z,
"Semi Final today, it is for these moments that I play soccer. #UpTheWarhawks 🇺🇸🧡🦅 (1:00 am 🇫🇷) https://t.co/qSbWTu8ZqB",en,1459199290887319560,3127449109,['1459199290887319560'],2021-11-12T16:39:56.000Z,{'place_id': 'b0dff539d07de13d'}
"RT @AUMWarhawksMSOC: MOVING ON! Phillip Spickenbaum's golden-goal PK sends us to the GSC semifinals!

#WeAreAUM | #UpTheWarhawks https://t.…",en,1458853375164960773,3127449109,['1458853375164960773'],2021-11-11T17:45:23.000Z,
"RT @AUMWarhawksMSOC: Lineups are in! Here's a look at our starting XI for today!

#WeAreAUM | #UpTheWarhawks https://t.co/eoXpYomYcz",en,1458853320202850315,3127449109,['1458853320202850315'],2021-11-11T17:45:10.000Z,
"RT @AUMWarhawksMSOC: It doesn't get ANY better than home postseason soccer!😤  Let's do this!

#WeAreAUM | #UpTheWarhawks

📍 Montgomery, Ala…",en,1458853310086238214,3127449109,['1458853310086238214'],2021-11-11T17:45:07.000Z,
"RT @AUMWarhawksMSOC: Here's a look at our starting XI for this evening!

#WeAreAUM | #UpTheWarhawks https://t.co/cA0rUG9Pht",en,1456640040617005056,3127449109,['1456640040617005056'],2021-11-05T15:10:23.000Z,
"RT @AUMWarhawksMSOC: A battle for the top spot in the GSC tonight against that team up the interstate 👊

#WeAreAUM | #UpTheWarhawks

📍 Mont…",en,1456640025735618574,3127449109,['1456640025735618574'],2021-11-05T15:10:19.000Z,
"Let’s make history guys 🏆🦅🧡
⏰ 23h 🇫🇷 https://t.co/HFzvGZwoDs",en,1456264518854533136,3127449109,['1456264518854533136'],2021-11-04T14:18:12.000Z,{'place_id': '7f061ded71fdc974'}
"RT @AUMWarhawksMSOC: Up a spot to #4 in this week's
#D2MSOC regional rankings! Our highest ranking in program history 👀

#WeAreAUM | #UpThe…",en,1456115771264864256,3127449109,['1456115771264864256'],2021-11-04T04:27:07.000Z,
"RT @AUMWarhawksMSOC: Here's how we'll start tonight in Memphis!

#WeAreAUM | #UpTheWarhawks https://t.co/T6kT0mlHk8",en,1454359623469871113,3127449109,['1454359623469871113'],2021-10-30T08:08:49.000Z,
"RT @AUMWarhawksMSOC: Another big road battle tonight with a lot on the line!👊

#WeAreAUM | #UpTheWarhawks

📍 Memphis, Tenn.
🆚 Christian Bro…",en,1454359605845315585,3127449109,['1454359605845315585'],2021-10-30T08:08:45.000Z,
"RT @AUMWarhawksMSOC: Stagnant in this week's rankings, but still some work to be done!

#WeAreAUM | #UpTheWarhawks 

🔗 https://t.co/2hQwf0Q…",en,1454359573477969922,3127449109,['1454359573477969922'],2021-10-30T08:08:37.000Z,
"RT @AUMWarhawksMSOC: A WIN in Rome!😎

#WeAreAUM | #UpTheWarhawks https://t.co/RSl70rTe94",en,1454359544101023745,3127449109,['1454359544101023745'],2021-10-30T08:08:30.000Z,
"RT @AUMWarhawksMSOC: Here's how we'll start the night!

#WeAreAUM | #UpTheWarhawks https://t.co/Oqg0wrk9XZ",en,1454359497808519170,3127449109,['1454359497808519170'],2021-10-30T08:08:19.000Z,
"RT @AUMWarhawksMSOC: Looking to keep it rolling in Rome!

#WeAreAUM | #UpTheWarhawks

📍 Rome, Ga.
🆚 Shorter
⏰ 6:30 PM (CST)
🖥️ https://t.co…",en,1454359476673339397,3127449109,['1454359476673339397'],2021-10-30T08:08:14.000Z,
"RT @AUMWarhawksMSOC: Another conference road test on tap for Friday👊

#WeAreAUM | #UpTheWarhawks 

📅 https://t.co/YOsCWTj3Ab https://t.co/4…",en,1454359459006910469,3127449109,['1454359459006910469'],2021-10-30T08:08:10.000Z,
"RT @AUMWarhawksMSOC: We remain at #5 in this week's South Regional Rankings and receiving votes nationally!

#WeAreAUM | #UpTheWarhawks 

🔗…",en,1450541012405862406,3127449109,['1450541012405862406'],2021-10-19T19:15:01.000Z,
"RT @AUMWarhawksMSOC: Views from the top 😎. Still lots of work left to do though!

#WeAreAUM | #UpTheWarhawks https://t.co/QeM0uBs1rR",en,1450183653326209024,3127449109,['1450183653326209024'],2021-10-18T19:35:00.000Z,
Big win guys 🔥🔥 #WeMove https://t.co/xnZeOFd0Ik,en,1449902148486148097,3127449109,['1449902148486148097'],2021-10-18T00:56:24.000Z,
"RT @AUMWarhawksMSOC: Starting XI for today’s contest in Huntsville!

#WeAreAUM | #UpTheWarhawks https://t.co/sbpNxEMHVE",en,1449901951215415296,3127449109,['1449901951215415296'],2021-10-18T00:55:37.000Z,
"RT @AUMWarhawksMSOC: Another in-state battle on the docket today!

#WeAreAUM | #UpTheWarhawks

📍 Huntsville, Ala.
🆚 Alabama Huntsville
⏰ 3:…",en,1449901937823002626,3127449109,['1449901937823002626'],2021-10-18T00:55:34.000Z,
"RT @AUMWarhawksMSOC: WARHAWKS WIN! Another dramatic golden-goal OT victory for the boys!

#WeAreAUM | #UpTheWarhawks https://t.co/rchrjxzbc1",en,1449216026122543108,3127449109,['1449216026122543108'],2021-10-16T03:30:00.000Z,
"RT @AUMWarhawksMSOC: Derby Day! Nothing like an in-state battle for GSC bragging rights!

#WeAreAUM | #UpTheWarhawks

📍 Livingston, Ala.
🆚…",en,1449033547952627713,3127449109,['1449033547952627713'],2021-10-15T15:24:54.000Z,
@EncoreBouly @CHOWH1_,qam,1447759456461262849,3127449109,['1447759456461262849'],2021-10-12T03:02:07.000Z,
"RT @AUMWarhawksMSOC: THAT'S how you bounce back!

#WeAreAUM | #UpTheWarhawks https://t.co/63MpkjG7Pu",en,1447693426342957058,3127449109,['1447693426342957058'],2021-10-11T22:39:44.000Z,
"RT @AUMWarhawksMSOC: Starting XI  for today's contest against Spring Hill College! 

#WeAreAUM | #UpTheWarhawks https://t.co/sD0Eo6othq",en,1447693401957220352,3127449109,['1447693401957220352'],2021-10-11T22:39:38.000Z,
"RT @AUMWarhawksMSOC: Another day, another conference battle on our hands!

#WeAreAUM | #UpTheWarhawks

📍 Montgomery, Ala.
🏟️ AUM Soccer Com…",en,1447693376019644416,3127449109,['1447693376019644416'],2021-10-11T22:39:32.000Z,
"RT @AUMWarhawksMSOC: It's a great day to have a great day! Back home and under the lights tonight!👊

#WeAreAUM | #UpTheWarhawks

📍 Montgome…",en,1446506669974900740,3127449109,['1446506669974900740'],2021-10-08T16:03:59.000Z,
"RT @AUMWarhawksMSOC: Back on our home pitch this weekend!

#WeAreAUM | #UpTheWarhawks

📅 https://t.co/YOsCWTAErJ https://t.co/djXF40upot",en,1445841053014118406,3127449109,['1445841053014118406'],2021-10-06T19:59:04.000Z,
RT @AUMathletics: .@AUMWarhawksMSOC Receiving Votes in Latest National Rankings #WeAreAUM https://t.co/4RNCXKLv5a,en,1445841032650760202,3127449109,['1445841032650760202'],2021-10-06T19:58:59.000Z,
RT @AUMWarhawksMSOC: A performance of the ages by Kraus in goal and a game-wining PK to boot! A statement win to knock off the #18 Flames!…,en,1445840971653025792,3127449109,['1445840971653025792'],2021-10-06T19:58:44.000Z,
"RT @alchimistfr: Le magnifique morceau de Young Thug et Gunna dévoilé au défilé Givenchy ! 

Celui-ci sera disponible sur l’album ""PUNK"" de…",fr,1444786628422156291,3127449109,['1444786628422156291'],2021-10-03T22:09:09.000Z,
"RT @AUMWarhawksMSOC: Looking to make some noise against a nationally-ranked side tonight!

#WeAreAUM | #UpTheWarhawks

📍 Cleveland, Tenn.
🆚…",en,1444313609656541186,3127449109,['1444313609656541186'],2021-10-02T14:49:33.000Z,
RT @AUMathletics: .@AUMWarhawksMSOC Drops Heartbreaker in Overtime at #6 Mobile #WeAreAUM https://t.co/RVMHJuSwD2,en,1442303560864124931,3127449109,['1442303560864124931'],2021-09-27T01:42:20.000Z,
"RT @AUMWarhawksMSOC: Here's how we'll start today at Mobile!

#WeAreAUM | #UpTheWarhawks https://t.co/zTlyLdqYkG",en,1442303537917005827,3127449109,['1442303537917005827'],2021-09-27T01:42:14.000Z,
"RT @AUMWarhawksMSOC: Closing out the weekend with a tough NAIA test!

#WeAreAUM | #UpTheWarhawks

📍 Mobile, Ala.
🆚 #6 Mobile
⏰ 4 PM (CST)
📊…",en,1442137517461884929,3127449109,['1442137517461884929'],2021-09-26T14:42:32.000Z,
"RT @AUMWarhawksMSOC: Not the result we wanted, but what a battle. We'll be back at it Sunday at Mobile. 

#WeAreAUM | #UpTheWarhawks https:…",en,1442137490333261824,3127449109,['1442137490333261824'],2021-09-26T14:42:25.000Z,
"RT @AUMWarhawksMSOC: TGI ... Gameday! The weekend slate begins with a GSC showdown in Tennessee!

#WeAreAUM | #UpTheWarhawks

📍 Jackson, Te…",en,1441516984999440388,3127449109,['1441516984999440388'],2021-09-24T21:36:45.000Z,
"RT @AUMWarhawksMSOC: Full galleries from yesterday's W over Delta State available at the link below!

#WeAreAUM | #UpTheWarhawks

📸 https:/…",en,1440395641696382989,3127449109,['1440395641696382989'],2021-09-21T19:20:56.000Z,
"RT @AUMWarhawksMSOC: Nothing better than two BIG-TIME wins to open up GSC play!

#WeAreAUM | #UpTheWarhawks https://t.co/4tlpWP0if8",en,1440169922852573191,3127449109,['1440169922852573191'],2021-09-21T04:24:01.000Z,
#NouvellePhotoDeProfil https://t.co/iWYFJiOobf,qme,1440099388026613760,3127449109,['1440099388026613760'],2021-09-20T23:43:44.000Z,
"RT @AUMWarhawksMSOC: WARHAWKS WIN! We come away with the W after an epic battle in the rain! 

#WeAreAUM | #UpTheWarhawks https://t.co/NoCL…",en,1439831373032955904,3127449109,['1439831373032955904'],2021-09-20T05:58:44.000Z,
"RT @AUMWarhawksMSOC: A little rain isn't going to stop us! Starting XI for today's contest! 

#WeAreAUM | #UpTheWarhawks https://t.co/RSEqR…",en,1439831349679038466,3127449109,['1439831349679038466'],2021-09-20T05:58:39.000Z,
"RT @AUMWarhawksMSOC: GAMEDAY! Another huge home test awaits!

#WeAreAUM | #UpTheWarhawks

📍 Montgomery, Ala.
🏟️ AUM Soccer Complex
🆚 Delta…",en,1439831315738734598,3127449109,['1439831315738734598'],2021-09-20T05:58:31.000Z,
First conference win 🔥😤 Focus on Sunday 🦅 #WeMove Congrat to my brother Franck for his first goal 🇫🇷🤷🏻‍♂️ @AUMWarhawksMSOC https://t.co/fVlXoYBpzO,en,1439144273862090754,3127449109,['1439144273862090754'],2021-09-18T08:28:27.000Z,
"RT @AUMWarhawksMSOC: First time at home this season is a MASSIVE showdown to open up conference play 👊

#WeAreAUM | #UpTheWarhawks

📍 Montg…",en,1438946787734208519,3127449109,['1438946787734208519'],2021-09-17T19:23:43.000Z,
"First game, first win 🧡🦅 Proof of my team 😘👍🏼 #UpTheWarhawks https://t.co/YeCxKyqfBX",en,1436509750225735680,3127449109,['1436509750225735680'],2021-09-11T01:59:48.000Z,
My first game tonight!! Kick off at 00h 🇫🇷 https://t.co/bSWd5z4C7O #LFG 🦅🧡🔥 https://t.co/KPJMgpR7M6,en,1436376249258201125,3127449109,['1436376249258201125'],2021-09-10T17:09:19.000Z,
"RT @AUMWarhawksMSOC: A statement win to start the season! 

#WeAreAUM | #UpTheWarhawks https://t.co/pZzrPTLZjB",en,1433972599449694210,3127449109,['1433972599449694210'],2021-09-04T01:58:04.000Z,
@wrld_mag Le couplet de 21 https://t.co/ReLtlRbhka,fr,1433881974691831810,3127449109,['1433881974691831810'],2021-09-03T19:57:57.000Z,
New page in the book and very excited to start this season with my new AUM Warhawks team! Can't wait to start the season with my new team and staff! 🧡🖤 @AUMWarhawksMSOC @AUMathletics https://t.co/bE9NohhVUv,en,1432397026633949199,3127449109,['1432397026633949199'],2021-08-30T17:37:18.000Z,
"RT @AUMathletics: Introducing our first installment of #MicdUpMonday, featuring @AUMWarhawksMSOC senior captain Andy Elkins! #WeAreAUM http…",en,1429901088300445726,3127449109,['1429901088300445726'],2021-08-23T20:19:20.000Z,
"RT @AUMWarhawksMSOC: WORTH THE WAIT! Jabari Broussard heads in the golden goal in double-OT to clinch the victory! 

#UpTheWarhawks | #WeAr…",en,1428948096738807814,3127449109,['1428948096738807814'],2021-08-21T05:12:29.000Z,
"RT @AUMWarhawksMSOC: Buzzing to get back out on our home pitch tonight for preseason tuneup #2! 

 #WeAreAUM | #UpTheWarhawks

⌚️7 PM
📍AUM…",en,1428834205333590021,3127449109,['1428834205333590021'],2021-08-20T21:39:55.000Z,
"RT @AUMWarhawksMSOC: Positive vibes all around for week two of preseason🤙

#WeAreAUM | #UpTheWarhawks https://t.co/bXwTXt8cAS",en,1428145393779593230,3127449109,['1428145393779593230'],2021-08-19T00:02:50.000Z,
RT @VinesFoot: 😭 #EURO2020 https://t.co/a2QOPHeoaE,und,1405513143938392071,3127449109,['1405513143938392071'],2021-06-17T13:10:21.000Z,
RT @QuavoStuntin: WHY NOT 4pm! @migos #Culture3 https://t.co/TlYy3NBcLO,en,1404534247529066497,3127449109,['1404534247529066497'],2021-06-14T20:20:34.000Z,
"@Anisajo_ @MandoSankara Il a posté sa vidéo sur insta ou il tire 1/2 péno, il a tiré au même endroit…",fr,1400204300102602754,3127449109,['1400204300102602754'],2021-06-02T21:34:54.000Z,{'place_id': '3fc36178c3095fee'}
"@MandoSankara Toi t’as pas vu la première mi-temps, à part son penalty loupé il est irréprochable, très propre",fr,1400182428833026051,3127449109,['1400182428833026051'],2021-06-02T20:07:59.000Z,
@JHardenFR2 @ParlonsNBA Scandale il a dit j’suis mort,fr,1395579345016664064,3127449109,['1395579345016664064'],2021-05-21T03:16:59.000Z,{'place_id': '4ec01c9dbc693497'}
I’m vaccinated. ✅ #vaccinated 🇺🇸,en,1384983554623426561,3127449109,['1384983554623426561'],2021-04-21T21:33:05.000Z,{'place_id': '4596a9402ad5a4d7'}
@Reusjr27 Je note 📝,fr,1383868233032237056,3127449109,['1383868233032237056'],2021-04-18T19:41:12.000Z,
@TrashTalk_fr @wheezymode,qam,1381597393616048128,3127449109,['1381597393616048128'],2021-04-12T13:17:42.000Z,{'place_id': '5c6ea81dd00b9d14'}
RT @ParlonsNBA: QUOIIIIIIIII MAIS C’EST UN MEURTRE LÀ  https://t.co/7Kxc7Molb6,fr,1381379735826137096,3127449109,['1381379735826137096'],2021-04-11T22:52:48.000Z,
RT @StetsonMSoccer: Your ASUN Conference Quarterfinal Starting XI #GoHatters 🎩⚽️ https://t.co/0fYn0Eyzdz,en,1381066231365709826,3127449109,['1381066231365709826'],2021-04-11T02:07:03.000Z,
"RT @StetsonMSoccer: Let's go, it's GAMEDAY! We are in Jacksonville to battle the Dolphins #ASUNMSOC Quarterfinals. #GoHatters

🤠🆚 Jacksonvi…",en,1380903509625876487,3127449109,['1380903509625876487'],2021-04-10T15:20:27.000Z,
