text,lang,id,author_id,edit_history_tweet_ids,created_at,geo
RT @50FirstTates: asked my therapist who their therapist was and went to see them. asked them the same thing until i got to the final boss…,en,1594961867822501888,845397940348710912,['1594961867822501888'],2022-11-22T07:51:56.000Z,
@FakeEyes22 https://t.co/sNGMbuOV1W,qme,1594957860404088833,845397940348710912,['1594957860404088833'],2022-11-22T07:36:01.000Z,{'place_id': '00d889e2088c9eac'}
RT @RachelBitecofer: You know @Jim_Jordan will be GREAT as Chair of  Oversight because he couldn't even see a child sex predator operating…,en,1594925351087800320,845397940348710912,['1594925351087800320'],2022-11-22T05:26:50.000Z,
RT @MemeIndustrial: Never will. Doesn’t want to https://t.co/oT6nFh7vT6,en,1594917226926444544,845397940348710912,['1594917226926444544'],2022-11-22T04:54:33.000Z,
😂😂 https://t.co/GAarXq6IbM,art,1594842719264079872,845397940348710912,['1594842719264079872'],2022-11-21T23:58:29.000Z,
This 👇 https://t.co/XUZmwIsNoj,en,1594839608613031936,845397940348710912,['1594839608613031936'],2022-11-21T23:46:08.000Z,
RT @GoodPoliticGuy: An army veteran and a drag queen did infinitely more to stop a mass shooter than literally hundreds of Uvalde cops did.…,en,1594835823270432769,845397940348710912,['1594835823270432769'],2022-11-21T23:31:05.000Z,
"So that begs the question, who are the parents of these 'genetically' superior offspring?  
I know who they aren't... https://t.co/l8v3SMyUHA",en,1594819409167945728,845397940348710912,['1594819409167945728'],2022-11-21T22:25:52.000Z,
"RT @tariqpanja: “Sometimes, I feel very unlucky to be Nepali.”

Nepal sent more workers to Qatar than almost any nation, their people built…",en,1594795694703116289,845397940348710912,['1594795694703116289'],2022-11-21T20:51:38.000Z,
"😆🤯🫣
A multiple lifetime's worth of X-rays caught on film. 
(I  know it's fake) https://t.co/ZOgaFoL9bB",en,1594790781981982722,845397940348710912,['1594790781981982722'],2022-11-21T20:32:06.000Z,
"RT @TheOnion: ‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens https://t.co/1r1sc13Pbe https://t.co/YS88q3rLld",en,1594790155369721857,845397940348710912,['1594790155369721857'],2022-11-21T20:29:37.000Z,
YOU CHOSE TO BRING A SPEEDO CLAD HERO TO THE BIG SCREEN.,en,1594787985203298304,845397940348710912,['1594787985203298304'],2022-11-21T20:21:00.000Z,
Never forget what they took from us. https://t.co/27Fpf1IVEt,en,1594787866831638528,845397940348710912,['1594787866831638528'],2022-11-21T20:20:31.000Z,
"my disney sources say CGI'ing out of Namor's bulge was the last straw for Iger.
🍆✊
no more big dick erasure https://t.co/q5K39VJjj5",en,1594787358997897217,845397940348710912,['1594787358997897217'],2022-11-21T20:18:30.000Z,
RT @lgbtqnation: 12 times that Colorado Rep. Lauren Boebert stoked anti-LGBTQ violence that led to a mass shooting https://t.co/wdh6mpSH2r,en,1594785878702194688,845397940348710912,['1594785878702194688'],2022-11-21T20:12:37.000Z,
RT @MemeIndustrial: Cop Don’t Protect Us 🌈⭐️ https://t.co/EhRbBG2lrw,en,1594784142197395456,845397940348710912,['1594784142197395456'],2022-11-21T20:05:43.000Z,
"RT @imillhiser: My needlessly provocative take for today is that capitalism is good. 

The government should guarantee everyone necessities…",en,1594783902941741056,845397940348710912,['1594783902941741056'],2022-11-21T20:04:46.000Z,
"RT @AymanMSNBC: “While it’s fair to question Qatar, I wonder if this debate is truly about human rights or is it that European countries ca…",en,1594773613525495808,845397940348710912,['1594773613525495808'],2022-11-21T19:23:53.000Z,
"It's time for gays to stop buying gas powered cars.  
(and no Teslas obv)
Oil $$ go into anti LGBTQ+ dictators' hands and the hands of oil companies who support the GOP + their domestic terrorists.
🏳️‍🌈✊
#FIFAWorldCup2022 #GOPDomesticTerrorists https://t.co/EM9hzx9pxk",en,1594769980121559040,845397940348710912,['1594769980121559040'],2022-11-21T19:09:27.000Z,
@gmsmagazine FATE Core. The setting/genre agnostic RPG system. Much better than GURPS if you're into the freedom to tell the exact story you want free from game mechanics.,en,1594759525609111552,845397940348710912,['1594759525609111552'],2022-11-21T18:27:54.000Z,
RT @MoiraDonegan: Thinking about the parallels between homophobia and antisemitism in the wake of the Club Q shooting. The “groomer” accusa…,en,1594741225474916352,845397940348710912,['1594741225474916352'],2022-11-21T17:15:11.000Z,
@StrikePac 💙,und,1594738709446131712,845397940348710912,['1594738709446131712'],2022-11-21T17:05:11.000Z,{'place_id': '00d889e2088c9eac'}
RT @ChudsOfTikTok: Hot Take: you shouldn't be able to buy weapons or ammunition if you have a police record for threatening to kill people…,en,1594529573844111361,845397940348710912,['1594529573844111361'],2022-11-21T03:14:09.000Z,
"RT @PonchoRebound: MCU porn parody, The Internals",en,1594516387556659201,845397940348710912,['1594516387556659201'],2022-11-21T02:21:46.000Z,
RT @fakedansavage: Unarmed queers in a gay bar in Colorado Springs were able to do what hundreds of armed men couldn't do in Uvalde.,en,1594515655705128961,845397940348710912,['1594515655705128961'],2022-11-21T02:18:51.000Z,
RT @arlenparsa: Elon is exploiting H1B visa workers—who know they can’t quit because they’ll be deported— so he holds them hostage until 1A…,en,1594258651401031680,845397940348710912,['1594258651401031680'],2022-11-20T09:17:37.000Z,
Let's just make these states. https://t.co/Gllwtqm4UQ,en,1594258353823559681,845397940348710912,['1594258353823559681'],2022-11-20T09:16:26.000Z,{'place_id': '00d889e2088c9eac'}
RT @badbbyaera: How stoners look at each other when they are ready to smoke at the function https://t.co/XGZeOHjzZ6,en,1594254606502334466,845397940348710912,['1594254606502334466'],2022-11-20T09:01:32.000Z,
"RT @astro_jaz: Michael Collins, the astronaut who took this photo in 1969, is the only human, dead or alive, that isn't in the frame of thi…",en,1594121386939027456,845397940348710912,['1594121386939027456'],2022-11-20T00:12:10.000Z,
@SKenson @misterscottfree This is when you will know homosexuality has hit the mainstream. Like as in impacted.,en,1594050077999652864,845397940348710912,['1594050077999652864'],2022-11-19T19:28:49.000Z,
"RT @AngryBlackLady: No matter how cringe you are, you’re not a dipshit who walked into your new job carrying a fucking sink.",en,1593800020612239360,845397940348710912,['1593800020612239360'],2022-11-19T02:55:10.000Z,
😲 https://t.co/2XIBduhTXT,art,1593764809702789120,845397940348710912,['1593764809702789120'],2022-11-19T00:35:16.000Z,{'place_id': '00d889e2088c9eac'}
RT @ElieNYC: I'm going to be on @TheBeatWithAri tonight to watch my people suffer and die while you discuss this invasion in a committee,en,1593762755177517056,845397940348710912,['1593762755177517056'],2022-11-19T00:27:06.000Z,
"(@ PragerU)
Yeah I don't... uh... I don't think your making the point you think you're... making... https://t.co/yO5hkBc9s3",en,1593744029745041411,845397940348710912,['1593744029745041411'],2022-11-18T23:12:41.000Z,
RT @ndrew_lawrence: “Ice cream isn’t dinner” they say. Ok. Well why not? No one ever tells you because no one really knows. So what’s this…,en,1593734552505430016,845397940348710912,['1593734552505430016'],2022-11-18T22:35:02.000Z,
RT @CSMFHT: https://t.co/zTR9TyUqpl,zxx,1593730702608338944,845397940348710912,['1593730702608338944'],2022-11-18T22:19:44.000Z,
RT @grapesmoker: yes the screencap is mostly gibberish but i do think there's an interesting kernel of truth to this that bears elaborating…,en,1593726803054850049,845397940348710912,['1593726803054850049'],2022-11-18T22:04:14.000Z,
https://t.co/pBNukDdsfq https://t.co/kFv1OHRG6q,zxx,1593707183191232512,845397940348710912,['1593707183191232512'],2022-11-18T20:46:16.000Z,
"RT @fasc1nate: The Cosmos episode where Carl Sagan explains how ancient Greeks knew the Earth wasn't flat using only reason and math.
https…",en,1593694702452498433,845397940348710912,['1593694702452498433'],2022-11-18T19:56:41.000Z,
RT @LandTaxerMemes: #georgism https://t.co/eKphPxRGKV,qme,1593669663598465025,845397940348710912,['1593669663598465025'],2022-11-18T18:17:11.000Z,
@new1mproved https://t.co/2h91xfinyL,qme,1593668839585513472,845397940348710912,['1593668839585513472'],2022-11-18T18:13:54.000Z,
@JasonDCMatthews @RBMStudio1 oh the days of Avalon Hill,en,1593668583347093504,845397940348710912,['1593668583347093504'],2022-11-18T18:12:53.000Z,
@maxberger Disagree.,en,1593511581199273984,845397940348710912,['1593511581199273984'],2022-11-18T07:49:01.000Z,
@lighterfandango worse then IKEA tbh,en,1593393282897580032,845397940348710912,['1593393282897580032'],2022-11-17T23:58:57.000Z,
@B3nSh4p1ro like as in 'being' or 'having'?,en,1593391019210727424,845397940348710912,['1593391019210727424'],2022-11-17T23:49:57.000Z,
RT @ginnyhogan_: Finally a sign to hang over my pussy https://t.co/xi94VLGCEr,en,1593390024187613184,845397940348710912,['1593390024187613184'],2022-11-17T23:46:00.000Z,
@TylerDinucci I also hope we are on the same side. (of the bed/rainbow),en,1593345846279831553,845397940348710912,['1593345846279831553'],2022-11-17T20:50:27.000Z,
https://t.co/2gHf0KaJh3 https://t.co/U9i4OdqVF4,zxx,1593340564996784128,845397940348710912,['1593340564996784128'],2022-11-17T20:29:28.000Z,
"RT @hansdickie: Before the YouTube comment section, what did men do with their strong opinions that no one cared for?",en,1593340285492215809,845397940348710912,['1593340285492215809'],2022-11-17T20:28:21.000Z,
"@JonahFurman It's funny because I've known a few pilots and the anecdotal evidence points to a huge rightward lean among pilots' politics. 
I wonder if this causes any skewing in the backbone/timidity of pilot unions.",en,1593340155259228163,845397940348710912,['1593340155259228163'],2022-11-17T20:27:50.000Z,
"RT @MattGertz: Great news everyone, ""America's Crime Crisis"" (trademark Fox News) is over!

All it took was Election Day eliminating the pe…",en,1593338712242671617,845397940348710912,['1593338712242671617'],2022-11-17T20:22:06.000Z,
"'construction' 
how much 'money' did he (and his parents?) start with?

also, 100% agree the #1 best videographic contextual commentary in a news story https://t.co/srItZnzn2q",en,1593338306703798272,845397940348710912,['1593338306703798272'],2022-11-17T20:20:29.000Z,
@PonchoRebound https://t.co/rUcfAOLYH6,qme,1593335855032463360,845397940348710912,['1593335855032463360'],2022-11-17T20:10:45.000Z,
@deussolaris Member of the Rebel Alliance and a traitor.,en,1593332103055560705,845397940348710912,['1593332103055560705'],2022-11-17T19:55:50.000Z,
@deussolaris can confirm.  this is one of the areas where I excel.,en,1593325280235773952,845397940348710912,['1593325280235773952'],2022-11-17T19:28:44.000Z,
@Chaos_Dad_ who knew Aquaman was a hog dealer?,en,1593303632916918272,845397940348710912,['1593303632916918272'],2022-11-17T18:02:42.000Z,
@boardgamesjames ... but people don't want to spend less to have more for some reason. 2/2,en,1593300688641359872,845397940348710912,['1593300688641359872'],2022-11-17T17:51:00.000Z,
"@boardgamesjames We have to spend more than the 'public' cost out of pocket for those services 'privately' with the 'proceeds' going to rich people.  
We can spend less as a 'public cost' by everyone paying taxes for it instead with the 'proceeds' benefiting everyone. 1/2",en,1593300584878452737,845397940348710912,['1593300584878452737'],2022-11-17T17:50:36.000Z,
"RT @boardgamesjames: The thing is, we already spend the money it would take for free healthcare, free college, and many other social servic…",en,1593299809829814278,845397940348710912,['1593299809829814278'],2022-11-17T17:47:31.000Z,
@FettBizarro time for grandpa to put on the disco porn VR helmet,en,1593299324137779201,845397940348710912,['1593299324137779201'],2022-11-17T17:45:35.000Z,
NOM NOM https://t.co/gwoNl93p0u,no,1593130101826547712,845397940348710912,['1593130101826547712'],2022-11-17T06:33:09.000Z,
😅👨 https://t.co/FRZFzx5jQS,art,1593129571528105985,845397940348710912,['1593129571528105985'],2022-11-17T06:31:03.000Z,
RT @maxberger: More and more people are saying the most effective form of altruism would be to socialize ownership of the means of producti…,en,1593129168241582080,845397940348710912,['1593129168241582080'],2022-11-17T06:29:27.000Z,
RT @AdamSerwer: They should send the six Republican justices a nice gift for writing the fifteenth amendment out of the Constitution,en,1593067518448795648,845397940348710912,['1593067518448795648'],2022-11-17T02:24:28.000Z,
RT @TheFigen_: Awwwwwwwww 😂😂 https://t.co/ek5ePyvXvQ,und,1593067500622999553,845397940348710912,['1593067500622999553'],2022-11-17T02:24:24.000Z,
@Jay_Redd I would have gone over to hug him like way before he got to the gay part even...,en,1592985323428249600,845397940348710912,['1592985323428249600'],2022-11-16T20:57:51.000Z,
RT @MollyJongFast: One of the happiest revelations from these midterms is that swing state voters cannot be swung to love tech billionaires…,en,1592981304966270976,845397940348710912,['1592981304966270976'],2022-11-16T20:41:53.000Z,
🥰🏳️‍🌈 https://t.co/69jsC6bS6a,und,1592980614202163201,845397940348710912,['1592980614202163201'],2022-11-16T20:39:09.000Z,
RT @JoshuaPHilll: Defunding the police doesn't seem so radical when you realize that the NYPD spends $762 million just on overtime. In just…,en,1592977769046380544,845397940348710912,['1592977769046380544'],2022-11-16T20:27:50.000Z,
"RT @mehdirhasan: That Donald Trump feels able to run for president *again* after everything, after *everything*, is a massive indictment of…",en,1592942296949223424,845397940348710912,['1592942296949223424'],2022-11-16T18:06:53.000Z,
@samthielman &lt;KILL BILL NOISE&gt;,en,1592940610151120896,845397940348710912,['1592940610151120896'],2022-11-16T18:00:11.000Z,
RT @reneeygraham: A+ tweet,en,1592726553162842113,845397940348710912,['1592726553162842113'],2022-11-16T03:49:36.000Z,
RT @GothamGirlBlue: Congratulations Kyrsten Sinema on being the new ambassador to Italy and San Marino!,en,1592726483566751744,845397940348710912,['1592726483566751744'],2022-11-16T03:49:19.000Z,
RT @Popehat: @kairyssdal I see him thinking “if I never STOP committing federal crimes maybe they can never START charging me with them”,en,1592607088437780480,845397940348710912,['1592607088437780480'],2022-11-15T19:54:53.000Z,
"RT @joshtpm: Twitter has become Elon Musk's own personal episode of Behind the Music, only it's running in real time.",en,1592606035403239427,845397940348710912,['1592606035403239427'],2022-11-15T19:50:42.000Z,
"RT @FrankConniff: Hey, @MSNBC &amp; @CNN, don't you fucking dare broadcast Trump's announcement live tonight. (Yup, I went there, I threatened…",en,1592601797222633473,845397940348710912,['1592601797222633473'],2022-11-15T19:33:52.000Z,
RT @austinahlman: The 6 Democratic incumbents who lost reelection bids this year are all members of the centrist New Democrats Coalition.…,en,1592591801822892032,845397940348710912,['1592591801822892032'],2022-11-15T18:54:09.000Z,
