author_id,id,lang,edit_history_tweet_ids,created_at,text,withheld
1108123560923418624,1595162633178853378,en,['1595162633178853378'],2022-11-22T21:09:43.000Z,"RT @OliverCott: Start this week with the best exclusive content😈, a only for today 50% OFF on the subscription for 30 days🔥, don't wait any…",
1108123560923418624,1595159793928663040,zxx,['1595159793928663040'],2022-11-22T20:58:26.000Z,RT @boyzdeelite: https://t.co/dFl7KZfZz5,
1108123560923418624,1595159727029506048,en,['1595159727029506048'],2022-11-22T20:58:10.000Z,RT @XXXHELIS: Do you like it aggressive? https://t.co/Pr9UaUQVf6,
1108123560923418624,1595159625112092672,und,['1595159625112092672'],2022-11-22T20:57:45.000Z,RT @LucasBilbao16: ✨🥵 https://t.co/zd9cDkK885,
1108123560923418624,1595159311147503616,en,['1595159311147503616'],2022-11-22T20:56:31.000Z,"RT @Colombianohot6: I suck your feet while I fuck you hard, I touch that g-spot until I get your milk out and then I give you all my milk.🥵…","{'copyright': False, 'country_codes': ['ID']}"
1108123560923418624,1595159071296229376,es,['1595159071296229376'],2022-11-22T20:55:33.000Z,RT @Mr_roger1: Mi amigo Hetero me dejó chupar su gran verga . https://t.co/j0Ffkkk96Y,
1108123560923418624,1595158825761656833,en,['1595158825761656833'],2022-11-22T20:54:35.000Z,"RT @purelygayporn: The @rawAfricanBoyz &amp; @thezulufucker need YOU as their camera 📽 guy!

Follow them &amp; send them a DM, they want to make ho…",
1108123560923418624,1595158773253148672,en,['1595158773253148672'],2022-11-22T20:54:22.000Z,RT @SimonMontanaXXX: I have a new client @vigoburgguensen of my cleaning company who gets angry because he says that I don't clean good and…,"{'copyright': False, 'country_codes': ['ID']}"
1108123560923418624,1595158720392355840,en,['1595158720392355840'],2022-11-22T20:54:10.000Z,"RT @Olivercolt97: Start this week with the best exclusive content😈, a only for today 50% OFF on the subscription for 30 days🔥, don't wait a…",
1108123560923418624,1595158668731121664,pt,['1595158668731121664'],2022-11-22T20:53:57.000Z,"RT @ochefeputo: @PausdoBrasill 😈

🏍️ Motoqueiro 🏍️

@lucaodotadoc
@Vituops_

https://t.co/ayhaMxWYx5

https://t.co/CZyI6gbQPd https://t.co/…",
1108123560923418624,1595158405236523008,es,['1595158405236523008'],2022-11-22T20:52:55.000Z,RT @Shadow23ok: Quien no amaría tener un pasivo así que la saqué y lubriqué solo para volver a penetrarlo con la 🍆 a punto de explotar 💦 @c…,
1108123560923418624,1595158299502350336,en,['1595158299502350336'],2022-11-22T20:52:29.000Z,RT @MyStErCaCaO: What a rich time we had with @brunoandujar_ 🥵 come in and look 👀🤭 https://t.co/gTlzwQeZbr,
1108123560923418624,1595158242132627456,en,['1595158242132627456'],2022-11-22T20:52:16.000Z,"RT @jammyvine: Abs and rock hard 🍆🍼 for lunch anyone 💁🏻‍♂️😈

🍆📸🍆📸🍆📸🍆📸🍆📸🍆

The upload these pics are from what will be on my #onlyfans later…",
1108123560923418624,1595158180946145280,zxx,['1595158180946145280'],2022-11-22T20:52:01.000Z,RT @Mensonlyhot1: https://t.co/l4alxGxfzU,
1108123560923418624,1595158060162371584,en,['1595158060162371584'],2022-11-22T20:51:32.000Z,RT @drakeypoo2000: Plz breed me 💦 https://t.co/IyHMfrP9KP,
1108123560923418624,1595157761926795264,en,['1595157761926795264'],2022-11-22T20:50:21.000Z,"RT @maksymxxx: Thicker and bigger 🔥😋🤤

https://t.co/qBVgXLPRaP https://t.co/WnLaicyFTi",
1108123560923418624,1595157699599400960,en,['1595157699599400960'],2022-11-22T20:50:06.000Z,"RT @deric_Dk_2: New content🔞

👉🏻@deric_Dk_2   👉🏻@Deric_DK_ 

⭐️https://t.co/04OUWbdQTE

Watch the full video👇🏻

▶️https://t.co/PfnkHRwyZS…",
1108123560923418624,1595157634243788801,en,['1595157634243788801'],2022-11-22T20:49:51.000Z,"RT @MonsterCockMen: CAN I FUCK THAT NICE ASS?? 🤤💦

Do you want see more⁉️ Join here 👇

https://t.co/ORV6S4Scgg

🍆 + 700 Hot and Big Cock Me…",
1108123560923418624,1595157582809038848,en,['1595157582809038848'],2022-11-22T20:49:38.000Z,"RT @cristiangil101: Wonderful day, for a horny fuck😈🍆
https://t.co/LpC2eh2IHM https://t.co/082Pi9AdXU",
1108123560923418624,1595157378927718400,en,['1595157378927718400'],2022-11-22T20:48:50.000Z,"RT @zamegroj: @YngdaddyT always said sharing is caring so we shared this cute latino boy’s @MiloMilesxxx tight hole, fucked and bred him. D…",
1108123560923418624,1595157322300821504,en,['1595157322300821504'],2022-11-22T20:48:36.000Z,"RT @JafarXXXX: Thick dick balls deep in you will get you rolling your eyes in your head like @UgoMasonxxx 

🎥 @ChristianWoolfX 

Cum on her…",
1108123560923418624,1595157042531966976,zxx,['1595157042531966976'],2022-11-22T20:47:30.000Z,RT @boyzdeelite: https://t.co/Sp8cCwfHyi,
1108123560923418624,1595156834439946240,es,['1595156834439946240'],2022-11-22T20:46:40.000Z,"RT @Joxxgarcia: Buenos días papá, ya esta servido el desayuno, ¡ATASCAME LA VERGA EN EL CULO! 
https://t.co/KzaTZ0XJSF
https://t.co/cGST4Ne…",
1108123560923418624,1595156729087819776,fr,['1595156729087819776'],2022-11-22T20:46:15.000Z,"RT @tattooed_peach: Ton dîner est prêt ! 😋🍽
Your dinner is ready ! 😋🍽 https://t.co/2P6oVjakjJ",
1108123560923418624,1595140747753586689,en,['1595140747753586689'],2022-11-22T19:42:45.000Z,"RT @Real_Kinky_: $5.00 First Month OnlyFans....
-Link in Profile- https://t.co/3j538kufg4",
1108123560923418624,1595140606179016704,en,['1595140606179016704'],2022-11-22T19:42:11.000Z,"RT @Hornybrosoff: This guys 🥵🔥 @centinela8_ x @Shadow23ok  

Follow 🙏🏼 @centiyshadow 

U want to see more? 👇🏼
https://t.co/q0DucaxZzl
https…",
1108123560923418624,1595140549102927872,en,['1595140549102927872'],2022-11-22T19:41:57.000Z,RT @MancDomOF: Hair cut and beard trim! 👌 https://t.co/GvVUAZGZy2,
1108123560923418624,1595140369918099456,es,['1595140369918099456'],2022-11-22T19:41:15.000Z,RT @DiabloHot20: Que rico suena ese culito…🤤😈 https://t.co/5AvydLCbLl,
1108123560923418624,1595140311222988800,es,['1595140311222988800'],2022-11-22T19:41:01.000Z,"RT @Joxxgarcia: Mi panochita de hombre tiene hambre, dame verga y huele mis patitas 
https://t.co/KzaTZ0YhId
https://t.co/cGST4Nf5Jb https:…",
1108123560923418624,1595136600857792512,en,['1595136600857792512'],2022-11-22T19:26:16.000Z,RT @Laurence_Ac: I was so horny that I didn’t have time for taking my jeans off… Rough sex was the only thing that was on my mind 💦@_leonmi…,
1108123560923418624,1595136544066920449,en,['1595136544066920449'],2022-11-22T19:26:02.000Z,"RT @Flex_Emani: I just came deep inside of @callmeMrKent , @Tim_onlyfans https://t.co/HF0YJVuKOd",
1108123560923418624,1595136423224827904,en,['1595136423224827904'],2022-11-22T19:25:34.000Z,"RT @MrEros88: ↕️🔥 Versatile bear couple 🐻😈

🚨  Watch now for Only $3 

▶️ This video and much more! 

✨ 70% OFF

OF https://t.co/uiEKWTo02J…",
1108123560923418624,1595136376047304705,es,['1595136376047304705'],2022-11-22T19:25:22.000Z,RT @nene0ficial: mi primo mayor me estaba enseñando como cojerlo bien duro al amigo  y creo que lo Hice bastante bien 🥛💫 https://t.co/v3nO3…,
1108123560923418624,1595136313992572928,en,['1595136313992572928'],2022-11-22T19:25:08.000Z,"RT @dmanzanilla23: Did you want to see me from the bottoms? 😈

Look how they fuck my hole 🤭

https://t.co/8vfj1zTo4M

Subscribe baby, subsc…",
1108123560923418624,1595136237895319552,es,['1595136237895319552'],2022-11-22T19:24:49.000Z,"RT @PablettCL: Webeo con un loco tatuado 🔥
super rico este loco, disponible SIN CENSURA en mi onlyfans 💦💦

🔥 10 suscripciones gratis entre…",
1108123560923418624,1595136120563507202,en,['1595136120563507202'],2022-11-22T19:24:21.000Z,"RT @domxrob: Where do you want us to cum? 😈💦
RT if you want to see 🔥 https://t.co/FYuHuTBHCk",
1108123560923418624,1595136070307708930,en,['1595136070307708930'],2022-11-22T19:24:10.000Z,RT @itsbigrossi: Hey follow my new TIK-Tok search @that_curly_dom for some fun 🤪 https://t.co/RwLMTVDqaK,
1108123560923418624,1595136021905125376,en,['1595136021905125376'],2022-11-22T19:23:58.000Z,"RT @itsfitmandan: Somebody dropped the Towel 😈

... see my 0nlyfanz for more 💦 https://t.co/g29HuMCcrn",
1108123560923418624,1595135958110044161,en,['1595135958110044161'],2022-11-22T19:23:43.000Z,RT @AngelokOnly: Sharing moments with my uncle and my schoolmate https://t.co/xWNCDImRJ4,
1108123560923418624,1595135903277928448,pt,['1595135903277928448'],2022-11-22T19:23:30.000Z,"RT @perfilhs: Senta aqui no teu macho 😈 (RTXRT) 

seguir https://t.co/co4bMfFDXL https://t.co/XJv7GLOBxd",
1108123560923418624,1595135830368342017,pt,['1595135830368342017'],2022-11-22T19:23:12.000Z,RT @pornocouch_: Faz um vídeo comigo? https://t.co/kHD8TjmXv4,
1108123560923418624,1595135761221050368,en,['1595135761221050368'],2022-11-22T19:22:56.000Z,"RT @Wolver_Peen: RT if you want to taste my schlong! 😏😝

Links in bio for all the crazy content! https://t.co/MZ8SbWM5yw",
1108123560923418624,1595135631101136896,en,['1595135631101136896'],2022-11-22T19:22:25.000Z,"RT @whiteshton: I have a dessert for you☺️

https://t.co/Nkro0CysE5 https://t.co/XSneHTSdrN","{'copyright': False, 'country_codes': ['ID']}"
1108123560923418624,1595135560360001536,en,['1595135560360001536'],2022-11-22T19:22:08.000Z,"RT @armanxxxhunk: 🎬🍿☔️RT📡🛰️🤤👅She is showing me her delicious and hungry 🤤 to see the hole 🕳️🏄🏻‍♂️I’m feeling so good inside Of Her 🍑🍆💦 
💪💥🔥…",
1108123560923418624,1595135442332299266,es,['1595135442332299266'],2022-11-22T19:21:40.000Z,"RT @DannyXandersXXX: ¡MI PRIMER ORGIA! 😍 33 minutos montando, mamando y recibiendo verga por todos lados. https://t.co/bdXuP8pbfn",
1108123560923418624,1595135391396696064,es,['1595135391396696064'],2022-11-22T19:21:28.000Z,"RT @GlasesBoy: Me depilo el abdomen? O me dejo así? 👀

Los leo en los comentarios 🤓 https://t.co/aSiuNOaVXY",
1108123560923418624,1595135318579359744,en,['1595135318579359744'],2022-11-22T19:21:10.000Z,"RT @olivergaspar10: RT 🔄🔄 I'M YOUR BIG MALE 🍆🍼
https://t.co/8f0Z8nqeZZ
500 PHOTOS AND VÍDEOS  
FOLLOW ME🔥🔥 https://t.co/vl2x1CXcxA",
1108123560923418624,1595135199721189376,en,['1595135199721189376'],2022-11-22T19:20:42.000Z,"RT @KING_TYLOR_: With or with out ? 

https://t.co/31pyRxnWNL https://t.co/afiXg1GVhh",
1108123560923418624,1595134935244754944,en,['1595134935244754944'],2022-11-22T19:19:39.000Z,"RT @dickfollowers: hey my love do you want to see this video? CLICK HERE 👇😱💖
https://t.co/P4mqOGV7u4 https://t.co/yFCjDMTeW6",
1108123560923418624,1595134882854113282,en,['1595134882854113282'],2022-11-22T19:19:26.000Z,"RT @deric_Dk_2: Black temptation😈

R♻️t          L❤️ike

@deric_Dk_2   @Deric_DK_ 

🎇ins:https://t.co/zzBL9kZVbI

https://t.co/iUB7AJQ93h…",
1108123560923418624,1595134811634819072,es,['1595134811634819072'],2022-11-22T19:19:09.000Z,"RT @un_alexxx: Ya te suscribiste a mi only? Promo durante todo septiembre, solo por 3,99 💸💸😈⬇️⬇️⬇️

https://t.co/3Ow38fvBEQ https://t.co/4m…",
1108123560923418624,1595134664603144193,es,['1595134664603144193'],2022-11-22T19:18:34.000Z,"RT @Albeiro2mathias: DISPONIBLE PARA DARTE 💦 Y MAS 💦🍆

SUSCRIBETE SOLO POR $3.25

Cuenta onlyfans: https://t.co/6M3vPXsFp5

Cuenta Loverfan…",
1108123560923418624,1595134603324710913,en,['1595134603324710913'],2022-11-22T19:18:20.000Z,"RT @Diablobiel: My dick is good, but have you tried my ass? in this position you put? https://t.co/JzCdzKSUsM",
1108123560923418624,1595134404145582080,en,['1595134404145582080'],2022-11-22T19:17:32.000Z,"RT @daddychrisok: ⚠️ Me calenté masajeando a mi amigo y lo terminamos cogiendo a pelo 👅🍆 
🔁 RT VIDEO ENTERO
https://t.co/khAMyfClyT 
👉🏼SOLO…",
1108123560923418624,1595134327423401987,en,['1595134327423401987'],2022-11-22T19:17:14.000Z,"RT @gymboy5252: Contenido exclusivo  fans 🔞 
Exclusive adult content for my fans🔞 

            👇 👇 👇 👇
https://t.co/qKzKxKtJNy 🔞…",
1108123560923418624,1595134261732216832,pt,['1595134261732216832'],2022-11-22T19:16:58.000Z,"RT @DLajeOficial: E ENTAO QUEM VEM ?
FESTA DIA 03/12 COM PUT0S DE TDO LUGAR. VEM CONHECER CURTIR E GOZAR COM A GENTE @julioalvesrb @jesilvx…",
1108123560923418624,1595134206988128260,en,['1595134206988128260'],2022-11-22T19:16:45.000Z,"RT @northwestchavs: Dirty, sweaty and rough 
A gay couple from next room watched and filmed us fuck, it was so horny! 😈💦

Full video on our…",
1108123560923418624,1595134116282126336,en,['1595134116282126336'],2022-11-22T19:16:24.000Z,"RT @RickySabroso23: My friend really wanted cock, because he has mine and my roommate's.😏😈

🔥https://t.co/AG2DBFXCbN🔥 https://t.co/fLD2vGRW…",
1108123560923418624,1595134055196262400,en,['1595134055196262400'],2022-11-22T19:16:09.000Z,RT @Escorpiao1997: Two sticks giving milk on the street with people passing by https://t.co/oO7r5PgKzz,
1108123560923418624,1595134001467228161,es,['1595134001467228161'],2022-11-22T19:15:56.000Z,RT @AlejandroLeche: 🎞👉🏻 20 minutos en mi https://t.co/DLzOxvL1v0 🔞🍆🍑👅 con el vecino @miguelknowless 🥵 https://t.co/RsyjrJEP2E,
1108123560923418624,1595133896513163264,en,['1595133896513163264'],2022-11-22T19:15:31.000Z,"RT @gcsmxxxxxth: STRAIGHT OUT OF WORK, SO I’M DIRTY 🥵 WOULD YOU STILL FUCK THIS CHOLO? 😈🇲🇽 https://t.co/DcevKyiCpn",
1108123560923418624,1595133802506235904,en,['1595133802506235904'],2022-11-22T19:15:09.000Z,RT @JamesAston777: Think I might need Magnum XL’s 😅 https://t.co/hPHnYyTd4r,
1108123560923418624,1595133315916627968,en,['1595133315916627968'],2022-11-22T19:13:13.000Z,RT @DakotaFTM: Look at that boy pussy grip 🍆😈 https://t.co/p2RKNblM6S,
1108123560923418624,1595133046822699010,es,['1595133046822699010'],2022-11-22T19:12:09.000Z,RT @walterbarrion14: Una tarde  de relajación se termina convirtiendo en una tarde caliente con mi vecino del edificio 🤤 😏 🥛💦 #RT An aftern…,
1108123560923418624,1595132909081755649,en,['1595132909081755649'],2022-11-22T19:11:36.000Z,"RT @SimonMontanaXXX: AVAILABLE NOW✅📚
I find my student @malu_model cheating on the English exam... to convince me to pass it, he ends up br…","{'copyright': False, 'country_codes': ['ID']}"
1108123560923418624,1595132613748232194,en,['1595132613748232194'],2022-11-22T19:10:25.000Z,"RT @Laurence_Ac: I just came deep inside of @callmeMrKent , @Tim_onlyfans https://t.co/EtRFBmjYNr",
1108123560923418624,1595098193075007489,en,['1595098193075007489'],2022-11-22T16:53:39.000Z,RT @leedsladcd: Rt if you wanna jump on😈 https://t.co/gcFEJBXIOg,
1108123560923418624,1595098110270783491,en,['1595098110270783491'],2022-11-22T16:53:19.000Z,"RT @Matias_Sprouse: 🇬🇧 Hello I'm Matias Sprouse! 👋🏻 Watch all my complete porn videos + Private chat with me on my ONLYFANS! ⬇️😘
https://t.…",
1108123560923418624,1595098044395294726,es,['1595098044395294726'],2022-11-22T16:53:03.000Z,RT @GaelonlyVIP: Cómo me encanta partir un buen culito. https://t.co/9ImLFx4eO9,
1108123560923418624,1595097812387110913,en,['1595097812387110913'],2022-11-22T16:52:08.000Z,"RT @fitmandanvip: Wait to see my SURPRISE 😏

Find more on Profile 😈 https://t.co/nhGoH71D0X",
1108123560923418624,1595097719139622912,en,['1595097719139622912'],2022-11-22T16:51:46.000Z,RT @Amelia974646801: FEEL THE ENERGY OF SEX 🔥🔥 https://t.co/vmElTenhrQ,
1108123560923418624,1595097668807704579,en,['1595097668807704579'],2022-11-22T16:51:34.000Z,"RT @planetgmen: Like and Share 🔥 
DM for promo 💰 https://t.co/hlOPXqtaQn",
