user_id,country,username,description
16914946,Canada,kourouklides,Moved to #Gettr | Founder in #EdTech | Alumnus of @ImperialCollege | Views are my own | Self-censored | Likes/Shares ≠ endorsement
17449331,Canada,Damolaowode8,Lasalle|’23|Height6’2|Weight230|Wingspan 6’8|DE|OLB|3.7Gpa|Coaches cell :4015751573 Geoffrey Marcone🇳🇬
205845020,Canada,NymOfNySar,notifications are filtered so have at
21421397,Canada,harryrightbooby,born under scorpio skies | 17
221114461,Canada,AmyCox70149709,regret from the mistakes
22999012,Canada,arctijebrown,An Architect
2322615734,Canada,,Please view @FunkoShopAlert for all other alert services. This account is not owned or operated by Walmart or Funko
2357187444,Canada,DimasWMorales,I love   this   country 
245838339,Canada,,
253180602,Canada,bigrobstunner,location':
26688322,Canada,Lizzie94247880,Q .4844550  直接点蓝色字体即可查看详细资料 （点下）→@cbbcbb782
270921976,Canada,churun_meru,Cristiano Bolivariano Chavista y Socialista.
2800143476,Canada,Joewozhere424,England 🇬🇧 Ireland 🇮🇪 Scotland 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f Wales 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f
2842118875,Canada,steph_vonta,
290122927,Canada,agnos_pharmos,| Iranian patriot- humanist- agnostic- freedom fighter✌🏻| 👀question everything❗NO MEK🚫 #IranRevolution #براندازم
29447428,Canada,TarshaSherelle,💍 soon to be 🥰.                            LSU 💛💜🐅IG- lovetarsha.2 I’m only here to talk to the air ..nothing more 😉
3010974344,Canada,DavidLocksmith3,We cover all types of locksmith work including burglary repairs lock changes and lock repairs lock-outs emergency entry and more.\nWe can unlock any car also.
304823007,Canada,IndirectUltima,Heir of Blood | #1 Springtrap Ambassador
3170442088,Canada,13_laloo,
3279034640,Canada,diahectics,in the absolute movement of becoming ✨ doctorate in history on policing organizing in @gsowhoa against the same
3339174444,Canada,seosamholaoi1,
33620070,Canada,bonnieburgess,
337971443,Canada,,Associate Editor @UsWeekly / Editorial Asst. at @TellTaleTV_ /Lover of Coffee Dogs & Steve Harrington. Pan 🌈
351013017,Canada,velcrojim,
36067096,Canada,MI3_Montreal,MI3....A new age financial communication company specialized in Market Awareness Market-Making and Market Intelligence
364636495,Canada,_nft_niyi,NFT related...... Wizkid Fc❤️💜🦅
37489774,Canada,MuluGeb1,I advocate for the people of tigray!💛❤👊💪 #StopwarOnTigray  #TigrayRapVictims #tigraycantwait  #Tigray #TigrayGenocide #Tigraywillprevail #AllowAccesstoTigray
385745392,Canada,ninerforlife96,
401443455,Canada,DrIronJunkie,Junior Doctor: PGY7. GPST2👨🏽\u200d⚕️Plant-Based Nutrition 🌱 Vegan For The Animals 🐮Amateur Fitness Guy💪🏽 Opinions My Own 📝 He/ Him
464068170,Canada,MohamedyasinA6,Be a 🌟
4805682378,Canada,XplicitMevon,Music Producer | Song Writer | Visionary | Xplicit Entertainment | Manchester United Fan | #2MV
482338494,Canada,suewestwrites,Writer @suewestwrites - Be kind - Write beautiful words - On Wurundjeri Woi Wurrung country
4863079029,Canada,worldofsardina,I will not stress myself out about things I can’t control or change. Let the beauty of what you love be what you do. My way or go away No Porn.Politics.Drama⛔️
49165172,Canada,RazaniSharmin,Reality is only what u make it 🌿🌻\nSnap // eme_emery03
502369381,Canada,,what are youoing here
523559327,Canada,Sojib55729425,
540465387,Canada,libertyanfree76,"Christian ✝️ ~ American 🇺🇸 \n“Trust in the Lord with all your heart...""\n     ~Proverbs 3:5\n\nTrolls and bots are blocked"
738130621071925248,Canada,StolzU,Love all animals especially big and small cats dogs wolves elephants giraffes squirrels dolphins whales and ... ;-)\nNo DMs please! No war please! 🇺🇦
764451495555244033,Canada,NBC10,protected': False
789397585,Canada,sharkth3y,xxx 22 serving life in @bluedeputypa @khakicuffs @mindgoblinhc @heismanxxx @camp_swim
790141513,Canada,Elektrikzavodsk,🎲
841728096231395328,Canada,zeezee1822,Weather Music
84956872,Canada,Big8LA,Los Angeles | 26 | Ex Collegiate Athlete Let’s 🎥- 8 Cut Top | Let Me Choke You 🍆
914740242233610240,Canada,Menstrual_Pains,
914956623801733121,Canada,polarbearish,Masks work so wear xx95!\n #BlackLivesMatter. Trans lives matter! ♿ lives matter!   \nZiraati shamanka. Lover and beloved of the living Gaia. \nshe/her
937230148201574400,Canada,epollaert,Former m&a and project finance lawyer current photographer and Germanic linguist. B.A. M.I.A. J.D. LL.M. I have some opinions. Berkeley and Utrecht.
977993981354225664,Canada,,I Heard This Was A Weed Friendly Environment 🌱Founder of Green Thumb420 @420greenthumb_
992071788237590530,Chile,,#Actorleeminho
34782531,China,alolamanalo,I’m Su! She/her and 27 years old! This is mostly a Pokemon and TWEWY account but I do post other interests. Banner by @kingdomchainz
492022692,China,,id':
74976267,China,adnankhanaadi00,@rajakuma7 my best frnd
953898624605474817,China,,
269525401,Costa Rica,,#MMAFamily #MMATwitter #PureEVilMMA #TheBestOfMMA #VIP #DiazArmy #TeamDiamond #TeamKhabib\n#UFC #BKFC #PFL #Bellator #Boxing #PBC #Wrestling #CageIQ
1353085512576245761,Cuba,BayHockeyRadio,Bay Hockey Radio brings you LIVE commentary of the Whitley Warriors Whitley Bay Beacons and more! (formerly Warriors Radio)
1233477560027230212,Czech Republic,,
1394032499446140933,Czech Republic,,gaywad \n❧ matching with @SlurpingSlugs my beloved ❧
363470669,Czech Republic,riverlevel_0455,One of 1000’s of unique automated river level accounts part of the http://t.co/LJVIAhj6Cp and http://t.co/KVOHg9Kpsi systems. Email: info@shoothill.com'
1225698736854036480,Denmark,Junaidb31726643,Not like the rest of them
635653676,Denmark,MilliganGlenne,Looking forward to seeing our country thrive again. Beliefs: Hard work achieves results.Not interested in moaners. You make your own luck in life .
3078313054,Ecuador,cusksjmoon,Army || BTS 💕
1484089031625482240,El Salvador,saman19405325,
1129848049,Ethiopia,FREDBACK92,
147463326,Ethiopia,lovelyhamlet,(.5 oz amaretto + .5 oz SoCo) lovely hamlet 🃏🍀holiday sale: all live readings in 2022 will get a 50% off coupon to use in 2023.‼️💚 book a card reading now
1541693317972377601,Ethiopia,onikaella,Writer\n\nBarbzzzzz for life!!!
1736108306,Ethiopia,KaraboRiley,
2942683306,Ethiopia,swampswamppy,can someone come get me im too gay to drive     28
395646798,Ethiopia,ShkMubasshir,
828025466887905280,Ethiopia,ZoeyNkxsaf,I don’t get lucky. I make my own luck.'
1338510628147912709,France,dontweetonme,"Americans do not celebrate the ""Sons of Conservatism"" on July 4th 🇺🇸 Liberal Citizen Patriot @NHLBruins"
1505901446,France,Dbax4225,
1516312445089980420,France,MikePerryavatar,"Well-adjusted considering'."""
1566413088731140097,France,mixpawat,verified': False
1587481739416453121,France,habisiby95,
2422451808,France,,Nhu anh day thoi
2547762242,France,SMurray04407088,
2777172341,France,neekdummie,I will win indefinitely 🎯
333804597,France,poorhonestghost,panda/aspen/rudy | he/it+ | beekeeper | entomologist | ❤️ @pothosrays @mothballers | cw arthropod content ahead
817761598278406148,France,Cyberpu_nkfixer,Megazord\n\nNot a good fit for Twitter\n\n#midjourny #midjourneyAi #midjourneyart\n\nStyle over substance\n\nAttitude is everything \nTake it to the edge\nBreak the rules
82639651,France,azkomu,// Producer & DJ // ARIZONA \\\\ 🔺🇲🇽🇺🇸
887707490,France,clfklf,Conservative Mamaw
955465869827674114,France,bbg_sophy,Most humble & lowkey tweep... @sophy_254 🤎
1000818739984650243,Germany,DeathApeDisco,Furious and expansive UK rock band. We love Clutch Alice In Chains Tool Orange Goblin and all good things. Listen. Rock.
1003736769777553409,Germany,_JunieBRIJones,✨Live Life In Color ✨ IG: _LiveLaughLoveBri ✨'
1016357270807089152,Germany,jalexa1218,Often tweeting constructive criticism at White House journalists. #BlackLivesMatter #Beyhive #RenasArmy HTX 🤠💕
1200942270704427011,Germany,,Syed Mujtaba Ali
1211400095649808384,Germany,HoganMarjory1,【高端外围精品兼职】 全国一二线城市均可安排~空姐 网红 学生 御姐少妇 模特 可工作室 可上门 可空降.【次/3k.夜/8k】有门槛介意者口嗨者勿扰！联系QQ：715117530 备用QQ：1624432799 电报资料群:https://t.co/j9BU2ptM8t'
146743963,Germany,BruceKeressa,Widow of the m2w2ost amazing man in the 🌎. Retired Leo & Social Worker. Proud follower of Christ but not into the religious hoopla. Proud mother & grandmother.
1550548664208470016,Germany,ttastev,Leftist by NatureAnti-Fascist by Birth. #NEVERAGAIN #StandWithWomen politically homeless former Labour Party . will block any that use TERF as abuse.
155617683,Germany,viaevis,20+ │ she/her │ FAN ACCOUNT for entertainment purposes only │ BTS/mdzs cql/hxh/shl woh/tgcf
1579908238904070149,Germany,Roly24902921,
2786134888,Germany,minerva140,
2978233930,Germany,,Making education awesome.
396773698,Germany,,💉+😷=🗿
4013970386,Germany,khaharshohar00,من منسوب به افغانستان، متولد ایران هستم. هر دو کشور از به رسمیت شناختن هویت من سر باز زده\u200cاند. پس من یک بی\u200cوطنم.'
826105154139254784,Germany,heh_rrr,
1307407841242877952,Ghana,hdhrh_hfight,
15035209,Ghana,mqmyles420,Ooohhhhhhhh yeaaaah..... #UIUC.Blogger✍🏾. IG:pretty_standard_
3182990685,Ghana,kent0ie,i love w6yv
3294058415,Ghana,kweku309,Publicitygh Mapping Officer Sound Engineer LA Laker and Currently looking for employment
707265303512784897,Ghana,Mr__Willz,SC: Mr_Williamsss #Lakeshow
905530344,Ghana,VermillionRich,
1189837278505578496,Greece,spt_liz,Duke DPT Class of 2021'
1430190893479469058,Greece,JoyJose79333210,the same items frm here
1586195391652933633,Greece,mpleasance,Geek & Nerd techie. Thoughts & tweets are usually my own.
1590242461426802688,Greece,SPSalesLetting,SP Sales and Lettings is a family run independent estate agents situated in the heart of Coalville.'
1337543383800229892,Hungary,zanaines,We are wandering through time in a magical vessel of fate\n\nConcordo'
36128870,Iceland,Femzydaraw,Artist🎤🎼 A 9BN💛 Non religious An Ambivert💡💥 click on tha link below 👇 to listen to #Vawulence💥💯
1011690982344032256,India,brooke_blas,not really sure what I’m doing other than existing
104583131,India,PowerBlack0001,
1059466831260344320,India,,test for aws cloud
1119179123576827904,India,allmystars_7,Go and catch a falling star... ⭐💫 Run run run!     💜🐯 💙💎☁️ ❤️🐳
134340234,India,JusKeese_,Brooklyn/L.I 📍
1391765435671064576,India,nightstandreads,NightStand Reads is dedicated to bringing awareness of great books to the masses. Millions of great books go unread and we want to help change that.
1419239941704359940,India,mridha_saniyah,
1419421881896214535,India,dQZk9Cx2mhgds2b,
1507411352943734784,India,,id':
1540686967263961088,India,meoreubag,
1541431159258750977,India,seanagnew,Capitalist - Veteran - Golf - Bourbon
1595168652147494929,India,Revenantialtax1,
1716610758,India,DavidAbramsons,
189554997,India,_TallieRose,Indie Author. She/Her. Avid Thrifter. Houseplant Murderer. Too many cats. 🌈@ninestarpress🌈
2149223948,India,lovers_mileapo,
25964286,India,HikeOurPlanet,🌿Protect All Beings Love #Nature ~ @LeeHillerLondon  #Vegan #Hiker #Photographer 🌱🌄 #OptOutside #resist Save OUR #PublicLands  🌏
265079836,India,RUWTncaab,How many instant classics have you missed?'
2710802621,India,Lailaacnip,
272476744,India,RickyBWolf,"""mankind\'s most noble goal: the search for truth and understanding""\n“mankind’s most noble emotions: curiosity humility reverence and love”"
2863794265,India,broncougar,
2889601750,India,jwpak88,physician specializing in stem cells and regenerative medicine.
300454955,India,Its_Carlos_Here,"""One observes the survivors and learns from them."" Frank Herbert"
3151598514,India,bAM3PR77QfvFlv0,
355989081,India,rkivsew,ya dije q amo a jimin??
50626629,India,,
775321488484290560,India,ArryTheStarry,☄☄☄☄☄☄☄WELCOME☄☄☄☄☄☄☄🌟trans/non-binary🌟bi🌟23y old🌟ZOOPHILES DIE🌟autistic/other conditions🌟Furaffinity: ArryCat🌟Instagram : ArryTheStarry🌟
80578355,India,,
834474696460558336,India,CindyLo67677320,we hope doing well in exam
744368337732272128,Indonesia,BorisCuellar_,Me tenias para toda tu vida pero no quisiste.
14918577,Iran,adelina_sinohui,The Best gun to save your life is the one you have on you.\nJames 2:19 \n19\xa0You believe that there is one God. Good! Even the demons believe that—and shudder
1573249744394223617,Iran,LaVieDeChatTot,On veut la vie de Chat ! Et plus vite que çà !!!
1596962051108347908,Iran,,I wish Facebook would notify me when someone deletes me. That way I could ‘Like’ it.
1596962081554796545,Iran,,
1596962089955954691,Iran,,
1596962302959710208,Iran,,Reno Nevada Insurance Agent #ardentinsurance #runeveryday #run #runstreak #fitness #renonevada #insurance #kkrushvert #strava
1596962514738233344,Iran,touhoukid,public_metrics': {'followers_count': 68
1596962697828077571,Iran,xxp1r3dd,🌸shtwt & edtwt🌸 || Don’t report just block || BASIC DNI + proshipper MAP/p3do anti ED/SHtwt transphobic or squeamish 😋😋
1596962838505037829,Iran,Rebecca__Reeder,Book reviewer #booktwt writer animal lover traveler. Member/volunteer-Orangutan Foundation International.TCU alum. #SCBWI
947956197310603264,Iran,DobszaiEszter,#IStandWithAmberHeard #justiceforamber #WeCanBeHeard'
1238886328852533249,Ireland,RodFrank12,Mayor of Strathcona County  Contact me at Rod.Frank@Strathcona.ca Views are my own
1271223433553207296,Ireland,32_ireland,United Ireland.\n32 Counties\nCatholic Protestant and Dissenter\n#RememberMyNoah
132275425,Ireland,,
1329127115317456897,Ireland,KibetINC,Never that serious\n@manutd🔴
1446289678471155712,Ireland,,Writer of five crime novels three featuring DS Jennifer Hastings. Blogger. Avid Reader. News Addict.
1577078589564096517,Ireland,Justyna80401014,id':
2462802087,Ireland,,id':
409488227,Ireland,ArminIrani8,
58874851,Ireland,apeinv,
69634730,Ireland,Kerstmis40,Tradities normen en waarden democratie en vrijheid van meningsuiting in West-Europa moeten beschermd worden tegen links fascisme en islamisering.
722741909115035648,Ireland,,开云体育 https://t.co/IFN98R5pdn 火狐体育 https://t.co/IuFSCuIVzz 火狐体育 https://t.co/lEP9Gdy39E
797171522402140161,Ireland,Calicocathy7700,
754409255374127104,Israel,,
606144772,Italy,JDjwhite54,I love god my family and fishing. Oh! I am a deplorable. ✝️🙏🏼🇺🇸💜💜🍊🍊💜💜
1582679591449030658,Jamaica,abbieee_0820,Leo♌
2503035837,Jamaica,EngyAli54756097,Mod @ Bibo Alpha Wagmi
739143990499364864,Jamaica,The_AuDaCity11,believe whatever you want 🤷🏾\u200d♂️6’3 🧍🏾\u200d♂️ignorance is bliss #CopaAmerica 🇦🇷🏆 #ForcaBarca💙❤️
2320034306,Japan,,Environmental Conservation Bot\n\n𝗖𝗼𝗻𝘁𝗮𝗰𝘁:𝗲𝗻𝘃𝗶𝗿𝗼𝗻𝗺𝗲𝗻𝘁𝟰𝗮𝗹𝗹𝟭𝟭@𝗴𝗺𝗮𝗶𝗹.𝗰𝗼𝗺\n#climatechange\n\nPlease follow us and help raise awareness 🤖
478138750,Japan,ThacherIslandWX,
938929297,Japan,,
1263454389852704768,Kenya,,Darius Eure #ECSU #HBCU #VikingPride
1278930481606770688,Kenya,C4cC6T8B22cIKlF,
1405884552803987457,Kenya,p_millerd,Helping people thrive on unconventional paths\n\n📘 The Pathless Path: https://t.co/KYodLFEYce… \n\n🤓 @strategyskills \n\nExploring w. @angieeecreates
1405904535042904068,Kenya,mmcginn13,Mother grandmother nurse lifelong learner.
1509894804909527042,Kenya,FWPLeagueTwo,Live scores half-time and full-time updates plus the latest news from the Sky Bet League Two
1555135230746529792,Kenya,meCatarina,i live quietly in my small corner of the internet. ocd. fotos. sportsy. coffee. art.🎨🖌🎞📸🏈⚽⚾🎾🚲☕️
1555465111313211392,Kenya,stef_babyyy,UIUC ‘21 👩\u200d🎓
18734321,Kenya,,Married SocialWorker loves dogs travel baseball and Tai Chi no DM’s please
228530136,Kenya,fuckingnerd,world famous blogger
2367069331,Kenya,Fernand65806636,
2603541862,Kenya,janesawdc,♡ S&FEMME ♡ DC SCREAM QUEEN ♡ THE SAW IS FAMILY ♡
287594979,Kenya,karluhhbab3z,اشفقت من اخفاء ما لم تخفه فكشفت ما تخشي غواء
800457783220924416,Kenya,,
814770191930458112,Kenya,Caraddict10,Aye
890863857203384320,Kenya,Ryanthehunterr,
18840896,Kuwait,Iuvcherrimotion,
1563182892955578370,Latvia,679evil,i luv horror
840540316407017476,Lithuania,DetraFo61342263,last day i found my girlloving
2672717805,Luxembourg,AwesomeChristo,23 yo Poland
104490861,Malaysia,,
1018242338278256640,Maldives,JosephWenger___,
1477672337373859848,Mexico,cgard30,Truth Social @cgard30
1590314768677617666,Mexico,PACTHUgg,
16059899,Mexico,Cris51640133,全国一二三线城市可以安排，部分国外城市也可以安排。包养，伴游，外围，快，夜，高端服务，品质至上，靠谱才可以长久，QQ:382198945 电报看图选人：https://t.co/O9zCellHn9  另外全国招聘极品女孩，招聘合作，加盟商
164429747,Mexico,,we hope doing well in exam
208375283,Mexico,,LIFESTYLE📍\nWish me🎂26 july🎉\nLove You Mom Dad😍\nGJ_05_surat\nFollow me facebook 👇
2942589788,Mexico,,Vagabundo sin corazón que gusta principalmente de la Música Fotografía Arte Colores y la Noche...
61658565,Mexico,ariesdame,I actually use Bluetooth headphones as well
1538931375759364098,Namibia,CriticalCupcake,Science Comedy Left LGBTQ+ Atheist #Resistance\nChronicPain PolyBiPan Queer\nAnti-Religious-Harm + Bigotry \nEveryone is an idiot sometimes esp. me ;)
1547178544102621185,New Zealand,buffer1974,
185187473,New Zealand,,Proverbs 3:5-6
2201720923,New Zealand,InnovativeHindu,Consultant..वसुधैव कुटुम्बकम..अहं ब्रह्मास्मि..तत्त्वमसि..Seeker of Sanatana Dharma..Proud Hindu..Hindu Nationalist..Absolute FOS/FOE with facts.
2218505628,New Zealand,ArkayEsq,science and shit. everything is interesting. amateur astronomer. netsec/grey hat/project redwood. this acct is a burner.
506230666,New Zealand,AnnieNa11904096,regret from the mistakes
554418556,New Zealand,willycooper,
753238093579165700,New Zealand,Dabears461985,Tis the season to Bear🐻👇🏻…!!!!
864678243626102784,New Zealand,,id':
1019287244,Nigeria,Alexblx,Democracy Secularism Free Markets; mean freedom peace and prosperity.
1031623485242699776,Nigeria,Seth_Doumit3,#LilSmokieGang  👻: sdoumit3
107360105,Nigeria,dropbuckets3,
1112715843639656448,Nigeria,ameerahtuu,
1113693029347540992,Nigeria,jeremiahw,product & tech nerd. views my own.'
1117369610,Nigeria,artyny59,Check out my newest books and more at Facebook  (Arthur Butt The Fantasy SyFi Author). Published by @CleanReads_ and @SummerSolstice6
1118399214,Nigeria,StephenOlateru,I believe in a world with #ZeroPoverty & #ZeroDisease \n#CriticalThinking #Innovations\n#HealthTech #HealthResearch.
1127871272090779648,Nigeria,drobertico1,la vida una sola se vive hoy
1133881834322968576,Nigeria,sspraguejr,
1152213159941464064,Nigeria,michell35253689,To be honest
1168915182581686278,Nigeria,riverlevel_0823,One of 1000’s of unique automated river level accounts part of the http://t.co/LJVIAhj6Cp and http://t.co/KVOHg9Kpsi systems. Email: info@shoothill.com'
1182549516672753664,Nigeria,AstroNattie,location':
