edit_history_tweet_ids,text,id,geo,created_at,author_id,lang
['1583082020002967552'],"RT @Jameca2011: Y’all don’t know how bad y’all really be breaking people, when you force them to give up on you and they REALLY LOVED YOU,…",1583082020002967552,,2022-10-20T13:05:40.000Z,419983075,en
['1582379481062596614'],"Sometimes, it’s just the principle of shit 🫠",1582379481062596614,{'place_id': '3b97fb577b7bcfb8'},2022-10-18T14:34:02.000Z,419983075,en
['1580701242967224320'],I’m ready to move back to Atlanta every other day .,1580701242967224320,{'place_id': '3b97fb577b7bcfb8'},2022-10-13T23:25:18.000Z,419983075,en
['1578448962109206528'],Exactly wtf i be thinking about myself 😂😂😂 https://t.co/XkOJMwIUI5,1578448962109206528,{'place_id': '3b97fb577b7bcfb8'},2022-10-07T18:15:33.000Z,419983075,en
['1578033167503568896'],😂😂😂😂 https://t.co/j9dlxD4IZs,1578033167503568896,{'place_id': '3b97fb577b7bcfb8'},2022-10-06T14:43:20.000Z,419983075,art
['1577779717259857922'],I love celebrating my friends and their milestones! We celebrated Cowgirl style this time  🤠 #Nailedit https://t.co/pKfTv151ZG https://t.co/jhkPDpvhdn,1577779717259857922,,2022-10-05T21:56:12.000Z,419983075,en
['1577388096286605313'],RT @blckbarbie_: I’m traumatized you got one time to remind me of my ex and i’m gone😂😂😂😂😂😂😂😂😂😂😂😂 not again,1577388096286605313,,2022-10-04T20:00:03.000Z,419983075,en
['1572273242122981376'],This is obviously something i would do ❤️😂 https://t.co/mxRYwelLUt,1572273242122981376,{'place_id': '3b97fb577b7bcfb8'},2022-09-20T17:15:27.000Z,419983075,en
['1572189469381378049'],RT @WhoTFissim: We grown asf. Fix y’all communication skills,1572189469381378049,,2022-09-20T11:42:34.000Z,419983075,en
['1567865037775159304'],Hell yea 😂 https://t.co/brauMvFTW0,1567865037775159304,{'place_id': '3b97fb577b7bcfb8'},2022-09-08T13:18:49.000Z,419983075,en
['1567844468354588679'],RT @JaYunnaMonae: why clubs dont take them pics like my mama nem use to bring home,1567844468354588679,,2022-09-08T11:57:05.000Z,419983075,en
['1567611200162172928'],No but fr 😂 https://t.co/73GlvL61fS,1567611200162172928,{'place_id': '3b97fb577b7bcfb8'},2022-09-07T20:30:09.000Z,419983075,en
['1567358229910355968'],"RT @bydecki: Unfortunately, I don’t wanna rebuild bonds that I didn’t break.  You crossed the line, I didn’t.",1567358229910355968,,2022-09-07T03:44:56.000Z,419983075,en
['1567240182176309251'],😂😂😂😂 https://t.co/hnkVIa0Cqq,1567240182176309251,{'place_id': '3b97fb577b7bcfb8'},2022-09-06T19:55:52.000Z,419983075,art
['1566455445736374273'],RT @_TherealAdaBoo: i’m single single like single to the point where I ain’t got nobody to call when i’m drunk &amp; wanna cuddle 😭😭,1566455445736374273,,2022-09-04T15:57:36.000Z,419983075,en
['1566174686488190976'],"RT @JeremiahLanez: i want a mature adult relationship. no hidden agendas,  just love &amp; vibes.",1566174686488190976,,2022-09-03T21:21:58.000Z,419983075,en
['1565038068226310146'],RT @summerwaccess: .@AriLennox “Queen Space” ft. @IAMSUMMERWALKER OUT NOW! 🖤⚔️ https://t.co/sfKpIDbms0,1565038068226310146,,2022-08-31T18:05:27.000Z,419983075,en
['1565037327663104001'],RT @DreloATL: Shacarri Richardson beat the fastest girl in the world today and ain’t getting no love for it…. That’s crazy,1565037327663104001,,2022-08-31T18:02:30.000Z,419983075,en
['1564949215775711236'],I see no lies told @BanitaApplebumm 😂😂😂😂😂😂😂😂😂😂 https://t.co/ZIwaLU320A,1564949215775711236,{'place_id': '3b97fb577b7bcfb8'},2022-08-31T12:12:23.000Z,419983075,en
['1553404547686621186'],I CANNOT stop laughing https://t.co/SeIMdH11S6,1553404547686621186,{'place_id': '3b97fb577b7bcfb8'},2022-07-30T15:37:59.000Z,419983075,en
['1553403475349962753'],RT @1NOnlyDaii: Imma my man my man my man these girls to DEATH LMAOOO,1553403475349962753,,2022-07-30T15:33:44.000Z,419983075,en
['1552796978836344832'],Today has been the most annoying freaking day 🙄,1552796978836344832,{'place_id': '3b97fb577b7bcfb8'},2022-07-28T23:23:43.000Z,419983075,en
['1552284463752781830'],😂😂😂 https://t.co/0yzkddARRy,1552284463752781830,{'place_id': '3b97fb577b7bcfb8'},2022-07-27T13:27:10.000Z,419983075,art
['1550464295707746310'],Him said “i really hope this is what we think it is” ❤️,1550464295707746310,{'place_id': '3b97fb577b7bcfb8'},2022-07-22T12:54:28.000Z,419983075,en
['1548717362387484672'],I think i want to start watching American horror story,1548717362387484672,{'place_id': '545d3cbd259866ef'},2022-07-17T17:12:47.000Z,419983075,en
['1546237750097108992'],😯🥴😬😅🤣 https://t.co/hhzO29apZH,1546237750097108992,{'place_id': '4ec01c9dbc693497'},2022-07-10T20:59:41.000Z,419983075,art
['1545076853043564545'],@ItsYaBoyDeuce I’m trying mehn it’s getting crazzyyy lol,1545076853043564545,{'place_id': '3b97fb577b7bcfb8'},2022-07-07T16:06:42.000Z,419983075,en
['1544835536766001159'],This one class got me literally minutes away from just saying forget about school like fr 😡,1544835536766001159,{'place_id': '3b97fb577b7bcfb8'},2022-07-07T00:07:48.000Z,419983075,en
['1544465214292344836'],I don’t  understand why you have to explain to others “why” you want to be married,1544465214292344836,{'place_id': '3b97fb577b7bcfb8'},2022-07-05T23:36:16.000Z,419983075,en
['1544329521368891396'],"I got the job , i got the job!!!!!!!!!",1544329521368891396,{'place_id': '3b97fb577b7bcfb8'},2022-07-05T14:37:04.000Z,419983075,en
['1541946718631100419'],RT @_dreci: I smoke bc it helps me deal with people better,1541946718631100419,,2022-06-29T00:48:40.000Z,419983075,en
['1541780332722225152'],This is legit INSANE 🥴,1541780332722225152,{'place_id': '3b97fb577b7bcfb8'},2022-06-28T13:47:30.000Z,419983075,en
['1541482056609370115'],Ugh I’m not a casual dater bro 🥴😩,1541482056609370115,{'place_id': '3b97fb577b7bcfb8'},2022-06-27T18:02:16.000Z,419983075,en
['1541257116182319104'],Dang i haven’t been this sick in a minute 😞🤒,1541257116182319104,{'place_id': '3b97fb577b7bcfb8'},2022-06-27T03:08:26.000Z,419983075,en
['1540726931234213890'],Okkkkkk i think I’ve had quite enough atp,1540726931234213890,{'place_id': '3b97fb577b7bcfb8'},2022-06-25T16:01:40.000Z,419983075,en
['1540422412981911553'],RT @omfgWAVY: some connections are simply to fine tune your discernment and recognize incompatibility a lot sooner. you won’t get to experi…,1540422412981911553,,2022-06-24T19:51:37.000Z,419983075,en
['1540011248074514436'],Hung tf OVER 🫠,1540011248074514436,{'place_id': '3b97fb577b7bcfb8'},2022-06-23T16:37:48.000Z,419983075,en
['1539960470320332801'],Love all this shit for me,1539960470320332801,{'place_id': '3b97fb577b7bcfb8'},2022-06-23T13:16:01.000Z,419983075,en
['1539960427312037890'],Damn it’s been one hella of a hot girl summer For me … and I’m loving and loving every bit 🥰,1539960427312037890,{'place_id': '3b97fb577b7bcfb8'},2022-06-23T13:15:51.000Z,419983075,en
['1539885154172289024'],my gut never lies 🫠,1539885154172289024,{'place_id': '3b97fb577b7bcfb8'},2022-06-23T08:16:45.000Z,419983075,en
['1538911327716052995'],RT @SBKwame: washing your hands before touching her coochie is important.,1538911327716052995,,2022-06-20T15:47:06.000Z,419983075,en
['1538898344206118913'],Maybe this will be the wind of change i been praying for .,1538898344206118913,{'place_id': '3b97fb577b7bcfb8'},2022-06-20T14:55:31.000Z,419983075,en
['1538898282239369222'],"Got referred for an internal position last week , and i got the interview 🥰",1538898282239369222,{'place_id': '3b97fb577b7bcfb8'},2022-06-20T14:55:16.000Z,419983075,en
['1537987477213831175'],Took my son and his friends to dinner and a movie 🥰 They were so much fun‼️,1537987477213831175,{'place_id': '3b97fb577b7bcfb8'},2022-06-18T02:36:03.000Z,419983075,en
['1537543897924218882'],"This is exactly why i stay off these dating apps 🤦🏽‍♀️ you niggas is crazzyyy , I’m talking loony toon , basket case sheesh 🥴",1537543897924218882,{'place_id': '3b97fb577b7bcfb8'},2022-06-16T21:13:26.000Z,419983075,en
['1537120749479251969'],@m_zanii I knowww still don’t know who sent it,1537120749479251969,{'place_id': '3b97fb577b7bcfb8'},2022-06-15T17:11:59.000Z,419983075,en
['1537055072722604032'],They heard i was back on my bullshit … now they coming from all over 😂,1537055072722604032,{'place_id': '3b97fb577b7bcfb8'},2022-06-15T12:51:01.000Z,419983075,en
['1536875703425241089'],Someone sent dominoes to my house for dinner … and i have no idea who it was but thank you 🙏🏽 ☺️,1536875703425241089,{'place_id': '3b97fb577b7bcfb8'},2022-06-15T00:58:16.000Z,419983075,en
['1536048085402542080'],🤯🤯🤯🤯,1536048085402542080,{'place_id': '01cbd58e76f11140'},2022-06-12T18:09:36.000Z,419983075,art
['1535831760977768450'],Today was amazzzinnggg,1535831760977768450,{'place_id': '01cbd58e76f11140'},2022-06-12T03:50:00.000Z,419983075,en
['1535376020693729281'],Appreciate good people ❤️,1535376020693729281,{'place_id': '3b97fb577b7bcfb8'},2022-06-10T21:39:03.000Z,419983075,en
['1535375952850694155'],Shout out to this man changing out my battery in this horrible ass weather 🫡,1535375952850694155,{'place_id': '3b97fb577b7bcfb8'},2022-06-10T21:38:47.000Z,419983075,en
['1535257858555650051'],To satisfying to be true,1535257858555650051,{'place_id': '3b97fb577b7bcfb8'},2022-06-10T13:49:31.000Z,419983075,en
['1535257785063071745'],These conversations are like a brain massage,1535257785063071745,{'place_id': '3b97fb577b7bcfb8'},2022-06-10T13:49:14.000Z,419983075,en
['1534613280140013571'],He talks as much as i do,1534613280140013571,{'place_id': '3b97fb577b7bcfb8'},2022-06-08T19:08:12.000Z,419983075,en
['1534604833352728577'],This man I’m talking to on the phone can’t be real 🥴,1534604833352728577,{'place_id': '3b97fb577b7bcfb8'},2022-06-08T18:34:38.000Z,419983075,en
['1533845011749605376'],"RT @KraveFitness_: Life is weird right now , but fun , but also tragic w/ a sprinkle of excitement I’m losing my mind, but happy and mainta…",1533845011749605376,,2022-06-06T16:15:22.000Z,419983075,en
['1533063117046964224'],Well i guess we are doing this 🤷🏽‍♀️,1533063117046964224,{'place_id': '3b97fb577b7bcfb8'},2022-06-04T12:28:24.000Z,419983075,en
['1532849035442274306'],It officially takes $50 to fill my tank .. #hurt 🥺,1532849035442274306,{'place_id': '3b97fb577b7bcfb8'},2022-06-03T22:17:43.000Z,419983075,en
['1532813272587575296'],Welp they say you don’t know unless you ask right? 🤷🏽‍♀️,1532813272587575296,{'place_id': '3b97fb577b7bcfb8'},2022-06-03T19:55:37.000Z,419983075,en
['1532812966680317952'],I just be doing whatever lol 😂,1532812966680317952,{'place_id': '3b97fb577b7bcfb8'},2022-06-03T19:54:24.000Z,419983075,en
['1532541580116115473'],"RT @kaayniomi: one thing about me, ima go to sleep",1532541580116115473,,2022-06-03T01:56:00.000Z,419983075,en
['1531443304688238592'],Atlanta Carnival 2022 🎉🇻🇮 https://t.co/iFpzm3nyfx,1531443304688238592,{'place_id': '01cbd58e76f11140'},2022-05-31T01:11:51.000Z,419983075,es
