edit_history_tweet_ids,lang,created_at,author_id,id,text,geo
['1594057722395099136'],en,2022-11-19T19:59:11.000Z,200092299,1594057722395099136,"New artwork for sale! - ""Summer Vegetation"" - https://t.co/hCbjcGhZm0 @fineartamerica https://t.co/eZl8lG3NcC",
['1594057309843587074'],en,2022-11-19T19:57:33.000Z,200092299,1594057309843587074,"New artwork for sale! - ""Sunlit Vegetation "" - https://t.co/BxS099aoDi @fineartamerica https://t.co/j1PmkQM14q",
['1594054033093730305'],en,2022-11-19T19:44:32.000Z,200092299,1594054033093730305,"New artwork for sale! - ""Rock and Tree"" - https://t.co/IGt5JNKdpT @fineartamerica https://t.co/A1njVybEqM",
['1594053943763640322'],en,2022-11-19T19:44:10.000Z,200092299,1594053943763640322,"New artwork for sale! - ""Ferns"" - https://t.co/b8oPJFe8tL @fineartamerica https://t.co/9ErNMaZbdP",
['1590803931688730624'],en,2022-11-10T20:29:47.000Z,200092299,1590803931688730624,Farm and Sky Framed Art Print https://t.co/1OzRCiS3SW,
['1590126248369717250'],en,2022-11-08T23:36:55.000Z,200092299,1590126248369717250,Fog and Sunset Wood Wall Art https://t.co/Jn2xZvLKtS,
['1559920999252082689'],en,2022-08-17T15:12:02.000Z,200092299,1559920999252082689,"Douglas Falls, Thomas West Virginia #LongExposure #WaterFeature #BodyOfWater #Stream #waterfall #gettuckered #westviginia #photography #photographer #thomaswv #Landscape #FlowingWater #fall #Autumn https://t.co/pCepUWDE83 https://t.co/Q3vWzABqlI","{'place_id': '2d83c71ce16cd187', 'coordinates': {'type': 'Point', 'coordinates': [-79.47871848, 39.14002656]}}"
['1557801457696505857'],en,2022-08-11T18:49:44.000Z,200092299,1557801457696505857,"Pleasant Creek Wildlife Management Area, West Virginia #Outdoors #Nature #westvirgina  #photography #photographer #minimalisam #nature #pleasantcreekwma #westvirginiaphotography #westvirginiaphotographer https://t.co/cHDmKH9xxC https://t.co/OTnsbQzGJw","{'place_id': '2d83c71ce16cd187', 'coordinates': {'type': 'Point', 'coordinates': [-80.01464745, 39.26731321]}}"
['1555961715476537344'],en,2022-08-06T16:59:15.000Z,200092299,1555961715476537344,Tom Run Preserve https://t.co/B91T7igVog,
['1555961535960432647'],en,2022-08-06T16:58:33.000Z,200092299,1555961535960432647,Tom Run Preserve https://t.co/zKxdkWl3vR,
['1555942743159054336'],en,2022-08-06T15:43:52.000Z,200092299,1555942743159054336,"New artwork for sale! - ""Fairmont Infrared"" - https://t.co/D0WPOCvnBF @fineartamerica https://t.co/9dpO85WiAw",
['1555942457732390913'],en,2022-08-06T15:42:44.000Z,200092299,1555942457732390913,"New artwork for sale! - ""Fairmont Infrared"" - https://t.co/ldR87jkdza @fineartamerica https://t.co/cizJAlUA9Q",
['1555942121382739968'],en,2022-08-06T15:41:24.000Z,200092299,1555942121382739968,"New artwork for sale! - ""Marion County Pond Infrared"" - https://t.co/kgqmpDPCBu @fineartamerica https://t.co/mv97nXxMus",
['1555940627195502592'],en,2022-08-06T15:35:28.000Z,200092299,1555940627195502592,"New artwork for sale! - ""Prickett Creek Infrared"" - https://t.co/4F0V3UVflK @fineartamerica https://t.co/gmpq8PLzMW",
['1555940468365660162'],en,2022-08-06T15:34:50.000Z,200092299,1555940468365660162,"New artwork for sale! - ""Prickett Creek Infrared"" - https://t.co/kdr13sUxDp @fineartamerica https://t.co/hE4dQyKC3w",
['1555940366112677888'],en,2022-08-06T15:34:25.000Z,200092299,1555940366112677888,"New artwork for sale! - ""Prickett Creek Infrared"" - https://t.co/SiXBqmyxJP @fineartamerica https://t.co/VFjC9x6I7a",
['1552317578302828544'],en,2022-07-27T15:38:45.000Z,200092299,1552317578302828544,"Mon River Trail, Fairmont WV #westvirginia #photography #photographer #monrivertrail #railstotrails #naturephotography #westvirginiaphotographer #westvirginiaphotography @ Fairmont, West Virginia https://t.co/zpLG8GOwpF","{'place_id': '0006c18b448ad428', 'coordinates': {'type': 'Point', 'coordinates': [-80.1435, 39.4813]}}"
['1549843732127797249'],en,2022-07-20T19:48:35.000Z,200092299,1549843732127797249,"New artwork for sale! - ""Rose"" - https://t.co/c7s5cbtX7K @fineartamerica https://t.co/2aMpTJgeCG",
['1549843479970385923'],en,2022-07-20T19:47:34.000Z,200092299,1549843479970385923,"New artwork for sale! - ""Rose"" - https://t.co/XJlSpPWZ5u @fineartamerica https://t.co/lHsNFHtV4U",
['1549837991706873861'],en,2022-07-20T19:25:46.000Z,200092299,1549837991706873861,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/ZkCLfF7S02 @fineartamerica https://t.co/uYaUeuBtOp",
['1549837789994385410'],en,2022-07-20T19:24:58.000Z,200092299,1549837789994385410,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/YF4fuS9GGT @fineartamerica https://t.co/J5P8l84Hpa",
['1549837040308592640'],en,2022-07-20T19:21:59.000Z,200092299,1549837040308592640,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/0diZe9KDJL @fineartamerica https://t.co/vFTelJPBJn",
['1549835614496989184'],en,2022-07-20T19:16:19.000Z,200092299,1549835614496989184,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/HezndoOOPO @fineartamerica https://t.co/tL9Vh2jYxI",
['1549835122572140546'],en,2022-07-20T19:14:22.000Z,200092299,1549835122572140546,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/Jo4UAYXJ6p @fineartamerica https://t.co/P6saI926t4",
['1549834982767706113'],en,2022-07-20T19:13:49.000Z,200092299,1549834982767706113,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/byk3vdjodk @fineartamerica https://t.co/XMlZSMZS7g",
['1549834893206732800'],en,2022-07-20T19:13:27.000Z,200092299,1549834893206732800,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/rQsNyNdqXB @fineartamerica https://t.co/saqkayPrp1",
['1549833924918083586'],en,2022-07-20T19:09:36.000Z,200092299,1549833924918083586,"New artwork for sale! - ""Rose and Raindrops"" - https://t.co/JTpScD9BaO @fineartamerica https://t.co/Stc3tFQ1SB",
['1547970935969353731'],en,2022-07-15T15:46:45.000Z,200092299,1547970935969353731,Check out this new framed print that I uploaded to https://t.co/AUz4zfNLnq! https://t.co/XQlsRNaN4v,
['1547712946653917184'],en,2022-07-14T22:41:36.000Z,200092299,1547712946653917184,"New artwork for sale! - ""Toms Run Preserve Waterfall"" - https://t.co/y79HQ1OhdF @fineartamerica https://t.co/Uh2r2mAqbF",
['1547712743666438144'],en,2022-07-14T22:40:47.000Z,200092299,1547712743666438144,"New artwork for sale! - ""Toms Run Preserve Waterfall"" - https://t.co/04vpm2jLy3 @fineartamerica https://t.co/SfXpeDFKDP",
['1547707673994440707'],en,2022-07-14T22:20:39.000Z,200092299,1547707673994440707,"New artwork for sale! - ""Falls on Burnt Cabin Run"" - https://t.co/8c8FyS0X9e @fineartamerica https://t.co/EY3ZSNgZ9f",
['1547349747643580417'],en,2022-07-13T22:38:22.000Z,200092299,1547349747643580417,"New artwork for sale! - ""Along the Mon River Trail"" - https://t.co/Hdx3Glpjbd @fineartamerica https://t.co/MyH5Oj65DI",
['1547349066471833602'],en,2022-07-13T22:35:40.000Z,200092299,1547349066471833602,"New artwork for sale! - ""Toms Run Preserve Fern"" - https://t.co/fjrQD7fhod @fineartamerica https://t.co/b0XNf89SQB",
['1547348230144462851'],en,2022-07-13T22:32:21.000Z,200092299,1547348230144462851,"New artwork for sale! - ""Toms Run Preserve Fern"" - https://t.co/y4eU7ouMGR @fineartamerica https://t.co/doKcB7hZON",
['1547348139736277001'],en,2022-07-13T22:31:59.000Z,200092299,1547348139736277001,"New artwork for sale! - ""Toms Run Preserve Fern"" - https://t.co/D3UKROTqwH @fineartamerica https://t.co/wFgdyTDKI1",
['1546622228950818819'],en,2022-07-11T22:27:28.000Z,200092299,1546622228950818819,"New artwork for sale! - ""Toms Run Preserve"" - https://t.co/U53DQoru63 @fineartamerica https://t.co/YtN3mDJFIp",
['1546621514182688770'],en,2022-07-11T22:24:38.000Z,200092299,1546621514182688770,"New artwork for sale! - ""Toms Run Preserve"" - https://t.co/Px4n6uVJ7v @fineartamerica https://t.co/a1q2aorCIc",
['1546618613658001409'],en,2022-07-11T22:13:06.000Z,200092299,1546618613658001409,"New artwork for sale! - ""Red Buds"" - https://t.co/VMF26i9gZu @fineartamerica https://t.co/Ggrj4aMl5a",
['1531070694573875202'],en,2022-05-30T00:31:14.000Z,200092299,1531070694573875202,"Rose #rose #westvirginia #westvirginiaphotography #westvirginiaphotographer @wvtourism @ Fairmont, West Virginia https://t.co/CXhgT4a8uM","{'place_id': '0006c18b448ad428', 'coordinates': {'type': 'Point', 'coordinates': [-80.1435, 39.4813]}}"
['1531069789560619017'],en,2022-05-30T00:27:38.000Z,200092299,1531069789560619017,"Rose #rose #westvirginia #westvirginiaphotography #westvirginiaphotographer @wvtourism @ Fairmont, West Virginia https://t.co/HbtTV80M9u","{'place_id': '0006c18b448ad428', 'coordinates': {'type': 'Point', 'coordinates': [-80.1435, 39.4813]}}"
['1518362974985109504'],en,2022-04-24T22:55:17.000Z,200092299,1518362974985109504,"Spring in Morgantown, WV #morgantown #westvirginia #westvirginiaphotography #photographer #photography #morgantown #spring @ Morgantown, WV https://t.co/nRGK4zcIuV","{'place_id': '0006c18b448ad428', 'coordinates': {'type': 'Point', 'coordinates': [-80.14987611, 39.47986199]}}"
['1516416989249605642'],en,2022-04-19T14:02:38.000Z,200092299,1516416989249605642,I've just updated my Linktree with my latest content - check it out here! https://t.co/PuHZYwb6za,
['1505898607484055552'],en,2022-03-21T13:26:20.000Z,200092299,1505898607484055552,"New artwork for sale! - ""Mason-Dixon Historical Park"" - https://t.co/UmFkehrJIZ @fineartamerica https://t.co/qikW5TS2lz",
['1505671102571372544'],en,2022-03-20T22:22:19.000Z,200092299,1505671102571372544,"I think there is a really good chance Scrags is thinking about hatching and evil plan. #catsofinstagram #catsofwv @ Fairmont, West Virginia https://t.co/IFdHKStZbb","{'place_id': '0006c18b448ad428', 'coordinates': {'type': 'Point', 'coordinates': [-80.1435, 39.4813]}}"
['1505632168751636485'],en,2022-03-20T19:47:36.000Z,200092299,1505632168751636485,"New artwork for sale! - ""Rivesville Power Plant Polaroid"" - https://t.co/5h7nXjZeyH @fineartamerica https://t.co/DtQY4XGL0H",
['1505632073385746435'],en,2022-03-20T19:47:14.000Z,200092299,1505632073385746435,"New artwork for sale! - ""Rivesville Power Plant Polaroid"" - https://t.co/2KgmFO97Bh @fineartamerica https://t.co/kxv4zFwjZm",
['1505631506416480261'],en,2022-03-20T19:44:59.000Z,200092299,1505631506416480261,"New artwork for sale! - ""Mason-Dixon Historical Park Polaroid"" - https://t.co/r9a2xnd0BP @fineartamerica https://t.co/WdFd3Qaiai",
['1505631433079070734'],en,2022-03-20T19:44:41.000Z,200092299,1505631433079070734,"New artwork for sale! - ""Mason-Dixon Historical Park Polaroid"" - https://t.co/PvU77iTo2R @fineartamerica https://t.co/MrkqWEvZDM",
['1505631360395919362'],en,2022-03-20T19:44:24.000Z,200092299,1505631360395919362,"New artwork for sale! - ""Mason-Dixon Historical Park Polaroid"" - https://t.co/C9l1bmNwl0 @fineartamerica https://t.co/SkuCKQvdjM",
['1505631237054025734'],en,2022-03-20T19:43:54.000Z,200092299,1505631237054025734,"New artwork for sale! - ""Mason-Dixon Historical Park Polaroid"" - https://t.co/DIT1Nzwv8f @fineartamerica https://t.co/Q7SxrqUxFh",
['1505630371299401732'],en,2022-03-20T19:40:28.000Z,200092299,1505630371299401732,"New artwork for sale! - ""Prickett Creek Winter"" - https://t.co/UT9aJR2Zr0 @fineartamerica https://t.co/ZY6OsW3CWf",
['1505630305566314499'],en,2022-03-20T19:40:12.000Z,200092299,1505630305566314499,"New artwork for sale! - ""Prickett Creek Winter"" - https://t.co/oZbMM82HQw @fineartamerica https://t.co/PMeDGKzyO6",
['1505629932856164354'],en,2022-03-20T19:38:43.000Z,200092299,1505629932856164354,"New artwork for sale! - ""Prickett Creek Winter"" - https://t.co/jl7NIsTXBN @fineartamerica https://t.co/cCduo3v6iX",
['1505629868964331521'],en,2022-03-20T19:38:28.000Z,200092299,1505629868964331521,"New artwork for sale! - ""Prickett Creek Winter"" - https://t.co/KMI9sziraa @fineartamerica https://t.co/O9ZCmGZK05",
['1505629002198835202'],en,2022-03-20T19:35:02.000Z,200092299,1505629002198835202,"New artwork for sale! - ""Prickett Creek Winter"" - https://t.co/SOe4sD2rLJ @fineartamerica https://t.co/d5CYa6Esea",
