lang,id,text,edit_history_tweet_ids,author_id,created_at
en,1596962319463915520,"RT @coderyeth: Sending you $ETH NOW, RT + Done👇",['1596962319463915520'],146743963,2022-11-27T20:21:01.000Z
it,1596962286308294657,@JUST_NFTVERSE 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596962286308294657'],146743963,2022-11-27T20:20:53.000Z
en,1596962274639740928,"RT @JUST_NFTVERSE: 0.2 #ETH | 3 Hours! ⏰ 

Like, Retweet, Follow 🐦

Drop Eth adress 🎫 #NFT",['1596962274639740928'],146743963,2022-11-27T20:20:51.000Z
it,1596962255937359877,@TheJenuxs 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596962255937359877'],146743963,2022-11-27T20:20:46.000Z
en,1596962243190853632,"RT @TheJenuxs: Drop your $ETH wallets and I'll send $2500📩

Just RT &amp; Follow me ♥️",['1596962243190853632'],146743963,2022-11-27T20:20:43.000Z
it,1596962003590926337,@6avid_eth 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596962003590926337'],146743963,2022-11-27T20:19:46.000Z
en,1596961991788462082,"RT @6avid_eth: A lucky person will win $3,500 in $ETH

To enter:
Follow me
RT🔁 and like❤️

Drop your wallet address!🍀",['1596961991788462082'],146743963,2022-11-27T20:19:43.000Z
it,1596961849421225985,@StrongApeClub1 @dubaisheikhs 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961849421225985'],146743963,2022-11-27T20:19:09.000Z
en,1596961838658629633,"RT @StrongApeClub1: First 50 Followers &amp; RT Have a chance at a FREE airdrop!🎁

➡️Drop your #ETH address below!
➡️ Follow @dubaisheikhs

#Sh…",['1596961838658629633'],146743963,2022-11-27T20:19:07.000Z
it,1596961804998975488,"@LaunchMyNFTs 0x9e24D92324E73f1bc2ed22bBA456840959db1D24
@piraox @william85877671 @II_Wolly_II",['1596961804998975488'],146743963,2022-11-27T20:18:59.000Z
en,1596961756903247872,"RT @LaunchMyNFTs: 3D Invisible Friends NFT giveaway 🚶‍♂️

Floor price is 0.87 ETH 🎁

To enter:
• Follow with 🔔
• Tag 2 friends 🤝
• Like &amp; R…",['1596961756903247872'],146743963,2022-11-27T20:18:47.000Z
it,1596961707783778305,@DemnaAzuki_ 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961707783778305'],146743963,2022-11-27T20:18:35.000Z
en,1596961695930658817,"RT @DemnaAzuki_: Free #NFT giveaway 👑 48 hours ⏰

Drop your $ETH address ⬇️

🌀 Like + Follow @DemnaAzuki_ + Retweet 🌀

#AD #NFTsales #NFTGi…",['1596961695930658817'],146743963,2022-11-27T20:18:33.000Z
it,1596961657049460736,"@885babypanda 0x9e24D92324E73f1bc2ed22bBA456840959db1D24
@piraox @william85877671 @II_Wolly_II",['1596961657049460736'],146743963,2022-11-27T20:18:23.000Z
en,1596961613676183552,"RT @885babypanda: #Thanksgiving #Giveaway

1 #nft for 2 lucky followers !! 

👉Follow @885babypanda
👉Retweet
👉Tag 2 friends

⏰48hours

#NFTG…",['1596961613676183552'],146743963,2022-11-27T20:18:13.000Z
it,1596961560576266240,@NFTCetsOnCreck 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961560576266240'],146743963,2022-11-27T20:18:00.000Z
en,1596961544415285248,"RT @NFTCetsOnCreck: Free #NFT giveaway 👑 48 hours ⏰

Drop your $ETH address ⬇️

🌀 Like + Follow @NFTCetsOnCreck + Retweet 🌀

#AD #NFTsales…",['1596961544415285248'],146743963,2022-11-27T20:17:56.000Z
it,1596961494771847169,"@Hazel_Promo1 0x9e24D92324E73f1bc2ed22bBA456840959db1D24
@piraox 
@william85877671 @II_Wolly_II",['1596961494771847169'],146743963,2022-11-27T20:17:45.000Z
en,1596961438224252928,"RT @Hazel_Promo1: 🎉FREE #NFT GIVEAWAY🎉

🏆 x 5 NFT (Floor price 0.12E）
🏆 $150 IN $ETH

To win:
1️⃣ Follow @Hazel_promo1
2️⃣ Like &amp; Retweet…",['1596961438224252928'],146743963,2022-11-27T20:17:31.000Z
it,1596961406921818113,@Boss_Mint_WL 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961406921818113'],146743963,2022-11-27T20:17:24.000Z
en,1596961393743654912,"RT @Boss_Mint_WL: Drop your $ETH address wallet 🚀

1 FREE NFT ✴️

▶️Follow + RT +LIKE

🔔Bonus :- RT Pinned Tweet

#NFT #NFTS #NFTCommunity…",['1596961393743654912'],146743963,2022-11-27T20:17:21.000Z
it,1596961338215264257,@DigitalArts93 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961338215264257'],146743963,2022-11-27T20:17:07.000Z
en,1596961324013322241,"RT @DigitalArts93: #FreeNFT for First 100 interactions 
Drop your $ETH addresses #NFTGiveaways #NFT #NFTCommuntiy #NFTGiveaway #NFTshill #N…",['1596961324013322241'],146743963,2022-11-27T20:17:04.000Z
it,1596961267646099456,@ApePixelParty 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961267646099456'],146743963,2022-11-27T20:16:50.000Z
en,1596961246280290306,"RT @ApePixelParty: Free #NFT giveaway 👑 48 hours ⏰

Drop your $ETH address ⬇️

🌀 Like + Follow @ApePixelParty + Retweet 🌀

#AD #NFTsales #N…",['1596961246280290306'],146743963,2022-11-27T20:16:45.000Z
it,1596961227548155904,@DigitalArts93 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961227548155904'],146743963,2022-11-27T20:16:41.000Z
en,1596961213921230848,"RT @DigitalArts93: #FreeNFT for First 100 interactions 
Drop your $ETH addresses #NFTGiveaways #NFT #NFTCommuntiy #NFTGiveaway #NFTshill #N…",['1596961213921230848'],146743963,2022-11-27T20:16:38.000Z
it,1596961198456512514,@EthLilly 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596961198456512514'],146743963,2022-11-27T20:16:34.000Z
en,1596961184808579072,"RT @EthLilly: Drop your $ETH wallets and I'll send $2500📩

Just RT &amp; Follow me ♥️",['1596961184808579072'],146743963,2022-11-27T20:16:31.000Z
it,1596961162243248128,"@Hazel_Promo1 0x9e24D92324E73f1bc2ed22bBA456840959db1D24
@piraox @william85877671 @II_Wolly_II",['1596961162243248128'],146743963,2022-11-27T20:16:25.000Z
en,1596961111655358464,"RT @Hazel_Promo1: $600 in $SOL
5 FREE NFT (💵 2.5ETH)

To enter :🏆
✅ Follow  @Hazel_promo1
✅ Like &amp; RT
✅Tag 2 nft friend

#NFTGiveaway #open…",['1596961111655358464'],146743963,2022-11-27T20:16:13.000Z
it,1596960997474201600,@CloudGang1NFT 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596960997474201600'],146743963,2022-11-27T20:15:46.000Z
en,1596960983125479424,"RT @CloudGang1NFT: 🎁Free #NFT Giveaway🎁

To enter:

🚨Drop your $ETH address wallet.

🚨Follow me and Retweet.

#NFTGiveaways #NFTCommunity #…",['1596960983125479424'],146743963,2022-11-27T20:15:43.000Z
it,1596960962602733568,@NICEClubNFT_ 0x9e24D92324E73f1bc2ed22bBA456840959db1D24,['1596960962602733568'],146743963,2022-11-27T20:15:38.000Z
en,1596960941270528000,"RT @NICEClubNFT_: Free #NFT giveaway 👑 48 hours ⏰

Drop your $ETH address ⬇️

🌀 Like + Follow @NICEClubNFT_ + Retweet 🌀

#NFTGiveaway #NFTC…",['1596960941270528000'],146743963,2022-11-27T20:15:33.000Z
