edit_history_tweet_ids,lang,created_at,author_id,id,text,geo
['1593571747382661121'],en,2022-11-18T11:48:06.000Z,14918577,1593571747382661121,Currently at work within #GloucesterRoyalHospital #NHS https://t.co/4p5fSccDJy,
['1593556333466378241'],en,2022-11-18T10:46:51.000Z,14918577,1593556333466378241,"Q: #Twitter users - weather the storm, or take shelter in another social site?",
['1593357831981473792'],en,2022-11-17T21:38:04.000Z,14918577,1593357831981473792,"Follow @NASAArtemis as it progresses on its journey to the Moon &amp; Back in this real-time #NASA Virtual Simulation (which covers a lot besides just the #Artemis 1 Mission

https://t.co/ny2SduGc3C https://t.co/yEWebDOCoQ",
['1593348176223899648'],en,2022-11-17T20:59:42.000Z,14918577,1593348176223899648,"RT @NASASolarSystem: We are going! And you can follow along. Track the #Artemis I mission in our ""Eyes on the Solar System"" real-time 3D si…",
['1593124586274820098'],en,2022-11-17T06:11:14.000Z,14918577,1593124586274820098,"RT @NASA_Orion: We look back at the Earth from 58,000 miles away. Find out more about the cameras Orion uses to capture this flight https:/…",
['1593124493643636736'],fr,2022-11-17T06:10:52.000Z,14918577,1593124493643636736,Bon Voyage https://t.co/aiy0i6A43D,
['1592770319940751363'],en,2022-11-16T06:43:31.000Z,14918577,1592770319940751363,[4K] LIVE 3.5 miles from NASA's most powerful rocket EVER // #Artemis1 #... https://t.co/Qotuu8Pisc via @YouTube,
['1592633280855445504'],en,2022-11-15T21:38:58.000Z,14918577,1592633280855445504,I have a leaky ballcock 🚽,
['1592516650200629248'],en,2022-11-15T13:55:31.000Z,14918577,1592516650200629248,"My head hurts this week, so much going sideways with work https://t.co/qBXS9uSgKg",
['1592423482104905728'],en,2022-11-15T07:45:18.000Z,14918577,1592423482104905728,"If you thought Heinz Product or something similar, think again! https://t.co/W8BnBtVBX1",
['1592104024995934210'],en,2022-11-14T10:35:54.000Z,14918577,1592104024995934210,Work &amp; personal Health working against me today… could do with 6 months off work on a warm isolated sandy beach to dip my toes in https://t.co/pboBvQf4vR,
['1591862052452438016'],en,2022-11-13T18:34:23.000Z,14918577,1591862052452438016,When people pick up a tweet from a 2021 and want to troll… https://t.co/bZ9R6BSxGk,
['1591861617335369729'],qme,2022-11-13T18:32:39.000Z,14918577,1591861617335369729,@hcasperk @Tesco https://t.co/jkc7LFmG4M,
['1591861337915027456'],en,2022-11-13T18:31:32.000Z,14918577,1591861337915027456,@hcasperk @Tesco Not when on the move. Not everybody works in an office with access to a kitchen.,
['1591756810012315648'],en,2022-11-13T11:36:11.000Z,14918577,1591756810012315648,"Apologies, but for some reason this has been an Earworm for the past few days… I suddenly start reciting the title/lyric in my head, it comes out of nowhere! So enjoy my madness… Billie - Honey To The Bee https://t.co/bY9tSDYMsy @billiepiper #DoctorWho 🍯 👉🐝",
['1591703638711205888'],es,2022-11-13T08:04:54.000Z,14918577,1591703638711205888,Mastodon (software) - Wikipedia https://t.co/q1ukv3SoWc,
['1591530806379696135'],en,2022-11-12T20:38:08.000Z,14918577,1591530806379696135,"@CalumMcGrath101 @Tesco Since complaining, they do have wooden sporks, but they do run out on occasion, in which case you just ask an employee on the floor.

I carry a spare spork if I can https://t.co/XCsfwiw4Ln",
['1591499448143970304'],en,2022-11-12T18:33:31.000Z,14918577,1591499448143970304,"RT @GeekTyrant: Video Shows Us What Traveling at The Speed of Light Would Look Like on Earth

Link: https://t.co/PlWbULu7LO https://t.co/v5…",
['1591496983679746051'],en,2022-11-12T18:23:44.000Z,14918577,1591496983679746051,"Found a few furry friends to feed earlier, needed a bit of coaxing but they look like they enjoyed the treats @ Cheltenham, Gloucestershire https://t.co/gzfN9eQX2E","{'place_id': '1bcb27fccfb2825f', 'coordinates': {'type': 'Point', 'coordinates': [-2.0776, 51.9]}}"
['1591412201755185153'],art,2022-11-12T12:46:50.000Z,14918577,1591412201755185153,👍 https://t.co/DAlnyo1hYt,
['1591393641817604096'],en,2022-11-12T11:33:05.000Z,14918577,1591393641817604096,Look away if you feel the pain… 😂 https://t.co/ng6o2VCfsq,
['1591392761856548864'],en,2022-11-12T11:29:35.000Z,14918577,1591392761856548864,"RT @CheltCinematic: Ladies &amp; Gentlemen…

#DanielCraig #Vodka #Advert @RitaOra @TaikaWaititi ⭐️⭐️⭐️⭐️⭐️

Direct Link to the Video here - htt…",
['1591390395069788161'],en,2022-11-12T11:20:11.000Z,14918577,1591390395069788161,"After-effect of Covid… I keep losing track of days, things, etc…

#JoeVersusTheVolcano 🌋 https://t.co/zahqyW0mPx",
['1591182656401989632'],en,2022-11-11T21:34:42.000Z,14918577,1591182656401989632,"Wartime Golf Rules…

I particularly like the “a ball moved by enemy action may be replaced, or if lost or destroyed, a ball may be dropped not nearer the hole without penalty”

Play on… https://t.co/DlYzaVS3Fg",
['1591112058351013889'],en,2022-11-11T16:54:10.000Z,14918577,1591112058351013889,"I have just received my 1st #CHRISTMAS CARD!!!!

It’s still ****** November!!!! 😫 https://t.co/FB8qHZ90qi",
['1590658657355956224'],en,2022-11-10T10:52:31.000Z,14918577,1590658657355956224,"Pick any point within the circle of circles 🙂 #Music #Playlist 

(Best if you tweet/retweet with image with marked position) https://t.co/Vw6jbeRRik",
['1590611650205618179'],en,2022-11-10T07:45:44.000Z,14918577,1590611650205618179,I can’t swim - #Andor,
['1590317656204226561'],art,2022-11-09T12:17:30.000Z,14918577,1590317656204226561,🫣 https://t.co/QLSdQBKgWk,
['1590301115350155264'],en,2022-11-09T11:11:46.000Z,14918577,1590301115350155264,The Planets by @ProfBrianCox is available to borrow/read for Free with #AmazonPrimeReading. Well worth taking time to read this excellent book. https://t.co/dzrSJlXB07,
['1590039084176912385'],en,2022-11-08T17:50:33.000Z,14918577,1590039084176912385,"Booked a test drive of the Citroen Ami in a weeks time. Only a short 30 minutes, would have liked to try it for a weekend, but at least Incan make out if it is the right fit for me…

Been trying to work out if I can save tax on not using a Company Car for my personal use too. https://t.co/bAReof3M9T",
['1589237296683012097'],en,2022-11-06T12:44:32.000Z,14918577,1589237296683012097,"There is a scientific reason!

Why Old, White Dog Poop Disappeared in the 1990s | Mental Floss https://t.co/qOG4HJ4tdb",
['1588991277668139010'],zxx,2022-11-05T20:26:57.000Z,14918577,1588991277668139010,https://t.co/8Q7EvyyA9c,
['1588900309405151232'],en,2022-11-05T14:25:28.000Z,14918577,1588900309405151232,".@donttrythis Hi Adam, just wondering if you ever did a caffeine fuelled episode of drinking an insane amount of coffee &amp; seeing how it effects driving? #Mythbusters https://t.co/DiwlqGDbqy",
['1588862558198546433'],en,2022-11-05T11:55:28.000Z,14918577,1588862558198546433,Baby owls (owlets) so sweet ❤️ https://t.co/mqYPikdQmB,
['1588858329644011520'],en,2022-11-05T11:38:40.000Z,14918577,1588858329644011520,"This morning is turning out to be quite expensive, but needs must.

Off to the cinema later to weep in the dark",
['1588816611750055937'],en,2022-11-05T08:52:53.000Z,14918577,1588816611750055937,"I would love to be in front of a real log fire right now sat in a luxurious leather arm chair, Honey JD in one hand, &amp; my Kindle in the other… bliss https://t.co/WYA7gKLoMM",
['1588794759120031744'],en,2022-11-05T07:26:03.000Z,14918577,1588794759120031744,"@glothy It’s a shame this didn’t go on, but I think he sold the rights to Netflix or something like that, but without him as frontman I have no idea what happened",
['1588789021677060096'],en,2022-11-05T07:03:15.000Z,14918577,1588789021677060096,"@glothy During the pandemic @johnkrasinski did #SomeGoodNews for a while, back in 2020 I think.",
['1588638599679209472'],en,2022-11-04T21:05:32.000Z,14918577,1588638599679209472,"I hope it comes boxed, otherwise might get squished in the post! https://t.co/NWQEURrKDP",
['1588459040602218496'],en,2022-11-04T09:12:02.000Z,14918577,1588459040602218496,@CheltTewksCycle GYI: Route 41 Grange Road/Aston Fields Road - closure to hopefully rectify all the cracks/splits/potholes along that part of the route https://t.co/Hw25DoK5cg,
['1588454564105449473'],en,2022-11-04T08:54:14.000Z,14918577,1588454564105449473,"RT @CheltTewksCycle: We now have our first bit of swag. If you haven't already done so, you can get some free stickers to help raise awaren…",
['1588166078504398848'],en,2022-11-03T13:47:54.000Z,14918577,1588166078504398848,RT @StarTrek: Love that for Shaxs!,
['1587849583907962880'],en,2022-11-02T16:50:16.000Z,14918577,1587849583907962880,"@J20SV @Glos_Police It is the Main A38, just come up the Cheltenham Road to Combe Hill, it is shut from there going towards Gloucester",
['1587849390080794624'],en,2022-11-02T16:49:30.000Z,14918577,1587849390080794624,RT @Glos_Police: We're at the scene of a four-vehicle collision which we were called to shortly after 3.45pm. Closures are between Down Hat…,
['1587436022157156354'],en,2022-11-01T13:26:55.000Z,14918577,1587436022157156354,"Because it is pouring down here… Ladysmith Black Mambazo - Rain, Rain, Beautiful Rain (Live on KEXP) https://t.co/mzkJQjC4tX #Rain #LadysmithBkackMambazo #BeautifulRain ☔️",
['1587424830256812036'],en,2022-11-01T12:42:27.000Z,14918577,1587424830256812036,The Zoe Ball Breakfast Show - When Bono Met Ball - BBC Sounds https://t.co/PBux9jTvSZ,
['1587110506929733633'],en,2022-10-31T15:53:26.000Z,14918577,1587110506929733633,"The Hardy Tree
St. Pancras Old Church
London, England
This churchyard arbor is surrounded by hundreds of gravestones placed there by author Thomas Hardy. 

The Hardy Tree – London, England - Atlas Obscura https://t.co/PVbx7N0sVP",
['1587033273137594370'],en,2022-10-31T10:46:32.000Z,14918577,1587033273137594370,"RT @CheltTewksCycle: Bamfurlong Lane M5 overbridge is closing to all traffic, inc peds &amp; cycles, 7th November, for 13 months. As a campaign…",
['1587020715982733312'],en,2022-10-31T09:56:38.000Z,14918577,1587020715982733312,"1st day back at work since having Covid. I am already flagging with lack of energy, &amp; it’s only just 10am!  😫",
['1586722204489814018'],en,2022-10-30T14:10:28.000Z,14918577,1586722204489814018,"🚨 Love this that just popped up on a Facebook post! 🚨 

🚓💨 

@qikipedia https://t.co/m7OSRMOgzX",
['1586640314873384960'],en,2022-10-30T08:45:04.000Z,14918577,1586640314873384960,Breakfast at @CostaCoffee this morning.,
['1586474504439885824'],zxx,2022-10-29T21:46:11.000Z,14918577,1586474504439885824,https://t.co/udPocXKjdH,
['1586474500178296832'],en,2022-10-29T21:46:10.000Z,14918577,1586474500178296832,"Tonight’s listening whilst in bed…

Keith Jarrett: The Köln Concert

A broken Grand (practice) Piano, but he plays on throughout some frustrations.

Article from 11 years ago - https://t.co/S4D96F01wt https://t.co/lGPnLojlUd",
['1586308302228561922'],en,2022-10-29T10:45:46.000Z,14918577,1586308302228561922,"How to Make Honey Water: 11 Steps (with Pictures) - wikiHow

Looking at picking up some local honey &amp; trying this for my post-Covid cough.

Open to further suggestions for the coughs etc. https://t.co/cAf0SWHlE4",
['1586286062585929728'],en,2022-10-29T09:17:23.000Z,14918577,1586286062585929728,*Breaking News* Larry the Cat chases off Fox outside No 10 Downing Street https://t.co/IsiD6RrlO4 😀,
['1586018368863326208'],en,2022-10-28T15:33:40.000Z,14918577,1586018368863326208,10 + 14 = Wibbly Wobbly Timey Wimey… #DrWho https://t.co/Wjkq8ejrNQ,
['1585944417902661632'],en,2022-10-28T10:39:49.000Z,14918577,1585944417902661632,"Dobbie is FREE!!!

-ve Covid Test after 10 days. Still have cough though, which will hopefully not last too long. https://t.co/tHqctXgdSh https://t.co/JP2jdNsaXK",
['1585685912708579330'],en,2022-10-27T17:32:36.000Z,14918577,1585685912708579330,"RT @VanityFair: ""Everybody in these tabloidy gossipy blogs, they think they have you pegged, like 'Taylor's boy-crazy.' I'm work-crazy. Tha…",
['1585512973770055682'],en,2022-10-27T06:05:25.000Z,14918577,1585512973770055682,"Ow! My head is hurting a lot this morning! Day 10 of Covid! 

(Last night wasn’t great trying to sleep either)",
['1585166840111603712'],en,2022-10-26T07:10:00.000Z,14918577,1585166840111603712,"Day 9/10 with Covid…

Latest test today, it looks like the result is less by the way it’s fading, so hopefully end of the week fingers crossed 🤞 

#CovidIsNotOver #Covid19 https://t.co/hZ3N5Nuhlv",
['1584982338655916032'],en,2022-10-25T18:56:51.000Z,14918577,1584982338655916032,"Off to bed, hopefully this Covid cough will ease up, &amp; then tomorrow will see if I’m negative on the test.",
['1584908577709461504'],qme,2022-10-25T14:03:45.000Z,14918577,1584908577709461504,@SFXmagazine https://t.co/loCcfFiPAt,
['1584907972571971584'],en,2022-10-25T14:01:21.000Z,14918577,1584907972571971584,@TSB Thank you 👍,
['1584907900853551104'],en,2022-10-25T14:01:04.000Z,14918577,1584907900853551104,"The NEW Doctor Who Logo! | Doctor Who https://t.co/6tzMkTKF62 

I like this change, hopefully more classic looks will return, including a revamp to the TARDIS 

I miss the old one https://t.co/EzM0qhZzzF",
['1584902965281841155'],en,2022-10-25T13:41:27.000Z,14918577,1584902965281841155,"@TSB Hi. Can you tell me how I close an Easy Saver Account, &amp; an eSavings account please.

I have transferred all monies out, but wish to close them completely.

Thank you",
['1584830153179680768'],en,2022-10-25T08:52:07.000Z,14918577,1584830153179680768,Back To Bastion: Returning Four Years After British Troops Left Afghanistan... https://t.co/FLab5IZ1Xm via @YouTube,
['1584819909544271873'],und,2022-10-25T08:11:25.000Z,14918577,1584819909544271873,Buzzzz… https://t.co/MMSVTrs8VP,
['1584819493116993537'],en,2022-10-25T08:09:46.000Z,14918577,1584819493116993537,"RT @bbcarts: As part of the #BBC100 celebrations, composer @IainFarrington teamed up with the @BBCSO and conductor @DaliaStasevska to creat…",
['1584471432381112320'],en,2022-10-24T09:06:42.000Z,14918577,1584471432381112320,"Still have Covid, need to get more testers.",
['1584456972748746752'],en,2022-10-24T08:09:14.000Z,14918577,1584456972748746752,"Wake up! or the nightmare will never end! 😂

https://t.co/Q9NjVC5ODD",
['1584436755692146689'],en,2022-10-24T06:48:54.000Z,14918577,1584436755692146689,RT @Gloucester_News: In pictures: Unearthed photos of Gloucester Quays before it was what we know now https://t.co/4Y9ouBmJtT #Gloucestersh…,
['1584287041021349888'],en,2022-10-23T20:53:59.000Z,14918577,1584287041021349888,"What? What? What!?! ❤️❤️

Brilliant ⭐️⭐️⭐️⭐️✨

#DoctorWho https://t.co/6d2wMfZoCn",
['1584277793969303552'],en,2022-10-23T20:17:15.000Z,14918577,1584277793969303552,I am overheating again in shorts &amp; Tee… going from hot to cold &amp; back again with this virus (that has still got a hold on me - still +ve Covid),
['1584235696134377473'],en,2022-10-23T17:29:58.000Z,14918577,1584235696134377473,"Oh boy! I’m over heating now… might need to strip off. 

‘cause you're hot then you're cold
You're yes then you're no
You're in then you're out
You're up then you're down
You're wrong when it's right
It's black and it's white… https://t.co/saW5KlMoyt",
['1584202508398133249'],en,2022-10-23T15:18:05.000Z,14918577,1584202508398133249,"Starting to feel it again. Work a no go tomorrow, still +ve with Covid 🦠 https://t.co/dMX89jNqad",
['1584075027376316416'],en,2022-10-23T06:51:31.000Z,14918577,1584075027376316416,"Another test, another +ve result.

Although feeling much better, still likely to be infectious. https://t.co/xGW0qTDdqC",
['1584059250187579392'],en,2022-10-23T05:48:50.000Z,14918577,1584059250187579392,RT @Reuters: WATCH: This humanoid robot greets visitors at Dubai's Museum of the Future https://t.co/khM8pl5XZm,
['1583866371511037952'],en,2022-10-22T17:02:24.000Z,14918577,1583866371511037952,RT @aurorawatchuk: Red alert: aurora likely. Issued 2022-10-22 16:59 UTC (17:59 BST) by @aurorawatchuk. #aurora https://t.co/K5qVbIMtuW,
['1583844542196813824'],en,2022-10-22T15:35:39.000Z,14918577,1583844542196813824,"This just showed up on my feed…Nichelle Nichols ""Lt. Uhura"" flies aboard SOFIA https://t.co/cYA4Z2BoHI #FlyingObservatory #NASA #Astronomy #StarTrek #NichelleNichols",
['1583756715035865088'],en,2022-10-22T09:46:40.000Z,14918577,1583756715035865088,"Even though I should be able to go out, still feeling aftereffects of Covid from this week.

Another day in, then I’ll try to get back to normal tomorrow.

Had to cancel blood donation on Friday due to this, next appointment is November",
['1583553531155714048'],en,2022-10-21T20:19:17.000Z,14918577,1583553531155714048,"Look out world! 

Will be nice to get out grab a coffee &amp; toastie in the morning! https://t.co/2roqWSkDuE",
['1583539095321530368'],en,2022-10-21T19:21:55.000Z,14918577,1583539095321530368,"RT @Ray_Harryhausen: Behind the scenes during filming of 'Jason &amp; the Argonauts', showing actors and stuntmen rehearsing choreography for t…",
['1583531986261807104'],en,2022-10-21T18:53:40.000Z,14918577,1583531986261807104,"Shower, and then bed for me. It’s been a strange week, with days going back &amp; forth thinking it’s Friday when it was Wednesday, or Tuesday when it Thursday…. My mind has been a bit screwy with this infection.

Let’s hope next week will be better for work",
['1583450757822500865'],en,2022-10-21T13:30:54.000Z,14918577,1583450757822500865,@Caldosan Costs more per month for 48 month than 24 month contract 👍,
['1583420527636787203'],en,2022-10-21T11:30:46.000Z,14918577,1583420527636787203,@modernheroestv (Tax &amp; costs of using company car that is),
['1583420295104561152'],en,2022-10-21T11:29:51.000Z,14918577,1583420295104561152,"@modernheroestv Reason looking into this in 1st place is I use a company car for private journeys (usually &lt;40 miles a week), &amp; the reimbursement rates keep going up.

If buying/leasing one of these was less cost it would pay for itself both in tax &amp; running costs 👍",
