geo,edit_history_tweet_ids,created_at,id,author_id,lang,text
{'place_id': '54719aecdeecbbe8'},['1596962932252106752'],2022-11-27T20:23:27.000Z,1596962932252106752,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962897560629249'],2022-11-27T20:23:19.000Z,1596962897560629249,1205894557,en,"RT @warriors: Straight out the gates, let’s get it https://t.co/knj5Gqhju7"
,['1596962867525275648'],2022-11-27T20:23:12.000Z,1596962867525275648,1205894557,en,RT @warriors: Sunday funday 😤🎉 https://t.co/ypgumsd23r
{'place_id': '54719aecdeecbbe8'},['1596962849233870850'],2022-11-27T20:23:08.000Z,1596962849233870850,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
{'place_id': '54719aecdeecbbe8'},['1596962792594374656'],2022-11-27T20:22:54.000Z,1596962792594374656,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962768581976064'],2022-11-27T20:22:48.000Z,1596962768581976064,1205894557,fi,RT @warriors: IYKYK https://t.co/kTVR64s3He
{'place_id': '54719aecdeecbbe8'},['1596962715775352833'],2022-11-27T20:22:36.000Z,1596962715775352833,1205894557,en,@warriors @22wiggins #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962696007921664'],2022-11-27T20:22:31.000Z,1596962696007921664,1205894557,en,RT @warriors: 📍@22wiggins in the building. https://t.co/el5B1A5rYJ
{'place_id': '54719aecdeecbbe8'},['1596962676311482368'],2022-11-27T20:22:26.000Z,1596962676311482368,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962656535339009'],2022-11-27T20:22:22.000Z,1596962656535339009,1205894557,en,RT @warriors: ⏳ the countdown begins. https://t.co/0sBOoj72RB
{'place_id': '54719aecdeecbbe8'},['1596962637505388545'],2022-11-27T20:22:17.000Z,1596962637505388545,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962615565365248'],2022-11-27T20:22:12.000Z,1596962615565365248,1205894557,en,RT @warriors: 3⃣0⃣ in the building https://t.co/TxQ2yaaDnn
{'place_id': '54719aecdeecbbe8'},['1596962588021370880'],2022-11-27T20:22:05.000Z,1596962588021370880,1205894557,en,@warriorsshop @warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962555867824129'],2022-11-27T20:21:58.000Z,1596962555867824129,1205894557,en,"RT @warriorsshop: Today’s jerseys: Statement Edition 

Use code “BACKCOURT” to score 25% off at https://t.co/0ocPBliSc3 ⚡️ https://t.co/hyy…"
{'place_id': '54719aecdeecbbe8'},['1596962522082709504'],2022-11-27T20:21:50.000Z,1596962522082709504,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #11-10 #2022/2023 #11/27/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596962499433099264'],2022-11-27T20:21:44.000Z,1596962499433099264,1205894557,en,RT @warriors: GAME DAY https://t.co/ZKOajUM7X0
,['1596962470031392768'],2022-11-27T20:21:37.000Z,1596962470031392768,1205894557,en,"RT @warriors: Mood ☀️

@united || Road Warriors https://t.co/tDarRwvrcX"
,['1596962369896603651'],2022-11-27T20:21:13.000Z,1596962369896603651,1205894557,en,"RT @warriors: It’s business. 💼 ✈️ 

@united || Road Warriors https://t.co/zK1ef29uvs"
,['1596962344156139521'],2022-11-27T20:21:07.000Z,1596962344156139521,1205894557,en,RT @warriors: Stephen’s most important dime of the season happened after the whistle 💙 https://t.co/nvY38Jih4h
,['1596962317123563520'],2022-11-27T20:21:01.000Z,1596962317123563520,1205894557,en,"RT @warriors: When Klay gets hot
watch out ☔️ https://t.co/oZwb1uEsHF"
,['1596962288275140609'],2022-11-27T20:20:54.000Z,1596962288275140609,1205894557,und,RT @warriors: 🗣️ https://t.co/qHFIqN2thS
,['1596523343838339073'],2022-11-26T15:16:41.000Z,1596523343838339073,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596523316793077760'],2022-11-26T15:16:35.000Z,1596523316793077760,1205894557,en,"RT @warriors: Had a great night.

@invislign || #WinningSmiles https://t.co/AvmtPMGRQ3"
,['1596521369080143873'],2022-11-26T15:08:50.000Z,1596521369080143873,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596521344169934848'],2022-11-26T15:08:45.000Z,1596521344169934848,1205894557,en,"RT @warriors: Protect #WarriorsGround ✔️

https://t.co/vc7q7Re1Bx"
{'place_id': '54719aecdeecbbe8'},['1596521318115348481'],2022-11-26T15:08:38.000Z,1596521318115348481,1205894557,en,@warriors @MichelobULTRA #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596521294153007105'],2022-11-26T15:08:33.000Z,1596521294153007105,1205894557,en,"RT @warriors: E N E R G Y

@MichelobULTRA || Joy Cam https://t.co/v01EW8Gk9k"
{'place_id': '54719aecdeecbbe8'},['1596521262142357504'],2022-11-26T15:08:25.000Z,1596521262142357504,1205894557,en,@warriors @Verizon #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596521239765319680'],2022-11-26T15:08:20.000Z,1596521239765319680,1205894557,en,"RT @warriors: Lookaway floater?
Only 30 😱

@Verizon || Reliable Moments https://t.co/YBce25ThKo"
{'place_id': '54719aecdeecbbe8'},['1596521199076577280'],2022-11-26T15:08:10.000Z,1596521199076577280,1205894557,en,@warriors @Kia #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596521168575827970'],2022-11-26T15:08:03.000Z,1596521168575827970,1205894557,en,"RT @warriors: Basketball is art. 

@Kia || Dunk of the Night https://t.co/ivgmJ06V2j"
{'place_id': '54719aecdeecbbe8'},['1596521120445906945'],2022-11-26T15:07:51.000Z,1596521120445906945,1205894557,en,@warriors @StateFarm #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596521097280757761'],2022-11-26T15:07:46.000Z,1596521097280757761,1205894557,en,"RT @warriors: FASTBALL 💥 

@StateFarm || Assist of the Game https://t.co/pGOqsyjCbh"
{'place_id': '54719aecdeecbbe8'},['1596521070743670784'],2022-11-26T15:07:39.000Z,1596521070743670784,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520986664484865'],2022-11-26T15:07:19.000Z,1596520986664484865,1205894557,und,RT @warriors: DUB. https://t.co/tELJVDQ5M6
{'place_id': '54719aecdeecbbe8'},['1596520943043616775'],2022-11-26T15:07:09.000Z,1596520943043616775,1205894557,en,@warriors @UAbasketball #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520914744619009'],2022-11-26T15:07:02.000Z,1596520914744619009,1205894557,en,"RT @warriors: Stephen Curry stays getting buckets.

@UAbasketball || Second Look https://t.co/Bgk2rGwBqH"
{'place_id': '54719aecdeecbbe8'},['1596520869945217024'],2022-11-26T15:06:51.000Z,1596520869945217024,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520847300231171'],2022-11-26T15:06:46.000Z,1596520847300231171,1205894557,cy,"RT @warriors: Final 📊

Stephen - 33p/5r/4a/2s 
Andrew - 20p/9r/5a/3s/1b
Klay - 20p/6r/1a
Jordan - 19p/4r/6a
Draymond - 13p/3r/5a/1s/2b
Kevo…"
{'place_id': '54719aecdeecbbe8'},['1596520695659470848'],2022-11-26T15:06:10.000Z,1596520695659470848,1205894557,en,@warriors @googlecloud #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520665275834369'],2022-11-26T15:06:03.000Z,1596520665275834369,1205894557,en,"RT @warriors: 12th 30-piece this season for 3⃣0⃣

@googlecloud || Player of the Game https://t.co/hcrTPwsrVc"
{'place_id': '54719aecdeecbbe8'},['1596520512301195264'],2022-11-26T15:05:26.000Z,1596520512301195264,1205894557,en,@warriors @22wiggins #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520487785750530'],2022-11-26T15:05:20.000Z,1596520487785750530,1205894557,en,"RT @warriors: feelin' good like he should

@22wiggins || #DubNation https://t.co/VzDMihZTEV"
{'place_id': '54719aecdeecbbe8'},['1596520447893446657'],2022-11-26T15:05:11.000Z,1596520447893446657,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520388389113858'],2022-11-26T15:04:57.000Z,1596520388389113858,1205894557,en,RT @warriors: Wiggs says good night 👋 https://t.co/FDlAVp6Vi0
,['1596520298010009605'],2022-11-26T15:04:35.000Z,1596520298010009605,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520161661833222'],2022-11-26T15:04:03.000Z,1596520161661833222,1205894557,en,RT @warriors: FRIDAY FEELING ⚡️ https://t.co/31YSgCuFqT
{'place_id': '54719aecdeecbbe8'},['1596520131533967360'],2022-11-26T15:03:55.000Z,1596520131533967360,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520100139524101'],2022-11-26T15:03:48.000Z,1596520100139524101,1205894557,en,RT @warriors: DUBS WIN https://t.co/MStIRkZoe3
{'place_id': '54719aecdeecbbe8'},['1596520050655387649'],2022-11-26T15:03:36.000Z,1596520050655387649,1205894557,en,@warriors @Loon_Rebel5 #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596520014009585667'],2022-11-26T15:03:27.000Z,1596520014009585667,1205894557,en,RT @warriors: First double-double of the season for @Loon_Rebel5 💪 https://t.co/fmNVtYn7AT
{'place_id': '54719aecdeecbbe8'},['1596519986146598917'],2022-11-26T15:03:21.000Z,1596519986146598917,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596519940676280320'],2022-11-26T15:03:10.000Z,1596519940676280320,1205894557,en,"RT @warriors: all gas, no brakes https://t.co/fSa7aNs5f1"
{'place_id': '54719aecdeecbbe8'},['1596519711927410689'],2022-11-26T15:02:15.000Z,1596519711927410689,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596519677915967489'],2022-11-26T15:02:07.000Z,1596519677915967489,1205894557,en,RT @warriors: Draymond 🤝 Stephen https://t.co/WNHfZCMDxQ
{'place_id': '54719aecdeecbbe8'},['1596519654482219008'],2022-11-26T15:02:02.000Z,1596519654482219008,1205894557,en,@warriors @NBCSAuthentic #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596519630730035204'],2022-11-26T15:01:56.000Z,1596519630730035204,1205894557,en,"RT @warriors: right place, right time 😎

📺 @NBCSAuthentic https://t.co/tkqv7E6Ja6"
{'place_id': '54719aecdeecbbe8'},['1596519494813466624'],2022-11-26T15:01:24.000Z,1596519494813466624,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596519466254360579'],2022-11-26T15:01:17.000Z,1596519466254360579,1205894557,en,"RT @warriors: Did someone say ...

WARRRIIORRRSSSSSS https://t.co/H5aAMXWvMA"
{'place_id': '54719aecdeecbbe8'},['1596519258498142209'],2022-11-26T15:00:27.000Z,1596519258498142209,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596516814179430400'],2022-11-26T14:50:45.000Z,1596516814179430400,1205894557,en,RT @warriors: When Klay gets cookin' &gt;&gt;&gt; https://t.co/88ApDEWILX
{'place_id': '54719aecdeecbbe8'},['1596516771569487873'],2022-11-26T14:50:34.000Z,1596516771569487873,1205894557,en,@warriors #WardellStephenCurry Lock in 100%  we are Golden State Warriors yes we won Lock in! #10-10 #2022/2023 #11/25/22 #Warriors #WarriorsGround #warriosNation #DubNation @StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀🏆🏆🏆🏆🏆🤙🏼
,['1596516459563610112'],2022-11-26T14:49:20.000Z,1596516459563610112,1205894557,und,RT @warriors: K L A ☔️
{'place_id': '54719aecdeecbbe8'},['1596362993197015042'],2022-11-26T04:39:31.000Z,1596362993197015042,1205894557,en,@warriors @NBCSAuthentic #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596362964939853825'],2022-11-26T04:39:24.000Z,1596362964939853825,1205894557,da,"RT @warriors: Klay 
to
Jordan
to 
Klay ☔️

📺 @NBCSAuthentic https://t.co/TaNGEwtw3v"
{'place_id': '54719aecdeecbbe8'},['1596362941531836419'],2022-11-26T04:39:18.000Z,1596362941531836419,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596362905796358145'],2022-11-26T04:39:10.000Z,1596362905796358145,1205894557,en,RT @warriors: JaMychal with FORCE 💪 https://t.co/M0l5RvxIhH
{'place_id': '54719aecdeecbbe8'},['1596362869653884929'],2022-11-26T04:39:01.000Z,1596362869653884929,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596362843410120704'],2022-11-26T04:38:55.000Z,1596362843410120704,1205894557,en,"RT @warriors: Let's GOOOOOO

🏀 mode activated. https://t.co/bvzJjTsVoc"
{'place_id': '54719aecdeecbbe8'},['1596362811168505858'],2022-11-26T04:38:47.000Z,1596362811168505858,1205894557,en,@warriors @NBCSAuthentic #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596362780378304514'],2022-11-26T04:38:40.000Z,1596362780378304514,1205894557,und,"RT @warriors: +1

📺 @NBCSAuthentic https://t.co/6JJgf3tpje"
{'place_id': '54719aecdeecbbe8'},['1596362730210226176'],2022-11-26T04:38:28.000Z,1596362730210226176,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596362705497210880'],2022-11-26T04:38:22.000Z,1596362705497210880,1205894557,en,"RT @warriors: the dime 👀
the dunk 💪
the reaction 😂 https://t.co/zWcn8bOjdj"
{'place_id': '54719aecdeecbbe8'},['1596362681652494336'],2022-11-26T04:38:16.000Z,1596362681652494336,1205894557,en,@warriors @NBCSAuthentic #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596362639193481218'],2022-11-26T04:38:06.000Z,1596362639193481218,1205894557,en,"RT @warriors: Point Loon

📺 @NBCSAuthentic https://t.co/MHko3kUcno"
,['1596356427504914433'],2022-11-26T04:13:25.000Z,1596356427504914433,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
,['1596356392075808768'],2022-11-26T04:13:17.000Z,1596356392075808768,1205894557,en,"RT @warriors: 24 minutes to go.
Let's get it, #DubNation https://t.co/t3vi9saRo7"
{'place_id': '54719aecdeecbbe8'},['1596355782907670528'],2022-11-26T04:10:52.000Z,1596355782907670528,1205894557,en,@warriors #WardellStephenCurry Lock in 100% we are Golden State Warriors let’s get this win Lockin! #10-10 #2022/2023 #11/25/22  #Warriors #WarriorsGround  #DubNation 🏆@StephenCurry30 @warriors @LetsGoWarriors @DubNation_247 @NBA #NBA76  #WSC2974andcounting #GoldBlooded🏀💪🏼🏆🏆🏆🏆🏆🤙🏼
