id,author_id,lang,text,edit_history_tweet_ids,created_at,withheld
1596973395237048321,2993788962,ur,RT @SharafatPTIReal: پولیس والوں نے کہا خُدا کی قسم عمران بھائی ہم شرمندہ ہیں۔ سارے نظام کو یرغمال بنایا ہوا ہے https://t.co/Vdwa7Nfp3N,['1596973395237048321'],2022-11-27T21:05:02.000Z,
1596973339062304769,2993788962,qht,RT @Saira81873344: #LetterToCJP,['1596973339062304769'],2022-11-27T21:04:49.000Z,
1596973272100663296,2993788962,ur,RT @haroon_natamam: باز آؤ اور زندہ رہو,['1596973272100663296'],2022-11-27T21:04:33.000Z,
1596973226386522114,2993788962,ur,"RT @haroon_natamam: تم سے پہلے وہ جو اک شخص یہاں تخت نشیں تھا 
 اس کو بھی اپنے خدا ہونے کا اتنا ہی یقیں تھا
 کوئی ٹہرا ہو جو لوگوں کے مقابل…",['1596973226386522114'],2022-11-27T21:04:22.000Z,
1596973043787894784,2993788962,ur,RT @siasatpk: جنہوں نے اعظم سواتی پر مقدمہ کیا ہے ان کی عقل کو داد دیں، ساری زبان جو ٹویٹس میں ہے، افسران کے نام اور جن القابات سے اعظم سوا…,['1596973043787894784'],2022-11-27T21:03:38.000Z,
1596972831832952832,2993788962,ur,RT @haroon_natamam: ایک کے بعد دوسرا حکمران اٹھتا ہے۔ اکثر کے سر میں خدائی کا خناس جنم لیتا ہے۔ ایک کے بعد دوسرا رسوائی سے دوچار ہوتا ہے ۔…,['1596972831832952832'],2022-11-27T21:02:48.000Z,
1596962884860653568,2993788962,ur,RT @InsafPK: اس کا مشن عظیم ہے اس ملک اس قوم کو عظیم بنانے کا مشن مدینہ کی ریاست جیسی فلاحی ریاست بنانے کا مشن وہ اس جہاد میں بے خوف ہوکر ن…,['1596962884860653568'],2022-11-27T20:23:16.000Z,
1596962848789651456,2993788962,en,"RT @ShahidaQureshi5: mail@supremecourt.gov.pk
Hon Chief Justice of Pakistan 
We demand Supreme Court of Pakistan to form a Judicial Commiss…",['1596962848789651456'],2022-11-27T20:23:07.000Z,
1596962714265718784,2993788962,ur,RT @Naya__Pakistan_: سی سی ٹی وی فوٹیج عمران خان کی ائیر پورٹ سے https://t.co/OuZUx2744G,['1596962714265718784'],2022-11-27T20:22:35.000Z,
1596959046988632064,2993788962,ur,RT @TBajwa7: ایک ماہ سے زائد بیت گیا لیکن خزاں کی رت میں بھی راہ حق کے شہید ارشد شریف کی آخری آرامگاہ پر قوم نے پھول نہیں سوکھنے دئیے. http…,['1596959046988632064'],2022-11-27T20:08:01.000Z,
1596958467130265601,2993788962,ur,"RT @asherbajwa: چھوٹے بچے بھی چیف جسٹس کو لیٹر لکھ رہے ہیں۔۔
#JusticeForArshadSharif https://t.co/p58HnzMunX",['1596958467130265601'],2022-11-27T20:05:43.000Z,
1596958292718555137,2993788962,ur,RT @BabarAwanPK: اعظم سواتی کے خلاف 5 ایف آئی آر کراچی، تین گھوٹگی، دو جیکب آباد، دو بلوچستان، سکھر، قمبر شہدادکوٹ، لاڑکانہ، نوابشاہ اور نا…,['1596958292718555137'],2022-11-27T20:05:01.000Z,
1596958264063033346,2993788962,ur,RT @ImranRiazKhan: یہ تو لگتا ہے کہ جان بوجھ کر بدنامی کروانا چاہ رہا ہے۔ حد ہے ویسے۔ FIRs کے ورلڈ ریکارڈ کا نوٹس تو ضرور ہونا چاہیئے۔,['1596958264063033346'],2022-11-27T20:04:54.000Z,
1596958155191496705,2993788962,art,RT @ImranRiazKhan: 😂🤣😂,['1596958155191496705'],2022-11-27T20:04:28.000Z,
1596957838529638402,2993788962,ur,RT @SharafatPTIReal: آج میں نے بھائی کی آنکھوں @arsched کو لیکر بڑی پریشانی اور بے چینی دیکھی کہ اتنا ظُلم ہونے کے باواجود بھی پاکستان میں…,['1596957838529638402'],2022-11-27T20:03:13.000Z,
1596957525181505538,2993788962,ur,RT @sanamkh22: اتنا بھی بُرا ماننے والی بات نہیں تھی 😂😂😂 https://t.co/3SyDs7sRWl,['1596957525181505538'],2022-11-27T20:01:58.000Z,
1596957205369978880,2993788962,ur,"RT @hansbadvi: یہ کون لوگ ہیں جو پاکستان میں رہتے ہیں جن کا جینا مرنا پاکستان میں ہے اور ملک کی ہر طرح سے خدمت انجام دیتے ہیں۔

علیمہ خان چ…",['1596957205369978880'],2022-11-27T20:00:42.000Z,"{'copyright': False, 'country_codes': ['IN']}"
1596956685796401152,2993788962,en,"RT @_NiMrA_BaiG_: I never met Arshad Sharif but his murder killed me, I wish my little effort will help his family to get justice 🥺💔

#Just…",['1596956685796401152'],2022-11-27T19:58:38.000Z,
1596956358338760704,2993788962,ur,RT @2Kazmi: اداروں کو ٹارگٹ کرنا مناسب نہیں، PTI کی تو مذمت لیکن حکومتی شخصیات کے الزامات پر خاموشی، عمران خان پاکستان میں تنقید کرے تو عال…,['1596956358338760704'],2022-11-27T19:57:20.000Z,
1596956229783343104,2993788962,ur,RT @illusionisthina: قاضی وقت کو اس سیمپل کے مطابق خط لکھا جا سکتا ہے اور ایڈریس بھی پوسٹ میں موجود ہے۔ تمام لوگ خط کو ارسال کریں اور ہماری…,['1596956229783343104'],2022-11-27T19:56:49.000Z,
1596956186464571392,2993788962,en,RT @PTIofficial: The people of AJK showed their trust in Kaptaan once again! One vs all and Imran Khan wins again! #کشمیر_کپتان_کا https://…,['1596956186464571392'],2022-11-27T19:56:39.000Z,
1596956119356018688,2993788962,ur,RT @khurram143: آخر کب تماشا ختم ہو گا 💔 https://t.co/br7e7gNN9r,['1596956119356018688'],2022-11-27T19:56:23.000Z,
1596956089978716161,2993788962,ur,RT @chaudhryTabraiz: “ریاست اپنے افراد سے بدلے نہیں لیا کرتیں “ کاشف عباسی بھی بول پڑے ۔👏 https://t.co/XFwfLvwGUJ,['1596956089978716161'],2022-11-27T19:56:16.000Z,
1596956007816900609,2993788962,ur,RT @KaKaR_101: کاشف عباسی کھول کر بول گیا اعظم سواتی کی گرفتاری پر https://t.co/y4wOHbfJZu,['1596956007816900609'],2022-11-27T19:55:56.000Z,
1596955337973985280,2993788962,und,RT @ImranRiazKhan: 🤲🏻 https://t.co/8x4za7BjVH,['1596955337973985280'],2022-11-27T19:53:17.000Z,
1596945137724116997,2993788962,en,"RT @elonmusk: Just a note to encourage people of different political or other views to engage in civil debate on Twitter. 

Worst case, the…",['1596945137724116997'],2022-11-27T19:12:45.000Z,
1596945003838083072,2993788962,ur,RT @FarooquiJameel: اس پیاری سی بچی نے تصویر کھنچوانے کے بعد ٹوئیٹ کرنے کا وعدہ لیا تھا کیونکہ یہ بہت دور سے چل کے آئی صرف ایک سیلفی لینے ک…,['1596945003838083072'],2022-11-27T19:12:13.000Z,
1596944791417544704,2993788962,ur,"RT @ZaidiiG7: یہ کتے کہاں کے ہیں۔۔۔ ؟
کوئی پوچھ سکتا ہے ان فرعونوں کو۔۔۔؟
کوئی تفصیل بتاسکتا ہے اسکی۔۔
پلیز شیئر کردیں۔۔ اپنی آواز اٹھاکر ا…",['1596944791417544704'],2022-11-27T19:11:22.000Z,
1596944428954157056,2993788962,ur,"RT @Lalika79: یہ بات ریکارڈ پر رہے

عمران احمد خان نیازی قاتلانہ حملے میں زخمی ہوا

کسی سیاسی پارٹی کے سربراہ نے عیادت کے لئے وفد نہیں بھیج…",['1596944428954157056'],2022-11-27T19:09:56.000Z,
1596944240520503297,2993788962,en,"RT @MaddyWithKhan: Email
mail@supremecourt.gov.pk

Honourable Chief Justice,
As a Pakistani, I request the Supreme Court to form a Judicial…",['1596944240520503297'],2022-11-27T19:09:11.000Z,
1596944149424799745,2993788962,en,@imfaaru He lives in the metaverse,['1596944149424799745'],2022-11-27T19:08:49.000Z,
1596943934747398144,2993788962,hi,RT @imfaaru: Ye Bhi Theek Hai Wese 🫡 https://t.co/TapgqR1sm6,['1596943934747398144'],2022-11-27T19:07:58.000Z,
1596915035468890112,2993788962,en,RT @Nazira_Yusuf22: What a sensational answer from John Barnes in regards to the World Cup being held Qatar and respecting the Islamic law…,['1596915035468890112'],2022-11-27T17:13:08.000Z,
1596914425461866496,2993788962,ur,RT @SaraMirGBP: ارشد شریف شہید بھائی کے خوبصورت الفاظ ترجمانی کر رہے ہیں@ImranRiazKhan کی بہادری کے🙏😢.…,['1596914425461866496'],2022-11-27T17:10:42.000Z,
1596914224101400577,2993788962,ur,"RT @ZahidNoorARY: تمام لوگ چیف جسٹس آف پاکستان کو خط لکھیں اور ارشد شریف شہید کے لیے انصاف مانگیں: عمران ریاض خان
#ArshadShareefShaheed @ar…",['1596914224101400577'],2022-11-27T17:09:54.000Z,
1596914177150685184,2993788962,ur,"RT @KhuramKhanzada2: میں نے اپنے حصے کا کام شروع کر دیا ،معزز چیف جسٹس صاحب کے نام  ارشد شریف شہید کو انصاف دلانے کے لئے مئودبانہ خط
#Justi…",['1596914177150685184'],2022-11-27T17:09:43.000Z,
1596914097748119558,2993788962,ur,"RT @PTIofficial: مراد سعید کی آج اسلام آباد میں مکمل پریس کانفرنس (1/3)

@MuradSaeedPTI https://t.co/yxugapn2PJ",['1596914097748119558'],2022-11-27T17:09:24.000Z,
1596913196010332160,2993788962,ur,RT @Zarkawaa: اگر سائفر میں وزیراعظم کی جگہ کمپنی کے سربراہ کو تبدیل کرنے کی دھمکی دی جاتی۔ اور مہینے کے اندر کمپنی کا سربراہ وزیراعظم تبدی…,['1596913196010332160'],2022-11-27T17:05:49.000Z,
1596911771516014595,2993788962,fa,@SamarHBilour @ShahramKTarakai  @AtifKhanpti     سرپرائز؟,['1596911771516014595'],2022-11-27T17:00:10.000Z,
1596911337220624385,2993788962,ur,"RT @SamarHBilour: شہرام بھائی کیسا لگا پھر خان کا سرپرائز؟ 😂😂

خبردار: ویڈیو پر ہنسنے والے کو تحریک انصاف سے نکال دیا جائے گا https://t.co/…",['1596911337220624385'],2022-11-27T16:58:26.000Z,
1596910989160902658,2993788962,en,RT @adeelraja: For a certain group in media today constantly running campaigns and did not leave Arshad Sharif’s death out of it too! https…,['1596910989160902658'],2022-11-27T16:57:03.000Z,
1596907250865487872,2993788962,ur,RT @MarukhJavid: انٹرنیشنل میڈیا پر خان کے چرچے🔥✌️ https://t.co/hO2hahV5Am,['1596907250865487872'],2022-11-27T16:42:12.000Z,
1596907237330518021,2993788962,ur,RT @PTIofficial: DGISPR اور رانا ثنا اللہ نے دعوی کیا کہ ارشد شریف شہید اس وقت تک دبئی رہے جب تک انکے پاس ویزا تھا، اور اسکے بعد وہ کینیا چ…,['1596907237330518021'],2022-11-27T16:42:09.000Z,
1596907157576126482,2993788962,ur,"RT @falakjavaidkhan: چھ ماہ میں نون لیگ کی سیاست اور ان کو مسلط کرنے والوں کی عزت ختم ہوگئی ہے۔۔۔
لوگوں کی محبت پیار اور عزت کا بڑا گھاٹے م…",['1596907157576126482'],2022-11-27T16:41:50.000Z,
1596907125598552065,2993788962,en,RT @MaddyWithKhan: #FaisalNaseer is trending on top in Pakistan. This issue has been ongoing for too long. The institution or he himself ne…,['1596907125598552065'],2022-11-27T16:41:42.000Z,
1596907090786025476,2993788962,en,RT @sayedzbukhari: Two days of remand on what basis?! just to torture him more? instil fear? They should get it by now; @AzamKhanSwatiPk is…,['1596907090786025476'],2022-11-27T16:41:34.000Z,
1596907072435912710,2993788962,en,RT @sufisal: Bajwa is not Pak Fouj. Just like Hitler is not Germany. #Fascism has no country nor religion.,['1596907072435912710'],2022-11-27T16:41:29.000Z,
1596907036155207686,2993788962,ur,RT @thepowerofpak: پنجاب اسمبلی کو تحلیل ہونے سے روکنے پر  PDM کی مشاورت، لیگی ایم پی ایز اور اتحادیوں کی اکثریت کا وزیر اعلیٰ کے خلاف عدم…,['1596907036155207686'],2022-11-27T16:41:21.000Z,
1596906990646988801,2993788962,en,RT @fsherjan: truth of #DarNomics &amp; how he left the country almost bankrupt with CAD of 20 Billion USD. Check back on 90-93 and 97-99. In 9…,['1596906990646988801'],2022-11-27T16:41:10.000Z,
1596904473707921411,2993788962,ur,"RT @FahadKhanoffic7: ارشد شریف کے لیے انصاف مانگنا ہر پاکستانی کا حق ہے جو شھید کے لیے آواز آثھاے گا اللہ اس کی مدد کرے گا 

#چیف_جسٹس_کو_خ…",['1596904473707921411'],2022-11-27T16:31:10.000Z,
1596903114963316736,2993788962,zxx,RT @IRKsays: https://t.co/zmMwyz49ae,['1596903114963316736'],2022-11-27T16:25:46.000Z,
1596902713895297027,2993788962,ur,RT @Afaq6464: چیف جسٹس آف پاکستان کے نام میرا خط معزز چیف جسٹس صاحب کینیا میں بے دردی سے شہید کیے جانے والے ہمارے بھائی تحقیقاتی صحافی شہید…,['1596902713895297027'],2022-11-27T16:24:10.000Z,
1596902336848605186,2993788962,en,RT @iihtishamm: #JusticeForArshadSharif Shaheed.,['1596902336848605186'],2022-11-27T16:22:40.000Z,
1596902303214493697,2993788962,ur,RT @samiabrahim: انشاللہ فتح آپکی ھو گی۔۔عوام جیتیں گے https://t.co/daenjUOXHn,['1596902303214493697'],2022-11-27T16:22:32.000Z,
1596902282360025088,2993788962,ur,"RT @FahadKhanoffic7: اس #چیف_جسٹس_کو_خط_لکھیں یا سپریم کورٹ کے سامنے لیٹ جائیں 
ہم کو اس نظام انصاف سے کوئی توقع نہیں ہے #چیف_جسٹس_کو_خط_لک…",['1596902282360025088'],2022-11-27T16:22:27.000Z,
1596902215276728321,2993788962,ur,RT @adeelraja: آخر کب تماشہ ختم ہو گا!  https://t.co/Eysb1lCuGL,['1596902215276728321'],2022-11-27T16:22:11.000Z,
1596901934362816512,2993788962,ur,"RT @FahadKhanoffic7: #چیف_جسٹس_کو_خط_لکھیں جب بہت زیادہ خط موصول ہو نگے تو اس پر ایکشن ہوگا ورنہ سوتے رہیں۔
#چیف_جسٹس_کو_خط_لکھیں https://t…",['1596901934362816512'],2022-11-27T16:21:04.000Z,
1596901910145302530,2993788962,en,"RT @FahadKhanoffic7: #چیف_جسٹس_کو_خط_لکھیں
Chief Justice of Supreme Court Arshad Sharif Shaheed's family as well as the whole country is wa…",['1596901910145302530'],2022-11-27T16:20:59.000Z,
1596901885654732800,2993788962,qme,RT @javerias: #JusticeForArshadSharif https://t.co/lMQqiOQZ15,['1596901885654732800'],2022-11-27T16:20:53.000Z,
1596901576043790336,2993788962,en,RT @javerias: People are daily visiting shaheed @arsched in h-11 graveyard and giving him honour with rose petals. https://t.co/NWZjrLyPw7,['1596901576043790336'],2022-11-27T16:19:39.000Z,
1596901526018330624,2993788962,ur,RT @sanamkh22: چور کو چور نہ کہو #Bastard کو #Bastard نہ کہو یہ کیا لاجک ہوئی 🤔,['1596901526018330624'],2022-11-27T16:19:27.000Z,
1596901506988806144,2993788962,ur,RT @Shiffa_ZY: کسی نے کہا بلٹ پروف شیشے کے پیچھےسے خطاب کر رہا تھا اس میں کون سی بہادری ہے۔۔۔ باتیں ایسے کرتے ہیں جیسے اس ملک میں سب نے بند…,['1596901506988806144'],2022-11-27T16:19:22.000Z,
1596901310741499904,2993788962,ur,RT @sanamkh22: یہ سارے ایک جیسے ہوتے ہیں,['1596901310741499904'],2022-11-27T16:18:36.000Z,
1596901265090674688,2993788962,ur,RT @Shiffa_ZY: میری عمران خان کی ہمشیرہ علیمہ خان سے خصوصی گفتگو ۔۔۔ عمران خان قوم کی سوچ میں انقلاب لے آیا، مزید زمین پر بیٹھنے کے حوالے س…,['1596901265090674688'],2022-11-27T16:18:25.000Z,
1596901076044750848,2993788962,ur,RT @RizwanGhilzai: اللہ پاک اعظم سواتی صاحب کی زندگی کی حفاظت فرمائے ! آمین,['1596901076044750848'],2022-11-27T16:17:40.000Z,
1596901045594394625,2993788962,ur,RT @ChParvezElahi: پنجاب حکومت عمران خان کی امانت ہے۔ ہم وضع دار لوگ ہیں جس کے ساتھ چلتے ہیں اس کا ساتھ نہیں چھوڑتے۔ اسمبلیوں سے جب استعفے…,['1596901045594394625'],2022-11-27T16:17:32.000Z,
1596900852664619009,2993788962,en,RT @MianAliAshfaq: That’s the way forward! https://t.co/YppBXJZDw3,['1596900852664619009'],2022-11-27T16:16:46.000Z,
1596900737656700931,2993788962,ur,RT @Shiffa_ZY: عمران خان کو اللہ ہر گزرتے دن کے ساتھ مضبوط کر رہا ہے۔۔۔جیسے سونا آگ میں تپ کر کُندن بنتا ہے۔۔۔ https://t.co/0oneVWYb1K,['1596900737656700931'],2022-11-27T16:16:19.000Z,
1596899955838705665,2993788962,ur,"RT @adeelraja: نثار میں تری گلیوں کے اے وطن کہ جہاں 
چلی ہے رسم کہ کوئی نہ سر اٹھا کے چلے",['1596899955838705665'],2022-11-27T16:13:13.000Z,
1596899941473189890,2993788962,ur,"RT @ImranRiazKhan: ابھی تو صرف گرفتاری کی تمیز اور طریقہ سمجھایا ہے۔ انہیں اعظم سواتی سے بہتر استاد نہیں ملے گا۔
 https://t.co/NzPDlD3N6c",['1596899941473189890'],2022-11-27T16:13:09.000Z,
1596899666544988161,2993788962,ur,RT @falakjavaidkhan: عمران ریاض خان نے کہا ہے کہ روزانہ ہر پاکستانی چاہے وہ پاکستان میں ہو یا باہر چیف جسٹس کو ایک خط لکھے جس میں کہا جائے…,['1596899666544988161'],2022-11-27T16:12:04.000Z,
1596899438861381633,2993788962,ur,RT @MuradSaeedPTI: 5 بجے پریس ٹاک کر رہا ہوں کیونکہ ان کو انویسٹیگیشن نہیں میڈیا میڈیا کھیلنا ہے۔۔,['1596899438861381633'],2022-11-27T16:11:09.000Z,
1596899401590779904,2993788962,zxx,RT @ImranRiazKhan: https://t.co/wTzsRCmc0m,['1596899401590779904'],2022-11-27T16:11:00.000Z,
1596899189660663813,2993788962,ur,RT @fawadchaudhry: ادارے آصف زرداری اور نواز شریف کی سیاست کا بوجھ اٹھانے کی غلطی کو جلد از جلد درست کریں ، زرداری اور نواز شریف کی سیاست ط…,['1596899189660663813'],2022-11-27T16:10:10.000Z,
1596897225207992321,2993788962,ur,"RT @SdqJaan: آپ ایسی حکومت چھوڑ کیوں نہیں دیتے؟
آپ روز شہباز شریف حکومت پر وار کرتے ہیں اور آپ اس اقتدار کے حصہ دار اور بینیفشری بھی ہیں.
ک…",['1596897225207992321'],2022-11-27T16:02:22.000Z,
1596897199174340608,2993788962,ur,RT @sanamkh22: اب #Bastard کو کوئی #Bastard نہ کہے تو کیا کہے 🤔,['1596897199174340608'],2022-11-27T16:02:15.000Z,
1596896110437871616,2993788962,ur,RT @UdarOfficial: وزیر اعلیٰ پنجاب چودھری پرویز الہی کی جانب سے کپتان کی مکمل حمایت کے اعلان نے پی ڈی ایم چوروں کے بچے کچے ارمانوں پر بھی پ…,['1596896110437871616'],2022-11-27T15:57:56.000Z,
1596895751723851776,2993788962,ur,RT @Asad_Umar: اعظم سواتی کا کیس بنیاد بنے گا کے طاقتور اداروں کے بڑے عہدوں پر بیٹھنے والوں کو کیا کہا جا سکتا ہے اور کیا نہیں. یہ بھی ہمیش…,['1596895751723851776'],2022-11-27T15:56:30.000Z,
1596894837210755072,2993788962,und,RT @JeremyMcLellan: #ReleaseAzamSwati 🇵🇰 https://t.co/bP8aeWsG3U,['1596894837210755072'],2022-11-27T15:52:52.000Z,
1596877524990296064,2993788962,en,RT @Asad_Umar: The dignified manner in which azam swati conducted himself as he was arrested today shows he is fighting for a principle. Yo…,['1596877524990296064'],2022-11-27T14:44:05.000Z,
1596877371813961729,2993788962,ur,RT @ChParvezElahi: صوبائی اسمبلیوں سے استعفے آتے ہی پی ڈی ایم کا جعلی اتحاد بھی انتشار کی شکل اختیار کرتا جائے گا. ن لیگ والے شعبدہ باز جھو…,['1596877371813961729'],2022-11-27T14:43:28.000Z,
1596876617942720512,2993788962,en,"RT @TRTWorldNow: Former Pakistani PM Imran Khan says his PTI party will quit the current political system, calling it corrupt https://t.co/…",['1596876617942720512'],2022-11-27T14:40:28.000Z,
1596876538120908800,2993788962,en,"RT @SalmanKNiazi1: Law is clear, FIR should be lodged as soon as complaint is received. But in cases where FIR is lodged in one city, any o…",['1596876538120908800'],2022-11-27T14:40:09.000Z,
1596876210411565056,2993788962,ur,RT @MuzzammilAslam3: مایوسی، بری خبریں چاروں طرف سے۰۰اب مفتاح اسماعیل نے بھی اعتراف کر لیا۰ اللہ خیر  کریں۰ https://t.co/tcky4zk2WZ,['1596876210411565056'],2022-11-27T14:38:51.000Z,
1596876191079796739,2993788962,ur,RT @AVeteran1956: مان لیجئے۔ یہ ملک کی رہی سہی معیشت تباہ کر کے پھر باہر چلے جائیں گے جہاں اِن کی اولاد اور دولت ہے۔ یا اِلٰہی! ہمارے ملک ا…,['1596876191079796739'],2022-11-27T14:38:47.000Z,
1596876093918965760,2993788962,zxx,RT @khanzadi438: https://t.co/1uApztoOF1,['1596876093918965760'],2022-11-27T14:38:23.000Z,
1596875938402160640,2993788962,ur,"RT @imfaaru: فارو جلسہ گاہ سے آپ کی خدمت میں ۔ رانا صاحب لیر و لیر پروگرام ہو گیا جے ۔ الیکشن کراؤ بس
#حقیقی_آزادی_لانگ_مارچ https://t.co/c…",['1596875938402160640'],2022-11-27T14:37:46.000Z,
1596765538919018496,2993788962,en,"RT @MianAliAshfaq: It’s never illegal or unpatriotic for considering someone responsible or question someone’s actions at helm of affairs,…",['1596765538919018496'],2022-11-27T07:19:05.000Z,
1596765241941323776,2993788962,en,RT @adeelraja: The colonial mindset!!,['1596765241941323776'],2022-11-27T07:17:54.000Z,
1596765143500992514,2993788962,en,RT @ShahidaQureshi5: @MaddyWithKhan In fact all all the judges shld resign ..,['1596765143500992514'],2022-11-27T07:17:31.000Z,
