edit_history_tweet_ids,created_at,id,author_id,lang,text,geo
['1596963701982367745'],2022-11-27T20:26:31.000Z,1596963701982367745,1081765278,en,RT @TheFirstOkiro: I would give anything to see Miles Morales take his leap of faith for the first time again https://t.co/87p0TOhrup,
['1596963667438075904'],2022-11-27T20:26:23.000Z,1596963667438075904,1081765278,en,RT @Beamo23: I bet Hobby Lobby would have returned those stolen artifacts sooner but it took too long to get the glitter off of them all.,
['1596962426213498880'],2022-11-27T20:21:27.000Z,1596962426213498880,1081765278,en,Gotta start carrying my Glock again riding around the H. This road rage shit is getting out of hand.,{'place_id': '1c69a67ad480e1b1'}
['1596946949630210048'],2022-11-27T19:19:57.000Z,1596946949630210048,1081765278,en,"RT @Dreadful4Tymes: I don’t get why white folk love AAVE so much , yall lingo be EATING. Whatever happened to WHAT EVER MAJOR LOSER. With t…",
['1596946510540812288'],2022-11-27T19:18:12.000Z,1596946510540812288,1081765278,en,Kyle Allen need to be in NRG making concession stand food,{'place_id': 'e0060cda70f5f341'}
['1596945552318439424'],2022-11-27T19:14:24.000Z,1596945552318439424,1081765278,en,"RT @taeseru: “she’s so me” hello kitty do not be off percs sitting in a dirty room, girl enough",
['1596943873246343168'],2022-11-27T19:07:43.000Z,1596943873246343168,1081765278,en,Zach Wilson need to be on https://t.co/k3RJm9Pf4q at half,{'place_id': 'e0060cda70f5f341'}
['1596943600147116032'],2022-11-27T19:06:38.000Z,1596943600147116032,1081765278,en,Bryce Young 🤝🏾 Sean Payton https://t.co/WmFR8vOsim,{'place_id': 'e0060cda70f5f341'}
['1596941841278304256'],2022-11-27T18:59:39.000Z,1596941841278304256,1081765278,en,"RT @warmcriminal: american kids can’t play street football bc every street is a 24 lane highways lmao, the american messi probably got run…",
['1596941399257382912'],2022-11-27T18:57:53.000Z,1596941399257382912,1081765278,en,@LuisAlemanA Boys got cooked fr,{'place_id': 'e0060cda70f5f341'}
['1596934763771678720'],2022-11-27T18:31:31.000Z,1596934763771678720,1081765278,en,TF are they showing USA stuff for when they not playing today????,{'place_id': 'e0060cda70f5f341'}
['1596934338465402880'],2022-11-27T18:29:50.000Z,1596934338465402880,1081765278,en,RT @shaun_harrison: Concepted a New Disney/Marvel release Bashenga: The First Black Panther. And it’s taking off so let me post here… drop…,
['1596933265671487488'],2022-11-27T18:25:34.000Z,1596933265671487488,1081765278,en,"RT @cbouzy: 🔔Today at 10 AM EST, I will tweet four names for the platform, and you guys will pick the name. I wasn't joking when I said you…",
['1596933210528976898'],2022-11-27T18:25:21.000Z,1596933210528976898,1081765278,en,"RT @JamesGunn: Yes, most definitely, the DCU will be connected across film and TV (and animation).",
['1596932701130723328'],2022-11-27T18:23:20.000Z,1596932701130723328,1081765278,en,RT @AdamSchefter: Today is the 15th anniversary of Sean Taylor’s death. Every Commander will wear a No. 21 decal on his helmet in honor of…,
['1596931183597998081'],2022-11-27T18:17:18.000Z,1596931183597998081,1081765278,en,Volkswagen???? You know their history…right??? https://t.co/1uYh3EJc31,{'place_id': 'e0060cda70f5f341'}
['1596929927492042752'],2022-11-27T18:12:18.000Z,1596929927492042752,1081765278,en,RT @AnkerOfficial: Switch to a 3-port charger that powers all your devices.,
['1596928794077503488'],2022-11-27T18:07:48.000Z,1596928794077503488,1081765278,en,This is mad disrespectful @Commanders https://t.co/ugcwIfT3Cr,
['1596928706278477824'],2022-11-27T18:07:27.000Z,1596928706278477824,1081765278,en,"RT @temabef: Study in Belgium and help your country reap the benefits!

130 Bachelor’s and Masters scholarships and 70 continuing education…",
['1596927846571999233'],2022-11-27T18:04:02.000Z,1596927846571999233,1081765278,en,@curgeee They gotta get they CDL,{'place_id': 'e0060cda70f5f341'}
['1596927636164710400'],2022-11-27T18:03:12.000Z,1596927636164710400,1081765278,en,RT @curgeee: 4-1 just pitiful,
['1596927140741939200'],2022-11-27T18:01:14.000Z,1596927140741939200,1081765278,en,RT @CBSSportsGolazo: Canada are eliminated from the 2022 World Cup. 💔 https://t.co/DQWrSfdsWf,
['1596925941267460099'],2022-11-27T17:56:28.000Z,1596925941267460099,1081765278,en,"We need more truckers, y’all get busy @CanadaSoccerEN",{'place_id': 'e0060cda70f5f341'}
['1596925820697993216'],2022-11-27T17:55:59.000Z,1596925820697993216,1081765278,en,Canada soccer team all need to be applying for CDL rn,{'place_id': 'e0060cda70f5f341'}
['1596925574445834240'],2022-11-27T17:55:01.000Z,1596925574445834240,1081765278,en,"RT @FatKidDeals: GIVEAWAY TIME!

Giving away FOUR COPIES of FIFA23
(FOUR winners, one game each)

Rules:
RT + Like this Post

Ends:
11/29/2…",
['1596923185089609729'],2022-11-27T17:45:31.000Z,1596923185089609729,1081765278,en,"RT @thecartooncrave: 12 years ago today, YOUNG JUSTICE premiered on Cartoon Network.
https://t.co/jQgvIkbi2f",
['1596922834395500544'],2022-11-27T17:44:07.000Z,1596922834395500544,1081765278,en,"RT @JermaineWatkins: Uncle Phil said, “Geoffrey, break out Lucille.”

Much respect to James Avery who would’ve turned 77 today. 🎂🕊️ https:/…",
['1596920046957514755'],2022-11-27T17:33:03.000Z,1596920046957514755,1081765278,en,"RT @bobbyxlong: They thought dude was rolling up at the Bayou Classic, he was warming up a rib 😂😂😂😂 https://t.co/clTWXvFPVj",
['1596919716559609856'],2022-11-27T17:31:44.000Z,1596919716559609856,1081765278,en,Canada getting packed out mane,{'place_id': 'e0060cda70f5f341'}
['1596918550928961537'],2022-11-27T17:27:06.000Z,1596918550928961537,1081765278,en,"RT @ReverendWarnock: We're calling 1 MILLION GEORGIA VOTERS this Tuesday, and we need YOUR help! Will you sign up to dial with us?  https:/…",
['1596918394594693121'],2022-11-27T17:26:29.000Z,1596918394594693121,1081765278,und,Wtf???? https://t.co/6RP52ZfjID,{'place_id': 'e0060cda70f5f341'}
['1596918314458030083'],2022-11-27T17:26:10.000Z,1596918314458030083,1081765278,en,RT @IkeMoses: Black kids from the hood rarely get into  organized soccer because they can’t afford it. Latino kids from the hood can’t affo…,
['1596917680983838720'],2022-11-27T17:23:39.000Z,1596917680983838720,1081765278,en,"RT @ConferenceUSA: The matchup is 𝗦𝗘𝗧.

@MeanGreenFB at @UTSAFTBL 

📰 | https://t.co/W5xYPdRgLY https://t.co/ZZj3LprB4k",
['1596915910853263360'],2022-11-27T17:16:37.000Z,1596915910853263360,1081765278,en,RT @nightwaynes: The Batman is officially the highest rated Superhero movie of the year with a 85% on Rotten Tomatoes! https://t.co/1FcWSHt…,
['1596913874996961280'],2022-11-27T17:08:31.000Z,1596913874996961280,1081765278,en,RT @TheBatmanFilm_: #TheBatman is the highest rated superhero movie of 2022 on Rotten Tomatoes with 85% 🦇 https://t.co/2Jx7ht22py,
['1596912349935329281'],2022-11-27T17:02:28.000Z,1596912349935329281,1081765278,en,"RT @Kyla_Lacey: AAVE being rebranded as gen-z speak is wild, like you really think I’ve modeled my verbiage off a bitch who can’t even rent…",
['1596910030502080512'],2022-11-27T16:53:15.000Z,1596910030502080512,1081765278,en,RT @coldhealing: i love the incoherent excess of mr beast https://t.co/jHwMZp0SPE,
['1596909885047726080'],2022-11-27T16:52:40.000Z,1596909885047726080,1081765278,en,"@semmalyna Y’know what, I never thought about that 🤔",{'place_id': 'e0060cda70f5f341'}
['1596899391398449154'],2022-11-27T16:10:58.000Z,1596899391398449154,1081765278,en,"RT @FatKidDeals: Govee Immersion TV LED Backlights with Camera (camera matches the backlight to content on screen!)

Get it for $55.99, ret…",
['1596899346460856321'],2022-11-27T16:10:47.000Z,1596899346460856321,1081765278,en,"RT @MoorInformation: November 25, 2006 — Sean Bell was murdered by five NYPD officers in a hail of 50 bullets on the morning of his wedding…",
['1596793101527396352'],2022-11-27T09:08:37.000Z,1596793101527396352,1081765278,en,"@semmalyna I can see both sides of the argument. If there’s rain/snow, the field is toast. At the same time, the turf can contribute to injuries. Idk 🤷🏾‍♂️",{'place_id': 'e0060cda70f5f341'}
['1596791709794734080'],2022-11-27T09:03:05.000Z,1596791709794734080,1081765278,en,@ommibb LMAOOO NAH HOLLON,{'place_id': 'e0060cda70f5f341'}
['1596790015878582273'],2022-11-27T08:56:21.000Z,1596790015878582273,1081765278,en,"RT @davenewworld_2: Sperm counts have dropped by about 62% worldwide in 45 years. Corporations will blame smoking, or obesity, or sedentary…",
['1596786938983637000'],2022-11-27T08:44:07.000Z,1596786938983637000,1081765278,en,"RT @dadmann_walking: dog: [brings sticks inside]

me: no that belongs outside

me, at Christmas time: [brings entire tree inside]

dog: wha…",
['1596786862857027584'],2022-11-27T08:43:49.000Z,1596786862857027584,1081765278,en,"RT @thecartoonnews: 12 years ago today, 'YOUNG JUSTICE' premiered on Cartoon Network. https://t.co/ky7Xthoh48",
['1596783753049051137'],2022-11-27T08:31:28.000Z,1596783753049051137,1081765278,en,RT @traphousedre: Mexicans rn https://t.co/u20sJBgjmP,
['1596782430014230528'],2022-11-27T08:26:12.000Z,1596782430014230528,1081765278,en,RT @kobehighlight: Kobe Bryant with 18-year-old Kylian Mbappe. 🐐 https://t.co/pFl0TZV2WN,
['1596781736683540480'],2022-11-27T08:23:27.000Z,1596781736683540480,1081765278,en,Just sent my girl the wyd text 😈 https://t.co/uOFRdZ0FTc,{'place_id': 'e0060cda70f5f341'}
['1596780843208704000'],2022-11-27T08:19:54.000Z,1596780843208704000,1081765278,en,"RT @IBJIYONGI: LED headlights are a menace, and I can’t believe their brightness levels aren’t regulated",
['1596778425909276672'],2022-11-27T08:10:18.000Z,1596778425909276672,1081765278,en,@ommibb I’m still with my Mexican shootas any other day but Messi my GOAT bruh 😭,
['1596777769379467268'],2022-11-27T08:07:41.000Z,1596777769379467268,1081765278,en,"RT @ConferenceUSA: North Texas is going to the 2022 @RyanTax C-USA 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗦𝗛𝗜𝗣

@MeanGreenFB | #CUSAFB https://t.co/czIjUAmLqJ",
['1596776699035004928'],2022-11-27T08:03:26.000Z,1596776699035004928,1081765278,en,RT @EmpressThaliaa: Tesla's when they see a child https://t.co/VqiCwBIjeT,
['1596775372825456645'],2022-11-27T07:58:10.000Z,1596775372825456645,1081765278,en,I’ve consumed 6 different types of liquor https://t.co/2qvQHhTiTF,{'place_id': 'e0060cda70f5f341'}
['1596773097503625216'],2022-11-27T07:49:07.000Z,1596773097503625216,1081765278,en,"RT @CS11__: WAIT ANDREW GARFIELD IS GOING TO BE IN SPIDER-MAN NO WAY HOME????

 https://t.co/mmEeBqT6no",
['1596759749512822784'],2022-11-27T06:56:05.000Z,1596759749512822784,1081765278,en,"RT @Guslivesagain: I hope that for the batman sequel they really get rid of the fuckin  wingsuit,batman has to use his cape to glide like i…",
['1596759075974676480'],2022-11-27T06:53:24.000Z,1596759075974676480,1081765278,en,"@ItsCammyDubs Lemme know how that stuff goes, I need me some new equipment",{'place_id': 'e0060cda70f5f341'}
['1596753882071244801'],2022-11-27T06:32:46.000Z,1596753882071244801,1081765278,en,@JArnoldTAMU85 Bruhhh I was down the street at the rockets game!,{'place_id': 'e0060cda70f5f341'}
['1596750793058963456'],2022-11-27T06:20:29.000Z,1596750793058963456,1081765278,en,RT @historyinmemes: 17-year-old Juliane Koepcke was sucked out of an airplane after it was struck by lightning in 1971. She fell 2 miles to…,
['1596749521731563520'],2022-11-27T06:15:26.000Z,1596749521731563520,1081765278,en,"RT @nanahiiragay: Sir, a second goal has hit the Mexicans https://t.co/zpdLd1147z",
['1596736413084491781'],2022-11-27T05:23:21.000Z,1596736413084491781,1081765278,en,I got drill music on with my African aunties rn,{'place_id': 'e0060cda70f5f341'}
['1596734632497938432'],2022-11-27T05:16:16.000Z,1596734632497938432,1081765278,en,RT @luvinflix: Me reaching for another shot even tho I’m already fucked up: https://t.co/k6NfwHr9VH,
['1596729836839768065'],2022-11-27T04:57:13.000Z,1596729836839768065,1081765278,en,"@saraijoile @OhthatsIrekka @danidanielle02 Airpod pro an insane violation. Me personally, I wouldn’t take that 💀",{'place_id': 'e0060cda70f5f341'}
['1596729441035509769'],2022-11-27T04:55:39.000Z,1596729441035509769,1081765278,en,"RT @airaaa_____: krennic, because i live for his drama and we can get some much needed thrawn",
['1596729304322576384'],2022-11-27T04:55:06.000Z,1596729304322576384,1081765278,en,RT @marsisbored: YALL HAVE COVID,
['1596729257559920640'],2022-11-27T04:54:55.000Z,1596729257559920640,1081765278,en,"@imTyraee You missed greatness my brother, that man Jalen Green future Hall of Famer right there. Rockets got something special here.",{'place_id': 'e0060cda70f5f341'}
['1596727694233808897'],2022-11-27T04:48:42.000Z,1596727694233808897,1081765278,en,"@imTyraee Were you there tonight bruh? Shit was crazy fr, them boys went off",{'place_id': 'e0060cda70f5f341'}
['1596727286887514113'],2022-11-27T04:47:05.000Z,1596727286887514113,1081765278,en,RT @imTyraee: LSU fans was really talking college football playoffs 5 hours ago https://t.co/5yPCYhDEjq,
['1596727125893341185'],2022-11-27T04:46:27.000Z,1596727125893341185,1081765278,zxx,RT @imTyraee: https://t.co/h3XSkyeidx,
['1596721000334651393'],2022-11-27T04:22:06.000Z,1596721000334651393,1081765278,en,RT @qLxke_: sitting there without getting up for 45 years is gonna be a tough one but i’m gonna give it my best shot 😤,
['1596720562289618944'],2022-11-27T04:20:22.000Z,1596720562289618944,1081765278,zxx,RT @CooperKupp: https://t.co/8Y4uGBZOoX,
['1596695410734616577'],2022-11-27T02:40:25.000Z,1596695410734616577,1081765278,en,Rockets doing what’s necessary rn,{'place_id': '1c69a67ad480e1b1'}
['1596685394359201796'],2022-11-27T02:00:37.000Z,1596685394359201796,1081765278,en,That boy Green too nice,{'place_id': '1c69a67ad480e1b1'}
['1596674507166695426'],2022-11-27T01:17:21.000Z,1596674507166695426,1081765278,en,"We at the @HoustonRockets game rn, I’m beefing with the entire state of Oklahoma tonight",{'place_id': '1c69a67ad480e1b1'}
['1596651561828356098'],2022-11-26T23:46:11.000Z,1596651561828356098,1081765278,en,RT @airaaa_____: @Blvcksby_ “Did you just call him some sort of slur ??????” https://t.co/YZgJbptifJ,
['1596618360288350211'],2022-11-26T21:34:15.000Z,1596618360288350211,1081765278,en,"RT @FCB_Lad_: This angle of Messi's goal shows you how ridiculous it was

https://t.co/6ENOnUPyVz",
['1596618096856674304'],2022-11-26T21:33:12.000Z,1596618096856674304,1081765278,en,RT @braylon125: i wish they had black friday sales on apartments and homes 😂😂😂,
['1596616803618521089'],2022-11-26T21:28:04.000Z,1596616803618521089,1081765278,en,"RT @Tchalla_Fett: Whoever this cast member is, Disney needs to send him to the Major Leagues. 

Idk which Star Wars show is still filming b…",
['1596614856689344512'],2022-11-26T21:20:20.000Z,1596614856689344512,1081765278,en,"RT @FatKidDeals: small buckeyes nuts for $14.99

https://t.co/gfWYMcg1u5 https://t.co/PTL2azBEZq",
['1596614818005676032'],2022-11-26T21:20:10.000Z,1596614818005676032,1081765278,en,"RT @FatKidDeals: maybe, but your defense sure is 🤝",
['1596614800699793409'],2022-11-26T21:20:06.000Z,1596614800699793409,1081765278,en,@FatKidDeals LMFAOOOOO,{'place_id': 'bcb210d6cf34438a'}
['1596614398701096962'],2022-11-26T21:18:30.000Z,1596614398701096962,1081765278,en,"RT @ErikDavis: 2022 Superhero Movie/TV Rotten Tomatoes Stats:
- Highest Rated Movie: #TheBatman (85%)
- Highest Rated TV: #MsMarvel (98%) &amp;…",
['1596611742926241794'],2022-11-26T21:07:57.000Z,1596611742926241794,1081765278,no,@LuisAlemanA Delet dis https://t.co/EmHkqQjIJP,{'place_id': 'bcb210d6cf34438a'}
['1596611224187588609'],2022-11-26T21:05:54.000Z,1596611224187588609,1081765278,en,"@LuisAlemanA Aye any other time, I’m standing on my chair and cheering for them boys but this man Messi one of my heroes fr",{'place_id': 'bcb210d6cf34438a'}
['1596609928596049920'],2022-11-26T21:00:45.000Z,1596609928596049920,1081765278,en,"Now I need Iran to beat USA, Inshallah they will vanquish those Yankee pig dogs",{'place_id': 'bcb210d6cf34438a'}
['1596609554913316865'],2022-11-26T20:59:16.000Z,1596609554913316865,1081765278,en,"Smoking El Tri pack, I usually be cheering for Mexico but I be cheering for Messi more so yeah",{'place_id': 'bcb210d6cf34438a'}
