edit_history_tweet_ids,lang,created_at,author_id,id,text,withheld
['1596938418126479360'],en,2022-11-27T18:46:03.000Z,1564691477862785024,1596938418126479360,It seems in the past that the world had forgotten about the facts that many chaotic scenes of brutality are directly connected to the psychos who thought the planet belongs to them only.🤔 https://t.co/gz9y4CQLo6,
['1596937603189964800'],en,2022-11-27T18:42:48.000Z,1564691477862785024,1596937603189964800,RT @ZerkeeB: 50cent holding a dildo👀 https://t.co/AcdxAebZIf,
['1596937543496667136'],en,2022-11-27T18:42:34.000Z,1564691477862785024,1596937543496667136,"RT @Nqobzin20: Black people can't be racists, even if they tried https://t.co/P06it8RX7L",
['1596937422779973632'],zxx,2022-11-27T18:42:05.000Z,1564691477862785024,1596937422779973632,RT @esotericbot: https://t.co/qEkjrihH6I,
['1596937325170544640'],art,2022-11-27T18:41:42.000Z,1564691477862785024,1596937325170544640,RT @Sophie_Mokoena: ❤️❤️❤️❤️❤️❤️❤️❤️❤️,
['1596937093200027648'],und,2022-11-27T18:40:47.000Z,1564691477862785024,1596937093200027648,Uraaaaa https://t.co/XZx7Yks9o3,
['1596936894004494336'],en,2022-11-27T18:39:59.000Z,1564691477862785024,1596936894004494336,"RT @ATRightMovies: BRUCE LEE was born on this day, 1940. An icon of cinema, here he is versus a room full of fighters in FIST OF FURY (1972…",
['1596936815269019654'],en,2022-11-27T18:39:41.000Z,1564691477862785024,1596936815269019654,"RT @ZerkeeB: Halls Candy with cocaine 👀
WTF was going on back then? https://t.co/ZxuSwc7093",
['1596936732356014080'],en,2022-11-27T18:39:21.000Z,1564691477862785024,1596936732356014080,"RT @LogKa11: Ukrainian army vehicle carrying 3 Ukr soldiers, drives over a land mine. https://t.co/R8u51pXwJf",
['1596936679247728641'],en,2022-11-27T18:39:08.000Z,1564691477862785024,1596936679247728641,"RT @SonjaEnde: During the World Cup soccer in Qatar, the match US-UK, Qatar musicians played Katuschka, the famous Russian song 😆 https://t…",
['1596936568597778433'],zxx,2022-11-27T18:38:42.000Z,1564691477862785024,1596936568597778433,RT @esotericbot: https://t.co/nFkGoF8YlL,
['1596936523311902720'],en,2022-11-27T18:38:31.000Z,1564691477862785024,1596936523311902720,RT @robreiner: Donald Trump is the leader of the Republican Party. Donald Trump embraces White Supremacy. The dog whistles are all gone. Th…,
['1596936462846808064'],en,2022-11-27T18:38:17.000Z,1564691477862785024,1596936462846808064,RT @TobiAyodele: 🇺🇦🇵🇱Ukrainian refugees refused to be evicted from an all-inclusive hotel in Poland.,
['1596936420215894017'],en,2022-11-27T18:38:06.000Z,1564691477862785024,1596936420215894017,RT @socialiststeve6: Which of the following poses the greatest existential threat to world peace?,
['1596936326997495809'],und,2022-11-27T18:37:44.000Z,1564691477862785024,1596936326997495809,RT @mdfzeh: 🤣 https://t.co/FzvJT7UZLy,"{'copyright': False, 'country_codes': ['DE']}"
['1596936265903255552'],art,2022-11-27T18:37:30.000Z,1564691477862785024,1596936265903255552,😂 https://t.co/ENX40d4cc4,
['1596936160609435649'],en,2022-11-27T18:37:04.000Z,1564691477862785024,1596936160609435649,"RT @AZgeopolitics: 🇩🇪🚫🏭📈⚡️Every fourth enterprise may move abroad due to inflation and soaring energy costs, the German industry group warns",
['1596936064077205505'],en,2022-11-27T18:36:41.000Z,1564691477862785024,1596936064077205505,RT @HasbullaHive: They’re putting Hasbulla in Fortnite https://t.co/6H4TvSS095,
