text,id,created_at,lang,edit_history_tweet_ids,author_id,withheld
RT @Haqeeqat_TV: نئے آرمی چیف جنرل عاصم منیر کو چارج لینے دیجئے انشاءاللہ آپکو پاکستان کے حالات بہتر نظر آئیں گے 27 فروری کا آپریشن کامیاب…,1596966355076804608,2022-11-27T20:37:03.000Z,ur,['1596966355076804608'],1451669321218990080,"{'copyright': False, 'country_codes': ['IN']}"
"RT @ImranARaja1: آپریشن رکیم چینج کرنے کی زرداری، شہباز، فضلو کی اوقات ہی نہیں ۔۔
ساڑھے تین سال سے گ رگڑ رہے تھے مگر خان صاحب کی ہوا کو نا…",1596966344766808064,2022-11-27T20:37:01.000Z,ur,['1596966344766808064'],1451669321218990080,
"ان تمام FIR کو کلب کر کے کل ہی سپریم کورٹ سے رجوع کریں
آپ لوگ قانونی چارہ جوئی میں بہت تاخیر کرتے ہیں
سپریم کورٹ کے جج شرافت سے بات نہیں سنتے ہیں
تھوڑا چڑھ کر بیٹنگ کریں
اگریسیو اسٹانس لیں
ہزار پرچے کٹوانا غیرقانونی ہے
@BabarAwanPK
@AzharSiddique
@faisal_fareed
@fawadchaudhry https://t.co/HzXunoLyw2",1596966328727789569,2022-11-27T20:36:57.000Z,ur,['1596966328727789569'],1451669321218990080,
"RT @ImranRiazKhan: چمن میں بھی اعظم سواتی کے خلاف مقدمہ درج
صاحب دل نہیں بھرا ابھی۔۔۔ https://t.co/LxADixyknw",1596965676237074432,2022-11-27T20:34:22.000Z,ur,['1596965676237074432'],1451669321218990080,
RT @Shiffa_ZY: علیمہ خان جلسے کے بعد جلسہ گاہ سے کچرا اٹھا رہی ہیں۔ کون لوگ ہیں یہ؟ کس مٹی کے بنے ہیں یہ بھائی بہن؟ https://t.co/9UIHC2iP0O,1596965511598080000,2022-11-27T20:33:42.000Z,ur,['1596965511598080000'],1451669321218990080,
@farazubuttt @OfficialDGISPR Jo Batana Hai Idhar Hi Bata Den Shukriya,1596965319347646464,2022-11-27T20:32:56.000Z,hi,['1596965319347646464'],1451669321218990080,
@farazubuttt @OfficialDGISPR Dm Mai Nahi Deekhti Isi Liye Follow Nahi Karti Kiyun Bhai Log Faurna DM Karne Lagte Hain,1596965248090898432,2022-11-27T20:32:39.000Z,hi,['1596965248090898432'],1451669321218990080,
"RT @MashwaniAzhar: محترمہ نے آج پھر کچی پی لی ہے

تحریک انصاف تینوں اضلاع جیت چکی ہے

یہ صرف ایک مظفرآباد سٹی کارپوریشن کے رزلٹ پر مٹھائیاں…",1596964583776071680,2022-11-27T20:30:01.000Z,ur,['1596964583776071680'],1451669321218990080,
RT @PmIKPm: یہ بندہ باجوے کی چ کے رہے گا,1596964498371317760,2022-11-27T20:29:41.000Z,ur,['1596964498371317760'],1451669321218990080,
RT @ImranARaja1: تفرقہ انگیز پراپگنڈہ کونسا ہوتا ہے  ؟؟,1596964448962428929,2022-11-27T20:29:29.000Z,ur,['1596964448962428929'],1451669321218990080,
"RT @KPRescue1122: ریسکیو1122 پشاور/ آگ

پشاور سبزی منڈی/موچی لڑہ میں دکان پر آگ بھڑک اٹھی

اطلاع موصول ہوتے ہی ریسکیو1122 کی 6 فائر ویکل  ج…",1596964378318098432,2022-11-27T20:29:12.000Z,ur,['1596964378318098432'],1451669321218990080,
"RT @1IKpti: تم کو مگر شرم نہیں آتی 
@Marriyum_A https://t.co/qFZbGkJSl8",1596964298105888768,2022-11-27T20:28:53.000Z,ur,['1596964298105888768'],1451669321218990080,
RT @iqrarulhassan: شہباز شریف صاحب کی ایڈمنسٹریٹو صلاحیتوں کے بارے میں خوش گمان تھا لیکن نو ماہ کی حکومت اب تک بانجھ ہے۔ زرداری صاحب کے زی…,1596963643186302977,2022-11-27T20:26:17.000Z,ur,['1596963643186302977'],1451669321218990080,
RT @soldierspeaks: To whom it may concern https://t.co/qcKQG9sXMU,1596963375095099392,2022-11-27T20:25:13.000Z,en,['1596963375095099392'],1451669321218990080,
RT @zehrazee14: اعظم سواتی پر پرچہ ففتھیوں کے والدِ ماجد کی راجدھانی میں ہوا ہے ، جن انصافیوں نے ولدیت میں غفور لکھوایا ہے فوت ہو جائیں پلی…,1596963271126704128,2022-11-27T20:24:48.000Z,ur,['1596963271126704128'],1451669321218990080,
"RT @PTIPoliticsss: Last Updates from AJK LBE Phase 1:
33/33 UC Chairman Result from Jhelum Valley and Neelum Valley:
PTI 17
PMLN 8
PPP 6
IN…",1596963127157227520,2022-11-27T20:24:14.000Z,en,['1596963127157227520'],1451669321218990080,
"RT @PTIPoliticsss: Huge Setback for PMLN!
PMLN President AJK Shah Ghulam Qadir losses from his home UC in Neelum!
PTI won 0/2 seats of Neel…",1596963014384967680,2022-11-27T20:23:47.000Z,en,['1596963014384967680'],1451669321218990080,
"RT @PTIPoliticsss: PTI has now gained majorty in Jhelum Valley and Neelum Valley LBE!
PTI wins 10/18 UCs of Jhelum Valley!
PTI wins 7/15 UC…",1596963003139641344,2022-11-27T20:23:44.000Z,en,['1596963003139641344'],1451669321218990080,
"RT @PTIPoliticsss: 72/74 UC Update AJK LBE
PTI 34
PPP 23
PMLN 9
MC 3
IND 4
PTI has gained majority in District Neelum &amp; District Jhelum. PT…",1596962872751685632,2022-11-27T20:23:13.000Z,en,['1596962872751685632'],1451669321218990080,
"RT @PTIPoliticsss: Coverage for AJK LBE ends with 72/74 UC results reported in our previous tweet!
Despite lack of resources we tried our b…",1596962795022876672,2022-11-27T20:22:55.000Z,en,['1596962795022876672'],1451669321218990080,
RT @PTIPoliticsss: Shukria Muzaffarabad Division! https://t.co/IycNNIM3U7,1596962722675306498,2022-11-27T20:22:37.000Z,hi,['1596962722675306498'],1451669321218990080,
"RT @PTIPoliticsss: PMLN Ex PM Raja Farooq lost Jhelum Valley to PTI
PMLN AJK President Shah Ghulam Qadir lost home UC &amp; Neelum Valley to PT…",1596962594480267264,2022-11-27T20:22:07.000Z,en,['1596962594480267264'],1451669321218990080,
"RT @DunyaNews: ""عمران خان نے کل جو سیاسی پتا پھینکا ہے اس  نے اپنے حریفوں کو پریشان کر دیا ہے، عمران خان یہ نہیں کہہ رہے کہ اسمبلیوں سے است…",1596924839897747459,2022-11-27T17:52:05.000Z,ur,['1596924839897747459'],1451669321218990080,
RT @ARYSabirShakir: اس نیک مقصد میں سب شامل ہو جائیں,1596924311709048832,2022-11-27T17:49:59.000Z,ur,['1596924311709048832'],1451669321218990080,
"RT @PTIKPOfficial: شکریہ آزاد کشمیر. کشمیر نے بھی پی ڈی ایم کی شکست کا اعلان کردیا۔ پی ٹی آئی سب سے آگے۔
#کشمیر_کپتان_کا https://t.co/hzEGm…",1596924265550721025,2022-11-27T17:49:48.000Z,ur,['1596924265550721025'],1451669321218990080,
RT @TBajwa7: کل کے جلسے کا وہ لمحہ جب ہر اصلی اور نسلی پاکستانی کی آنکھیں نم ہو گئیں. https://t.co/MpSW8ZsnrA,1596924248974856192,2022-11-27T17:49:45.000Z,ur,['1596924248974856192'],1451669321218990080,
RT @mugheesali81: سینیٹر اعظم سواتی کیخلاف ایک دن میں تقریباً 20 سے زائد مقدمات درج،جمہوری روایات کی دعویدار پیپلز پارٹی کے زیر حکومت صوبہ…,1596924238123790336,2022-11-27T17:49:42.000Z,ur,['1596924238123790336'],1451669321218990080,
RT @KaKaR_101: انٹرنیشنل میڈیا پر عمران خان کے چرچے https://t.co/i1LtJy43bQ,1596924182750588929,2022-11-27T17:49:29.000Z,ur,['1596924182750588929'],1451669321218990080,
"RT @Psigho: #LetterToCJP
https://t.co/DFGxHb5Eif",1596924145819824128,2022-11-27T17:49:20.000Z,qme,['1596924145819824128'],1451669321218990080,
RT @imziishan: کل عوام نے اپنی انکھوں سے پاکستان کو بیساکھیوں کا سہارا لے کر چلتے دیکھا ہے.... خان واپس آئے گا اور بہت زور سے آئے گا 🫡,1596924118804627456,2022-11-27T17:49:13.000Z,ur,['1596924118804627456'],1451669321218990080,
"RT @ZainabZameer5: #JusticeForArshadSharif
My letter to CJP . I'll send it to him tomorrow IA. I hope we'll get justice.
@ImranRiazKhan @ja…",1596924041368981504,2022-11-27T17:48:55.000Z,en,['1596924041368981504'],1451669321218990080,
RT @akmalabbas750: @ImranRiazKhan https://t.co/hTEkhIHH9D,1596924009072840704,2022-11-27T17:48:47.000Z,qme,['1596924009072840704'],1451669321218990080,
"RT @SadafAkhter8: @ImranRiazKhan پورا پاکستان لکھے انصاف مانگیں ارشد شریف شہید کے لیے
#LettertoCJP https://t.co/RgoOaE4J6D",1596923989225791489,2022-11-27T17:48:43.000Z,ur,['1596923989225791489'],1451669321218990080,
"RT @ImranRiazKhan: #JusticeForArshadSharif
#LetterToCJP https://t.co/8SJs0r4w8A",1596923894140899328,2022-11-27T17:48:20.000Z,qme,['1596923894140899328'],1451669321218990080,
"RT @Shiffa_ZY: Faisal Vawda was Azam Swati’s rebuttal. 

جو انگریزی نہ سمجھیں انکے لیے اردو میں بتا دوں کے سینیٹر اعظم سواتی نے آج ایک اہم…",1596923765325455366,2022-11-27T17:47:49.000Z,ur,['1596923765325455366'],1451669321218990080,
RT @Shiffa_ZY: Everytime something happens to Azam Swati or Azam Swati says something Faisal Vawda appears on tv. Why is that? What is the…,1596923716033617920,2022-11-27T17:47:37.000Z,en,['1596923716033617920'],1451669321218990080,
RT @tariqmateen: اعظم سواتی کے خلاد مقدمات تیس سے زیادہ ہو چکے اور ابھی تک رکنے کے آثار نہیں,1596923431504994306,2022-11-27T17:46:30.000Z,ur,['1596923431504994306'],1451669321218990080,
"RT @BOLNETWORK: خان کےصبر کا پیمانہ لبریز ہوگیا۔۔۔
بند کرو اسمبلیاں۔۔۔ الیکشن ہونگے اب
ان لوگوں کو کبھی بھی سمجھ نہیں آئے گی، حکومت کو موقع…",1596923391478444032,2022-11-27T17:46:20.000Z,ur,['1596923391478444032'],1451669321218990080,
"RT @PTIofficial: Another election, another huge embarrassment on the way for PDM parties! Alhamdulillah we are leading in LB elections of A…",1596923326781620230,2022-11-27T17:46:05.000Z,en,['1596923326781620230'],1451669321218990080,
RT @ARYSabirShakir: تمام اہل وطن اوورسیز پاکستانیوں سمیت سب چیف جسٹس آف پاکستان کو خطوط لکھ کر پوسٹ کریں شہید ارشد شریف کے لیے https://t.co…,1596923301527711745,2022-11-27T17:45:59.000Z,ur,['1596923301527711745'],1451669321218990080,
"RT @AwaisYounasPTI: ""You do not let the fear of death come in the way of what you believe is your mission in life"" - Imran Khan

VideoCredi…",1596920162879692800,2022-11-27T17:33:30.000Z,en,['1596920162879692800'],1451669321218990080,
"RT @J_SaqibNisar: مجھ سے کمینٹس میں بار بار پوچھا جاتا ہے کہ ڈیم فنڈ کا کیا بنا۔
تو یہ کلپ سن لیں تفصیلات بتائی ہیں اور میری گزارش ہے میرے…",1596919913012396032,2022-11-27T17:32:31.000Z,ur,['1596919913012396032'],1451669321218990080,
"RT @PTIKPOfficial: انشاءاللہ ہوگی انصاف کی جیت
#کشمیر_کپتان_کا https://t.co/VxUidmhCdS",1596919836160167936,2022-11-27T17:32:12.000Z,ur,['1596919836160167936'],1451669321218990080,
"RT @JalalQazi: Khan Rocked 
Tarakai Shocked 😳 https://t.co/OYTpU6sOkw",1596919083202936832,2022-11-27T17:29:13.000Z,en,['1596919083202936832'],1451669321218990080,
"RT @siasatpk: آپ تمام لوگ چیف جسٹس آف پاکستان کو خط لکھیں اور ارشد شریف کے لیے انصاف مانگیں۔ عمران ریاض خان

#JusticeForArshadSharif #Arsha…",1596919001556606976,2022-11-27T17:28:53.000Z,ur,['1596919001556606976'],1451669321218990080,
"RT @PTIPeshawar: ارشد شریف شہید کے اوپر 16 جعلی ایف آئی آر  کس نے درج کیے تھے.
- مراد سعید 

https://t.co/DdSdCp04MB",1596918828474462208,2022-11-27T17:28:12.000Z,ur,['1596918828474462208'],1451669321218990080,
RT @schafiq_awan: بلا عنوان https://t.co/d1mn42nOeO,1596918818680758273,2022-11-27T17:28:10.000Z,ar,['1596918818680758273'],1451669321218990080,
RT @SaqibSQ: @MaddyWithKhan This is the Face of My Fearless Leader. The face of a New Fearless Pakistan InshAllah. https://t.co/qgaSjVR7Ce,1596918799483424768,2022-11-27T17:28:05.000Z,en,['1596918799483424768'],1451669321218990080,
"RT @Muhammadbinza: لبیک والے دور رہیں کیونکہ انکا ایمان تو جاگے گا نہیں ملاقات کرنے والا نواز شریف ہے عمران خان نہیں۔۔

نوازشریف اور مریم ک…",1596918768000811010,2022-11-27T17:27:58.000Z,ur,['1596918768000811010'],1451669321218990080,
RT @EjazChaudhary: انشااللہ العزیز میرے مولا نے چاہا تو غازی عمران خان کو آپ بھاگ کر سیڑھیاں چڑھتے اور اُترتے ہوئے بھی دیکھیں گے۔,1596918698425856000,2022-11-27T17:27:41.000Z,ur,['1596918698425856000'],1451669321218990080,
RT @iKarachiwala: ارشدشریف شہید صرف موجودہ نسل نہی، آنے والی نسلوں کا بھی قومی ہیرو ہے. https://t.co/wTRFG7zBcV,1596918630096441344,2022-11-27T17:27:25.000Z,ur,['1596918630096441344'],1451669321218990080,
"RT @MaleehaHashmey: ""اسمبلیاں توڑنے کا فیصلہ بدھ یا جمعرات تک ہو جاۓ گا"" -

فواد چوہدری",1596918593371136000,2022-11-27T17:27:16.000Z,ur,['1596918593371136000'],1451669321218990080,
RT @Lalika79: آپ نے سیاست میں حصہ نہ لینے کا بیان دو دن قبل دیا لاکن اعظم سواتی کی دوبارہ گرفتاری اور اس پر درج ہوتے مقدمات یہ بتاتے ہیں کہ…,1596918513687736320,2022-11-27T17:26:57.000Z,ur,['1596918513687736320'],1451669321218990080,
"RT @MianAliAshfaq: Add your name and CNIC details and submit it in Supreme Court. 

This is least we can do for Arshad Sharif. https://t.co…",1596918443823054848,2022-11-27T17:26:40.000Z,en,['1596918443823054848'],1451669321218990080,
RT @SibgatullahVirk: کرتوت اپنےکالےہیں مگر ظلم ان پر ڈھاتےہیں جو انکی سیاہ کاریاں بیان کرتےہیں! @AzamKhanSwatiPk کا اور جرم ہی کیاہے؟لوگوں…,1596918423107227649,2022-11-27T17:26:36.000Z,ur,['1596918423107227649'],1451669321218990080,
"RT @Wasim_Wazir: یہ کم از کم ممکن تو ہے۔ 

نو ماہ والا پراجکٹ چار مہینے میں پورا کرنا اصل معجزہ ہے",1596918329624911872,2022-11-27T17:26:13.000Z,ur,['1596918329624911872'],1451669321218990080,
"RT @AmbreenPTI1: یہ ایسا منحوس ہے ابھی تین دن باقی ہیں بلجیم بھاگنے میں اور بلجیم کے منحوس دن ابھی سے شروع یعنی بلجیم ہار گیا آج

#Bastard",1596918272766619648,2022-11-27T17:26:00.000Z,ur,['1596918272766619648'],1451669321218990080,
"RT @AmbreenPTI1: اس کو نکال دو اُس کو لے آٶ، کیوں تمہارے باپ کا ملک ہے

#Bastard https://t.co/gSpafT7Qz6",1596918234418409472,2022-11-27T17:25:51.000Z,ur,['1596918234418409472'],1451669321218990080,
RT @PTIPoliticsss: PTI's Abdul Wahid wins UC Lawat Ward Lawat Khawaja Siri by 254 votes! https://t.co/RINS7O25LG,1596917137062662144,2022-11-27T17:21:29.000Z,in,['1596917137062662144'],1451669321218990080,
"RT @PTIPoliticsss: Breaking News!
PTI wins UC Panjkot Muzaffarabad along with all 6 wards of the UC!",1596917064588873728,2022-11-27T17:21:12.000Z,en,['1596917064588873728'],1451669321218990080,
RT @PTIPoliticsss: PTI's Muhammad Shafqat wins Palari Ward in Zilla Neelum by 438 votes! https://t.co/p4wKZfGOk8,1596917031773016065,2022-11-27T17:21:04.000Z,in,['1596917031773016065'],1451669321218990080,
"RT @PTIPoliticsss: Breaking News!
PTI wins UC Seri Darah Muzaffarabad! https://t.co/xtEIcaw0aq",1596917014454759424,2022-11-27T17:21:00.000Z,in,['1596917014454759424'],1451669321218990080,
RT @PTIPoliticsss: PTI's Nasir Khan wins from UC Neelum Ward Neelum Sharqi by 461 votes! https://t.co/6vM78fCI2Y,1596916997140680704,2022-11-27T17:20:56.000Z,en,['1596916997140680704'],1451669321218990080,
RT @PTIPoliticsss: PTI's Tanvir Iqbal wins Kel Town Committee Ward 1 by polling 288 votes! https://t.co/mz3IbySOAY,1596916977364537346,2022-11-27T17:20:51.000Z,en,['1596916977364537346'],1451669321218990080,
"RT @PTIPoliticsss: Huge Breaking News
Jhelum Valley Unofficial Result 18/18 UC
PTI 10
PMLN 5
PPP 3 https://t.co/Parlm6PoqE",1596916935148859394,2022-11-27T17:20:41.000Z,tl,['1596916935148859394'],1451669321218990080,
"RT @PTIPoliticsss: Huge Breaking News!
Muzaffarabad City 36 Wards Result
PMLN 12
PTI 10
PPP 7
Ind 7
-- Source Local Media",1596916550866333696,2022-11-27T17:19:09.000Z,en,['1596916550866333696'],1451669321218990080,
"RT @PTIPoliticsss: Good Results from Muzaffarabad Rural!
PTI wins 5/7 UCs under LA 28 Lachrat!
Note that these UCs are other than 36 wards…",1596916521208795136,2022-11-27T17:19:02.000Z,en,['1596916521208795136'],1451669321218990080,
"RT @PTIPoliticsss: Muzaffarabad 40/41 UC leads:
PTI 21
PMLN 10
PPP 5
IND 4
-- Local Journalist Source 
Note that these UCs are other than 3…",1596916213678247938,2022-11-27T17:17:49.000Z,en,['1596916213678247938'],1451669321218990080,
"RT @PTIPoliticsss: Neelum Valley 15/15 UC Unofficial Result!
PTI 7
PPP 3
PMLN 3
IND 1
-- Source Local News https://t.co/VepAadKsSm",1596916124880601091,2022-11-27T17:17:28.000Z,en,['1596916124880601091'],1451669321218990080,
"RT @PTIPoliticsss: Breaking News!
PTI wins MC Muzaffarabad Ward 8!
PTI 446
PMLN 439 https://t.co/iJbXuJKAIg",1596916057151004673,2022-11-27T17:17:11.000Z,en,['1596916057151004673'],1451669321218990080,
RT @ChParvezElahi: صوبائی اسمبلیوں سے استعفے آتے ہی پی ڈی ایم کا جعلی اتحاد بھی انتشار کی شکل اختیار کرتا جائے گا. ن لیگ والے شعبدہ باز جھو…,1596914852379111425,2022-11-27T17:12:24.000Z,ur,['1596914852379111425'],1451669321218990080,
RT @ImranRiazKhan: میں عمران ریاض خان ظلم کے خلاف اعظم سواتی کے ساتھ ہوں۔ #ReleaseAzamSwati,1596914804253286400,2022-11-27T17:12:13.000Z,ur,['1596914804253286400'],1451669321218990080,
RT @FarrukhHabibISF: اعظم سواتی پر پہلے بلوچستان اور اب سندھ میں ایک ہی روز میں متعدد FIRs درج کروادی گئی ہے۔ 74 سالہ سینیٹر اعظم سواتی جو…,1596914747273797633,2022-11-27T17:11:59.000Z,ur,['1596914747273797633'],1451669321218990080,
"RT @InsafPK: اس وقت اس ملک میں نہ کوئی آئین ہے اور قانون اندھیر نگری کا راج ہے 
#ReleaseAzamSwati https://t.co/dSqWwM98ir",1596914491840548864,2022-11-27T17:10:58.000Z,ur,['1596914491840548864'],1451669321218990080,
"RT @AyeshaBhutta01: بچپن بِیت گیا، بُڑھاپا آگیا۔۔
75 سال کاہوگیا میرا پیارا پاکستان یہ بوجھ اُٹھاتے اُٹھاتے۔۔۔ https://t.co/I0XpJxyVS5",1596914472274120704,2022-11-27T17:10:54.000Z,ur,['1596914472274120704'],1451669321218990080,
"RT @ImranARaja1: بابر افتخار اور رانا ثنا نے دعوی کیا
“ارشد شریف شہید اس وقت تک دبئی رہے جب تک انکے پاس ویزا تھا، اور اسکے بعد وہ کینیا چلے…",1596914440724975616,2022-11-27T17:10:46.000Z,ur,['1596914440724975616'],1451669321218990080,
RT @fawadchaudhry: ادارے آصف زرداری اور نواز شریف کی سیاست کا بوجھ اٹھانے کی غلطی کو جلد از جلد درست کریں ، زرداری اور نواز شریف کی سیاست ط…,1596914290866663426,2022-11-27T17:10:10.000Z,ur,['1596914290866663426'],1451669321218990080,
RT @shafqatmm1: پرویز الہی نے ویڈیو بیان میں مونس الہی کی ٹویٹ کی انتہائی واضح الفاظ میں تصدیق کر دی کہ جب خان صاحب کہیں گے آدھا منٹ بھی نہ…,1596914244414763009,2022-11-27T17:09:59.000Z,ur,['1596914244414763009'],1451669321218990080,
RT @soldierspeaks: New orders for PPP and PML N by Dirty Harry are to carry out press conferences against IK. Analyse the press conferences…,1596914189989449729,2022-11-27T17:09:46.000Z,en,['1596914189989449729'],1451669321218990080,
RT @ImranRiazKhan: https://t.co/wTzsRCmc0m,1596914065497935872,2022-11-27T17:09:17.000Z,zxx,['1596914065497935872'],1451669321218990080,
"RT @soldierspeaks: ایک بات واضح ہونی چاہیے کہ ابھی تک کمانڈ جنرل باجوہ عرف بغلول کے پاس ہے اور ڈرٹی ہیری کی گندی حرکتوں کی ذمہ داری بھی۔
 ج…",1596913988930965504,2022-11-27T17:08:58.000Z,ur,['1596913988930965504'],1451669321218990080,
RT @mustafa_nawazk: چاہے علی وزیر کی بندش ہو یا محسن داوڑ کے اوپر سفری پابندیاں ۔ مریم نواز کے کمرے کا دروازہ توڑ کر اندر داخل ہو جانا ہو ی…,1596913967913652225,2022-11-27T17:08:53.000Z,ur,['1596913967913652225'],1451669321218990080,
RT @javerias: #JusticeForArshadSharif https://t.co/lMQqiOQZ15,1596913845280595970,2022-11-27T17:08:24.000Z,qme,['1596913845280595970'],1451669321218990080,
"RT @ImranARaja1: سپیس میں بہت معزز وکلا بیٹھے ہیں ۔۔ میرا سوال @AzharSiddique صاحب اور @MianAliAshfaq صاحب سے
۔
خط و کتابت سے سپریم کورٹ کی…",1596913800288272384,2022-11-27T17:08:13.000Z,ur,['1596913800288272384'],1451669321218990080,
RT @MoonisElahi6: PDM enjoy this..,1596913760219779073,2022-11-27T17:08:04.000Z,en,['1596913760219779073'],1451669321218990080,
"RT @ImranARaja1: “میں پاکستان کا شہری پاکستان کا مالک ہوں”
۔۔
شکریہ بھائی ارشد شریف ۔۔ شہید چلا گیا مگر اپنی روح ہمیں سونپ گیا ۔۔ ہم اس جذب…",1596893323112882179,2022-11-27T15:46:51.000Z,ur,['1596893323112882179'],1451669321218990080,
