created_at,edit_history_tweet_ids,text,id,lang,author_id,geo
2022-01-18T22:50:44.000Z,['1483572595836526598'],Being broke is nowhere near as bad as being broken. There alot of things money can't fix.,1483572595836526598,en,192732053,
2022-01-17T21:45:04.000Z,['1483193680974553091'],"Let's normalize not having to explain to some you've borrowed money to, why you need it back. This disturbs me",1483193680974553091,en,192732053,
2022-01-17T12:53:06.000Z,['1483059805535227906'],👀👀👀 https://t.co/rZoJFjpR2v,1483059805535227906,und,192732053,
2022-01-17T12:52:16.000Z,['1483059595597729793'],I wouldn’t have replied lol https://t.co/Sy2D0uDjPQ,1483059595597729793,en,192732053,
2022-01-17T12:50:44.000Z,['1483059211047157763'],😎 https://t.co/o8tS6qRJXU,1483059211047157763,und,192732053,
2022-01-17T12:37:29.000Z,['1483055876294467584'],RT @ali_cope: The amazing @SmashEntertainz will be entertaining guests at The Joshua Ribera Achievement Awards 2022. https://t.co/J7BAGSq2b5,1483055876294467584,en,192732053,
2022-01-16T18:41:00.000Z,['1482784971354001411'],Looool https://t.co/YqlYV1xOBg,1482784971354001411,und,192732053,
2022-01-16T14:54:42.000Z,['1482728022075654147'],Imagine lol https://t.co/GtWPgIKuDf,1482728022075654147,en,192732053,
2022-01-16T14:16:09.000Z,['1482718317840375808'],Duh https://t.co/Ukn56jbIwJ,1482718317840375808,und,192732053,
2022-01-16T11:02:13.000Z,['1482669515058126850'],😂😂😂 https://t.co/uasQTBbhx3,1482669515058126850,und,192732053,
2022-01-16T11:01:42.000Z,['1482669384539774980'],Don’t shoot the messenger lol https://t.co/q6LRk71q3B,1482669384539774980,en,192732053,
2022-01-15T19:39:00.000Z,['1482437177330081804'],Yup https://t.co/Ay5brtLDlF,1482437177330081804,und,192732053,
2022-01-15T18:47:55.000Z,['1482424324858556425'],Real talk lol https://t.co/oGImPDF2Sw,1482424324858556425,en,192732053,
2022-01-15T18:46:52.000Z,['1482424057274544131'],Please lol https://t.co/EzApXDH6Tq,1482424057274544131,en,192732053,
2022-01-15T16:36:14.000Z,['1482391183716409348'],Yup https://t.co/Vx9y5wgThs,1482391183716409348,und,192732053,
2022-01-15T16:35:43.000Z,['1482391054196355073'],Lol https://t.co/3feupCOYyF,1482391054196355073,und,192732053,
2022-01-15T15:06:16.000Z,['1482368541957443592'],The bedroom silencer… but the neighbours still knows my name *Trey Songz voice* lol https://t.co/6eKmcJGN2p,1482368541957443592,en,192732053,
2022-01-15T15:04:13.000Z,['1482368026733330435'],"Like, if you done it lol https://t.co/oxXFryOrQK",1482368026733330435,en,192732053,
2022-01-15T15:02:50.000Z,['1482367680665600006'],Unless she’s hella bored https://t.co/Z8J3DpmlEW,1482367680665600006,en,192732053,
2022-01-15T13:50:55.000Z,['1482349579869863939'],😂😂😂😂😂 take notes lol https://t.co/esewSIdTrw,1482349579869863939,en,192732053,
2022-01-15T13:49:52.000Z,['1482349318019420162'],Don’t try to understand lol https://t.co/p54GWh2L7R,1482349318019420162,en,192732053,
2022-01-15T12:49:12.000Z,['1482334048269869057'],Real talk lol https://t.co/UItjN0ccjz,1482334048269869057,en,192732053,
2022-01-15T12:48:25.000Z,['1482333853805166597'],😂😂😂😂 https://t.co/9v9sAi83k9,1482333853805166597,und,192732053,
2022-01-15T12:29:30.000Z,['1482329093567832065'],😂😂😂 https://t.co/RZ2ynlEKpE,1482329093567832065,und,192732053,
2022-01-15T12:28:29.000Z,['1482328835756642306'],Yup https://t.co/xpwrTA8wGp,1482328835756642306,und,192732053,
2022-01-15T12:26:11.000Z,['1482328257190113280'],https://t.co/wQWwWLbq9v,1482328257190113280,zxx,192732053,
2022-01-15T11:09:50.000Z,['1482309044702486531'],Lol https://t.co/5S1SBfb5II,1482309044702486531,und,192732053,
2022-01-15T11:09:02.000Z,['1482308840381157378'],Defo lol https://t.co/2SKQ4AWPDI,1482308840381157378,ht,192732053,
2022-01-15T11:08:06.000Z,['1482308605273595904'],My eyes won’t fix back lol https://t.co/IG0kMA7onn,1482308605273595904,en,192732053,
2022-01-15T10:22:53.000Z,['1482297225656954880'],😡😡😡 https://t.co/156zYwQvcL,1482297225656954880,und,192732053,
2022-01-15T10:22:06.000Z,['1482297032001953796'],"I didn’t even look. just gimme the detention, that I’m not gonna go to lol https://t.co/cj6tFWCJ1J",1482297032001953796,en,192732053,
2022-01-15T10:20:06.000Z,['1482296525833359360'],👀👀👀👀 https://t.co/6oy0DOX4ZC,1482296525833359360,und,192732053,
