edit_history_tweet_ids,lang,created_at,author_id,id,text,geo
['1597025844555177984'],en,2022-11-28T00:33:27.000Z,91650974,1597025844555177984,Lmao here you go https://t.co/KwHP75zaYs,{'place_id': '7142eb97ae21e839'}
['1597025185856557057'],en,2022-11-28T00:30:50.000Z,91650974,1597025185856557057,And I’m loving the karma tbh lol https://t.co/ZUGabLVHL0,{'place_id': '7142eb97ae21e839'}
['1597024700542373888'],en,2022-11-28T00:28:54.000Z,91650974,1597024700542373888,"That’s why you got into that profession, right? https://t.co/bUa4kfEemZ",{'place_id': '7142eb97ae21e839'}
['1597023166190481410'],qht,2022-11-28T00:22:48.000Z,91650974,1597023166190481410,#FireNate https://t.co/bgMbgK4PD7,{'place_id': '7142eb97ae21e839'}
['1597022537652707328'],en,2022-11-28T00:20:18.000Z,91650974,1597022537652707328,@whattabxtch Yup 14 pro,{'place_id': '7142eb97ae21e839'}
['1597021243932573696'],und,2022-11-28T00:15:10.000Z,91650974,1597021243932573696,!!!!!!!!!!! https://t.co/uTscP8RB6B,{'place_id': '7142eb97ae21e839'}
['1597020719455801344'],en,2022-11-28T00:13:05.000Z,91650974,1597020719455801344,RT @FalcoholicKevin: Mariota can make all the throws and he can miss all the throws,
['1597020390244880384'],en,2022-11-28T00:11:46.000Z,91650974,1597020390244880384,RT @randim311114: mariota literally creates his own sacks. how is that even possible?,
['1597020087747481600'],en,2022-11-28T00:10:34.000Z,91650974,1597020087747481600,Every. Single. Time. https://t.co/3ZBel2mPxm,{'place_id': '7142eb97ae21e839'}
['1597019421113192448'],und,2022-11-28T00:07:55.000Z,91650974,1597019421113192448,@h3rr1n6 😂😂😂😂😂😂,{'place_id': '7142eb97ae21e839'}
['1597017806461030402'],en,2022-11-28T00:01:30.000Z,91650974,1597017806461030402,We’re about to be 2-4/1-5 in this division. We ain’t winning it lol https://t.co/q8HPuturz1,{'place_id': '7142eb97ae21e839'}
['1597016734132600833'],en,2022-11-27T23:57:15.000Z,91650974,1597016734132600833,RT @CashAppRecords: Heating up a rib with a lighter at a football game is a level of niggatry I never thought I’d live to witness,
['1597016360785047552'],en,2022-11-27T23:55:46.000Z,91650974,1597016360785047552,"@_ThatDudeWill I could barely watch it lol. But yeah, I thought we wasn’t going to be able to run it like that today",{'place_id': '7142eb97ae21e839'}
['1597016206048776192'],en,2022-11-27T23:55:09.000Z,91650974,1597016206048776192,"@Fresh_Shad Nah, next year is Beck’s year lol… the offense should be better next year",{'place_id': '7142eb97ae21e839'}
['1597016066525650944'],en,2022-11-27T23:54:36.000Z,91650974,1597016066525650944,Man didn’t see the extra defender underneath Travis lol,{'place_id': '7142eb97ae21e839'}
['1597015878562115586'],en,2022-11-27T23:53:51.000Z,91650974,1597015878562115586,Pat waited too late to throw that,{'place_id': '7142eb97ae21e839'}
['1597014894112813056'],en,2022-11-27T23:49:56.000Z,91650974,1597014894112813056,@Fresh_Shad Lol yeah I like his game as well,{'place_id': '7142eb97ae21e839'}
['1597014760259977217'],en,2022-11-27T23:49:24.000Z,91650974,1597014760259977217,"Im sorry, but this is hilarious 😂😂😂😂 https://t.co/NfIlOYNftC",{'place_id': '7142eb97ae21e839'}
['1597014345736941571'],en,2022-11-27T23:47:45.000Z,91650974,1597014345736941571,RT @NFL_Memes: Everyone making fun of Russ 💀 https://t.co/0T860TUFk9,
['1597014286622072832'],qam,2022-11-27T23:47:31.000Z,91650974,1597014286622072832,@Fresh_Shad ???,{'place_id': '7142eb97ae21e839'}
['1597012804451520512'],en,2022-11-27T23:41:38.000Z,91650974,1597012804451520512,"I knew you were pathetic, but you’re reaching a new low. https://t.co/NEIQdWOvxj",{'place_id': '7142eb97ae21e839'}
['1597012661769670656'],en,2022-11-27T23:41:04.000Z,91650974,1597012661769670656,@DevRickus Lol I returned it,{'place_id': '7142eb97ae21e839'}
['1597011142152290304'],en,2022-11-27T23:35:01.000Z,91650974,1597011142152290304,I be snappin… https://t.co/gatBLPNHpQ,{'place_id': '07d9f430b3c85001'}
['1597006779237687297'],en,2022-11-27T23:17:41.000Z,91650974,1597006779237687297,RT @jontweetssports: Many have been wrong this year but no one has been more wrong in 2022 than Sam… https://t.co/3FgrEYgwx0,
['1596995427554848769'],en,2022-11-27T22:32:35.000Z,91650974,1596995427554848769,@PatilloSr And can’t beat the team that’s ahead of us either lol,
['1596993647396155392'],en,2022-11-27T22:25:30.000Z,91650974,1596993647396155392,Lmao I remember folks started looking ahead for this stretch https://t.co/lfuXhT3Tgp,
['1596991178947579905'],en,2022-11-27T22:15:42.000Z,91650974,1596991178947579905,@TSims4Real Once the season is over lmao,
['1596988838899249152'],en,2022-11-27T22:06:24.000Z,91650974,1596988838899249152,Lmao exactly https://t.co/vH7i33M27Q,
['1596988660804878336'],en,2022-11-27T22:05:42.000Z,91650974,1596988660804878336,Jeff Sims is free!!!!!! https://t.co/24fjRRvvon,
['1596987938122133504'],qam,2022-11-27T22:02:49.000Z,91650974,1596987938122133504,@Nee_The_Don !!!!!,
['1596987906044088320'],en,2022-11-27T22:02:42.000Z,91650974,1596987906044088320,RT @davebiddle: Stop with any playoff talk. A. Don't deserve it. B. No way it will happen regardless.,
['1596982339522859008'],en,2022-11-27T21:40:34.000Z,91650974,1596982339522859008,Monday about to hit me like this https://t.co/64JCeRoxm6,
['1596981103767977984'],ht,2022-11-27T21:35:40.000Z,91650974,1596981103767977984,McVay got ROCKED! lmao,
['1596980225954676737'],en,2022-11-27T21:32:10.000Z,91650974,1596980225954676737,@hike_lee Not “good” but a least a game better than the team last year,
['1596979401467793409'],en,2022-11-27T21:28:54.000Z,91650974,1596979401467793409,Tampa keeps reinforcing Arthur Smith’s “we’re in the middle of it” asinine stance about the playoffs,
['1596979099154939905'],en,2022-11-27T21:27:42.000Z,91650974,1596979099154939905,No they shouldn’t… and they had a QB last year but mobility! https://t.co/SZmIGlLCzN,
['1596978583561699328'],en,2022-11-27T21:25:39.000Z,91650974,1596978583561699328,On the perimeter…,
['1596978456054870017'],en,2022-11-27T21:25:09.000Z,91650974,1596978456054870017,Give the ball to Nick!,
['1596978276190543872'],en,2022-11-27T21:24:26.000Z,91650974,1596978276190543872,@thom1020 I mean isn’t that what they were saying what this offense needed last year?,
['1596977473501044736'],en,2022-11-27T21:21:14.000Z,91650974,1596977473501044736,Lol he’s a good teammate… that’s what TRULY matters https://t.co/A5pa5Rg24B,
['1596974741398892546'],en,2022-11-27T21:10:23.000Z,91650974,1596974741398892546,Both https://t.co/xWNJoyqpNv,
['1596974461261344769'],en,2022-11-27T21:09:16.000Z,91650974,1596974461261344769,That’s where we’re at as a fanbase https://t.co/2Iu2EPt2ry,
['1596973655694536704'],en,2022-11-27T21:06:04.000Z,91650974,1596973655694536704,Impossible because Mariota throws the ball as if his receivers are 8’5” https://t.co/kfNAGunalQ,
['1596973111957942272'],en,2022-11-27T21:03:54.000Z,91650974,1596973111957942272,RT @willmcfadden: That's a killer sack at this point in the game,
['1596972922425331712'],en,2022-11-27T21:03:09.000Z,91650974,1596972922425331712,RT @FrostedBlakes34: Falcons fans watching Marcus Mariota https://t.co/MVEYwtjNCs,
['1596972676869869568'],ht,2022-11-27T21:02:11.000Z,91650974,1596972676869869568,Lmao https://t.co/pP3FhsmMic,
['1596972565570158593'],en,2022-11-27T21:01:44.000Z,91650974,1596972565570158593,My son might be getting ready for middle school once they’re contenders again lol https://t.co/tBvrb53IYO,
['1596972286787350529'],art,2022-11-27T21:00:38.000Z,91650974,1596972286787350529,😂😂😂😂😂😂😂😂😂😂 https://t.co/f76xhiIq0g,
['1596971993378983937'],en,2022-11-27T20:59:28.000Z,91650974,1596971993378983937,Me either lmao https://t.co/vTsa0p6lTe,
['1596971770221072384'],en,2022-11-27T20:58:34.000Z,91650974,1596971770221072384,@11ChefDom Lmao I mean wasn’t Arthur saying last year he couldn’t run his full playbook because Matt wasn’t mobile?!,
['1596971239544803328'],en,2022-11-27T20:56:28.000Z,91650974,1596971239544803328,"RJ, they were “competitive” that all that matters https://t.co/FeTGslImRz",
['1596971065288589313'],en,2022-11-27T20:55:46.000Z,91650974,1596971065288589313,"Man, your guess is as good as mine https://t.co/2ERKxPyWOa",
['1596970843900256256'],en,2022-11-27T20:54:54.000Z,91650974,1596970843900256256,RT @DorkDraft: What was said there? #BroncosCountry https://t.co/3nlI1U1jFX,
['1596970205401710592'],en,2022-11-27T20:52:21.000Z,91650974,1596970205401710592,@JustCJDunkin7 Right lol,
['1596970085494595585'],en,2022-11-27T20:51:53.000Z,91650974,1596970085494595585,This part! https://t.co/6nwLREyBDy,
['1596970035662450688'],en,2022-11-27T20:51:41.000Z,91650974,1596970035662450688,@JustCJDunkin7 They almost got the ball back but roughed the punter on 4th down and Washington retained possession,
['1596969783702224896'],en,2022-11-27T20:50:41.000Z,91650974,1596969783702224896,Lol wholeheartedly agree https://t.co/2ci7g84Slh,
['1596969683361869824'],en,2022-11-27T20:50:17.000Z,91650974,1596969683361869824,"No need to be mad #DBN, the Falcons were *checks notes* competitive today…",
['1596969497042522112'],en,2022-11-27T20:49:33.000Z,91650974,1596969497042522112,@JustCJDunkin7 Mariota got picked on a tipped ball in the endzone that could’ve put the team up 1,
['1596969212882210816'],en,2022-11-27T20:48:25.000Z,91650974,1596969212882210816,That’s game,
['1596969126148599808'],en,2022-11-27T20:48:04.000Z,91650974,1596969126148599808,"@DevRickus Lol aye I see what you’re saying, but yeah",
['1596968807280492545'],en,2022-11-27T20:46:48.000Z,91650974,1596968807280492545,"Well, Mariota pulled it away from CP on the read and lost yardage, so that threw everything off schedule https://t.co/DwmsdEnAxo",
['1596968568830062594'],en,2022-11-27T20:45:51.000Z,91650974,1596968568830062594,"RT @PreyaMargarita: LMFAO MARIOTA IS SO ASS

WHAT ARE YOU DOING @AtlantaFalcons",
['1596968403066966017'],en,2022-11-27T20:45:12.000Z,91650974,1596968403066966017,You couldn’t use his mobility down there?! lol,
['1596968259332755457'],en,2022-11-27T20:44:37.000Z,91650974,1596968259332755457,Lmao only the Falcons,
['1596968107696095232'],en,2022-11-27T20:44:01.000Z,91650974,1596968107696095232,Incredible,
['1596967933728919552'],en,2022-11-27T20:43:20.000Z,91650974,1596967933728919552,Hero ball,
['1596962319438819330'],en,2022-11-27T20:21:01.000Z,91650974,1596962319438819330,RT @WOOK215: Mariota has no pocket awareness he had Byrd if he looked down field,
['1596962245593812992'],en,2022-11-27T20:20:44.000Z,91650974,1596962245593812992,RT @TomPelissero: From Miami-Dade Police on Odell Beckham Jr. being removed from a flight this morning: https://t.co/ieD40w4wkv,
['1596961091955097600'],en,2022-11-27T20:16:09.000Z,91650974,1596961091955097600,Arthur getting a dose of his own medicine at the moment,
