edit_history_tweet_ids,text,id,geo,created_at,author_id,lang
['1596341021675122694'],@LDroichid Lovely schon,1596341021675122694,{'place_id': '3af2a75dbeb10500'},2022-11-26T03:12:12.000Z,2771164420,en
['1596340517867921408'],@kesskoppel What a neat photo!,1596340517867921408,{'place_id': '3af2a75dbeb10500'},2022-11-26T03:10:12.000Z,2771164420,en
['1596340209670504448'],@0vejer0 A veces el Muertos hablaron en la brisa...,1596340209670504448,{'place_id': '3af2a75dbeb10500'},2022-11-26T03:08:59.000Z,2771164420,es
['1596339916153098240'],@kesskoppel Beauty heals the soul....,1596339916153098240,{'place_id': '3af2a75dbeb10500'},2022-11-26T03:07:49.000Z,2771164420,en
['1596280262316371968'],Happy Thanksgiving world one day late...my pilgrim turkey....native Americans helped pilgrims survive winter..Thanksgiving for God's help and Indians....a feast of thanks.. https://t.co/zRsErhdPGm,1596280262316371968,{'place_id': '3af2a75dbeb10500'},2022-11-25T23:10:46.000Z,2771164420,en
['1596260598895251456'],"RT @walkdownman: @SheilaMTinkham @ferrarisergio4 Yes, I consulted once w Georgia Pacific.",1596260598895251456,,2022-11-25T21:52:38.000Z,2771164420,en
['1596246073286107136'],"@TheUHMethod @DevillineS @NIISH13 @FictionGal66 @janajwrites @LauraTozerArt @LexiIsAWriter @i__poet @SchofieldVicki @rodriguezmarcon @laliaristo @elainehousseas @CamillaWrites @SajnaAbdul @JaidzM @alymiller26 @LeonovaLubov @AriUrbanMusic Working on 5th poetry book,God poetry..thanks for shout out, Michael....",1596246073286107136,{'place_id': '3af2a75dbeb10500'},2022-11-25T20:54:55.000Z,2771164420,en
['1596245852539928577'],Dogs in driver's seat... https://t.co/qqs3vF8IJp,1596245852539928577,{'place_id': '3af2a75dbeb10500'},2022-11-25T20:54:02.000Z,2771164420,en
['1596245745534763008'],@TheUHMethod @zxling1 @rodriguezmarcon @LauraTozerArt @Pooks82Official @lmalis @Robbiezombie @CAMARSHALLSTAR @trinabatchelor1 @MarciaLynnPaul1 @artbyallyy @GilatSkili @benoistart @BBArtMag @Rockshouter1 @Astralart4 @SetarehAfzali @MStognieva @Nft_artBo @sol_light8 Thank you Michael...,1596245745534763008,{'place_id': '3af2a75dbeb10500'},2022-11-25T20:53:37.000Z,2771164420,en
['1596245654732357634'],@walkdownman @ferrarisergio4 Interesting....Georgia from where I was born loads of trees too Georgia pacific...,1596245654732357634,{'place_id': '3af2a75dbeb10500'},2022-11-25T20:53:15.000Z,2771164420,en
['1596197563400527878'],"RT @walkdownman: @SheilaMTinkham @ferrarisergio4 Very wooded, by design. Will be cut down and sold to paper mill here in ten years, then re…",1596197563400527878,,2022-11-25T17:42:09.000Z,2771164420,en
['1595980444008267776'],@TheUHMethod @kim @WDFilmmaker @ccollinsjr @gilboyterri @nick_italian @TheLastPirateLA @MyLittleRascal8 @Pooks82Official @_DavidUquillas @DaveZ_uk @markmacnicol @wendyshepherd @rodthorn @anna_mocikat @andrewcantfilm @AriUrbanMusic Happy Thanksgiving Michael https://t.co/Dgg514sfvA,1595980444008267776,{'place_id': '3af2a75dbeb10500'},2022-11-25T03:19:24.000Z,2771164420,en
['1595980272029208576'],@walkdownman @ferrarisergio4 Well wooded....,1595980272029208576,{'place_id': '3af2a75dbeb10500'},2022-11-25T03:18:43.000Z,2771164420,en
['1595980219180994560'],RT @walkdownman: @SheilaMTinkham @ferrarisergio4 All in rows as in woods here https://t.co/CqOXmDmB83,1595980219180994560,,2022-11-25T03:18:30.000Z,2771164420,en
['1595930598756913153'],"RT @TheTwinPowers: @SheilaMTinkham Yes, Sheila. Unfortunately that tends to be what happens. This is why it's part of fascists, dictators a…",1595930598756913153,,2022-11-25T00:01:20.000Z,2771164420,en
['1595879815344623616'],"@TheTwinPowers Ah if you kill enough people who do resist, the will to resist may be broken...",1595879815344623616,{'place_id': '3af2a75dbeb10500'},2022-11-24T20:39:32.000Z,2771164420,en
['1595879038785986560'],@Pollon__11 @ferrarisergio4 Wow! I love Harry Potter!,1595879038785986560,{'place_id': '3af2a75dbeb10500'},2022-11-24T20:36:27.000Z,2771164420,en
['1595548048062455810'],@kawottosaviours @KawumaJoshua @RctKajjansi @ClaysKawotto @Makerere @kyambogou @Michae1Dr @SuzanNakawuki @MikeSserunkuma Good luck ..wore uniforms from 1st grade to 12th....,1595548048062455810,{'place_id': '3af2a75dbeb10500'},2022-11-23T22:41:13.000Z,2771164420,en
['1595547698324643841'],@walkdownman @ferrarisergio4 Maybe..I am not a tree expert....alas,1595547698324643841,{'place_id': '3af2a75dbeb10500'},2022-11-23T22:39:49.000Z,2771164420,en
['1595547366307745792'],@ManiarMuhammad Wow!,1595547366307745792,{'place_id': '3af2a75dbeb10500'},2022-11-23T22:38:30.000Z,2771164420,und
['1595522395669946389'],View from Chucks street https://t.co/3x78pZ3xob,1595522395669946389,{'place_id': '3af2a75dbeb10500'},2022-11-23T20:59:17.000Z,2771164420,en
['1595466763382050817'],View from Gratitude cafe https://t.co/bpWGpOdW3Y,1595466763382050817,{'place_id': '3af2a75dbeb10500'},2022-11-23T17:18:13.000Z,2771164420,en
['1595466644385579011'],View from Gratitude bakery https://t.co/xP9ZxPV4yq,1595466644385579011,,2022-11-23T17:17:45.000Z,2771164420,en
['1595465980582543364'],"@TheUHMethod @kim @WDFilmmaker @ccollinsjr @gilboyterri @nick_italian @TheLastPirateLA @MyLittleRascal8 @Pooks82Official @_DavidUquillas @DaveZ_uk @markmacnicol @wendyshepherd @rodthorn @anna_mocikat @andrewcantfilm @AriUrbanMusic Yummy popcorn..lights,click,click...",1595465980582543364,,2022-11-23T17:15:06.000Z,2771164420,en
['1595465326275088384'],"@TheUHMethod @kim @WDFilmmaker @ccollinsjr @gilboyterri @nick_italian @TheLastPirateLA @MyLittleRascal8 @Pooks82Official @_DavidUquillas @DaveZ_uk @markmacnicol @wendyshepherd @rodthorn @anna_mocikat @andrewcantfilm @AriUrbanMusic Yummy popcorn..lights,click,click...",1595465326275088384,,2022-11-23T17:12:30.000Z,2771164420,en
['1595448569124749321'],View2 https://t.co/iNYqUcOsvm,1595448569124749321,{'place_id': '3af2a75dbeb10500'},2022-11-23T16:05:55.000Z,2771164420,en
['1595448532118405120'],View1 https://t.co/ae9JB0t9y7,1595448532118405120,{'place_id': '3af2a75dbeb10500'},2022-11-23T16:05:46.000Z,2771164420,en
['1595148629903560704'],@walkdownman Perhaps I like to think of Christmas as year round....,1595148629903560704,{'place_id': '3af2a75dbeb10500'},2022-11-22T20:14:04.000Z,2771164420,en
['1595096009268338688'],"@AfrrosHudli @PR0GRAMMERHUM0R @TheFigen_ @poojagarg1111 @tszzl @BethFratesMD @heydave7 @DaviesWriter @TreesPics @alvinfoo @WalterIsaacson @TrungTPhan @idillionaire @MillsReggie Will miss you. Happy Thanksgiving and God bless you, Afros...",1595096009268338688,{'place_id': '3af2a75dbeb10500'},2022-11-22T16:44:58.000Z,2771164420,en
['1595095536666697728'],"@TheUHMethod @kim @WDFilmmaker @ccollinsjr @gilboyterri @nick_italian @TheLastPirateLA @MyLittleRascal8 @Pooks82Official @_DavidUquillas @DaveZ_uk @markmacnicol @wendyshepherd @rodthorn @anna_mocikat @andrewcantfilm @AriUrbanMusic Have a scrumptious Thanksgiving, Michael! Thank you for shout out...",1595095536666697728,{'place_id': '3af2a75dbeb10500'},2022-11-22T16:43:06.000Z,2771164420,en
['1595070534194286593'],View from window https://t.co/HS6u6DJPjp,1595070534194286593,{'place_id': '3af2a75dbeb10500'},2022-11-22T15:03:44.000Z,2771164420,en
['1594803624864907265'],@ferrarisergio4 Bellisima...,1594803624864907265,{'place_id': '3af2a75dbeb10500'},2022-11-21T21:23:08.000Z,2771164420,et
['1594803039725985792'],@AfrrosHudli @stats_feed @elonmusk Well said. Success speaks for itself.,1594803039725985792,{'place_id': '3af2a75dbeb10500'},2022-11-21T21:20:49.000Z,2771164420,en
['1594736392411545602'],Nutcracker https://t.co/l382xKWUi5,1594736392411545602,{'place_id': '3af2a75dbeb10500'},2022-11-21T16:55:59.000Z,2771164420,en
['1594735762716721164'],Menards4 https://t.co/JgxuNj0YTB,1594735762716721164,{'place_id': '3af2a75dbeb10500'},2022-11-21T16:53:29.000Z,2771164420,en
['1594735723302850561'],Menards 3 https://t.co/2zLMGng7PO,1594735723302850561,{'place_id': '3af2a75dbeb10500'},2022-11-21T16:53:19.000Z,2771164420,en
['1594735687890108420'],Menards 2 https://t.co/pRz3N7f5cW,1594735687890108420,{'place_id': '3af2a75dbeb10500'},2022-11-21T16:53:11.000Z,2771164420,en
['1594735633922412544'],Menards1 https://t.co/XzVjdAwXMK,1594735633922412544,{'place_id': '3af2a75dbeb10500'},2022-11-21T16:52:58.000Z,2771164420,en
['1594715250556690435'],View from mcdonalds https://t.co/75jWsBFLby,1594715250556690435,{'place_id': '3af2a75dbeb10500'},2022-11-21T15:31:58.000Z,2771164420,en
['1594102454408314880'],Tree outside first plymouth https://t.co/KrJsiEJvTu,1594102454408314880,{'place_id': '3af2a75dbeb10500'},2022-11-19T22:56:56.000Z,2771164420,en
['1594102395893866496'],First plymouth https://t.co/K0E8j3Mt9z,1594102395893866496,{'place_id': '3af2a75dbeb10500'},2022-11-19T22:56:42.000Z,2771164420,en
['1594020495736901632'],@ferrarisergio4 Bellisima,1594020495736901632,{'place_id': '3af2a75dbeb10500'},2022-11-19T17:31:16.000Z,2771164420,et
['1594020464841879553'],RT @ferrarisergio4: @SheilaMTinkham https://t.co/sfAceaRJ9Q,1594020464841879553,,2022-11-19T17:31:08.000Z,2771164420,qme
['1593995341681946624'],"@ferrarisergio4 Yes,each day,each  minute, each second is a miracle to me.",1593995341681946624,{'place_id': '3af2a75dbeb10500'},2022-11-19T15:51:19.000Z,2771164420,en
['1593993748102488064'],@ferrarisergio4 Ah yesterday went to Holmes lake with my daughter...so lovely.... https://t.co/mbIJ6HB83u,1593993748102488064,{'place_id': '3af2a75dbeb10500'},2022-11-19T15:44:59.000Z,2771164420,en
['1593753906437181440'],On way to Denton https://t.co/AUH4HdjScC,1593753906437181440,{'place_id': 'ac9b9070f6d17a9a'},2022-11-18T23:51:56.000Z,2771164420,en
['1593751941410160640'],Sky https://t.co/fAFcIjj66m,1593751941410160640,{'place_id': '3af2a75dbeb10500'},2022-11-18T23:44:07.000Z,2771164420,und
['1593751918106615809'],Lights https://t.co/ISKZsCnI5U,1593751918106615809,{'place_id': '3af2a75dbeb10500'},2022-11-18T23:44:02.000Z,2771164420,en
['1593747931353391106'],"@SimonaMascaro @MareMonreve @NadiaZanelli1 @nicolettadec @olli30b @TatiOlivier3 @albertopetro2 @RosannaAvella @Sensibilia8 @sonlello @Vale22046 @vanessagray5 @zanzibardy @Van_Loon_24 Grazia, Simona. Have a blessed week!",1593747931353391106,{'place_id': '3af2a75dbeb10500'},2022-11-18T23:28:11.000Z,2771164420,en
['1593743766904401922'],Sky 5:11pm https://t.co/tpwMIDreqv,1593743766904401922,{'place_id': '3af2a75dbeb10500'},2022-11-18T23:11:39.000Z,2771164420,en
['1593699092055871488'],Holmes lake 4 https://t.co/d55U1eptxl,1593699092055871488,{'place_id': '3af2a75dbeb10500'},2022-11-18T20:14:07.000Z,2771164420,en
['1593699038901182465'],Holmes lake3 https://t.co/9Q6gJIpIIL,1593699038901182465,{'place_id': '3af2a75dbeb10500'},2022-11-18T20:13:55.000Z,2771164420,en
['1593698970127286279'],Holmes lake2 https://t.co/j3Lnojedsd,1593698970127286279,{'place_id': '3af2a75dbeb10500'},2022-11-18T20:13:38.000Z,2771164420,en
['1593698793123467266'],Holmes lake1 https://t.co/nuGeRn1feM,1593698793123467266,{'place_id': '3af2a75dbeb10500'},2022-11-18T20:12:56.000Z,2771164420,en
['1593666785571614720'],@TheUHMethod @DevillineS @NIISH13 @FictionGal66 @janajwrites @LauraTozerArt @LexiIsAWriter @i__poet @SchofieldVicki @rodriguezmarcon @laliaristo @elainehousseas @CamillaWrites @SajnaAbdul @JaidzM @alymiller26 @LeonovaLubov @AriUrbanMusic Life is good. It is Friday....,1593666785571614720,{'place_id': '3af2a75dbeb10500'},2022-11-18T18:05:45.000Z,2771164420,en
['1593666679719964673'],"@TheUHMethod @zxling1 @rodriguezmarcon @LauraTozerArt @Pooks82Official @lmalis @Robbiezombie @CAMARSHALLSTAR @trinabatchelor1 @MarciaLynnPaul1 @artbyallyy @GilatSkili @benoistart @BBArtMag @Rockshouter1 @Astralart4 @SetarehAfzali @MStognieva @Nft_artBo @sol_light8 Thank you,Michael! Elvira has a good technique...",1593666679719964673,{'place_id': '3af2a75dbeb10500'},2022-11-18T18:05:19.000Z,2771164420,en
['1593439445398716419'],RT @davrola: @SheilaMTinkham Big like on that one.,1593439445398716419,,2022-11-18T03:02:23.000Z,2771164420,en
['1593392491884969985'],"@davrola Thank you, Davrola",1593392491884969985,{'place_id': '3af2a75dbeb10500'},2022-11-17T23:55:48.000Z,2771164420,en
['1593383670337134592'],Before the Fall oil crayon ink final version by Sheila Tinkham https://t.co/sG53HOq1Ew,1593383670337134592,{'place_id': '3af2a75dbeb10500'},2022-11-17T23:20:45.000Z,2771164420,en
['1593335298058031104'],"@walkdownman Thank you, New Orleans",1593335298058031104,{'place_id': '3af2a75dbeb10500'},2022-11-17T20:08:32.000Z,2771164420,en
['1593335218987040769'],"@AfrrosHudli Thank you, Afros.",1593335218987040769,{'place_id': '3af2a75dbeb10500'},2022-11-17T20:08:13.000Z,2771164420,en
['1593335165014745088'],RT @AfrrosHudli: @SheilaMTinkham Awesome u r blessed Sheila ☺️🤗. Hope u r making him feel on top of the world 😉. Super happy 4 u both ☺️.,1593335165014745088,,2022-11-17T20:08:00.000Z,2771164420,en
['1593332703352750081'],RT @walkdownman: @SheilaMTinkham Beautiful. You post them every-so-often. Always Beautiful.,1593332703352750081,,2022-11-17T19:58:13.000Z,2771164420,en
['1593272254401486848'],"Flowers from Richard, my husband https://t.co/eFbxZynoeH",1593272254401486848,{'place_id': '3af2a75dbeb10500'},2022-11-17T15:58:01.000Z,2771164420,en
['1593271795674763265'],Photo 1 by RFR https://t.co/3qkyOGwYMS,1593271795674763265,{'place_id': '3af2a75dbeb10500'},2022-11-17T15:56:12.000Z,2771164420,en
['1593271734316285954'],RFR photo2 https://t.co/ZeHZi91p6b,1593271734316285954,{'place_id': '3af2a75dbeb10500'},2022-11-17T15:55:57.000Z,2771164420,en
['1593024790084079622'],Lines ink by Sheila Tinkham https://t.co/sOxfFP601g,1593024790084079622,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:34:41.000Z,2771164420,en
['1593024654716944385'],Doodle ink by Sheila Tinkham https://t.co/GRcTD36iVp,1593024654716944385,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:34:09.000Z,2771164420,en
['1593024577348706312'],Trees ink by Sheila Tinkham https://t.co/WFh25O7xXe,1593024577348706312,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:33:50.000Z,2771164420,en
['1593024458737885184'],Eye see u ink by Sheila Tinkham https://t.co/0YklTaBwzl,1593024458737885184,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:33:22.000Z,2771164420,en
['1593024375460077568'],Eyes have it ink by Sheila Tinkham https://t.co/XvxlF5dISl,1593024375460077568,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:33:02.000Z,2771164420,en
['1593024272292782081'],Fliwer ink by Sheila Tinkham https://t.co/AgIO64SSXN,1593024272292782081,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:32:38.000Z,2771164420,cy
['1593024207532982273'],"Three pen by Sheila Tinkham nov 15,2022 https://t.co/5s79SY1Lux",1593024207532982273,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:32:22.000Z,2771164420,en
['1593024096862081024'],"Two by Sheila Tinkham nov 15,2022 https://t.co/6UnbjOfNvh",1593024096862081024,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:31:56.000Z,2771164420,ht
['1593023976892137472'],"Pen drawing 1 nov 15,2022 by Sheila Tinkham https://t.co/iulHSyfMC8",1593023976892137472,{'place_id': '3af2a75dbeb10500'},2022-11-16T23:31:27.000Z,2771164420,cy
['1592979253628645376'],"@TheUHMethod @kim @WDFilmmaker @ccollinsjr @gilboyterri @nick_italian @TheLastPirateLA @MyLittleRascal8 @Pooks82Official @_DavidUquillas @DaveZ_uk @markmacnicol @wendyshepherd @rodthorn @anna_mocikat @andrewcantfilm @AriUrbanMusic Thank you...not a great day so glad for applause, I have decided my social skills are nil...",1592979253628645376,{'place_id': '3af2a75dbeb10500'},2022-11-16T20:33:44.000Z,2771164420,en
