lang,id,text,edit_history_tweet_ids,author_id,created_at,geo
en,1589514891828015126,@mushfiqur15 Horrible decision and something ICC will never admit of doing wrong. But little midget get over it! It happens to best of players and Saqib wasn’t one of those to cry wolf over,['1589514891828015126'],47050295,2022-11-07T07:07:36.000Z,
en,1589331344068603906,@TheRealPCB We paid someone to sweet talk after every game. What a waste of money.,['1589331344068603906'],47050295,2022-11-06T18:58:15.000Z,
in,1588770345951330304,@Schrace @loyalmessi @ESPNcricinfo Ya ha wo gandoo jo Indian ki favour ker raha ha,['1588770345951330304'],47050295,2022-11-05T05:49:03.000Z,
hi,1588770116422230016,@sapiosexualRIS @_Me_Farhan_ @ESPNcricinfo Bumrah apnay peechay lay ker sota ha tu🫣🫣,['1588770116422230016'],47050295,2022-11-05T05:48:08.000Z,
en,1588769867188297728,@TheAdelaideOval @imVkohli Cheat doesn’t deserve wishes! He is a cheater and hypocrite,['1588769867188297728'],47050295,2022-11-05T05:47:08.000Z,
en,1588769575814172672,"@MHafeez22 @lahoreqalandars He was in Sydney showing off with his fake iPhone but no one gave a crap about him🤣🤣🤣, he was trying hard to get attention but crowd booed him instead🤫🤫🤫",['1588769575814172672'],47050295,2022-11-05T05:45:59.000Z,
qme,1588769201451585537,@MHafeez22 @lahoreqalandars https://t.co/rzStLOCQ9c,['1588769201451585537'],47050295,2022-11-05T05:44:30.000Z,
en,1588769064822149121,@MHafeez22 Finally you have been sacked from Qalander too! Now you can ill speak about them as well you stirred inhuman being!!!,['1588769064822149121'],47050295,2022-11-05T05:43:57.000Z,
en,1588699691428245504,#HappyBirthdayViratKohli the most pathetic cheat in the world cricket! Shame on you Harami,['1588699691428245504'],47050295,2022-11-05T01:08:17.000Z,
en,1588699446296342528,@Im_SVee @ESPNcricinfo You are the glitch your parents didn’t want😁😁😁,['1588699446296342528'],47050295,2022-11-05T01:07:19.000Z,
en,1588699296370950145,@ESPNcricinfo The umpire and ICC is cheat! C*ck sucking BCCI b*tches,['1588699296370950145'],47050295,2022-11-05T01:06:43.000Z,
en,1588344749999951872,"@TheRealPCB What a waste of lip service. What is his role really, doing these speeches can be done be anyone. Shame on PCB for hiring this guy for no valid reasons",['1588344749999951872'],47050295,2022-11-04T01:37:53.000Z,
de,1588183433947148288,@TalatHussain12 Bakwas band ker lafa journalist,['1588183433947148288'],47050295,2022-11-03T14:56:52.000Z,
ur,1588182545526464513,RT @SHABAZGIL: جو وڈیو میں اقبالی بیان دکھایا جا رہا ہے اور فائرنگ والا بندہ۔  ان کے کپڑے فرق ہیں۔ قوم اتنی بے وقوف نہیں۔,['1588182545526464513'],47050295,2022-11-03T14:53:20.000Z,
ur,1588182390781812737,RT @ImranRiazKhan: اس نے پہلے قوالی چلانے پر کتنے قتل کیے ہیں۔ بے وقوف سمجھا ہے عوام کو,['1588182390781812737'],47050295,2022-11-03T14:52:43.000Z,
ur,1588182310913921024,RT @DurraniViews: ایف آئی آر میں حناء پرویز بٹ کا نام بھی ہونا چاہیے؟ https://t.co/N2WWfolAZd,['1588182310913921024'],47050295,2022-11-03T14:52:24.000Z,
hi,1588182252931801089,@ARYSabirShakir Dal main Kuch kala hai,['1588182252931801089'],47050295,2022-11-03T14:52:10.000Z,
ur,1588182194878488576,RT @ARYSabirShakir: غلطی ہوگئی ۔۔ حملہ آور گرفتار؟ بیان ریکارڈ؟ طوطے کی طرح فرفر بول رہا ہے؟ ویڈیو بیان پبلک بھی کردیا گیا واہ  واہ ۔۔,['1588182194878488576'],47050295,2022-11-03T14:51:56.000Z,
ur,1588182044143591425,RT @SharafatPTIReal: ظالموں کیا عوام کو بیواقوف سمجھ رکھا ہے ایڈا تو آیا حاجی ثنا اللہ کی اولاد پہلے سے طہ شدہ اسکرپٹ اس درندے نے پڑھ دیا ہ…,['1588182044143591425'],47050295,2022-11-03T14:51:20.000Z,
ur,1588181904737517568,"RT @AzharSiddique: کیا یہ اصل قاتل ہے؟؟؟

اس کی زندگی کا تحفظ کرو اور اصلی قاتلوں کو پکڑو!!! https://t.co/BeWR64N9gQ",['1588181904737517568'],47050295,2022-11-03T14:50:47.000Z,
hi,1588181845044183040,"RT @IftiAhmed221: Pooray Pakistan ke duaaein aap ke saath hai @ImranKhanPTI Bhai - Allah swt bohat jald aap ko, aur aap ke saare karkono ko…",['1588181845044183040'],47050295,2022-11-03T14:50:33.000Z,
nl,1588181830317928448,@IftiAhmed221 @ImranKhanPTI Ameen,['1588181830317928448'],47050295,2022-11-03T14:50:29.000Z,
hi,1588181688755965952,@CMShehbaz Chal Johte Shabaz  Kail be ho monsif be bannane ke koshish ker rage ho,['1588181688755965952'],47050295,2022-11-03T14:49:56.000Z,
en,1588052461180186624,@imVkohli Cheating and convincing umpires more like it…,['1588052461180186624'],47050295,2022-11-03T06:16:25.000Z,
en,1588052171186065408,@ashuelexstar @SportyVishal @alter_jamie You should be an umpire for the blind cricketers… what will they know🤣🤣🤣,['1588052171186065408'],47050295,2022-11-03T06:15:16.000Z,
und,1587907382226563072,@zanyness @YrrrFahad_ @imVkohli 😀😀👏👏👏👏,['1587907382226563072'],47050295,2022-11-02T20:39:56.000Z,
en,1587907102890086401,@imVkohli And lots of cheating you haram khor! When you have umpires and ICC with you then you can’t lose! Don’t worry time@is near when you all will be humiliated by the almighty! 🤲🏻,['1587907102890086401'],47050295,2022-11-02T20:38:49.000Z,
en,1587906063545692161,"@ArfaSays_ Why why why isn’t matter anymore! The cheating Indians is allowed to dictate ICC officials, and administration",['1587906063545692161'],47050295,2022-11-02T20:34:42.000Z,
en,1587905739950997504,"@ESPNcricinfo No, just succumbed to another favouritism by umpires and ICC to allow the game to proceed breaching proper ground condition protocols",['1587905739950997504'],47050295,2022-11-02T20:33:24.000Z,
en,1587905042962472962,@SahilSatwani2 @stita99gmailcom @ahadfoooty Looks Who’s talking! You are biggest propaganda nation in the whole world! Go get yourself Han*ed,['1587905042962472962'],47050295,2022-11-02T20:30:38.000Z,
en,1587904692192829440,@SRazaB24 Ya we saw against Netherlands where they smoked your Marijuanas out of the park,['1587904692192829440'],47050295,2022-11-02T20:29:15.000Z,
en,1587904039001346048,@Dimi3C @m_4_maira You don’t look price Chand but more like khanzeer grahan🤣🤣🤣,['1587904039001346048'],47050295,2022-11-02T20:26:39.000Z,
tl,1587903676504428544,"@AkshatShukla09 @m_4_maira Oy khotay kay puter, haram khor ja cow ka payshab pee ta kay damagh kaam keray kanzeer",['1587903676504428544'],47050295,2022-11-02T20:25:12.000Z,
en,1587903229165117441,@TahirBilal143 @i_anil_saini @m_4_maira That is great cover drive. Suck sh*t Indians,['1587903229165117441'],47050295,2022-11-02T20:23:26.000Z,
en,1587903060369866753,@averagechad_ @m_4_maira When you have cheating umpires and cheating Virat Kholi you will win most games! They shouldn’t have gone on to the field until it was dry or reasonable playing conditions. The ball was heavy and wet so the shots weren’t going to go over the boundaries,['1587903060369866753'],47050295,2022-11-02T20:22:46.000Z,
en,1587902661315076097,"@m_4_maira Absolutely, this unite is a cheat! They keep putting him in matches where Indians are benefiting. @shoaib100mph @wasimakramlive @babarazam258 why these people are quite. In the past if the batter try to protest umpire decision he gets banned or fined but not kholi???",['1587902661315076097'],47050295,2022-11-02T20:21:10.000Z,
