lang,id,text,edit_history_tweet_ids,author_id,created_at,geo
en,1596871787815796736,PTI Peshawar District President @IrfanSaleemPTI at his best 👌 https://t.co/TrcWHl0IzN,['1596871787815796736'],589289053,2022-11-27T14:21:17.000Z,{'place_id': '003faa615af988db'}
en,1596871121865179136,RT @MoonisElahi6: PDM enjoy this..,['1596871121865179136'],589289053,2022-11-27T14:18:38.000Z,
ur,1596871060959686656,"RT @IrfanSaleemPTI: جب سپریم کورٹ  کے دروازے انصاف کے لیے بند رہیں گے تو لوگوں  کے منہ کھلیں گے۔۔
#اعظم_سواتی_کو_انصاف_دو",['1596871060959686656'],589289053,2022-11-27T14:18:24.000Z,
ur,1596871047907020800,"RT @ayeshabanopti: ہم کھڑے ہیں ہم کھڑے تھے ہم کھڑے رہیں گے 
انشاءاللہ 
#BehindYouSkipper https://t.co/JVPr5Wvf7d",['1596871047907020800'],589289053,2022-11-27T14:18:20.000Z,
und,1596870963500810240,@HamxaTweets @ShahramKTarakai ✌️✌️😁😁,['1596870963500810240'],589289053,2022-11-27T14:18:00.000Z,{'place_id': '003faa615af988db'}
en,1596835210876030976,"We always look upto you as a senior worker but yesterday I saw a Grassroot Worker of PTI. Young, dynamic, enthusiastic... yes you all got it right, he is PTI Peshawar District President @IrfanSaleemPTI our own Saddar Sahab. Your love for @ImranKhanPTI &amp; @PTIofficial is phenomenal https://t.co/Ypyi4tsRku",['1596835210876030976'],589289053,2022-11-27T11:55:56.000Z,{'place_id': '003faa615af988db'}
en,1596833024007553026,@ShahramKTarakai Sir what was in your mind at that time 😆😆 https://t.co/WiOhMh1D6P,['1596833024007553026'],589289053,2022-11-27T11:47:15.000Z,{'place_id': '003faa615af988db'}
en,1596832762195218433,RT @ImranKhanPTI: His justifiable anger &amp; frustration at the injustice meted out to him especially the doors of SC remaining closed to him…,['1596832762195218433'],589289053,2022-11-27T11:46:12.000Z,
en,1596832750245679104,RT @ImranKhanPTI: I am shocked &amp; appalled at how rapidly we are descending into not just a banana republic but a fascist state. How can any…,['1596832750245679104'],589289053,2022-11-27T11:46:10.000Z,
fa,1596832720696508417,"RT @ikramkhatana75: آزادی آزادی اور آزادی

#حقیقی_آزادی_لانگ_مارچ https://t.co/94InImQnvr",['1596832720696508417'],589289053,2022-11-27T11:46:02.000Z,
ur,1596832605873504257,RT @AsadQaiserPTI: سینیٹر اعظم خان سواتی کو ایک بار پھر گرفتار کیا گیا جو قابل مذمت ہے ۔انہوں نے عدالت کا دروازہ کٹکٹایا لیکن انکو اور انکی…,['1596832605873504257'],589289053,2022-11-27T11:45:35.000Z,
ar,1596832420330106881,RT @IrfanSaleemPTI: صورتحال https://t.co/0QHpPb3kUY,['1596832420330106881'],589289053,2022-11-27T11:44:51.000Z,
ur,1596832407550038017,RT @asifkhan1717: کل pk-76  کے  نگر نگر ۔۔۔ ہر ایک نیبرہوڈ سے،علاقے سے، ہر ایک محلے ،سے   ہزاروں افراد کے قافلے راولپنڈی اپنے کپتان کی حمای…,['1596832407550038017'],589289053,2022-11-27T11:44:48.000Z,
en,1596832386817626114,"RT @sufisal: Throughout the years, I’ve enjoyed the friendship &amp; music of ⁦@AbrarUlHaqPK⁩  &amp; #NajamShiraz. Our common cause:  loyalty &amp; com…",['1596832386817626114'],589289053,2022-11-27T11:44:43.000Z,
ur,1596832295712718848,RT @saudkhanx7: خون کے آخری قطرے تک ملک کیلئے لڑونگا، تاریخ گواہی دے گی کہ عمران خان ملک کیلئے آخری گیند تک لڑتا رہا! https://t.co/haVOzG4j…,['1596832295712718848'],589289053,2022-11-27T11:44:21.000Z,
ur,1596832214641057793,RT @kamrankbangash: کپتان @ImranKhanPTI جب بھی حکم دیں گے درویش وزیر اعلیٰ @IMMahmoodKhan کی ٹیم لمحہ بھر کی تاخیر کے بغیر وزاررتوں و اسمبل…,['1596832214641057793'],589289053,2022-11-27T11:44:02.000Z,
ur,1596832192906526721,RT @kamrankbangash: امپورٹڈ بھان متی کا کنبہ جو اسمبلیوں کی تحلیل اور فریش الیکشن کے لئے لانگ مارچ اور احتجاج کی دھمکیاں دیتا تھا، خان @Imr…,['1596832192906526721'],589289053,2022-11-27T11:43:57.000Z,
en,1596832103928590337,@saudkhanx7 @hinaparvezbutt Well shot,['1596832103928590337'],589289053,2022-11-27T11:43:35.000Z,{'place_id': '003faa615af988db'}
en,1596800937460629507,RT @FaisalAminKhan: After being shot &amp; in pain yet standing tall for the sake of his people &amp; the future of  #Pakistan  Take a bow for @Imr…,['1596800937460629507'],589289053,2022-11-27T09:39:45.000Z,
ur,1596800901477699585,RT @ShahramKTarakai: ہم حلف اٹھاتے ہیں کہ ہم پاکستان کے آئین کی ہمیشہ پاسداری کریں گئے ہم حقیقی آزادی کی اس جہاد میں عمران خان کے ساتھ آخر…,['1596800901477699585'],589289053,2022-11-27T09:39:36.000Z,
en,1596800813166624769,RT @Jhagra: One big happy family on stage https://t.co/puR2ivQsWx,['1596800813166624769'],589289053,2022-11-27T09:39:15.000Z,
ur,1596800453660258304,"RT @ImranRiazKhan: یاد رکھنا لوگو۔ تم ایک لیڈر کے دور میں جی رہے ہو۔
 https://t.co/abhDbG4r8Y",['1596800453660258304'],589289053,2022-11-27T09:37:49.000Z,
en,1596800326421696513,"@zartajgulwazir is enough for you all @MaryamNSharif , @Marriyum_A , @MaizaHameedMNA , @hinaparvezbutt https://t.co/KWKvhDM1Pn",['1596800326421696513'],589289053,2022-11-27T09:37:19.000Z,{'place_id': '003faa615af988db'}
en,1596799410452992000,"InnShaALLAH, Always with Kaptan @ImranKhanPTI https://t.co/8H2vpg1ZzM",['1596799410452992000'],589289053,2022-11-27T09:33:41.000Z,{'place_id': '003faa615af988db'}
ur,1596799300792889344,RT @ishahabrahman: پاکستان تحریک انصاف ورکرز نکالنے میں کامیاب ۔۔ جلسہ کامیاب ہے جو حقیقت ہے وہ حقیقت ہے ۔۔ عمران خان 2018 سے زیادہ مضبوطی…,['1596799300792889344'],589289053,2022-11-27T09:33:15.000Z,
hi,1596799255687188480,RT @aminah_badar: Haqeeqi Azaadi March https://t.co/ZCHz7IX1rW,['1596799255687188480'],589289053,2022-11-27T09:33:04.000Z,
en,1596799210581823488,"RT @ayeshabanopti: Congratulations  #PTI on organising  biggest Political congregation in the history  of Pakistan. 
#LongMarch 
#PindiJals…",['1596799210581823488'],589289053,2022-11-27T09:32:53.000Z,
ur,1596799160946110465,RT @saudkhanx7: بس نام رہے گا اللہ کا!❤️ https://t.co/HofZjyIuse,['1596799160946110465'],589289053,2022-11-27T09:32:41.000Z,
ur,1596640518150184960,"فیصل جاوید خان کی ہوسٹنگ اور امپورٹڈ سرکار نامنظور ترانے نے آج کے جلسے میں بہت جذباتی کر دیا۔ خون کے آخری قطرے تک انشاءاللہ @ImranKhanPTI کا ساتھ نہیں چھوڑیں گے
🇵🇰🇧🇫❤️✌️
#PTI #ImranKhanLongMarch #NationStandsWithKaptan #AlwaysBehindYouSkipper 
#کیسالگا_سرپرائز 
@FaisalJavedKhan https://t.co/TDVKDRtdLH",['1596640518150184960'],589289053,2022-11-26T23:02:18.000Z,{'place_id': '003faa615af988db'}
ur,1596637895376654336,"اللہ ھو، اللہ ھو، اللہ ھو
🇵🇰🇧🇫❤️✌️
#PTI #ImranKhanLongMarch #NationStandsWithKaptan #AlwaysBehindYouSkipper 
#کیسالگا_سرپرائز 
@ImranKhanPTI https://t.co/8on5HBU5ck",['1596637895376654336'],589289053,2022-11-26T22:51:53.000Z,{'place_id': '003faa615af988db'}
ur,1596636461448806404,"پاکستان کی آن ہے آپ
پاکستان کی جان ہے آپ
پاکستان کی شان ہے آپ
پاکستان کی پہچان ہے آپ
پاکستان کے خان ہے آپ
پاکستان کے کپتان ہے آپ
انشاءاللہ ایک دفعہ پھر سے وزیراعظم عمران خان ہے آپ
🇵🇰🇧🇫❤️✌️
#PTI #ImranKhanLongMarch #NationStandsWithKaptan #AlwaysBehindYouSkipper 
#کیسالگا_سرپرائز https://t.co/QVkW3Vo97D",['1596636461448806404'],589289053,2022-11-26T22:46:11.000Z,{'place_id': '003faa615af988db'}
ur,1596634095508811776,"جب جیت کے آیا تھا
پھر سے وطن کو جیتا
🇵🇰🇧🇫❤️✌️
#PTI #ImranKhanLongMarch #NationStandsWithKaptan #AlwaysBehindYouSkipper 
#کیسالگا_سرپرائز https://t.co/VVKGoystFQ",['1596634095508811776'],589289053,2022-11-26T22:36:47.000Z,{'place_id': '003faa615af988db'}
ur,1596608140426244096,"شکریہ پاکستان
#یوم_انقلاب_26_نومبر
#کیسالگا_سرپرائز 
#ImranKhan 
@ImranKhanPTI https://t.co/B6B1wtQxxQ",['1596608140426244096'],589289053,2022-11-26T20:53:38.000Z,{'place_id': '00cc0d5640394308'}
ur,1596607542771187712,"RT @SalmanSaeed1122: شکریہ پاکستان
#یوم_انقلاب_26_نومبر https://t.co/uxUR3i2SU4",['1596607542771187712'],589289053,2022-11-26T20:51:16.000Z,
en,1596602815425937410,"Well move Kaptan @ImranKhanPTI!
Brave leaders always take Brave decisions. As IK sets neutral tester for newly appointed COAS. Imported government rejected with heavy mandate by Pakistani Nation today.
🇵🇰🇧🇫✌️❤️
#PTI #ImranKhan #AzadiLongMarch 
#کیسالگا_سرپرائز https://t.co/ztoyzMotaQ",['1596602815425937410'],589289053,2022-11-26T20:32:29.000Z,{'place_id': '00cc0d5640394308'}
en,1596578314986356736,"With #ZafarKhattak bhai, one of the PTI Peshawar founding member at #AzadiLongMarch.
🇵🇰🇧🇫✌️❤️
#PTI #ImranKhan #NationStandsWithKaptan #AlwaysBehindYouSkipper 
#ImranKhan
@PervezKhattakPK @AsadQaiserPTI @Asad_Umar @ImranKhanPTI https://t.co/BrB7lBWOCl",['1596578314986356736'],589289053,2022-11-26T18:55:07.000Z,{'place_id': '00cc0d5640394308'}
hi,1596574747059331074,RT @aminah_badar: Haqeeqi Azaadi March with our kaptaan https://t.co/yxfJxgT7N7,['1596574747059331074'],589289053,2022-11-26T18:40:57.000Z,
en,1596574668097343489,"@Jhagra You have to, because you don't have any other option.",['1596574668097343489'],589289053,2022-11-26T18:40:38.000Z,{'place_id': '00cc0d5640394308'}
en,1596572944528199680,"Heading towards Pindi for #AzadiLongMarch under the supervision of PTI KP Provincial President @PervezKhattakPK and Minister for Higher Education and Archives Libraries MPA PK-77 @kamrankbangash
🇵🇰🇧🇫✌️❤️
#PTI #Peshawar #AlwaysBehindYouSkipper #NationStandsWithKaptan 
#ImranKhan https://t.co/WHRXddP1ZE",['1596572944528199680'],589289053,2022-11-26T18:33:47.000Z,{'place_id': '00cc0d5640394308'}
ur,1596561473538514947,RT @Shiffa_ZY: عمران خان نے آج کسی اور کا ریکارڈ نہیں توڑا کیونکہ کسی اور کے لیے اتنی بڑی تعداد میں عوام نکلی ہی نہیں، لحاظہ عمران خان نے آ…,['1596561473538514947'],589289053,2022-11-26T17:48:12.000Z,
en,1596561229753221120,RT @EllahiHussain: We stood with @ImranKhanPTI and we will keep standing with him.  Whatever date is announced Cm @ChParvezElahi will disso…,['1596561229753221120'],589289053,2022-11-26T17:47:14.000Z,
in,1596560376426287104,"Team Imran Khan KP at their best ❤️❤️
🇵🇰🇧🇫✌️❤️😘
#PTI #ImranKhan #AzadiLongMarch
#ImranKhan
@kamrankbangash @ShahramKTarakai @AtifKhanpti @PervezKhattakPK @Jhagra https://t.co/SB6A7qLZtv",['1596560376426287104'],589289053,2022-11-26T17:43:51.000Z,{'place_id': '00cc0d5640394308'}
ur,1596557881628925957,"RT @HShaukatAliPTI: سابق ایم این اے حاجی شوکت علی موٹروے پر کارکنان سے مل رہے ہیں  !!

اس موقع پر ایم این اے شیر علی ارباب بھی موجود !!
#حق…",['1596557881628925957'],589289053,2022-11-26T17:33:56.000Z,
en,1596557121167818752,"Political Grassroot Workers vs Social Media Head. Million Dollars Reations 😘
🇵🇰🇧🇫✌️❤️
#PTI #AzadiLongMarch #NationStandsWithKaptan #AlwaysBehindYouSkipper 
#ImranKhan 
@saudkhanx7 
@ikramkhatana75 https://t.co/A0Wj0H1HlE",['1596557121167818752'],589289053,2022-11-26T17:30:54.000Z,{'place_id': '00cc0d5640394308'}
en,1596552500231929857,"Pakistan has changed forever! 
Imran Khan has made us Zinda Qaum. No one will ever accept the imposed imported government. The largest political rally in the history of the country! 
Listening to InnShaALLAH my PM @ImranKhanPTI
🇵🇰🇧🇫✌️❤️
#حقیقی_آزادی_لانگ_مارچ
#ImranKhan https://t.co/V0RDNfeIfD",['1596552500231929857'],589289053,2022-11-26T17:12:33.000Z,{'place_id': '008a844c675a661b'}
in,1596549849511473155,"@BraveMajid @hassan_khan190 @ikramkhatana75 @SalmanSaeed1122 @saudkhanx7 @IrfanSaleemPTI @kamrankbangash @HShaukatAliPTI @beenishirfanpti @MahveshAli Elahi Ameen
JazakALLAH Khair",['1596549849511473155'],589289053,2022-11-26T17:02:01.000Z,{'place_id': '008a844c675a661b'}
in,1596549799150600198,"@hassan_khan190 @BraveMajid @ikramkhatana75 @SalmanSaeed1122 @saudkhanx7 @IrfanSaleemPTI @kamrankbangash @HShaukatAliPTI @beenishirfanpti @MahveshAli Elahi Ameen
JazakALLAH Khair",['1596549799150600198'],589289053,2022-11-26T17:01:49.000Z,{'place_id': '008a844c675a661b'}
en,1596358135299674112,"The front line warrior of @ImranKhanPTI , One Man Army Remember the name Saddar Sahab @IrfanSaleemPTI at his best https://t.co/D2jss1lsL3",['1596358135299674112'],589289053,2022-11-26T04:20:13.000Z,{'place_id': '003faa615af988db'}
hi,1596357241367658496,"@IrfanSaleemPTI @BraveMajid @hassan_khan190 @ikramkhatana75 @SalmanSaeed1122 @saudkhanx7 @kamrankbangash @HShaukatAliPTI @beenishirfanpti @MahveshAli AMEEN 
JazakALLAH @IrfanSaleemPTI Bhai",['1596357241367658496'],589289053,2022-11-26T04:16:39.000Z,{'place_id': '003faa615af988db'}
en,1596224495739867137,Today it marked the 1st death anniversary of my beloved father Retired Deputy Superintendent Pakistan Customs (Waqar-Ud-Din). I miss him so much at every second of my life 😭😭😭😭😭. May Allah grant him the highest rank of Jannah Ameen. https://t.co/BxbY2JBsIe,['1596224495739867137'],589289053,2022-11-25T19:29:10.000Z,{'place_id': '003faa615af988db'}
ur,1596222827191234560,"RT @saudkhanx7: گولی مارو آفسں اور ڈیوٹیوں کو 
آج سے اپنا Setup راولپنڈی منتقل 🇧🇫🇵🇰
میں نے جھنڈا اور بیگ تیار کر لیا۔۔ 
#ملتے_ہیں_پنڈی_میں…",['1596222827191234560'],589289053,2022-11-25T19:22:33.000Z,
ur,1595850510699044867,معروف ٹی وی فنکار و کامیڈین اسماعیل تارا کراچی میں انتقال کر گئے۔ وہ طویل عرصے سے گردوں کے مرض میں مبتلا تھے۔ اسماعیل تارا نے ففٹی ففٹی سے شہرت حاص کی۔ انہیں نگار ایوارڈز بھی مل چکے ہیں۔ https://t.co/41UVimc6hc,['1595850510699044867'],589289053,2022-11-24T18:43:05.000Z,{'place_id': '003faa615af988db'}
ur,1595849577261064192,RT @asifkhan1717: *#حقیقی_آزادی_لانگ_مارچ حقیقی آزادی مارچ کے سلسلے میں پی ٹی آئی پی کے 76 ایم پی اے آصف خان کے زیر صدارت اجلاس منعقد ہوا…,['1595849577261064192'],589289053,2022-11-24T18:39:23.000Z,
en,1595849346876149760,"RT @PresOfPakistan: Newly appointed Chief of Army Staff, General Syed Asim Munir HI(M), called on President Dr. Arif Alvi, at Aiwan-e-Sadr,…",['1595849346876149760'],589289053,2022-11-24T18:38:28.000Z,
qam,1595849265934393347,@Aleema_khanum1 @ayeshabanopti,['1595849265934393347'],589289053,2022-11-24T18:38:09.000Z,{'place_id': '003faa615af988db'}
en,1595849094567809024,"RT @PresOfPakistan: Newly appointed Chairman Joint Chiefs of Staff Committee, General Sahir Shamshad Mirza HI(M), called on President Dr. A…",['1595849094567809024'],589289053,2022-11-24T18:37:28.000Z,
ur,1595848909137580033,"RT @IrfanSaleemPTI: چیئرمین عمران خان کا 26 نومبر حقیقی آزادی مارچ کے حوالے سے اہم پیغام۔

#نکلو_حقیقی_آزادی_کیلئے
#ملتے_ہیں_پنڈی_میں
📍 راو…",['1595848909137580033'],589289053,2022-11-24T18:36:44.000Z,
ur,1595848893484486658,RT @HShaukatAliPTI: چیئرمین پی ٹی آئی عمران خان کا ویڈیو پیغام- #ملتے_ہیں_پنڈی_میں https://t.co/kWGTOowOGE,['1595848893484486658'],589289053,2022-11-24T18:36:40.000Z,
hi,1595828093398253569,"@ikramkhatana75 Bhaiya, Bhaiya ❤️❤️",['1595828093398253569'],589289053,2022-11-24T17:14:01.000Z,{'place_id': '003faa615af988db'}
ur,1595816810414497792,"چیئرمین عمران خان کا 26 نومبر حقیقی آزادی مارچ کے حوالے سے اہم پیغام۔

#نکلو_حقیقی_آزادی_کیلئے
#ملتے_ہیں_پنڈی_میں
📍 راولپنڈی
🗓️ 26 نومبر 2022 | دوپہر 1 بجے
#یوم_انقلاب_26_نومبر 
@ImranKhanPTI https://t.co/0SxHCiPsdh",['1595816810414497792'],589289053,2022-11-24T16:29:11.000Z,{'place_id': '003faa615af988db'}
en,1595816211660644353,RT @hassan_khan190: After successful Sehat card intiative this falls to be the next revolutionary intiative to be implemented first in KP u…,['1595816211660644353'],589289053,2022-11-24T16:26:48.000Z,
en,1595050661078773762,"RT @3analyst: #Pakistan is great institution of corruption teaching classes 👏 

#BajwaLeaks https://t.co/mvbVJOIHCw",['1595050661078773762'],589289053,2022-11-22T13:44:46.000Z,
ur,1595050595496460288,"RT @IrfanSaleemPTI: ہمارے کسی مخترم لفافی نے اس پر اففف تک نہ کی ،،،

پیپلز پارٹی کے پالے ہوئے یہ جنگلی جانور قائد کے شہر کی خواتین کو  کس…",['1595050595496460288'],589289053,2022-11-22T13:44:31.000Z,
ur,1595048107661721600,"کےپی کے نوجوانوں کو مبارک ہو!
خیبرپختونخوا کے وزیر برائے اعلیٰ تعلیم کامران بنگش انصاف تعلیم کارڈ کے اجراء کے حوالے سے میڈیا کو بریف کر رہے ہیں، جس کی باقاعدہ منظوری آج صوبائی کابینہ نے دے دی۔
🇵🇰🇧🇫✌️❤️
#PTI #Bat #ImranKhan #KP #Peshawar #KamranBangash #HED #StudentCard https://t.co/IFsdVZS5ee",['1595048107661721600'],589289053,2022-11-22T13:34:38.000Z,{'place_id': '003faa615af988db'}
fr,1595047272324235264,"@kamrankbangash MaaShaALLAH Brilliant initiative, Congratulations Minister Sahab",['1595047272324235264'],589289053,2022-11-22T13:31:18.000Z,{'place_id': '003faa615af988db'}
en,1594745962035306496,"Such a devastating news of the Indonesian Earthquake. Extremely saddened to hear this news. My deepest condolences to the families who lost their loved ones. My prayers for them.
#Earthquake",['1594745962035306496'],589289053,2022-11-21T17:34:00.000Z,{'place_id': '003faa615af988db'}
ur,1594744064611872768,"RT @MaleekaUpdates: ""اپنی عمر سے 15 سال چھوٹے بچے کے پیچھے ہاتھ باندھ کر سیاست کرتے ہیں اور ہمیں بتاتے ہیں کہ immature سیاستدان کون ہوتا ہے…",['1594744064611872768'],589289053,2022-11-21T17:26:28.000Z,
in,1594743925004439552,"@BBhuttoZardari kbi ao na Lal Havile Khushbu laga kay
Saddar Sahab @IrfanSaleemPTI 😆😆😆 https://t.co/X6TtYnlnn3",['1594743925004439552'],589289053,2022-11-21T17:25:55.000Z,{'place_id': '003faa615af988db'}
en,1594743605683695616,RT @IrfanSaleemPTI: Generals in #Pakistan wants such type of #democracy https://t.co/PPoUMtmbGN,['1594743605683695616'],589289053,2022-11-21T17:24:39.000Z,
ur,1594743279446528000,"ہم ملک بچانے نکلے ہیں آؤ ہمارے ساتھ چلو !!
@ImranKhanPTI
@PTIofficial
#نکلو_حقیقی_آزادی_کیلئے
#قاتل_نوازشریف_کوگرفتارکرو https://t.co/2W16emlawz",['1594743279446528000'],589289053,2022-11-21T17:23:21.000Z,{'place_id': '003faa615af988db'}
eu,1594742723302785024,@saudkhanx7 Elahi Ameen,['1594742723302785024'],589289053,2022-11-21T17:21:08.000Z,{'place_id': '003faa615af988db'}
ur,1594742653941604353,"RT @saudkhanx7: کمال کا جلسہ تھا پشاور 🇧🇫❤️
صبر کر حاجی صاحب الوداعی پروگرام ہم نے ہی کرنا ہیں۔
#نکلو_حقیقی_آزادی_کیلئے 
#نکلو_پاکستان_کی_خ…",['1594742653941604353'],589289053,2022-11-21T17:20:52.000Z,
