text,edit_history_tweet_ids,author_id,geo,created_at,id,lang
"On veut les voir chialer, après une méga gifle allemande ou francaise https://t.co/zNJPPeWqkg",['1594820622458273794'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T22:30:41.000Z,1594820622458273794,fr
"@randyassala La folie dans la ville si ça se fait 😍
La joie unificatrice 😍",['1594818902185361409'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T22:23:51.000Z,1594818902185361409,fr
Tu joues a quoiiiiiiii ? https://t.co/hTV9K4uAmJ,['1594813794097983488'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T22:03:33.000Z,1594813794097983488,fr
"@randyassala Flgkfkfkfjgjrkrrttlrlrr

Ce mec au dessus ne dit que des choses vraies ☝️",['1594809675656359938'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T21:47:11.000Z,1594809675656359938,fr
"@LaTotaUnchained Fjfjfjfkffkfkf

Excellent tweet",['1594808155837440003'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T21:41:09.000Z,1594808155837440003,es
@yasgnm Tu veux une médaille ?,['1594804143448793108'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T21:25:12.000Z,1594804143448793108,fr
On nous a vendu un truc un peu surfait avec le Sénégal non ?,['1594753461727420416'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T18:03:49.000Z,1594753461727420416,fr
"RT @RomainNV: @smlpth Si tu crois en la boite et que tu as envie d’y rester RSU, si tu as besoin de cash ou que tu sais pas trop combien de…",['1594675730071298049'],2850879477,,2022-11-21T12:54:56.000Z,1594675730071298049,fr
"Poker, oseille et putes. Daniel est dans son élément. https://t.co/jZgE7Rqf62",['1594675274620305409'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T12:53:07.000Z,1594675274620305409,fr
"Je pense qu'il peut nous pondre un album 2010 era

@mediterranedu",['1594670198204026886'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T12:32:57.000Z,1594670198204026886,fr
Tout simplement l'un des plus grands génies de l'histoire https://t.co/i82Mr1wqNP,['1594669733026344962'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-21T12:31:06.000Z,1594669733026344962,fr
"RT @DallasMavsFr: Bon les amis, il se passe quelque chose d'incroyable par contre 😂

À la mi-temps je suis discrètement allé à une place pl…",['1594668300130295808'],2850879477,,2022-11-21T12:25:24.000Z,1594668300130295808,fr
Je l'aligne devant Busquets et Dembele https://t.co/y6KBJDdXCL,['1594335235402911744'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-20T14:21:56.000Z,1594335235402911744,fr
"On pourra jamais le détester totalement.

C'était la joie du peuple https://t.co/KPsZ8dGssb",['1594328858568056834'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-20T13:56:35.000Z,1594328858568056834,fr
@mediterranedu https://t.co/lNvavLyKhT,['1594325987306545152'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-20T13:45:11.000Z,1594325987306545152,qam
"RT @Isospora_Belli: J’ai la chance de me reguler (plus ou moins) c’est à dire que je joue pas l’argent que j’ai pas ou autre. 
Pour vous do…",['1594316900137422854'],2850879477,,2022-11-20T13:09:04.000Z,1594316900137422854,fr
@randyassala @Kampberg10 @Anti_Basketix Information la + importante : merci de le préciser.,['1594314863534391296'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-20T13:00:59.000Z,1594314863534391296,fr
"@mediterranedu Pense au peuple brésilien qui mérite, lui.",['1594283050816487424'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-20T10:54:34.000Z,1594283050816487424,fr
"On lit des témoignages dramatiques venant du front de l'Education Nationale.

L'iceberg arrivé droit devant...Et il sera au moins aussi dangereux que le dérèglement climatique. https://t.co/nU8pWpK5de",['1594112168101924864'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T23:35:32.000Z,1594112168101924864,fr
"De l'orthographe et du passé simple encore en 4eme ???

Le retard est alarmant. https://t.co/p1f1M8tZP2",['1594111667641942016'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T23:33:33.000Z,1594111667641942016,fr
"Les performances de Xavi dans les grands matchs...

On en parle pas assez https://t.co/gTHaUGEVaP",['1594102282609577984'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T22:56:15.000Z,1594102282609577984,fr
"RT @lnstantFoot: 🚨🚨 Karim Benzema pourrait être FORFAIT pour la Coupe du monde ! 😿💔

Quelle poisse… c’est pas possible. 😩🇫🇷

(@FabriceHawki…",['1594044720786952195'],2850879477,,2022-11-19T19:07:32.000Z,1594044720786952195,fr
@mitotis10 On voulait de la bagarre là,['1593949055834546178'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T12:47:23.000Z,1593949055834546178,fr
Choix cornélien @mediterranedu https://t.co/GzTgPetSWN,['1593948643962372098'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T12:45:45.000Z,1593948643962372098,fr
Pays en grand grand danger https://t.co/8Zl9rkg0yP,['1593827122019180544'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T04:42:52.000Z,1593827122019180544,fr
Terrifiant https://t.co/O8MirsBH48,['1593826484333969408'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-19T04:40:20.000Z,1593826484333969408,cy
"RT @theantonioreza: I'm a Head of Finance at Google. 

I've interviewed 100s of candidates in my career and I know my decision within the f…",['1593696105165905922'],2850879477,,2022-11-18T20:02:15.000Z,1593696105165905922,en
RT @ParadxndeOblak: LUIS PADRIQUE https://t.co/Zmk1opMalj,['1593685537298194433'],2850879477,,2022-11-18T19:20:15.000Z,1593685537298194433,fr
"RT @Dontknowdawg: La manière dont SCH n'arrive plus à retransmettre des émotions. Ouais super il rappe très bien ok, mais j'm'en branle. Co…",['1593485110950739969'],2850879477,,2022-11-18T06:03:50.000Z,1593485110950739969,fr
@mediterranedu Ney est insolent,['1593476409820946432'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-18T05:29:16.000Z,1593476409820946432,en
"@fabienschlegel @MonsieurYus Et à chaque fois, vous ne trouviez pas le bon contexte ? Ou bien la même trajectoire déviante ? 

Dans la mesure du possible, au vu des postes, on se doit également de ""choisir"" nos patrons et environnements.",['1593019830634172418'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-16T23:14:59.000Z,1593019830634172418,fr
"C'est vraiment un mec + intéressant que les caricatures qu'on en fait à partir de morceaux de décla ou de ses trolls...

Et toujours des réflexions sur le jeu. Le mec n'est pas le GOAT de l'attaque pour rien. https://t.co/x06uNlU0zd",['1593005095465390083'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-16T22:16:26.000Z,1593005095465390083,fr
"RT @KDurant_FR: « Toute cette m*rde en plus comme : ""Tu dois gagner avant de prendre ta retraite et t’assurer que ta legacy est bonne"", c'e…",['1593004552080744450'],2850879477,,2022-11-16T22:14:16.000Z,1593004552080744450,fr
"Déjà un mois qu'on est entrepreneur, loin du salariat. 

Bah c'est pas si dur.
Surtout quand ton bureau est à 5 mètres de ton lit. 🌛",['1593001999842217984'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-16T22:04:07.000Z,1593001999842217984,fr
"Mdrrrrr

Le retour de l'Espagne conservatrice https://t.co/S5aDwRGXGd",['1592857065667825664'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-16T12:28:12.000Z,1592857065667825664,fr
"RT @DallasMavsFr: Et évidemment, ce tir absolument extraordinaire qui nous donne la victoire !

On notera une faute technique (méritée) et…",['1592783234970292227'],2850879477,,2022-11-16T07:34:50.000Z,1592783234970292227,fr
"RT @Raagah_: Thread : Sélection Parfums Automne/Hiver 2022.

L'automne est là, l'hiver se profile et il est l'heure de vous présenter une p…",['1592677708672405504'],2850879477,,2022-11-16T00:35:30.000Z,1592677708672405504,fr
On t'aime trop Lucho https://t.co/HHfMmpCGgf,['1592661121680683008'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-15T23:29:36.000Z,1592661121680683008,fr
@manuel_calafate Le soldat @mitotis10,['1592660365850333185'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-15T23:26:36.000Z,1592660365850333185,fr
"@krissmoha @DylanMoosliah Euh Moha, il fait le jeu de l'extrême droite depuis 2 ans quand même...",['1592604349787967489'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-15T19:44:00.000Z,1592604349787967489,fr
On est foutu https://t.co/CvidalM12w,['1592588543230345218'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-15T18:41:12.000Z,1592588543230345218,fr
"RT @ParlonsNBA: 57 PTS, 10 REB, 8 AST, 7 BLK

Joel est à 2 passes et 3 contres d’un quadruple double à 55 points 😭😭

 https://t.co/xLUdic5P…",['1592025265605156865'],2850879477,,2022-11-14T05:22:56.000Z,1592025265605156865,fr
Le Roi https://t.co/KoliW57BJy,['1591936441181171713'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T23:29:58.000Z,1591936441181171713,fr
@mitotis10 Carton rouge au premier match,['1591920343073316864'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T22:26:00.000Z,1591920343073316864,fr
Cristiano 🤣,['1591920124864380930'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T22:25:08.000Z,1591920124864380930,it
@ErwanJailler Colombie 🙏,['1591861733899079680'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T18:33:07.000Z,1591861733899079680,es
. https://t.co/LP3fKB6RX1,['1591859011984523264'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T18:22:18.000Z,1591859011984523264,qst
RT @AlanBarrosoA: El caos sanitario de Madrid en 2 minutos https://t.co/0CnRSWXVuh,['1591806109613965317'],2850879477,,2022-11-13T14:52:05.000Z,1591806109613965317,es
Pendant qu'en France ça leur crache dessus aux urgences 😂 https://t.co/9vghWH2Tbm,['1591791235525709827'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T13:52:59.000Z,1591791235525709827,fr
@randyassala La légende sévillane,['1591779394745516032'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T13:05:56.000Z,1591779394745516032,fr
@randyassala Mdrrrrrrrr. Je la connaissais pas celle là.,['1591774171448901635'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T12:45:10.000Z,1591774171448901635,fr
@mediterranedu La fraternité portugalo-DZ n'était donc qu'un mythe...,['1591762746265460743'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-13T11:59:46.000Z,1591762746265460743,fr
"RT @ActuFoot_: Fred Calenge : « Cristiano Ronaldo, il vous a envoyé un petit message sympa après votre Ballon d’Or ? »

Benzema : « Non, je…",['1591747323679637504'],2850879477,,2022-11-13T10:58:29.000Z,1591747323679637504,fr
"RT @simongerman600: Another US election, another ""Land doesn't vote, people do"" style map showing the election results. https://t.co/XmMTSU…",['1591561274797985792'],2850879477,,2022-11-12T22:39:12.000Z,1591561274797985792,en
https://t.co/7r3LeksAtT,['1591538213461581827'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-12T21:07:34.000Z,1591538213461581827,zxx
"C'est juste ton petit move ""bonne conscience"" qui te permet de te sentir à l'aise de commander.

Arrête ça. https://t.co/I5REocwvdW",['1591523903209439232'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-12T20:10:42.000Z,1591523903209439232,fr
"RT @Giggs_: Désolé mais les gens qui font monter les livreurs à leur étage, ça me choque.",['1591523673525174275'],2850879477,,2022-11-12T20:09:47.000Z,1591523673525174275,fr
"Quand je lis ces tweets sur la cruauté des gens, notamment en France, concernant les personnes et animaux qu'ils croisent... J'ai l'impression de vivre dans un monde parallèle.

C'est vraiment réel ? Dans quels coins ?
Ça me paraît tellement scandaleux. https://t.co/oSksBBr3D4",['1591509377684738048'],2850879477,{'place_id': '1a27537478dd8e38'},2022-11-12T19:12:59.000Z,1591509377684738048,fr
"RT @JSPINKMN: #lequipe #hernandez #jeff #enquete

L’article de l’équipe sur le pere Hernandez https://t.co/fwv3wZiKXI",['1591507710302105600'],2850879477,,2022-11-12T19:06:21.000Z,1591507710302105600,fr
