edit_history_tweet_ids,text,id,created_at,author_id,lang,geo
['1592671162051756032'],@SneakerPhetish This was a great SNKRS live love the stories and the 11 is my favorite jordan.  Was able to grab a sz 14 on the 🍒 11s,1592671162051756032,2022-11-16T00:09:30.000Z,161523735,en,{'place_id': '0119bbf6142d8135'}
['1592272046901596160'],@KIXNKARBS 123,1592272046901596160,2022-11-14T21:43:33.000Z,161523735,und,
['1591302717338968065'],RT @il0venostalgia: ‘National Lampoon’s Christmas Vacation’ is the best Christmas movie of them all. RT if you agree. https://t.co/7ez6bxhH…,1591302717338968065,2022-11-12T05:31:47.000Z,161523735,en,
['1591120068079161344'],Rip to the dark knight https://t.co/UBW5Os1Zq2,1591120068079161344,2022-11-11T17:26:00.000Z,161523735,en,{'place_id': '4ec01c9dbc693497'}
['1591114313430859777'],Enjoying some 🍹@WaltDisneyWorld https://t.co/FbDzlSObzK,1591114313430859777,2022-11-11T17:03:08.000Z,161523735,en,{'place_id': '1146fdf788943000'}
['1590903986403815424'],"RT @DaveBautista: I can’t make this any easier. 
@gearsofwar @netflix #marcusfenix #GearsofWar https://t.co/SzDpiT2rNA",1590903986403815424,2022-11-11T03:07:22.000Z,161523735,en,
['1590903759240323074'],@SneakerNews https://t.co/YeVrKk1cSz,1590903759240323074,2022-11-11T03:06:28.000Z,161523735,qme,
['1590756798855716865'],RT @CultureCrave: New trailer for #JohnWick4 https://t.co/OBw8GsOF0G,1590756798855716865,2022-11-10T17:22:30.000Z,161523735,en,
['1590386802598510592'],@HEIRMJ @TrophyRoomStore Got the shorts to go with 🏆room 7s .   I need a shirt now!!!! https://t.co/KpHYYyPFKP,1590386802598510592,2022-11-09T16:52:16.000Z,161523735,en,
['1590362204515504130'],Got em.  They will go good with my @TrophyRoomStore 7s🏆🏆🏆 https://t.co/ltGKOK2W0E,1590362204515504130,2022-11-09T15:14:31.000Z,161523735,en,
['1590359301754847239'],https://t.co/tzpqkCuphK,1590359301754847239,2022-11-09T15:02:59.000Z,161523735,zxx,
['1589810105322962944'],@TrophyRoomStore 7s 🏆🏆🏆 straight to 🦶 rocking them in @WaltDisneyWorld https://t.co/yxJbJTz3HA,1589810105322962944,2022-11-08T02:40:41.000Z,161523735,en,
['1589744266179641344'],https://t.co/dyTvNiMwq5,1589744266179641344,2022-11-07T22:19:03.000Z,161523735,zxx,
['1589744258663469056'],@TrophyRoomStore @HEIRMJ did his thing on these .  Details are 🤬crazy🙌.      🏆🏆🏆🏆🏆🏆🏆 https://t.co/H2qccrlsjq,1589744258663469056,2022-11-07T22:19:01.000Z,161523735,en,
['1589682205231820800'],@TrophyRoomStore 🏆🏆🏆,1589682205231820800,2022-11-07T18:12:27.000Z,161523735,und,
['1589642997154676738'],Mission to @trophyroomstore complete @heirmj523  the store is super dope congrats !  Also thank you!🙏🏆🏆 https://t.co/DYFYoGMDXk,1589642997154676738,2022-11-07T15:36:39.000Z,161523735,en,
['1589298111322947585'],Here @TrophyRoomStore @HEIRMJ.     🏆🏆🏆🏆🏆🏆🏆,1589298111322947585,2022-11-06T16:46:12.000Z,161523735,en,
['1589208337102811137'],RT @RoyaNikkhah: EXCLUSIVE: MAVERICK and WINGMA’AM The Queen and @TomCruise forged a friendship in her final months. The @TopGunMovie star…,1589208337102811137,2022-11-06T10:49:28.000Z,161523735,en,
['1589082631714799617'],I’m officially in @TrophyRoomStore @HEIRMJ territory.  I’ll be there 2m!,1589082631714799617,2022-11-06T02:29:57.000Z,161523735,en,
['1588628932605235200'],@HEIRMJ @TrophyRoomStore 🏆🏆🏆🙏🙏🙏🙏 the best store can’t wait to visit!,1588628932605235200,2022-11-04T20:27:07.000Z,161523735,en,
['1588626641215188993'],@Roszko72 Gonna try for online but def gonna go on Sunday when I get into Orlando to see if I can get a sz 14 if any pairs left.   Plus im@just looking forward.l to checking out the new store!,1588626641215188993,2022-11-04T20:18:01.000Z,161523735,en,
['1588317810568011776'],@Roszko72 If that’s a sz 14 I’m taking em off that mannequin,1588317810568011776,2022-11-03T23:50:50.000Z,161523735,en,
['1587907354376687616'],RT @BenMkWrites: Ride into the danger zone with the year's biggest blockbuster. Follow us + RT to enter to #win a copy of #TopGunMaverick o…,1587907354376687616,2022-11-02T20:39:49.000Z,161523735,en,
['1587601583415738368'],Just got the W message from @TheSocialStatus for those penny 2 in white!🔥🔥.,1587601583415738368,2022-11-02T00:24:48.000Z,161523735,en,
['1587569183063171073'],@mancusokid https://t.co/8fVJv85PGO,1587569183063171073,2022-11-01T22:16:03.000Z,161523735,qam,
['1587511767877533699'],"RT @DiscussingFilm: Peter Billingsley returns as Ralphie in the first trailer for ‘A CHRISTMAS STORY CHRISTMAS’.

The film releases on Nove…",1587511767877533699,2022-11-01T18:27:54.000Z,161523735,en,
['1587491536656388099'],"RT @TrophyRoomStore: “There’s A New Sheriff In Town.”

@TrophyRoomStore presents the @Jumpman23 7 Retro

‘New Sheriff in Town’

Raffle Entr…",1587491536656388099,2022-11-01T17:07:31.000Z,161523735,en,
['1587244618743222272'],"RT @GBNewsdotcom: ESPN2 to air Ghostbusters-themed Halloween special ‘Peyton &amp; Eli’s Spooky Adventure’ tonight - https://t.co/o4FieHVLWa

#…",1587244618743222272,2022-11-01T00:46:21.000Z,161523735,en,
['1587184557039783943'],@HEIRMJ @TrophyRoomStore I’m pulling up to @TrophyRoomStore the 1st week of nov .  Need a size 14!!!!,1587184557039783943,2022-10-31T20:47:41.000Z,161523735,en,
['1587184007124586497'],@ShaneJordan222 @snkr_twitr @Ghostbusters @Reebok @alleniverson 👻👻👻👻 https://t.co/IppHRdte4i,1587184007124586497,2022-10-31T20:45:30.000Z,161523735,und,
['1587181119463636992'],@HEIRMJ Yo need a size 14 when I come visit the week of Nov 5-12!!!!,1587181119463636992,2022-10-31T20:34:01.000Z,161523735,en,
['1587121881542443011'],@TrophyRoomStore Hoping it’s the week of Nov 5-12 I’ll be in Orlando def plan on visiting @TrophyRoomStore @HEIRMJ🏆🏆🏆🏆🏆,1587121881542443011,2022-10-31T16:38:38.000Z,161523735,en,
['1587082502019112960'],RT @ChrisconceptArt: Happy Halloween @Ghostbusters #fanart #ghostbusters #crossover #itmovie https://t.co/X5ci6lCBdX,1587082502019112960,2022-10-31T14:02:09.000Z,161523735,en,
['1587019007391145985'],RT @GhostbustersNet: Happy Halloween! https://t.co/dbPGefO8u6,1587019007391145985,2022-10-31T09:49:51.000Z,161523735,en,
['1586851280466616322'],RT @overtime: Just bringing a dope MJ clip to your timeline 🔥 (via _freshswishes/TT) https://t.co/2pWrY9fYIn,1586851280466616322,2022-10-30T22:43:22.000Z,161523735,en,
['1586845476556611584'],"RT @bitchiwas999: Sonic and Mario ain’t have to go this hard 
 https://t.co/t2HVrU0ISW",1586845476556611584,2022-10-30T22:20:18.000Z,161523735,en,
['1586304628022460416'],"RT @BuffaloBills: Spooky tunes for the weekend. 🎃

Listen now: https://t.co/wdny4sY2sE https://t.co/RCj80phHhK",1586304628022460416,2022-10-29T10:31:10.000Z,161523735,en,
['1585759343735078912'],@k9_itsiant The box for the voo doo Zion 2 are nice.  And the Zion 2 j is awesome,1585759343735078912,2022-10-27T22:24:24.000Z,161523735,en,
['1585595033725591557'],8 days til @WaltDisneyWorld @TrophyRoomStore,1585595033725591557,2022-10-27T11:31:29.000Z,161523735,en,
['1585430738572570625'],RT @ghbforever: RT if you always loved Ghostbusters II https://t.co/eCaxqbAauF,1585430738572570625,2022-10-27T00:38:38.000Z,161523735,en,
['1585300956878897155'],https://t.co/tffW2XCri4,1585300956878897155,2022-10-26T16:02:56.000Z,161523735,zxx,
['1585279503340916738'],@HEIRMJ @TrophyRoomStore Please have pairs when I’m in Florida the first week of Nov 🙏. Need that size 14 to rock,1585279503340916738,2022-10-26T14:37:41.000Z,161523735,en,
['1584985524829179904'],@M__Pau @Eminem 💯,1584985524829179904,2022-10-25T19:09:31.000Z,161523735,und,
['1584619874239713280'],@georgeythegreek @TheSocialStatus @TheSocialStatus been knocking it out of the park with the penny line. https://t.co/Jxct5s4G5o,1584619874239713280,2022-10-24T18:56:33.000Z,161523735,en,
['1584586127142694912'],RT @MCU_Direct: BREAKING: The first trailer for ANT-MAN AND THE WASP: QUANTUMANIA has been released! Watch: https://t.co/N5cNiylLes,1584586127142694912,2022-10-24T16:42:27.000Z,161523735,en,
['1584567485428543489'],@mancusokid https://t.co/DcQnkq5o1t,1584567485428543489,2022-10-24T15:28:23.000Z,161523735,qam,
['1584567234046808065'],RT @TrophyRoomStore: MJ Mondays 🏆‼️ #MJMONDAYS #TROPHYROOM https://t.co/BoivxLSWg8,1584567234046808065,2022-10-24T15:27:23.000Z,161523735,en,
['1584270993152888832'],Trunk or treat action today with @Ghostbusters @Reebok @alleniverson 👻 https://t.co/JyRjcMJ08W,1584270993152888832,2022-10-23T19:50:13.000Z,161523735,en,
['1584029136301228034'],RT @fastworkers6: I present a small course on how to relax a little. https://t.co/AsPcErRGQt,1584029136301228034,2022-10-23T03:49:10.000Z,161523735,en,
['1583890266821652481'],RT @TMNT: generations of swagger https://t.co/R1KzCtN4QD,1583890266821652481,2022-10-22T18:37:21.000Z,161523735,en,
['1583824228645998597'],@SneakerPhetish 💯 respect.  Keep doing your thing on YouTube great content !,1583824228645998597,2022-10-22T14:14:56.000Z,161523735,en,
['1583822721481601024'],@SneakerPhetish Social status pennys I feel is a must cop.  That’s just me.  That collab is excellent and I know you know this,1583822721481601024,2022-10-22T14:08:57.000Z,161523735,en,
['1583785192656752640'],@mancusokid https://t.co/s5TjOCKGGk,1583785192656752640,2022-10-22T11:39:49.000Z,161523735,qam,
['1583595038130733056'],"RT @GhostbustersNet: ""Ghostbusters is a good things for kids to play."" - Harold Ramis on the legacy #Ghostbusters franchise. Fitting as we…",1583595038130733056,2022-10-21T23:04:13.000Z,161523735,en,
['1583545339071827969'],Ya these super dope @TheSocialStatus https://t.co/UP8YUpt8l9,1583545339071827969,2022-10-21T19:46:44.000Z,161523735,en,
['1583526417282699264'],@SneakerNews Had the opportunity to guarantee myself a pair and I still passed.  It was that 300$ price point.   Couldn’t pull trigger  on em.,1583526417282699264,2022-10-21T18:31:33.000Z,161523735,en,
['1583485844349849600'],@SoleRetriever @mancusokid @gabincorvaia,1583485844349849600,2022-10-21T15:50:19.000Z,161523735,qam,
['1583485625625608193'],"RT @SoleRetriever: We're giving away a FREE pair of the Nike SB Dunk Low Night of Mischief Halloween! 🎃🍆👻

📝 To Enter:

1️⃣ Retweet &amp; Like…",1583485625625608193,2022-10-21T15:49:27.000Z,161523735,en,
['1583385407915700224'],@mancusokid https://t.co/fpoWRsRRlh,1583385407915700224,2022-10-21T09:11:13.000Z,161523735,qam,
['1583217754722947073'],@HEIRMJ im pulling up to @TrophyRoomStore 1st week of Nov . So I think that’s a good week to release those 7s!,1583217754722947073,2022-10-20T22:05:02.000Z,161523735,en,
['1582486253274292226'],@TMNT #TurtlePowerSweepstakes,1582486253274292226,2022-10-18T21:38:18.000Z,161523735,qme,
['1582090236410331136'],"RT @ALFforreal: Happy Birthday @Eminem! 

Where should I send this so there’s no problem at the post office? https://t.co/VPVoBXMr0l",1582090236410331136,2022-10-17T19:24:40.000Z,161523735,en,
['1582064577071939584'],Happy bday to the rap god https://t.co/gR1iAMyfgr,1582064577071939584,2022-10-17T17:42:43.000Z,161523735,en,
['1582037359943888898'],RT @TrophyRoomStore: MJ Mondays 🏆‼️ #MJMONDAYS #TROPHYROOM https://t.co/4M2q96hX0C,1582037359943888898,2022-10-17T15:54:34.000Z,161523735,en,
['1581174385544925184'],RT @Phil_Lewis_: The student loan forgiveness application is now LIVE: https://t.co/P2tc66sIA2 https://t.co/xWv282QFAc,1581174385544925184,2022-10-15T06:45:24.000Z,161523735,en,
['1581060321992531968'],@Break111710 Delete this tweet lol 🤦‍♂️,1581060321992531968,2022-10-14T23:12:10.000Z,161523735,en,
['1580932411910926336'],🐍 https://t.co/z4K9pxakKO,1580932411910926336,2022-10-14T14:43:53.000Z,161523735,art,
['1580724379196936193'],The Kobe before the Kobe @adidasoriginals,1580724379196936193,2022-10-14T00:57:15.000Z,161523735,en,
['1580586899999072256'],🔥🔥🔥🔥🔥🔥 https://t.co/cZIMtCsn2s,1580586899999072256,2022-10-13T15:50:57.000Z,161523735,art,
['1579768551363469313'],"RT @rachelhopmayer: We have officially found the source of Von Miller’s incredible t-shirts: @Dreamathon_ 🔥 

Brandon Beane: https://t.co/C…",1579768551363469313,2022-10-11T09:39:07.000Z,161523735,en,
['1579584424714579968'],@TheSocialStatus Got em🔥🔥🔥🔥🔥🔥,1579584424714579968,2022-10-10T21:27:28.000Z,161523735,en,
['1579305870860914689'],"RT @716Transplant: #BillsMafia another W, another giveaway. Just like and RT for a chance to win this zip up hoodie (sz 2X). Not necessary…",1579305870860914689,2022-10-10T03:00:36.000Z,161523735,en,
['1579181766338048000'],@JSpenceTheKing 💯,1579181766338048000,2022-10-09T18:47:27.000Z,161523735,und,
['1579118925459386373'],@Just4Kicks212 @TrophyRoomStore 💯 wish I lived in Florida lol,1579118925459386373,2022-10-09T14:37:45.000Z,161523735,en,
['1578952374068334592'],🏆🏆🏆🏆🏆🏆🏆 https://t.co/mYG1EjFSTr,1578952374068334592,2022-10-09T03:35:56.000Z,161523735,art,
['1578944585040302080'],@HEIRMJ Need a sz 14!!!!!  Straight to foot with these bad boys!,1578944585040302080,2022-10-09T03:04:59.000Z,161523735,en,
['1578901626676396032'],Warewolf by night is excellent !!!,1578901626676396032,2022-10-09T00:14:17.000Z,161523735,en,
['1578139283160010753'],"RT @PSAcard: A new TCG grading special to level up your collection. 

This Collectors Club member exclusive is available now in our Online…",1578139283160010753,2022-10-06T21:45:00.000Z,161523735,en,
['1577997845512310784'],@nWo_Crayy They nice bro https://t.co/4LBNiPdekq,1577997845512310784,2022-10-06T12:22:58.000Z,161523735,en,
['1577802518477869059'],@OfficialNFLShop Got em!!!! https://t.co/ekbHXNHVJW,1577802518477869059,2022-10-05T23:26:49.000Z,161523735,en,
['1577407303271256128'],RT @warloc6: It’s Steelers Week and those ticket prices are insane. Well 1 Bills fan is in luck. I’m giving away this 1 ticket and the seat…,1577407303271256128,2022-10-04T21:16:22.000Z,161523735,en,
['1577077399224975361'],@GBNewsdotcom This is great news!!!!!,1577077399224975361,2022-10-03T23:25:27.000Z,161523735,en,
['1576403414833332224'],@solefed @tom_sachs @Nike They look clean .  Tried to get my self a pair @kohls but no luck I’m a sz 14,1576403414833332224,2022-10-02T02:47:16.000Z,161523735,en,
['1576000815059202048'],@SneakerPhetish Ya went to my kohls in ny.   Resellers were stashing boxes all over the store.    I wanted a size 14 to rock but they all scooped up the money sizes .  It was a waste of my time lol,1576000815059202048,2022-10-01T00:07:29.000Z,161523735,en,
['1575741897792184320'],@JoseRey86792756 @Roszko72 Is it just all women sizes or do they have the extended sizes also?,1575741897792184320,2022-09-30T06:58:38.000Z,161523735,en,
['1575655553270849537'],RT @x_juanwilson: The 72 hour Halloween preorder starts tomorrow at 9AM. In case you want to preview what’s going to available for preorder…,1575655553270849537,2022-09-30T01:15:32.000Z,161523735,en,
