lang,text,edit_history_tweet_ids,created_at,author_id,id,geo
en,one person followed me and one person unfollowed me // automatically checked by https://t.co/yjTYCCZtNg,['1593517515308679170'],2022-11-18T08:12:36.000Z,105910684,1593517515308679170,
en,RT @BlvckBulmaa: The artist snapped on these! 🔥 https://t.co/pQk55nLNxa,['1592984781700358145'],2022-11-16T20:55:42.000Z,105910684,1592984781700358145,
en,RT @LouYoungIII: Bron Always Lying About Reading These Damn Books🤦🏾‍♂️😂😂😂📚🔥 Y’all Go Watch The Greatest Remix Of @KingJames 👉🏾 https://t.co…,['1592984687856996359'],2022-11-16T20:55:20.000Z,105910684,1592984687856996359,
en,Lol 😂 let that man do his thang https://t.co/sRvfPuvgYB,['1592569966842507264'],2022-11-15T17:27:23.000Z,105910684,1592569966842507264,{'place_id': '3df4f427b5a60fea'}
en,@VonRepsValley Nah I agree it is these owners teams do they gonna do what they want …to me it ain’t bout the black coach with Jim cuz he had 2 black coaches…. But they do be coming with that “you gotta have experience in this or that” to be a HC,['1592541486297796608'],2022-11-15T15:34:12.000Z,105910684,1592541486297796608,{'place_id': '3df4f427b5a60fea'}
en,Didn’t even need the pen https://t.co/0RTMxLU4pV https://t.co/xsuFCaJhPo,['1592533180992868353'],2022-11-15T15:01:12.000Z,105910684,1592533180992868353,{'place_id': '3df4f427b5a60fea'}
en,"RT @KameTim51: The Lamar hate gets corny. If a young QB has 2 good games he’s immediately better then Lamar. 

Lamar Jackson is hands down…",['1592530989179625473'],2022-11-15T14:52:30.000Z,105910684,1592530989179625473,
en,10-12 songs max…deluxe can be 15 https://t.co/pl2xBnVCC2,['1592530769733615617'],2022-11-15T14:51:37.000Z,105910684,1592530769733615617,{'place_id': '3df4f427b5a60fea'}
et,"Lamar, Watson, Fields https://t.co/MHFJz8QNpI",['1592529952603516929'],2022-11-15T14:48:23.000Z,105910684,1592529952603516929,{'place_id': '3df4f427b5a60fea'}
art,💯💯💯💯💯 https://t.co/WXqEQv2DNi,['1592529328356876294'],2022-11-15T14:45:54.000Z,105910684,1592529328356876294,{'place_id': '3df4f427b5a60fea'}
en,"RT @jimrosecircus1: Sadly, this Wolf-dog was dumped at a kill shelter after growing too big and becoming too much for the owner to handle.…",['1592414770371919872'],2022-11-15T07:10:41.000Z,105910684,1592414770371919872,
en,Refs see what they wanna see https://t.co/CXzPqQk8iL,['1592365305182887936'],2022-11-15T03:54:08.000Z,105910684,1592365305182887936,{'place_id': '3df4f427b5a60fea'}
en,@tavia_alexiss @ARiDNH Aye do ya thang lol 😂 https://t.co/zV0VCxTINm,['1592317888287117312'],2022-11-15T00:45:43.000Z,105910684,1592317888287117312,{'place_id': '3df4f427b5a60fea'}
en,@tavia_alexiss @ARiDNH 😂 back to the drawing board lol,['1592308764488904706'],2022-11-15T00:09:27.000Z,105910684,1592308764488904706,{'place_id': '3df4f427b5a60fea'}
en,"RT @NFL: Watch Kadarius Toney readjust his gloves before high-pointing this catch. 👀

(h/t @ClayWendler) https://t.co/mb4CPlYqHE",['1592217689581563905'],2022-11-14T18:07:33.000Z,105910684,1592217689581563905,
zxx,https://t.co/CTpegfdpby https://t.co/i37677d3NA,['1592012740507619328'],2022-11-14T04:33:10.000Z,105910684,1592012740507619328,{'place_id': '3df4f427b5a60fea'}
en,Them #LSU WRs make them special catches…they like that!!,['1591920596803530752'],2022-11-13T22:27:01.000Z,105910684,1591920596803530752,{'place_id': '1c69a67ad480e1b1'}
en,"RT @NFL_DovKleiman: Justin Jefferson did what?? the greatest catch in NFL history!!!

Game on the line, 4th and 18, wow!

https://t.co/0NzH…",['1591920343190540296'],2022-11-13T22:26:00.000Z,105910684,1591920343190540296,
en,"RT @MySportsUpdate: Ok. Wrap it up. This is the catch of the year. Justin Jefferson. WOW.

 https://t.co/FSfMPh2QCu",['1591920169898901504'],2022-11-13T22:25:19.000Z,105910684,1591920169898901504,
en,Justin Fields 🔥🔥🔥,['1591891233072418817'],2022-11-13T20:30:20.000Z,105910684,1591891233072418817,{'place_id': '343ecdd7da8dfae0'}
en,"RT @AuxGod_: 17 years ago today, Eddie Guerrero passed away. RIP Latino Heat 🇲🇽🔥 https://t.co/hNjjysXf2T",['1591885495654563840'],2022-11-13T20:07:32.000Z,105910684,1591885495654563840,
en,3 people followed me // automatically checked by https://t.co/yjTYCCHSoG,['1591732727178350592'],2022-11-13T10:00:29.000Z,105910684,1591732727178350592,
en,"RT @barstoolsports: Texas with zero points at half 

Arch Manning might decommit after this games over
 https://t.co/3vPNEAQqT8",['1591621498720387073'],2022-11-13T02:38:30.000Z,105910684,1591621498720387073,
art,🐐 https://t.co/IoWfjuKO4l,['1591619691864551425'],2022-11-13T02:31:20.000Z,105910684,1591619691864551425,{'place_id': '0180324e104dd7b5'}
en,RT @shannonsharpeee: These scenes will forever be hilarious 😂😂😂😂💀💀💀 https://t.co/gwFmx4qOUf,['1591618242375999489'],2022-11-13T02:25:34.000Z,105910684,1591618242375999489,
zxx,RT @icespicee_: https://t.co/JaXxRjgAlZ,['1591618159500759040'],2022-11-13T02:25:14.000Z,105910684,1591618159500759040,
und,DX 🙅🏾‍♂️ https://t.co/kFOIRLzuiQ,['1591560329141846018'],2022-11-12T22:35:26.000Z,105910684,1591560329141846018,{'place_id': '1c69a67ad480e1b1'}
en,"RT @JaredNFLDraft: #OhioState WR @MarvHarrisonJr is the most impressive WR prospect since Jamarr Chase maybe even Julio Jones.

The 6’4 WR…",['1591496548751446021'],2022-11-12T18:22:00.000Z,105910684,1591496548751446021,
en,RT @HipHopxHotspot: Kodak Black | No Flockin’ https://t.co/D4OYub7KB4,['1591494970350903296'],2022-11-12T18:15:44.000Z,105910684,1591494970350903296,
art,😂😂😂 https://t.co/mWw0hpPzQa,['1591259655833268224'],2022-11-12T02:40:40.000Z,105910684,1591259655833268224,{'place_id': '343ecdd7da8dfae0'}
en,RT @solomonmissouri: Sis dog walked him on this track,['1591257430767591425'],2022-11-12T02:31:50.000Z,105910684,1591257430767591425,
zxx,RT @WWEonFOX: https://t.co/O6mKHLiFIp,['1591255862236037121'],2022-11-12T02:25:36.000Z,105910684,1591255862236037121,
en,RT @Notdojaaa: My God 😫 https://t.co/O6GeIPsOIL,['1591255672984739840'],2022-11-12T02:24:51.000Z,105910684,1591255672984739840,
en,This like some Great Gatsby stuff lol https://t.co/UspvhPCMP9,['1591243821484236800'],2022-11-12T01:37:45.000Z,105910684,1591243821484236800,{'place_id': '343ecdd7da8dfae0'}
en,Memories bruh 🥲🥹 https://t.co/IeEuGpPd8e,['1591220034093056001'],2022-11-12T00:03:14.000Z,105910684,1591220034093056001,{'place_id': '343ecdd7da8dfae0'}
art,👀😳 https://t.co/5U9v8lzccY,['1591214137484357633'],2022-11-11T23:39:48.000Z,105910684,1591214137484357633,{'place_id': '1c69a67ad480e1b1'}
en,RT @NoPlugMedia: The whole traffic beat his ass😂😂 https://t.co/ihc9HWNJVN,['1591070573010235395'],2022-11-11T14:09:19.000Z,105910684,1591070573010235395,
en,I need to go see #BlackPanther,['1591067695084359680'],2022-11-11T13:57:53.000Z,105910684,1591067695084359680,{'place_id': '42e46bc3663a4b5f'}
en,RT @TupacShakurLC: 2Pac's last concert https://t.co/T5v28qFMWC,['1590950320880123904'],2022-11-11T06:11:29.000Z,105910684,1590950320880123904,
