id,edit_history_tweet_ids,created_at,author_id,text,lang,geo
1596854123949076491,['1596854123949076491'],2022-11-27T13:11:05.000Z,260571026,"RT @betterstreetsai: 69th Street (Upper Darby, Pennsylvania) https://t.co/wnv4jb8o0Z",en,
1596837848287612928,['1596837848287612928'],2022-11-27T12:06:25.000Z,260571026,"@dmtrubman Yeah it does, still a lot of Jews there too I think",en,
1596837700732129282,['1596837700732129282'],2022-11-27T12:05:50.000Z,260571026,@mdasilva1563 I have some roots in Lithuania so I guess I’d at least take the eu passport,en,{'place_id': 'e4a0d228eb6be76b'}
1596835366903771136,['1596835366903771136'],2022-11-27T11:56:33.000Z,260571026,"Upside of being ashkenazi Jewish, absolutely no urge to go back to my grandparents Russian shtetl https://t.co/SStxPEDaGa",en,{'place_id': 'e4a0d228eb6be76b'}
1596641496853536768,['1596641496853536768'],2022-11-26T23:06:11.000Z,260571026,Guilty pleasure.. I actually love to drive to Manhattan. Parking isn’t even that hard https://t.co/zIdSV6I1Pm,en,{'place_id': 'e4a0d228eb6be76b'}
1596633029363240960,['1596633029363240960'],2022-11-26T22:32:32.000Z,260571026,@CaralhoPhilly I wish. That would get me arrested in south philly,en,{'place_id': 'e4a0d228eb6be76b'}
1596631961074044929,['1596631961074044929'],2022-11-26T22:28:18.000Z,260571026,"Went my whole life without a fireplace and finally got one, wow was I missing out",en,
1596616374318948358,['1596616374318948358'],2022-11-26T21:26:21.000Z,260571026,@JawnDoe__ Yep,und,
1596614394150293504,['1596614394150293504'],2022-11-26T21:18:29.000Z,260571026,"@WillEvans215 Bon Jovi does it, that guy is a hero",en,{'place_id': 'e4a0d228eb6be76b'}
1596607274654760960,['1596607274654760960'],2022-11-26T20:50:12.000Z,260571026,@willplans @PattyPhil I believe 85’,en,{'place_id': 'e4a0d228eb6be76b'}
1596606977718616064,['1596606977718616064'],2022-11-26T20:49:01.000Z,260571026,@rhett_carlson Probably not condo. My best guess is long term owner/developer just prefers concrete but I don’t know for sure,en,
1596592271801012224,['1596592271801012224'],2022-11-26T19:50:35.000Z,260571026,RT @IrvingSwisher: Alan Blinder is painting a scenario for a downshift to 25bps. Which is remarkable to hear (given the weight of his words…,en,
1596592113730609155,['1596592113730609155'],2022-11-26T19:49:57.000Z,260571026,"@KhattaB66202069 Not sure, was wondering the same thing",en,{'place_id': 'e4a0d228eb6be76b'}
1596587497018253312,['1596587497018253312'],2022-11-26T19:31:37.000Z,260571026,"RT @WHYYNews: The African Cultural Alliance of North America, a nonprofit supporting African immigrants, got a $9 million state grant towar…",en,
1596586231982592001,['1596586231982592001'],2022-11-26T19:26:35.000Z,260571026,"@Economicopoly Our costs are much lower than NYC proper, probably close to on par with North Jersey. A lot of local contractors travel up there and vice versa.",en,
1596577248823255045,['1596577248823255045'],2022-11-26T18:50:53.000Z,260571026,@PattyPhil I don’t totally understand either,en,{'place_id': 'e4a0d228eb6be76b'}
1596559184564473856,['1596559184564473856'],2022-11-26T17:39:06.000Z,260571026,"@mtweathermannn @ACEconPolicy @jongeeting @zucchinispread Makes sense to me, agree the other proposal is nuts",en,{'place_id': 'e4a0d228eb6be76b'}
1596551781672099840,['1596551781672099840'],2022-11-26T17:09:41.000Z,260571026,@NateSilver538 We have to hold strong on the east coast. They’re trying to trick us into liking him,en,{'place_id': 'e4a0d228eb6be76b'}
1596548556055158784,['1596548556055158784'],2022-11-26T16:56:52.000Z,260571026,Pretty cool (and unexpected) concrete mid rise being built on Venango Street near Kensington Ave https://t.co/34YZPgCrlb,en,{'place_id': 'e4a0d228eb6be76b'}
1596515232930795521,['1596515232930795521'],2022-11-26T14:44:28.000Z,260571026,@ACEconPolicy @jongeeting @zucchinispread Yeah you’d have to believe that thousands of people would move to AC from other parts of the region. Realistically it’s a multi decade thing imo,en,{'place_id': 'e4a0d228eb6be76b'}
1596511554530574337,['1596511554530574337'],2022-11-26T14:29:51.000Z,260571026,"@jongeeting @zucchinispread @ACEconPolicy Police HQ and broad/Washington (with post) would be the big ones. Personally I think growing AC’s population with dense housing on bader field is a great idea but suspect this doesn’t pencil without significant state subsidy, which isn’t unheard of in NJ..",en,{'place_id': 'e4a0d228eb6be76b'}
1596475590147719168,['1596475590147719168'],2022-11-26T12:06:56.000Z,260571026,@td_dion I suspect there won’t be many of these built. It was a specific ask during protests in 2020 and the city had some land for it. SRO apartment buildings are definitely the way to go to scale,en,{'place_id': 'e4a0d228eb6be76b'}
1596273635479949315,['1596273635479949315'],2022-11-25T22:44:26.000Z,260571026,"96 square feet each! Private units of that size complete with bed, locking door etc will ultimately be a big part of the solution https://t.co/WLsvlvTs4b",en,{'place_id': 'e4a0d228eb6be76b'}
1596263559612493824,['1596263559612493824'],2022-11-25T22:04:24.000Z,260571026,"Horrible news, PPA workers do a necessary job with little thanks https://t.co/fJjqgy0Ra6",en,
1596242882578595841,['1596242882578595841'],2022-11-25T20:42:14.000Z,260571026,RT @StevenFulop: Journal square is one of the best urban renaissance stories in the country + these buildings aren’t only getting approved…,en,
1596232402338459648,['1596232402338459648'],2022-11-25T20:00:35.000Z,260571026,@morri_mike Ha that's awesome. I used to go to those games at the spectrum,en,
1596230834360442881,['1596230834360442881'],2022-11-25T19:54:22.000Z,260571026,Pleased to learn that Pulisic is a Pennsylvanian,en,
1596198253275787265,['1596198253275787265'],2022-11-25T17:44:54.000Z,260571026,@jayamccalla1 Do you think Jeff brown gets significant Black support? That’s his pitch,en,{'place_id': 'e4a0d228eb6be76b'}
1596197171463950337,['1596197171463950337'],2022-11-25T17:40:36.000Z,260571026,"@Philadeliberty Hopefully everyone just ignores them, they’re nuts",en,{'place_id': 'e4a0d228eb6be76b'}
1596194279084392450,['1596194279084392450'],2022-11-25T17:29:06.000Z,260571026,@Philadeliberty Hebrew Israelites ? They’re out there often. NOI too,en,{'place_id': 'e4a0d228eb6be76b'}
1596147425944784897,['1596147425944784897'],2022-11-25T14:22:55.000Z,260571026,This has gotta be good for Desantis https://t.co/ij32irCleh,en,{'place_id': 'e4a0d228eb6be76b'}
1595817693420322816,['1595817693420322816'],2022-11-24T16:32:41.000Z,260571026,@jongeeting This may be a cursed location,en,{'place_id': 'e4a0d228eb6be76b'}
1595766452971241472,['1595766452971241472'],2022-11-24T13:09:04.000Z,260571026,@PhilSoc8 @jonathanvswan Yep only a crazy person like SBF would do this,en,
1595765279191187457,['1595765279191187457'],2022-11-24T13:04:25.000Z,260571026,"@jonathanvswan I think it’s the visual of the ad for the event. A bunch of accomplished, important people and then this criminal",en,{'place_id': 'e4a0d228eb6be76b'}
1595750282805362688,['1595750282805362688'],2022-11-24T12:04:49.000Z,260571026,Was waiting for another socialist podcaster to have a zoning take https://t.co/WeaT3rFWqM,en,{'place_id': 'e4a0d228eb6be76b'}
1595746840468918273,['1595746840468918273'],2022-11-24T11:51:08.000Z,260571026,Blackstone doesn’t actually do this but if the narrative is needed to build support that’s OK https://t.co/mmk0AR75Od,en,{'place_id': 'e4a0d228eb6be76b'}
1595565490575118336,['1595565490575118336'],2022-11-23T23:50:31.000Z,260571026,@Samizdat24 @DanteRondo1 @benjamingreeley Agree,en,{'place_id': 'e4a0d228eb6be76b'}
1595525469922906112,['1595525469922906112'],2022-11-23T21:11:30.000Z,260571026,"RT @KristenJohanson: #NEW: 4 kids shot in Overbrook, but will thankfully physically recover. 16 &amp; 17yo gunned down last night in East Germa…",en,
1595521382510649363,['1595521382510649363'],2022-11-23T20:55:15.000Z,260571026,@benjamingreeley Domb. He’s my #1 choice,en,{'place_id': 'e4a0d228eb6be76b'}
1595519379378143233,['1595519379378143233'],2022-11-23T20:47:18.000Z,260571026,"RT @mnolangray: Me, derailing every conversation at Thanksgiving by bringing it all back to zoning https://t.co/ugYWkESLVW",en,
1595513274686210048,['1595513274686210048'],2022-11-23T20:23:02.000Z,260571026,He should not come to the US,en,{'place_id': 'e4a0d228eb6be76b'}
1595513176094826514,['1595513176094826514'],2022-11-23T20:22:39.000Z,260571026,Lmao https://t.co/nOKfPzn3n7,ht,{'place_id': 'e4a0d228eb6be76b'}
1595507764012453895,['1595507764012453895'],2022-11-23T20:01:08.000Z,260571026,@CaralhoPhilly Rhynhart,cy,{'place_id': 'e4a0d228eb6be76b'}
1595507568880848930,['1595507568880848930'],2022-11-23T20:00:22.000Z,260571026,"@nextphlmayor Yep, born to Jewish parents so still counts in my book lol",en,{'place_id': 'e4a0d228eb6be76b'}
1595502356539576327,['1595502356539576327'],2022-11-23T19:39:39.000Z,260571026,Bernard Samuel and Rendell were our only Jewish mayors here,en,{'place_id': 'e4a0d228eb6be76b'}
1595501349688512531,['1595501349688512531'],2022-11-23T19:35:39.000Z,260571026,"As far as I can tell, 3 Jews running for mayor is a record. We had 2 in 1999. https://t.co/h9jP103WEI",en,{'place_id': 'e4a0d228eb6be76b'}
1595487544963219475,['1595487544963219475'],2022-11-23T18:40:48.000Z,260571026,RT @Api91Test: Additional street cleaning and other neighborhood quality of life improvements will be implemented from Spring Garden north…,en,
1595469109671727106,['1595469109671727106'],2022-11-23T17:27:32.000Z,260571026,"@CaralhoPhilly No, was a factory like 100 years ago",en,{'place_id': 'e4a0d228eb6be76b'}
1595452266114326528,['1595452266114326528'],2022-11-23T16:20:36.000Z,260571026,RT @OldUrbanist: It seems that any city that builds out big enough and far enough eventually rediscovers the spatial and economic logic of…,en,
1595449927689277443,['1595449927689277443'],2022-11-23T16:11:19.000Z,260571026,@maxsphl @OklahomaPB Yep everything is contaminated,en,{'place_id': 'e4a0d228eb6be76b'}
1595445683422728196,['1595445683422728196'],2022-11-23T15:54:27.000Z,260571026,"@OklahomaPB Yeah it’s monoshield vapor barrier. Slab goes on top. Has to be air tight, they were doing a smoke test.. there were old tanks and stuff and some oil in the soil so it was necessary",en,{'place_id': 'e4a0d228eb6be76b'}
1595421310657724416,['1595421310657724416'],2022-11-23T14:17:36.000Z,260571026,This is what you have to install to protect from dirty Philadelphia soil https://t.co/2jHm1N4HrL,en,
1595216112723034113,['1595216112723034113'],2022-11-23T00:42:13.000Z,260571026,"RT @rich_hofmann: Ben Simmons just made two free throws and did a Jordan shrug, lol.",en,
1595212542623846402,['1595212542623846402'],2022-11-23T00:28:02.000Z,260571026,RT @jblumgart: Thank you god for not putting this in Fishtown https://t.co/JIGeZSbGT0,en,
1595179775953457153,['1595179775953457153'],2022-11-22T22:17:50.000Z,260571026,@TheStalwart This is sketchy,en,
1595178818284683267,['1595178818284683267'],2022-11-22T22:14:01.000Z,260571026,@sapaknee Definitely takes someone that values the el + a big cheap house w/ yard,en,{'place_id': 'e4a0d228eb6be76b'}
1595176374154706944,['1595176374154706944'],2022-11-22T22:04:19.000Z,260571026,"RT @PhillyInquirer: Philadelphia just announced a new phase of safety improvement work on Market Street.

The work, from 20th to 23rd Stree…",en,
1595168015166935047,['1595168015166935047'],2022-11-22T21:31:06.000Z,260571026,"@finucan_tim @timmmccloskey Yep, agreed",en,
1595167162339102726,['1595167162339102726'],2022-11-22T21:27:42.000Z,260571026,It has not been good for Philadelphia that’s for sure https://t.co/QgaWu2qKCM,en,{'place_id': 'e4a0d228eb6be76b'}
1595149409716965378,['1595149409716965378'],2022-11-22T20:17:10.000Z,260571026,@Malibu_Mark Would feel a little claustrophobic in there,en,{'place_id': 'e4a0d228eb6be76b'}
1595140559609692160,['1595140559609692160'],2022-11-22T19:42:00.000Z,260571026,@timmmccloskey Yes sadly the violence is a big problem,en,
1595138951354134529,['1595138951354134529'],2022-11-22T19:35:36.000Z,260571026,@SpiritOfEnterpr These are the type of deals you’d get in Germantown like 10 years ago,en,{'place_id': 'e4a0d228eb6be76b'}
1595137345329979392,['1595137345329979392'],2022-11-22T19:29:14.000Z,260571026,Very nice houses there https://t.co/fmdh52yu4m,en,{'place_id': 'e4a0d228eb6be76b'}
1595136623280553984,['1595136623280553984'],2022-11-22T19:26:21.000Z,260571026,Im surprised frankford isn’t more ‘trendy.’ Amazing houses available at decent prices https://t.co/AfRCItwvze,en,{'place_id': 'e4a0d228eb6be76b'}
1595133074513494017,['1595133074513494017'],2022-11-22T19:12:15.000Z,260571026,"RT @mattyglesias: Even I get bored by how much I go on about housing, but it’s a third of household consumption and housing + transportatio…",en,
1595113389533302784,['1595113389533302784'],2022-11-22T17:54:02.000Z,260571026,"RT @eric_kober: Sadly, even Open New York, the YIMBY good guys, can't support allowing rent-stabilized landlords to earn an economic return…",en,
1595108958720897025,['1595108958720897025'],2022-11-22T17:36:26.000Z,260571026,"RT @rw_briggs: City Hall says it got a major cash reserve but still can’t fill jobs

Maybe pointing out the obvious here but when we docume…",en,
1595102542941519872,['1595102542941519872'],2022-11-22T17:10:56.000Z,260571026,Let’s go Mexico 🇲🇽,es,{'place_id': 'e4a0d228eb6be76b'}
1595102213726212097,['1595102213726212097'],2022-11-22T17:09:37.000Z,260571026,RT @dakaner: this is bullshit that is both mathematically inaccurate and intellectually bankrupt. Fix your party so primary voters don't vo…,en,
1595088282366496770,['1595088282366496770'],2022-11-22T16:14:16.000Z,260571026,Temple U skyline view https://t.co/SlGatU64VE,en,{'place_id': 'e4a0d228eb6be76b'}
1595076631957315585,['1595076631957315585'],2022-11-22T15:27:58.000Z,260571026,"RT @VoteDomb: Thank you to City Blue, Snipes, Rainbow, Hakim’s Bookstore and many other businesses of the 52nd Street Business District for…",en,
1595055383424417793,['1595055383424417793'],2022-11-22T14:03:32.000Z,260571026,@Samizdat24 @sixtysixwards I think/hope having candidates from those areas will get people out,en,{'place_id': 'e4a0d228eb6be76b'}
1595055225852858373,['1595055225852858373'],2022-11-22T14:02:55.000Z,260571026,@CaralhoPhilly Suburbs are very blue now,en,{'place_id': 'e4a0d228eb6be76b'}
1595049709156306944,['1595049709156306944'],2022-11-22T13:40:59.000Z,260571026,@zucchinispread If true that actually bodes well for my guy,en,{'place_id': 'e4a0d228eb6be76b'}
1595047898118770688,['1595047898118770688'],2022-11-22T13:33:48.000Z,260571026,"Not good, hope everyone shows up for mayor next year https://t.co/0bi0vDPZ56",en,{'place_id': 'e4a0d228eb6be76b'}
1595031801860349953,['1595031801860349953'],2022-11-22T12:29:50.000Z,260571026,@axballoon Landmark movie theater in my hometown https://t.co/jNuUtvCX5c,en,{'place_id': 'e4a0d228eb6be76b'}
1595030611085119488,['1595030611085119488'],2022-11-22T12:25:06.000Z,260571026,@mattyglesias This kid needs to get a job,en,{'place_id': 'e4a0d228eb6be76b'}
1595018597348560903,['1595018597348560903'],2022-11-22T11:37:22.000Z,260571026,RT @ACEconPolicy: Bart Blatstein’s Bader Field press conference may be  best understood as meaning he knows that current Motor Club proposa…,en,
1594840045453811712,['1594840045453811712'],2022-11-21T23:47:52.000Z,260571026,@axballoon We a need a big Passyunk sign,en,
1594834736719040513,['1594834736719040513'],2022-11-21T23:26:46.000Z,260571026,"@dontflytoohigh Not sure, it’s still under construction",en,{'place_id': 'e4a0d228eb6be76b'}
1594823980493721600,['1594823980493721600'],2022-11-21T22:44:02.000Z,260571026,"@RedHedMedia The implication is this is out of our control, which isn’t true. And we are in fact doing much worse than peer cities. It’s a cop out.",en,{'place_id': 'e4a0d228eb6be76b'}
1594818060954779650,['1594818060954779650'],2022-11-21T22:20:30.000Z,260571026,@ConnorPatrick Lisbon is such a great city,en,{'place_id': 'e4a0d228eb6be76b'}
1594816117461196800,['1594816117461196800'],2022-11-21T22:12:47.000Z,260571026,This is great https://t.co/nh1Jc0FP4F,en,{'place_id': 'e4a0d228eb6be76b'}
1594801329695760409,['1594801329695760409'],2022-11-21T21:14:01.000Z,260571026,@antoniogm At least 2 decades,en,{'place_id': 'e4a0d228eb6be76b'}
1594796093740556314,['1594796093740556314'],2022-11-21T20:53:13.000Z,260571026,"I don’t believe any American that says they care about US soccer, you’re all faking it",en,
