lang,edit_history_tweet_ids,text,author_id,id,created_at,geo
en,['1592768582450319360'],"I don't have a breath of wind at my place in West Chico at the moment, but it's very windy in the mountains right now! Winds have gusted up to 55 mph through Jarbo Gap in the Feather River Canyon, and they'll continue to gust 50 to 60 mph there through Sunrise. https://t.co/8Ei6Vd4NBW",48900053,1592768582450319360,2022-11-16T06:36:36.000Z,
en,['1592229873178669056'],"We should see similar morning temperature distributions for a while, as the Jarbo Gap winds will be strong this week!
(4/4)

You can always find my forecast for the Jarbo Gap winds here: https://t.co/53pryWbkzh",48900053,1592229873178669056,2022-11-14T18:55:58.000Z,
en,['1592229713459970048'],"Oroville may not have been windy last night, but it's close enough to the Feather River Canyon to feel the warming influence of those north east winds. Chico &amp; Orland are too far away to feel that warming at night.
(3/4)",48900053,1592229713459970048,2022-11-14T18:55:20.000Z,
en,['1592229621411766274'],"Also, the Jarbo Gap winds gusted to around 40 mph in and around the Feather River Canyon last night/this morning. Windy weather tends to mix up the atmosphere, and keep low temperatures more mild at night.
(2/4)",48900053,1592229621411766274,2022-11-14T18:54:58.000Z,
en,['1592229529170612224'],"Here's a look at Monday’s low temps, &amp; my Jarbo Gap wind forecast.
Notice how much cooler Chico &amp; Orland were than Paradise &amp; Oroville! Cool air that forms in the mountains on clear nights like last night is heavy, &amp; wants to drain to lower elevations... like Chico &amp; Orland
(1/4) https://t.co/yktr0w5MxE",48900053,1592229529170612224,2022-11-14T18:54:36.000Z,
en,['1591175264972976128'],RT @NWSSacramento: The water year is off and running. Here is a look at where we stand. #CAwx https://t.co/lQUAmHabuQ,48900053,1591175264972976128,2022-11-11T21:05:20.000Z,
en,['1590790203287154688'],"RT @NWSSacramento: Our beautiful California with a fresh #Sierra snowpack this morning ! 🌨️❄️🏔️⛷️👏👏

📸 -  GOES-18🛰️ Geocolor Imagery https:…",48900053,1590790203287154688,2022-11-10T19:35:14.000Z,
en,['1590406962797477889'],"The fire threat is now LOW because of our recent rain, but the Jarbo Gap winds will still be gusty.
(2/2)
To see just how strong, check out my wind forecasts here: https://t.co/53pryVUhxh",48900053,1590406962797477889,2022-11-09T18:12:22.000Z,
en,['1590406755993153536'],"Showers should return this Saturday, but not nearly as much as yesterday.

Winds through the Feather River Canyon (and other Sierra canyons) will pick up late tonight and again Friday morning.
(1/2) https://t.co/LJJOlsyH00",48900053,1590406755993153536,2022-11-09T18:11:33.000Z,
en,['1590065441103564802'],"@johnscotthoward Great point! I didn’t know of the horror going on in Paradise until a few hours later myself, even as I was working at the TV station.",48900053,1590065441103564802,2022-11-08T19:35:17.000Z,{'place_id': '9b381228ebd9a499'}
en,['1590061956647768065'],The smoke plume was very visible on radar that morning. This is from 8:15 a.m to 9:15 a.m. https://t.co/Zr5xHQIPxk,48900053,1590061956647768065,2022-11-08T19:21:27.000Z,{'place_id': '9b381228ebd9a499'}
en,['1590061035960291328'],"Satellite picture of the #CampFire on November 8, 2018. https://t.co/LhGr3rX14t",48900053,1590061035960291328,2022-11-08T19:17:47.000Z,{'place_id': '9b381228ebd9a499'}
en,['1590060079638016000'],"4 years ago today, I took this picture at about 8 a.m. after dropping my son off at Marsh Junior High. The #CAMPFIRE was barely 90 minutes old, and just reaching Paradise. So many lives changed on that day. Never forget...

#buttestrong https://t.co/2vm5ZtGFxd",48900053,1590060079638016000,2022-11-08T19:13:59.000Z,{'place_id': '0fc351ec26d47000'}
en,['1589844062328483840'],"I-5 is now CLOSED north of Redding, due to snow. https://t.co/cpa5ui8GIz",48900053,1589844062328483840,2022-11-08T04:55:36.000Z,
en,['1589737705956839426'],"Rainy days and Mondays...

Here comes another surge of Valley rain, and mountain snow. https://t.co/Ik8yqbG2bW",48900053,1589737705956839426,2022-11-07T21:52:59.000Z,
en,['1589453115660861440'],"Here it comes!

Rain is on the way overnight, and we'll see off-and-on showers both Monday and Tuesday. Valley rain totals won't be incredible, but every drop helps. https://t.co/nbyljicWik",48900053,1589453115660861440,2022-11-07T03:02:08.000Z,
en,['1588608835560013824'],"Daylight Saving Time ENDS this Saturday night, so don't forget to set your clocks back 1 hour. We'll get an extra hour of sleep Sunday morning!*

*Unless you have young kids, who could care less about Daylight Saving Time, haha. https://t.co/9G5Ez9Fr9G",48900053,1588608835560013824,2022-11-04T19:07:15.000Z,
en,['1588547644670226435'],RT @NWSSacramento: ⚠️A strong winter storm is expected to impact the mountains Sunday afternoon - Tuesday night with multiple feet of snow…,48900053,1588547644670226435,2022-11-04T15:04:06.000Z,
en,['1587971053707370501'],"At 5:45 pm… Thunderstorms are rumbling through Tehama and Glenn counties, moving towards the South East. They are capable of producing lightning, small hail, and locally heavy rain, and will continue to track across Glenn County, and move into Butte County. https://t.co/6kaijMmLi7",48900053,1587971053707370501,2022-11-03T00:52:56.000Z,
en,['1587511463551201280'],"A Narrow Cold Frontal Rainband is moving through the Valley this morning. There isn’t any lightning with it, but expect a short burst of heavy rain to move through. 🌧️
Behind it, scattered thunderstorms are possible later this afternoon &amp; evening.⛈️ https://t.co/qtokVHXUxp",48900053,1587511463551201280,2022-11-01T18:26:42.000Z,
en,['1587460973585055745'],"Here comes the rain! This is a 4 hour radar loop that runs from 4 am to about 8 am. Rain should make it to just about everyone before Noon today, then turning to showers later this afternoon. There will be a chance of T-Storms in the Valley later today and this evening as well. https://t.co/2Cip6QVpXM",48900053,1587460973585055745,2022-11-01T15:06:04.000Z,
en,['1587162501346492417'],"The graphics here include tonight's Trick-or-Treating forecast, and the HRRR model's forecast for how much rain to expect on Tuesday.
(2/2)",48900053,1587162501346492417,2022-10-31T19:20:03.000Z,
en,['1587162460708306949'],"Rain is in the forecast &amp; clouds have already moved in to much of the North State... but that's just a trick. Our Halloween🎃 forecast for tonight should be a treat as it still looks dry. Rain should hold off until Tuesday morning, &amp; it looks like a decent early Fall storm.
(1/2) https://t.co/zTo2sjR2Kt",48900053,1587162460708306949,2022-10-31T19:19:53.000Z,
en,['1586805874864988160'],"Temperatures will drop quick after sunset, however, and it may be a little cool as you wrap things up around 7 or 8.
Rain will move in Tuesday morning. Great timing from Mother Nature to keep Halloween dry, but bring us the rain we need shortly afterwards!
(2/2)",48900053,1586805874864988160,2022-10-30T19:42:56.000Z,
en,['1586805782846193664'],"Our Trick-or-Treating weather should be a Treat tomorrow! Clouds may begin to thicken Monday night, but it should be dry for the little ghosts and goblins. We'll hit our high for the day of 74° near 5pm Monday, so it'll be very comfortable to begin.
(1/2) https://t.co/sqgUESZRaz",48900053,1586805782846193664,2022-10-30T19:42:34.000Z,
en,['1579369197985230848'],"The receding water levels of Shasta Lake have revealed a boat used in World War II! After the war, the Monrovia was decommissioned &amp; sold for scrap in 1968. How this particular boat that was assigned to the Monrovia ended up at the bottom of Shasta Lake is currently unknown. https://t.co/UjuvdqWCi4",48900053,1579369197985230848,2022-10-10T07:12:14.000Z,
en,['1578552194000834560'],Temperatures should remain warm through the weekend... and well into next week. https://t.co/XJ7LeIU3QS,48900053,1578552194000834560,2022-10-08T01:05:45.000Z,{'place_id': '9b381228ebd9a499'}
en,['1576970218840018946'],It was a hot September for much of the west… including the hottest on record for much of the San Joaquin Valley. https://t.co/U85ehjzWU3,48900053,1576970218840018946,2022-10-03T16:19:33.000Z,{'place_id': '9b381228ebd9a499'}
en,['1575167246250278921'],"At 9:30 am PDT, #HurricaneIan is about to make landfall in SW Florida (see Tampa Bay at top of map, w/ eye moving near Ft. Myers). Latest update from the @NHC_Atlantic has Ian's sustained winds at 155 mph... Wow! That's a very strong Category 4 hurricane (157 mph is Category 5). https://t.co/dp8AynpyBu",48900053,1575167246250278921,2022-09-28T16:55:11.000Z,{'place_id': '9b381228ebd9a499'}
en,['1574776219517652993'],@sergechez @dwainmcfarland Right? My Russell Wilson pick may not have been a league winner,48900053,1574776219517652993,2022-09-27T15:01:23.000Z,
en,['1572735996390932480'],"Showers and Thunderstorms have developed around the North State this afternoon. This should continue into the evening, and these storms are moving generally to the East. https://t.co/kgTS0icm1H",48900053,1572735996390932480,2022-09-21T23:54:16.000Z,{'place_id': '9b381228ebd9a499'}
en,['1572694621419114496'],"Still a chance of a thunderstorm in the Valley this afternoon &amp; evening. Then… the sun returns, just in time for the beginning of Fall! https://t.co/HNgwmhwlZ2",48900053,1572694621419114496,2022-09-21T21:09:51.000Z,{'place_id': '9b381228ebd9a499'}
en,['1572284408820043781'],"There's a very slight chance of a thunderstorm in the Valley this afternoon, but a better chance on Wednesday.
After that, look for temperatures to warm back up to near normal for September by this weekend. https://t.co/YPRz92uZzp",48900053,1572284408820043781,2022-09-20T17:59:49.000Z,{'place_id': '9b381228ebd9a499'}
en,['1571673664839651328'],"It's been a soggy Sunday, as low pressure off the Northern California coastline pushes bands of rain showers through. Expect more wet weather on Monday. https://t.co/j35jqBq33w",48900053,1571673664839651328,2022-09-19T01:32:56.000Z,{'place_id': '9b381228ebd9a499'}
en,['1570832335813365761'],"So, if you're planning your weekend... do the outside stuff on Saturday, because Sunday could be a bit soggy. 
If you could wash your car sometime before Sunday so this forecast verifies, I'd appreciate it.
(2/2)",48900053,1570832335813365761,2022-09-16T17:49:48.000Z,{'place_id': '9b381228ebd9a499'}
en,['1570832264195608576'],"RAIN ON THE WAY!

Our 1st storm of the season is now within range of short term, high resolution models. This graphic shows how much rain the NAM 3k model is forecasting for Sunday, through 5pm. 
Not bad at all for a September storm, and we could see even more on Monday!
(1/2) https://t.co/XP5Tm10hSE",48900053,1570832264195608576,2022-09-16T17:49:31.000Z,{'place_id': '9b381228ebd9a499'}
en,['1569341046810898433'],The clouds that arrived yesterday and brought these showers today are all part of the remnants of Hurricane Kay. These brought locally heavy rainfall and gusty winds to SoCal this past weekend.,48900053,1569341046810898433,2022-09-12T15:03:57.000Z,{'place_id': '9b381228ebd9a499'}
en,['1569339225560203270'],"A few rain showers have developed this morning in the Sierra Nevada, and in the Sacramento Valley near the Sierra foothills. It's been a wet start to our Monday in Chico, and Oroville could see a shower this morning as well. https://t.co/WE20zkTxgJ",48900053,1569339225560203270,2022-09-12T14:56:42.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568779205223260162'],"@Alan_Mas A Tropical Storm hit LA in 1939, and brought strong winds &amp; heavy rain to the southland. That storm is the only tropical system to ever make landfall in California. In 1858, the San Diego Hurricane just missed making a landfall, but it did bring strong winds and heavy rain.",48900053,1568779205223260162,2022-09-11T01:51:23.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568776959915868168'],"@Alan_Mas Remnants of tropical systems impact us almost every year, but seeing an intact Tropical Storm off of California is definitely rare. I remember strong Hurricane Linda in 1998 was forecast to make landfall in SoCal as a Tropical Storm, but it swerved out to sea instead.",48900053,1568776959915868168,2022-09-11T01:42:28.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568401357727748096'],Here's a close up look at the #mosquitofire (bottom right) burning west of Lake Tahoe. This is what's causing our skies to be hazy/smoky today. https://t.co/8zzTByggLe,48900053,1568401357727748096,2022-09-10T00:49:57.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568342465584975877'],"Tropical Storm winds have arrived in SoCal as well. Downtown San Diego is only reporting 20-30 mph gusts at 1pm, but in the mountains east of San Diego, Otay Mountain (3283' elev.) has reported a gust up to 81 mph!
A few other mountain stations nearby are reporting similar gusts. https://t.co/PLtj6oGbqw",48900053,1568342465584975877,2022-09-09T20:55:56.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568341868110544897'],"Rain from #TropicalStormKay has arrived in Southern California.
Through 1pm, just about 1/4"" of rain has fallen in San Diego, but in the mountains of eastern San Diego County, 2"" to 3"" of rain has already fallen. https://t.co/3jm3479lEa",48900053,1568341868110544897,2022-09-09T20:53:34.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568320892614365185'],"Finally, the smoke from near the California/Nevada/Oregon border is the #BarnesFire , which is burning north east of Alturas in Modoc County.",48900053,1568320892614365185,2022-09-09T19:30:13.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568320765677944832'],"All of the smoke in central California is from the #MosquitoFire west of Lake Tahoe, which exploded in size yesterday. Some of that smoke could drift our way.
(3/4)",48900053,1568320765677944832,2022-09-09T19:29:43.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568320615911948289'],"The remnants of #TropicalStormKay could spark a few thunderstorms in the mountains of Northern California, but the Sacramento Valley will remain dry.
(2/4)",48900053,1568320615911948289,2022-09-09T19:29:07.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568320128089206789'],"Now, there's something you don't see everyday... a tropical storm off the California coast!
You can see the center of rotation of #TropicalStormKay off of the coast of Baja, but clouds, gusty winds, and heavy rain from Kay will move into Southern California this weekend.
(1/4) https://t.co/1S1D4rbwGO",48900053,1568320128089206789,2022-09-09T19:27:11.000Z,{'place_id': '9b381228ebd9a499'}
en,['1568251679795195904'],"It’s looking like a wet and windy weekend down south, as Tropical Storm Kay nears the Southern California coast. https://t.co/nVWW9XcjTZ",48900053,1568251679795195904,2022-09-09T14:55:11.000Z,
zxx,['1567597419952771072'],https://t.co/wdFedhOyrQ,48900053,1567597419952771072,2022-09-07T19:35:24.000Z,{'place_id': '9b381228ebd9a499'}
en,['1567597309046964224'],"We'll stay scorching hot through Friday, with record heat possible.
It'll turn MUCH less hot this weekend as high pressure weakens, and moisture from Hurricane Kay (currently off of Baja) surges northward into the North State. Mountain thunderstorms are possible this weekend. https://t.co/Vljl1dFIEy",48900053,1567597309046964224,2022-09-07T19:34:57.000Z,{'place_id': '9b381228ebd9a499'}
en,['1567358896976822272'],"Who says it never rains in Southern California? The remnants of Hurricane Kay should bring rain this weekend down there, &amp; a lot of it!
Check out the last 2 graphics in the 4 panel group. Gusty winds &amp; potentially heavy rain from Kay will make it an interesting weekend in SoCal! https://t.co/1TtcB8BOlo",48900053,1567358896976822272,2022-09-07T03:47:35.000Z,{'place_id': '9b381228ebd9a499'}
en,['1567355589738795009'],RT @NWSSacramento: Downtown Sacramento has hit 115 degrees so far today. That is a new All-Time record high temperature for Downtown Sacram…,48900053,1567355589738795009,2022-09-07T03:34:27.000Z,
en,['1566912832821530624'],"OFFICIALLY (and I can't emphasize that enough for this post), Chico has been hotter than 110° only 5 times since the year 2000.
Today could be the 6th. https://t.co/iqjf7rngsW",48900053,1566912832821530624,2022-09-05T22:15:05.000Z,{'place_id': '9b381228ebd9a499'}
en,['1566876360424845312'],"Record breaking heat is on tap this week! To find out which days will break record highs, and what will happen with (soon to be) Hurricane Kay near Southern California by this weekend, read my latest blog: 
https://t.co/9w7wmw67pS https://t.co/BqtXjS4GMC",48900053,1566876360424845312,2022-09-05T19:50:10.000Z,{'place_id': '9b381228ebd9a499'}
en,['1566249488418631680'],"And gusty southwest winds in northern Nevada are making a big dust plume in the Black Rock Desert, where the #BurningMan festival is going on right now. It looks like very dusty times on the playa today.",48900053,1566249488418631680,2022-09-04T02:19:12.000Z,{'place_id': '9b381228ebd9a499'}
en,['1566249304611688448'],"The #SixRiversLightningComplex fires near Willow Creek looks much smaller by comparison, but is still active.",48900053,1566249304611688448,2022-09-04T02:18:28.000Z,{'place_id': '9b381228ebd9a499'}
en,['1566248990336638976'],"Here's a link to the Zonehaven evacuation areas in Siskiyou County: https://t.co/GtqsGW4Zsi
(2/4)",48900053,1566248990336638976,2022-09-04T02:17:13.000Z,{'place_id': '9b381228ebd9a499'}
en,['1566247535974371328'],"Saturday's visible satellite loop shows a big plume of smoke coming from the #MountainFire in Siskiyou County, which would suggest an aggressively growing fire. It started a few hours after the #MillFire did yda, although the Mill Fire doesn’t look as active today as yda.
(1/4) https://t.co/96q3S2t3hM",48900053,1566247535974371328,2022-09-04T02:11:26.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565864367207288833'],Here's a look at the wind gusts around the Mill Fire at 5:30 pm. South winds are gusting roughly 20 to 30 mph. https://t.co/T2YLzRHP5l,48900053,1565864367207288833,2022-09-03T00:48:52.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565863164167606273'],"Here is a generalized map of roughly where the Mill Fire is. Mt. Shasta is on the far right, and the fire is burning northward, towards Lake Shastina. https://t.co/UtU1d467IQ",48900053,1565863164167606273,2022-09-03T00:44:05.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565862239688568834'],"Here's a visible satellite loop of Northern California today, showing the #MillFire starting near Weed, and the #sixriverslightningcomplex near Willow Creek.
(Thread) https://t.co/VbI4j8f6Qu",48900053,1565862239688568834,2022-09-03T00:40:24.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565828382889127937'],"RT @JoshCulbrethWX: Video of the #MillFire burning off of Mill St. in Weed, courtesy of Joshua Phenix. All of Weed is under a MANDATORY EVA…",48900053,1565828382889127937,2022-09-02T22:25:52.000Z,
en,['1565811650606731264'],"Here are the Zonehaven evacuations in Siskiyou County: https://t.co/3KB0MJo4eg
(2/2)",48900053,1565811650606731264,2022-09-02T21:19:23.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565811364672573440'],"This is the new #MillFire burning near Weed, which reminds me of what the terrible Boles Fire looked like back in 2014. That fire was pushed by gusty south winds, and that's what we have in Weed right now: South winds gusting 30 to 35 mph.
(1/2) https://t.co/gpZ2daQYKk",48900053,1565811364672573440,2022-09-02T21:18:15.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565576258506801152'],"And the little puff from Mendocino County is the #WalkerFire , which started today and is burning a little south of Willits near Hwy 101.",48900053,1565576258506801152,2022-09-02T05:44:01.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565576009906135040'],"Smoke coming from the Central Sierra Nevada is from the #RODGERSFire and the #RedFire , both of which are burning in Yosemite National Park.
(2/3)",48900053,1565576009906135040,2022-09-02T05:43:02.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565575622113366016'],"Today's visible satellite loop shows smoke from the #SRFLightningComplex fire on the Trinity/Humboldt county line pumping out lots of smoke. Fire is 64% contained, but still active on several fronts. This should make air in the Sac. Valley a little hazier/smokier on Friday.
(1/3) https://t.co/gLQDlnI5Fi",48900053,1565575622113366016,2022-09-02T05:41:29.000Z,{'place_id': '9b381228ebd9a499'}
en,['1565387826434256897'],"@NWSSanDiego @a4scarter4 I’m sorry; I was too vague with my question. I trust NWS obs, I was just curious about Samantha’s reading.",48900053,1565387826434256897,2022-09-01T17:15:15.000Z,
en,['1565158361636605952'],"@a4scarter4 @NWSSanDiego Curiously, where did you get that 106° temperature? From a correctly mounted thermometer?",48900053,1565158361636605952,2022-09-01T02:03:27.000Z,
en,['1564127202102243328'],"Fueling the Artemis I. This will be the most powerful rocket ever launched (my dad worked on the current largest, the Saturn V rocket), and is scheduled between about 4:30 am &amp; 6:30 am PDT. Link to watch live is at the end of the NASA tweet. https://t.co/DM50MJmQZC",48900053,1564127202102243328,2022-08-29T05:45:59.000Z,{'place_id': '9b381228ebd9a499'}
en,['1563325663859183616'],"@sergechez It looks a bit enhanced to me. Probably some truth in it, but just not ‘popping’ quite this much, imo. I’ll bet the original is still quite beautiful, however!",48900053,1563325663859183616,2022-08-27T00:40:58.000Z,{'place_id': '9b381228ebd9a499'}
en,['1561778775498444801'],"There's a bit of haze/smoke in the Sac. Valley again. This is from the #SixRiversLightningComplex ... again. These fires are burning near the Trinity/Humboldt county lines (near Willow Creek), &amp; should keep our skies somewhat hazy/smoky for at least the early part of the week. https://t.co/ohk2HCtWVW",48900053,1561778775498444801,2022-08-22T18:14:11.000Z,{'place_id': '9b381228ebd9a499'}
en,['1560451631392514049'],"For the second time today, a car vs. big rig accident on Hwy 299 in Shasta County has started a fire. This fire is near Buckhorn Summit on the Shasta/Trinity county line. This is a 15 minute time lapse from about 6:45pm to 7pm. https://t.co/4kFkkLk3pB",48900053,1560451631392514049,2022-08-19T02:20:35.000Z,{'place_id': '9b381228ebd9a499'}
en,['1560366506050957312'],"This other one looks like it's northeast of Shasta Lake (or eastish of Lakehead).
(2/2) https://t.co/1tsfdM1M5f",48900053,1560366506050957312,2022-08-18T20:42:19.000Z,{'place_id': '9b381228ebd9a499'}
en,['1560366013404700674'],"We've got at least 2 new fire starts in Shasta County today.

This first one is near Whiskeytown, near the Visitors Center. A fatal accident on Hwy 299 has sparked the Kennedy Fire, which has burned around 25 acres as of 1:15pm. This time lapse runs from 12:07 to 12:43pm.
(1/2) https://t.co/n2TJtLCv01",48900053,1560366013404700674,2022-08-18T20:40:22.000Z,{'place_id': '9b381228ebd9a499'}
en,['1560083333706436608'],This is from the Geostationary Lightning Mapper aboard the GOES West satellite.,48900053,1560083333706436608,2022-08-18T01:57:06.000Z,{'place_id': '9b381228ebd9a499'}
en,['1560081751388483584'],"Also, it was 2 years ago TODAY that T-Storms sparked BOTH the August Complex &amp; the Bear Fire (although the Bear Fire was pretty quiet until Sept. 8-9, when the roaring Jarbo Gap winds pushed it down the Feather River Canyon).
Winds will blow most of this to the east by tomorrow.",48900053,1560081751388483584,2022-08-18T01:50:49.000Z,{'place_id': '9b381228ebd9a499'}
en,['1560081120246411264'],"Tracking the lightning in Northern California today. This is a 5 hour loop that runs from 1:15 to 6:15 PDT. Most of the activity has been in the Cascades and the Siskiyous, but there have been a few strikes in the northern Sierra as well.
(1/2) https://t.co/2PNJp4RkZm",48900053,1560081120246411264,2022-08-18T01:48:18.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559943238777049088'],"Map with red is where the RED FLAG WARNING (High Fire Danger) is in effect through tonight. Upper level winds should push this threat to the east of us by tomorrow.
(3/3)",48900053,1559943238777049088,2022-08-17T16:40:25.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559943086121185281'],"It was 2 years ago TODAY that thunderstorms sparked both the August Complex and the Bear Fire (although the Bear Fire was relatively quiet until Sept. 8-9).
(2/3)",48900053,1559943086121185281,2022-08-17T16:39:48.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559942997592010752'],"High resolution computer models (HRRR is shown here) continue to indicate a chance of thunderstorms this afternoon &amp; evening. While any rain would be welcome, the lightning sure would not be! (1/3) https://t.co/J4PCuZHwDw",48900053,1559942997592010752,2022-08-17T16:39:27.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559781422528806913'],"@US_Stormwatch @NWSBayArea Amazing footage! Also amazing that this surge of moisture from former Tropical Storm Fausto also sparked the largest fire in CA history (the #AugustComplex), as well as the deadly #BearFire (renamed the #NorthComplexWestZone on 9/10/20). Spectacular and terrible at the same time.",48900053,1559781422528806913,2022-08-17T05:57:25.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559746984315015168'],"The upper level winds should blow most of this to the east by Thursday, but Wednesday will see high fire danger in the mountains.
(3/3)",48900053,1559746984315015168,2022-08-17T03:40:34.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559746874705293312'],"These could be dry thunderstorms, where the rain evaporates before it hits the ground, so there would be no wetting rain to wash out any fire starts from lightning strikes.
Here’s the map of where the Red Flag Warning will be on Wednesday.
(2/3) https://t.co/O8XOZo0fxq",48900053,1559746874705293312,2022-08-17T03:40:08.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559746499445006336'],"**RED FLAG WARNING (High Fire Danger) FOR WEDNESDAY**

A surge of Monsoon moisture from the Desert Southwest will arrive on Wednesday, and could spark a few thunderstorms in the mountains. 
(1/4) https://t.co/UmbyiDQgP6",48900053,1559746499445006336,2022-08-17T03:38:38.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559275021893132289'],"The Jarbo Gap winds will be picking up this week in the Feather River Canyon. To always be able to find that forecast, click here: https://t.co/Ykqn0BGIvv",48900053,1559275021893132289,2022-08-15T20:25:09.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559274766271270912'],"Heating up this week. Haze/Smoke in the air is from the Six Rivers Complex fires burning on the Trinity/Humboldt county lines.
(1/2) https://t.co/tMJ59mDpGt",48900053,1559274766271270912,2022-08-15T20:24:08.000Z,{'place_id': '9b381228ebd9a499'}
en,['1559010871296176128'],"A big surge of smoke moved into the Sacramento Valley last night, and today's satellite image is showing pretty much the same thing. Expect our skies to be a bit smokier on Monday.
(2/2)",48900053,1559010871296176128,2022-08-15T02:55:31.000Z,{'place_id': '9b381228ebd9a499'}
