edit_history_tweet_ids,created_at,id,author_id,lang,text,geo
['1596207998120374272'],2022-11-25T18:23:37.000Z,1596207998120374272,504725987,en,"@NYPoliticalMom Yeah - daughter is contiplating an out of state move. She hates to take $ from us, a little inheritance would have been nice, since it would be her $, not ours.",
['1596184653949452288'],2022-11-25T16:50:51.000Z,1596184653949452288,504725987,en,Good morning! https://t.co/Th2U2ECd1C,
['1596177763991359488'],2022-11-25T16:23:29.000Z,1596177763991359488,504725987,en,@JustJoshinNH You too???,
['1596177196271505409'],2022-11-25T16:21:13.000Z,1596177196271505409,504725987,en,"@NYPoliticalMom MIL passed 9/28. . She told us she was leaving something to our daughter (only grandchild). Found out 2 days ago she didn't - told the attorney we'd take care of her.
Per our wishes her Estate went to my husband's 2 siblings, but damn, nothing for your only grandchild?",
['1596175081516191744'],2022-11-25T16:12:49.000Z,1596175081516191744,504725987,en,Are you F'ing kidding me? https://t.co/88G8vs5gRm,{'place_id': '4ec01c9dbc693497'}
['1596174296421801985'],2022-11-25T16:09:42.000Z,1596174296421801985,504725987,en,@baronessvonthot Hoping the crystal positive energy offsets the broken mirror bad energy.,
['1596169371667558400'],2022-11-25T15:50:08.000Z,1596169371667558400,504725987,und,@Gator_Food 🤤,
['1596169189404061698'],2022-11-25T15:49:24.000Z,1596169189404061698,504725987,en,Sign up for Post Prod! https://t.co/odTuRTW2si,{'place_id': '4ec01c9dbc693497'}
['1596167570977349632'],2022-11-25T15:42:58.000Z,1596167570977349632,504725987,en,"RT @7Veritas4: Given the recent uproar, my wife has graciously reached out to Melania and offered to produce a documentary about her.

Work…",
['1596164656413941760'],2022-11-25T15:31:24.000Z,1596164656413941760,504725987,en,@Tomek_NB @AlexBlackHole @KatyMontgomerie Oh dear - I misinterpreted your tweet... Deleting,
['1596156570370707457'],2022-11-25T14:59:16.000Z,1596156570370707457,504725987,en,"@Gator_Food ETA on the rolls?
I can be there at noon. 😜",
['1596007689746026496'],2022-11-25T05:07:40.000Z,1596007689746026496,504725987,en,"@MemphisBelle111 Is tomorrow your last day?
May it not totally suck! 😜",
['1595981673979867136'],2022-11-25T03:24:17.000Z,1595981673979867136,504725987,en,"@Tsiser45 Thanks my friend. 💙💙💙
They're far away, thank goodness for text. Looking forward to meeting the little one during the Holidays.",
['1595977590052986882'],2022-11-25T03:08:03.000Z,1595977590052986882,504725987,en,"My Momma 89 meeting her 1 month old great grandson.
Happy Turkey Day! https://t.co/uIGpru5Wk0",
['1595948104406429697'],2022-11-25T01:10:54.000Z,1595948104406429697,504725987,en,"@groove_sdc I know, I know...",
['1595892120010768386'],2022-11-24T21:28:26.000Z,1595892120010768386,504725987,da,Friendsgiving 2022 https://t.co/d7HM1bsjQE,
['1595843862744162304'],2022-11-24T18:16:40.000Z,1595843862744162304,504725987,en,@mitchellscomet I grew up in Detroit - there is always big sportsball on Thanksgiving,
['1595842587151269891'],2022-11-24T18:11:36.000Z,1595842587151269891,504725987,zxx,https://t.co/Ou5f6ivzA3,{'place_id': '4ec01c9dbc693497'}
['1595842502136926210'],2022-11-24T18:11:16.000Z,1595842502136926210,504725987,qme,@Brandi_NE https://t.co/PKm1DMG2gI,{'place_id': '4ec01c9dbc693497'}
['1595821252643811329'],2022-11-24T16:46:50.000Z,1595821252643811329,504725987,en,@Tsiser45 Happy Thanksgiving to you!,
['1595821003346964481'],2022-11-24T16:45:50.000Z,1595821003346964481,504725987,en,"@LeciaMichelle11 Husband cooks &amp; bakes, I pay the bills
Husband takes care of the car, I fix stuff around the house
Husband takes care of the cat, I do the laundry
As long as it gets done, who cares who does it?",
['1595820267221258240'],2022-11-24T16:42:55.000Z,1595820267221258240,504725987,en,@DemKathyIRC @afrosabi I'm a Walgreen's fan - schedule my shots on line and then have a history of what I got when as needed. I'm sure Publix &amp; CVS offer on line scheduling as well.,
['1595817718695223296'],2022-11-24T16:32:47.000Z,1595817718695223296,504725987,en,@Gator_Food In my head you are a Master Chef - that illusion is now shattered,
['1595817082654015491'],2022-11-24T16:30:16.000Z,1595817082654015491,504725987,en,@DemKathyIRC @afrosabi Don't wait - everyone around here is running low,
['1595815382484647936'],2022-11-24T16:23:30.000Z,1595815382484647936,504725987,en,@myronjclifton I don't even like greens... But 😢😢😢,
['1595812986878312449'],2022-11-24T16:13:59.000Z,1595812986878312449,504725987,en,"@mitchellscomet Thank you!
Hurricane Ian took out some of the buffer between us &amp; the houses behind us, but by summer it will all fill in again. 🌴🌿
Have a wonderful day -",
['1595810804124753924'],2022-11-24T16:05:19.000Z,1595810804124753924,504725987,en,"@baronessvonthot I got a good one - he made all the dishes we are bringing to our friendsgivng.
The younger brother is picking Mom up from Assisted Living to take her to their celebration.
Knowing the older brother he is right there in the kitchen or is grilling or taking care of his grandkids.",
['1595807457187618818'],2022-11-24T15:52:01.000Z,1595807457187618818,504725987,en,"Why do we stay in Florida?
Sitting on your Lanai on Turkey Day morning is one of the many reasons. https://t.co/3zjTFiX2vg",
['1595601431632953346'],2022-11-24T02:13:20.000Z,1595601431632953346,504725987,en,@afrosabi Pretty!,
['1595600981420654596'],2022-11-24T02:11:33.000Z,1595600981420654596,504725987,en,@julianbl737 Oh my!!!,
['1595479718685540352'],2022-11-23T18:09:42.000Z,1595479718685540352,504725987,en,@TheKeithiest Happy birthday youngster! 😜,
['1595453387771871233'],2022-11-23T16:25:04.000Z,1595453387771871233,504725987,en,"@kilday_morgan Totally - one of those accounts just followed me and some of my mutuals.
It's a huge 🚩when they are only following women who look a lot like me (senior WW)
I just know they are a predator",
['1595444882943971328'],2022-11-23T15:51:16.000Z,1595444882943971328,504725987,en,"@mitchellscomet Just purchased this for hurricanes.
Like that it has ALL the connectors built in https://t.co/PNgWuwF7M3",
['1595255361304498179'],2022-11-23T03:18:11.000Z,1595255361304498179,504725987,en,@DemKathyIRC Hi lovely 👋,
['1595253425184407553'],2022-11-23T03:10:29.000Z,1595253425184407553,504725987,en,"As a former Revenue Agent, of how I want to see the supporting statements. That's where the dirt is going to be. https://t.co/Nr9sECE8mg",{'place_id': '4ec01c9dbc693497'}
['1595252735393542144'],2022-11-23T03:07:45.000Z,1595252735393542144,504725987,en,@BlackKnight10k His hand picked candidates here won against the most qualified candidates that have ever run &amp; their first order of business was to fire the Superintendent 🤬🤬🤬,
['1595252287030824960'],2022-11-23T03:05:58.000Z,1595252287030824960,504725987,en,@Tsiser45 Awesome school... But holey cannoli,
['1595251557356171265'],2022-11-23T03:03:04.000Z,1595251557356171265,504725987,en,"My dear MIL (may she RIP) received one of these calls - from her ""grandson"" in jail needing bail $. (She has one granddaughter)
She answered ""He's in jail? GOOD! That's where he belongs""
🤣🤣🤣🤣 https://t.co/BPHL7cbxZE",{'place_id': '4ec01c9dbc693497'}
['1595168792040116248'],2022-11-22T21:34:11.000Z,1595168792040116248,504725987,en,"Was at TJ Maxx &amp; Home Goods here in senior people land.
I was the only one wearing a mask. Then went to Walgreens for my Covid booster. In the hr I was there the only other mask wearer was picking up Covid tests. 🤦",
['1595140492169482241'],2022-11-22T19:41:44.000Z,1595140492169482241,504725987,en,@LeciaMichelle11 Laughing with my neighbors,
['1595130517183074304'],2022-11-22T19:02:06.000Z,1595130517183074304,504725987,en,"@FruitKace @notcapnamerica Bought before his recommendation - but, damn! Look at my sparkling garage floor. https://t.co/6a9p0n40i9",
['1595129571212689408'],2022-11-22T18:58:20.000Z,1595129571212689408,504725987,en,"@FruitKace It just sucks!
I logged in just in time to avoid being blocked by gamma. Unfollowed &amp; blocked the swarm leader - but then ""poof"" we lost our emotional support Canadian 😕",
['1595049899040854016'],2022-11-22T13:41:45.000Z,1595049899040854016,504725987,en,@Jessicam6946 1st grade - our teacher Mrs. Wiggins came in after lunch crying.,
['1594920223462887430'],2022-11-22T05:06:28.000Z,1594920223462887430,504725987,und,@CampArlington @mistergeezy Nooooo!!! 😢,
['1594911806883254273'],2022-11-22T04:33:01.000Z,1594911806883254273,504725987,en,@tatertotsmcgee Same,
['1594910816742084609'],2022-11-22T04:29:05.000Z,1594910816742084609,504725987,en,"@tatertotsmcgee Indeed...
If you follow X I'm unfollowing/blocking you! OK, it's your account, but many of us have no idea what's going on. We don't spend all day on twitter, or due to the Twitter algorithm we never saw anything, or just ignored it all. 🤷",
['1594899468339511296'],2022-11-22T03:43:59.000Z,1594899468339511296,504725987,und,@samanthabaisden 🚩🚩🚩🚩🚩🚩🚩,
['1594899061987233792'],2022-11-22T03:42:22.000Z,1594899061987233792,504725987,en,"RT @BaddCompani: Ladies and Gentlemen

Dear Badd Crew

So many naysayers have dogged and trashed Garland and it was sad to watch but here's…",
['1594898829568098306'],2022-11-22T03:41:27.000Z,1594898829568098306,504725987,en,RT @N8_Draws: The biggest danger of taking your child to a drag show is that a Christian could show up with a gun.,
['1594862260106985472'],2022-11-22T01:16:08.000Z,1594862260106985472,504725987,en,@MissesDread Honey badger don't give a fuck!,
['1594857788399910913'],2022-11-22T00:58:22.000Z,1594857788399910913,504725987,en,"@FruitKace The animals were of no use, I take it???",
['1594855858441273344'],2022-11-22T00:50:42.000Z,1594855858441273344,504725987,en,"RT @CREWcrew: Ivanka Trump can claim all she wants she's staying out of politics now, but let's forget how she and Jared Kushner made up to…",
['1594854065233698816'],2022-11-22T00:43:34.000Z,1594854065233698816,504725987,en,"@GammaReigh So glad I saw this b4 you blocked me.
You over him any f'ing day of the week. ❤️❤️❤️",
['1594850224463384577'],2022-11-22T00:28:19.000Z,1594850224463384577,504725987,en,"RT @cbouzy: I just finished having a one-hour Zoom conversation with a friend of over 16 years. He used to be an executive at Avanquest, an…",
['1594849979729940483'],2022-11-22T00:27:20.000Z,1594849979729940483,504725987,en,@Tsiser45 I'm sorry 😔,
['1594732564874412037'],2022-11-21T16:40:46.000Z,1594732564874412037,504725987,en,"RT @Kaylan_TX: Just so we’re clear here, Assemblyman Voepel’s grandson was the mass shooter in Colorado https://t.co/5U8AXQfXCe",
['1594700045496029186'],2022-11-21T14:31:33.000Z,1594700045496029186,504725987,en,"I'm old enough to remember when Pence wanted to legislate funerals for all fetal cells.
We considered sending our menstrual products to him, because often people don't know they've had a miscarriage. 🤬 https://t.co/dfKKGN6sDq",
['1594480641730568195'],2022-11-20T23:59:43.000Z,1594480641730568195,504725987,en,RT @thetzmurph: He’d softly walk up to him and then hit him with that big stick he carries.,
['1594479125472989185'],2022-11-20T23:53:42.000Z,1594479125472989185,504725987,en,"@BlackKnight10k NRA
It's bad enough traitor Flynn lives less than 10 miles from me, now Cawthorn less than an hr away and of course the 🍊 one across the state",
['1594446739930505217'],2022-11-20T21:45:00.000Z,1594446739930505217,504725987,und,"RT @MarkoSilberhand: @briansherrodtv @Anne_not_a_bot .
😔 https://t.co/QVgiSIVHGs",
['1594445984028934144'],2022-11-20T21:42:00.000Z,1594445984028934144,504725987,en,"Shout out to my siblings!!💕
We're on the same page regarding our Mom (89). She fell &amp; had some health issues. Thankfully she can still live on her own, but the steps in her condo are a safety issue - so independent living it is.
So grateful!",{'place_id': '4ec01c9dbc693497'}
['1594373874241740811'],2022-11-20T16:55:28.000Z,1594373874241740811,504725987,en,"@lo_runner @notcapnamerica I prefer Ft. Myers over Tampa - but yes, it's very, very red here.",
['1594351899783958529'],2022-11-20T15:28:09.000Z,1594351899783958529,504725987,en,"@notcapnamerica I was just waiting for something like this when flying from Detroit to Ft. Myers.
I'd spent the past 5 days with my 89 yr old Mom who was in the hospital. 🤬",
['1594104993346306049'],2022-11-19T23:07:02.000Z,1594104993346306049,504725987,en,@ThatEricAlper Use a condom,
['1593796160220794882'],2022-11-19T02:39:50.000Z,1593796160220794882,504725987,en,"Twitter crush???
Way to old for that, but I love so many of you.

Now there is at least one of you I'd like to introduce to 32 😉

Good thing she's not on here, I'd be in sooo much trouble",{'place_id': '4ec01c9dbc693497'}
['1593791912837877761'],2022-11-19T02:22:57.000Z,1593791912837877761,504725987,en,@LeciaMichelle11 Problem solving - I'm good at coming up with alternate solutions when the first one doesn't work.,
['1593771500817244160'],2022-11-19T01:01:51.000Z,1593771500817244160,504725987,en,"@Tsiser45 @ish_not I'm half southern and put sugar on my grits, but only for breakfast.
Is it my lack of melanin??? 🤔",
['1593768657083154432'],2022-11-19T00:50:33.000Z,1593768657083154432,504725987,en,"@BowiesNana @RonFilipkowski Fucking idiot
I keep this in my phone bc this sorry sack of shit is the Rep for where I live https://t.co/O9hrqNiJyH",
['1593766987527766022'],2022-11-19T00:43:55.000Z,1593766987527766022,504725987,en,@CathyNotToday @RonFilipkowski *always,
['1593766904883253250'],2022-11-19T00:43:35.000Z,1593766904883253250,504725987,en,"@CathyNotToday @RonFilipkowski Same - except I refuse to say ""MY"" - I also say the Rep for the district in which I reside.
Fucking wanna be cowboy https://t.co/dIHTGV2Wtf",
['1593684888451964928'],2022-11-18T19:17:41.000Z,1593684888451964928,504725987,en,"@samanthabaisden Oh hell no!
I always love it when you show up on my feed 💕",
['1593684648563036165'],2022-11-18T19:16:44.000Z,1593684648563036165,504725987,en,@JustJoshinNH Thanks for the reminder...,
['1593683176672546816'],2022-11-18T19:10:53.000Z,1593683176672546816,504725987,en,@joncoopertweets I have a dedicated plastic container &amp; cardboard for 🕷️ &amp; the little 🦎 the cat brings in.,
['1593670360930689029'],2022-11-18T18:19:57.000Z,1593670360930689029,504725987,en,"Medicare is sending Mom home from rehab (she broke her tibia) on Monday. She's not ready - we've filed an appeal. 🤞🤞🤞
(I was shocked how easy it was and the Rep was awesome.)",
['1593621477726748674'],2022-11-18T15:05:43.000Z,1593621477726748674,504725987,en,"Good morning!
You're still here - for now. https://t.co/xZmPpXoUMs",
['1593620913605562370'],2022-11-18T15:03:28.000Z,1593620913605562370,504725987,en,RT @JustJoshinNH: We went from checking here first thing to see what TFG had done to checking here first thing to see if this place still e…,
['1593468812178821120'],2022-11-18T04:59:04.000Z,1593468812178821120,504725987,qme,@MemphisBelle111 https://t.co/T970AketI6,
['1593468433286373381'],2022-11-18T04:57:34.000Z,1593468433286373381,504725987,en,@tatertotsmcgee So close my tablet and plug it in?,
['1593468179531055104'],2022-11-18T04:56:33.000Z,1593468179531055104,504725987,en,"OK - time for sleep
I'd love to thank each and everyone of you that made me laugh, made me think, educated me, taught me never to say ""not all""... But I'd be here all night.
See you after my morning walk???",{'place_id': '4ec01c9dbc693497'}
