created_at,text,lang,author_id,edit_history_tweet_ids,id,withheld
2022-11-27T20:21:11.000Z,RT @BangBussin: https://t.co/AhYtpXoGth Fresh off work 😮‍💨 https://t.co/Hc1wUOSsMy,en,1013570805840666624,['1596962361922887681'],1596962361922887681,
2022-11-27T20:20:42.000Z,RT @jushendo: Well gah damn https://t.co/JweNGJ2NHK,en,1013570805840666624,['1596962238363238400'],1596962238363238400,
2022-11-27T20:20:13.000Z,RT @kellygawk: https://t.co/CFVOz2zeHG,zxx,1013570805840666624,['1596962115834720257'],1596962115834720257,
2022-11-27T20:20:07.000Z,RT @kellygawk: How to get your hair done properly https://t.co/23RkPLOucn,en,1013570805840666624,['1596962093156421632'],1596962093156421632,
2022-11-27T20:19:38.000Z,"RT @kingvickyhyuga: Go crazy thread: @realmrsfeedme

Drop em https://t.co/oXLyVhne0f",en,1013570805840666624,['1596961971475165184'],1596961971475165184,
2022-11-27T20:19:30.000Z,RT @kellygawk: https://t.co/r7jZV43Ehc,zxx,1013570805840666624,['1596961937790681089'],1596961937790681089,
2022-11-27T05:30:48.000Z,RT @Tnder4Sex: i’m sorry for being sexy and having the wettest tightest pussy 😣 https://t.co/QQxxPqaIl9,en,1013570805840666624,['1596738288681127937'],1596738288681127937,
2022-11-27T05:30:46.000Z,RT @OFsFreak2: https://t.co/Cslz1eHiYj,zxx,1013570805840666624,['1596738280002920450'],1596738280002920450,
2022-11-27T05:30:43.000Z,"RT @_ninnabhadd: Happening RIGHT NOW❗️ DM for FaceTimes, but hurry be4 he nut 😘 https://t.co/pZeu55AI9B",en,1013570805840666624,['1596738265037799427'],1596738265037799427,
2022-11-27T01:06:25.000Z,"RT @W0rld2022: Winter in Paris, France https://t.co/bFekRhqkaG",en,1013570805840666624,['1596671754315108354'],1596671754315108354,
2022-11-27T01:06:22.000Z,"RT @NuttyVibezz: Slow deep Stroke, Now that's a love lingua franca!
https://t.co/TrwvA0cKkT",en,1013570805840666624,['1596671740909871106'],1596671740909871106,
2022-11-27T01:06:19.000Z,RT @BangBussin: Early morning wood 💦 https://t.co/aCeaZnLgpw,en,1013570805840666624,['1596671728960573440'],1596671728960573440,
2022-11-27T01:06:15.000Z,RT @BumbleLinkup: https://t.co/FKJvNDdAoB,zxx,1013570805840666624,['1596671711386243072'],1596671711386243072,
2022-11-27T01:06:10.000Z,RT @BangBussin: if u got a big dick why are u hiding it? https://t.co/SW5uRj4NWv,en,1013570805840666624,['1596671690876280833'],1596671690876280833,
2022-11-27T01:05:48.000Z,RT @Mik_iva_: https://t.co/PB3JMYxesy,zxx,1013570805840666624,['1596671598417047552'],1596671598417047552,
2022-11-27T01:05:45.000Z,RT @kellygawk: Daph is perfect https://t.co/LvjKxgqIxA,en,1013570805840666624,['1596671584927989760'],1596671584927989760,
2022-11-27T01:05:42.000Z,RT @kellygawk: Take him home  https://t.co/g2imAE7nNA,en,1013570805840666624,['1596671572005339137'],1596671572005339137,
2022-11-27T01:05:21.000Z,RT @heluvtosha_: and i oop 😂😂 #DallasTX #single https://t.co/VxFUrZ7yRb,en,1013570805840666624,['1596671487188033537'],1596671487188033537,
2022-11-27T01:05:19.000Z,RT @Stuntmanao: Full video will be posted on onlyfans later🥵 #DallasTexas #BlackFriday #youngBull https://t.co/fBFs58fYHG,en,1013570805840666624,['1596671476094337025'],1596671476094337025,
2022-11-27T01:05:16.000Z,RT @demontingss: RT if you love head 🤤😍 https://t.co/2idHC6QAJW,en,1013570805840666624,['1596671463901515776'],1596671463901515776,
2022-11-27T01:05:14.000Z,RT @OFsFreak2: https://t.co/mXhXQ0OGWT,zxx,1013570805840666624,['1596671454568845312'],1596671454568845312,
2022-11-27T01:05:10.000Z,RT @KingzHead: The Throat Gobbler https://t.co/BO84rHx3Mb,en,1013570805840666624,['1596671437737119744'],1596671437737119744,
2022-11-27T01:05:08.000Z,RT @KrackinasssKeyy: Did I do I good job?🥹 https://t.co/TnQhqmJjhS,en,1013570805840666624,['1596671431076896769'],1596671431076896769,
2022-11-27T01:05:05.000Z,RT @_ninnabhadd: Currently ❗️ like right now! https://t.co/khNCnyfSyx,en,1013570805840666624,['1596671417331974144'],1596671417331974144,
2022-11-27T01:05:00.000Z,RT @theyluvvleila: could I be ur 5’11 fuckdoll gf 😽? https://t.co/BgvwRMhGGR,en,1013570805840666624,['1596671395752468483'],1596671395752468483,
2022-11-27T01:04:57.000Z,RT @MAdultmoodz: Needed rn 🤤😵‍💫https://t.co/qrlcRd00LV,en,1013570805840666624,['1596671385895833600'],1596671385895833600,
2022-11-27T01:04:53.000Z,RT @kellygawk: Focus on the task  https://t.co/6WCGevslgd,en,1013570805840666624,['1596671368405602304'],1596671368405602304,
2022-11-27T01:04:50.000Z,RT @DamnShawn_: This the type of head that could put any man in a coma as @HeadDoctorLucky shows us follow her and drop your head videos 😋🫦…,en,1013570805840666624,['1596671355306508292'],1596671355306508292,
2022-11-27T01:04:47.000Z,RT @blacknutlover: Her and The kids 😍🥵🍼💦💦 https://t.co/JLCJe1utU5,en,1013570805840666624,['1596671340962263041'],1596671340962263041,
2022-11-27T01:04:44.000Z,"RT @CoolViews_: Central Park, New York https://t.co/KzYJHjghHu",en,1013570805840666624,['1596671331336351745'],1596671331336351745,
2022-11-27T01:04:42.000Z,RT @INTERIORHUB3: This bedroom is a whole MOOD https://t.co/d8c7JwXJxR,en,1013570805840666624,['1596671320963837952'],1596671320963837952,
2022-11-26T01:05:38.000Z,RT @MAdultmoodz: https://t.co/juZB6HwRae,zxx,1013570805840666624,['1596309169644060676'],1596309169644060676,
2022-11-26T01:05:33.000Z,RT @Houseloverrs: Perfect home https://t.co/U1ILxG6k88,en,1013570805840666624,['1596309146097303553'],1596309146097303553,
2022-11-26T01:05:28.000Z,"RT @letsgetfreaky34: The Reason why you need to get you a BM 😩🥵💦💦
https://t.co/AzvLZ1V0VW",en,1013570805840666624,['1596309128342904832'],1596309128342904832,
2022-11-26T01:05:26.000Z,"RT @ThroatCapital: Sloppy Toppy Thread: @ishmcfly 🔥

Drop Em ⬇️
 https://t.co/3PvtwrUAOl",en,1013570805840666624,['1596309118083555331'],1596309118083555331,
2022-11-26T01:04:55.000Z,"RT @Jayysen_: Scientifically impossible places that actually exist

A THREAD https://t.co/KzY0F9g7Vs",en,1013570805840666624,['1596308989469659136'],1596308989469659136,
2022-11-26T01:04:52.000Z,"RT @WhoIsMissMarie: i love ciara i do but i was not ready for this girl confession after the video, lord them tables turned lmao 😭😭 https:/…",en,1013570805840666624,['1596308975737110528'],1596308975737110528,
2022-11-26T01:04:24.000Z,RT @BangBussin: Fuck grabbing a plate I’m tryna grab that dick 😉 https://t.co/EEo9Ac41RF,en,1013570805840666624,['1596308859806621697'],1596308859806621697,
2022-11-26T01:04:18.000Z,RT @INTERIORHUB3: The loft apartment of my dreams https://t.co/w6w871UljK,en,1013570805840666624,['1596308832053260289'],1596308832053260289,
2022-11-25T10:06:04.000Z,RT @TeeChereaa: Why y'all going to the dominicans to get a silk press anyway?? Like bffr,en,1013570805840666624,['1596082786930417665'],1596082786930417665,
2022-11-25T10:05:51.000Z,RT @kellygawk: Break the bed  https://t.co/P9pQ5pwRhO,en,1013570805840666624,['1596082729552314369'],1596082729552314369,
2022-11-25T10:05:45.000Z,RT @ThroatBaes: https://t.co/PkkvDi0oiz,zxx,1013570805840666624,['1596082705602469888'],1596082705602469888,
2022-11-25T10:05:38.000Z,"RT @blacknutlover: A Real Freak will keep sucking even after u paint her face 😩🥵🍼💦💦
 @KylaaKash https://t.co/hAFDOXt8Bt",en,1013570805840666624,['1596082678520238080'],1596082678520238080,
2022-11-24T20:48:22.000Z,RT @DailyLoud: This ski lift malfunction is still so crazy 😳🤯 https://t.co/Kax2OlOJNW,en,1013570805840666624,['1595882039290757120'],1595882039290757120,
2022-11-24T20:46:18.000Z,"RT @blacknutlover: Early Morning facial make ur face soft and cutter 😍🍼💦💦
 @KylaaKash https://t.co/3yC4DffRJx",en,1013570805840666624,['1595881515690270720'],1595881515690270720,
2022-11-24T20:46:13.000Z,"RT @blacknutlover: Girls that wear Glasses are the biggest Semen demon 😈🍼💦💦
 @C0smicBrwnie https://t.co/RJMCHjASKA",en,1013570805840666624,['1595881495021096961'],1595881495021096961,
2022-11-24T20:46:06.000Z,RT @whattheorgasm: https://t.co/DvzPtVCYsI,zxx,1013570805840666624,['1595881469171630080'],1595881469171630080,
2022-11-24T20:45:52.000Z,RT @kellygawk: Feast  https://t.co/Xh9VGYgMiz,en,1013570805840666624,['1595881406995042309'],1595881406995042309,
2022-11-24T15:19:16.000Z,RT @BigNeyogems: pets whenever u have a snack in front of them: https://t.co/pPSoHI5gHQ,en,1013570805840666624,['1595799215652978692'],1595799215652978692,
2022-11-24T15:18:54.000Z,RT @Bumble4Sex: https://t.co/8xbW1xfhnU,zxx,1013570805840666624,['1595799126469492736'],1595799126469492736,
2022-11-24T15:18:00.000Z,RT @HOUSEPORN___: https://t.co/YtYKoxa2lm,zxx,1013570805840666624,['1595798898118893570'],1595798898118893570,
2022-11-24T15:17:58.000Z,RT @TheBlackkMedia: ✨✨✨ https://t.co/Ambu8ORVV7,und,1013570805840666624,['1595798889013157891'],1595798889013157891,
2022-11-24T15:17:55.000Z,RT @straightpornx: Follow @straightpornx for more.🍆💦 https://t.co/bkBsUljLlO,en,1013570805840666624,['1595798875897479168'],1595798875897479168,
2022-11-24T15:17:30.000Z,RT @CallMiSenpai: Heard you like gamer boys 😏 https://t.co/s7K1iIfYet,en,1013570805840666624,['1595798772403113987'],1595798772403113987,
2022-11-24T15:17:27.000Z,RT @MAdultmoodz: Damn I could use a few rounds of couch backshots 😵‍💫https://t.co/D9N7JwIshK,en,1013570805840666624,['1595798759878938629'],1595798759878938629,
2022-11-24T15:17:17.000Z,"RT @itsbigmiina: Go crazy thread: @AcaciaMakayla

Drop em  https://t.co/HGnHtjc0WT",en,1013570805840666624,['1595798719399698434'],1595798719399698434,
2022-11-24T15:17:09.000Z,RT @Houseloverrs: Perfect home https://t.co/MBBTkkO8KI,en,1013570805840666624,['1595798683257548800'],1595798683257548800,
2022-11-24T15:17:07.000Z,"RT @SheNastyyAsf: Porn Thread 🤤
{ @Cadencejones69 }

Rt This &amp; Drop Your Videos Below
 https://t.co/uikBVnzu0L",en,1013570805840666624,['1595798673832787968'],1595798673832787968,
2022-11-24T15:17:05.000Z,RT @INTERIORHUB3: https://t.co/tVyRdu8KRB,zxx,1013570805840666624,['1595798666765369344'],1595798666765369344,
2022-11-24T15:17:00.000Z,RT @kellygawk: Marie  https://t.co/aySFEklcdp,en,1013570805840666624,['1595798645156241409'],1595798645156241409,
2022-11-24T15:16:57.000Z,RT @bigbootyfreakzz: https://t.co/1lhwMyt8XT,zxx,1013570805840666624,['1595798634527956995'],1595798634527956995,"{'copyright': False, 'country_codes': ['ID']}"
2022-11-24T15:16:55.000Z,RT @INTERIORHUB3: My dream bedroom 🥺 https://t.co/gJbmJA6sko,en,1013570805840666624,['1595798627150344196'],1595798627150344196,
2022-11-24T06:59:52.000Z,RT @Mik_iva_: https://t.co/jG7NDP5wQv,zxx,1013570805840666624,['1595673538232553473'],1595673538232553473,
2022-11-24T06:59:51.000Z,RT @highclasshoee: All i look forward to 🤤 https://t.co/33T7OIfzTC,en,1013570805840666624,['1595673534080204801'],1595673534080204801,
2022-11-24T06:59:39.000Z,RT @straightpornx: Follow @straightpornx for more.🍆💦 https://t.co/km8AGnln2e,en,1013570805840666624,['1595673484880912386'],1595673484880912386,
2022-11-24T06:59:37.000Z,RT @brownfoxxyy2: Luv when my fans fuck the life outta me 😫😫😫🫶🏾 https://t.co/exJmFAegw4,en,1013570805840666624,['1595673475704041472'],1595673475704041472,
2022-11-24T06:59:15.000Z,"RT @SquirtEmpire: Why do you think her nickname is Evian ❓🤔👀

@EnvyEvian 

 https://t.co/mvk8BJbOby",en,1013570805840666624,['1595673385010622464'],1595673385010622464,
2022-11-24T06:59:12.000Z,RT @kandythebratt: Would u be my Uber driver ?😛💦 https://t.co/Dz2lb7JCRk,en,1013570805840666624,['1595673369646698497'],1595673369646698497,
2022-11-24T06:56:34.000Z,RT @Mik_iva_: https://t.co/r7C3OJpKLL,zxx,1013570805840666624,['1595672706732662784'],1595672706732662784,
2022-11-24T06:56:26.000Z,"RT @CoolViews_: Venice, Italy https://t.co/Oe6huMk5hv",en,1013570805840666624,['1595672674604404736'],1595672674604404736,
2022-11-24T06:54:40.000Z,RT @Tnder4Sex: Neeeed this https://t.co/glwuaQuNDA,en,1013570805840666624,['1595672228397748224'],1595672228397748224,
