id,edit_history_tweet_ids,created_at,author_id,text,lang,geo
1596348575419883520,['1596348575419883520'],2022-11-26T03:42:13.000Z,67343155,Nice Dubs! https://t.co/eR5o0v671b,en,
1596308634945736706,['1596308634945736706'],2022-11-26T01:03:31.000Z,67343155,Delicious 👍🏻🍷😋 https://t.co/t2mkX1ccDH,en,
1596247020213129217,['1596247020213129217'],2022-11-25T20:58:41.000Z,67343155,👍🏻❤️ https://t.co/KiTdzVWxsp,art,
1596246806127525888,['1596246806127525888'],2022-11-25T20:57:50.000Z,67343155,"Adam, buddy, in context you should appreciate the @USMNT effort here and level of play! A fantastic performance! https://t.co/FtCcQdwVXW",en,
1596214420006477827,['1596214420006477827'],2022-11-25T18:49:08.000Z,67343155,Just posted a photo @ windy_oaks_estate_cv https://t.co/cyhy2XWPU6,en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.72908432, 36.47757385]}, 'place_id': '3497281ae68b5e95'}"
1596198205372649473,['1596198205372649473'],2022-11-25T17:44:42.000Z,67343155,Just posted a photo https://t.co/WuI2YaYYgT,en,
1596194865452580864,['1596194865452580864'],2022-11-25T17:31:26.000Z,67343155,"@grapelive Wine of the Day: 2015 Weingut Dr. Loosen, Riesling Trocken, Ürziger Würzgarten Réserve, Unrest Richter, VDP Grosse Gewächs, Alte Reben, Mosel, Germany. @drloosenwines @LoosenBrosUSA @GermanWineUSA 96 Points ""A stunning Dry Riesling by Loosen!""
https://t.co/bVDz89qglC https://t.co/64sM8Y4KFV",de,
1596188392336900097,['1596188392336900097'],2022-11-25T17:05:43.000Z,67343155,"Happy Black Friday ☀️☕️☀️☕️ remember to be kind and patient today! @ Carmel Valley, California https://t.co/5oPoNW3Drk",en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73773, 36.48274]}, 'place_id': '3497281ae68b5e95'}"
1596068737953603585,['1596068737953603585'],2022-11-25T09:10:15.000Z,67343155,Cheers 🥂 https://t.co/Tug5m7Ot91,en,
1595929324414083075,['1595929324414083075'],2022-11-24T23:56:16.000Z,67343155,👍🏻 https://t.co/NT7IkWmyge,art,
1595881318898098177,['1595881318898098177'],2022-11-24T20:45:31.000Z,67343155,"Happy Thanksgiving 🍁 ❤️☀️ @ Carmel Valley, California https://t.co/qjXQzvYy6R",en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73773, 36.48274]}, 'place_id': '3497281ae68b5e95'}"
1595843010478346240,['1595843010478346240'],2022-11-24T18:13:17.000Z,67343155,Brad’s Eggs Benedict are legendary 🙏🏻 - Last scenes in Santa Cruz before heading home to have Thanksgiving with mom! https://t.co/YXDQtyktRx,en,
1595810625422516224,['1595810625422516224'],2022-11-24T16:04:36.000Z,67343155,Just posted a photo https://t.co/o7RWzkvpEg,en,
1595806665193844736,['1595806665193844736'],2022-11-24T15:48:52.000Z,67343155,Always an awesome choice! https://t.co/zpUOTDXiCl,en,
1595806383160426497,['1595806383160426497'],2022-11-24T15:47:45.000Z,67343155,"@grapelive Wine of the Day: 2019 Turley Wine Cellars, Zinfandel, DuPratt Vineyard, Mendocino Ridge, Mendocino @TurleyWines @ownrooted 93 Points ""One of the most unique wines, especially the Zins, in Turley's set, the DuPratt is a tasty Thanksgiving wine.""
https://t.co/1A4R3i3g3f https://t.co/dWfcjcX4BM",en,
1595793680865992704,['1595793680865992704'],2022-11-24T14:57:16.000Z,67343155,Happy Thanksgiving 🦃,en,
1595604635166932992,['1595604635166932992'],2022-11-24T02:26:04.000Z,67343155,Friendsgiving with a vintage Foillard 🍷 https://t.co/1PwfZjbiUY,en,
1595567672753807360,['1595567672753807360'],2022-11-23T23:59:12.000Z,67343155,Friendsgiving begins with this gorgeous @dr.loosen Reserve GG old vine! https://t.co/w3bWkdk6wd,en,
1595468151168565248,['1595468151168565248'],2022-11-23T17:23:44.000Z,67343155,"Just posted a photo @ Carmel Valley, California https://t.co/IcWDIwmFEG",en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73773, 36.48274]}, 'place_id': '3497281ae68b5e95'}"
1595466642838155265,['1595466642838155265'],2022-11-23T17:17:44.000Z,67343155,Just posted a photo https://t.co/drQpoltlZl,en,
1595463981283807233,['1595463981283807233'],2022-11-23T17:07:10.000Z,67343155,Cheers ;-) https://t.co/KKMCuuBIYq,en,
1595463893224230912,['1595463893224230912'],2022-11-23T17:06:49.000Z,67343155,I'm sure that will happen! Cheers https://t.co/66f2CZz9qj,en,
1595463456336977927,['1595463456336977927'],2022-11-23T17:05:04.000Z,67343155,"@grapelive Wine of the Day: 2021 Desire Lines Wine Co, Evangelho Vineyard Red, Contra Costa County 94 Points ""A fabulous vintage for the Carignan based Evangelho Vineyard Red by Cody Rasmussen at Desire Lines Wine Co, deep, lively and complex, ultra tasty""
https://t.co/UlJgcIeear https://t.co/IhgKBgl5bc",en,
1595459982677274624,['1595459982677274624'],2022-11-23T16:51:16.000Z,67343155,Good morning ☕️ @Beathhigh my latest Rebus! #goodreads #reading https://t.co/gwWsGmWYPj,en,
1595458959292264455,['1595458959292264455'],2022-11-23T16:47:12.000Z,67343155,Enjoy!! Sounds great https://t.co/CY6UDSSNgg,en,
1595455098817503234,['1595455098817503234'],2022-11-23T16:31:52.000Z,67343155,Good morning ☕️ #goodreads #reading A Heart Full of Headstones by Ian Rankin https://t.co/osx8n4LG28,en,
1595393893385662464,['1595393893385662464'],2022-11-23T12:28:39.000Z,67343155,Sagrantino https://t.co/WzXh7oym7a,pt,
1595284488149663747,['1595284488149663747'],2022-11-23T05:13:55.000Z,67343155,Sounds like 👍🏻 movie! https://t.co/400cz4zI4P,en,
1595224527499247616,['1595224527499247616'],2022-11-23T01:15:39.000Z,67343155,"If true, he’s toast.. so I am going with he plead the fifth a bunch of times today.. https://t.co/DW0V0wBlis",en,
1595224102825885696,['1595224102825885696'],2022-11-23T01:13:58.000Z,67343155,Why thank you ☺️ https://t.co/VgwZKXaybo,en,
1595210642654658560,['1595210642654658560'],2022-11-23T00:20:29.000Z,67343155,RT @robertjoseph: Classic,en,
1595209857337999360,['1595209857337999360'],2022-11-23T00:17:22.000Z,67343155,Get Boosted #GetBoosted https://t.co/SBXjQUxggR,en,
1595206909644021761,['1595206909644021761'],2022-11-23T00:05:39.000Z,67343155,A beauty! https://t.co/J9y7oTxQ4w,en,
1595143172170170387,['1595143172170170387'],2022-11-22T19:52:23.000Z,67343155,Just posted a photo https://t.co/e7wojWe4Lw,en,
1595130291034632193,['1595130291034632193'],2022-11-22T19:01:12.000Z,67343155,"@grapelive Wine of the Day: 2021 Caraccioli Cellars, Gamay Noir, Escolle Vineyard, Santa Lucia Highlands. @SLHWine @caraccioliwines 92 Points ""The Gamay revolution has gained significant momentum with Caraccioli's plantings at their Escolle Vineyard!""
https://t.co/ZsZ7WF6LWp https://t.co/kg4HblfkkU",en,
1595070470482759681,['1595070470482759681'],2022-11-22T15:03:29.000Z,67343155,And fantastic wines! 👏👍🏻🍷❤️ https://t.co/cZ1qdBT07a,en,
1594870511099531264,['1594870511099531264'],2022-11-22T01:48:55.000Z,67343155,Awesome 👏 https://t.co/RuSRYVlAVQ,en,
1594859502112735233,['1594859502112735233'],2022-11-22T01:05:11.000Z,67343155,Great day of golf ⛳️ - Thanks @joshuagrantrose and Anthony for an awesome day @ Carmel Valley Ranch https://t.co/G9zetx83rr,en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.79685161, 36.51394777]}, 'place_id': 'fbd6d2f5a4e4a15e'}"
1594770256853082112,['1594770256853082112'],2022-11-21T19:10:33.000Z,67343155,Just posted a photo https://t.co/S61rz4Ha55,en,
1594766617199509506,['1594766617199509506'],2022-11-21T18:56:05.000Z,67343155,"@grapelive Wine of the Day: 2016 Cantina Fradiles Vitivinicola, Funtanafrisca, White Wine, Isola dei Nuraghi IGT, Sardinia, Italy @Fradiles @WineOfSardinia 92 Points ""A nicely mature dry white wine from Sardinia that is made from ancient native varietals""
https://t.co/q1hsy7gsUL https://t.co/pWZImwZgwQ",en,
1594753861478383616,['1594753861478383616'],2022-11-21T18:05:24.000Z,67343155,"Good morning and happy Thanksgiving week! ☕️☀️ @ Carmel Valley, California https://t.co/A6CkhBkRqF",en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73773, 36.48274]}, 'place_id': '3497281ae68b5e95'}"
1594737856483762177,['1594737856483762177'],2022-11-21T17:01:48.000Z,67343155,Enjoy! And happy Thanksgiving week! Any special bottles reserved for the occasion? https://t.co/4eDZOrwfll,en,
1594723805649285120,['1594723805649285120'],2022-11-21T16:05:58.000Z,67343155,"I admire these men’s bravery in support of women and freedom. Regardless of the final score, they are winners all. https://t.co/qHERm9h0vo",en,
1594723026125213696,['1594723026125213696'],2022-11-21T16:02:52.000Z,67343155,"#BoycottQatar2022 I am not watching the matches because of @FIFAWorldCup corruption and disregard for all human life. It’s heartbreaking to enjoy the game I love. That said, I am cheering on my teams 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇺🇸",en,
1594721910830399488,['1594721910830399488'],2022-11-21T15:58:26.000Z,67343155,Cheers 🍷 and happy thanksgiving 🍁 https://t.co/W6dCQhXGbM,en,
1594718071414919168,['1594718071414919168'],2022-11-21T15:43:11.000Z,67343155,"RT @TedLasso: I’m not normally one for Dick jokes, but today, call me Ishmael ‘cause I’m all about takin’ down some Wales.",en,
1594705961469763585,['1594705961469763585'],2022-11-21T14:55:04.000Z,67343155,Beautiful @RidgeVineyards 🍷 https://t.co/eC7WkqZReh,en,
1594476483640143873,['1594476483640143873'],2022-11-20T23:43:12.000Z,67343155,🤣🙏🏻 https://t.co/K9dCX89kjB,art,
1594476075026817025,['1594476075026817025'],2022-11-20T23:41:34.000Z,67343155,One of my wine country happy places! 👍🏻☕️❤️ https://t.co/qXn0xy9clY,en,
1594470200195194880,['1594470200195194880'],2022-11-20T23:18:14.000Z,67343155,🤣 fingers crossed that he’s in prison https://t.co/b6ZCtU5eMH,en,
1594422087078535168,['1594422087078535168'],2022-11-20T20:07:03.000Z,67343155,Just posted a photo https://t.co/IgK9DyNvzN,en,
1594417538926268416,['1594417538926268416'],2022-11-20T19:48:58.000Z,67343155,"A little break ☀️☕️ @ Carmel Valley, California https://t.co/YHgEyxsb0E",en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73773, 36.48274]}, 'place_id': '3497281ae68b5e95'}"
1594408215441072133,['1594408215441072133'],2022-11-20T19:11:55.000Z,67343155,Just posted a photo @ windy_oaks_estate_cv https://t.co/cZTkgoOCqt,en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.72908432, 36.47757385]}, 'place_id': '3497281ae68b5e95'}"
1594407046782537728,['1594407046782537728'],2022-11-20T19:07:17.000Z,67343155,Just posted a photo https://t.co/yUOuQBCU3L,en,
1594391124407263232,['1594391124407263232'],2022-11-20T18:04:01.000Z,67343155,"@grapelive Wine of the Day: 2021 Fair Moon Wine Co, Tinta Caõ “Breakfast Wine” Havlin Vineyard, Van Duzer Corridor AVA, Willamette Valley, Oregon. 90 Points ""A fresh all natural style Oregon red wine made from Tinta Caõ by Jessica Wilmes at Fair Moon Wine""
https://t.co/Vz79QSvnF5 https://t.co/5aS0Akfblw",en,
1594165279122403328,['1594165279122403328'],2022-11-20T03:06:35.000Z,67343155,🍷❤️ https://t.co/TVOtQWCqUU,art,
1594122532503764992,['1594122532503764992'],2022-11-20T00:16:43.000Z,67343155,Any normal human being would resign after that humiliation of himself and world football (soccer) - disgraceful https://t.co/93vwhGExtl,en,
1594116527887831040,['1594116527887831040'],2022-11-19T23:52:52.000Z,67343155,Yup! https://t.co/5tTfZoxNvd,qst,
1594116321750355968,['1594116321750355968'],2022-11-19T23:52:03.000Z,67343155,A little late… https://t.co/V9yiTHNlEA,en,
1594116018745790465,['1594116018745790465'],2022-11-19T23:50:50.000Z,67343155,Laugh… https://t.co/heBXTE1MTF,en,
1594103188520464384,['1594103188520464384'],2022-11-19T22:59:51.000Z,67343155,They are volunteers! Go cats go! Ukrainian heros! https://t.co/jGvywqLeaC,en,
1594102593449754624,['1594102593449754624'],2022-11-19T22:57:29.000Z,67343155,Time flies. 5 years? So much has happened since and Miguel’s wines have grown up too! Cheers 🍷 https://t.co/BFX0H81emw,en,
1594089878052298752,['1594089878052298752'],2022-11-19T22:06:58.000Z,67343155,Truth https://t.co/K0Ae6JmV9S,en,
1594089743095975936,['1594089743095975936'],2022-11-19T22:06:26.000Z,67343155,I wish he’d go on an explain why.. 🤣 https://t.co/GHcNykWbmr,en,
1594057665830756352,['1594057665830756352'],2022-11-19T19:58:58.000Z,67343155,Just posted a photo @ windy_oaks_estate_cv https://t.co/to5SQ0Bg5U,en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.72908432, 36.47757385]}, 'place_id': '3497281ae68b5e95'}"
1594055523220869120,['1594055523220869120'],2022-11-19T19:50:27.000Z,67343155,Looking forward to seeing a lot more goals from Sam next season! 👍🏻 https://t.co/4nlxntxbjp,en,
1594046343315869696,['1594046343315869696'],2022-11-19T19:13:58.000Z,67343155,"Just posted a photo @ Carmel Valley, California https://t.co/sJGr9fOLEt",en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73773, 36.48274]}, 'place_id': '3497281ae68b5e95'}"
1594037569829965824,['1594037569829965824'],2022-11-19T18:39:07.000Z,67343155,Just posted a photo https://t.co/t95EbWx8Th,en,
1594023028425461763,['1594023028425461763'],2022-11-19T17:41:20.000Z,67343155,Just posted a photo https://t.co/MyrKANTd7n,en,
1594021009039843329,['1594021009039843329'],2022-11-19T17:33:18.000Z,67343155,"@grapelive Wine of the Day: 2020 Clos La Coutale, Malbec, Cahors AOC, Southwest, France. @KermitLynchWine @Cahorsvalleelot 91 Points ""Always a great value, Clos La Coutale's Cahors, made from 80% Malbec and 20% Merlot, is a tasty traditional French red!""
https://t.co/Ox7QuPDa1X https://t.co/wZxM8YUlrp",en,
1593801375023910914,['1593801375023910914'],2022-11-19T03:00:33.000Z,67343155,Only the Russians want him back because he hurts the free world and is a traitor to America.. So are you a traitor? https://t.co/43jnXThMnd,en,
1593800577971986433,['1593800577971986433'],2022-11-19T02:57:23.000Z,67343155,Good luck! Rooting for you! https://t.co/XLADDHzKkM,en,
1593761772925685761,['1593761772925685761'],2022-11-19T00:23:11.000Z,67343155,"Seriously, in the late 40s and 50s Trump would likely be facing a firing squad! https://t.co/aKdowvEPSE",en,
1593679945636659200,['1593679945636659200'],2022-11-18T18:58:02.000Z,67343155,Just posted a photo @ Jerome's Carmel Valley Market https://t.co/fyiiHf9Y4u,en,"{'coordinates': {'type': 'Point', 'coordinates': [-121.73185, 36.4787899]}, 'place_id': '3497281ae68b5e95'}"
1593674580857536512,['1593674580857536512'],2022-11-18T18:36:43.000Z,67343155,Just posted a photo https://t.co/9uqpiBmEB3,en,
1593661753216405506,['1593661753216405506'],2022-11-18T17:45:45.000Z,67343155,Just posted a photo https://t.co/yoSYmAqeXf,en,
1593655693445251072,['1593655693445251072'],2022-11-18T17:21:40.000Z,67343155,"@grapelive Wine of the Day: 2019 Domaine Thierry Pillot, Bourgogne Blanc AC, White Burgundy, France. @BourgogneWines 92 Points ""A killer value for very exciting white Burgundy from Thierry Pillot with tons of energy and charm!"" Read On:
https://t.co/GQECF7NPrc https://t.co/LiDHhEucU7",en,
