id,author_id,created_at,text,edit_history_tweet_ids,lang,withheld
1596990400195022849,4074998777,2022-11-27T22:12:36.000Z,RT @tariqmateen: اثاثوں پر ایک اسٹوری احمد نورانی کی اور اس کے بعد اثاثوں پر ہی ایک اسٹوری اسد طور کی ۔ کون کس کو مواد لیک کر رہا ہے کون نہ…,['1596990400195022849'],ur,
1596989645539389440,4074998777,2022-11-27T22:09:36.000Z,RT @abyar93: Congratulations to @PTIofficial for getting majority seats in LB elections of AJK. It proves that @ImranKhanPTI is the only na…,['1596989645539389440'],en,
1596984444262309895,4074998777,2022-11-27T21:48:56.000Z,RT @2Kazmi: اداروں کو ٹارگٹ کرنا مناسب نہیں، PTI کی تو مذمت لیکن حکومتی شخصیات کے الزامات پر خاموشی، عمران خان پاکستان میں تنقید کرے تو عال…,['1596984444262309895'],ur,
1596979361848373248,4074998777,2022-11-27T21:28:44.000Z,"RT @AhmadJawadBTH: ملائیشیا میں پچھلے 5سال میں 3 پرائم منسٹر بدلے اور 2 الیکشنز ہو ۓ

برطانیہ میں پچھلے 5سال میں2 الیکشنز اور 5 پرائم منسٹر…",['1596979361848373248'],ur,
1596979226623606785,4074998777,2022-11-27T21:28:12.000Z,@SaleemKhanSafi Tmhain Apne Pathan Bhai p ghiarat Nai aye,['1596979226623606785'],hi,
1596979089570934785,4074998777,2022-11-27T21:27:40.000Z,RT @ImranRiazKhan: میں انسانی حقوق کے خود ساختہ چیمپیئن بلاول زرداری کو اپنے صوبے میں پچہتر سالہ سینیٹر پر ایک رات میں 2 درجن مقدمات درج کر…,['1596979089570934785'],ur,
1596978846683009025,4074998777,2022-11-27T21:26:42.000Z,RT @Naya__Pakistan_: عمران خان کے کل کے جلسے کی انٹرنیشنل میڈیا پر دھوم https://t.co/YwOphEw2gT,['1596978846683009025'],ur,
1596978600246640640,4074998777,2022-11-27T21:25:43.000Z,RT @ShireenMazari1: Senator Swati suffered custodial torture after being stripped naked; a video of his wife &amp; him was sent to his family a…,['1596978600246640640'],en,
1596978551768875008,4074998777,2022-11-27T21:25:31.000Z,RT @Asad_Umar: اعظم سواتی کا کیس بنیاد بنے گا کے طاقتور اداروں کے بڑے عہدوں پر بیٹھنے والوں کو کیا کہا جا سکتا ہے اور کیا نہیں. یہ بھی ہمیش…,['1596978551768875008'],ur,
1596978431316856832,4074998777,2022-11-27T21:25:03.000Z,RT @ImranRiazKhan: اسٹیبلشمنٹ ایسی FIRs اور ہتھکنڈے اس ملک ملک میں کئی دہائیوں سے استعمال کر رہی ہے مگر اس بار PDM کی اتحادی حکومت میں شامل…,['1596978431316856832'],ur,
1596978387905818624,4074998777,2022-11-27T21:24:52.000Z,@waqarsatti Lakh Di lanat jhoot Bolte sharam Ni ati,['1596978387905818624'],hi,
1596978258410582016,4074998777,2022-11-27T21:24:21.000Z,RT @ImranRiazKhan: ن لیگ کے خلاف مخالفین کو کمپین ہی نہیں کرنا پڑتی۔ صرف اتنا پوچھتے ہیں کہ بڑے میاں صاحب کہاں ہیں؟ اور الیکشن فارغ 😂🤣😂🤣,['1596978258410582016'],ur,
1596962217790177280,4074998777,2022-11-27T20:20:37.000Z,RT @iqrarulhassan: شہباز شریف صاحب کی ایڈمنسٹریٹو صلاحیتوں کے بارے میں خوش گمان تھا لیکن نو ماہ کی حکومت اب تک بانجھ ہے۔ زرداری صاحب کے زی…,['1596962217790177280'],ur,
1596962063913738240,4074998777,2022-11-27T20:20:00.000Z,RT @Zyyan_Ali: کاشف عباسی اعظم سواتی کی گرفتاری پر کھل کے بول گیا بدلے نہیں لیے جاتے👏 https://t.co/SqTsvbQuc6,['1596962063913738240'],ur,
1596961927183601665,4074998777,2022-11-27T20:19:28.000Z,"RT @PTIPoliticsss: PMLN Ex PM Raja Farooq lost Jhelum Valley to PTI
PMLN AJK President Shah Ghulam Qadir lost home UC &amp; Neelum Valley to PT…",['1596961927183601665'],en,
1596936327488208896,4074998777,2022-11-27T18:37:44.000Z,RT @BabarAwanPK: اعظم سواتی کے خلاف 5 ایف آئی آر کراچی، تین گھوٹگی، دو جیکب آباد، دو بلوچستان، سکھر، قمبر شہدادکوٹ، لاڑکانہ، نوابشاہ اور نا…,['1596936327488208896'],ur,
1596929206688313344,4074998777,2022-11-27T18:09:27.000Z,"RT @MashwaniAzhar: رانا ثنأللہ نےشرلی چھوڑی کہ KP اور پنجاب میں تحریک عدم اعتماد لائیں گے
1) اسمبلی KP میں PTI کی دو تہائی اکثریت ہے
2) پنج…",['1596929206688313344'],ur,
1596927024048013312,4074998777,2022-11-27T18:00:46.000Z,"RT @NausheenPirwani: ”ہم صرف جنازے میں اکٹھے ہوتے ہیں“
عمران بھائی بات سچی کہہ گئے اور شرمندہ کر دیا! 
#ReleaseAzamSawati #ArshadSharifShah…",['1596927024048013312'],ur,
1596876351705092096,4074998777,2022-11-27T14:39:25.000Z,"RT @arabnewspk: #WATCH: “It takes a falcon’s eye to extract these historical wonders.”

Traders selling nostalgia in Karachi's Saddar area…",['1596876351705092096'],en,
1596873289120772098,4074998777,2022-11-27T14:27:15.000Z,"RT @PTIPoliticsss: Breaking News!
PTI wins UC Panjkot Muzaffarabad along with all 6 wards of the UC!",['1596873289120772098'],en,
1596868857469505536,4074998777,2022-11-27T14:09:38.000Z,"RT @HniaziISF: Arrest faisal naseer and #ReleaseAzamSwati 

Say no to badmash FIA in islamabad. Enough is enough. 

If we didn’t March towa…",['1596868857469505536'],en,
1596868852578942977,4074998777,2022-11-27T14:09:37.000Z,RT @zartajgulwazir: اعظم سواتی صاحب کے حقوق پامال ہونے پر ظالموں کے خلاف ایکشن لینے کے بجائے بزرگ سیاستدان پر ہی بارہا اشکبار احتجاج کرنے پ…,['1596868852578942977'],ur,
1596868852578922497,4074998777,2022-11-27T14:09:37.000Z,RT @ChParvezElahi: اللہ تعالیٰ نے عمران خان کو ایک نئی زندگی عطا کی ہے۔ راولپنڈی جلسے میں عمران خان کی سیاسی حکمت عملی فیصلہ کن راؤنڈ میں د…,['1596868852578922497'],ur,
1596861647171514368,4074998777,2022-11-27T13:40:59.000Z,RT @ChParvezElahi: پنجاب حکومت عمران خان کی امانت ہے۔ ہم وضع دار لوگ ہیں جس کے ساتھ چلتے ہیں اس کا ساتھ نہیں چھوڑتے۔ اسمبلیوں سے جب استعفے…,['1596861647171514368'],ur,
1596846063495041025,4074998777,2022-11-27T12:39:04.000Z,RT @RealWaqarMaliks: 30 نومبر سے ایسا ٹرینڈ ہونا چاہیئے کہ #امپورٹڈ_حکومت_نامنظور والے ٹرینڈ کا ریکارڈ بھی ٹوٹ جائے یہ پاکستان کی بقا کیلئے…,['1596846063495041025'],ur,
1596845612032741377,4074998777,2022-11-27T12:37:16.000Z,RT @BabarAwanPK: برہنہ اور custodial ٹارچر کئے جانے کے بعد اعظم سواتی انصاف مانگتے مانگتے پھر ناانصافی کا شکار ہوگئے۔ ایک ہی الزام پر ایک پ…,['1596845612032741377'],ur,
1596845467119542278,4074998777,2022-11-27T12:36:41.000Z,@TararAttaullah Chamcha Kam uthao Bhai ....jisn ajtk  1 election contest nai Kia ....,['1596845467119542278'],hu,
1596845193386373121,4074998777,2022-11-27T12:35:36.000Z,RT @NAVEEDDEERATH: جس ملک میں ایک BA پاس لڑکا CSS/PMS کر کے بیوروکریٹ بن جائے اور نتیجتاً ڈاکٹرز، انجینئیرز اور ریسرچرز اس کی ماتحتی میں ہو…,['1596845193386373121'],ur,
1596845094836924416,4074998777,2022-11-27T12:35:13.000Z,RT @mustafa_nawazk: چاہے علی وزیر کی بندش ہو یا محسن داوڑ کے اوپر سفری پابندیاں ۔ مریم نواز کے کمرے کا دروازہ توڑ کر اندر داخل ہو جانا ہو ی…,['1596845094836924416'],ur,
1596844913567895552,4074998777,2022-11-27T12:34:29.000Z,"RT @Realaddy01: Why he was not arrested and faced same embarrassment? Or stripped naked for his abusive behavior 

#ReleaseAzamSwati 

 htt…",['1596844913567895552'],en,
1596843820276387840,4074998777,2022-11-27T12:30:09.000Z,RT @Naya__Pakistan_: سی سی ٹی وی فوٹیج عمران خان کی ائیر پورٹ سے https://t.co/OuZUx2744G,['1596843820276387840'],ur,
1596843739590557697,4074998777,2022-11-27T12:29:50.000Z,RT @ImranRiazKhan: اگر پی ٹی آئی پنجاب اور خیبر پختونخواہ اسمبلیاں توڑ دیتی ہے اور سندھ اور بلوچستان سے استعفے بھی دے دے تو الیکشن کمیشن کو…,['1596843739590557697'],ur,
1596843695957213185,4074998777,2022-11-27T12:29:39.000Z,RT @ArfaSays_: It is not that BCCI does not wants to play in Pakistan due to some security reasons. The security reasons are all unnecessar…,['1596843695957213185'],en,
1596843057508679681,4074998777,2022-11-27T12:27:07.000Z,RT @alizaihere: ہم پی ٹی آئی کا والنٹیر گروپ بنانے جا رہے ہیں جس کا کام ٹویٹر پر ٹرینڈز بنانا اور عمران مخالف بیانیہ دفنانہ ہے ، گروپ میں ش…,['1596843057508679681'],ur,
1596842968224501761,4074998777,2022-11-27T12:26:46.000Z,RT @MazharAbbasGEO: PEMRA's decision to cancel any TV channel licence without show-cause would be illegal. It should act as per law. There…,['1596842968224501761'],en,
1596839201495842818,4074998777,2022-11-27T12:11:48.000Z,RT @Haqeeqat_TV: گل چھا گیا ہے... اف🤣🤣🤣🤣 https://t.co/mfiO6QwKHw,['1596839201495842818'],ur,"{'copyright': False, 'country_codes': ['IN']}"
1596838652684140544,4074998777,2022-11-27T12:09:37.000Z,"RT @PTIPoliticsss: Voting ends in polling stations in areas of Muzaffarabad, Neelum Valley and Jhelum Valley for AJK. The results from 9 se…",['1596838652684140544'],en,
1596823380673851393,4074998777,2022-11-27T11:08:56.000Z,"RT @MashwaniAzhar: اسلام آباد ہائی کورٹ کے فیصلے کی رو سے “توہینِ باجوہ” کو “توہینِ فوج” نہیں قرار دیا جا سکتا

جسٹس بابر ستار نے فیصلے میں…",['1596823380673851393'],ur,
1596821474819833856,4074998777,2022-11-27T11:01:21.000Z,RT @ImranRiazKhan: یہ غیر قانونی عمل اور حراساں کرنے کا طریقہ ہے مگر آپ تو حکومت میں ہیں۔ چند ماہ پہلے آپ ایسی کاروائیوں کا الزام حکومت پر…,['1596821474819833856'],ur,
1596818620587585536,4074998777,2022-11-27T10:50:01.000Z,"RT @PTIPoliticsss: Azad Kashmir Election Update!
Polling will continue in Muzaffarabad, Neelum Valley and Jhelum Valley till 5pm today for…",['1596818620587585536'],en,
1596812754874433536,4074998777,2022-11-27T10:26:42.000Z,RT @BabarAwanPK: اعظم سواتی نے فاضل ڈیوٹی مجسٹریٹ کو درخواست دی کہ انہیں ایف آئی آر کے بہانے، بلوچستان لے جانے کے پیچھے اُن کے قتل کی سازش…,['1596812754874433536'],ur,
1596812754832461824,4074998777,2022-11-27T10:26:42.000Z,RT @RizwanGhilzai: جج بننےکےخواہشمند طلباء اگر کسی بھی قسم کےخوف کی وجہ سےطاقتور مجرم کےخلاف فیصلےنہیں کرسکتےتو محض مراعات کی خاطر جج بن کر…,['1596812754832461824'],ur,
1596812334290587649,4074998777,2022-11-27T10:25:02.000Z,"RT @BabarAwanPK: پاکستان کا نیو گورنسس آردڑ
فریڈم آف expression کی جگہ فریڈم آف oppression کا راج۔ آئینی حقوق، شہری آزادیاں سلب۔ جس اسپیڈ س…",['1596812334290587649'],ur,
1596812099782676482,4074998777,2022-11-27T10:24:06.000Z,RT @khurram143: اعظم سواتی کی گرفتاری پر سینیٹ کی قائمہ کمیٹی برائے داخلہ نے ڈی جی ایف آئی اے کو طلب کر لیا۔,['1596812099782676482'],ur,
1596811991603367938,4074998777,2022-11-27T10:23:40.000Z,RT @AnwarLodhi: جس سینیٹر پر بے پناہ تشدد کیا گیا، اسکی تزلیل کی گئی، اسکی گھریلو خواتیں کی وڈیو بنا کر اسے بلیک میل کیا گیا اس نے اگر اس پ…,['1596811991603367938'],ur,
1596811725822906370,4074998777,2022-11-27T10:22:37.000Z,"RT @tonyashai: When I came to #America I was 20 years of age and as I got exposed to #Freedom in USA, I could Never live in any other count…",['1596811725822906370'],en,"{'copyright': False, 'country_codes': ['IN']}"
1596811566409973760,4074998777,2022-11-27T10:21:59.000Z,"RT @RoymukhtarRoy: احمد نورانی کی سٹوری چھ دن سے گردش کر رہی ہے
آئی ایس پی آر نے اسے کوئی جواب نہیں دیا ؟
کل مگر جیسے ہی عمران خان نے باجوہ…",['1596811566409973760'],ur,
1596811508557570048,4074998777,2022-11-27T10:21:45.000Z,"RT @balochi5252: پاکستان میں پچھلے سات ماہ میں جتنی بھی ہیومن رائٹس کی خلاف ورزیاں ہوئی ہیں، 
میں ان سب چیزوں کو اکٹھا کر کے اپنے ممبر آف پ…",['1596811508557570048'],ur,
1596810383905492994,4074998777,2022-11-27T10:17:17.000Z,@afnanullahkh Jo bahar h bhagora usko bulao .....,['1596810383905492994'],hi,
1596809577206464514,4074998777,2022-11-27T10:14:05.000Z,RT @RaheeqAbbasi: جنرل باجوہ جاتے جاتے نئے آرمی چیف جنرل عاصم منیر  کے لئے مزید مسائل کتنے مسائل پیدا کرنا چاہتے ہیں۔ آج پہلے اعظم سواتی کو…,['1596809577206464514'],ur,
1596809522898563072,4074998777,2022-11-27T10:13:52.000Z,RT @HamidMirPAK: What does it means? Somebody is more powerful than the parliament. It is a slap to all the parliamentarians who think they…,['1596809522898563072'],en,
1596809327775555584,4074998777,2022-11-27T10:13:05.000Z,"RT @ImranARaja1: تُم کسی کی بیٹی کو اسکے ماں باپ کے نازیبا ویڈیوز بھیجو اور غیرت نا جاگے
اور اگلا جواب میں گالی نکال دے تو اتنی غیرت کہ اس…",['1596809327775555584'],ur,
1596808596125548545,4074998777,2022-11-27T10:10:11.000Z,RT @RaheeqAbbasi: جنرل باجوہ کی فیملی کے اثاثوں کی خبرکے جواب  میں  @OfficialDGISPR کی طرف جاری کیاگیابیان غیر ضروری ہے۔ آئی ایس پی آر افوا…,['1596808596125548545'],ur,
1596808547131863041,4074998777,2022-11-27T10:09:59.000Z,RT @ameerabbas84: صرف یہ ہی نہیں بلکہ جنرل باجوہ کو fact focus کو ہرجانے کا نوٹس بھیجا چاہیے تھا۔ ایک ہفتہ ہو گیا، اگر خبر غلط ہے تو ہتک عز…,['1596808547131863041'],ur,
1596778355546021890,4074998777,2022-11-27T08:10:01.000Z,@HamidMirPAK Sahb 2 (lac),['1596778355546021890'],ht,
1596776099618652160,4074998777,2022-11-27T08:01:03.000Z,RT @HabibA_kram: اعظم سواتی کو دوبارہ گرفتار کرلیا گیا ہے یہ اس ملک کے انصاف کے نظام پر تمچا ہے,['1596776099618652160'],ur,
1596776076084404225,4074998777,2022-11-27T08:00:57.000Z,"RT @EjazChaudhary: سینیٹر اعظم سواتی کے معصوم بچوں کے سامنے تشدد کیا،برہنہ کیا،شرمناک ویڈیو بنائی اور چلائی

قصور یہ ہے کہ اُس نے بھرے دربا…",['1596776076084404225'],ur,
1596776012171595777,4074998777,2022-11-27T08:00:42.000Z,RT @CHGHULAMHUSAlN: تین ہفتے قبل میرے قائد کو 4 گولیاں لگیں اور وہ ساری تکلیف بھلا کر کل دوبارہ اپنی قوم کے ساتھ کھڑا تھا۔ دوسری طرف وہ بھگ…,['1596776012171595777'],ur,
1596772939323822081,4074998777,2022-11-27T07:48:29.000Z,@ShahidAbbasiPak @iRaiSaqib Desi ghee,['1596772939323822081'],hi,
1596772776521916416,4074998777,2022-11-27T07:47:51.000Z,"RT @ImranRiazKhan: ابھی تو صرف گرفتاری کی تمیز اور طریقہ سمجھایا ہے۔ انہیں اعظم سواتی سے بہتر استاد نہیں ملے گا۔
 https://t.co/NzPDlD3N6c",['1596772776521916416'],ur,
1596772720712495107,4074998777,2022-11-27T07:47:37.000Z,"RT @MoeedNj: Pakistan's Dark Age! An octogenarian Senator of Pakistan was arrested, beaten, stripped naked &amp; videos made of private moments…",['1596772720712495107'],en,
1596772453174607872,4074998777,2022-11-27T07:46:34.000Z,RT @fawadchaudhry: اعظم سواتی کی تنقید سے اتنا خوف کہ انھیں پھر گرفتار کر کیا گیا، اگر آپ لوگوں کو غیر قانونی طور پر گراغوء کریں گے ان پر ت…,['1596772453174607872'],ur,
1596772246408003589,4074998777,2022-11-27T07:45:44.000Z,RT @ShkhRasheed: وزیر داخلہ نے خوف وحراس پیدا کیالیکن عوام کا سمندر الیکشن کےلیے ریفرنڈم تھااعظم سواتی کی گرفتاری الیکشن سےخوفزدہ حکومت کی…,['1596772246408003589'],ur,
1596772199561834497,4074998777,2022-11-27T07:45:33.000Z,RT @ShkhRasheed: اگر عمران خان صوبائی اسمبلیوں سے نکل آئےتو567نشستیں خالی ہونگی اور اپریل میں جنرل الیکشن ہونگے،میں پہلے ہی کیبینیٹ میں کہت…,['1596772199561834497'],ur,
1596772125347651584,4074998777,2022-11-27T07:45:15.000Z,RT @MuradSaeedPTI: تم ۷۵ سال کےشخص پر پوتے پوتیوں کےسامنے تشدد کرو۔اس کو ننگا کرو۔اس کےگھر کی حرمت پامال کرو۔ مگر الامان الحفیظ اگر وہ تم پ…,['1596772125347651584'],ur,
1596771989246468098,4074998777,2022-11-27T07:44:43.000Z,RT @ImranRiazKhan: کسی کو ننگا کرنا جرم ہے یا اس جرم کے خلاف آواز اٹھانا جرم ہے؟ اسلامی جمہوریہ پاکستان میں ظلم کا سلسلہ جاری ہے۔ تو پھر حق…,['1596771989246468098'],ur,
1596769366930264064,4074998777,2022-11-27T07:34:18.000Z,RT @2Kazmi: استعفوں کا فیصلہ کر کے عمران خان نے سیاسی دیگ کو ہلکی آنچ پر رکھ دیا ہے جس کی تپش مخالفین اور ناقدین کو مسلسل محسوس ہوتی رہے گی…,['1596769366930264064'],ur,
1596768830554255369,4074998777,2022-11-27T07:32:10.000Z,"RT @MaleehaHashmey: سینیٹر اعظم سواتی کو دوبارہ اسی جرم کی پاداش میں دوبارہ گرفتار کرنے کا کیا مقصد ہے؟

کیا یہ بتانا مقصود ہے کہ قوم جتنا…",['1596768830554255369'],ur,
1596768805270818816,4074998777,2022-11-27T07:32:04.000Z,RT @alisalmanalvi: اعظم سواتی نے کہا تھا کہ مجھے چُپ کروانا ہے تو مجھے گولی مار دو کیونکہ میں روز مرتا ہوں۔ اعظم سواتی جتنی دیر زندہ ہیں وہ…,['1596768805270818816'],ur,
1596768625591218176,4074998777,2022-11-27T07:31:21.000Z,RT @adnanaadil: آصف زرداری نے بطور صدر دو بی ایم ڈبلیو اور دو ٹویوٹا جیپس توشہ خانہ سے حاصل کیں اور انکے عوض ان گاڑیوں کی اصل قیمت کی بجائے…,['1596768625591218176'],ur,
1596768557337317376,4074998777,2022-11-27T07:31:05.000Z,RT @ameerabbas84: اعظم سواتی نے رات جنرل باجوہ اور ایک اور فوجی افسر پر تنقید کی، جنرل باجوہ عوامی عہدے پر فائز ہیں، انکے اثاثے کوئی راز نہ…,['1596768557337317376'],ur,
1596730091047817216,4074998777,2022-11-27T04:58:14.000Z,RT @AbdulqadirARY: 8 ماہ ہو گئے عمران خان عوام کو سڑکوں پر نکال رہے ہیں لیکن عوام نہیں تھکی، ہر بار لگتا ہے اس بار جلسے میں لوگ نہیں نکلیں…,['1596730091047817216'],ur,
1596729930334687233,4074998777,2022-11-27T04:57:35.000Z,RT @AliJafarAnwar: کسی نے کیا خوبصورت بات لکھی ہے کہ تاریخ پاکستان میں پہلی بار ایک سیاستدان کے بیانیے کی وجہ سے جنرلز بار بار اپنی حب الوط…,['1596729930334687233'],ur,
1596729497277313027,4074998777,2022-11-27T04:55:52.000Z,RT @ZubairAlikhanUN: انڈیا کے آرمی چیف کے کل اثاثے 29 لاکھ روپے ہیں جنرل باجوہ آپ کے کتنے اثاثے ہیں اور کیسے بنائیں ہیں قوم کو یہ بتائیں؟ س…,['1596729497277313027'],ur,
1596729181655556097,4074998777,2022-11-27T04:54:37.000Z,RT @ImranKhanPTI: His justifiable anger &amp; frustration at the injustice meted out to him especially the doors of SC remaining closed to him…,['1596729181655556097'],en,
1596729141776228353,4074998777,2022-11-27T04:54:27.000Z,RT @ImranKhanPTI: I am shocked &amp; appalled at how rapidly we are descending into not just a banana republic but a fascist state. How can any…,['1596729141776228353'],en,
1596719231026212864,4074998777,2022-11-27T04:15:04.000Z,RT @alisalmanalvi: @MashwaniAzhar اعظم سواتی نے کہا تھا کہ مجھے چُپ کروانا ہے تو مجھے گولی مار دو کیونکہ میں روز مرتا ہوں۔ اعظم سواتی جتنی…,['1596719231026212864'],ur,
1596718491650134016,4074998777,2022-11-27T04:12:08.000Z,RT @ShireenMazari1: Senator Azam Swati arrested again by FIA after he spoke at our Azadi March where he asked some questions &amp; spoke abt wh…,['1596718491650134016'],en,
1596718360045420544,4074998777,2022-11-27T04:11:37.000Z,"RT @p4pakipower: اعظم سواتی کی تقریر جتنی ہو سکتی ہے پھیلائیں!!
#حقیقی_آزادی_مارچ https://t.co/Xirw4CwYpf",['1596718360045420544'],ur,
1596718317125107716,4074998777,2022-11-27T04:11:27.000Z,RT @SSEHBAI1: شرمندگی کا فیصلہ: خان کے شواورایک بڑے تدبّر والے فیصلے کے ردعمل میں وفاقی حکومت پھرغنڈہ گردی پراترآی اور بزرگ سینیٹراعظم سوات…,['1596718317125107716'],ur,
1596718127416762368,4074998777,2022-11-27T04:10:41.000Z,"RT @ImranRiazKhan: وہ بیساکھی کے سہارے زخمی میدان میں کھڑا ہے اور ایک لیڈر 3 سال سے دوائی لینے گیا ہے۔ تو پھر لیڈر کون؟
 https://t.co/RiEgV…",['1596718127416762368'],ur,
1596717572845580288,4074998777,2022-11-27T04:08:29.000Z,"RT @MashwaniAzhar: #اعظم_سواتی_کو_انصاف_دو 

ملک میں فرعونیت مسلسل جاری
اعظم سواتی کو انصاف دینے کی بجائے ایک بار پھر بیٹے سمیت گرفتار کر ل…",['1596717572845580288'],ur,
1596717384311918593,4074998777,2022-11-27T04:07:44.000Z,RT @Naya__Pakistan_: دل گردہ بڑا کرنا اور آجانا میدان میں https://t.co/eQtSD42TS9,['1596717384311918593'],ur,
1596716892739497984,4074998777,2022-11-27T04:05:47.000Z,RT @iihtishamm: Azam Sawati's arrest video. https://t.co/mHmMNP01X1,['1596716892739497984'],en,
1596716803287576576,4074998777,2022-11-27T04:05:26.000Z,RT @ImranKhanPTI: I want to thank all the people who came in such huge numbers from across Pakistan to our Rawalpindi Azadi March yeaterday…,['1596716803287576576'],en,
1596609026141425665,4074998777,2022-11-26T20:57:10.000Z,RT @SHABAZGIL: خان نے ساری زندگی جھکنا نہیں سیکھا اور نہ ہی کبھی اصولوں پر کمپرومائز کیا۔  آج کا خان کا فیصلہ انشاللہ ایک روشن پاکستان کے ل…,['1596609026141425665'],ur,
1596599526730731522,4074998777,2022-11-26T20:19:25.000Z,RT @Salman_ARY: https://t.co/poR1ycJagM via @YouTube beta ek wada hay mayra apse!!! Jab tak mayra andar saas hay may arshad kay liya laroo…,['1596599526730731522'],hi,
1596599457516322816,4074998777,2022-11-26T20:19:08.000Z,RT @Ghummans: بیشک ایک بولڈ فیصلہ،،،،،؟الیکشن کمیشن تمہارا،،،نئی تعیناتیاں بھی حکومت کی مرضی کی۔ پھر ڈر کس بات کا۔ ہمت کرو الیکشن کروا لو۔…,['1596599457516322816'],ur,
1596599305560678401,4074998777,2022-11-26T20:18:32.000Z,RT @Matiullahjan919: صوبوں کے چیف منسٹرزسے ملونگا اور ہم صوبائی اسمبلیوں سے نکلنے لگے ہیں۰۰۰ “نکلنے لگے ہیں” عمران خان کی نئے حالات میں نئی…,['1596599305560678401'],ur,
1596599195397459969,4074998777,2022-11-26T20:18:06.000Z,"RT @ImranARaja1: باجوہ نے شلواریں نیچے تو کروا لی ہیں پر اگلے اب واپس اوپر کسی وجہ سے ہی کریں گے ۔۔
“اب وہ کہہ رہے ہیں اپنے چاؤ پورے کر ہی…",['1596599195397459969'],ur,
