id,author_id,lang,text,edit_history_tweet_ids,created_at,withheld
1596851408837709825,939901806074912770,ur,یوتھیوں کی باجی یوتھیوں پہ پھٹ پڑی 🤣🤣🤣😂 https://t.co/wbfsiOSkc2,['1596851408837709825'],2022-11-27T13:00:18.000Z,
1596850590101172225,939901806074912770,ur,@MeZaildar کنڈا سسٹم اپلائی ہو سکتا ہے اس سولر سسٹم پہ 😁😁😁,['1596850590101172225'],2022-11-27T12:57:03.000Z,
1596837798946164738,939901806074912770,ur,@ImaanZHazir غفورا بہت بیشرم ہے ۔ یہ جب ڈی جی تھا تو لیٹنے اور لیٹانے کی باتیں کرتا تھا اور آج بڑا شریف بنا پھرتا ہے,['1596837798946164738'],2022-11-27T12:06:13.000Z,
1596829207669407751,939901806074912770,ur,RT @ImaanZHazir: آپ محسن داوڑ سے استعفیٰ کا مطالبہ کر رہے ہیں لیکن عمران خان کا چار سال تک بے اختیار وزیر اعظم بننا اور رہنا بالکل قابل قبو…,['1596829207669407751'],2022-11-27T11:32:05.000Z,
1596815969154105347,939901806074912770,ur,@Jawadullah_Haq حکومت شہباز شریف کی گرانی تھی خان صاحب نے یوتھیوں کو سرپرائز دینے کے لیے پرویز الٰہی اور محمود خان کی گرا دی,['1596815969154105347'],2022-11-27T10:39:29.000Z,
1596755160096641024,939901806074912770,und,"@Jawadullah_Haq یہ بندہ سیاسی بدو ہے اس کو کک کا بھی نہیں پتہ ہے ہر وقت جہاز بنا ہوا ہوتا ہے ۔ پنجاب اور کے پی توڑ دے آج ہی لگ پتہ جائے گا۔  
Provincial EC is autonomous institution will conduct general elections in respective provinces   . Ab na Faiz Sy Faizyab ho sky ga or na he pasha hai.",['1596755160096641024'],2022-11-27T06:37:51.000Z,
1596601279287287808,939901806074912770,ur,@MeZaildar مجھے بھی پتہ تھا ۔ کسی اور نے لکھا ہوتا تو چھ درجن پیاری پیاری گالیوں سے تواضع ہونا تھا 🤣🤣🤣😂❤️,['1596601279287287808'],2022-11-26T20:26:23.000Z,
1596599600982675456,939901806074912770,ur,@MeZaildar شہزادہ ❤️🙌,['1596599600982675456'],2022-11-26T20:19:42.000Z,
1596565654420668417,939901806074912770,ur,@fawadchaudhry ڈبو آپ تو فرما رہے تھے کہ ہم پنڈی سے واپس جانے کے لئے نہیں آئے ہیں 😂🤣😂😂,['1596565654420668417'],2022-11-26T18:04:49.000Z,
1596564727257509888,939901806074912770,ur,"عمران نیازی  جس اسمبلیوں کو توڑنے کا کہہ رہا ہے اس اسمبلیوں کے لئے ہم نے اپنی ہڈیاں تڑوادی ۔ چوہدری کا ردعمل😂😂😂😂
#کیسالگا_سرپرائز https://t.co/aUOJA4575J",['1596564727257509888'],2022-11-26T18:01:08.000Z,
1596561517306155008,939901806074912770,ur,@MoonisElahi6 @ChParvezElahi @ImranKhanPTI جس سیٹ کے لئے تمھارے ابا نے اپنی ہڈیاں تڑوائی تھیں وہ اتنی آسانی سے اسمبلی نہیں توڑے گا اقتدار اور کرسی کے معاملے میں تمھارے ابا حضور خان سے چار ہاتھ آگے کے گھٹیا ہیں۔ 😁😁😁,['1596561517306155008'],2022-11-26T17:48:23.000Z,
1596560824101109761,939901806074912770,ur,@FarooquiJameel تم بھی شیر ہو 😁😁😁😁,['1596560824101109761'],2022-11-26T17:45:37.000Z,
1596560463760093184,939901806074912770,ur,@EllahiHussain @ImranKhanPTI @ChParvezElahi پھر آپ کے ابا حضور نے اپنی ہڈیاں کیوں تڑوائی تھیں 😁😁,['1596560463760093184'],2022-11-26T17:44:11.000Z,
1596545798132862976,939901806074912770,ur,"RT @waqarsatti: توجہ طلب !!!!

آج جنرل فیض حمید اور عمران خان دونوں نے مستعفی ہونے کا اعلان کیا ہے۔ نومبر آنہیں رہا نومبر آگیا ہے۔ 

کون جی…",['1596545798132862976'],2022-11-26T16:45:55.000Z,
1596538850972782592,939901806074912770,ur,RT @mushtaqminhas: آیا تھا شہباز شریف کا سر لینے مگر پرویز الہی محمود خان خالد رشید اور تنویر الیاس کی حکومتوں کے خاتمے کا اعلان کرکے چلا گ…,['1596538850972782592'],2022-11-26T16:18:18.000Z,
1596538359727656966,939901806074912770,ur,RT @RanaSanaullahPK: اعتراف شکست! 7 ماہ قبل بنائے گئے پروگرام کو؛ دباؤ اور بلیک میلنگ کو بری طرح سے ناکامی کا سامنا، ”پنڈی میں سمندر لاؤں گ…,['1596538359727656966'],2022-11-26T16:16:21.000Z,
1596522208674779137,939901806074912770,ur,@ImranRiazKhan خاور منیکا کے بچوں کی طرح اسے اپنا باپ بنا لو تمھارے کام آئے گا آگے 😂😂😂,['1596522208674779137'],2022-11-26T15:12:11.000Z,
1596497897813848064,939901806074912770,und,@aziz_sabeen 😔,['1596497897813848064'],2022-11-26T13:35:34.000Z,
1596497737251717121,939901806074912770,ur,@ShehryarAfridi1 تمھارا باپ بھی چلا گیا ابھی تک کہاں مرے ہوئے تھے,['1596497737251717121'],2022-11-26T13:34:56.000Z,
1596478592661458956,939901806074912770,en,@AsmaAzam71 Last 2 are not Good if both are free 😂😂😂😁,['1596478592661458956'],2022-11-26T12:18:52.000Z,
1596476043316977664,939901806074912770,ar,جنت ❤️ https://t.co/mIJORiHHrI,['1596476043316977664'],2022-11-26T12:08:44.000Z,
1596475739955683329,939901806074912770,ur,"فیض سے فیض یاب بھی نہیں ہو سکا ۔ خود بھی ڈوبا اس بچارے کو بھی لائن پر لگا دیا۔  جان صاحب اب آپ کو جرنل پاشا اور فیض والا پیار نہیں مل سکتا دفع ہو کے سڑکوں پر زلیل ہوتے رہو شوق سے 😂😂😂
#فتنہ_فارغ_ہوگیا",['1596475739955683329'],2022-11-26T12:07:32.000Z,
1596453913103781889,939901806074912770,ur,"@MeZaildar جنگ نفرت ہے میاں جو بھی کرے جس سے کرے 
مرنے والوں کو شہید اوروں کو غازی نہ بنا ۔",['1596453913103781889'],2022-11-26T10:40:48.000Z,
1596452489465036801,939901806074912770,ur,@AsmaAzam71 @fawadchaudhry ڈبو کو تو سیریس ہی نہ لیں ۔ باقی اس کو جتنا زلیل مریم اورنگزیب نے کیا ہے شاید ہی کسی اور نے کیا ہو 😁,['1596452489465036801'],2022-11-26T10:35:08.000Z,
1596452102670262273,939901806074912770,ur,"@MeZaildar فتویٰ لگے ,سر کٹے جو بھی ہو کہی ہوئی بات سے واپس نہیں پھر سکتے ہیں سر جی",['1596452102670262273'],2022-11-26T10:33:36.000Z,
1596443846614781952,939901806074912770,und,"RT @VisitAFG: Qala-e Sabzi, Bamyan province 
📸 Pinar Noorata https://t.co/DZv944l4Oz",['1596443846614781952'],2022-11-26T10:00:48.000Z,
1596423716719955968,939901806074912770,ur,یہ بھی گیا 😂 https://t.co/jw5SWitpkH,['1596423716719955968'],2022-11-26T08:40:48.000Z,
1596416408002629632,939901806074912770,ur,RT @KeepsamM: پنڈی میں رہنے والے اس بات کی بھرپور طریقے سے تصدیق کر سکتے ہیں کہ جب مری روڈ پر اچانک گلیوں میں سے ایک پاگل کتا بھاگتا ہوا سڑ…,['1596416408002629632'],2022-11-26T08:11:46.000Z,
1596414709225619456,939901806074912770,in,@ShahBukhari397 @Northren_blood Wah wah  . 👏👏,['1596414709225619456'],2022-11-26T08:05:01.000Z,
1596395082131070976,939901806074912770,ur,"تو میری مشکلات کیا سمجھے 
تجھ کو آتا ہے بس خدا ہونا",['1596395082131070976'],2022-11-26T06:47:01.000Z,
1596394570081742849,939901806074912770,ur,"شہریار آفریدی کا باپ جا رہا ہے 😂😛
@ShehryarAfridi1 https://t.co/UnxUXC55Ii",['1596394570081742849'],2022-11-26T06:44:59.000Z,
1596393598819631104,939901806074912770,ur,"چھپاتے رہتے ہیں دکھ درد , رو نہیں پاتے 
یہ وہ جہاں ہے جہاں مرد رو نہیں پاتے
 
ڈاکٹر ساجد رحیم",['1596393598819631104'],2022-11-26T06:41:08.000Z,
1596390776480538624,939901806074912770,en,RT @GBinPictures_: Way to Beautiful Hunza  🇵🇰 https://t.co/IYfSJoRIAq,['1596390776480538624'],2022-11-26T06:29:55.000Z,
1596390738945867776,939901806074912770,en,RT @Islamabadies: Streets of Sector G-6 #Islamabad. 🍂 https://t.co/6ia3sOxG3T,['1596390738945867776'],2022-11-26T06:29:46.000Z,
1596390550810206208,939901806074912770,ur,"اور کیا ہو گا بھلا سینے میں دِل کا مصرف؟ 
بس اِسی واسطے رکھا ہے کہ ؛ دُکھایا جائے",['1596390550810206208'],2022-11-26T06:29:01.000Z,
1596381504145432576,939901806074912770,ur,"@RajeelAyesha @Islamabadies یہ بات تو مان لیں اکثر حادثے آنٹیوں کی وجہ سے ہوتے ہیں۔  اب یہی واقع دیکھ لیں آنٹی نے بائیک کو روندا اور بھاگنے کی بھی کوشش ۔ چوری اور اوپر سے سینہ زوری ۔
آنٹی کا لفظ اگر اتنا برا لگا تو بتا دیں کچھ اور کہہ کے پکار لینگے ۔ تربیت تو یہی ہوئی ہے خواتین کو آنٹی یا ناں جی کہیں کہہ کے",['1596381504145432576'],2022-11-26T05:53:04.000Z,
1596264107082412032,939901806074912770,ur,"RT @1Shayari: ازل سے حسن پرستی لکھی تھی قسمت میں
مرا مزاج لڑکپن سے عاشقانہ ہے",['1596264107082412032'],2022-11-25T22:06:34.000Z,
1596234944980062208,939901806074912770,en,3 people followed me and 2 people unfollowed me // automatically checked by https://t.co/7m3k4rG94o,['1596234944980062208'],2022-11-25T20:10:42.000Z,
1596216487362297858,939901806074912770,ur,@AsmaAzam71 اب یوتھئے اسماء اعظم صاحبہ کو گالیاں بکنا شروع کریں گے ۔😂😂😂,['1596216487362297858'],2022-11-25T18:57:21.000Z,
1596213654781046784,939901806074912770,hi,"RT @FilmHistoryPic: “..waqt ne kiya kya haseen sitam
tum rahe na tum,
hum rahe na hum..”

(1959) Kaagaz Ke Phool - Guru Dutt, Waheeda Rehma…",['1596213654781046784'],2022-11-25T18:46:06.000Z,
1596213141373079553,939901806074912770,und,@Ayeshabbasi_ @Shiffa_ZY 😂😂😂,['1596213141373079553'],2022-11-25T18:44:03.000Z,
1596212957372874753,939901806074912770,ur,@Shiffa_ZY آنٹی صحافت اور سیاست میں کوئی ایک چوس کریں۔ دو کشتیوں پر بیٹھا مسافر کہیں نہیں پہنچتا ہے۔ 😁😁😁,['1596212957372874753'],2022-11-25T18:43:19.000Z,
1596210751982956545,939901806074912770,ur,@RajeelAyesha @Islamabadies باقی آپ کیوں غصہ ہو رہی ہیں آپ  آنٹی تھوڑی ہیں یا آپ کو ہم نے تھوڑی کچھ کہا ہے 😂,['1596210751982956545'],2022-11-25T18:34:34.000Z,
1596210485866684416,939901806074912770,ur,@RajeelAyesha @Islamabadies محترمہ پچھلے سال کی بات بتا رہا ہوں ایک آنٹی نے جناح سپر میں پارکنگ میں کھڑی گاڑی میں اپنی گاڑی   ٹھوک دی اور رونے لگی ۔ اب نہ ہم ان سے چابی لے سکتے تھے نہ جھگڑا اور نہ ہی بحث ۔ واپسی پر آنٹی کو اپنا ڈرائیور بھی دیا ہم نے اور کیا کرتے ۔,['1596210485866684416'],2022-11-25T18:33:30.000Z,
1596209649006817280,939901806074912770,en,@ShahBukhari397 @wajahatgilgiti Very Sad 😭😭,['1596209649006817280'],2022-11-25T18:30:11.000Z,
1596196507006676993,939901806074912770,en,"RT @ImamHussain_AS: “Be soft, but do not be weak.”

—Imam Ali (as)",['1596196507006676993'],2022-11-25T17:37:57.000Z,
1596187585000656896,939901806074912770,ur,@HumayunArshad99 @najafzal1993 @Islamabadies ڈر جاتی ہیں بچاری خواتین اس لئے بھاگ جاتی ہیں 😒😢,['1596187585000656896'],2022-11-25T17:02:30.000Z,
1596186173914873856,939901806074912770,ur,@ShahBukhari397 ہو ٹویٹ ڈلیٹ تھے ۔😂😂,['1596186173914873856'],2022-11-25T16:56:54.000Z,
1596183583777247232,939901806074912770,ur,@ShayanA2307 شایان پھر اپنی آمی کو پکڑوا نہ دینا 😂😂😁😁,['1596183583777247232'],2022-11-25T16:46:36.000Z,
1596183168729681922,939901806074912770,ur,@ShahBukhari397 گوٹئے ایس ادے تھرینن 😁😂,['1596183168729681922'],2022-11-25T16:44:57.000Z,
1596166442336092160,939901806074912770,en,Go to reply section 😂😂😂😂 https://t.co/MUfASoMNOp,['1596166442336092160'],2022-11-25T15:38:29.000Z,
1596165012506173539,939901806074912770,ur,"@meowlana_ تقدیر کا فیصلہ تو ہے مگر استوری بھائی کی محنت قابلیت اور چالاکی کو بھی داد دینا تو پڑے گا ۔ 
BTW Congratulations 🥳🎉",['1596165012506173539'],2022-11-25T15:32:48.000Z,
1596163708874592258,939901806074912770,ur,@Jooookeeeerrrr ابا بنا لو وہ بہتر رہے گا 😂😂😂,['1596163708874592258'],2022-11-25T15:27:38.000Z,
1596162589746143232,939901806074912770,ur,"@najafzal1993 @Islamabadies میں نے کسی کو ٹارگٹ نہیں کیا اگر آپ کو برا لگا تو معزرت کرتا ہوں۔ 
میں نے جتنے بھی حادثے دیکھے ہیں اسلام آباد میں اکثر خواتین کے ہوتے ہیں اور گاڑی کسی کی گاڑی  میں ٹھوک کے نیچے بھی نہیں اترتی ہے اسی لئے دکھ ہوتا ہے ۔ باقی حادثہ کوئی خوشی سے نہیں کرتا ہے۔",['1596162589746143232'],2022-11-25T15:23:11.000Z,
1596141156668088320,939901806074912770,ur,@samiabrahim لعنت ہے تمھاری زندگی پہ ۔ تمھیں فواد چوہدری نے ٹھیک تھپڑ مارا تھا تم اسی کے لائق ہو,['1596141156668088320'],2022-11-25T13:58:01.000Z,
1596140607277305857,939901806074912770,ur,@Islamabadies آنٹیوں سے درخواست ہے گاڑی سیکھ کر سڑک پر چلائیں۔ صرف اسٹیرنگ گھمانے سے کوئی ڈرائیونگ نہیں سیکھتا ہے۔ 🙏🙏,['1596140607277305857'],2022-11-25T13:55:50.000Z,
1596140042350923777,939901806074912770,en,"@isb_today Close all brothels , everything will be fine",['1596140042350923777'],2022-11-25T13:53:35.000Z,
1596139225573117952,939901806074912770,ur,@iVeenaKhan سر آپ نے کوئٹہ سے ہی ریٹائر ہونا ہے اب جو مرضی کر لو ۔ دوبارہ جی ایچ کیو آنا مشکل ہو گیا ہے آپ کا 😁😁😁😁😂,['1596139225573117952'],2022-11-25T13:50:20.000Z,
1596138405397934082,939901806074912770,ur,@AliAhmadAwan_ پنکی کہاں مر گئی ہے 😂😛,['1596138405397934082'],2022-11-25T13:47:05.000Z,
1596138298904571904,939901806074912770,ur,@AsadAToor فواد چوہدری کے ایک تھپڑ نے سمیع ابرہیم کو ایسا سیدھا کیا ہے جیسے باجوہ نے اپنا پپی 😂😂😂😁,['1596138298904571904'],2022-11-25T13:46:39.000Z,
1596063629006495749,939901806074912770,en,"This user @peaceforchange is now using his another account @iVeenaKhan . Follow him to get new updates. 😂😂😂😂😁
#AsimMuneer",['1596063629006495749'],2022-11-25T08:49:57.000Z,
1596057236878823424,939901806074912770,ur,RT @AsadAToor: جنرل عاصم مُنیر آدھی روٹی کھاتے ہیں اور باقی جانوروں کو پھینک دیتے ہیں میں نے بھی کھائی۔ ہارون الرشید,['1596057236878823424'],2022-11-25T08:24:33.000Z,
1596056615165120513,939901806074912770,ur,ڈالرز کے علاؤہ کوئی بات ہی نہیں کرتا ہے ۔ صحیح معنوں میں بزنس ٹائیکون ہے 😂😂😂😁 https://t.co/Nus3twhwgl,['1596056615165120513'],2022-11-25T08:22:05.000Z,
1596048180713504769,939901806074912770,ur,@SenKhanzada ایک شرط پر وہ یہ کہ تم مراد سعید بنو گے 😂😂,['1596048180713504769'],2022-11-25T07:48:34.000Z,
1596047791100682241,939901806074912770,und,@Faysal_Chaudary 😂😂😂😂😂😂😂😂😂😂,['1596047791100682241'],2022-11-25T07:47:01.000Z,
1595865269138001920,939901806074912770,ur,@QasimKhanSuri بالکل درست فرمایا۔  آج یزید کے پاس نہ اقتدار ہے نہ عزت ہے اور نہ ہی کوئی پوچھتا ہے ۔ کچھ عرصہ پہلے وہی یزید تخت پہ بیٹھ کے کہتا تھا میرے علاؤہ کوئی اور آپشن نہیں ہے اور آج در در کی ٹھوکریں کھا رہا ہے۔ کبھی لنگڑا بنتا ہے کبھی باغی  کبھی انقلابی  ابھی تو آگے اور زلیل ہوگا دیکھنا 😂,['1595865269138001920'],2022-11-24T19:41:44.000Z,
1595844000145182721,939901806074912770,en,@MeZaildar Block him,['1595844000145182721'],2022-11-24T18:17:13.000Z,
1595843315345260548,939901806074912770,art,😂😂😂😂😂 https://t.co/6N03TbXOop,['1595843315345260548'],2022-11-24T18:14:30.000Z,
1595804548211384321,939901806074912770,ur,RT @GulBukhari: ۔ ۔ اور قافلہ چلتا رہا https://t.co/upfAQYBpqF,['1595804548211384321'],2022-11-24T15:40:27.000Z,
1595796016108023809,939901806074912770,ur,"سب دُعائیں مسترد، اُن کی ادائیں مسترد!
کوششیں سب رائیگاں،سب التجائیں مسترد! https://t.co/8zdemG9JKk",['1595796016108023809'],2022-11-24T15:06:33.000Z,
1595776721722433538,939901806074912770,ur,@A_ProudCivilian @HamidMirPAK @ArifAlvi بہت زیادہ 😂,['1595776721722433538'],2022-11-24T13:49:53.000Z,
1595768300004425733,939901806074912770,ur,@HamidMirPAK @ArifAlvi اس غریب عورت کا بھی دکھ درد بانٹے خود بھی ڈوبی ہے اور غفورا اور فیض کو بھی بے فیض کر دیا ہے https://t.co/iXEWa4nF5K,['1595768300004425733'],2022-11-24T13:16:25.000Z,
1595766690461147136,939901806074912770,ur,"RT @UrduVirsa: پلٹ کر پھر یہیں آجائیں گے ہم 
وہ دیکھے تو  ہمیں  آزاد  کر  کے

پروین شاکر https://t.co/creXMQ3oUB",['1595766690461147136'],2022-11-24T13:10:01.000Z,
1595766516955348992,939901806074912770,ur,"یہ چوتیا پچھلے کچھ مہینوں سے بڑا انقلابی بنا پھرتا ہے 😂😂😂😂😁
@waqas_amjaad https://t.co/Oj9Mhs0feu",['1595766516955348992'],2022-11-24T13:09:20.000Z,
1595766002851409928,939901806074912770,ur,@AliAhmadAwan_ پھر یہ کیا ہے 😂😂😂 https://t.co/f2CRySXNXN,['1595766002851409928'],2022-11-24T13:07:17.000Z,
1595765730859012097,939901806074912770,ur,@ImranRiazKhan فیض حمید اور آصف غفور کو ٹھکانے لگانے کے بعد پنکی خود بھی سڑک پر آگئی ۔😂😁😁😁😁 https://t.co/ZZAV4Ek2Do,['1595765730859012097'],2022-11-24T13:06:12.000Z,
1595761146509889537,939901806074912770,ur,@AliAhmadAwan_ اگر کوئی لنگڑا اعتراض بھی کرے تو کوئی حیثیت ہے ؟ سوال یہ ہے,['1595761146509889537'],2022-11-24T12:47:59.000Z,
1595755850223833090,939901806074912770,ur,@SumoRizvi وینا ملک نے اپنا اکاؤنٹ آصف غفور سے واپس لے کر خود چلانا شروع کر دیا ہے 😂😂😂😁,['1595755850223833090'],2022-11-24T12:26:57.000Z,
1595755494865608705,939901806074912770,ur,@ImranRiazKhan چوتئے اپنی اوقات دیکھ کے بات کر 😂😁😁,['1595755494865608705'],2022-11-24T12:25:32.000Z,
1595754074791890945,939901806074912770,ur,یوتھیوں کی باجی کا اکاؤنٹ آصف غفور کے ہاتھ سے نکل کر کسی اور حاجی کے ہاتھ آیا ہے 😂😂😂😁 https://t.co/4CA5TPVyU4,['1595754074791890945'],2022-11-24T12:19:53.000Z,
1595720551787634688,939901806074912770,en,RT @FrontlineKamran: President Arif Alvi is only trying to bring significance for imran khan by consulting with him for the COAS — factuall…,['1595720551787634688'],2022-11-24T10:06:41.000Z,
1595717324203593729,939901806074912770,ur,ان کی پیدائش کس چکلے کی ہوگی۔  ہیرا منڈی یا  Daulatdia https://t.co/Qq2ewvgZYY,['1595717324203593729'],2022-11-24T09:53:51.000Z,
1595716060925263873,939901806074912770,en,"RT @BaytAlFann: The Old City of Sanaa in Yemen is one of the oldest cities in the world, continuously inhabited for more than 2500 years. M…",['1595716060925263873'],2022-11-24T09:48:50.000Z,
1595715066946519040,939901806074912770,en,"In 2018 Lt Gen Asim Munir became ISI DG but was removed from post by COAS at request of PM Imran Khan who was furious with him after he reportedly brought to the prime minister’s notice that the family of his wife Bushra Bibi was involved in corrupt practices
#فتنے_کا_کھیل_ختم https://t.co/LDejqUOxgQ",['1595715066946519040'],2022-11-24T09:44:53.000Z,
1595706960384593920,939901806074912770,in,Pory Month ke pocket Money Jama kr k Outfitters ke Jacket Nahi Le ja Skti hai 😂😂😂 https://t.co/RCgDEhAZsm,['1595706960384593920'],2022-11-24T09:12:40.000Z,
1595700071332708354,939901806074912770,ur,RT @realrazidada: پنکی پیرنی کی کرپشن پکڑنے والے حافظ عاصم منیر شاہ صاحب نئے آرمی چیف کے لئے نامزد، لالہ صحرائی اپریل میں باعزت لیٹائر ہو ک…,['1595700071332708354'],2022-11-24T08:45:18.000Z,
1595697982455906304,939901806074912770,art,😂😂😂😂😂 https://t.co/eTeqCAmMf6,['1595697982455906304'],2022-11-24T08:37:00.000Z,
