edit_history_tweet_ids,text,id,created_at,author_id,lang,geo
['1595010990290374664'],@melmagtilly @EventsFinch @Coatham Absolutely! All out earning 👌,1595010990290374664,2022-11-22T11:07:08.000Z,44103022,en,
['1594965689424642048'],An almost empty yard can only mean one thing this morning… yes I’ve been left behind @Coatham HQ today as a spare and everyone else has gone out 🚌 https://t.co/vUeTF167bW,1594965689424642048,2022-11-22T08:07:08.000Z,44103022,en,{'place_id': '67bc7263f7b9047b'}
['1594832552379940866'],@liv_rayment Hope you’re ok?…,1594832552379940866,2022-11-21T23:18:05.000Z,44103022,en,
['1594810805186617344'],@Sikkboi90 What an awesome shot 😍👍,1594810805186617344,2022-11-21T21:51:40.000Z,44103022,en,
['1594804390346498073'],@phoebetaylorxo Are you ok Phoebe?… look after yourself,1594804390346498073,2022-11-21T21:26:11.000Z,44103022,en,
['1594798345423585280'],"@countrybus @Coatham Same driver all day usually. We can change it easily if needed as it runs through our home town, but generally it’s the same driver start to finish",1594798345423585280,2022-11-21T21:02:10.000Z,44103022,en,
['1594700625702428672'],@liv_rayment Try a B9 with an ishift like I have 😅 I still love driving them though!,1594700625702428672,2022-11-21T14:33:51.000Z,44103022,en,
['1594639456023232513'],@rupert_airbear @busdriver_kenny that makes three of us mentoring today 🤣,1594639456023232513,2022-11-21T10:30:47.000Z,44103022,en,
['1594617262182436865'],Route learning another @Coatham colleague / getting chauffeur driven round the 18 this morning as we build a nice little team of drivers. It’s a cold one today - thankfully this Sprinter is warm! 😅 https://t.co/Yyy46vwpTU,1594617262182436865,2022-11-21T09:02:36.000Z,44103022,en,{'place_id': '16bba956e822b9b6'}
['1594616948041605123'],@busdriver_kenny Haha it definitely is!,1594616948041605123,2022-11-21T09:01:21.000Z,44103022,en,
['1594614486341672961'],@busdriver_kenny Snap! 🤣 https://t.co/mUnkmRKzAm,1594614486341672961,2022-11-21T08:51:34.000Z,44103022,sv,
['1594463907246022656'],@ThatSillyGinge Run the clock down if you’re winning,1594463907246022656,2022-11-20T22:53:13.000Z,44103022,en,
['1594445325774692352'],@gabrielladriver @airandspace If it’s any consolation it’s cold over here this week… minus numbers overnight tonight 🥶🤣,1594445325774692352,2022-11-20T21:39:23.000Z,44103022,en,
['1594436844925632514'],"@gabrielladriver @airandspace Top spot in NYC that one, enjoy 👍 https://t.co/UGbj9y2UDE",1594436844925632514,2022-11-20T21:05:41.000Z,44103022,en,
['1594326080537899008'],@SeanM1997 I don’t believe EK Cargo are regulars at EMA?…,1594326080537899008,2022-11-20T13:45:33.000Z,44103022,en,
['1594028090510000131'],Great 4-1 win for @Official_Darlo v Alfreton this afternoon under the lights! Through to FA Trophy round 3 in a few weeks 👍 https://t.co/Fkb4TBUXMQ,1594028090510000131,2022-11-19T18:01:27.000Z,44103022,en,{'place_id': '67bc7263f7b9047b'}
['1593998437552472064'],"FA Trophy 2nd round this afternoon sees Darlington take on Alfreton Town ⚽️ 
Looking good for round 3 at half time…! https://t.co/dxkgKMsa1A",1593998437552472064,2022-11-19T16:03:37.000Z,44103022,en,{'place_id': '67bc7263f7b9047b'}
['1593954510170357769'],"@mikemcniven Sounds familiar!
Here’s one I made earlier 🤣 https://t.co/UG1em19q4h",1593954510170357769,2022-11-19T13:09:04.000Z,44103022,en,
['1593724276460425217'],"@SPD_travels Looks a great job done by the crew, given the crap situation they were dealt!",1593724276460425217,2022-11-18T21:54:12.000Z,44103022,en,
['1593723903725142018'],@liv_rayment I always thought they had so many seconds to bleep out any bad words 🤷‍♂️ … and then to still play it 🤣,1593723903725142018,2022-11-18T21:52:43.000Z,44103022,en,
['1593715309160144897'],@josetteellenn You’ll need to get a big coat 🤣,1593715309160144897,2022-11-18T21:18:34.000Z,44103022,en,
['1593575028163055617'],"@aviosAdventurer Top tip! Don’t shout it too loudly though 🤣
Looks a beautiful day for it!",1593575028163055617,2022-11-18T12:01:08.000Z,44103022,en,
['1593543818242056198'],It’s Friday and that means another day on our @CoathamConnect service 18 for me… looks like it will be a much nicer day than yesterday at least! 😅 https://t.co/BVSgwBfF89,1593543818242056198,2022-11-18T09:57:07.000Z,44103022,en,{'place_id': '2040a64677cb2ce9'}
['1593366422490603521'],"@JacksonMacmanus @TransGirlEm @bustimes_org They’ll be duty numbers, not routes",1593366422490603521,2022-11-17T22:12:13.000Z,44103022,en,
['1593322684909322240'],@EventsFinch Made it round successfully! 😅,1593322684909322240,2022-11-17T19:18:25.000Z,44103022,en,
['1593322525861240833'],@d754771 Just a bit ‘moist’ 🤣,1593322525861240833,2022-11-17T19:17:47.000Z,44103022,en,
['1593319494029565953'],What a miserable day it’s been out there today… much fun dragging this round the country lanes in the dark &amp; very very wet. The river in Great Ayton looked very high! https://t.co/51nsjiKUTl,1593319494029565953,2022-11-17T19:05:44.000Z,44103022,en,{'place_id': '46f2260bd86a6f0c'}
['1593230456509517826'],@LucyPilot_ If it’s anything like the rain we’ve had all night and day so far… good luck!,1593230456509517826,2022-11-17T13:11:56.000Z,44103022,en,
['1593144375797858306'],"Woah it’s a miserable day today… much flooding already as we expect heavy rain all day in the Tees Valley 😬
I’m out in this Yutong this morning operating Y5 today, which should be good fun… it’s one of my favourite routes in our network 🥰 https://t.co/3zop3UhBB8",1593144375797858306,2022-11-17T07:29:53.000Z,44103022,en,{'place_id': '136eba28eed41876'}
['1593143909282369539'],@LucyPilot_ Get to know Real time trains… know your platform before everyone else 😉,1593143909282369539,2022-11-17T07:28:01.000Z,44103022,en,
['1592996740642541569'],@kelpizzuti @supersadez Aww congratulations!,1592996740642541569,2022-11-16T21:43:14.000Z,44103022,en,
['1592993619866439681'],@SPD_travels I think there is probably quite an opening in Orlando from the regions now TUI have moved down the road to Melbourne…,1592993619866439681,2022-11-16T21:30:50.000Z,44103022,en,
['1592990593063743489'],@LucyPilot_ I’m not sure LBA will be a wise choice weather wise… I guess they’ll be running low on options of who can take them capacity wise... I’m sure 2Excel being spread over 3 bases is not ideal and probably only temporary!,1592990593063743489,2022-11-16T21:18:48.000Z,44103022,en,
['1592971553326923776'],@d754771 Yeah coaches don’t go round either way unless they’ve got a very good lock (this one doesn’t!) so I just lined this up in the sun 😂,1592971553326923776,2022-11-16T20:03:08.000Z,44103022,en,
['1592911466654732294'],"Wednesday afternoon and it’s another different route for me - covering Y1 from Yarm back to Saltburn this evening.
It’s one of the things I love about being a spare driver - you get to explore right across the network! https://t.co/yjcGLfIPAR",1592911466654732294,2022-11-16T16:04:23.000Z,44103022,en,{'place_id': '0438297d5172894d'}
['1592792496844988417'],"Nice easy start to the day again… though I’ve not done P11 for a long time! Late start too, it doesn’t go into service until 0815! https://t.co/KGKw4fR7lI",1592792496844988417,2022-11-16T08:11:38.000Z,44103022,en,{'place_id': '55ab7e7959fd31ec'}
['1592635720656912385'],@aviosAdventurer Was it in the last place you looked?,1592635720656912385,2022-11-15T21:48:40.000Z,44103022,en,
['1592569079185178624'],"On Y5 this evening, one of 5 runs from Yarm we have… mine is the middle one here 🚌
Nice to do something a bit different - although it did test my route knowledge having not done it for a while 😅 Fun going round country lanes in the dark! https://t.co/2mvchY2Rm5",1592569079185178624,2022-11-15T17:23:51.000Z,44103022,en,{'place_id': '78dd29d60865d69c'}
['1592405022981390336'],@gabrielladriver Ambitious! 🤣,1592405022981390336,2022-11-15T06:31:57.000Z,44103022,en,
['1592265123946954752'],@AndythePandy_ Displaced yesterday from LBA so I assume they sent it with loads just in case… you’d think they’d have gone back to NCL though 🤣 unless it’s an LBA crew gone to get it in which case I guess MAN is closer,1592265123946954752,2022-11-14T21:16:03.000Z,44103022,en,
['1592249425711464448'],@mikeallen1988 Do you know what they behaved themselves today but the guys have had it in the garage. One of them used to refuse to close so we just use to lock it and use one!,1592249425711464448,2022-11-14T20:13:40.000Z,44103022,en,
['1592134018648219649'],"@mr_w_snapper It’s absolutely shocking, though I do find the wifi on Voyagers to be pretty good, far better than most",1592134018648219649,2022-11-14T12:35:05.000Z,44103022,en,
