lang,text,edit_history_tweet_ids,created_at,author_id,id,geo
en,"Single figures.
Very respectable.
Roll on Wednesday…🍒 v 🐺
#afcb #LIVBOU https://t.co/r0F7k9oFXt",['1563555596246269954'],2022-08-27T15:54:38.000Z,415801010,1563555596246269954,{'place_id': '7de31e05e99a00f8'}
en,"@afcbbiffer @StevieBeasy @TommyElph4 Agreed 100%. I think at the time it was the then new offside rule that came into play, and that’s where the confusion was with their goal. Big club bias and all that 😉",['1563470487342108674'],2022-08-27T10:16:26.000Z,415801010,1563470487342108674,{'place_id': '7de31e05e99a00f8'}
en,"I’ll never forget our first game away to Liverpool. I had @TommyElph4 to score first and us to win 1-0 at 500/1. 
Tommy did score first but it was disallowed and then Benteke of all people scored for them. Liverpool won 1-0.
As you can tell still not over it…🤦🏼‍♂️😂🍒
#afcb https://t.co/sRLob7EVIQ",['1563466834216595456'],2022-08-27T10:01:55.000Z,415801010,1563466834216595456,{'place_id': '7de31e05e99a00f8'}
en,"Predictions:
Ins? ⬅️
Outs? ➡️
I don’t have a clue…🤯 what are you all thinking?
#afcb",['1562724237512650756'],2022-08-25T08:51:06.000Z,415801010,1562724237512650756,{'place_id': '7de31e05e99a00f8'}
en,@SundayChants think you mean @afcbournemouth 🤔😉 #afcb https://t.co/ezp9ljCSjM,['1561965043381669888'],2022-08-23T06:34:20.000Z,415801010,1561965043381669888,{'place_id': '7de31e05e99a00f8'}
en,"So are we favourites for the game on Saturday then…? I’m going to assume: yes! 
#afcb https://t.co/RLz497Rg1p",['1561831337828536323'],2022-08-22T21:43:03.000Z,415801010,1561831337828536323,{'place_id': '7de31e05e99a00f8'}
en,"Another Mr Blake masterclass…next Jefferson Lerma please 🙏🏼✍🏼✅

Congratulations @DRBrooks15 too, hope to see you back on the pitch very soon! ❤️🍒 https://t.co/Vq25QX8Xo1",['1561762787243700224'],2022-08-22T17:10:39.000Z,415801010,1561762787243700224,{'place_id': '1c4cd8e4ae3a1959'}
en,Let’s go 🍒⚽️❤️ going 1-0 #afcb https://t.co/krbwqk8PWU,['1560889749858033664'],2022-08-20T07:21:30.000Z,415801010,1560889749858033664,{'place_id': '7de31e05e99a00f8'}
en,"Asking for a friend…
Anyone got a ticket for tomorrow? Match day draw ticket that is 😉🍒 #afcb",['1560531734298595329'],2022-08-19T07:38:53.000Z,415801010,1560531734298595329,{'place_id': '7de31e05e99a00f8'}
en,"@stu_birch @afcbournemouth For clarity Ryan Christie too…😉🤦🏼‍♂️ sorry, not sorry.",['1560391431448977408'],2022-08-18T22:21:22.000Z,415801010,1560391431448977408,{'place_id': '7de31e05e99a00f8'}
en,"Hope this guy gets some more game time soon, let him settle in and then play each week.
There is a baller in there…🙏🏼⚽️ #afcb https://t.co/pcZbtsVjgQ",['1560257149154267139'],2022-08-18T13:27:47.000Z,415801010,1560257149154267139,{'place_id': '7de31e05e99a00f8'}
en,"Let’s fast forward to 2022 ⏭
How did you get on @AVFCOfficial ? #afcb https://t.co/DUOeAkOx3p",['1560027836609712130'],2022-08-17T22:16:34.000Z,415801010,1560027836609712130,{'place_id': '7de31e05e99a00f8'}
und,"@SpartaRotterdam 🤝🏼❤️🍒 @afcbournemouth 
#afcb https://t.co/euFDVVyIr4",['1559503594172420099'],2022-08-16T11:33:25.000Z,415801010,1559503594172420099,{'place_id': '7de31e05e99a00f8'}
en,Hopefully not long until we see this GOAT back 🐐 @DomSolanke #afcb https://t.co/F200zx1GCo,['1559127553423679489'],2022-08-15T10:39:10.000Z,415801010,1559127553423679489,{'place_id': '7de31e05e99a00f8'}
en,@talkSPORT United? 😉 #MUFC https://t.co/jO32LCY4ds,['1558734849397194752'],2022-08-14T08:38:42.000Z,415801010,1558734849397194752,{'place_id': '7de31e05e99a00f8'}
en,"Mr Blake.
Mr Hughes.
Mr Francis.
What a week, I take my hat off to you all 🎩 
#afcb https://t.co/EAQm4XjuAR",['1556923241092063232'],2022-08-09T08:40:01.000Z,415801010,1556923241092063232,{'place_id': '7de31e05e99a00f8'}
en,"We sign a Brazilian.
From FC Barcelona.
As second choice.
What is happening? Never did I think I’d see the day…🤯😱 #afcb https://t.co/2HZ2h8BFek",['1556587027809927170'],2022-08-08T10:24:02.000Z,415801010,1556587027809927170,{'place_id': '7de31e05e99a00f8'}
en,Good morning you two 😍🍒 #afcb https://t.co/UcrPCFZNpi,['1556176083665518592'],2022-08-07T07:11:05.000Z,415801010,1556176083665518592,{'place_id': '7de31e05e99a00f8'}
en,"@lloydkelly4 Assist, clean sheet and Dean Court. My skipper ❤️ UTC 🍒",['1556175578423873536'],2022-08-07T07:09:04.000Z,415801010,1556175578423873536,
en,@PeterOHanrahaH We agree it was rubbish a corner then 👍🏼 now to politics…fire away.,['1555975344498302976'],2022-08-06T17:53:25.000Z,415801010,1555975344498302976,{'place_id': '7de31e05e99a00f8'}
en,"@PeterOHanrahaH Let’s talk through that corner routine first then we can discuss politics. 
Although did appreciate your political response 🍒🌳👏🏼",['1555970050997329922'],2022-08-06T17:32:23.000Z,415801010,1555970050997329922,{'place_id': '7de31e05e99a00f8'}
en,Lol 😝 #afcb #nffc oh and 🌳 https://t.co/jxi9tUM0mD,['1555968656303071232'],2022-08-06T17:26:50.000Z,415801010,1555968656303071232,{'place_id': '7de31e05e99a00f8'}
en,Let’s not get carried away now…😉🍒❤️ #afcb https://t.co/PoSmhzABmk,['1555951222837985282'],2022-08-06T16:17:34.000Z,415801010,1555951222837985282,
en,"Here we go. Season 2022/23.
Bring it on. Up those cherries 🍒⚽️ #afcb https://t.co/agDP2TJbcY",['1555932136582135814'],2022-08-06T15:01:43.000Z,415801010,1555932136582135814,
en,"Tick, tock. Tick, tock…🙄🍒⚽️ is it 15:00 yet? #afcb",['1555817942197075968'],2022-08-06T07:27:57.000Z,415801010,1555817942197075968,{'place_id': '7de31e05e99a00f8'}
en,24 hours…⏳🍒 #afcb https://t.co/POMR0k7TL2,['1555557645620224002'],2022-08-05T14:13:38.000Z,415801010,1555557645620224002,{'place_id': '7de31e05e99a00f8'}
en,"@markmcadamtv Great news! Fingers, toes, arms and legs crossed 🤞🏼 

Any hints on the potential players? Could use emojis, anagrams…just trying my luck 🍀😉",['1554903127043743745'],2022-08-03T18:52:48.000Z,415801010,1554903127043743745,
en,"This is great news @DomSolanke 
So important for how we play, not to mention he knows where the goal is 😉
❤️🍒🏹✍🏼 #afcb https://t.co/zkMcyH7wb8",['1554902663732543490'],2022-08-03T18:50:58.000Z,415801010,1554902663732543490,{'place_id': '7de31e05e99a00f8'}
en,"@UTCInAllDepts @brad_afcb This, 100%.",['1553774104767078402'],2022-07-31T16:06:28.000Z,415801010,1553774104767078402,
en,"Yesterday, completed it ✅
#afcb game 🍒 (we won’t mention the result 🤦🏼‍♂️)
#TeamCBS in the evening 🥊 what a fight too!

Oh and the RREEDD AARRMMYY 🗣 goosebumps. https://t.co/cBe764rBHp",['1553697195001626626'],2022-07-31T11:00:52.000Z,415801010,1553697195001626626,{'place_id': '7de31e05e99a00f8'}
en,"Here we go…🍒
Then off to watch @ChrisBillam 🥊
#afcb #teamCBS https://t.co/AjRzce0lEG",['1553375830939783169'],2022-07-30T13:43:53.000Z,415801010,1553375830939783169,
en,@83B4_ Enjoy the game today UTC 🍒,['1553323651461779456'],2022-07-30T10:16:32.000Z,415801010,1553323651461779456,
en,@AFCB_Brownie Nice to see this is dividing opinions. Up the cherries 🍒,['1553323529948495873'],2022-07-30T10:16:03.000Z,415801010,1553323529948495873,{'place_id': '1c4cd8e4ae3a1959'}
en,@Julianbarry 😂😂😂 AGREED 💯 (although maybe not break the bank) but who cares it’s Nat?!,['1553303705281351680'],2022-07-30T08:57:16.000Z,415801010,1553303705281351680,{'place_id': '7de31e05e99a00f8'}
en,@dommentary Love that! Enjoy pal and hopefully it’s an entertaining game ⚽️🍒🍻,['1553302756747890688'],2022-07-30T08:53:30.000Z,415801010,1553302756747890688,{'place_id': '7de31e05e99a00f8'}
en,"@scouse_91 He did well for us last season. He’s got some good competition ahead of him at Liverpool, at 25 he needs to start playing regularly. Good luck this season, pip Man City please 🙏🏼🏆",['1553302523557154816'],2022-07-30T08:52:35.000Z,415801010,1553302523557154816,{'place_id': '7de31e05e99a00f8'}
en,"@dommentary Some journey that, fair play 👏🏼 enjoy the game 🍒 p.s. I’m sure you’ll be pleased to hear we don’t serve Fosters anymore 😉🇦🇺",['1553301893287493634'],2022-07-30T08:50:04.000Z,415801010,1553301893287493634,
en,"@AddyFi Oh ok, I see. In your opinion three poor games and he’s a bad player. Fair enough pal, each to their own. Enjoy the game today. 🍒",['1553285168282144773'],2022-07-30T07:43:37.000Z,415801010,1553285168282144773,{'place_id': '7de31e05e99a00f8'}
en,"@AddyFi Yes please? 😉😂
Why a no from you?",['1553284599559643136'],2022-07-30T07:41:21.000Z,415801010,1553284599559643136,{'place_id': '7de31e05e99a00f8'}
en,"This guy 😍 
I’ve seen the rumours have started again 🔄
Do what it takes and sign him up 📝
#afcb https://t.co/iCjpl0Tl4z",['1553272219073220613'],2022-07-30T06:52:10.000Z,415801010,1553272219073220613,{'place_id': '7de31e05e99a00f8'}
en,"Wowzers 🚀💥🔥
Same again next Saturday please @jeffersonlerma #afcb https://t.co/EkWA5O4hcS",['1553270275977920517'],2022-07-30T06:44:26.000Z,415801010,1553270275977920517,{'place_id': '7de31e05e99a00f8'}
qam,@Ty_Temel @halobournemouth @ChrisBillam @JoshBro44917552,['1552414709646856192'],2022-07-27T22:04:43.000Z,415801010,1552414709646856192,{'place_id': '7de31e05e99a00f8'}
en,"Take. My. Money.
🔥😍🏝
@afcbournemouth @UmbroUK you’ve smashed this! #afcb https://t.co/vo41axGBPD",['1551965072179748864'],2022-07-26T16:18:01.000Z,415801010,1551965072179748864,{'place_id': '7de31e05e99a00f8'}
en,"👀😍☀️
Liking everything about this…oh the suspense!
#afcb https://t.co/C7vlK5mM9f",['1551956913012736001'],2022-07-26T15:45:36.000Z,415801010,1551956913012736001,{'place_id': '7de31e05e99a00f8'}
en,Best player we never signed 😉🏆 #afcb https://t.co/1E8c85eCkh,['1551698505919496192'],2022-07-25T22:38:47.000Z,415801010,1551698505919496192,{'place_id': '7de31e05e99a00f8'}
qam,@Football__Tweet @JoshBro44917552,['1551295940023156741'],2022-07-24T19:59:08.000Z,415801010,1551295940023156741,{'place_id': '7de31e05e99a00f8'}
en,"Both my girls are now signed up as Junior Cherries 🍒 
One of them born in Portsmouth and the other Scumhampton I had to move in quick!
#afcb https://t.co/5Je7VjLBFH",['1551139264875974658'],2022-07-24T09:36:34.000Z,415801010,1551139264875974658,{'place_id': '7de31e05e99a00f8'}
ht,@talkSPORT Zidane https://t.co/So6y1cBn52,['1550925266163322880'],2022-07-23T19:26:12.000Z,415801010,1550925266163322880,{'place_id': '7de31e05e99a00f8'}
en,"So good to be back 🍒 
Rothwell looked good as did Hill.
#afcb https://t.co/Sm8M7L04wL",['1550900361044557824'],2022-07-23T17:47:15.000Z,415801010,1550900361044557824,{'place_id': '7de31e05e99a00f8'}
en,"RT @MrJosephValente: £10,000 cash giveaway coming very soon to be contacted about how to win retweet this post so we know you are in it to…",['1550099814959964162'],2022-07-21T12:46:10.000Z,415801010,1550099814959964162,
und,@InsideAFCB 14/15. https://t.co/kZA32TTlH8,['1549470950823010305'],2022-07-19T19:07:17.000Z,415801010,1549470950823010305,{'place_id': '7de31e05e99a00f8'}
en,@afcbsuperstore @afcbournemouth wouldn’t mind one of these. Great competition as always 👌🏼🍒 #afcb https://t.co/hffGcrgYAl,['1545529636792279051'],2022-07-08T22:05:54.000Z,415801010,1545529636792279051,{'place_id': '7de31e05e99a00f8'}
und,Fit. 🔥😍🙌🏼🍒 #afcb https://t.co/kIwxKU6HQk,['1545111231673016322'],2022-07-07T18:23:19.000Z,415801010,1545111231673016322,{'place_id': '7de31e05e99a00f8'}
en,"RT @afcbsuperstore: 🚨 Giveaway time 🚨

Be one of the first to get your hands on a new training top with one signed by Joe Rothwell 👀

Simpl…",['1542181557821218818'],2022-06-29T16:21:50.000Z,415801010,1542181557821218818,
en,"@RobOstrom this is amazing, keep up the hard work and discipline. 
The best bit though is your smile in the second photo 😃 https://t.co/R0Y6VnblZh",['1535902728030851075'],2022-06-12T08:32:00.000Z,415801010,1535902728030851075,{'place_id': '7de31e05e99a00f8'}
en,"Did this today.
It felt good.
Nothing personal @EFL @QuestTV
Hello @BBCMOTD 🍒
#afcb https://t.co/Ka4ktWhfot",['1528298931716771841'],2022-05-22T08:57:14.000Z,415801010,1528298931716771841,
en,@afcbournemouth please can we have MOORE options 😉🍒 #afcb https://t.co/ggUxg0bsUG,['1525080622301122560'],2022-05-13T11:48:49.000Z,415801010,1525080622301122560,{'place_id': '25d3e991f5637f5a'}
en,"RT @afcbsuperstore: Competition time 🤩

Win a @DomSolanke Team of the Season card 🙌

All you need to do is RT and make sure you're followin…",['1524790726755745792'],2022-05-12T16:36:53.000Z,415801010,1524790726755745792,
en,We’re all @LutonTown for the play-offs aren’t we #AFCB #COYH 🍒🎩🆙 https://t.co/P87imCA37s,['1522946871903334401'],2022-05-07T14:30:03.000Z,415801010,1522946871903334401,{'place_id': '7de31e05e99a00f8'}
en,Let’s do this 🍒 #afcb https://t.co/Ft2rDMdPqp,['1521537535553511425'],2022-05-03T17:09:51.000Z,415801010,1521537535553511425,{'place_id': '0fc29885a614f000'}
en,"@SteveCook28 Just make sure you win the play offs 😉 looking forward to having you back home. Once a cherry, always a cherry 🍒",['1520527757314244609'],2022-04-30T22:17:22.000Z,415801010,1520527757314244609,
en,@steve_lovell @afcbournemouth What a game. What a goal. What a player. Thank you #afcb,['1514934738372513795'],2022-04-15T11:52:42.000Z,415801010,1514934738372513795,
en,"How good is @DomSolanke since his first league goal for #afcb…

Games: 83
Goals: 42
Assists: 15

WOW 🤩 he is so important to how we play also. Arguably player of the season. 
🏹🍒",['1512830790937292800'],2022-04-09T16:32:22.000Z,415801010,1512830790937292800,
en,"⁦@J_Tanswell⁩ a fantastic article, I love this, great journalism 🙌🏼🍒⚽️ #afcb https://t.co/ftejXY0MEF",['1508387951939567616'],2022-03-28T10:18:06.000Z,415801010,1508387951939567616,
en,"@UKLabour I’m actually financially better off, so thanks @RishiSunak 👍🏼",['1506790408835289088'],2022-03-24T00:30:02.000Z,415801010,1506790408835289088,
en,"@chris_kammy Hope you’re all ok.
I too have a Thyroid problem, happy to discuss it with you if you’d like, I’ve had it five years or so.",['1505329386547032070'],2022-03-19T23:44:28.000Z,415801010,1505329386547032070,
