text,id,created_at,lang,edit_history_tweet_ids,author_id,geo
RT @D_B_McConnell: Here's the slide that took me 6 months to make. The six classes of molecular interactions for drug design. Clearly H-bon…,1595060762501840897,2022-11-22T14:24:55.000Z,en,['1595060762501840897'],265079836,
"RT @NMRspectroscopy: 19F NMR of substituted 2-,5-difluoropyridine. #nmr #nmrchat #chemistry #organicchemistry #chemie #quimica #spectroscop…",1595059907585314817,2022-11-22T14:21:31.000Z,en,['1595059907585314817'],265079836,
RT @NMRspectroscopy: Simultaneous effect on 13C chemical shift of (1) anisotropy cone of Nitrile group AND (2) heavy atom. #nmr #nmrchat ht…,1595059727515484165,2022-11-22T14:20:48.000Z,en,['1595059727515484165'],265079836,
RT @Photocat_papers: Self-supporting photocatalyst of 2D Bi2O3 anchored on carbon paper for degradation pollutants https://t.co/g5Q84fpN0G…,1595054507360141312,2022-11-22T14:00:03.000Z,en,['1595054507360141312'],265079836,
"RT @nexta_tv: Hungarian Prime Minister Viktor Orban appeared in public with a scarf depicting a map of ""Greater Hungary"".

This map include…",1595040278968414208,2022-11-22T13:03:31.000Z,en,['1595040278968414208'],265079836,
RT @bhkenlo: How Does Spin Play with the Cycloaddition to Paramagnetic Endohedral Metallofullerenes? The Curious Case of TiSc2N@C80 https:/…,1595039786888462346,2022-11-22T13:01:34.000Z,en,['1595039786888462346'],265079836,
RT @visegrad24: The New York Times has published  an article accusing Ukrainian soldiers on the basis of what an epidemiologist told them a…,1595039475071127559,2022-11-22T13:00:19.000Z,en,['1595039475071127559'],265079836,
"RT @anders_aslund: Sweden announces new $287,000,000 military aid package for Ukraine
https://t.co/3PM74VNu8p",1595018694345777155,2022-11-22T11:37:45.000Z,en,['1595018694345777155'],265079836,
RT @derspiegel: Iran hat erneut kurdische Stellungen im Nordirak bombardiert. In den Kurdengebieten im eigenen Land herrschen derweil »bürg…,1595004249884495872,2022-11-22T10:40:21.000Z,de,['1595004249884495872'],265079836,
"RT @derspiegel: Der ungarische Ministerpräsident Viktor #Orbán hat sich bei einem Fußballspiel mit einem Schal gezeigt, auf dem Grenzen des…",1594824951298662400,2022-11-21T22:47:53.000Z,de,['1594824951298662400'],265079836,
RT @OlenaHalushka: #russiaIsATerroristState https://t.co/e8WrWhppro,1594822042859315217,2022-11-21T22:36:20.000Z,qme,['1594822042859315217'],265079836,
https://t.co/dB27V3sZ3S,1594767130477887489,2022-11-21T18:58:07.000Z,zxx,['1594767130477887489'],265079836,
RT @ChemEurJ: Nickel-Catalyzed Direct Arylation Polymerization for the Synthesis of Thiophene-Based Cross-linked Polymers (Canivet et al.)…,1594757987599585280,2022-11-21T18:21:48.000Z,en,['1594757987599585280'],265079836,
"RT @OlenaHalushka: Near Kherson, orphanage staff hid Ukrainian children from russian occupiers. Some people around us are saint https://t.c…",1594755247695609885,2022-11-21T18:10:54.000Z,en,['1594755247695609885'],265079836,
RT @D_B_McConnell: Lecture 3 of the MedChem Course coming up on Thursday. It'll be a smorgasbord of molecular interactions. Pi-Pi (stacking…,1594721839305179138,2022-11-21T15:58:09.000Z,en,['1594721839305179138'],265079836,
"RT @visegrad24: Great news!

Yulia Prokhorova, the Russian woman who kept harassing Ukrainian  refugees on the streets of Germany and Austr…",1594672423093280768,2022-11-21T12:41:47.000Z,en,['1594672423093280768'],265079836,
"RT @visegrad24: Russians living in Australia record a video for Putin, saying they support him and the Russian Army.

They then parade arou…",1594669891403096066,2022-11-21T12:31:44.000Z,en,['1594669891403096066'],265079836,
"RT @MelnykAndrij: Dear haters, trolls, bots &amp; Co. Best greetings from Kyiv. God bless you all. 
I have to disappoint you, wee fellas. You w…",1594669740886310912,2022-11-21T12:31:08.000Z,en,['1594669740886310912'],265079836,
RT @ChemEurJ: Pentacyclic and hexacyclic osmaarynes and their derivatives (Liu et al. at the Central China Normal University) https://t.co/…,1594665536608432134,2022-11-21T12:14:26.000Z,en,['1594665536608432134'],265079836,
RT @visegrad24: Young Ukrainian girl saying goodbye to her hero father. https://t.co/qH8edBBmd8,1594665381876174855,2022-11-21T12:13:49.000Z,en,['1594665381876174855'],265079836,
"RT @Gerashchenko_en: Yevgeny Maloletka: ""We cried when we saw children dying in Mariupol. But we had to photograph it all"".

Recently a pho…",1594471593530515457,2022-11-20T23:23:46.000Z,en,['1594471593530515457'],265079836,
RT @markomihkelson: Estonia will send winter uniforms for at least 2 brigades of AFU. 🇪🇪🇺🇦,1594471071566249984,2022-11-20T23:21:41.000Z,en,['1594471071566249984'],265079836,
Having hot chocolate after some office work.... https://t.co/6Qcx7hyQVW,1594359104331456513,2022-11-20T15:56:46.000Z,en,['1594359104331456513'],265079836,{'place_id': 'd56c5babcffde8ef'}
"RT @visegrad24: The winter season has arrived to the frontlines.

These Ukrainian soldiers know that nothing beats a traditional campfire.…",1594306591687409664,2022-11-20T12:28:06.000Z,en,['1594306591687409664'],265079836,
"RT @visegrad24: Ukrainian boy in the city of Kherson walks up to a soldier after the city’s liberation and asks:

“Uncle, was it you who dr…",1594305034577125377,2022-11-20T12:21:55.000Z,en,['1594305034577125377'],265079836,
"RT @visegrad24: His TV channel “Peace TV” is banned in Canada, the UK, India, Bangladesh and Sri Lanka for extremism.",1594304884609880065,2022-11-20T12:21:19.000Z,en,['1594304884609880065'],265079836,
"RT @visegrad24: The Football World Cup in Qatar starts tomorrow.

Are you also already looking forward to the future World Cup in North Kor…",1594304170206826496,2022-11-20T12:18:29.000Z,en,['1594304170206826496'],265079836,
"RT @MelnykAndrij: 🇺🇦Waschbär🦝 übt Rache💪Wenn die Russen aus Cherson rausgeschmissen wurden, haben sie auch den Zoo schamlos ausgeplündert u…",1594124536332558338,2022-11-20T00:24:41.000Z,de,['1594124536332558338'],265079836,
RT @MelnykAndrij: Die Welt ist TIEF BESORGT über russische Raketenangriffe auf die Ukraine. Tja. https://t.co/IcLMBzCKHj,1594124418162245633,2022-11-20T00:24:13.000Z,de,['1594124418162245633'],265079836,
"RT @MelnykAndrij: Ein weiteres Craftbier 😉
Die Ukrainer sind kreativ https://t.co/uqG6DDB0LR",1594124150511132675,2022-11-20T00:23:09.000Z,de,['1594124150511132675'],265079836,
RT @MelnykAndrij: Bei mir zu Hause wieder kein Strom. Keine Heizung. Kein Wasser. Man erwartet in Kyjiw einen kompletten tagelangen Blackou…,1594122179305562113,2022-11-20T00:15:19.000Z,de,['1594122179305562113'],265079836,
https://t.co/i0Ezoh0isv,1594113545779625985,2022-11-19T23:41:01.000Z,zxx,['1594113545779625985'],265079836,
https://t.co/KiXtdZpiwM,1594069153081708545,2022-11-19T20:44:37.000Z,zxx,['1594069153081708545'],265079836,
"RT @MelnykAndrij: Yeap
https://t.co/4JvTN1E6Hz https://t.co/wj3uLXLvsn",1594040429858549760,2022-11-19T18:50:28.000Z,en,['1594040429858549760'],265079836,
RT @InUAOfficial: A Ukrainian kid from Kherson who has survived the russian occupation. We saw such photos from the WWII. https://t.co/AjW3…,1594033371490951176,2022-11-19T18:22:26.000Z,en,['1594033371490951176'],265079836,
RT @ykguitar1002000: II型、架空の酵素です。 https://t.co/zB3qyLTQxI,1593719362388631553,2022-11-18T21:34:40.000Z,ja,['1593719362388631553'],265079836,
RT @vkrbek: Delighted to see that wonderful collaboration on spin-crossover and host-guest binding with Jonathan and @zheng_jieyu out! Woul…,1593667775813324803,2022-11-18T18:09:41.000Z,en,['1593667775813324803'],265079836,
RT @Boron_Chemistry: Carbon-based Frustrated Lewis pairs mediated hydrogenation (@PCCP): https://t.co/9gIdgypKRL. https://t.co/nH3oEwObQZ,1593650046704271360,2022-11-18T16:59:14.000Z,en,['1593650046704271360'],265079836,
https://t.co/cb6Rcu6FTn,1593646400960618496,2022-11-18T16:44:45.000Z,zxx,['1593646400960618496'],265079836,
https://t.co/t8eZD6R3jn,1593631950262222848,2022-11-18T15:47:19.000Z,zxx,['1593631950262222848'],265079836,
https://t.co/IpGqi7nw6Z,1593624355384266753,2022-11-18T15:17:09.000Z,zxx,['1593624355384266753'],265079836,
Christmas is on the way🍾 https://t.co/J5Sh9ElFu7,1593586715574288386,2022-11-18T12:47:35.000Z,en,['1593586715574288386'],265079836,{'place_id': '07d9f5bbc4c87000'}
https://t.co/le5Pn6fmxK,1593567781445943297,2022-11-18T11:32:20.000Z,zxx,['1593567781445943297'],265079836,
https://t.co/gRJnlTJCtE,1593539448637005824,2022-11-18T09:39:45.000Z,zxx,['1593539448637005824'],265079836,
"RT @DefenceU: We see you, russians. 
Even in the dark.
You will not know peace until you leave Ukraine. https://t.co/LolTuBO4AN",1593353955182010368,2022-11-17T21:22:40.000Z,en,['1593353955182010368'],265079836,
RT @MelnykAndrij: So ein Craftbier habe ich heute in einem Getränkemarkt von Kyjiw gesehen😉 Deutschland bleibt im Fokus https://t.co/xZRmPb…,1593337212049006599,2022-11-17T20:16:08.000Z,de,['1593337212049006599'],265079836,
RT @flaviodellasala: Siyuan's 1st paper is out in @J_A_C_S! We installed a 19F NMR reporter to functionalized Aib #foldamers. We used solut…,1593226460910989312,2022-11-17T12:56:03.000Z,en,['1593226460910989312'],265079836,
https://t.co/IVYTfBUnU6,1593020026042216449,2022-11-16T23:15:45.000Z,zxx,['1593020026042216449'],265079836,
https://t.co/9ncEssc2JJ,1593015072301133825,2022-11-16T22:56:04.000Z,zxx,['1593015072301133825'],265079836,
No more Kherson on Russian Weather Forecast TV program 😁 https://t.co/2MkiqOXEjH,1592602789079023618,2022-11-15T19:37:48.000Z,en,['1592602789079023618'],265079836,
https://t.co/cLBFwu43nV,1592599718575890432,2022-11-15T19:25:36.000Z,zxx,['1592599718575890432'],265079836,
https://t.co/0Jxl6Qt0o4,1592556102377705472,2022-11-15T16:32:17.000Z,zxx,['1592556102377705472'],265079836,{'place_id': 'd56c5babcffde8ef'}
https://t.co/w8ZyLVamTS,1592555844541222912,2022-11-15T16:31:16.000Z,zxx,['1592555844541222912'],265079836,{'place_id': 'd56c5babcffde8ef'}
https://t.co/y6guLNXkGw,1592509772276072449,2022-11-15T13:28:11.000Z,zxx,['1592509772276072449'],265079836,
https://t.co/I027IZXZoJ,1592499039958102019,2022-11-15T12:45:32.000Z,zxx,['1592499039958102019'],265079836,
🇺🇦🇹🇼 Today in Lviv they said goodbye to a 25-year-old Taiwanese who died for Ukraine. https://t.co/MXEUuO4Her,1592287264264318977,2022-11-14T22:44:01.000Z,en,['1592287264264318977'],265079836,
https://t.co/L5IN5PyRUr,1592284983624097793,2022-11-14T22:34:57.000Z,zxx,['1592284983624097793'],265079836,
https://t.co/CAsQy9Wv3a,1592267595151200256,2022-11-14T21:25:52.000Z,zxx,['1592267595151200256'],265079836,
"RT @research_nano: Solid-state NMR studies on the organic matrix of bone
https://t.co/pHoR50EF3u https://t.co/nhyvMmXh65",1592232685694771201,2022-11-14T19:07:09.000Z,en,['1592232685694771201'],265079836,
https://t.co/6hz5KkJ52F,1592232342386774017,2022-11-14T19:05:47.000Z,zxx,['1592232342386774017'],265079836,
"RT @GurdeepPandher: Dance and music bring us together –in this music, my friend from St. John's (NL), Maria Cherwick, added a Ukrainian fol…",1592230189689626624,2022-11-14T18:57:14.000Z,en,['1592230189689626624'],265079836,
https://t.co/PsR1mNQpFn,1591925778295521280,2022-11-13T22:47:36.000Z,zxx,['1591925778295521280'],265079836,
https://t.co/bpYsOt3Eux,1591910550963105792,2022-11-13T21:47:06.000Z,zxx,['1591910550963105792'],265079836,
"RT @TisdaleWA: Publishing recently in @NatureMaterials, @RaoGroupCAM report surprising ultrafast microscopy results in PbS QD solids. 

Nao…",1591779525649924097,2022-11-13T13:06:27.000Z,en,['1591779525649924097'],265079836,
"RT @MelnykAndrij: Cherson. Befreiung. Ein Bild sagt mehr als Tausend Worte.
Lieber Herr @bundeskanzler Olaf Scholz, liebe #Ampel, wie lange…",1591775469212426240,2022-11-13T12:50:20.000Z,de,['1591775469212426240'],265079836,
https://t.co/5HHrpthF04,1591597372383133699,2022-11-13T01:02:38.000Z,zxx,['1591597372383133699'],265079836,
@PAN_akademia https://t.co/IWP54hWciN,1591568320293224451,2022-11-12T23:07:12.000Z,qme,['1591568320293224451'],265079836,
"RT @cnni: ""We feel free. We are not slaves. We are Ukrainians, we are proud of it""

@NicRobertsonCNN speaks to people inside the newly libe…",1591549283492573184,2022-11-12T21:51:33.000Z,en,['1591549283492573184'],265079836,
"RT @TimothyDSnyder: Russia has sanctioned me (a second time) for teaching the history of Ukraine.
https://t.co/D8PJgdkPtw",1591539660920348672,2022-11-12T21:13:19.000Z,en,['1591539660920348672'],265079836,
"RT @nagiblab: Ever wanted to read an entire @ACSChemRev over a single cup* of coffee? Well, you’re in luck!

A 2.5-page ChemRev (!) highlig…",1591528917084823552,2022-11-12T20:30:37.000Z,en,['1591528917084823552'],265079836,
https://t.co/sCQjCgS6Nh,1591520643279093761,2022-11-12T19:57:45.000Z,zxx,['1591520643279093761'],265079836,
At KTH campus https://t.co/gc9O18beRb,1591369452943446017,2022-11-12T09:56:58.000Z,en,['1591369452943446017'],265079836,{'place_id': '07d9e394c0882000'}
Stockholm in the night 🌙 https://t.co/upm0vdAbVS,1591368308674424832,2022-11-12T09:52:25.000Z,en,['1591368308674424832'],265079836,{'place_id': '07d9db0c63c80001'}
Our Mechanochemistry Tool. https://t.co/HLC9cv1baL,1591270454756769794,2022-11-12T03:23:35.000Z,en,['1591270454756769794'],265079836,
RT @angew_chem: A Vitamin B2-Photocatalysed Approach to Methionine Analogues (Procter) @UoMChemistry @GroupProcter #openaccess https://t.co…,1591270019358334976,2022-11-12T03:21:51.000Z,en,['1591270019358334976'],265079836,
RT @TsybulskaLiubov: People in Kherson chanting “ZSU” (Ukraine Armed Forces) and “Kherson is Ukraine” https://t.co/auDf27zMVB,1591245076352888835,2022-11-12T01:42:44.000Z,en,['1591245076352888835'],265079836,
https://t.co/I3RYEvLTti,1590732860645703680,2022-11-10T15:47:23.000Z,zxx,['1590732860645703680'],265079836,
The world's smallest container vessel https://t.co/XV8IJCz93f,1590456438358351872,2022-11-09T21:28:58.000Z,en,['1590456438358351872'],265079836,
