created_at,text,edit_history_tweet_ids,id,author_id,lang,geo
2022-11-15T02:50:30.000Z,Federalism. https://t.co/eJep9dppkI,['1592349292530139136'],1592349292530139136,789397585,es,{'place_id': 'ff411f458e3317d9'}
2022-11-15T02:30:14.000Z,"RT @Liz_Cheney: You’re welcome, @KariLake.",['1592344194475233280'],1592344194475233280,789397585,en,
2022-11-15T02:12:13.000Z,"RT @Politics_Polls: BREAKING: Katie Hobbs (D) wins #AZGov

@NBCNews projects.",['1592339657484009474'],1592339657484009474,789397585,en,
2022-11-14T18:33:01.000Z,"RT @rothschildmd: If this is the final number, get ready for chaos. The House almost never actually seats 435 members, and there will be mu…",['1592224096104099840'],1592224096104099840,789397585,en,
2022-11-14T17:28:17.000Z,"RT @DannyDutch: If tea spread to your country by sea you call it tea, if it spread by land you call it chai. This is because the ports of F…",['1592207805045694464'],1592207805045694464,789397585,en,
2022-11-14T15:39:14.000Z,"RT @ClintSmithIII: I’ve spent the past year visiting memorials, monuments, museums, and concentration camps in Germany, exploring how that…",['1592180364105388033'],1592180364105388033,789397585,en,
2022-11-14T15:30:20.000Z,"RT @MSpicuzzaMJS: Turnout in Milwaukee, suburbs decline but ⁦@GovEvers⁩ &amp; Democrats made gains https://t.co/mT8VGuKhjB (With ⁦@AlisonDirr⁩)",['1592178121913999360'],1592178121913999360,789397585,en,
2022-11-14T15:27:11.000Z,@MsWitmerAP @ScottWalker Not because it is true to his own experiences! https://t.co/9I2uBxKV0g,['1592177328704348163'],1592177328704348163,789397585,en,
2022-11-14T15:23:33.000Z,RT @StuLevitan: Maj. Ldr. Schumer just said on CNN that @SenatorBaldwin told him that there were enough GOP Senators who told her they woul…,['1592176414190899201'],1592176414190899201,789397585,en,
2022-11-14T01:35:04.000Z,"RT @Taniel: Tonight's Maricopa drop puts Lake in a deeper hole.

My updated estimates: 
—She needs ≈ 57% in everything that's left... inclu…",['1591967923521855489'],1591967923521855489,789397585,en,
2022-11-13T22:46:15.000Z,RT @jbouie: the youngkin administration wants to make fox news history the standard for virginia’s schools https://t.co/JD7TpsYwD7,['1591925437110063105'],1591925437110063105,789397585,en,
2022-11-13T20:42:54.000Z,"RT @Taniel: There hasn't been a *single* day during ALL of the 117th Congress (current one) without a vacancy in the House.

There were 4 v…",['1591894396865507330'],1591894396865507330,789397585,en,
2022-11-13T20:31:59.000Z,RT @nagy_minaj: The Senate confirming 30-year-old liberal judges for the next 2 years https://t.co/yZFnDeWkb0,['1591891646567825410'],1591891646567825410,789397585,en,
2022-11-13T20:26:32.000Z,"RT @Politics_Polls: 2024 National Republican Primary:

DeSantis 42% (+7)
Trump 35%

.@YouGovAmerica, 11/9-11
https://t.co/sbJOtr3LxL",['1591890277396090881'],1591890277396090881,789397585,fr,
2022-11-13T19:33:50.000Z,"RT @jbouie: For every serious question about American election administration, there is an easily-accessed, substantive answer. If you refu…",['1591877016084684801'],1591877016084684801,789397585,en,
2022-11-13T19:15:21.000Z,"RT @Taniel: I feel like I’m going to tweet about this every three days for six months, but I can’t possibly overstate how huge the Supreme…",['1591872362902847488'],1591872362902847488,789397585,en,
2022-11-13T18:17:04.000Z,"RT @AnandWrites: This week, memed. https://t.co/zr3Yx5cAvb",['1591857696126693376'],1591857696126693376,789397585,en,
2022-11-13T14:58:16.000Z,Very classy for Rasmussen to acknowledge how off their and Trafalgar polls were. Almost as if desired outcomes drive the process. https://t.co/FthBgbevjZ,['1591807666086891521'],1591807666086891521,789397585,en,{'place_id': 'ff411f458e3317d9'}
2022-11-13T13:19:11.000Z,RT @DougJBalloon: Inside the Democratic mistakes and miscalculations that led the party to a historically strong midterm showing.,['1591782730639212544'],1591782730639212544,789397585,en,
