created_at,lang,geo,edit_history_tweet_ids,id,text,author_id
2022-11-09T18:30:42.000Z,en,{'place_id': '122ddb403a146002'},['1590411573818167298'],1590411573818167298,"The view looking down Deepdale from Angletarn Pikes on a frosty morning 😍
.
#lakedistrict #NationalPark #visitengland #cumbria #mountains #wainwrights #hiking #hikingadventures #hike #adventure #getoutside #outdoors #thelakes #scenery #landscapephotography https://t.co/InsXjGjY71",29194471
2022-11-07T17:58:50.000Z,en,,['1589678777751449600'],1589678777751449600,"A moody scene across Little Langdale, viewed from Lingmoor Fell.
.
The sun’s rays kept appearing through the clouds to brighten up the valley floor 👌🏼😊

#littlelangdale #lingmoor #LakeDistrict  #hiking #adventure #moody #clouds #landscapephotography #getoutside #wainwrights https://t.co/MhUPCGYJeX",29194471
2022-11-07T08:14:30.000Z,en,{'place_id': '2fad88d7adf81c68'},['1589531726803410944'],1589531726803410944,@LDWAenvironment @CotswoldsAONB @cotswoldlife @CotswoldWay @CotswoldTrail @NatTrailsUK @TheCotswoldWay @VisitBath @VisitStroudUK @visitchelt @visitcheltenham Definitely on my list for the next year 👌🏼😀,29194471
2022-11-05T18:08:14.000Z,en,{'place_id': '07d9de7697886000'},['1588956367636701184'],1588956367636701184,"Some beautiful Autumnal colours on the Minffordd path, taken whilst descending from Cadair Idris in Southern Snowdonia👌🏼😍🏴󠁧󠁢󠁷󠁬󠁳󠁿

#snowdonia #cadairidris #minfforddpath #hiking #autumn #hikingadventures #adventure #mountains #wales #getoutside https://t.co/zgUz222Gmz",29194471
2022-11-04T19:58:10.000Z,en,{'place_id': '208d28e57bdc12e9'},['1588621645555544069'],1588621645555544069,"Looking towards Moel Cynghorion (the peak straight ahead in the distance), across Afon Arddu during a lovely circular route from Llanberis. 😍🏴󠁧󠁢󠁷󠁬󠁳󠁿
.
#snowdonia #snowdonianationalpark #eryri #hiking #hikingadventures #mountains #wales #visitwales #adventure #getoutside #moody https://t.co/MidJN7iDON",29194471
2022-11-04T13:54:41.000Z,en,,['1588530175247257600'],1588530175247257600,@hullsaddler Thank you! - yes it’s a lovely mountain! Some quite dramatic views..👌🏼😍,29194471
2022-11-03T10:00:09.000Z,en,,['1588108762983931905'],1588108762983931905,"RT @OrdnanceSurvey: Our calculations have discovered the three 'norths' will combine for the first time in history this week🧭 

True north,…",29194471
2022-10-31T17:35:59.000Z,en,,['1587136313848913923'],1587136313848913923,"The view looking down at Llyn Cau from the saddle at Craig Cau, whilst on our route around Cadair Idris on Saturday. 😍
#CadairIdris #Wales #LlynCau #visitwales #mountain #mountainsofwales #moodyshots #hiking #hikingadventures #adventure #hike #getoutside https://t.co/ZRw8usvCJj",29194471
2022-10-30T09:02:09.000Z,en,,['1586644617222656000'],1586644617222656000,@youngbillh Ah wow! Beautiful 👌🏼😍❄️,29194471
2022-10-28T23:22:36.000Z,en,,['1586136381323038720'],1586136381323038720,"Looking towards moody skies surrounding Carnedd Llewelyn, from the summit of Pen yr Helgi Du. 👌🏼🏴󠁧󠁢󠁷󠁬󠁳󠁿 - I love it around this area!
#penyrhelgidu #carneddllewelyn #snowdonia #snowdonianationalpark #eryri #wales #mountains #visitwales #getoutside #hiking #adventure https://t.co/YfglF2SsIu",29194471
2022-10-26T18:02:07.000Z,en,{'place_id': '2fad88d7adf81c68'},['1585330950883659776'],1585330950883659776,"A selection from Saturday’s route in the North York Moors National Park - a 12 mile circular from Rosedale Abbey. A beautiful autumnal day, with some lovely views.👌🏼😊🍁
#northyorkmoors #northyorkshire #visityorkshire #yorkshire #rosedale #hiking #adventure #getoutside https://t.co/qo2yKxMPQZ",29194471
2022-10-24T15:49:52.000Z,en,,['1584572894755291137'],1584572894755291137,"RT @BBCScotlandNews: Girl, 10, conquers all of the Munros in Scotland https://t.co/WY6CTzgnEX",29194471
2022-10-23T17:52:37.000Z,en,{'place_id': '07d9d73c4e084002'},['1584241395455643648'],1584241395455643648,"Stood just below the summit of Suggiture, looking SW at the epic views along the ridge towards Harderkulm. 🤩🇨🇭

📸: @anna__bella_k 

#hardergrat #hardergrattrail #hardergratridge #augstmatthorn #harderkulm #interlaken #switzerland #hiking #hikingadventures #swissalps #adventure https://t.co/udCqCkRUAl",29194471
2022-10-20T16:52:10.000Z,en,{'place_id': '0c73c4391414c001'},['1583139021399552003'],1583139021399552003,"Views towards Parkhouse Hill from Chrome Hill 👌🏼😍 

#PeakDistrict #ChromeHill #ParkhouseHill #hiking #scenery #landscape #hills #adventure #hikingadventures #getoutside https://t.co/epTQbUP1rr",29194471
2022-10-19T15:39:49.000Z,en,{'place_id': '2fad88d7adf81c68'},['1582758423724449792'],1582758423724449792,@Chrisriley19491 Thank you! 👍🏼😊,29194471
2022-10-19T15:39:21.000Z,en,{'place_id': '2fad88d7adf81c68'},['1582758307718000640'],1582758307718000640,@p_pierpoint Thank you! Yes it’s a great place to explore! 👌🏼😊,29194471
2022-10-18T16:47:12.000Z,en,{'place_id': '07d9e3f326883001'},['1582412993521807360'],1582412993521807360,Sat on the abandoned road &amp; admiring the views whilst having an evening stroll around the Great Ridge near Castleton. Amazing to have it all to ourselves too 👌🏼😊 - #peakdistrict #mamtor #abandoned #AbandonedPlaces #hiking #derbyshire #hikingadventures #getoutside #adventure https://t.co/RaF8tCDHxP,29194471
2022-10-17T16:33:41.000Z,en,{'place_id': '2fad88d7adf81c68'},['1582047204876746757'],1582047204876746757,"Trying out the #Venturelite jacket from @inov_8 in the heart of Snowdonia - lightweight, breathable &amp; durable 👌🏼😊 
.
#inov_8 #outdoorgear #hiking #mountains #snowdonia #hikingadventures #adventure #getoutside https://t.co/uiDJYmeukn",29194471
2022-10-13T18:58:00.000Z,en,,['1580633973365297152'],1580633973365297152,"The view across an old lichen-clad stone wall, looking towards Moel Siabod in the late afternoon light. 👌🏼😊

#wales #snowdonia #moelsiabod #landscapephotography #Landscapes #hiking #visitwales #hikingadventures #mountains #snowdonianationalpark #getoutside https://t.co/LTSs4y7BFM",29194471
2022-10-12T18:13:43.000Z,en,{'place_id': '7b54ab7d3924045c'},['1580260441741090817'],1580260441741090817,@GetAfterIt4U Thank you Jocelyn! 😊,29194471
2022-10-12T17:50:48.000Z,en,,['1580254674401513472'],1580254674401513472,"Monday’s route to do Moel Cynghorion &amp; Llechog took me to the top of the Snowdon Ranger path. And because I was so close, I thought I’d do the small detour up to the main summit of Snowdon while I was there 😊🏴󠁧󠁢󠁷󠁬󠁳󠁿#snowdon #wales #mountains #hiking #adventure https://t.co/9RdorgQ4xe",29194471
2022-10-11T19:32:24.000Z,en,,['1579917854144892928'],1579917854144892928,One from yesterday- the stunning view heading from Moel Cynghorion towards Snowdon’s Northwest ridge. Snowdon’s summit can be seen towards the top left of frame. 🏴󠁧󠁢󠁷󠁬󠁳󠁿#snowdon #wales #visitwales #mountains #hiking #adventure #hikingadventures #getoutside https://t.co/2ITg8DPSrH,29194471
2022-10-09T17:55:44.000Z,en,,['1579168752389980166'],1579168752389980166,"RT @anna__bella_k: How all weekends should be spent 😊
📍 Rhinog Fach ☀️⛰
#Snowdonia #hikingadventures #Wales #mountains #explore 
📸 @adrianc…",29194471
2022-10-07T17:40:43.000Z,en,,['1578440197074694144'],1578440197074694144,"Watching a stunning Snowdonia sunrise over the Ogwen Valley after a perfect night under the stars 👌🏼🤩
#wildcamping #snowdonia #visitwales #wales #ogwen #ogwenvalley #sunrise #hiking #adventure https://t.co/9iqCe51DNJ",29194471
2022-09-30T10:19:52.000Z,en,,['1575792539143053312'],1575792539143053312,"RT @TGOMagazine: 🥾 A stunning, wild &amp; peaceful part of Snowdonia: the Southern Rhinogydd range, east of Llanbedr.

@adrianconchie on a 13-m…",29194471
2022-09-29T14:34:36.000Z,en,{'place_id': '72606cdcf2847dd4'},['1575494257242124293'],1575494257242124293,"@AndrewJ3759 Thank you Andrew! Yes we actually did Fan Hir, Fan Brycheiniog, Picws Du, Waun Lefrith &amp; Garreg Las. We started in Glyntawe though, so didn’t descend to either of the Llyns on this occasion. A great day out in a beautiful place 👌🏼🏴󠁧󠁢󠁷󠁬󠁳󠁿",29194471
2022-09-28T18:36:25.000Z,en,{'place_id': '2fad88d7adf81c68'},['1575192724361207808'],1575192724361207808,@thewalkingkev It’s really is! A beautiful area! 👌🏼😊,29194471
2022-09-28T18:25:00.000Z,en,{'place_id': '208d28e57bdc12e9'},['1575189851858964480'],1575189851858964480,"The stunning view looking down towards Llyn y Fan Fach, from a spot just near the summit of Picws Du in the Brecon Beacons. 😍🏴󠁧󠁢󠁷󠁬󠁳󠁿
#Wales #BreconBeacons #visitwales #mountains #llynyfanfach #adventure #hiking #hikingadventures #landscapephotography #getoutside https://t.co/Pr7OR8vp8A",29194471
2022-09-27T17:54:43.000Z,en,{'place_id': '7b54ab7d3924045c'},['1574819842833760258'],1574819842833760258,@glenncat9 @anna__bella_k Oh wow! I can imagine!! What a race! Well done! 👏🏼👏🏼😊,29194471
2022-09-26T20:09:14.000Z,en,{'place_id': '0fc357d39855e000'},['1574491304800796696'],1574491304800796696,"A shot from a cracking route around the Brecon Beacons/Pen y Fan Horseshoe on Saturday. Here’s me on the ascent to Cribyn, with Pen y Fan behind

📸: @anna__bella_k 
#BreconBeacons #PenyFan #Cribyn #Wales #welshmountains #mountains #hiking #adventure #hikingadventures #getoutside https://t.co/Z30ulOpq6Q",29194471
2022-09-21T18:34:22.000Z,en,,['1572655491158794245'],1572655491158794245,"RT @anna__bella_k: Sitting on the summit of Rhinog Fach, looking down over the valley on a recent summer’s evening, not wanting to go home…",29194471
2022-09-21T16:34:48.000Z,en,{'place_id': '07d9e69bd6886000'},['1572625403893927936'],1572625403893927936,"The impressive arch which spans the gully leading up to Reynard’s Cave, up on the side of the Dovedale valley.
.
#peakdistrict #reynardscave #climbing #hiking #dovedale #hikingadventures #outdoors #OutdoorAdventures #getoutside #adventure https://t.co/YPO67DRbZs",29194471
2022-09-20T18:14:01.000Z,en,{'place_id': '1a8bbd3b372cffbc'},['1572287981758685185'],1572287981758685185,@GetAfterIt4U Thank you! 👍🏼😊,29194471
2022-09-20T17:40:56.000Z,en,{'place_id': '07d9e69bd6886000'},['1572279655889244168'],1572279655889244168,"Looking out at the view after climbing up to Reynard’s Cave - a great little gem if you know where to find it..

Fab day out with my son in the Dovedale valley. 👌🏼😊

—————————————-
#dovedale #peakdistrict #hiking #hikingadventures #adventure #getoutside #caves https://t.co/H6Ib2wwb4v",29194471
2022-09-19T17:34:01.000Z,en,,['1571915527454343168'],1571915527454343168,"@SidecarSue12 @normanelliottuk @jessicamather_ Ah cool, sounds interesting! Would love to stay at Black Sail one day! 👌🏼😊",29194471
2022-09-18T22:19:51.000Z,en,,['1571625073966030848'],1571625073966030848,@Nipper911 @jessicamather_ Thank you! 👍🏼😊,29194471
2022-09-18T16:38:30.000Z,en,,['1571539169876254721'],1571539169876254721,@TravellingTrev @jessicamather_ It really is beautiful! A special place.. 👌🏼😍,29194471
2022-09-18T16:36:48.000Z,en,,['1571538740866318336'],1571538740866318336,"The magnificent view from the summit of Green Gable, looking down one of my favourite valleys in the Lake District, Ennerdale. 😍
.
📸: @jessicamather_ 
.
#mountains #cumbria #lakedistrict #wainwrights #ennerdale #hiking #adventure https://t.co/di7UvOPwkQ",29194471
2022-09-16T18:01:34.000Z,en,{'place_id': '4e7c21fd2af027c6'},['1570835298631950337'],1570835298631950337,"One of me in the distance, admiring the stunning views over Lake Brienz, whilst on our route along part of the Hardergrat ridge. 😍🇨🇭

What an amazing trip this was!

📸: @anna__bella_k 

#Switzerland #hiking #mountains #hardergrat #interlaken #brienzsee #adventure https://t.co/fhKCytrwlE",29194471
2022-09-15T16:16:06.000Z,en,{'place_id': '2fad88d7adf81c68'},['1570446369646845954'],1570446369646845954,@YardSaleTrails Thank you! It was such a beautiful sunset! Really glad I went 👍🏼😊,29194471
2022-09-14T17:56:29.000Z,en,{'place_id': '7b54ab7d3924045c'},['1570109244921319428'],1570109244921319428,@IanJago Thank you Ian! It was beautiful.. and a great location to watch it too 👌🏼😊,29194471
2022-09-14T17:32:27.000Z,en,{'place_id': '0b8f12c62fd53002'},['1570103196978221056'],1570103196978221056,"Last night’s sunset was an absolute stunner! 👌🏼😍 - Here’s a shot looking towards Chrome Hill from Parkhouse Hill..
.
—————————————-
#sunset #sunsetphotography #sunsetlovers #sunsets #chromehill #peakdistrict #derbyshire #visitengland #getoutside #hiking #adventure #Outdoors https://t.co/4k0F8YMemp",29194471
2022-09-12T17:35:44.000Z,en,,['1569379244890898434'],1569379244890898434,"Moody skies during a lovely &amp; peaceful evening’s wander around The Roaches last week. 👌🏼😊
.
#PeakDistrict #TheRoaches #hiking #hikingadventures #getoutside #Staffordshire https://t.co/ARcyFYSnCY",29194471
2022-09-12T07:17:10.000Z,en,,['1569223580252270592'],1569223580252270592,"@Steve72Outdoors It was a little dry, but there was water in some of them. I noticed there was definitely some when I crossed Grindsbrook 👍🏼",29194471
2022-09-12T07:10:13.000Z,en,,['1569221830484938752'],1569221830484938752,@LivHerdman It’s a brilliant route! Good luck with it if you do it again 👍🏼😊,29194471
2022-09-12T07:09:14.000Z,en,,['1569221583897784324'],1569221583897784324,@admtnadventures It’s a really good route. I’d definitely recommend it 👍🏼😀,29194471
2022-09-12T07:08:49.000Z,en,,['1569221478498930688'],1569221478498930688,@PaulineAnnP It’s a great place for some great walks 👍🏼😊,29194471
2022-09-11T16:42:07.000Z,en,,['1569003366608404480'],1569003366608404480,"One from yesterday’s 20 mile route around the Edale Skyline. A great day in the hills, with many great views!
.
This is the view looking across to Grindslow Knoll on the Kinder Plataeu 👌🏼😍 #PeakDistrict #KinderScout #Edale #EdaleSkyline #hiking #hikingadventures #getoutside https://t.co/l4RpFHfvEo",29194471
2022-09-10T05:39:30.000Z,en,,['1568474225408880642'],1568474225408880642,"Today is World First Aid Day! The ideal reminder to check our first aid kit is up to scratch ahead of the Winter months.. 👌🏼😊 - pictured is the Mountain First Aid Kit from @LifesystemsUK 
.
#FirstAidFirst #WorldFirstAidDay #FirstAid #outdoorsfirstaid #hiking #adventure #safety https://t.co/rhRY5f3cw8",29194471
2022-09-08T16:51:09.000Z,en,,['1567918476202835968'],1567918476202835968,"Last night’s evening wander around the Roaches 😊 - definitely worth braving the forecast for.. 👌🏼⛈
#theroaches #staffordshire #peakdistrict #hiking #outdooradventures #adventure #getoutside #hikingadventures https://t.co/RridxB7SxQ",29194471
2022-09-06T16:58:08.000Z,en,,['1567195456895074310'],1567195456895074310,"The sun setting over the Llŷn Peninsula (in the distance) at the end of our route around the Southern Rhinogs 😍🏴󠁧󠁢󠁷󠁬󠁳󠁿 - The perfect end to a perfect day in Snowdonia. 

#snowdonia #wales #visitwales #sunset #sunsetlovers #rhinogs #northwales #getoutside #adventure #hiking https://t.co/ILC0iq2NVA",29194471
2022-09-05T18:08:09.000Z,en,,['1566850689418002439'],1566850689418002439,"A few more photos from a fab day last week in the Southern Rhinogydd range.

A stunning 13 mile route which we decided to extend to include Rhinog Fach too.. A brilliant decision!👌🏼😍🏴󠁧󠁢󠁷󠁬󠁳󠁿

📸 (photo 3): @anna__bella_k
#visitwales #snowdonia #hiking #adventure #getoutside #mountains https://t.co/cG0BdRv4j8",29194471
2022-09-02T17:29:52.000Z,en,,['1565753889772765190'],1565753889772765190,"Looking across to Rhinog Fawr from the summit of Rhinog Fach.. 😍🏴󠁧󠁢󠁷󠁬󠁳󠁿

What an area of Wales this is! - I’m craving to get back here already 👌🏼

📸: @anna__bella_k

#mountains #wales #visitwales #snowdonia #rhinogs #hiking #adventure #hikingadventures #getoutside https://t.co/sWgQjT8qh0",29194471
2022-09-02T07:02:51.000Z,en,,['1565596097069948928'],1565596097069948928,@anna__bella_k Me too! 😍 - it added so much character to that ridge-line.. Plus some essential goat-protection a little further along 😆🐐,29194471
2022-09-02T06:56:00.000Z,en,,['1565594373173268480'],1565594373173268480,@JDPPhotoUK Sounds great. It’s a stunning area! So peaceful too 👌🏼,29194471
2022-09-01T18:33:05.000Z,en,,['1565407410579292161'],1565407410579292161,"The view looking back towards Diffwys from a point just near the summit of Y Llethr during our stunning route in the Rhinogydd range on Monday. 😍🏴󠁧󠁢󠁷󠁬󠁳󠁿
.
#visitwales #snowdonia #wales #mountains #Rhinogydd #rhinogs #getoutside #hiking #adventure #hikingadventures https://t.co/wqMMtjubwm",29194471
2022-08-31T12:02:52.000Z,en,,['1564946821822222338'],1564946821822222338,@SteveCh45836347 @anna__bella_k It really is stunning! 👌🏼😊 - looking forward to revisiting sometime soon hopefully..,29194471
2022-08-30T22:25:20.000Z,en,,['1564741083938037762'],1564741083938037762,"An amazing day yesterday in a stunning, wild and peaceful part of Snowdonia, doing some of the mountains in the Southern Rhinogydd range, 😊🏴󠁧󠁢󠁷󠁬󠁳󠁿 - 13 miles, 5 Welsh Summits.

📸: @anna__bella_k 

#rhinogs #snowdonia #visitwales #eryri #mountains #hiking #adventure https://t.co/6A1KSPJxvS",29194471
2022-08-26T16:34:20.000Z,en,,['1563203202216239104'],1563203202216239104,"Looking back at Yoke, whilst heading up Ill Bell on the Kentmere Horseshoe, in the Far Eastern Lake District Fells👌🏼😍 #LakeDistrict #cumbria #mountains #wainwrights #kentmere #hiking #adventure #getoutside https://t.co/mPfvyRr0e9",29194471
2022-08-25T08:26:12.000Z,en,,['1562717971285286912'],1562717971285286912,RT @Catstycam: Tonight’s sunset reflecting on my car roof…🧡 https://t.co/eaWPRjkLv5,29194471
2022-08-25T06:29:45.000Z,en,,['1562688664580157440'],1562688664580157440,"RT @anna__bella_k: This place 🤩 
#Switzerland #glaciers #Explore #NaturePhotography #BeautifulWorld https://t.co/Q9J63FzSXJ",29194471
2022-08-24T19:33:17.000Z,und,,['1562523457732358145'],1562523457732358145,@Catstycam @Rambler_Jan @keswickbootco @glocky9 @herdwick_gal @Mounta1n_Mike @PeterLazzari1 @LissyJ24 @BrookinKath @FellPics @CumbriaWeather Wow! 😍😍,29194471
2022-08-24T17:08:49.000Z,en,,['1562487104138948608'],1562487104138948608,"The view from the helipad, located at approx 3,270m (10,728ft), just above the Hörnli Hut on the iconic Matterhorn. One from our epic hike on the first day of our incredible Switzerland trip. 👌🏼🇨🇭 #switzerland #zermatt #matterhorn #hornlihutte #hiking #mountains #adventure https://t.co/7OrJwr5v7d",29194471
2022-08-23T18:14:08.000Z,en,,['1562141154036023296'],1562141154036023296,Heading down from Sail towards Scar Crags via its very distinctive zig-zag path. Causey Pike can be seen in the distance at the very end of the ridge. 👌🏼😊 #LakeDistrict #wainwrights #mountains #hiking #hikingadventures #coledale #getoutside #adventure https://t.co/FYRk187HG2,29194471
2022-08-22T17:02:12.000Z,en,,['1561760661964718087'],1561760661964718087,"Sunset views from our camp spot on Snaefell exactly 1 year ago today, during our 155mile (250km) Isle of Man Coastal Path &amp; Peaks adventure. 🇮🇲😍
#isleofman #snaefell #hiking #hikingadventure #peakbagging #adventure #wildcamping #sunset #getoutside https://t.co/HposfgN5ss",29194471
2022-08-21T17:15:50.000Z,en,,['1561401704012460032'],1561401704012460032,"A few shots from one of our hikes in the Chamonix Valley, which took us from Flégère to Montroc via Lac Blanc at 2,350m (7,710ft).. 🇫🇷 - Stunning views over the valley towards Mont Blanc &amp; the Aiguille du Midi. 👌🏼😍
#chamonix #hiking #adventure #thealps #frenchalps https://t.co/K5zv5PWRnK",29194471
2022-08-19T17:36:58.000Z,en,,['1560682245878419457'],1560682245878419457,"I took this photo last week whilst hanging off the side of a vertical rockface, waiting in a queue on the Via Ferrata les Evettes near Chamonix 🧗😆
.
Such a beautiful view through the trees and across the valley. 👌🏼😍🌲🌲☀️
#chamonix #france #frenchalps #mountains https://t.co/WES9KY5kDU",29194471
2022-08-19T16:02:42.000Z,en,,['1560658525897994240'],1560658525897994240,@Chrisriley19491 Thank you 👍🏼😊 - it was a stunning day..,29194471
2022-08-18T21:25:52.000Z,en,,['1560377465784221700'],1560377465784221700,@Chrisriley19491 Thank you! 👍🏼😊,29194471
2022-08-18T21:25:17.000Z,en,,['1560377315732881410'],1560377315732881410,"@conway1104 Thank you! Yes, it was a great day.. Hardly anyone around aswell 👍🏼☀️",29194471
2022-08-18T18:04:02.000Z,en,,['1560326669101137920'],1560326669101137920,"Looking back at the gorgeous view along the ridge during the final part of the ascent onto Grisedale Pike 😊☀️

A lone runner can be seen making his way down.
#LakeDistrict #coledale #grisedalepike #cumbria #thelakes #keswick #wainwrights #mountains #hiking #adventure #getoutside https://t.co/veeenb4xgA",29194471
2022-08-18T17:45:18.000Z,en,,['1560321954674081792'],1560321954674081792,"@StagecoachCNL Yes thanks, it was a stunning day! 👌🏼☀️",29194471
2022-08-18T07:46:02.000Z,en,,['1560171147043524610'],1560171147043524610,"A few shots from Sunday’s 11 mile route around Coledale in the Lakes. One of my favourite Lake District routes - 9 Wainwrights and 2 extra Nuttalls 😊⛰
.
#LakeDistrict #cumbria #visitengland #mountains #adventure #wainwrights #hiking #hikingadventures #getoutside https://t.co/0wwkevDYzW",29194471
2022-08-15T21:22:18.000Z,en,,['1559289403641577474'],1559289403641577474,"One from yesterday’s stunning route around the Coledale Horseshoe - the view looking back on the approach to Barrow, with Causey Pike on the left and Outerside on the right.. 😍 #Lakedistrict #coledale #heather #mountains #adventure #landscapephotography #hiking #getoutside https://t.co/Ufs4calBOE",29194471
2022-08-15T21:20:32.000Z,en,,['1559288958214983682'],1559288958214983682,"RT @anna__bella_k: Coledale Horseshoe, you are amazing!
I’d do that route a billion times over and never tire of the stunning views in ever…",29194471
2022-08-13T16:42:29.000Z,en,,['1558494210466238465'],1558494210466238465,"A few shots from a brilliant afternoon last week, climbing on the Via Ferrata les Evettes, near Flégère in the Chamonix Valley. 🇫🇷 
#viaferrata #chamonix #frenchalps #climbing #adventure #outdoors #viaferratafrance #mountains https://t.co/1dXY3pJk8G",29194471
2022-08-12T08:57:14.000Z,en,,['1558014736666599424'],1558014736666599424,"Looking NE towards Aiguille Du Plan yesterday, from the summit of Aiguille du Midi in the French Alps, (3,842m / 12,605 ft).
#mountains #aiguilledumidi #frenchalps #chamonix #mountaineering #mountainlovers #MountainView #mountainsummit #adventure #visitfrance #thealps https://t.co/ZmGxpCfQCs",29194471
2022-08-11T16:57:05.000Z,en,,['1557773107104038914'],1557773107104038914,"Looking across at Mont Blanc this morning from the summit of Aiguille du Midi.
#mountains #montblanc #aiguilledumidi #frenchalps #Chamonix #adventure https://t.co/P4MQ46AQ5W",29194471
2022-08-10T19:55:43.000Z,en,,['1557455675361566721'],1557455675361566721,"Today’s view across from the summit of Le Brévent, looking North towards Aiguille de Charlanon in the French Alps. #mountains #frenchalps #alps #chamonix #adventure #hiking #hikingadventures #tourdumontblanc #tmb https://t.co/PcTg63oew3",29194471
2022-08-04T20:30:10.000Z,en,,['1555290015101587462'],1555290015101587462,"Heading down towards Elselicka, (the saddle between Bettmerhorn and Eggishorn), as we traversed the ridge towards the summit of Eggishorn (seen in the distance on the left).
.
📸: @anna__bella_k
.
#switzerland #mountains #adventure #hiking #swissalps #bettmerhorn https://t.co/VLrzwoxvLN",29194471
2022-08-03T18:53:44.000Z,en,,['1554903358971994112'],1554903358971994112,"The view from the summit of Oberberghorn, during our route around Schynige Platte in the Bernese Highlands. 😍🇨🇭
.
#SwissAlps #Switzerland #visitswitzerland #mountains #hiking #mountainscenery #Mountainlovers #getoutside #hikingadventures #schynigeplatte https://t.co/ToYxHrLR3h",29194471
2022-07-30T15:28:55.000Z,en,,['1553402264752193539'],1553402264752193539,"The view down towards Oeschinensee (Lake) from the high path during our route near Kandersteg in the Swiss Alps.. 😍
#Switzerland #swissalps #kandersteg #oeschinensee #oeschinen #mountains #hiking #adventure #travelphotography #getoutside #mountainscenery https://t.co/944nmOXIob",29194471
2022-07-29T18:13:19.000Z,en,,['1553081250528763904'],1553081250528763904,"Looking back towards Bettmerhorn (where we had just been), along the Bettmerhorn/Eggishorn Ridge from approx 2,800m altitude. #bettmerhorn #bettmerhornridge #eggishorn #swissalps #thealps #ridge #mountains #hiking #aletsch #aletschglacier #switzerland #getoutside https://t.co/BMaG0u0I8C",29194471
2022-07-28T18:56:17.000Z,en,,['1552729675637686272'],1552729675637686272,@chrissiepebbles It really was an incredible experience! Amazing to see it that close up and be able to hike on such an iconic mountain! 👌🏼😊🏔,29194471
