1596962070481747972,['1596962070481747972'],2022-11-27T20:20:02.000Z,225010383,"""⭐⭐⭐⭐⭐ Thoughtful, poetic, exciting, and heartfelt.""

After centuries of peace, unrest is rippling through the country right as 21-year-old Kamille is about to take the throne.

➡️ https://t.co/2etKDMWcTu

#fantasyfiction #sciencefiction #scifi #booktwitter

@Alysa_Wolfe_ https://t.co/DNr2DPX94v",en
1596962070050013184,['1596962070050013184'],2022-11-27T20:20:02.000Z,377776924,RT @Emanuellightt: @TiredZoey @harrisonJNIOR DSS can track and arrest you at any given place providing you’re in Nigeria. In a worst case s…,en
1596962069860884480,['1596962069860884480'],2022-11-27T20:20:02.000Z,1402652236178624513,"On Thanksgiving I got to hear about my mother and her siblings' experience of living in a 3rd world socialist country, coming to America to extreme poverty as children, and HAPPILY working to buy basic necessities.

My only choice is to bring them their blessings.",en
1596962068019961856,['1596962068019961856'],2022-11-27T20:20:01.000Z,1533249700182249473,@biancoresearch I remember the governor in my state issued fines for anyone traveling to half the country.  Karen co-workers would tattle tale on you,en
1596962067897909250,['1596962067897909250'],2022-11-27T20:20:01.000Z,1318366522541264896,RT @pacificc22: @MacFarlaneNews Mike Pence’s failure to testify voluntarily — without a subpoena — is a failure of his oath of office to up…,en
1596962067537625088,['1596962067537625088'],2022-11-27T20:20:01.000Z,709120568881192961,"@vivekagnihotri Why you traveling on Muslim countries flight you Only One Person my Country Real Desh bhakt ! 

Dekho Andh Bhakto Kaise Tum loga main zeher Bhar ke Muslims Flights Main Ghoom Rahe Hai ? https://t.co/nXkPS8eenO",en
1596962067403403268,['1596962067403403268'],2022-11-27T20:20:01.000Z,4122416554,RT @soyosantino: @trending_medic We mixed in the 19th century while your country still had slavery,en
1596962067348885506,['1596962067348885506'],2022-11-27T20:20:01.000Z,1145119329886904321,"I want to move a Spanish speaking country so bad, the only question is which one…",en
1596962067101417473,['1596962067101417473'],2022-11-27T20:20:01.000Z,1112715843639656448,RT @Surayyah__ahmad: I feel really sad for some Northerners that don't understand their rights as citizens. You think there is a justificat…,en
1596962066530983936,['1596962066530983936'],2022-11-27T20:20:01.000Z,1552647745734905856,"RT @marta_nguse: .@Oolusegun_obj’ said, “The visit of the delegation to Mekelle was to see how best the issues that were raised in Pretoria…",en
1596962066077650944,['1596962066077650944'],2022-11-27T20:20:01.000Z,342617934,RT @ZtnFifa: @sportbible W fan. When Ozil spoke out about the treatment of Ughyur muslims in China and advocated for real Justice they got…,en
1596962065779855360,['1596962065779855360'],2022-11-27T20:20:01.000Z,1161241483388866560,RT @Normanjam671: Why do the Labour Party agree with a Conservative economic model that's destroying the country?,en
1596962065524363271,['1596962065524363271'],2022-11-27T20:20:01.000Z,1339759598492856326,"@HouseGOP Another BS lie from LIARS! = @HouseGOP 
How many of you were instrumental in the insurrection attempt on our country? What did you hope to gain--autocracy, dictatorship, one-party rule? 
How would ""families"" and ""our economy"" survive had that happened?",en
1596962065431658498,['1596962065431658498'],2022-11-27T20:20:01.000Z,47050295,@AakashKhamkar8 @KomalRa99000242 @Noor_Marriii Keep dreaming dreamer! Get one thing straight! Poor is something your country can’t hide from… sh*tting on roads when you can’t find toilets. So get that part right before giving another country a poor tag! 🤨,en
1596962065352396801,['1596962065352396801'],2022-11-27T20:20:01.000Z,1267798662706495493,@CarmenVerite @il0venostalgia looks like guy from my country that does some humor skits.80% sure. Jel,en
1596962065348169730,['1596962065348169730'],2022-11-27T20:20:01.000Z,1378507959567851524,"@evansonlfc @CityReportBen One plays for a top national team because he fucks the mangers daughter, the other has to carry his country",en
1596962065314246656,['1596962065314246656'],2022-11-27T20:20:01.000Z,1157909196777676800,"RT @ZulfiqarAliSWA: The Devoted Man Fighting for his country 

#سرخرو_نوازشریف https://t.co/MBTJaUZcIc",en
1596962065222017024,['1596962065222017024'],2022-11-27T20:20:01.000Z,1501231696854794254,Ooh mah favourite country Spain fires wan in...,en
1596962064328597504,['1596962064328597504'],2022-11-27T20:20:00.000Z,1457120589710233609,"Exactly. And it becomes increasingly obvious no amount of popular &amp; successful Dem legislative victories are going to convince MAGA or conservative voters. So quit trying. Focus on policy best for the country, what's morally right and what will bring younger &amp; Independents along. https://t.co/duCn4p1OtY",en
1596962064312197120,['1596962064312197120'],2022-11-27T20:20:00.000Z,1591745346727825409,RT @78Cletmike: The Who Question in Leadership is critical for the general growth and development of the country. Note; the difference betw…,en
1596962063301107713,['1596962063301107713'],2022-11-27T20:20:00.000Z,4848961849,"The capital and largest city of Belgium, in the central part of the country  https://t.co/KjqAuQfeq3",en
1596962063058100225,['1596962063058100225'],2022-11-27T20:20:00.000Z,33620070,"@RobGVCSE @TheRegencyCook @thegentleauthor Learned about rhubarb triangle via BBC series Full Steam Ahead &amp; how railways brought to market mushrooms, watercress, rhubarb, sheep etc. from across country. I’ve watched every series Ruth Goodman has been in. Same for Lucy Worsley. Paul, you need to get a series going.",en
1596962062957150210,['1596962062957150210'],2022-11-27T20:20:00.000Z,944889982174425089,The reform bandwagon swept across the country,en
1596962062865137664,['1596962062865137664'],2022-11-27T20:20:00.000Z,952223277992292352,RT @GordonGChang: Whatever happens on #Chinese streets—now anything is possible—the country will be unstable. We have to be prepared to liv…,en
1596962061916872704,['1596962061916872704'],2022-11-27T20:20:00.000Z,19711216,"RT @kelvmackenzie: The Sunday Times reports that 70 Channel migrants, who were dispersed from Manston to hotels all over the country, have…",en
1596962061799817217,['1596962061799817217'],2022-11-27T20:20:00.000Z,1027114311842504704,"RT @EuroConOfficial: 🇪🇸Spain’s #climate change law, which bans the country from exploiting its own resources, is part of the political esta…",en
1596962061678170112,['1596962061678170112'],2022-11-27T20:20:00.000Z,1060573081935249409,"#ElonMusk, the new owner of Twitter, said Friday the social media platform made a “grave mistake” when it banned former President #DonaldTrump in early 2021, noting that it broke trust with half the country.

https://t.co/JI6wLnq1wv",en
1596962060826718208,['1596962060826718208'],2022-11-27T20:20:00.000Z,48033200,"5. courageous in China!
Since then, there have been protests in several parts of the country against the rigid Corona measures. In the capital Beijing, too, residents in several neighborhoods broke through fences in their apartment complexes and demanded an end to the lockdowns. https://t.co/VCGUryrkh3",en
1596962060025618432,['1596962060025618432'],2022-11-27T20:19:59.000Z,1436825916722880516,RT @thotscholar: 🚨 38+ weeks pregnant! black mothers are more likely to be on medicaid (like i am) and to live in maternity deserts (like i…,en
1596962059128016896,['1596962059128016896'],2022-11-27T20:19:59.000Z,1485235744562163716,RT @Brhan27_: Tigray is creating consensus among the people about the peace agreement debrief regional media houses into peaceful and recon…,en
1596962058758950915,['1596962058758950915'],2022-11-27T20:19:59.000Z,1300674916652470273,RT @YourGayBuddy: Meet a fuck buddy in any country in the world on https://t.co/LvB1H07PA4 https://t.co/wZRHF7mLgC,en
1596962058050105346,['1596962058050105346'],2022-11-27T20:19:59.000Z,1463715376517332992,"RT @ZungulaVuyo: SA has high unemployment, crime &amp; poverty rates. The last thing the country needs is a President that is caught between ru…",en
1596962057521631234,['1596962057521631234'],2022-11-27T20:19:59.000Z,850087650857844736,"RT @oliverg2014: @GeraldoRivera Trump is the most lying crook of a president this country has ever had. He belongs in prison.
#LockHisAssUp…",en
1596962056976363520,['1596962056976363520'],2022-11-27T20:19:59.000Z,1691974362,RT @CitizenFreePres: It's going down in China... Massive protests against Covid lockdowns are spreading in major cities across the country…,en
1596962056846311425,['1596962056846311425'],2022-11-27T20:19:59.000Z,84250528,RT @AVeteran1956: Miftah Ismail says it bluntly. “There comes a time when national interest must prevail over political interest. This is t…,en
1596962056758243328,['1596962056758243328'],2022-11-27T20:19:59.000Z,1587736167348592640,Remember once event country heart third forward production interest. https://t.co/EUuCBO6WkV,en
1596962056162394115,['1596962056162394115'],2022-11-27T20:19:58.000Z,1584187042220515328,Court find both dream throughout too country measure. https://t.co/SjKFgU9JSc,en
1596962055784841221,['1596962055784841221'],2022-11-27T20:19:58.000Z,2983251103,"RT @Noahpinion: Russia: Losing a war to a country 1/4 its size
Iran: Massive protests
China: Increasing protests, sputtering economy

U.S.:…",en
1596962055135035393,['1596962055135035393'],2022-11-27T20:19:58.000Z,1530165883708088322,RT @CitizenFreePres: It's going down in China... Massive protests against Covid lockdowns are spreading in major cities across the country…,en
1596962054786940928,['1596962054786940928'],2022-11-27T20:19:58.000Z,844878248123117568,"RT @MaddyWithKhan: 2 days to go.
Waiting for that moment when Qamar Javed Bajwa will no longer be the COAS of my country.",en
1596962052370989056,['1596962052370989056'],2022-11-27T20:19:58.000Z,797171522402140161,". Neither of these ABSOLUTELY INSANE THINGS should be allowed to run for the presidency in our country!!!😭😤😡🤬

https://t.co/U6AKP4ZnSK?",en
1596962049837236224,['1596962049837236224'],2022-11-27T20:19:57.000Z,1547209858684002305,"RT @johnrackham82: Our country is being invaded, and the democrats are not only okay with it, they are facilitating it using our tax $. 

T…",en
1596962049510154240,['1596962049510154240'],2022-11-27T20:19:57.000Z,194968905,"@andrew_lilico No, and it’s not vilifying; it’s seeing that many of the things we did were wrong and that many of the people were heavily flawed. Honesty seams to have been lost in this country.",en
1596962049233678338,['1596962049233678338'],2022-11-27T20:19:57.000Z,2782674324,RT @hausofdecline: We used to have cheap and accessible mental health services in this country. What happened? https://t.co/YrwnREIDX6,en
1596962048927182849,['1596962048927182849'],2022-11-27T20:19:57.000Z,1594501328037826562,"RT @TomMackenzieTV: Protests in China are not rare. What *is* rare, are multiple protests over the same issue, at the same time, across the…",en
1596962047207813121,['1596962047207813121'],2022-11-27T20:19:56.000Z,1595804298532818946,RT @AVeteran1956: Miftah Ismail says it bluntly. “There comes a time when national interest must prevail over political interest. This is t…,en
1596962045907595264,['1596962045907595264'],2022-11-27T20:19:56.000Z,3392221066,"@MattIsStrange1 @LeePHD33 @RealDeniseWelch Advice based on a strain that was virtually unknown, with a transmission rate that was growing exponentially. Decisions were made that were considered in the best interests of the country. Some right, some wrong. I denounce anybody who can say they knew how to deal with it.",en
1596962045907283969,['1596962045907283969'],2022-11-27T20:19:56.000Z,1100463874678116352,"What a cunt of a country Qatar is …but Israel’s all right, isn’t it?…nothing said #FreePalestine 🇵🇸",en
1596962045538492416,['1596962045538492416'],2022-11-27T20:19:56.000Z,1574061542148132872,"""This is the first time there has been kind of a standalone election on cannabis in the country,"" said Moffat, with the Marijuana Policy Project.

#Oklahoma #cannabis #elections #SQ820 #CannabisCommunity 

https://t.co/FWowX9hVvD",en
1596962044917358593,['1596962044917358593'],2022-11-27T20:19:56.000Z,1531666806561202176,".@Oolusegun_obj chief peace negotiator between 🇪🇹 &amp; Tigray, told the senior leadership of Tigray regional state that “no country should accept the presence of foreign country on its land.”
#EritreaOutOfTigray
#AmharaOutOfTigray
@_AfricanUnion

  https://t.co/QmyaGXKZnu @NNETSIT",en
1596962043839803392,['1596962043839803392'],2022-11-27T20:19:56.000Z,1490809826460553220,"@william27504693 @RussellFindlay1 That's hypothetical. Unless you have a crystal ball you've got no idea if Scotland would be successful or not. My argument is I'd rather find out than be glued to a failing union and have our decisions made for us, instead of by us. Not one country has failed becoming independent",en
1596962043613286402,['1596962043613286402'],2022-11-27T20:19:55.000Z,796604419,RT @Phil_Free_: “There is no country where this has been subjected to democratic processes or even conversations. Capital is just buying up…,en
1596962043168378880,['1596962043168378880'],2022-11-27T20:19:55.000Z,2611560922,"RT @TiceRichard: GOOD NEWS: 
China Covid Protests continue in major cities across the country

President Xi Jinping may have just 2 choices…",en
1596962041558110208,['1596962041558110208'],2022-11-27T20:19:55.000Z,1413221208603168773,"RT @FanDuel: Russell Wilson: ""Broncos Country, Lets Ride"" 

the ride: https://t.co/HWDQ4GN9LT",en
1596962041318715392,['1596962041318715392'],2022-11-27T20:19:55.000Z,707117475528179713,“We ought to be burning up some of those country roads.”      #世界杯赛程#滚球      #世界杯下注   https://t.co/HxE5Yhocn4,en
1596962040697847808,['1596962040697847808'],2022-11-27T20:19:55.000Z,415490452,"RT @shazad_msd: @Hauvetime And it's Qatar that's backwards, for wanting to prevent these kind of things in their country?",en
1596962039951659008,['1596962039951659008'],2022-11-27T20:19:55.000Z,1673844451,RT @Bath_SomerUKIP: Our country must become self-sufficient in energy. At present we are not. In order to achieve self-sufficiency @UKIP wo…,en
1596962039833849856,['1596962039833849856'],2022-11-27T20:19:55.000Z,1511855300009246721,"RT @Mesigal7: Tigray is creating consensus among the people about the peace agreement, debrief regional media houses into peaceful and reco…",en
1596962039628697600,['1596962039628697600'],2022-11-27T20:19:55.000Z,838675091760287744,@DabiriDola @jimidisu And in your mind you made sense with this post right? How u guys defend these things make one wonder if truly u guys mean well for these country.,en
1596962037200220160,['1596962037200220160'],2022-11-27T20:19:54.000Z,60118290,"He loves this country but I don't understand why he puts himself ""out there"" for people to beat up on. People are so vile and uncivil. He must really be some patriot. I pray God's protective hedge would be around him and that the Lord's will would be done in his life. https://t.co/zozHzXrqnM",en
1596962036910419968,['1596962036910419968'],2022-11-27T20:19:54.000Z,268739173,RT @VincentKompany: Tough defeat but now is the moment to get behind our national team. Those are the guys who have created so many great m…,en
1596962036646150144,['1596962036646150144'],2022-11-27T20:19:54.000Z,1485708329133522958,@Naija_PR Lol this country sef,en
1596962036549763073,['1596962036549763073'],2022-11-27T20:19:54.000Z,789474929368506368,"RT @MaddyWithKhan: 2 days to go.
Waiting for that moment when Qamar Javed Bajwa will no longer be the COAS of my country.",en
1596962036507848704,['1596962036507848704'],2022-11-27T20:19:54.000Z,4886069714,"RT @bigQuotebot: WELCOME, LADIES AND GENTLEMEN... TO THE COUNTRY... OF LAS NEVADAS!",en
1596962035731816448,['1596962035731816448'],2022-11-27T20:19:54.000Z,82684359,"@hmaroliadsilva @BDUTT Strength ! Did it ever occur to her to apologise ? 

It is this country alone where such people can get away with a day of bashing and turn up again with a straight face next day.",en
1596962034541039617,['1596962034541039617'],2022-11-27T20:19:53.000Z,1494650276250275841,@YeleSowore Omo after calculation I got at least 55k to 70k monthly 😩😭😩😭😩Omehn we are suffering in this country 😎,en
1596962032498376704,['1596962032498376704'],2022-11-27T20:19:53.000Z,1469930853388242945,"@izzybizzy44 @rabi_wasabi @FightHaven You really got all that from a kid fighting his Dad,go help that country fight..",en
1596962032297078785,['1596962032297078785'],2022-11-27T20:19:53.000Z,1565337121086636036,"@rottmasterc @MarcB74512151 We are 98/100 on the World Freedom Index.
We are not living in an authoritarian country.
If you believe that them you need to spend some time living in Iran, Ruzzia or China.
Educate yourself.
#WeLoveOurFreeland https://t.co/Xl8zY0quTf",en
1596962032150261760,['1596962032150261760'],2022-11-27T20:19:53.000Z,2632441534,"RT @TomMackenzieTV: Protests in China are not rare. What *is* rare, are multiple protests over the same issue, at the same time, across the…",en
