['1596962105135370240'],"RT @JiyalaAmarlal: #SindhGovt has constructed 18000 houses across the province through #SBBHC🇱🇾.
This year, 20 poor families were displaced…",1596962105135370240,2022-11-27T20:20:10.000Z,1467553255043522563,en
['1596962104430723072'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596962104430723072,2022-11-27T20:20:10.000Z,978990867028455424,en
['1596962095718797312'],"RT @songpinganq: @WallStreetSilv November 7th, 2022
Kaifeng city, Henan province

Chinese health officials welding apartment building gates…",1596962095718797312,2022-11-27T20:20:08.000Z,396773698,en
['1596962071467261954'],"We’ve partnered with Ivy Charging Network, one of Ontario’s largest fast-charging networks, to deliver an exciting new #EV ⚡️ solution.

It’ll help you #WanderON with confidence and ease across the province of Ontario and beyond. Can you guess what it is? Comment below 👇 https://t.co/HS3tWoA956",1596962071467261954,2022-11-27T20:20:02.000Z,351013017,en
['1596962060033630208'],"RT @BabakTaghvaee1: #BREAKING: Islamic Chief Justice of #Isfahan province has announced the #Iranian rapper &amp; song writer, #ToomajSalehi is…",1596962060033630208,2022-11-27T20:19:59.000Z,108033897,en
['1596962056644988928'],"We need to make Mr. Ford very (very) uncomfortable whenever he's out in public. No more Mr nice province. Children are 'literally' dying because of his antics.

Check out Mamma see's video! #TikTok https://t.co/TbeglxVGPy",1596962056644988928,2022-11-27T20:19:59.000Z,22999012,en
['1596962027582652418'],RT @Coucou_CFC: @benzosarebad That happened in my province. It was all staged. Just one of many subversive and propaganda acts of the Govt…,1596962027582652418,2022-11-27T20:19:52.000Z,2929465251,en
['1596962024906719232'],"RT @44MagnumBlue1: United States Army Specialist Four Joel David Wolfe was killed in action on November 27, 1968 in Tay Ninh Province, Sout…",1596962024906719232,2022-11-27T20:19:51.000Z,1883235474,en
['1596962016417439744'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596962016417439744,2022-11-27T20:19:49.000Z,1419073723840311302,en
['1596962013233975296'],"RT @UsmanThariPPP: The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi se…",1596962013233975296,2022-11-27T20:19:48.000Z,1401850872536211458,en
['1596961994837721088'],"Cuba's Deputy PM Alejandro Gil, who is also economy minister, said China also donated $100 million to help Cuba deal with a shortage of basic goods &amp; an energy crisis exacerbated by Hurricane Ian. The natural disaster devastated the western province of Pinar del Rio in September.",1596961994837721088,2022-11-27T20:19:44.000Z,1331032772429946885,en
['1596961991897550849'],"RT @AfricaFactsZone: Strand, a town in Western Cape Province, South Africa. https://t.co/BjO0EaOOPJ",1596961991897550849,2022-11-27T20:19:43.000Z,1309872518421975041,en
['1596961989246320640'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961989246320640,2022-11-27T20:19:43.000Z,229148328,en
['1596961974918733824'],"Yes.

Imagine if, after the province dropped the VRT, Toronto stepped in with their own and started pricing it accordingly. https://t.co/4CuV7RWpog",1596961974918733824,2022-11-27T20:19:39.000Z,116471927,en
['1596961966148706304'],"RT @44MagnumBlue1: U.S. Army Private First Class William David Ray selflessly sacrificed his life for his fellow soldiers on November 27, 1…",1596961966148706304,2022-11-27T20:19:37.000Z,885161611106844673,en
['1596961958590582785'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961958590582785,2022-11-27T20:19:35.000Z,1548428710616829958,en
['1596961937354797056'],"RT @Baksherboto_: The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi ser…",1596961937354797056,2022-11-27T20:19:30.000Z,1591971871448334336,en
['1596961937166061569'],"RT @linjianyangbe: Blood Pheasant, seen in southwestern China's Sichuan province.
It is under second-class state protection.
credit 炊事班长
🌹…",1596961937166061569,2022-11-27T20:19:30.000Z,70289960,en
['1596961930010275842'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961930010275842,2022-11-27T20:19:28.000Z,553656381,en
['1596961882367139840'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961882367139840,2022-11-27T20:19:17.000Z,1586195391652933633,en
['1596961881637285890'],"RT @Habibi87366982: He was killed by the Taliban, in Daikundi province. 
#StopHazaraGenocide https://t.co/U7f0UDXXIv",1596961881637285890,2022-11-27T20:19:17.000Z,1584853641164640257,en
['1596961866840145920'],"RT @CanningBrandon: Me, living in a province where the leader won 100% of the power with less than 18% of the eligible popular vote and whe…",1596961866840145920,2022-11-27T20:19:13.000Z,1160587963,en
['1596961857428127744'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961857428127744,2022-11-27T20:19:11.000Z,3088724457,en
['1596961854643109888'],"RT @extremetemps: Exceptional mind blowing heat wave in #China;Temperature rose to 34.3C in Yunnan Province and above 32C in 5 provinces.
A…",1596961854643109888,2022-11-27T20:19:10.000Z,893437019472379909,en
['1596961847772872704'],"RT @ChristyCeeCK: ""I want to give the people of Ontario reassurance that if your child is sick in the province of Ontario, you are going to…",1596961847772872704,2022-11-27T20:19:09.000Z,21941227,en
['1596961831578320896'],"RT @WallStreetSilv: It is difficult to keep track of all isolation camps being built by China… 🧐

Here is another one in Henan province… it…",1596961831578320896,2022-11-27T20:19:05.000Z,1077444631,en
['1596961827396943874'],@dawnpassmore @mark_slapinski Can a province freeze bank accounts 🤔,1596961827396943874,2022-11-27T20:19:04.000Z,1586084792986210305,en
['1596961824108597248'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961824108597248,2022-11-27T20:19:03.000Z,1547163511859871745,en
['1596961804638650368'],"RT @BabakTaghvaee1: #BREAKING: Islamic Chief Justice of #Isfahan province has announced the #Iranian rapper &amp; song writer, #ToomajSalehi is…",1596961804638650368,2022-11-27T20:18:58.000Z,1592291689825275906,en
['1596961795087880192'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961795087880192,2022-11-27T20:18:56.000Z,894253900492136453,en
['1596961784497602560'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961784497602560,2022-11-27T20:18:54.000Z,1567651993262620673,en
['1596961783180578819'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961783180578819,2022-11-27T20:18:53.000Z,1473264589651468290,en
['1596961774778974208'],"RT @songpinganq: @WallStreetSilv This was two days ago in China's Inner Mongolia province

Health officials welding the apartment building…",1596961774778974208,2022-11-27T20:18:51.000Z,1586755607595474949,en
['1596961768857014272'],"RT @Ramy2792: Their blood  is still fresh on the ground where they were shot or beheaded, but their memories will forever remain in our min…",1596961768857014272,2022-11-27T20:18:50.000Z,1457709461561352195,en
['1596961766512070656'],RT @IranIntl_En: Dissident popular rap singer Toomaj Salehi has been accused of “corruption on earth” which may carry the death penalty for…,1596961766512070656,2022-11-27T20:18:49.000Z,1573057158404608000,en
['1596961758811328512'],"RT @44MagnumBlue1: United States Army Corporal Larry Lynn Fowler was killed in action on November 27, 1969 in Thua Thien Province, South Vi…",1596961758811328512,2022-11-27T20:18:48.000Z,2889601750,en
['1596961745796759554'],"RT @MerlinofCanada: Another Shandro Smith FU

https://t.co/seimS0MLhJ",1596961745796759554,2022-11-27T20:18:44.000Z,1042240161617256448,en
['1596961741510168576'],"2/supplies will arrive in B.C., or how many are on the way to the province.”So my bet is very little.",1596961741510168576,2022-11-27T20:18:43.000Z,205368519,en
['1596961729723801600'],"RT @44MagnumBlue1: U.S. Army Lieutenant Colonel Roger Jay Bartholomew was killed in action on November 27, 1968 in Thua Thien Province, Sou…",1596961729723801600,2022-11-27T20:18:41.000Z,1583748283683463170,en
['1596961728734298112'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961728734298112,2022-11-27T20:18:40.000Z,1224863882868678656,en
['1596961727832559617'],RT @AtholT: This new political party #ActionSA is making waves across this Province and Country https://t.co/ggNxU00Cro,1596961727832559617,2022-11-27T20:18:40.000Z,2384972428,en
['1596961718558547968'],"RT @songpinganq: @WallStreetSilv November 7th, 2022
Kaifeng city, Henan province

Chinese health officials welding apartment building gates…",1596961718558547968,2022-11-27T20:18:38.000Z,1594977035415339008,en
['1596961710908538880'],"RT @44MagnumBlue1: U.S. Army Lieutenant Colonel Roger Jay Bartholomew was killed in action on November 27, 1968 in Thua Thien Province, Sou…",1596961710908538880,2022-11-27T20:18:36.000Z,1133881834322968576,en
['1596961681690591232'],"RT @44MagnumBlue1: United States Army Specialist Five Jerry Lane Greene was killed in action on November 26, 1969 in Phu Yen Province, Sout…",1596961681690591232,2022-11-27T20:18:29.000Z,1444471538053492739,en
['1596961672442556419'],"Flairish mercenary in the employ of the Dutchies of Gault - a rump state of a nation that once controlled the entire Gaultian province, but was deposed due to the vampiric nature of the dominant nobility. https://t.co/attRxGnGbR",1596961672442556419,2022-11-27T20:18:27.000Z,1504548753805651980,en
['1596961669703667712'],"RT @Mahdi_Muhibbi: Taliban forces attacked a village in the vicinity of Nili city, Daikundi province, killing at least 11 residents and inj…",1596961669703667712,2022-11-27T20:18:26.000Z,1474339206629576707,en
['1596961669175214082'],"RT @44MagnumBlue1: U.S. Army Lieutenant Colonel Roger Jay Bartholomew was killed in action on November 27, 1968 in Thua Thien Province, Sou…",1596961669175214082,2022-11-27T20:18:26.000Z,1590140964420849666,en
['1596961662481072128'],"RT @songpinganq: @WallStreetSilv November 7th, 2022
Kaifeng city, Henan province

Chinese health officials welding apartment building gates…",1596961662481072128,2022-11-27T20:18:25.000Z,1456380251139891210,en
['1596961634819284995'],@RobertB20617044 @gator_gum What misinformation? Nilis opinion is one of many opinions from people in the medical community. The difference is that her opinion aligns with the psychopaths in our province.,1596961634819284995,2022-11-27T20:18:18.000Z,1282033603891941377,en
['1596961609762889728'],RT @SharedHealthMB: Today #Manitoba celebrates #NationalPhysicianAssistantDay and recognizes the important contributions of Clinical Assist…,1596961609762889728,2022-11-27T20:18:12.000Z,69634730,en
['1596961594499440641'],RT @SunshineCityCo1: Folks!  Ford is here for himself! Leece is here for photos.   Time to stand up and take province back! #onted,1596961594499440641,2022-11-27T20:18:08.000Z,1483760603978207235,en
['1596961561054445568'],"RT @agnos_pharmos: 🔷Nov 27, 2022, Day 72:
Nightly #IranRevoIution continues in Tehran (Sattar Khan St) &amp; Kurdistan province (Sar Huye&gt; Zhav…",1596961561054445568,2022-11-27T20:18:00.000Z,877429184313778180,en
['1596961560387551234'],"RT @its4m10: Days ago 9 Hazara people included women and children slaughtered in Daykundi province of Afghanistan, and 3 people injured. Th…",1596961560387551234,2022-11-27T20:18:00.000Z,1574073798462169090,en
['1596961554284486656'],"head gamekeeper to nobility in the mountains of a Lost Province,   #世界杯下注 #世界杯买球 #世界杯直播  https://t.co/umuQWGuNWO",1596961554284486656,2022-11-27T20:17:59.000Z,857939407277506561,en
['1596961549591384065'],"Dissident popular rap singer Toomaj Salehi has been accused of “corruption on earth” which may carry the death penalty for him, chief Justice of Iran’s Esfahan province said. https://t.co/H9JVQNBLL5",1596961549591384065,2022-11-27T20:17:58.000Z,1351873712031719426,en
['1596961549478158336'],"RT @CyrusShares: This is a nationwide protest, not limited to one province

Chinese citizens are learning how to use technology to organize…",1596961549478158336,2022-11-27T20:17:58.000Z,246993396,en
['1596961548375035905'],"RT @CitizenFreePres: Police arrest residents in China's Xinjiang province...

https://t.co/A49yb4sd4q",1596961548375035905,2022-11-27T20:17:57.000Z,1042212342208110592,en
['1596961546454073345'],"RT @iranhrs_en: held, but indictment issued to court on charges of ""corruption on earth, propaganda activity, disrupting national security,…",1596961546454073345,2022-11-27T20:17:57.000Z,867733000271908864,en
['1596961524769095680'],"RT @44MagnumBlue1: U.S. Army Lieutenant Colonel Roger Jay Bartholomew was killed in action on November 27, 1968 in Thua Thien Province, Sou…",1596961524769095680,2022-11-27T20:17:52.000Z,1247553100598173697,en
['1596961508197822466'],"RT @0CynicalBastard: As an Albertan, I grew up thinking that Liberals hated Alberta, I hated Ontario, and the horror that Ottawa had visite…",1596961508197822466,2022-11-27T20:17:48.000Z,1096817984,en
['1596961505811234817'],"RT @ayesshyewsuf: The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi ser…",1596961505811234817,2022-11-27T20:17:47.000Z,1584492977694691333,en
['1596961487444406273'],"RT @linjianyangbe: Blood Pheasant, seen in southwestern China's Sichuan province.
It is under second-class state protection.
credit 炊事班长
🌹…",1596961487444406273,2022-11-27T20:17:43.000Z,2305332182,en
['1596961478816698368'],"🔷Nov 27, 2022, Day 72:
Nightly #IranRevoIution continues in Tehran (Sattar Khan St) &amp; Kurdistan province (Sar Huye&gt; Zhavarud-e Gharbi).
""If Tehran becomes like Kurdistan, Iran will become Golestan (flower garden)""
""Death to dictator""
""Death to Khamenei""
#MahsaAmini #FIFAWorldCup https://t.co/xoGrCLKdzQ https://t.co/NzREkKWpX8",1596961478816698368,2022-11-27T20:17:41.000Z,1043900406483619846,en
['1596961478133026816'],"RT @songpinganq: @WallStreetSilv This was two days ago in China's Inner Mongolia province

Health officials welding the apartment building…",1596961478133026816,2022-11-27T20:17:41.000Z,1581368778939572227,en
['1596961478120075264'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961478120075264,2022-11-27T20:17:41.000Z,1697830980,en
['1596961475780042752'],"RT @44MagnumBlue1: U.S. Army Private First Class William David Ray selflessly sacrificed his life for his fellow soldiers on November 27, 1…",1596961475780042752,2022-11-27T20:17:40.000Z,1585938507205419008,en
['1596961470474256384'],"RT @FahimSattarDal: The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi s…",1596961470474256384,2022-11-27T20:17:39.000Z,1584492977694691333,en
['1596961462647345154'],"khmer Lady In KPC Province
#teen #homemade #solo https://t.co/mAPhWb00Nf",1596961462647345154,2022-11-27T20:17:37.000Z,1580638498868322305,en
['1596961457882554368'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961457882554368,2022-11-27T20:17:36.000Z,2460047262,en
['1596961451805396992'],"RT @songpinganq: @WallStreetSilv This was 3 days ago in China's Qinghai province.

Thousands Chinese citizens are being welded shut in thei…",1596961451805396992,2022-11-27T20:17:34.000Z,1581368778939572227,en
['1596961451721519104'],"RT @PeoplesFForum: The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi se…",1596961451721519104,2022-11-27T20:17:34.000Z,1546856513830109184,en
['1596961450865856512'],"RT @44MagnumBlue1: United States Army Specialist Four Joel David Wolfe was killed in action on November 27, 1968 in Tay Ninh Province, Sout…",1596961450865856512,2022-11-27T20:17:34.000Z,2889601750,en
['1596961447460081664'],"RT @ICHRI: University students in Sanandaj, Kurdistan Province, singing the protest anthem, “In the Name of Woman, Life, Freedom…”
#MahsaAm…",1596961447460081664,2022-11-27T20:17:33.000Z,1113159183946452993,en
['1596961442036871168'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961442036871168,2022-11-27T20:17:32.000Z,1396409561326702602,en
['1596961427147096064'],entrance how perceive crowd province plastic tube  #无锡 #江门 https://t.co/k5IPs2ijvE,1596961427147096064,2022-11-27T20:17:28.000Z,1511753140906991621,en
['1596961424042958848'],"RT @AfricaFactsZone: Strand, a town in Western Cape Province, South Africa. https://t.co/BjO0EaOOPJ",1596961424042958848,2022-11-27T20:17:28.000Z,1019287244,en
['1596961421866082305'],"head gamekeeper to nobility in the mountains of a Lost Province,   #世界杯下注 #世界杯买球 #世界杯直播  https://t.co/NCriNkrBi6",1596961421866082305,2022-11-27T20:17:27.000Z,1385133515998703618,en
['1596961421392506880'],"RT @Mahdi_Muhibbi: Taliban forces attacked a village in the vicinity of Nili city, Daikundi province, killing at least 11 residents and inj…",1596961421392506880,2022-11-27T20:17:27.000Z,1443478031989977089,en
['1596961420239081473'],"RT @ayesshyewsuf: The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi ser…",1596961420239081473,2022-11-27T20:17:27.000Z,1591971871448334336,en
['1596961415629193217'],"RT @songpinganq: @WallStreetSilv This was two days ago in China's Inner Mongolia province

Health officials welding the apartment building…",1596961415629193217,2022-11-27T20:17:26.000Z,1108347138138869762,en
['1596961414216036353'],A clause was inserted to the effect that a certain sum should be annually set aside from fines to aid each province in emancipating slaves by purchase.,1596961414216036353,2022-11-27T20:17:25.000Z,1516107692313563153,en
['1596961407060545537'],"RT @ICHRI: Kurdistan University linguist Dr. Behrouz Chamanara, who spoke in solidarity (in German) with students and protesters at a recen…",1596961407060545537,2022-11-27T20:17:24.000Z,1113159183946452993,en
['1596961402794954754'],"RT @WallStreetSilv: The CCP is going to have to crack down hard in order to survive, similar to the Tiananmen square massacre in 1989. Thes…",1596961402794954754,2022-11-27T20:17:23.000Z,73656500,en
['1596961396003962880'],"[ Rotom vc: West Area ( Province One ) and South Area ( Province Six ), directly above the Asado Desert, and the rock formations between. ] https://t.co/q5sdJbritL",1596961396003962880,2022-11-27T20:17:21.000Z,1595477436560465925,en
['1596961393785581569'],"RT @ICHRI: Kurdistan University linguist Dr. Behrouz Chamanara, who spoke in solidarity (in German) with students and protesters at a recen…",1596961393785581569,2022-11-27T20:17:21.000Z,1113159183946452993,en
['1596961393043197952'],"RT @jamferg57: I’m sure @fordnation is just resting up for his 10 week vacation.

Destroying a Province s hard work.

#onpoli #onted #Onter…",1596961393043197952,2022-11-27T20:17:20.000Z,290122927,en
['1596961388475604992'],"The Sindh Minister @sharjeelinam announced that very soon a modern, affordable and environment-friendly electric taxi service will be launched in Karachi which will be extended to other major cities of the province. 

#عمران_کو_شرجیل_کا_چیلینج",1596961388475604992,2022-11-27T20:17:19.000Z,1595168652147494929,en
