"RT @POTUS: We're making electric vehicles more affordable for families, jumpstarting the first national EV charging network, and bringing i…",2022-11-27T20:19:51.000Z,en,1596962025657470979,['1596962025657470979'],1177291960874405889,
RT @WallStreetSilv: An apartment building in Chengdu in China… the government is welding the entrance door to the apartment building to enf…,2022-11-27T20:19:51.000Z,en,1596962025640722432,['1596962025640722432'],36067096,
"@deaboyer It might seem a little strange until you realize that the garden center for Lowes / Home Depot tend to have openings large enough for mice and rats.
Having a cat or two just makes sense in home improvement stores.",2022-11-27T20:19:51.000Z,en,1596962025602961408,['1596962025602961408'],1589755132061028353,
"RT @Vivreenpaix2: @Vivreenpaix2
The accounts raise fresh concern about alleged atrocities more than three weeks after the warring parties s…",2022-11-27T20:19:51.000Z,en,1596962025548443648,['1596962025548443648'],1582367752588873728,
"RT @FinPlanKaluAja1: A guy can't afford rent; he becomes a House Member.

Buys a house in Lekki and Los Angeles. Los Angeles home is seized…",2022-11-27T20:19:51.000Z,en,1596962025380249602,['1596962025380249602'],420827328,
"I love being at home, being with friends

 https://t.co/AyXryJYa6j",2022-11-27T20:19:51.000Z,en,1596962025325797376,['1596962025325797376'],1583084815,{'place_id': '01da545b582fc86b'}
"@bbarney22 @FimboJisher @ish_harris21 You respect what?  A kid quitting on his team after one season?  How about, he go to work and EARN a spot on the field?  How about sticking to something you committed to, nope these kids just take their ball and go home when things don't go their way.  Soft society",2022-11-27T20:19:51.000Z,en,1596962024441143296,['1596962024441143296'],1654470536,
RT @SenseiQuis: Need this in my home,2022-11-27T20:19:51.000Z,en,1596962024386613249,['1596962024386613249'],42777973,
RT @redbottomed: Tim was so real for eating 2 pints of mint chocolate chip ice cream as his last meal. Not me. I would want an 8oz filet mi…,2022-11-27T20:19:51.000Z,en,1596962024139132931,['1596962024139132931'],1585317361330126853,
"RT @JustJared: Blake Shelton revealed the origin of Hallmark's ""Time To Come Home For Christmas"" series
https://t.co/plua2ouujZ",2022-11-27T20:19:51.000Z,en,1596962023988137986,['1596962023988137986'],1501312189969301509,
Love my ocd for allowing me to come home to a clean house from vacation 👏,2022-11-27T20:19:51.000Z,en,1596962023946227712,['1596962023946227712'],1287969548931493888,
@nathaliejacoby1 Home health nurses. I make 25% less than my hospital-based counterparts and also don't get tuition reimbursement or a 401k or anything like that.,2022-11-27T20:19:51.000Z,en,1596962023656476672,['1596962023656476672'],1181221853794308100,
"@713DOODAH they not for u
Come home!",2022-11-27T20:19:50.000Z,en,1596962022075559937,['1596962022075559937'],983165055582769152,
Germany going home 😂😂😂😂,2022-11-27T20:19:50.000Z,en,1596962022062579712,['1596962022062579712'],88114649,
"They're going home, they're going home!",2022-11-27T20:19:50.000Z,en,1596962021551276034,['1596962021551276034'],14342200,
Im so ready to get home &amp; rub my feet together,2022-11-27T20:19:50.000Z,en,1596962020091629568,['1596962020091629568'],1679661613,
Germany on their way home,2022-11-27T20:19:50.000Z,en,1596962019491872769,['1596962019491872769'],3294058415,
"“I’ll Be Home For Christmas” on Spotify – 26/11 (Saturday)

(+65,572) = 721,612 total streams

(+10,165) vs the day before
(+41,395) vs last week

Largest update EVER!🎄
https://t.co/o2tlJXaije",2022-11-27T20:19:50.000Z,en,1596962019017519104,['1596962019017519104'],1575290366709964801,
RT @Jessicam6946: Another mass shooting in Atlanta overnight.  A mass shooting last night at another mall in N.C..  When a mall in N.C. was…,2022-11-27T20:19:50.000Z,en,1596962018766245890,['1596962018766245890'],1286012795356684294,
RT @bklyn_s_finest: I used to prefer @HomeDepot vs. @Lowes. No more Home Depot for me. I have one kid still in college and another going ne…,2022-11-27T20:19:49.000Z,en,1596962017965142017,['1596962017965142017'],496557454,
RT @WallStreetSilv: An apartment building in Chengdu in China… the government is welding the entrance door to the apartment building to enf…,2022-11-27T20:19:49.000Z,en,1596962017549881345,['1596962017549881345'],1579568959573135377,
"If you've been holding out for the perfect home, look no further. #homesweethome #newhome  https://t.co/ZskDB9lp5J https://t.co/bZCpa8wFDf",2022-11-27T20:19:49.000Z,en,1596962017453039617,['1596962017453039617'],67467684,
Germany are going home.,2022-11-27T20:19:49.000Z,en,1596962017273053184,['1596962017273053184'],50784667,
@247Sports Ohio state got curbed stomped at home. They don’t deserve to be in.,2022-11-27T20:19:49.000Z,en,1596962016224489472,['1596962016224489472'],931986728914751489,
"RT @nazirafzal: I don’t care that Matt Hancock “comes across so well” on @imacelebrity 
His decision to stop community covid testing on the…",2022-11-27T20:19:49.000Z,en,1596962016220311552,['1596962016220311552'],1271223433553207296,
Try to get home before dark,2022-11-27T20:19:49.000Z,en,1596962016128036864,['1596962016128036864'],943115069558329345,
RT @invis4yo: how my weed be waiting for me at home😭😭 https://t.co/UhMMJaBuqp,2022-11-27T20:19:49.000Z,en,1596962016085692416,['1596962016085692416'],895017030297964544,
RT @WallStreetSilv: An apartment building in Chengdu in China… the government is welding the entrance door to the apartment building to enf…,2022-11-27T20:19:49.000Z,en,1596962014919741440,['1596962014919741440'],1518756470384386052,
"📍 Reduced Price 📍 This recently reduced home at 2005 River Turia Circle in Riverview won't last long, so, don't wait to set up a showing! Reach out here or at (727) 326-2780 for more information! https://t.co/8DeLVhaxBm https://t.co/TW3cfFOtHV",2022-11-27T20:19:49.000Z,en,1596962014848589826,['1596962014848589826'],1195526787389890561,
They’re coming home 😹😹😹,2022-11-27T20:19:49.000Z,en,1596962014366027777,['1596962014366027777'],707265303512784897,
Pops off the meds again someone gotta walk him to his home and explain that his wife has been dead for years https://t.co/Z2cQM7cABZ,2022-11-27T20:19:48.000Z,en,1596962013208793089,['1596962013208793089'],4615395863,
Now they going home,2022-11-27T20:19:48.000Z,en,1596962012575080450,['1596962012575080450'],112789674,
"@Caith_Sith @saylor will try as soon as I reach home, I hope I have time",2022-11-27T20:19:48.000Z,en,1596962011459780613,['1596962011459780613'],1304099124875329536,
Germany going home.,2022-11-27T20:19:48.000Z,en,1596962011107053569,['1596962011107053569'],1112245138074595334,
"RT @CatCraveBlog: End of 3Q. 

#Panthers well on course for a third-straight home win. 17-3.",2022-11-27T20:19:48.000Z,en,1596962010935136256,['1596962010935136256'],1528933073206796288,
house shopping &amp; home decor makes me so happy.🥰,2022-11-27T20:19:48.000Z,en,1596962010801266689,['1596962010801266689'],1398768914,
RT @fesshole: Went on a date five years ago. It was shit so sat in the toilet playing with my phone for 30 mins. Came out and told her I wa…,2022-11-27T20:19:48.000Z,en,1596962010625081344,['1596962010625081344'],1484554556910493696,
"RT @tsutokki: After years he's finally at home! 

But my wallet hurts so much... https://t.co/uFYQ5374DZ",2022-11-27T20:19:48.000Z,en,1596962010469896192,['1596962010469896192'],811648968899837954,
@littlecageling No firm plans as yet. Possibly a chilled one at home or back up North with family.,2022-11-27T20:19:47.000Z,en,1596962009559416832,['1596962009559416832'],485064670,
"RT @POTUS: We're making electric vehicles more affordable for families, jumpstarting the first national EV charging network, and bringing i…",2022-11-27T20:19:47.000Z,en,1596962009186115584,['1596962009186115584'],2364766740,
"@laurenboebert Hey Boobert, your husband was arrested and convicted of domestics assault. Why does he still have access to guns in your home? https://t.co/xCwNuABNlY",2022-11-27T20:19:47.000Z,en,1596962008934797313,['1596962008934797313'],1559575968892817408,
Free current maintain black good line home first shoulder. https://t.co/3WDeJAIyG1,2022-11-27T20:19:47.000Z,en,1596962008578113539,['1596962008578113539'],1587653999989125120,
"""Looks like no one's home"" -Suu",2022-11-27T20:19:47.000Z,en,1596962008384929792,['1596962008384929792'],828758732,
"RT @POTUS: We're making electric vehicles more affordable for families, jumpstarting the first national EV charging network, and bringing i…",2022-11-27T20:19:47.000Z,en,1596962008020135936,['1596962008020135936'],309605202,
"the way the greatest pieces of literature that i have ever read (I Love You, And This Home You've Built For Us &amp; Color outside your lines) are Jaywon Fics",2022-11-27T20:19:47.000Z,en,1596962007575851008,['1596962007575851008'],1589934020343009280,
Need a bohemian styled home 🖤 https://t.co/cjzbJjxYA5,2022-11-27T20:19:47.000Z,en,1596962007538106369,['1596962007538106369'],3115275141,
"RT @LincolnsBible: Under the delusion of ownership, we spent years furnishing our homes (our accounts) - nesting in, remodeling, &amp; building…",2022-11-27T20:19:47.000Z,en,1596962006623752192,['1596962006623752192'],1114712562,
RT @CowenAngelene: @ramblingsloa 🙏🏻... Although we are together... our journey is our own... May we be true to our own heart... as we walk…,2022-11-27T20:19:47.000Z,en,1596962006157795329,['1596962006157795329'],861824129430831104,
"What a finish by Morata, as it stands, Germany are heading home",2022-11-27T20:19:47.000Z,en,1596962006095261697,['1596962006095261697'],29962253,
Germany going home again,2022-11-27T20:19:46.000Z,en,1596962005885554689,['1596962005885554689'],765315176,
"RT @BritMartinez: When Elon Musk bought twitter, I saw celebrities noticeably upset. Some even bought Volkswagens.

We heard “Stay home. Sa…",2022-11-27T20:19:46.000Z,en,1596962005289734146,['1596962005289734146'],47497573,
"RT @mysticstudioco: december themes for the signs🎄💘— 

#aries • feeling more at ease, a new job or money venture! 
#leo • finding your spar…",2022-11-27T20:19:46.000Z,en,1596962004895690753,['1596962004895690753'],879711683962437636,
"@AledThomas99 And that butt is another reason why I like us in a yellow away kit.
Not as we’re at the World Cup very often - but the point stands for international football more generally , loads of countries have either a white home or away kit. It’s nice to be a bit different!",2022-11-27T20:19:46.000Z,en,1596962004396187649,['1596962004396187649'],731416927,
@gatorpow What made it even sadder was that it was the seniors last game at “home” and they still were alive for a bowl (win and in),2022-11-27T20:19:46.000Z,en,1596962004329463809,['1596962004329463809'],3377811017,
"RT @womenforchange5: ⚠️ MISSING CHILD ALERT ⚠️
Ayanda was last seen on 26 November 2022 in Hillbrow, Johannesburg. CCTV footage shows, that…",2022-11-27T20:19:46.000Z,en,1596962004312653824,['1596962004312653824'],2831146277,
"RT @Pac12Network: ""This is literally home. Home.""

@ASUFootball head coach @KennyDillingham shows some real emotions about returning to his…",2022-11-27T20:19:46.000Z,en,1596962004262334469,['1596962004262334469'],1000595859178835968,
"RT @luvinflix: mom: I want you home in 10 minutes 

me in another city: https://t.co/OP7UAnu8f7",2022-11-27T20:19:46.000Z,en,1596962003909836800,['1596962003909836800'],2975079980,
"RT @williesband: Lin Wood is just 1 of Trump's lunatic defenders, a hate-mongering scumbag who found a home in the criminal sociopath's fou…",2022-11-27T20:19:46.000Z,en,1596962003884834816,['1596962003884834816'],977619834,
"RT @Hoofpeet: tl;dr Emmet managed to get to Hisui and back, bringing Ingo home but leaving Sugar behind on accident, leading her to eventua…",2022-11-27T20:19:46.000Z,en,1596962003880660993,['1596962003880660993'],1077464870424072192,
RT @49ers: Feels good to be home with the Faithful 🙌 https://t.co/RLlw3RtdXX,2022-11-27T20:19:46.000Z,en,1596962003759030272,['1596962003759030272'],1942775803,
"RT @TheBigDome: The boys are coming home. 💙

After a successful WYAT World Tour, Pablo, Josh, Stell, Ken and Justin will be celebrating wit…",2022-11-27T20:19:46.000Z,en,1596962003725168640,['1596962003725168640'],1242217249982701569,
"RT @nazirafzal: I don’t care that Matt Hancock “comes across so well” on @imacelebrity 
His decision to stop community covid testing on the…",2022-11-27T20:19:46.000Z,en,1596962003163443200,['1596962003163443200'],1082340050862571522,
Send dem home,2022-11-27T20:19:46.000Z,en,1596962003095998464,['1596962003095998464'],739143990499364864,
"RT @PTIPoliticsss: PMLN Ex PM Raja Farooq lost Jhelum Valley to PTI
PMLN AJK President Shah Ghulam Qadir lost home UC &amp; Neelum Valley to PT…",2022-11-27T20:19:46.000Z,en,1596962003012046848,['1596962003012046848'],768664173744103424,
MORATA SENDING GERMANY HOME,2022-11-27T20:19:46.000Z,en,1596962002819502080,['1596962002819502080'],1435517752090009600,
"@MileApoHQ @milephakphum definitely the new year! since i'm not home i usually spend it with my friends and usher the new year with a temple visit. we also watch the first sunrise and make traditional sweets together &lt;3 

#MileSendoffFansign #MilePhakphum @milephakphum",2022-11-27T20:19:46.000Z,en,1596962002542682113,['1596962002542682113'],1578600175161180162,
"RT @POTUS: We're making electric vehicles more affordable for families, jumpstarting the first national EV charging network, and bringing i…",2022-11-27T20:19:46.000Z,en,1596962002462990336,['1596962002462990336'],1159605186064715776,
"I just prefer to be at home listening to music remembering all the good times we had while it lasted, than go out knowing I’m not going out with you …",2022-11-27T20:19:46.000Z,en,1596962002215219201,['1596962002215219201'],744368337732272128,
RT @uncensoredpromo: This is why I stay home y’all be safe out there  https://t.co/a9sidKJnmh,2022-11-27T20:19:46.000Z,en,1596962001988616192,['1596962001988616192'],381675481,
RT @billbirtles: So I thought it was BS that China’s govt broadcaster was censoring shots of fans at the World Cup due to lockdown anger ba…,2022-11-27T20:19:46.000Z,en,1596962001862787073,['1596962001862787073'],791032747,
"RT @FinPlanKaluAja1: A guy can't afford rent; he becomes a House Member.

Buys a house in Lekki and Los Angeles. Los Angeles home is seized…",2022-11-27T20:19:45.000Z,en,1596962001720594440,['1596962001720594440'],1118399214,
"My god, a Morata goal. Germany deserves to go home early LMAO",2022-11-27T20:19:45.000Z,en,1596962000348790785,['1596962000348790785'],62764316,
The festive season has arrived at our home.🎄🎄🎄 https://t.co/cH8UwUykKv,2022-11-27T20:19:45.000Z,en,1596961999782805504,['1596961999782805504'],16545084,
RT @EdRaket81: I did a thing… @StonedApeCrew @stonedapefam Found the perfect one for me. Welcome to your forever home 💎 https://t.co/mzHWL6…,2022-11-27T20:19:45.000Z,en,1596961999615053824,['1596961999615053824'],1508350184773799942,
