en,1596962512943349762,RT @TheBrandiRhodes: Some of the news I read about myself on here makes me giggle. I committed 10 yrs to wrestling. I've had EVERY possible…,['1596962512943349762'],49708595,2022-11-27T20:21:47.000Z
en,1596962511735369728,"RT @janvirajput_: Not all concerts are about dancing and screaming 
Some are to drench your soul in love and feelzz and none other than @ar…",['1596962511735369728'],1420832723405393921,2022-11-27T20:21:47.000Z
en,1596962500922118144,w4 calculation path crystallize my 😻🍄🥂 https://t.co/yNZcRYp4vZ,['1596962500922118144'],1530843686451695616,2022-11-27T20:21:45.000Z
en,1596962500641452032,@wadds @learock76 @ITV You’re welcome and look forward to your thoughts on it. I’ll order the book - it’s good to see the best &amp; worst of any profession … think it helps us not only determine which path we want to take but also why!,['1596962500641452032'],54498400,2022-11-27T20:21:44.000Z
en,1596962492160188416,RT @TomFitton: Soros takeover: FCC clears path for liberal group to buy Spanish-language conservative talk radio stations https://t.co/7ocH…,['1596962492160188416'],1587522170594508800,2022-11-27T20:21:42.000Z
en,1596962488503128065,RT @HelixTwinks: Belami SALE 50% OFF️ on ⏩ https://t.co/8EKVCbptCo ⏪ Also visit Euroboys on https://t.co/KD65AcQqKA [#RT] https://t.co/MsvU…,['1596962488503128065'],738049219634823168,2022-11-27T20:21:42.000Z
en,1596962486607020035,"RT @CanadaSoccerEN: We conquered all on our path to get here.
We fear no one, now that we've arrived. 

🇨🇦⚔️🇨🇦⚔️🇨🇦

We are Canada. And toge…",['1596962486607020035'],267698050,2022-11-27T20:21:41.000Z
en,1596962481234067456,"@GOPChairwoman Every fiscal report for 20 years said we were on an unsustainable path, we structured our trust funds like a Ponzi scheme, we are half way through the retiring cycle of the biggest demographic imbalance in history, while passing tax cut acts for 50 yrs:
https://t.co/mWbIRE90aP.",['1596962481234067456'],771368542281142273,2022-11-27T20:21:40.000Z
en,1596962469163184128,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962469163184128'],1552783848500609024,2022-11-27T20:21:37.000Z
en,1596962465991954432,Really love the work nikhil is doing. Has been consistently trying to make sense of the healthcare space and really shifting perspectives.  One of the only!? I’ve seen really showing a path to a more promising future in the space. https://t.co/sU9SsA1oxr,['1596962465991954432'],14338338,2022-11-27T20:21:36.000Z
en,1596962464675287040,"RT @Cobratate: Most of you men aren’t even living life.

You’re barely existing. Then you die.

Following the footsteps of your parents and…",['1596962464675287040'],962245890,2022-11-27T20:21:36.000Z
en,1596962464029368320,"RT @TaylorLorenz: Notable that Marc Andreessen backed Elon’s twitter takeover and is now also backing Post, a counter app. Once again, you…",['1596962464029368320'],388602710,2022-11-27T20:21:36.000Z
en,1596962458220265472,"RT @DaveAtherton20: 🚨🚨In Congleton, Stoke, three people in a VW Golf drove down the pedestrianised Bridge Street at 50 mph, where a Christm…",['1596962458220265472'],1587467928886190081,2022-11-27T20:21:34.000Z
en,1596962455317807105,"RT @johncardillo: Soros takeover: FCC clears path for liberal group to buy Spanish-language conservative talk radio stations 

This is what…",['1596962455317807105'],1418540347295211524,2022-11-27T20:21:34.000Z
en,1596962452130115584,"Lady Betty sat looking down reflectively, tapping her foot on the gravel path.
#冻结原因
#查开房记录
#查档
https://t.co/5SAm7rQjnW",['1596962452130115584'],901085360750505988,2022-11-27T20:21:33.000Z
en,1596962448980201472,"Sacrificing their liberal values of pluralism and meritocracy because those don't fit with the ethos of the guy they adore. 

I've been down this path before. Put yourself first. Nobody is worth sacrificing the best things about yourself. You're not supposed to be a shill.",['1596962448980201472'],1550416635240058880,2022-11-27T20:21:32.000Z
en,1596962448111677440,"But once I had the Pokemon I all wanted to use and started digging into the Starfall Street and Path of Legends storylines and scenarios I had a lot more fun and I especially enjoyed the genuine challenge the Elite 4, Champion, and other 'Final' bosses offered this time around.",['1596962448111677440'],1069355548120895488,2022-11-27T20:21:32.000Z
en,1596962436925763584,"RT @mrsastrologer: Pisces Risings, you have a delectable path to awaken many. You might encounter so much heartbreaks. A time will come whe…",['1596962436925763584'],2357187444,2022-11-27T20:21:29.000Z
en,1596962434815643648,RT @Cernovich: Soros takeover: FCC clears path for liberal group to buy Spanish-language conservative talk radio stations  https://t.co/oAK…,['1596962434815643648'],1570101311026102273,2022-11-27T20:21:29.000Z
en,1596962430847811584,"RT @2_baked: This right here.. BIG FAXXXX💯

I may be #LostAF but I’m on the right path🌀",['1596962430847811584'],426264429,2022-11-27T20:21:28.000Z
en,1596962427584753664,@notproperpain @niko_abyss your path is unreachable anyway,['1596962427584753664'],1381248046705618949,2022-11-27T20:21:27.000Z
en,1596962426582601729,RT @Al__Quraan: O Allah guide me to the straight path.,['1596962426582601729'],940705970451288067,2022-11-27T20:21:27.000Z
en,1596962423915024384,"@mj1dmind @swifttano @PopCrave Think you're taking the wrong path from that response, there's nothing homophobic there other than a frontman wilfully planting himself on doe-eyed fans for the attention. *His* attention, that fan could be feckin anyone, he wants the applause",['1596962423915024384'],1468606058163748869,2022-11-27T20:21:26.000Z
en,1596962422937436160,"94. Once the path of life is chosen, one must bravely go to the end and never look back. 🍉🥗🧇",['1596962422937436160'],1569531425371881484,2022-11-27T20:21:26.000Z
en,1596962407448211458,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962407448211458'],1121081233,2022-11-27T20:21:22.000Z
en,1596962393296601090,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,['1596962393296601090'],1316460536561905665,2022-11-27T20:21:19.000Z
en,1596962389181988864,"RT @heraldscotland: Thousands of Europeans call on EU to signal path for Scotland to become member

https://t.co/YAyWJ4IV1M",['1596962389181988864'],606144772,2022-11-27T20:21:18.000Z
en,1596962386879352832,"RT @Letush05907142: 4/15
The activists, who were dressed in black with a purple scarf (a color symbolizing the fight against violence again…",['1596962386879352832'],1246195619334676481,2022-11-27T20:21:17.000Z
en,1596962381401579520,"RT @ShinotoraYuto: Strange moaning in the deep path of tiger cave 🐯🐯🐯🐯🐯
Special guests
↖️ Englar from @Gustard_7
↙️ Ritoru from @ritoru_tai…",['1596962381401579520'],2243473344,2022-11-27T20:21:16.000Z
en,1596962379488985090,"@0x22_ @RunningLow Dude, think of this. When do you want to get in? Very soon, wait for dump etc etc, yeild out a year or two, pass through halving, number go up, sell. There's the path :)",['1596962379488985090'],1346192320635441152,2022-11-27T20:21:16.000Z
en,1596962363621904384,Don’t wait for someone else to pave the path you desire for your life. Just because the path is uncharted doesn’t mean it can’t exist. You just have to ask yourself if you have the courage to create it for yourself?,['1596962363621904384'],342515741,2022-11-27T20:21:12.000Z
en,1596962361809985536,"RT @Scott4MAGA: All of this government spending has resulted in suffocating inflation. Right. Great idea to continue down this path.
#Democ…",['1596962361809985536'],1455625305494798339,2022-11-27T20:21:11.000Z
en,1596962361122099200,RT @JuddLegum: The fact that @RonDeSantisFL has said nothing about Trump having dinner with a white supremacist and anti-Semite in Palm Bea…,['1596962361122099200'],185377172,2022-11-27T20:21:11.000Z
en,1596962358928105473,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,['1596962358928105473'],1207857696,2022-11-27T20:21:11.000Z
en,1596962353249386497,"RT @mujhaycryaraha: I just converted to Islam in Doha, Qatar! I’ve come here to watch world cup but after seeing the generosity of Muslims…",['1596962353249386497'],1048046954,2022-11-27T20:21:09.000Z
en,1596962353068662784,"RT @Scott4MAGA: All of this government spending has resulted in suffocating inflation. Right. Great idea to continue down this path.
#Democ…",['1596962353068662784'],282312233,2022-11-27T20:21:09.000Z
en,1596962349889785857,RT @tzimmer_history: Imagine looking at the path Republicans have taken *since* 2015 and thinking: “You know what we need more of? Both-sid…,['1596962349889785857'],1037078604893626374,2022-11-27T20:21:08.000Z
en,1596962339047104512,"RT @johncardillo: Soros takeover: FCC clears path for liberal group to buy Spanish-language conservative talk radio stations 

This is what…",['1596962339047104512'],1136257255773528064,2022-11-27T20:21:06.000Z
en,1596962323280801792,RT @Lillie912: This man had to fight to get radio stations to play his music and for MTV to play Billie Jean. Opened a door and created a p…,['1596962323280801792'],1350309541439819776,2022-11-27T20:21:02.000Z
en,1596962322454806528,"RT @Cobratate: Most of you men aren’t even living life.

You’re barely existing. Then you die.

Following the footsteps of your parents and…",['1596962322454806528'],1405884552803987457,2022-11-27T20:21:02.000Z
en,1596962319611068416,"RT @Cobratate: Most of you men aren’t even living life.

You’re barely existing. Then you die.

Following the footsteps of your parents and…",['1596962319611068416'],1594125644472123392,2022-11-27T20:21:01.000Z
en,1596962313877487618,RT @mrngunnawal: Hello and good morning from the beautiful lands of the Ngunnawal people. Have a great journey today. Dream strong and drea…,['1596962313877487618'],368866165,2022-11-27T20:21:00.000Z
en,1596962309708079104,"RT @ScotNational: More than 15,000 people across Europe have signed an open letter asking EU leaders to 'clearly signal' a path back for Sc…",['1596962309708079104'],778266046125965313,2022-11-27T20:20:59.000Z
en,1596962308311617536,"RT @tmrwmag: “The universe has your path set up for you. You just need to believe in yourself, have purpose behind your choices, and try yo…",['1596962308311617536'],1557089356682301442,2022-11-27T20:20:59.000Z
en,1596962306616954882,VIDEO: Officers Stop Florida Driver from Veering into Path of 3K Joggers at Thanksgiving Day Event - Source: https://t.co/ftjHshxvoq,['1596962306616954882'],1583120985829642246,2022-11-27T20:20:58.000Z
en,1596962303127457792,RT @mrngunnawal: Hello and good morning from the beautiful lands of the Ngunnawal people. Have a great journey today. Dream strong and drea…,['1596962303127457792'],2218505628,2022-11-27T20:20:57.000Z
en,1596962301655273472,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962301655273472'],1528776610018512896,2022-11-27T20:20:57.000Z
en,1596962297544863744,"RT @Hemant36182804: Sushant is our guiding force... 

A force that showing us right path to us 💕💕

His guidance continues from heaven to us…",['1596962297544863744'],1351200728430350343,2022-11-27T20:20:56.000Z
en,1596962294516551682,"RT @usssks: Good morning, $DOGE is up and making moves. We’re on a path to #dogecoin freedom!",['1596962294516551682'],1410358188671655945,2022-11-27T20:20:55.000Z
en,1596962293635747840,"RT @Leerzeit: I couldn't understand why they would take the risky path of influencing investigations, while in the Ripple case they could i…",['1596962293635747840'],1375915811479638018,2022-11-27T20:20:55.000Z
en,1596962291349483521,"touching the path gingerly, to which they had now hastened,       #世界杯买球 #世界杯下注 #世界杯外围  https://t.co/FFc5gWyZLE",['1596962291349483521'],1578365097793441793,2022-11-27T20:20:55.000Z
en,1596962290351616000,"RT @DemzOneMusic: 🧙‍♂️The archeologists at ""Codex Arcanus"" have just stumbled upon a new tome of antiquity! 📔

✨They are magically binding…",['1596962290351616000'],1453006858730545171,2022-11-27T20:20:54.000Z
en,1596962274874253313,fdjnhjw he box bordering the path https://t.co/mGTFmFXdip,['1596962274874253313'],1531068673187782658,2022-11-27T20:20:51.000Z
en,1596962274186391553,"@KhaySleek Make God no let person enter ""had I known""

What if she fell and hit her head hard on something sharp and passed on?

Be calming down in your ""protectiveness
"" O
I hope girls doing this prank ensured there was nothing dangerous in their path sha",['1596962274186391553'],1318979205418373120,2022-11-27T20:20:50.000Z
en,1596962273511510016,RT @Singularity_NET: Not only does the SingularityNET platform give developers a commercial launchpad (much like app stores give developers…,['1596962273511510016'],186558617,2022-11-27T20:20:50.000Z
en,1596962270806183936,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,['1596962270806183936'],1356601718579077123,2022-11-27T20:20:50.000Z
en,1596962265630412800,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962265630412800'],2758043233,2022-11-27T20:20:48.000Z
en,1596962263688044544,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962263688044544'],37489774,2022-11-27T20:20:48.000Z
en,1596962253755936768,the choices we make change the path that we take,['1596962253755936768'],1327327094456553472,2022-11-27T20:20:46.000Z
en,1596962251206176769,RT @maiyabooo: Capricorns ♑️ your path is more difficult because your calling is higher👂🏽Make it happen .. Shock everyone 🗣️,['1596962251206176769'],21835026,2022-11-27T20:20:45.000Z
en,1596962247888474112,"RT @Cobratate: Most of you men aren’t even living life.

You’re barely existing. Then you die.

Following the footsteps of your parents and…",['1596962247888474112'],1594338721293340673,2022-11-27T20:20:44.000Z
en,1596962244935704576,"RT @Leerzeit: I couldn't understand why they would take the risky path of influencing investigations, while in the Ripple case they could i…",['1596962244935704576'],1216917663496015872,2022-11-27T20:20:43.000Z
en,1596962240594255872,"RT @jo_bartosch: If anyone wants background to the Susie Green &amp; Mermaids saga, here’s a piece I wrote 2 years ago. It was the first deep d…",['1596962240594255872'],1269614808351092736,2022-11-27T20:20:42.000Z
en,1596962238773854208,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,['1596962238773854208'],3748292295,2022-11-27T20:20:42.000Z
en,1596962237943799810,"RT @HotBoysLove: Derek Raser, Johnny Bloom, Adam Archuleta - Find more in - https://t.co/8CQuiMtyKO https://t.co/XHw8I6mIYH",['1596962237943799810'],1305764497542479873,2022-11-27T20:20:42.000Z
en,1596962236005724160,@shazzabomb42 @RemainerPaul @jmarcjones @JackieD86388657 @wardj15 Even Suella Braverman admitted there is no legal path.,['1596962236005724160'],33622656,2022-11-27T20:20:41.000Z
en,1596962234512461825,"RT @heraldscotland: Thousands of Europeans call on EU to signal path for Scotland to become member

https://t.co/YAyWJ4IV1M",['1596962234512461825'],2547762242,2022-11-27T20:20:41.000Z
en,1596962233418133504,"It's an interesting journey.
Have a good compass, focus on your journey &amp; don't mess up another's path https://t.co/fOKJ3v0fEq",['1596962233418133504'],246835720,2022-11-27T20:20:41.000Z
en,1596962232188907520,"RT @drjakesmith: As a member of 3W Working Group, this entrenchment idea as presented and discussed was part of a suite of ideas that were…",['1596962232188907520'],47207737,2022-11-27T20:20:40.000Z
en,1596962226732036098,"With the false path now gone, the endless journey shall now end.",['1596962226732036098'],1473894205483364353,2022-11-27T20:20:39.000Z
en,1596962217252950022,Resident Biden is leading down a path to National suicide.  How far is he going to be allowed to take us ?,['1596962217252950022'],20075759,2022-11-27T20:20:37.000Z
en,1596962210177200128,@HML_Compounder So I have a theory that has been somewhat tested but not completely. It is based out of the fact that I believe the committee always chooses a path of least resistance and doesn’t concern itself with best 4 at all. Call it Warren’s Razor:,['1596962210177200128'],448285977,2022-11-27T20:20:35.000Z
en,1596962210076672002,"RT @ScotNational: More than 15,000 people across Europe have signed an open letter asking EU leaders to 'clearly signal' a path back for Sc…",['1596962210076672002'],1028600358459899904,2022-11-27T20:20:35.000Z
en,1596962198483791872,"RT @Vikings: Everybody's journey is different.

@GabeAHenderson chatted with @kris23db, @JJettas2 and @HarriSmith22 about the highs and low…",['1596962198483791872'],1689236964,2022-11-27T20:20:32.000Z
en,1596962198169223168,RT @TheReaIRobG: Time just kills everything in its path.,['1596962198169223168'],1531604809668861955,2022-11-27T20:20:32.000Z
en,1596962198131462144,RT @Victorshi2020: The work doesn’t stop here. Join @VotersTomorrow for some phone &amp; text banking to help turn out as many Gen Z voters as…,['1596962198131462144'],1247427307,2022-11-27T20:20:32.000Z
en,1596962198005612544,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,['1596962198005612544'],175496023,2022-11-27T20:20:32.000Z
en,1596962192087449600,RT @PeterObi: Breaking Down the concept of Consumption to Production. This is our envisaged path from consumption to production for Nigeria…,['1596962192087449600'],1265503723079467008,2022-11-27T20:20:31.000Z
en,1596962175645777921,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962175645777921'],1542844749131829249,2022-11-27T20:20:27.000Z
en,1596962172969504769,"Summer-warmed and blue, the path was blue with brightness",['1596962172969504769'],1097291938125021184,2022-11-27T20:20:26.000Z
en,1596962166518689792,"RT @salam75260705: The activists, who were dressed in black with a purple scarf (a color symbolizing the fight against violence against wom…",['1596962166518689792'],1556579346525179904,2022-11-27T20:20:25.000Z
en,1596962160324018177,"RT @ShaykhAzhar: When you try to take on life on your own, the world feels narrow and dark. 

But you were never meant to walk this path al…",['1596962160324018177'],487292934,2022-11-27T20:20:23.000Z
en,1596962159254462464,RT @mrngunnawal: Hello and good morning from the beautiful lands of the Ngunnawal people. Have a great journey today. Dream strong and drea…,['1596962159254462464'],1103569408893415425,2022-11-27T20:20:23.000Z
en,1596962158570790913,"RT @albuquerquedavy: @elonmusk If you continue down this path, you will surely go down in history as someone who fought valiantly against a…",['1596962158570790913'],847869575677050881,2022-11-27T20:20:23.000Z
en,1596962157190467584,RT @AberYesCymru: Nobody to defend it cos it's undefendable. The nations of USSR literally had a fairer and clearer path to independence in…,['1596962157190467584'],1000818739984650243,2022-11-27T20:20:23.000Z
en,1596962151259721729,"@nosoup4knowles @kattenbarge In less words""sometimes the groomers don't pick wrong"" this take ignors net suffering which seems to obviously be way up w/ groomers. Will @libsoftiktok address net suffering and cut a path forward to less or will it only ever be just""like totally creeped out"" by the topic itself",['1596962151259721729'],1594037427991109634,2022-11-27T20:20:21.000Z
en,1596962141780967424,RT @CRYSTAL_THE_EA: Your highest calling won’t always be the easiest path.  It isn’t a path that is carved out by those who came before you…,['1596962141780967424'],1341741332394618882,2022-11-27T20:20:19.000Z
en,1596962134457319424,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962134457319424'],1584222579996377095,2022-11-27T20:20:17.000Z
en,1596962134000553984,RT @elonmusk: @jordanbpeterson I think I see a path to Twitter exceeding a billion monthly users in 12 to 18 months,['1596962134000553984'],1578055119995867136,2022-11-27T20:20:17.000Z
en,1596962128782843904,RT @tayoainafilms: Pray for the courage to forge your own path.,['1596962128782843904'],1538284490304409600,2022-11-27T20:20:16.000Z
